Region,Month,value
 Arkhangai,2025-10,38
 Arkhangai,2025-09,50
 Arkhangai,2025-8,43
 Arkhangai,2025-07,38
 Arkhangai,2025-06,47
 Arkhangai,2025-05,48
 Arkhangai,2025-04,46
 Arkhangai,2025-03,41
 Arkhangai,2025-02,42
 Arkhangai,2025-01,39
 Arkhangai,2024-12,37
 Arkhangai,2024-11,43
 Arkhangai,2024-10,53
 Arkhangai,2024-09,45
 Arkhangai,2024-08,44
 Arkhangai,2024-07,47
 Arkhangai,2024-06,28
 Arkhangai,2024-05,42
 Arkhangai,2024-04,37
 Arkhangai,2024-03,36
 Arkhangai,2024-02,42
 Arkhangai,2024-01,44
 Arkhangai,2023-12,42
 Arkhangai,2023-11,37
 Arkhangai,2023-10,33
 Arkhangai,2023-09,51
 Arkhangai,2023-08,51
 Arkhangai,2023-07,49
 Arkhangai,2023-06,38
 Arkhangai,2023-05,46
 Arkhangai,2023-04,31
 Arkhangai,2023-03,49
 Arkhangai,2023-02,53
 Arkhangai,2023-01,41
 Arkhangai,2022-12,41
 Arkhangai,2022-11,48
 Arkhangai,2022-10,28
 Arkhangai,2022-09,34
 Arkhangai,2022-08,47
 Arkhangai,2022-07,50
 Arkhangai,2022-06,28
 Arkhangai,2022-05,49
 Arkhangai,2022-04,36
 Arkhangai,2022-03,42
 Arkhangai,2022-02,47
 Arkhangai,2022-01,38
 Arkhangai,2021-12,40
 Arkhangai,2021-11,43
 Arkhangai,2021-10,52
 Arkhangai,2021-09,70
 Arkhangai,2021-08,72
 Arkhangai,2021-07,37
 Arkhangai,2021-06,38
 Arkhangai,2021-05,25
 Arkhangai,2021-04,30
 Arkhangai,2021-03,45
 Arkhangai,2021-02,31
 Arkhangai,2021-01,30
 Arkhangai,2020-12,34
 Arkhangai,2020-11,39
 Arkhangai,2020-10,48
 Arkhangai,2020-09,48
 Arkhangai,2020-08,32
 Arkhangai,2020-07,48
 Arkhangai,2020-06,38
 Arkhangai,2020-05,42
 Arkhangai,2020-04,35
 Arkhangai,2020-03,34
 Arkhangai,2020-02,35
 Arkhangai,2020-01,47
 Arkhangai,2019-12,37
 Arkhangai,2019-11,43
 Arkhangai,2019-10,48
 Arkhangai,2019-09,39
 Arkhangai,2019-08,48
 Arkhangai,2019-07,59
 Arkhangai,2019-06,47
 Arkhangai,2019-05,40
 Arkhangai,2019-04,43
 Arkhangai,2019-03,44
 Arkhangai,2019-02,52
 Arkhangai,2019-01,42
 Arkhangai,2018-12,36
 Arkhangai,2018-11,40
 Arkhangai,2018-10,43
 Arkhangai,2018-09,35
 Arkhangai,2018-08,50
 Arkhangai,2018-07,45
 Arkhangai,2018-06,44
 Arkhangai,2018-05,43
 Arkhangai,2018-04,43
 Arkhangai,2018-03,50
 Arkhangai,2018-02,46
 Arkhangai,2018-01,41
 Arkhangai,2017-12,36
 Arkhangai,2017-11,30
 Arkhangai,2017-10,43
 Arkhangai,2017-09,51
 Arkhangai,2017-08,40
 Arkhangai,2017-07,41
 Arkhangai,2017-06,44
 Arkhangai,2017-05,35
 Arkhangai,2017-04,32
 Arkhangai,2017-03,43
 Arkhangai,2017-02,21
 Arkhangai,2017-01,33
 Arkhangai,2016-12,40
 Arkhangai,2016-11,33
 Arkhangai,2016-10,49
 Arkhangai,2016-09,39
 Arkhangai,2016-08,44
 Arkhangai,2016-07,40
 Arkhangai,2016-06,33
 Arkhangai,2016-05,42
 Arkhangai,2016-04,46
 Arkhangai,2016-03,48
 Arkhangai,2016-02,39
 Arkhangai,2016-01,35
 Bayankhongor,2026-03,34
 Bayankhongor,2026-02,31
 Bayankhongor,2026-01,26
 Bayankhongor,2025-12,36
 Bayankhongor,2025-11,34
 Bayankhongor,2025-10,36
 Bayankhongor,2025-09,39
 Bayankhongor,2025-8,41
 Bayankhongor,2025-07,46
 Bayankhongor,2025-06,30
 Bayankhongor,2025-05,43
 Bayankhongor,2025-04,28
 Bayankhongor,2025-03,42
 Bayankhongor,2025-02,24
 Bayankhongor,2025-01,38
 Bayankhongor,2024-12,56
 Bayankhongor,2024-11,32
 Bayankhongor,2024-10,43
 Bayankhongor,2024-09,34
 Bayankhongor,2024-08,44
 Bayankhongor,2024-07,35
 Bayankhongor,2024-06,39
 Bayankhongor,2024-05,45
 Bayankhongor,2024-04,34
 Bayankhongor,2024-03,30
 Bayankhongor,2024-02,36
 Bayankhongor,2024-01,30
 Bayankhongor,2023-12,44
 Bayankhongor,2023-11,39
 Bayankhongor,2023-10,37
 Bayankhongor,2023-09,44
 Bayankhongor,2023-08,34
 Bayankhongor,2023-07,51
 Bayankhongor,2023-06,34
 Bayankhongor,2023-05,30
 Bayankhongor,2023-04,41
 Bayankhongor,2023-03,45
 Bayankhongor,2023-02,40
 Bayankhongor,2023-01,37
 Bayankhongor,2022-12,31
 Bayankhongor,2022-11,28
 Bayankhongor,2022-10,34
 Bayankhongor,2022-09,39
 Bayankhongor,2022-08,43
 Bayankhongor,2022-07,36
 Bayankhongor,2022-06,37
 Bayankhongor,2022-05,41
 Bayankhongor,2022-04,44
 Bayankhongor,2022-03,44
 Bayankhongor,2022-02,31
 Bayankhongor,2022-01,38
 Bayankhongor,2021-12,39
 Bayankhongor,2021-11,40
 Bayankhongor,2021-10,57
 Bayankhongor,2021-09,65
 Bayankhongor,2021-08,52
 Bayankhongor,2021-07,48
 Bayankhongor,2021-06,44
 Bayankhongor,2021-05,36
 Bayankhongor,2021-04,40
 Bayankhongor,2021-03,26
 Bayankhongor,2021-02,34
 Bayankhongor,2021-01,25
 Bayankhongor,2020-12,30
 Bayankhongor,2020-11,29
 Bayankhongor,2020-10,35
 Bayankhongor,2020-09,34
 Bayankhongor,2020-08,46
 Bayankhongor,2020-07,36
 Bayankhongor,2020-06,31
 Bayankhongor,2020-05,24
 Bayankhongor,2020-04,34
 Bayankhongor,2020-03,27
 Bayankhongor,2020-02,39
 Bayankhongor,2020-01,34
 Bayankhongor,2019-12,36
 Bayankhongor,2019-11,29
 Bayankhongor,2019-10,46
 Bayankhongor,2019-09,39
 Bayankhongor,2019-08,52
 Bayankhongor,2019-07,39
 Bayankhongor,2019-06,35
 Bayankhongor,2019-05,60
 Bayankhongor,2019-04,30
 Bayankhongor,2019-03,43
 Bayankhongor,2019-02,32
 Bayankhongor,2019-01,42
 Bayankhongor,2018-12,41
 Bayankhongor,2018-11,41
 Bayankhongor,2018-10,37
 Bayankhongor,2018-09,40
 Bayankhongor,2018-08,32
 Bayankhongor,2018-07,37
 Bayankhongor,2018-06,42
 Bayankhongor,2018-05,43
 Bayankhongor,2018-04,35
 Bayankhongor,2018-03,55
 Bayankhongor,2018-02,49
 Bayankhongor,2018-01,53
 Bayankhongor,2017-12,36
 Bayankhongor,2017-11,29
 Bayankhongor,2017-10,40
 Bayankhongor,2017-09,42
 Bayankhongor,2017-08,39
 Bayankhongor,2017-07,32
 Bayankhongor,2017-06,36
 Bayankhongor,2017-05,38
 Bayankhongor,2017-04,42
 Bayankhongor,2017-03,43
 Bayankhongor,2017-02,33
 Bayankhongor,2017-01,33
 Bayankhongor,2016-12,43
 Bayankhongor,2016-11,48
 Bayankhongor,2016-10,29
 Bayankhongor,2016-09,34
 Bayankhongor,2016-08,45
 Bayankhongor,2016-07,45
 Bayankhongor,2016-06,42
 Bayankhongor,2016-05,45
 Bayankhongor,2016-04,44
 Bayankhongor,2016-03,48
 Bayankhongor,2016-02,57
 Bayankhongor,2016-01,38
 Bulgan,2026-03,22
 Bulgan,2026-02,17
 Bulgan,2026-01,23
 Bulgan,2025-12,24
 Bulgan,2025-11,31
 Bulgan,2025-10,28
 Bulgan,2025-09,27
 Bulgan,2025-8,26
 Bulgan,2025-07,41
 Bulgan,2025-06,37
 Bulgan,2025-05,31
 Bulgan,2025-04,34
 Bulgan,2025-03,39
 Bulgan,2025-02,18
 Bulgan,2025-01,28
 Bulgan,2024-12,39
 Bulgan,2024-11,29
 Bulgan,2024-10,33
 Bulgan,2024-09,29
 Bulgan,2024-08,26
 Bulgan,2024-07,31
 Bulgan,2024-06,24
 Bulgan,2024-05,19
 Bulgan,2024-04,29
 Bulgan,2024-03,23
 Bulgan,2024-02,26
 Bulgan,2024-01,30
 Bulgan,2023-12,23
 Bulgan,2023-11,22
 Bulgan,2023-10,34
 Bulgan,2023-09,22
 Bulgan,2023-08,28
 Bulgan,2023-07,35
 Bulgan,2023-06,32
 Bulgan,2023-05,40
 Bulgan,2023-04,23
 Bulgan,2023-03,32
 Bulgan,2023-02,27
 Bulgan,2023-01,36
 Bulgan,2022-12,31
 Bulgan,2022-11,27
 Bulgan,2022-10,40
 Bulgan,2022-09,25
 Bulgan,2022-08,28
 Bulgan,2022-07,34
 Bulgan,2022-06,35
 Bulgan,2022-05,25
 Bulgan,2022-04,27
 Bulgan,2022-03,25
 Bulgan,2022-02,21
 Bulgan,2022-01,20
 Bulgan,2021-12,22
 Bulgan,2021-11,39
 Bulgan,2021-10,40
 Bulgan,2021-09,31
 Bulgan,2021-08,32
 Bulgan,2021-07,21
 Bulgan,2021-06,29
 Bulgan,2021-05,25
 Bulgan,2021-04,22
 Bulgan,2021-03,19
 Bulgan,2021-02,30
 Bulgan,2021-01,27
 Bulgan,2020-12,26
 Bulgan,2020-11,20
 Bulgan,2020-10,28
 Bulgan,2020-09,24
 Bulgan,2020-08,31
 Bulgan,2020-07,26
 Bulgan,2020-06,13
 Bulgan,2020-05,30
 Bulgan,2020-04,21
 Bulgan,2020-03,26
 Bulgan,2020-02,21
 Bulgan,2020-01,25
 Bulgan,2019-12,31
 Bulgan,2019-11,26
 Bulgan,2019-10,24
 Bulgan,2019-09,15
 Bulgan,2019-08,39
 Bulgan,2019-07,30
 Bulgan,2019-06,21
 Bulgan,2019-05,17
 Bulgan,2019-04,27
 Bulgan,2019-03,27
 Bulgan,2019-02,28
 Bulgan,2019-01,30
 Bulgan,2018-12,32
 Bulgan,2018-11,19
 Bulgan,2018-10,33
 Bulgan,2018-09,20
 Bulgan,2018-08,25
 Bulgan,2018-07,30
 Bulgan,2018-06,21
 Bulgan,2018-05,23
 Bulgan,2018-04,30
 Bulgan,2018-03,24
 Bulgan,2018-02,39
 Bulgan,2018-01,30
 Bulgan,2017-12,27
 Bulgan,2017-11,35
 Bulgan,2017-10,28
 Bulgan,2017-09,34
 Bulgan,2017-08,20
 Bulgan,2017-07,40
 Bulgan,2017-06,28
 Bulgan,2017-05,29
 Bulgan,2017-04,26
 Bulgan,2017-03,28
 Bulgan,2017-02,19
 Bulgan,2017-01,24
 Bulgan,2016-12,26
 Bulgan,2016-11,30
 Bulgan,2016-10,24
 Bulgan,2016-09,36
 Bulgan,2016-08,26
 Bulgan,2016-07,29
 Bulgan,2016-06,24
 Bulgan,2016-05,18
 Bulgan,2016-04,29
 Bulgan,2016-03,29
 Bulgan,2016-02,26
 Bulgan,2016-01,27
 Orkhon,2026-03,43
 Orkhon,2026-02,34
 Orkhon,2026-01,40
 Orkhon,2025-12,54
 Orkhon,2025-11,40
 Orkhon,2025-10,48
 Orkhon,2025-09,47
 Orkhon,2025-8,36
 Orkhon,2025-07,35
 Orkhon,2025-06,41
 Orkhon,2025-05,45
 Orkhon,2025-04,38
 Orkhon,2025-03,36
 Orkhon,2025-02,35
 Orkhon,2025-01,41
 Orkhon,2024-12,51
 Orkhon,2024-11,31
 Orkhon,2024-10,48
 Orkhon,2024-09,43
 Orkhon,2024-08,39
 Orkhon,2024-07,45
 Orkhon,2024-06,39
 Orkhon,2024-05,37
 Orkhon,2024-04,43
 Orkhon,2024-03,55
 Orkhon,2024-02,39
 Orkhon,2024-01,55
 Orkhon,2023-12,48
 Orkhon,2023-11,42
 Orkhon,2023-10,45
 Orkhon,2023-09,37
 Orkhon,2023-08,35
 Orkhon,2023-07,46
 Orkhon,2023-06,36
 Orkhon,2023-05,51
 Orkhon,2023-04,26
 Orkhon,2023-03,46
 Orkhon,2023-02,30
 Orkhon,2023-01,45
 Orkhon,2022-12,47
 Orkhon,2022-11,27
 Orkhon,2022-10,42
 Orkhon,2022-09,55
 Orkhon,2022-08,47
 Orkhon,2022-07,41
 Orkhon,2022-06,45
 Orkhon,2022-05,51
 Orkhon,2022-04,42
 Orkhon,2022-03,58
 Orkhon,2022-02,42
 Orkhon,2022-01,44
 Orkhon,2021-12,57
 Orkhon,2021-11,50
 Orkhon,2021-10,81
 Orkhon,2021-09,70
 Orkhon,2021-08,69
 Orkhon,2021-07,61
 Orkhon,2021-06,50
 Orkhon,2021-05,29
 Orkhon,2021-04,39
 Orkhon,2021-03,43
 Orkhon,2021-02,42
 Orkhon,2021-01,33
 Orkhon,2020-12,44
 Orkhon,2020-11,38
 Orkhon,2020-10,37
 Orkhon,2020-09,46
 Orkhon,2020-08,38
 Orkhon,2020-07,31
 Orkhon,2020-06,49
 Orkhon,2020-05,41
 Orkhon,2020-04,42
 Orkhon,2020-03,39
 Orkhon,2020-02,35
 Orkhon,2020-01,50
 Orkhon,2019-12,58
 Orkhon,2019-11,33
 Orkhon,2019-10,41
 Orkhon,2019-09,44
 Orkhon,2019-08,51
 Orkhon,2019-07,40
 Orkhon,2019-06,39
 Orkhon,2019-05,32
 Orkhon,2019-04,41
 Orkhon,2019-03,46
 Orkhon,2019-02,43
 Orkhon,2019-01,54
 Orkhon,2018-12,41
 Orkhon,2018-11,52
 Orkhon,2018-10,50
 Orkhon,2018-09,42
 Orkhon,2018-08,47
 Orkhon,2018-07,49
 Orkhon,2018-06,40
 Orkhon,2018-05,35
 Orkhon,2018-04,40
 Orkhon,2018-03,49
 Orkhon,2018-02,43
 Orkhon,2018-01,32
 Orkhon,2017-12,48
 Orkhon,2017-11,36
 Orkhon,2017-10,45
 Orkhon,2017-09,46
 Orkhon,2017-08,41
 Orkhon,2017-07,38
 Orkhon,2017-06,42
 Orkhon,2017-05,42
 Orkhon,2017-04,33
 Orkhon,2017-03,44
 Orkhon,2017-02,35
 Orkhon,2017-01,43
 Orkhon,2016-12,26
 Orkhon,2016-11,35
 Orkhon,2016-10,23
 Orkhon,2016-09,55
 Orkhon,2016-08,42
 Orkhon,2016-07,34
 Orkhon,2016-06,42
 Orkhon,2016-05,50
 Orkhon,2016-04,37
 Orkhon,2016-03,49
 Orkhon,2016-02,44
 Orkhon,2016-01,49
 Uvurkhangai,2026-03,42
 Uvurkhangai,2026-02,56
 Uvurkhangai,2026-01,45
 Uvurkhangai,2025-12,47
 Uvurkhangai,2025-11,53
 Uvurkhangai,2025-10,47
 Uvurkhangai,2025-09,63
 Uvurkhangai,2025-8,42
 Uvurkhangai,2025-07,46
 Uvurkhangai,2025-06,49
 Uvurkhangai,2025-05,43
 Uvurkhangai,2025-04,43
 Uvurkhangai,2025-03,59
 Uvurkhangai,2025-02,45
 Uvurkhangai,2025-01,39
 Uvurkhangai,2024-12,48
 Uvurkhangai,2024-11,35
 Uvurkhangai,2024-10,55
 Uvurkhangai,2024-09,46
 Uvurkhangai,2024-08,52
 Uvurkhangai,2024-07,47
 Uvurkhangai,2024-06,45
 Uvurkhangai,2024-05,51
 Uvurkhangai,2024-04,50
 Uvurkhangai,2024-03,35
 Uvurkhangai,2024-02,55
 Uvurkhangai,2024-01,55
 Uvurkhangai,2023-12,49
 Uvurkhangai,2023-11,46
 Uvurkhangai,2023-10,39
 Uvurkhangai,2023-09,40
 Uvurkhangai,2023-08,51
 Uvurkhangai,2023-07,63
 Uvurkhangai,2023-06,44
 Uvurkhangai,2023-05,46
 Uvurkhangai,2023-04,49
 Uvurkhangai,2023-03,57
 Uvurkhangai,2023-02,35
 Uvurkhangai,2023-01,53
 Uvurkhangai,2022-12,44
 Uvurkhangai,2022-11,46
 Uvurkhangai,2022-10,46
 Uvurkhangai,2022-09,37
 Uvurkhangai,2022-08,41
 Uvurkhangai,2022-07,62
 Uvurkhangai,2022-06,51
 Uvurkhangai,2022-05,49
 Uvurkhangai,2022-04,58
 Uvurkhangai,2022-03,49
 Uvurkhangai,2022-02,64
 Uvurkhangai,2022-01,38
 Uvurkhangai,2021-12,52
 Uvurkhangai,2021-11,59
 Uvurkhangai,2021-10,69
 Uvurkhangai,2021-09,73
 Uvurkhangai,2021-08,61
 Uvurkhangai,2021-07,60
 Uvurkhangai,2021-06,51
 Uvurkhangai,2021-05,40
 Uvurkhangai,2021-04,38
 Uvurkhangai,2021-03,45
 Uvurkhangai,2021-02,45
 Uvurkhangai,2021-01,38
 Uvurkhangai,2020-12,36
 Uvurkhangai,2020-11,37
 Uvurkhangai,2020-10,37
 Uvurkhangai,2020-09,45
 Uvurkhangai,2020-08,41
 Uvurkhangai,2020-07,57
 Uvurkhangai,2020-06,38
 Uvurkhangai,2020-05,46
 Uvurkhangai,2020-04,27
 Uvurkhangai,2020-03,38
 Uvurkhangai,2020-02,45
 Uvurkhangai,2020-01,36
 Uvurkhangai,2019-12,50
 Uvurkhangai,2019-11,33
 Uvurkhangai,2019-10,46
 Uvurkhangai,2019-09,52
 Uvurkhangai,2019-08,54
 Uvurkhangai,2019-07,50
 Uvurkhangai,2019-06,54
 Uvurkhangai,2019-05,63
 Uvurkhangai,2019-04,44
 Uvurkhangai,2019-03,31
 Uvurkhangai,2019-02,56
 Uvurkhangai,2019-01,54
 Uvurkhangai,2018-12,58
 Uvurkhangai,2018-11,49
 Uvurkhangai,2018-10,47
 Uvurkhangai,2018-09,58
 Uvurkhangai,2018-08,60
 Uvurkhangai,2018-07,65
 Uvurkhangai,2018-06,54
 Uvurkhangai,2018-05,56
 Uvurkhangai,2018-04,59
 Uvurkhangai,2018-03,54
 Uvurkhangai,2018-02,51
 Uvurkhangai,2018-01,49
 Uvurkhangai,2017-12,52
 Uvurkhangai,2017-11,39
 Uvurkhangai,2017-10,60
 Uvurkhangai,2017-09,59
 Uvurkhangai,2017-08,56
 Uvurkhangai,2017-07,49
 Uvurkhangai,2017-06,47
 Uvurkhangai,2017-05,51
 Uvurkhangai,2017-04,51
 Uvurkhangai,2017-03,55
 Uvurkhangai,2017-02,33
 Uvurkhangai,2017-01,49
 Uvurkhangai,2016-12,49
 Uvurkhangai,2016-11,47
 Uvurkhangai,2016-10,50
 Uvurkhangai,2016-09,49
 Uvurkhangai,2016-08,54
 Uvurkhangai,2016-07,58
 Uvurkhangai,2016-06,54
 Uvurkhangai,2016-05,49
 Uvurkhangai,2016-04,66
 Uvurkhangai,2016-03,70
 Uvurkhangai,2016-02,67
 Uvurkhangai,2016-01,46
 Khuvsgul,2026-03,58
 Khuvsgul,2026-02,58
 Khuvsgul,2026-01,59
 Khuvsgul,2025-12,51
 Khuvsgul,2025-11,51
 Khuvsgul,2025-10,75
 Khuvsgul,2025-09,64
 Khuvsgul,2025-8,60
 Khuvsgul,2025-07,76
 Khuvsgul,2025-06,47
 Khuvsgul,2025-05,80
 Khuvsgul,2025-04,54
 Khuvsgul,2025-03,67
 Khuvsgul,2025-02,50
 Khuvsgul,2025-01,52
 Khuvsgul,2024-12,105
 Khuvsgul,2024-11,67
 Khuvsgul,2024-10,70
 Khuvsgul,2024-09,74
 Khuvsgul,2024-08,51
 Khuvsgul,2024-07,63
 Khuvsgul,2024-06,56
 Khuvsgul,2024-05,81
 Khuvsgul,2024-04,82
 Khuvsgul,2024-03,60
 Khuvsgul,2024-02,66
 Khuvsgul,2024-01,40
 Khuvsgul,2023-12,69
 Khuvsgul,2023-11,66
 Khuvsgul,2023-10,67
 Khuvsgul,2023-09,52
 Khuvsgul,2023-08,60
 Khuvsgul,2023-07,62
 Khuvsgul,2023-06,61
 Khuvsgul,2023-05,71
 Khuvsgul,2023-04,40
 Khuvsgul,2023-03,84
 Khuvsgul,2023-02,53
 Khuvsgul,2023-01,53
 Khuvsgul,2022-12,53
 Khuvsgul,2022-11,61
 Khuvsgul,2022-10,71
 Khuvsgul,2022-09,55
 Khuvsgul,2022-08,69
 Khuvsgul,2022-07,74
 Khuvsgul,2022-06,62
 Khuvsgul,2022-05,60
 Khuvsgul,2022-04,74
 Khuvsgul,2022-03,69
 Khuvsgul,2022-02,61
 Khuvsgul,2022-01,56
 Khuvsgul,2021-12,60
 Khuvsgul,2021-11,82
 Khuvsgul,2021-10,95
 Khuvsgul,2021-09,86
 Khuvsgul,2021-08,70
 Khuvsgul,2021-07,53
 Khuvsgul,2021-06,63
 Khuvsgul,2021-05,66
 Khuvsgul,2021-04,64
 Khuvsgul,2021-03,57
 Khuvsgul,2021-02,52
 Khuvsgul,2021-01,51
 Khuvsgul,2020-12,62
 Khuvsgul,2020-11,55
 Khuvsgul,2020-10,68
 Khuvsgul,2020-09,68
 Khuvsgul,2020-08,65
 Khuvsgul,2020-07,84
 Khuvsgul,2020-06,80
 Khuvsgul,2020-05,46
 Khuvsgul,2020-04,67
 Khuvsgul,2020-03,53
 Khuvsgul,2020-02,65
 Khuvsgul,2020-01,62
 Khuvsgul,2019-12,75
 Khuvsgul,2019-11,41
 Khuvsgul,2019-10,83
 Khuvsgul,2019-09,52
 Khuvsgul,2019-08,65
 Khuvsgul,2019-07,73
 Khuvsgul,2019-06,62
 Khuvsgul,2019-05,82
 Khuvsgul,2019-04,54
 Khuvsgul,2019-03,53
 Khuvsgul,2019-02,84
 Khuvsgul,2019-01,64
 Khuvsgul,2018-12,68
 Khuvsgul,2018-11,67
 Khuvsgul,2018-10,66
 Khuvsgul,2018-09,55
 Khuvsgul,2018-08,73
 Khuvsgul,2018-07,64
 Khuvsgul,2018-06,66
 Khuvsgul,2018-05,80
 Khuvsgul,2018-04,68
 Khuvsgul,2018-03,66
 Khuvsgul,2018-02,56
 Khuvsgul,2018-01,64
 Khuvsgul,2017-12,72
 Khuvsgul,2017-11,65
 Khuvsgul,2017-10,77
 Khuvsgul,2017-09,67
 Khuvsgul,2017-08,75
 Khuvsgul,2017-07,75
 Khuvsgul,2017-06,56
 Khuvsgul,2017-05,55
 Khuvsgul,2017-04,60
 Khuvsgul,2017-03,72
 Khuvsgul,2017-02,58
 Khuvsgul,2017-01,60
 Khuvsgul,2016-12,63
 Khuvsgul,2016-11,59
 Khuvsgul,2016-10,59
 Khuvsgul,2016-09,55
 Khuvsgul,2016-08,72
 Khuvsgul,2016-07,69
 Khuvsgul,2016-06,55
 Khuvsgul,2016-05,91
 Khuvsgul,2016-04,71
 Khuvsgul,2016-03,60
 Khuvsgul,2016-02,64
 Khuvsgul,2016-01,65
 Central region,2026-03,253
 Central region,2026-02,223
 Central region,2026-01,227
 Central region,2025-12,281
 Central region,2025-11,208
 Central region,2025-10,218
 Central region,2025-09,230
 Central region,2025-8,187
 Central region,2025-07,223
 Central region,2025-06,248
 Central region,2025-05,230
 Central region,2025-04,237
 Central region,2025-03,264
 Central region,2025-02,174
 Central region,2025-01,208
 Central region,2024-12,235
 Central region,2024-11,230
 Central region,2024-10,246
 Central region,2024-09,233
 Central region,2024-08,204
 Central region,2024-07,248
 Central region,2024-06,215
 Central region,2024-05,220
 Central region,2024-04,223
 Central region,2024-03,213
 Central region,2024-02,192
 Central region,2024-01,221
 Central region,2023-12,198
 Central region,2023-11,226
 Central region,2023-10,206
 Central region,2023-09,183
 Central region,2023-08,208
 Central region,2023-07,239
 Central region,2023-06,199
 Central region,2023-05,228
 Central region,2023-04,210
 Central region,2023-03,199
 Central region,2023-02,213
 Central region,2023-01,186
 Central region,2022-12,218
 Central region,2022-11,204
 Central region,2022-10,204
 Central region,2022-09,219
 Central region,2022-08,212
 Central region,2022-07,222
 Central region,2022-06,227
 Central region,2022-05,209
 Central region,2022-04,202
 Central region,2022-03,212
 Central region,2022-02,240
 Central region,2022-01,227
 Central region,2021-12,257
 Central region,2021-11,328
 Central region,2021-10,335
 Central region,2021-09,251
 Central region,2021-08,224
 Central region,2021-07,252
 Central region,2021-06,190
 Central region,2021-05,186
 Central region,2021-04,205
 Central region,2021-03,198
 Central region,2021-02,177
 Central region,2021-01,172
 Central region,2020-12,158
 Central region,2020-11,163
 Central region,2020-10,202
 Central region,2020-09,187
 Central region,2020-08,185
 Central region,2020-07,228
 Central region,2020-06,181
 Central region,2020-05,181
 Central region,2020-04,182
 Central region,2020-03,196
 Central region,2020-02,199
 Central region,2020-01,176
 Central region,2019-12,196
 Central region,2019-11,195
 Central region,2019-10,242
 Central region,2019-09,247
 Central region,2019-08,214
 Central region,2019-07,218
 Central region,2019-06,198
 Central region,2019-05,200
 Central region,2019-04,210
 Central region,2019-03,222
 Central region,2019-02,196
 Central region,2019-01,224
 Central region,2018-12,230
 Central region,2018-11,198
 Central region,2018-10,212
 Central region,2018-09,231
 Central region,2018-08,212
 Central region,2018-07,245
 Central region,2018-06,195
 Central region,2018-05,227
 Central region,2018-04,226
 Central region,2018-03,207
 Central region,2018-02,225
 Central region,2018-01,216
 Central region,2017-12,195
 Central region,2017-11,208
 Central region,2017-10,224
 Central region,2017-09,211
 Central region,2017-08,193
 Central region,2017-07,198
 Central region,2017-06,203
 Central region,2017-05,218
 Central region,2017-04,180
 Central region,2017-03,238
 Central region,2017-02,170
 Central region,2017-01,190
 Central region,2016-12,198
 Central region,2016-11,238
 Central region,2016-10,206
 Central region,2016-09,203
 Central region,2016-08,204
 Central region,2016-07,236
 Central region,2016-06,208
 Central region,2016-05,217
 Central region,2016-04,219
 Central region,2016-03,201
 Central region,2016-02,233
 Central region,2016-01,223
 Govisumber,2026-03,9
 Govisumber,2026-02,8
 Govisumber,2026-01,3
 Govisumber,2025-12,9
 Govisumber,2025-11,7
 Govisumber,2025-10,10
 Govisumber,2025-09,13
 Govisumber,2025-8,4
 Govisumber,2025-07,7
 Govisumber,2025-06,6
 Govisumber,2025-05,11
 Govisumber,2025-04,13
 Govisumber,2025-03,5
 Govisumber,2025-02,5
 Govisumber,2025-01,7
 Govisumber,2024-12,3
 Govisumber,2024-11,1
 Govisumber,2024-10,12
 Govisumber,2024-09,6
 Govisumber,2024-08,8
 Govisumber,2024-07,5
 Govisumber,2024-06,13
 Govisumber,2024-05,6
 Govisumber,2024-04,12
 Govisumber,2024-03,10
 Govisumber,2024-02,7
 Govisumber,2024-01,11
 Govisumber,2023-12,5
 Govisumber,2023-11,12
 Govisumber,2023-10,3
 Govisumber,2023-09,5
 Govisumber,2023-08,7
 Govisumber,2023-07,4
 Govisumber,2023-06,11
 Govisumber,2023-05,11
 Govisumber,2023-04,5
 Govisumber,2023-03,5
 Govisumber,2023-02,6
 Govisumber,2023-01,5
 Govisumber,2022-12,5
 Govisumber,2022-11,4
 Govisumber,2022-10,8
 Govisumber,2022-09,10
 Govisumber,2022-08,5
 Govisumber,2022-07,10
 Govisumber,2022-06,6
 Govisumber,2022-05,5
 Govisumber,2022-04,4
 Govisumber,2022-03,10
 Govisumber,2022-02,11
 Govisumber,2022-01,6
 Govisumber,2021-12,11
 Govisumber,2021-11,15
 Govisumber,2021-10,7
 Govisumber,2021-09,11
 Govisumber,2021-08,5
 Govisumber,2021-07,12
 Govisumber,2021-06,6
 Govisumber,2021-05,3
 Govisumber,2021-04,6
 Govisumber,2021-03,7
 Govisumber,2021-02,4
 Govisumber,2021-01,10
 Govisumber,2020-12,2
 Govisumber,2020-11,9
 Govisumber,2020-10,11
 Govisumber,2020-09,3
 Govisumber,2020-08,6
 Govisumber,2020-07,9
 Govisumber,2020-06,6
 Govisumber,2020-05,7
 Govisumber,2020-04,6
 Govisumber,2020-03,7
 Govisumber,2020-02,5
 Govisumber,2020-01,5
 Govisumber,2019-12,2
 Govisumber,2019-11,5
 Govisumber,2019-10,13
 Govisumber,2019-09,2
 Govisumber,2019-08,5
 Govisumber,2019-07,5
 Govisumber,2019-06,2
 Govisumber,2019-05,7
 Govisumber,2019-04,3
 Govisumber,2019-03,8
 Govisumber,2019-02,3
 Govisumber,2019-01,3
 Govisumber,2018-12,6
 Govisumber,2018-11,4
 Govisumber,2018-10,9
 Govisumber,2018-09,7
