огноо,валютын_код,валютын_нэр,ханш_төгрөг
2021-12-25,CNY,Хятад юань,447.28
2021-12-25,EUR,Евро,3228.16
2021-12-25,JPY,Японы иен,24.91
2021-12-25,KRW,Солонгосын вон,2.4
2021-12-25,RUB,Оросын рубль,38.93
2021-12-25,USD,Америк доллар,2848.96
2021-12-26,CNY,Хятад юань,447.28
2021-12-26,EUR,Евро,3228.16
2021-12-26,JPY,Японы иен,24.91
2021-12-26,KRW,Солонгосын вон,2.4
2021-12-26,RUB,Оросын рубль,38.93
2021-12-26,USD,Америк доллар,2848.96
2021-12-27,CNY,Хятад юань,447.18
2021-12-27,EUR,Евро,3227.9
2021-12-27,JPY,Японы иен,24.89
2021-12-27,KRW,Солонгосын вон,2.4
2021-12-27,RUB,Оросын рубль,38.88
2021-12-27,USD,Америк доллар,2849.11
2021-12-28,CNY,Хятад юань,447.13
2021-12-28,EUR,Евро,3224.36
2021-12-28,JPY,Японы иен,24.8
2021-12-28,KRW,Солонгосын вон,2.4
2021-12-28,RUB,Оросын рубль,38.74
2021-12-28,USD,Америк доллар,2848.63
2021-12-29,CNY,Хятад юань,447.13
2021-12-29,EUR,Евро,3224.36
2021-12-29,JPY,Японы иен,24.8
2021-12-29,KRW,Солонгосын вон,2.4
2021-12-29,RUB,Оросын рубль,38.74
2021-12-29,USD,Америк доллар,2848.63
2021-12-30,CNY,Хятад юань,447.15
2021-12-30,EUR,Евро,3222.99
2021-12-30,JPY,Японы иен,24.74
2021-12-30,KRW,Солонгосын вон,2.4
2021-12-30,RUB,Оросын рубль,38.34
2021-12-30,USD,Америк доллар,2848.8
2021-12-31,CNY,Хятад юань,446.96
2021-12-31,EUR,Евро,3221.18
2021-12-31,JPY,Японы иен,24.74
2021-12-31,KRW,Солонгосын вон,2.4
2021-12-31,RUB,Оросын рубль,38.06
2021-12-31,USD,Америк доллар,2849.34
2022-01-01,CNY,Хятад юань,446.96
2022-01-01,EUR,Евро,3221.18
2022-01-01,JPY,Японы иен,24.74
2022-01-01,KRW,Солонгосын вон,2.4
2022-01-01,RUB,Оросын рубль,38.06
2022-01-01,USD,Америк доллар,2849.34
2022-01-02,CNY,Хятад юань,446.96
2022-01-02,EUR,Евро,3221.18
2022-01-02,JPY,Японы иен,24.74
2022-01-02,KRW,Солонгосын вон,2.4
2022-01-02,RUB,Оросын рубль,38.06
2022-01-02,USD,Америк доллар,2849.34
2022-01-03,CNY,Хятад юань,448.31
2022-01-03,EUR,Евро,3233.59
2022-01-03,JPY,Японы иен,24.71
2022-01-03,KRW,Солонгосын вон,2.39
2022-01-03,RUB,Оросын рубль,38.19
2022-01-03,USD,Америк доллар,2849.48
2022-01-04,CNY,Хятад юань,446.84
2022-01-04,EUR,Евро,3216.74
2022-01-04,JPY,Японы иен,24.61
2022-01-04,KRW,Солонгосын вон,2.38
2022-01-04,RUB,Оросын рубль,38.12
2022-01-04,USD,Америк доллар,2848.69
2022-01-05,CNY,Хятад юань,447.15
2022-01-05,EUR,Евро,3219.96
2022-01-05,JPY,Японы иен,24.56
2022-01-05,KRW,Солонгосын вон,2.38
2022-01-05,RUB,Оросын рубль,37.61
2022-01-05,USD,Америк доллар,2849.27
2022-01-06,CNY,Хятад юань,446.92
2022-01-06,EUR,Евро,3215.67
2022-01-06,JPY,Японы иен,24.58
2022-01-06,KRW,Солонгосын вон,2.37
2022-01-06,RUB,Оросын рубль,37.0
2022-01-06,USD,Америк доллар,2848.75
2022-01-07,CNY,Хятад юань,447.11
2022-01-07,EUR,Евро,3221.42
2022-01-07,JPY,Японы иен,24.59
2022-01-07,KRW,Солонгосын вон,2.37
2022-01-07,RUB,Оросын рубль,37.44
2022-01-07,USD,Америк доллар,2849.55
2022-01-08,CNY,Хятад юань,447.11
2022-01-08,EUR,Евро,3221.42
2022-01-08,JPY,Японы иен,24.59
2022-01-08,KRW,Солонгосын вон,2.37
2022-01-08,RUB,Оросын рубль,37.44
2022-01-08,USD,Америк доллар,2849.55
2022-01-09,CNY,Хятад юань,447.11
2022-01-09,EUR,Евро,3221.42
2022-01-09,JPY,Японы иен,24.59
2022-01-09,KRW,Солонгосын вон,2.37
2022-01-09,RUB,Оросын рубль,37.44
2022-01-09,USD,Америк доллар,2849.55
2022-01-10,CNY,Хятад юань,447.12
2022-01-10,EUR,Евро,3227.52
2022-01-10,JPY,Японы иен,24.61
2022-01-10,KRW,Солонгосын вон,2.38
2022-01-10,RUB,Оросын рубль,37.98
2022-01-10,USD,Америк доллар,2849.4
2022-01-11,CNY,Хятад юань,446.99
2022-01-11,EUR,Евро,3230.77
2022-01-11,JPY,Японы иен,24.72
2022-01-11,KRW,Солонгосын вон,2.39
2022-01-11,RUB,Оросын рубль,38.08
2022-01-11,USD,Америк доллар,2848.63
2022-01-12,CNY,Хятад юань,447.69
2022-01-12,EUR,Евро,3236.37
2022-01-12,JPY,Японы иен,24.69
2022-01-12,KRW,Солонгосын вон,2.39
2022-01-12,RUB,Оросын рубль,38.21
2022-01-12,USD,Америк доллар,2849.42
2022-01-13,CNY,Хятад юань,447.93
2022-01-13,EUR,Евро,3266.38
2022-01-13,JPY,Японы иен,24.9
2022-01-13,KRW,Солонгосын вон,2.4
2022-01-13,RUB,Оросын рубль,38.19
2022-01-13,USD,Америк доллар,2849.0
2022-01-14,CNY,Хятад юань,449.07
2022-01-14,EUR,Евро,3267.52
2022-01-14,JPY,Японы иен,25.04
2022-01-14,KRW,Солонгосын вон,2.4
2022-01-14,RUB,Оросын рубль,37.6
2022-01-14,USD,Америк доллар,2849.87
2022-01-15,CNY,Хятад юань,449.07
2022-01-15,EUR,Евро,3267.52
2022-01-15,JPY,Японы иен,25.04
2022-01-15,KRW,Солонгосын вон,2.4
2022-01-15,RUB,Оросын рубль,37.6
2022-01-15,USD,Америк доллар,2849.87
2022-01-16,CNY,Хятад юань,449.07
2022-01-16,EUR,Евро,3267.52
2022-01-16,JPY,Японы иен,25.04
2022-01-16,KRW,Солонгосын вон,2.4
2022-01-16,RUB,Оросын рубль,37.6
2022-01-16,USD,Америк доллар,2849.87
2022-01-17,CNY,Хятад юань,448.89
2022-01-17,EUR,Евро,3255.67
2022-01-17,JPY,Японы иен,24.91
2022-01-17,KRW,Солонгосын вон,2.39
2022-01-17,RUB,Оросын рубль,37.37
2022-01-17,USD,Америк доллар,2849.48
2022-01-18,CNY,Хятад юань,448.7
2022-01-18,EUR,Евро,3247.28
2022-01-18,JPY,Японы иен,24.8
2022-01-18,KRW,Солонгосын вон,2.39
2022-01-18,RUB,Оросын рубль,37.34
2022-01-18,USD,Америк доллар,2849.24
2022-01-19,CNY,Хятад юань,448.59
2022-01-19,EUR,Евро,3228.98
2022-01-19,JPY,Японы иен,24.91
2022-01-19,KRW,Солонгосын вон,2.39
2022-01-19,RUB,Оросын рубль,37.11
2022-01-19,USD,Америк доллар,2849.69
2022-01-20,CNY,Хятад юань,449.22
2022-01-20,EUR,Евро,3238.83
2022-01-20,JPY,Японы иен,24.92
2022-01-20,KRW,Солонгосын вон,2.39
2022-01-20,RUB,Оросын рубль,37.26
2022-01-20,USD,Америк доллар,2849.08
2022-01-21,CNY,Хятад юань,449.36
2022-01-21,EUR,Евро,3228.23
2022-01-21,JPY,Японы иен,25.03
2022-01-21,KRW,Солонгосын вон,2.39
2022-01-21,RUB,Оросын рубль,37.17
2022-01-21,USD,Америк доллар,2849.53
2022-01-22,CNY,Хятад юань,449.36
2022-01-22,EUR,Евро,3228.23
2022-01-22,JPY,Японы иен,25.03
2022-01-22,KRW,Солонгосын вон,2.39
2022-01-22,RUB,Оросын рубль,37.17
2022-01-22,USD,Америк доллар,2849.53
2022-01-23,CNY,Хятад юань,449.36
2022-01-23,EUR,Евро,3228.23
2022-01-23,JPY,Японы иен,25.03
2022-01-23,KRW,Солонгосын вон,2.39
2022-01-23,RUB,Оросын рубль,37.17
2022-01-23,USD,Америк доллар,2849.53
2022-01-24,CNY,Хятад юань,450.05
2022-01-24,EUR,Евро,3226.69
2022-01-24,JPY,Японы иен,25.05
2022-01-24,KRW,Солонгосын вон,2.38
2022-01-24,RUB,Оросын рубль,36.87
2022-01-24,USD,Америк доллар,2849.55
2022-01-25,CNY,Хятад юань,450.22
2022-01-25,EUR,Евро,3220.34
2022-01-25,JPY,Японы иен,25.02
2022-01-25,KRW,Солонгосын вон,2.38
2022-01-25,RUB,Оросын рубль,36.18
2022-01-25,USD,Америк доллар,2849.23
2022-01-26,CNY,Хятад юань,450.66
2022-01-26,EUR,Евро,3217.54
2022-01-26,JPY,Японы иен,25.0
2022-01-26,KRW,Солонгосын вон,2.38
2022-01-26,RUB,Оросын рубль,36.05
2022-01-26,USD,Америк доллар,2849.65
2022-01-27,CNY,Хятад юань,447.86
2022-01-27,EUR,Евро,3190.84
2022-01-27,JPY,Японы иен,24.83
2022-01-27,KRW,Солонгосын вон,2.36
2022-01-27,RUB,Оросын рубль,35.99
2022-01-27,USD,Америк доллар,2849.22
2022-01-28,CNY,Хятад юань,447.8
2022-01-28,EUR,Евро,3172.35
2022-01-28,JPY,Японы иен,24.64
2022-01-28,KRW,Солонгосын вон,2.35
2022-01-28,RUB,Оросын рубль,36.73
2022-01-28,USD,Америк доллар,2849.5
2022-01-29,CNY,Хятад юань,447.8
2022-01-29,EUR,Евро,3172.35
2022-01-29,JPY,Японы иен,24.64
2022-01-29,KRW,Солонгосын вон,2.35
2022-01-29,RUB,Оросын рубль,36.73
2022-01-29,USD,Америк доллар,2849.5
2022-01-30,CNY,Хятад юань,447.8
2022-01-30,EUR,Евро,3172.35
2022-01-30,JPY,Японы иен,24.64
2022-01-30,KRW,Солонгосын вон,2.35
2022-01-30,RUB,Оросын рубль,36.73
2022-01-30,USD,Америк доллар,2849.5
2022-01-31,CNY,Хятад юань,448.08
2022-01-31,EUR,Евро,3184.03
2022-01-31,JPY,Японы иен,24.7
2022-01-31,KRW,Солонгосын вон,2.35
2022-01-31,RUB,Оросын рубль,36.83
2022-01-31,USD,Америк доллар,2850.26
2022-02-01,CNY,Хятад юань,448.17
2022-02-01,EUR,Евро,3212.0
2022-02-01,JPY,Японы иен,24.8
2022-02-01,KRW,Солонгосын вон,2.37
2022-02-01,RUB,Оросын рубль,36.95
2022-02-01,USD,Америк доллар,2850.8
2022-02-02,CNY,Хятад юань,448.17
2022-02-02,EUR,Евро,3212.0
2022-02-02,JPY,Японы иен,24.8
2022-02-02,KRW,Солонгосын вон,2.37
2022-02-02,RUB,Оросын рубль,36.95
2022-02-02,USD,Америк доллар,2850.8
2022-02-03,CNY,Хятад юань,448.17
2022-02-03,EUR,Евро,3212.0
2022-02-03,JPY,Японы иен,24.8
2022-02-03,KRW,Солонгосын вон,2.37
2022-02-03,RUB,Оросын рубль,36.95
2022-02-03,USD,Америк доллар,2850.8
2022-02-04,CNY,Хятад юань,448.17
2022-02-04,EUR,Евро,3212.0
2022-02-04,JPY,Японы иен,24.8
2022-02-04,KRW,Солонгосын вон,2.37
2022-02-04,RUB,Оросын рубль,36.95
2022-02-04,USD,Америк доллар,2850.8
2022-02-05,CNY,Хятад юань,448.17
2022-02-05,EUR,Евро,3212.0
2022-02-05,JPY,Японы иен,24.8
2022-02-05,KRW,Солонгосын вон,2.37
2022-02-05,RUB,Оросын рубль,36.95
2022-02-05,USD,Америк доллар,2850.8
2022-02-06,CNY,Хятад юань,448.17
2022-02-06,EUR,Евро,3212.0
2022-02-06,JPY,Японы иен,24.8
2022-02-06,KRW,Солонгосын вон,2.37
2022-02-06,RUB,Оросын рубль,36.95
2022-02-06,USD,Америк доллар,2850.8
2022-02-07,CNY,Хятад юань,448.54
2022-02-07,EUR,Евро,3260.72
2022-02-07,JPY,Японы иен,24.75
2022-02-07,KRW,Солонгосын вон,2.38
2022-02-07,RUB,Оросын рубль,37.71
2022-02-07,USD,Америк доллар,2851.65
2022-02-08,CNY,Хятад юань,447.55
2022-02-08,EUR,Евро,3250.1
2022-02-08,JPY,Японы иен,24.69
2022-02-08,KRW,Солонгосын вон,2.38
2022-02-08,RUB,Оросын рубль,37.86
2022-02-08,USD,Америк доллар,2851.34
2022-02-09,CNY,Хятад юань,448.38
2022-02-09,EUR,Евро,3254.73
2022-02-09,JPY,Японы иен,24.72
2022-02-09,KRW,Солонгосын вон,2.38
2022-02-09,RUB,Оросын рубль,38.15
2022-02-09,USD,Америк доллар,2852.77
2022-02-10,CNY,Хятад юань,448.83
2022-02-10,EUR,Евро,3262.1
2022-02-10,JPY,Японы иен,24.68
2022-02-10,KRW,Солонгосын вон,2.39
2022-02-10,RUB,Оросын рубль,38.17
2022-02-10,USD,Америк доллар,2853.36
2022-02-11,CNY,Хятад юань,448.67
2022-02-11,EUR,Евро,3249.15
2022-02-11,JPY,Японы иен,24.6
2022-02-11,KRW,Солонгосын вон,2.39
2022-02-11,RUB,Оросын рубль,38.09
2022-02-11,USD,Америк доллар,2853.89
2022-02-12,CNY,Хятад юань,448.67
2022-02-12,EUR,Евро,3249.15
2022-02-12,JPY,Японы иен,24.6
2022-02-12,KRW,Солонгосын вон,2.39
2022-02-12,RUB,Оросын рубль,38.09
2022-02-12,USD,Америк доллар,2853.89
2022-02-13,CNY,Хятад юань,448.67
2022-02-13,EUR,Евро,3249.15
2022-02-13,JPY,Японы иен,24.6
2022-02-13,KRW,Солонгосын вон,2.39
2022-02-13,RUB,Оросын рубль,38.09
2022-02-13,USD,Америк доллар,2853.89
2022-02-14,CNY,Хятад юань,448.92
2022-02-14,EUR,Евро,3236.61
2022-02-14,JPY,Японы иен,24.73
2022-02-14,KRW,Солонгосын вон,2.38
2022-02-14,RUB,Оросын рубль,37.3
2022-02-14,USD,Америк доллар,2854.53
2022-02-15,CNY,Хятад юань,449.51
2022-02-15,EUR,Евро,3229.8
2022-02-15,JPY,Японы иен,24.75
2022-02-15,KRW,Солонгосын вон,2.38
2022-02-15,RUB,Оросын рубль,37.31
2022-02-15,USD,Америк доллар,2855.07
2022-02-16,CNY,Хятад юань,450.99
2022-02-16,EUR,Евро,3250.41
2022-02-16,JPY,Японы иен,24.71
2022-02-16,KRW,Солонгосын вон,2.39
2022-02-16,RUB,Оросын рубль,38.09
2022-02-16,USD,Америк доллар,2857.5
2022-02-17,CNY,Хятад юань,451.23
2022-02-17,EUR,Евро,3251.56
2022-02-17,JPY,Японы иен,24.79
2022-02-17,KRW,Солонгосын вон,2.39
2022-02-17,RUB,Оросын рубль,37.7
2022-02-17,USD,Америк доллар,2858.39
2022-02-18,CNY,Хятад юань,452.12
2022-02-18,EUR,Евро,3252.9
2022-02-18,JPY,Японы иен,24.85
2022-02-18,KRW,Солонгосын вон,2.4
2022-02-18,RUB,Оросын рубль,37.76
2022-02-18,USD,Америк доллар,2860.95
2022-02-19,CNY,Хятад юань,452.12
2022-02-19,EUR,Евро,3252.9
2022-02-19,JPY,Японы иен,24.85
2022-02-19,KRW,Солонгосын вон,2.4
2022-02-19,RUB,Оросын рубль,37.76
2022-02-19,USD,Америк доллар,2860.95
2022-02-20,CNY,Хятад юань,452.12
2022-02-20,EUR,Евро,3252.9
2022-02-20,JPY,Японы иен,24.85
2022-02-20,KRW,Солонгосын вон,2.4
2022-02-20,RUB,Оросын рубль,37.76
2022-02-20,USD,Америк доллар,2860.95
2022-02-21,CNY,Хятад юань,451.33
2022-02-21,EUR,Евро,3251.87
2022-02-21,JPY,Японы иен,24.87
2022-02-21,KRW,Солонгосын вон,2.4
2022-02-21,RUB,Оросын рубль,37.19
2022-02-21,USD,Америк доллар,2858.16
2022-02-22,CNY,Хятад юань,451.15
2022-02-22,EUR,Евро,3230.04
2022-02-22,JPY,Японы иен,24.92
2022-02-22,KRW,Солонгосын вон,2.4
2022-02-22,RUB,Оросын рубль,35.58
2022-02-22,USD,Америк доллар,2859.2
2022-02-23,CNY,Хятад юань,452.65
2022-02-23,EUR,Евро,3245.13
2022-02-23,JPY,Японы иен,24.87
2022-02-23,KRW,Солонгосын вон,2.4
2022-02-23,RUB,Оросын рубль,36.19
2022-02-23,USD,Америк доллар,2861.67
2022-02-24,CNY,Хятад юань,452.97
2022-02-24,EUR,Евро,3219.06
2022-02-24,JPY,Японы иен,24.97
2022-02-24,KRW,Солонгосын вон,2.38
2022-02-24,RUB,Оросын рубль,32.9
2022-02-24,USD,Америк доллар,2862.4
2022-02-25,CNY,Хятад юань,453.65
2022-02-25,EUR,Евро,3211.33
2022-02-25,JPY,Японы иен,24.85
2022-02-25,KRW,Солонгосын вон,2.38
2022-02-25,RUB,Оросын рубль,34.29
2022-02-25,USD,Америк доллар,2864.45
2022-02-26,CNY,Хятад юань,453.65
2022-02-26,EUR,Евро,3211.33
2022-02-26,JPY,Японы иен,24.85
2022-02-26,KRW,Солонгосын вон,2.38
2022-02-26,RUB,Оросын рубль,34.29
2022-02-26,USD,Америк доллар,2864.45
2022-02-27,CNY,Хятад юань,453.65
2022-02-27,EUR,Евро,3211.33
2022-02-27,JPY,Японы иен,24.85
2022-02-27,KRW,Солонгосын вон,2.38
2022-02-27,RUB,Оросын рубль,34.29
2022-02-27,USD,Америк доллар,2864.45
2022-02-28,CNY,Хятад юань,454.1
2022-02-28,EUR,Евро,3206.75
2022-02-28,JPY,Японы иен,24.81
2022-02-28,KRW,Солонгосын вон,2.38
2022-02-28,RUB,Оросын рубль,27.76
2022-02-28,USD,Америк доллар,2865.73
2022-03-01,CNY,Хятад юань,454.21
2022-03-01,EUR,Евро,3219.56
2022-03-01,JPY,Японы иен,24.95
2022-03-01,KRW,Солонгосын вон,2.39
2022-03-01,RUB,Оросын рубль,31.33
2022-03-01,USD,Америк доллар,2867.69
2022-03-02,CNY,Хятад юань,454.69
2022-03-02,EUR,Евро,3183.8
2022-03-02,JPY,Японы иен,24.92
2022-03-02,KRW,Солонгосын вон,2.38
2022-03-02,RUB,Оросын рубль,26.97
2022-03-02,USD,Америк доллар,2869.97
2022-03-03,CNY,Хятад юань,454.31
2022-03-03,EUR,Евро,3184.39
2022-03-03,JPY,Японы иен,24.81
2022-03-03,KRW,Солонгосын вон,2.38
2022-03-03,RUB,Оросын рубль,24.93
2022-03-03,USD,Америк доллар,2871.15
2022-03-04,CNY,Хятад юань,454.57
2022-03-04,EUR,Евро,3164.67
2022-03-04,JPY,Японы иен,24.89
2022-03-04,KRW,Солонгосын вон,2.36
2022-03-04,RUB,Оросын рубль,27.18
2022-03-04,USD,Америк доллар,2873.32
2022-03-05,CNY,Хятад юань,454.57
2022-03-05,EUR,Евро,3164.67
2022-03-05,JPY,Японы иен,24.89
2022-03-05,KRW,Солонгосын вон,2.36
2022-03-05,RUB,Оросын рубль,27.18
2022-03-05,USD,Америк доллар,2873.32
2022-03-06,CNY,Хятад юань,454.57
2022-03-06,EUR,Евро,3164.67
