Indicator,Region,Year,value
"Hide, thousand.pcs",Total,2024,16312.5
"Hide, thousand.pcs",Total,2023,22676.1
"Hide, thousand.pcs",Total,2022,21707.0
"Hide, thousand.pcs",Total,2021,18312.7
"Hide, thousand.pcs",Total,2020,25946.7
"Hide, thousand.pcs",Total,2019,16164.2
"Hide, thousand.pcs",Total,2018,14874.0
"Hide, thousand.pcs",Total,2017,12122.4
"Hide, thousand.pcs",Total,2016,11295.9
"Hide, thousand.pcs",Total,2015,12877.6
"Hide, thousand.pcs",Total,2014,10217.9
"Hide, thousand.pcs",Total,2013,10894.5
"Hide, thousand.pcs",Total,2012,8766.5
"Hide, thousand.pcs",Total,2011,8743.8
"Hide, thousand.pcs",Total,2010,16778.3
"Hide, thousand.pcs", Western region,2024,3289.7
"Hide, thousand.pcs", Western region,2023,4479.9
"Hide, thousand.pcs", Western region,2022,5866.9
"Hide, thousand.pcs", Western region,2021,3958.4
"Hide, thousand.pcs", Western region,2020,5445.2
"Hide, thousand.pcs", Western region,2019,3818.7
"Hide, thousand.pcs", Western region,2018,4031.5
"Hide, thousand.pcs", Western region,2017,3219.2
"Hide, thousand.pcs", Western region,2016,2587.0
"Hide, thousand.pcs", Western region,2015,3077.4
"Hide, thousand.pcs", Western region,2014,2485.5
"Hide, thousand.pcs", Western region,2013,2485.4
"Hide, thousand.pcs", Western region,2012,1982.4
"Hide, thousand.pcs", Western region,2011,1868.0
"Hide, thousand.pcs", Western region,2010,4415.3
"Hide, thousand.pcs", Bayan-Ulgii,2024,562.9
"Hide, thousand.pcs", Bayan-Ulgii,2023,756.0
"Hide, thousand.pcs", Bayan-Ulgii,2022,945.6
"Hide, thousand.pcs", Bayan-Ulgii,2021,640.7
"Hide, thousand.pcs", Bayan-Ulgii,2020,769.4
"Hide, thousand.pcs", Bayan-Ulgii,2019,650.6
"Hide, thousand.pcs", Bayan-Ulgii,2018,664.0
"Hide, thousand.pcs", Bayan-Ulgii,2017,601.5
"Hide, thousand.pcs", Bayan-Ulgii,2016,551.4
"Hide, thousand.pcs", Bayan-Ulgii,2015,571.8
"Hide, thousand.pcs", Bayan-Ulgii,2014,386.8
"Hide, thousand.pcs", Bayan-Ulgii,2013,367.0
"Hide, thousand.pcs", Bayan-Ulgii,2012,333.7
"Hide, thousand.pcs", Bayan-Ulgii,2011,310.2
"Hide, thousand.pcs", Bayan-Ulgii,2010,503.7
"Hide, thousand.pcs", Govi-Altai,2024,695.9
"Hide, thousand.pcs", Govi-Altai,2023,823.1
"Hide, thousand.pcs", Govi-Altai,2022,1002.9
"Hide, thousand.pcs", Govi-Altai,2021,705.4
"Hide, thousand.pcs", Govi-Altai,2020,1385.3
"Hide, thousand.pcs", Govi-Altai,2019,883.2
"Hide, thousand.pcs", Govi-Altai,2018,950.5
"Hide, thousand.pcs", Govi-Altai,2017,710.0
"Hide, thousand.pcs", Govi-Altai,2016,423.5
"Hide, thousand.pcs", Govi-Altai,2015,506.4
"Hide, thousand.pcs", Govi-Altai,2014,469.0
"Hide, thousand.pcs", Govi-Altai,2013,391.1
"Hide, thousand.pcs", Govi-Altai,2012,315.5
"Hide, thousand.pcs", Govi-Altai,2011,266.1
"Hide, thousand.pcs", Govi-Altai,2010,734.1
"Hide, thousand.pcs", Zavkhan,2024,587.3
"Hide, thousand.pcs", Zavkhan,2023,1074.8
"Hide, thousand.pcs", Zavkhan,2022,1235.3
"Hide, thousand.pcs", Zavkhan,2021,916.3
"Hide, thousand.pcs", Zavkhan,2020,1283.9
"Hide, thousand.pcs", Zavkhan,2019,889.6
"Hide, thousand.pcs", Zavkhan,2018,775.5
"Hide, thousand.pcs", Zavkhan,2017,689.9
"Hide, thousand.pcs", Zavkhan,2016,572.3
"Hide, thousand.pcs", Zavkhan,2015,674.3
"Hide, thousand.pcs", Zavkhan,2014,615.9
"Hide, thousand.pcs", Zavkhan,2013,577.0
"Hide, thousand.pcs", Zavkhan,2012,476.3
"Hide, thousand.pcs", Zavkhan,2011,353.0
"Hide, thousand.pcs", Zavkhan,2010,1204.4
"Hide, thousand.pcs", Uvs,2024,690.5
"Hide, thousand.pcs", Uvs,2023,924.7
"Hide, thousand.pcs", Uvs,2022,1387.6
"Hide, thousand.pcs", Uvs,2021,899.1
"Hide, thousand.pcs", Uvs,2020,1044.0
"Hide, thousand.pcs", Uvs,2019,710.6
"Hide, thousand.pcs", Uvs,2018,736.9
"Hide, thousand.pcs", Uvs,2017,528.5
"Hide, thousand.pcs", Uvs,2016,488.0
"Hide, thousand.pcs", Uvs,2015,685.0
"Hide, thousand.pcs", Uvs,2014,522.3
"Hide, thousand.pcs", Uvs,2013,574.9
"Hide, thousand.pcs", Uvs,2012,461.3
"Hide, thousand.pcs", Uvs,2011,461.2
"Hide, thousand.pcs", Uvs,2010,1055.8
"Hide, thousand.pcs", Khovd,2024,752.9
"Hide, thousand.pcs", Khovd,2023,901.3
"Hide, thousand.pcs", Khovd,2022,1295.5
"Hide, thousand.pcs", Khovd,2021,796.9
"Hide, thousand.pcs", Khovd,2020,962.6
"Hide, thousand.pcs", Khovd,2019,684.7
"Hide, thousand.pcs", Khovd,2018,904.6
"Hide, thousand.pcs", Khovd,2017,689.3
"Hide, thousand.pcs", Khovd,2016,551.8
"Hide, thousand.pcs", Khovd,2015,639.9
"Hide, thousand.pcs", Khovd,2014,491.5
"Hide, thousand.pcs", Khovd,2013,575.4
"Hide, thousand.pcs", Khovd,2012,395.6
"Hide, thousand.pcs", Khovd,2011,477.5
"Hide, thousand.pcs", Khovd,2010,917.3
"Hide, thousand.pcs", Khangai region,2024,5330.1
"Hide, thousand.pcs", Khangai region,2023,6758.1
"Hide, thousand.pcs", Khangai region,2022,5836.4
"Hide, thousand.pcs", Khangai region,2021,5183.2
"Hide, thousand.pcs", Khangai region,2020,9205.8
"Hide, thousand.pcs", Khangai region,2019,5809.0
"Hide, thousand.pcs", Khangai region,2018,4877.0
"Hide, thousand.pcs", Khangai region,2017,4561.4
"Hide, thousand.pcs", Khangai region,2016,3723.3
"Hide, thousand.pcs", Khangai region,2015,4583.8
"Hide, thousand.pcs", Khangai region,2014,3684.4
"Hide, thousand.pcs", Khangai region,2013,4010.9
"Hide, thousand.pcs", Khangai region,2012,2966.8
"Hide, thousand.pcs", Khangai region,2011,3066.9
"Hide, thousand.pcs", Khangai region,2010,6467.9
"Hide, thousand.pcs", Arkhangai,2024,974.4
"Hide, thousand.pcs", Arkhangai,2023,1786.9
"Hide, thousand.pcs", Arkhangai,2022,1448.2
"Hide, thousand.pcs", Arkhangai,2021,1381.1
"Hide, thousand.pcs", Arkhangai,2020,1985.7
"Hide, thousand.pcs", Arkhangai,2019,1094.3
"Hide, thousand.pcs", Arkhangai,2018,965.7
"Hide, thousand.pcs", Arkhangai,2017,1033.1
"Hide, thousand.pcs", Arkhangai,2016,790.3
"Hide, thousand.pcs", Arkhangai,2015,1121.3
"Hide, thousand.pcs", Arkhangai,2014,822.2
"Hide, thousand.pcs", Arkhangai,2013,853.2
"Hide, thousand.pcs", Arkhangai,2012,679.1
"Hide, thousand.pcs", Arkhangai,2011,608.6
"Hide, thousand.pcs", Arkhangai,2010,1381.4
"Hide, thousand.pcs", Bayankhongor,2024,742.0
"Hide, thousand.pcs", Bayankhongor,2023,801.0
"Hide, thousand.pcs", Bayankhongor,2022,777.1
"Hide, thousand.pcs", Bayankhongor,2021,257.7
"Hide, thousand.pcs", Bayankhongor,2020,2031.3
"Hide, thousand.pcs", Bayankhongor,2019,901.6
"Hide, thousand.pcs", Bayankhongor,2018,670.1
"Hide, thousand.pcs", Bayankhongor,2017,826.6
"Hide, thousand.pcs", Bayankhongor,2016,514.1
"Hide, thousand.pcs", Bayankhongor,2015,720.0
"Hide, thousand.pcs", Bayankhongor,2014,543.3
"Hide, thousand.pcs", Bayankhongor,2013,585.2
"Hide, thousand.pcs", Bayankhongor,2012,408.9
"Hide, thousand.pcs", Bayankhongor,2011,420.5
"Hide, thousand.pcs", Bayankhongor,2010,869.7
"Hide, thousand.pcs", Bulgan,2024,1014.7
"Hide, thousand.pcs", Bulgan,2023,1189.6
"Hide, thousand.pcs", Bulgan,2022,994.4
"Hide, thousand.pcs", Bulgan,2021,1006.7
"Hide, thousand.pcs", Bulgan,2020,1184.7
"Hide, thousand.pcs", Bulgan,2019,854.5
"Hide, thousand.pcs", Bulgan,2018,886.9
"Hide, thousand.pcs", Bulgan,2017,867.4
"Hide, thousand.pcs", Bulgan,2016,759.6
"Hide, thousand.pcs", Bulgan,2015,838.2
"Hide, thousand.pcs", Bulgan,2014,737.0
"Hide, thousand.pcs", Bulgan,2013,808.8
"Hide, thousand.pcs", Bulgan,2012,680.3
"Hide, thousand.pcs", Bulgan,2011,806.6
"Hide, thousand.pcs", Bulgan,2010,1084.5
"Hide, thousand.pcs", Uvurkhangai,2024,1131.1
"Hide, thousand.pcs", Uvurkhangai,2023,1092.6
"Hide, thousand.pcs", Uvurkhangai,2022,1094.7
"Hide, thousand.pcs", Uvurkhangai,2021,1129.5
"Hide, thousand.pcs", Uvurkhangai,2020,2210.5
"Hide, thousand.pcs", Uvurkhangai,2019,1559.6
"Hide, thousand.pcs", Uvurkhangai,2018,1141.8
"Hide, thousand.pcs", Uvurkhangai,2017,991.9
"Hide, thousand.pcs", Uvurkhangai,2016,845.3
"Hide, thousand.pcs", Uvurkhangai,2015,874.7
"Hide, thousand.pcs", Uvurkhangai,2014,685.8
"Hide, thousand.pcs", Uvurkhangai,2013,607.6
"Hide, thousand.pcs", Uvurkhangai,2012,341.8
"Hide, thousand.pcs", Uvurkhangai,2011,373.5
"Hide, thousand.pcs", Uvurkhangai,2010,1452.1
"Hide, thousand.pcs", Khuvsgul,2024,1416.3
"Hide, thousand.pcs", Khuvsgul,2023,1835.0
"Hide, thousand.pcs", Khuvsgul,2022,1478.0
"Hide, thousand.pcs", Khuvsgul,2021,1371.3
"Hide, thousand.pcs", Khuvsgul,2020,1757.0
"Hide, thousand.pcs", Khuvsgul,2019,1362.7
"Hide, thousand.pcs", Khuvsgul,2018,1179.8
"Hide, thousand.pcs", Khuvsgul,2017,806.9
"Hide, thousand.pcs", Khuvsgul,2016,787.1
"Hide, thousand.pcs", Khuvsgul,2015,987.2
"Hide, thousand.pcs", Khuvsgul,2014,800.3
"Hide, thousand.pcs", Khuvsgul,2013,1073.8
"Hide, thousand.pcs", Khuvsgul,2012,806.8
"Hide, thousand.pcs", Khuvsgul,2011,793.3
"Hide, thousand.pcs", Khuvsgul,2010,1536.1
"Hide, thousand.pcs", Orkhon,2024,51.6
"Hide, thousand.pcs", Orkhon,2023,52.9
"Hide, thousand.pcs", Orkhon,2022,44.1
"Hide, thousand.pcs", Orkhon,2021,36.9
"Hide, thousand.pcs", Orkhon,2020,36.6
"Hide, thousand.pcs", Orkhon,2019,36.3
"Hide, thousand.pcs", Orkhon,2018,32.7
"Hide, thousand.pcs", Orkhon,2017,35.5
"Hide, thousand.pcs", Orkhon,2016,26.9
"Hide, thousand.pcs", Orkhon,2015,42.4
"Hide, thousand.pcs", Orkhon,2014,95.9
"Hide, thousand.pcs", Orkhon,2013,82.3
"Hide, thousand.pcs", Orkhon,2012,49.9
"Hide, thousand.pcs", Orkhon,2011,64.4
"Hide, thousand.pcs", Orkhon,2010,144.1
"Hide, thousand.pcs", Central region,2024,3552.1
"Hide, thousand.pcs", Central region,2023,5049.5
"Hide, thousand.pcs", Central region,2022,4497.3
"Hide, thousand.pcs", Central region,2021,4268.5
"Hide, thousand.pcs", Central region,2020,5004.0
"Hide, thousand.pcs", Central region,2019,3664.1
"Hide, thousand.pcs", Central region,2018,3498.0
"Hide, thousand.pcs", Central region,2017,2873.4
"Hide, thousand.pcs", Central region,2016,2896.0
"Hide, thousand.pcs", Central region,2015,3195.8
"Hide, thousand.pcs", Central region,2014,2358.6
"Hide, thousand.pcs", Central region,2013,2510.3
"Hide, thousand.pcs", Central region,2012,2066.7
"Hide, thousand.pcs", Central region,2011,2048.7
"Hide, thousand.pcs", Central region,2010,4056.0
"Hide, thousand.pcs", Dornogovi,2024,434.4
"Hide, thousand.pcs", Dornogovi,2023,829.0
"Hide, thousand.pcs", Dornogovi,2022,628.2
"Hide, thousand.pcs", Dornogovi,2021,562.5
"Hide, thousand.pcs", Dornogovi,2020,586.4
"Hide, thousand.pcs", Dornogovi,2019,446.0
"Hide, thousand.pcs", Dornogovi,2018,444.9
"Hide, thousand.pcs", Dornogovi,2017,312.6
"Hide, thousand.pcs", Dornogovi,2016,403.7
"Hide, thousand.pcs", Dornogovi,2015,399.7
"Hide, thousand.pcs", Dornogovi,2014,352.5
"Hide, thousand.pcs", Dornogovi,2013,306.4
"Hide, thousand.pcs", Dornogovi,2012,274.1
"Hide, thousand.pcs", Dornogovi,2011,241.4
"Hide, thousand.pcs", Dornogovi,2010,286.1
"Hide, thousand.pcs", Dundgovi,2024,743.0
"Hide, thousand.pcs", Dundgovi,2023,1072.0
"Hide, thousand.pcs", Dundgovi,2022,865.0
"Hide, thousand.pcs", Dundgovi,2021,870.5
"Hide, thousand.pcs", Dundgovi,2020,1339.7
"Hide, thousand.pcs", Dundgovi,2019,1016.5
"Hide, thousand.pcs", Dundgovi,2018,778.8
"Hide, thousand.pcs", Dundgovi,2017,559.2
"Hide, thousand.pcs", Dundgovi,2016,548.5
"Hide, thousand.pcs", Dundgovi,2015,574.6
"Hide, thousand.pcs", Dundgovi,2014,367.2
"Hide, thousand.pcs", Dundgovi,2013,366.4
"Hide, thousand.pcs", Dundgovi,2012,231.2
"Hide, thousand.pcs", Dundgovi,2011,240.6
"Hide, thousand.pcs", Dundgovi,2010,960.1
"Hide, thousand.pcs", Umnugovi,2024,267.3
"Hide, thousand.pcs", Umnugovi,2023,535.7
"Hide, thousand.pcs", Umnugovi,2022,652.1
"Hide, thousand.pcs", Umnugovi,2021,453.8
"Hide, thousand.pcs", Umnugovi,2020,650.7
"Hide, thousand.pcs", Umnugovi,2019,340.0
"Hide, thousand.pcs", Umnugovi,2018,354.5
"Hide, thousand.pcs", Umnugovi,2017,291.9
"Hide, thousand.pcs", Umnugovi,2016,245.0
"Hide, thousand.pcs", Umnugovi,2015,276.0
"Hide, thousand.pcs", Umnugovi,2014,251.1
"Hide, thousand.pcs", Umnugovi,2013,232.0
"Hide, thousand.pcs", Umnugovi,2012,194.9
"Hide, thousand.pcs", Umnugovi,2011,192.4
"Hide, thousand.pcs", Umnugovi,2010,569.8
"Hide, thousand.pcs", Selenge,2024,637.2
"Hide, thousand.pcs", Selenge,2023,688.0
"Hide, thousand.pcs", Selenge,2022,627.9
"Hide, thousand.pcs", Selenge,2021,591.5
"Hide, thousand.pcs", Selenge,2020,480.2
"Hide, thousand.pcs", Selenge,2019,413.4
"Hide, thousand.pcs", Selenge,2018,495.9
"Hide, thousand.pcs", Selenge,2017,408.3
"Hide, thousand.pcs", Selenge,2016,409.0
"Hide, thousand.pcs", Selenge,2015,516.6
"Hide, thousand.pcs", Selenge,2014,388.3
"Hide, thousand.pcs", Selenge,2013,493.4
"Hide, thousand.pcs", Selenge,2012,443.1
"Hide, thousand.pcs", Selenge,2011,501.3
"Hide, thousand.pcs", Selenge,2010,683.2
"Hide, thousand.pcs", Tuv,2024,1298.1
"Hide, thousand.pcs", Tuv,2023,1630.7
"Hide, thousand.pcs", Tuv,2022,1422.3
"Hide, thousand.pcs", Tuv,2021,1521.1
"Hide, thousand.pcs", Tuv,2020,1681.8
"Hide, thousand.pcs", Tuv,2019,1234.5
"Hide, thousand.pcs", Tuv,2018,1213.6
"Hide, thousand.pcs", Tuv,2017,1151.4
"Hide, thousand.pcs", Tuv,2016,1108.0
"Hide, thousand.pcs", Tuv,2015,1187.0
"Hide, thousand.pcs", Tuv,2014,865.0
"Hide, thousand.pcs", Tuv,2013,955.3
"Hide, thousand.pcs", Tuv,2012,778.2
"Hide, thousand.pcs", Tuv,2011,736.8
"Hide, thousand.pcs", Tuv,2010,1293.5
"Hide, thousand.pcs", Darkhan-Uul,2024,95.8
"Hide, thousand.pcs", Darkhan-Uul,2023,117.9
"Hide, thousand.pcs", Darkhan-Uul,2022,175.6
"Hide, thousand.pcs", Darkhan-Uul,2021,136.6
"Hide, thousand.pcs", Darkhan-Uul,2020,119.0
"Hide, thousand.pcs", Darkhan-Uul,2019,90.7
"Hide, thousand.pcs", Darkhan-Uul,2018,111.9
"Hide, thousand.pcs", Darkhan-Uul,2017,65.4
"Hide, thousand.pcs", Darkhan-Uul,2016,74.1
"Hide, thousand.pcs", Darkhan-Uul,2015,154.0
"Hide, thousand.pcs", Darkhan-Uul,2014,82.6
"Hide, thousand.pcs", Darkhan-Uul,2013,108.6
"Hide, thousand.pcs", Darkhan-Uul,2012,104.1
"Hide, thousand.pcs", Darkhan-Uul,2011,105.4
"Hide, thousand.pcs", Darkhan-Uul,2010,207.8
"Hide, thousand.pcs", Govisumber,2024,76.2
"Hide, thousand.pcs", Govisumber,2023,176.2
"Hide, thousand.pcs", Govisumber,2022,126.3
"Hide, thousand.pcs", Govisumber,2021,132.5
"Hide, thousand.pcs", Govisumber,2020,146.2
"Hide, thousand.pcs", Govisumber,2019,123.0
"Hide, thousand.pcs", Govisumber,2018,98.4
"Hide, thousand.pcs", Govisumber,2017,84.6
"Hide, thousand.pcs", Govisumber,2016,107.7
"Hide, thousand.pcs", Govisumber,2015,87.9
"Hide, thousand.pcs", Govisumber,2014,51.9
"Hide, thousand.pcs", Govisumber,2013,48.2
"Hide, thousand.pcs", Govisumber,2012,41.1
"Hide, thousand.pcs", Govisumber,2011,30.8
"Hide, thousand.pcs", Govisumber,2010,55.5
"Hide, thousand.pcs", Eastern region,2024,2411.2
"Hide, thousand.pcs", Eastern region,2023,4008.2
"Hide, thousand.pcs", Eastern region,2022,3179.5
"Hide, thousand.pcs", Eastern region,2021,2897.9
"Hide, thousand.pcs", Eastern region,2020,3564.0
"Hide, thousand.pcs", Eastern region,2019,2755.6
"Hide, thousand.pcs", Eastern region,2018,2320.5
"Hide, thousand.pcs", Eastern region,2017,1357.6
"Hide, thousand.pcs", Eastern region,2016,1995.8
"Hide, thousand.pcs", Eastern region,2015,1890.0
"Hide, thousand.pcs", Eastern region,2014,1605.9
"Hide, thousand.pcs", Eastern region,2013,1779.0
"Hide, thousand.pcs", Eastern region,2012,1657.7
"Hide, thousand.pcs", Eastern region,2011,1651.4
"Hide, thousand.pcs", Eastern region,2010,1643.2
"Hide, thousand.pcs", Dornod,2024,980.9
"Hide, thousand.pcs", Dornod,2023,1184.8
"Hide, thousand.pcs", Dornod,2022,813.6
"Hide, thousand.pcs", Dornod,2021,682.0
"Hide, thousand.pcs", Dornod,2020,797.4
"Hide, thousand.pcs", Dornod,2019,562.6
"Hide, thousand.pcs", Dornod,2018,450.7
"Hide, thousand.pcs", Dornod,2017,236.4
"Hide, thousand.pcs", Dornod,2016,354.5
"Hide, thousand.pcs", Dornod,2015,326.4
"Hide, thousand.pcs", Dornod,2014,256.6
"Hide, thousand.pcs", Dornod,2013,378.0
"Hide, thousand.pcs", Dornod,2012,335.4
"Hide, thousand.pcs", Dornod,2011,359.9
"Hide, thousand.pcs", Dornod,2010,528.9
"Hide, thousand.pcs", Sukhbaatar,2024,587.6
"Hide, thousand.pcs", Sukhbaatar,2023,1436.1
"Hide, thousand.pcs", Sukhbaatar,2022,995.0
"Hide, thousand.pcs", Sukhbaatar,2021,973.0
"Hide, thousand.pcs", Sukhbaatar,2020,1167.1
"Hide, thousand.pcs", Sukhbaatar,2019,1063.6
"Hide, thousand.pcs", Sukhbaatar,2018,909.1
"Hide, thousand.pcs", Sukhbaatar,2017,490.8
"Hide, thousand.pcs", Sukhbaatar,2016,757.8
"Hide, thousand.pcs", Sukhbaatar,2015,700.7
"Hide, thousand.pcs", Sukhbaatar,2014,580.3
"Hide, thousand.pcs", Sukhbaatar,2013,632.9
"Hide, thousand.pcs", Sukhbaatar,2012,576.4
"Hide, thousand.pcs", Sukhbaatar,2011,579.5
"Hide, thousand.pcs", Sukhbaatar,2010,417.4
"Hide, thousand.pcs", Khentii,2024,842.6
"Hide, thousand.pcs", Khentii,2023,1387.3
"Hide, thousand.pcs", Khentii,2022,1370.9
"Hide, thousand.pcs", Khentii,2021,1243.0
"Hide, thousand.pcs", Khentii,2020,1599.5
"Hide, thousand.pcs", Khentii,2019,1129.4
"Hide, thousand.pcs", Khentii,2018,960.7
"Hide, thousand.pcs", Khentii,2017,630.4
"Hide, thousand.pcs", Khentii,2016,883.5
"Hide, thousand.pcs", Khentii,2015,862.9
"Hide, thousand.pcs", Khentii,2014,769.0
"Hide, thousand.pcs", Khentii,2013,768.1
"Hide, thousand.pcs", Khentii,2012,745.9
"Hide, thousand.pcs", Khentii,2011,712.0
"Hide, thousand.pcs", Khentii,2010,696.9
"Hide, thousand.pcs", Ulaanbaatar,2024,98.2
"Hide, thousand.pcs", Ulaanbaatar,2023,112.7
"Hide, thousand.pcs", Ulaanbaatar,2022,156.3
"Hide, thousand.pcs", Ulaanbaatar,2021,173.3
"Hide, thousand.pcs", Ulaanbaatar,2020,132.9
"Hide, thousand.pcs", Ulaanbaatar,2019,116.7
"Hide, thousand.pcs", Ulaanbaatar,2018,146.9
"Hide, thousand.pcs", Ulaanbaatar,2017,110.8
"Hide, thousand.pcs", Ulaanbaatar,2016,93.8
"Hide, thousand.pcs", Ulaanbaatar,2015,130.6
"Hide, thousand.pcs", Ulaanbaatar,2014,83.5
"Hide, thousand.pcs", Ulaanbaatar,2013,108.9
"Hide, thousand.pcs", Ulaanbaatar,2012,92.9
"Hide, thousand.pcs", Ulaanbaatar,2011,108.8
"Hide, thousand.pcs", Ulaanbaatar,2010,195.9
"Hide, thousand.pcs",   Ulaanbaatar,2024,98.2
"Hide, thousand.pcs",   Ulaanbaatar,2023,112.7
"Hide, thousand.pcs",   Ulaanbaatar,2022,156.3
"Hide, thousand.pcs",   Ulaanbaatar,2021,173.3
"Hide, thousand.pcs",   Ulaanbaatar,2020,132.9
"Hide, thousand.pcs",   Ulaanbaatar,2019,116.7
"Hide, thousand.pcs",   Ulaanbaatar,2018,146.9
"Hide, thousand.pcs",   Ulaanbaatar,2017,110.8
"Hide, thousand.pcs",   Ulaanbaatar,2016,93.8
"Hide, thousand.pcs",   Ulaanbaatar,2015,130.6
"Hide, thousand.pcs",   Ulaanbaatar,2014,83.5
"Hide, thousand.pcs",   Ulaanbaatar,2013,108.9
"Hide, thousand.pcs",   Ulaanbaatar,2012,92.9
"Hide, thousand.pcs",   Ulaanbaatar,2011,108.8
"Hide, thousand.pcs",   Ulaanbaatar,2010,195.9
"Meat, tonnes",Total,2024,450443.1
"Meat, tonnes",Total,2023,622082.7
"Meat, tonnes",Total,2022,653966.6
"Meat, tonnes",Total,2021,512679.2
"Meat, tonnes",Total,2020,744516.0
"Meat, tonnes",Total,2019,545029.2
"Meat, tonnes",Total,2018,515182.5
"Meat, tonnes",Total,2017,426168.4
"Meat, tonnes",Total,2016,401584.7
"Meat, tonnes",Total,2015,448155.8
"Meat, tonnes",Total,2014,291655.8
"Meat, tonnes",Total,2013,299280.7
"Meat, tonnes",Total,2012,263415.5
"Meat, tonnes",Total,2011,251347.9
"Meat, tonnes",Total,2010,241050.3
"Meat, tonnes", Western region,2024,88604.1
"Meat, tonnes", Western region,2023,109642.8
"Meat, tonnes", Western region,2022,169011.8
"Meat, tonnes", Western region,2021,102702.7
"Meat, tonnes", Western region,2020,159589.1
"Meat, tonnes", Western region,2019,113413.6
"Meat, tonnes", Western region,2018,117543.1
"Meat, tonnes", Western region,2017,91259.9
"Meat, tonnes", Western region,2016,75848.7
"Meat, tonnes", Western region,2015,88039.8
"Meat, tonnes", Western region,2014,57336.7
"Meat, tonnes", Western region,2013,56826.4
"Meat, tonnes", Western region,2012,45375.9
"Meat, tonnes", Western region,2011,40640.0
"Meat, tonnes", Western region,2010,47118.5
"Meat, tonnes", Bayan-Ulgii,2024,16474.0
"Meat, tonnes", Bayan-Ulgii,2023,22154.7
"Meat, tonnes", Bayan-Ulgii,2022,29782.5
"Meat, tonnes", Bayan-Ulgii,2021,16705.1
"Meat, tonnes", Bayan-Ulgii,2020,25910.2
"Meat, tonnes", Bayan-Ulgii,2019,21132.6
"Meat, tonnes", Bayan-Ulgii,2018,21079.7
"Meat, tonnes", Bayan-Ulgii,2017,19728.8
"Meat, tonnes", Bayan-Ulgii,2016,17815.3
"Meat, tonnes", Bayan-Ulgii,2015,17534.7
"Meat, tonnes", Bayan-Ulgii,2014,9913.3
"Meat, tonnes", Bayan-Ulgii,2013,9360.8
"Meat, tonnes", Bayan-Ulgii,2012,8590.3
"Meat, tonnes", Bayan-Ulgii,2011,7490.8
"Meat, tonnes", Bayan-Ulgii,2010,9337.0
"Meat, tonnes", Govi-Altai,2024,17904.1
"Meat, tonnes", Govi-Altai,2023,19761.2
"Meat, tonnes", Govi-Altai,2022,26512.1
"Meat, tonnes", Govi-Altai,2021,17299.7
"Meat, tonnes", Govi-Altai,2020,36099.7
"Meat, tonnes", Govi-Altai,2019,23435.6
"Meat, tonnes", Govi-Altai,2018,24390.2
"Meat, tonnes", Govi-Altai,2017,16990.5
"Meat, tonnes", Govi-Altai,2016,10184.6
"Meat, tonnes", Govi-Altai,2015,12357.6
"Meat, tonnes", Govi-Altai,2014,9041.5
"Meat, tonnes", Govi-Altai,2013,7240.8
"Meat, tonnes", Govi-Altai,2012,5715.9
"Meat, tonnes", Govi-Altai,2011,4555.0
"Meat, tonnes", Govi-Altai,2010,5468.5
"Meat, tonnes", Zavkhan,2024,14299.6
"Meat, tonnes", Zavkhan,2023,27312.9
"Meat, tonnes", Zavkhan,2022,36543.1
"Meat, tonnes", Zavkhan,2021,24124.5
"Meat, tonnes", Zavkhan,2020,39744.2
"Meat, tonnes", Zavkhan,2019,26582.8
"Meat, tonnes", Zavkhan,2018,22188.9
"Meat, tonnes", Zavkhan,2017,18435.9
"Meat, tonnes", Zavkhan,2016,17226.3
"Meat, tonnes", Zavkhan,2015,19582.8
"Meat, tonnes", Zavkhan,2014,14678.1
"Meat, tonnes", Zavkhan,2013,13267.9
"Meat, tonnes", Zavkhan,2012,11490.9
"Meat, tonnes", Zavkhan,2011,8273.6
"Meat, tonnes", Zavkhan,2010,10254.0
"Meat, tonnes", Uvs,2024,18570.9
"Meat, tonnes", Uvs,2023,25295.4
"Meat, tonnes", Uvs,2022,39292.6
"Meat, tonnes", Uvs,2021,25672.1
"Meat, tonnes", Uvs,2020,29697.4
"Meat, tonnes", Uvs,2019,21678.8
"Meat, tonnes", Uvs,2018,22275.3
"Meat, tonnes", Uvs,2017,15999.4
"Meat, tonnes", Uvs,2016,15080.5
"Meat, tonnes", Uvs,2015,20342.4
"Meat, tonnes", Uvs,2014,12395.6
"Meat, tonnes", Uvs,2013,13154.0
"Meat, tonnes", Uvs,2012,10242.7
"Meat, tonnes", Uvs,2011,9975.3
"Meat, tonnes", Uvs,2010,8897.5
"Meat, tonnes", Khovd,2024,21355.5
"Meat, tonnes", Khovd,2023,15118.6
"Meat, tonnes", Khovd,2022,36881.6
"Meat, tonnes", Khovd,2021,18901.2
"Meat, tonnes", Khovd,2020,28137.6
"Meat, tonnes", Khovd,2019,20583.8
"Meat, tonnes", Khovd,2018,27609.0
"Meat, tonnes", Khovd,2017,20105.3
"Meat, tonnes", Khovd,2016,15542.0
"Meat, tonnes", Khovd,2015,18222.3
"Meat, tonnes", Khovd,2014,11308.3
"Meat, tonnes", Khovd,2013,13802.9
"Meat, tonnes", Khovd,2012,9336.0
"Meat, tonnes", Khovd,2011,10345.4
"Meat, tonnes", Khovd,2010,13161.6
"Meat, tonnes", Khangai region,2024,176453.7
"Meat, tonnes", Khangai region,2023,216948.7
