Indicator,Region,Year,value
"Milk, tonnes", Bulgan,2012,33885.6
"Milk, tonnes", Bulgan,2011,31077.3
"Milk, tonnes", Bulgan,2010,26419.5
"Milk, tonnes", Uvurkhangai,2024,15082.9
"Milk, tonnes", Uvurkhangai,2023,12378.4
"Milk, tonnes", Uvurkhangai,2022,14561.3
"Milk, tonnes", Uvurkhangai,2021,8124.9
"Milk, tonnes", Uvurkhangai,2020,10695.5
"Milk, tonnes", Uvurkhangai,2019,72940.1
"Milk, tonnes", Uvurkhangai,2018,47671.3
"Milk, tonnes", Uvurkhangai,2017,64300.4
"Milk, tonnes", Uvurkhangai,2016,59484.9
"Milk, tonnes", Uvurkhangai,2015,51100.1
"Milk, tonnes", Uvurkhangai,2014,48711.8
"Milk, tonnes", Uvurkhangai,2013,40461.2
"Milk, tonnes", Uvurkhangai,2012,33087.8
"Milk, tonnes", Uvurkhangai,2011,27486.8
"Milk, tonnes", Uvurkhangai,2010,11086.5
"Milk, tonnes", Khuvsgul,2024,11895.2
"Milk, tonnes", Khuvsgul,2023,12295.7
"Milk, tonnes", Khuvsgul,2022,14002.1
"Milk, tonnes", Khuvsgul,2021,12754.1
"Milk, tonnes", Khuvsgul,2020,11488.3
"Milk, tonnes", Khuvsgul,2019,72193.0
"Milk, tonnes", Khuvsgul,2018,66564.0
"Milk, tonnes", Khuvsgul,2017,58972.5
"Milk, tonnes", Khuvsgul,2016,59712.7
"Milk, tonnes", Khuvsgul,2015,54252.3
"Milk, tonnes", Khuvsgul,2014,47671.3
"Milk, tonnes", Khuvsgul,2013,40240.6
"Milk, tonnes", Khuvsgul,2012,39006.0
"Milk, tonnes", Khuvsgul,2011,36783.3
"Milk, tonnes", Khuvsgul,2010,33313.5
"Milk, tonnes", Orkhon,2024,2243.6
"Milk, tonnes", Orkhon,2023,2048.1
"Milk, tonnes", Orkhon,2022,1971.1
"Milk, tonnes", Orkhon,2021,1611.7
"Milk, tonnes", Orkhon,2020,1381.5
"Milk, tonnes", Orkhon,2019,4546.9
"Milk, tonnes", Orkhon,2018,2995.3
"Milk, tonnes", Orkhon,2017,3695.4
"Milk, tonnes", Orkhon,2016,3799.7
"Milk, tonnes", Orkhon,2015,3572.4
"Milk, tonnes", Orkhon,2014,4042.2
"Milk, tonnes", Orkhon,2013,5252.7
"Milk, tonnes", Orkhon,2012,4813.6
"Milk, tonnes", Orkhon,2011,4803.3
"Milk, tonnes", Orkhon,2010,4279.7
"Milk, tonnes", Central region,2024,46329.1
"Milk, tonnes", Central region,2023,48569.6
"Milk, tonnes", Central region,2022,56281.1
"Milk, tonnes", Central region,2021,46655.9
"Milk, tonnes", Central region,2020,50110.1
"Milk, tonnes", Central region,2019,218379.9
"Milk, tonnes", Central region,2018,177309.3
"Milk, tonnes", Central region,2017,180575.3
"Milk, tonnes", Central region,2016,181161.4
"Milk, tonnes", Central region,2015,186597.9
"Milk, tonnes", Central region,2014,189677.8
"Milk, tonnes", Central region,2013,165079.3
"Milk, tonnes", Central region,2012,144764.9
"Milk, tonnes", Central region,2011,126712.2
"Milk, tonnes", Central region,2010,87626.5
"Milk, tonnes", Dornogovi,2024,779.2
"Milk, tonnes", Dornogovi,2023,1159.9
"Milk, tonnes", Dornogovi,2022,2083.2
"Milk, tonnes", Dornogovi,2021,1834.4
"Milk, tonnes", Dornogovi,2020,1820.0
"Milk, tonnes", Dornogovi,2019,23082.2
"Milk, tonnes", Dornogovi,2018,20107.6
"Milk, tonnes", Dornogovi,2017,19012.4
"Milk, tonnes", Dornogovi,2016,15337.1
"Milk, tonnes", Dornogovi,2015,17888.7
"Milk, tonnes", Dornogovi,2014,18005.4
"Milk, tonnes", Dornogovi,2013,16332.3
"Milk, tonnes", Dornogovi,2012,13400.1
"Milk, tonnes", Dornogovi,2011,12801.1
"Milk, tonnes", Dornogovi,2010,9612.6
"Milk, tonnes", Dundgovi,2024,2005.6
"Milk, tonnes", Dundgovi,2023,2706.6
"Milk, tonnes", Dundgovi,2022,3277.1
"Milk, tonnes", Dundgovi,2021,1394.8
"Milk, tonnes", Dundgovi,2020,2547.1
"Milk, tonnes", Dundgovi,2019,35590.0
"Milk, tonnes", Dundgovi,2018,29217.0
"Milk, tonnes", Dundgovi,2017,30712.6
"Milk, tonnes", Dundgovi,2016,25313.3
"Milk, tonnes", Dundgovi,2015,25598.6
"Milk, tonnes", Dundgovi,2014,28932.3
"Milk, tonnes", Dundgovi,2013,23928.2
"Milk, tonnes", Dundgovi,2012,19697.3
"Milk, tonnes", Dundgovi,2011,16190.3
"Milk, tonnes", Dundgovi,2010,6714.9
"Milk, tonnes", Umnugovi,2024,1659.3
"Milk, tonnes", Umnugovi,2023,1111.6
"Milk, tonnes", Umnugovi,2022,3987.5
"Milk, tonnes", Umnugovi,2021,1523.1
"Milk, tonnes", Umnugovi,2020,3073.1
"Milk, tonnes", Umnugovi,2019,23489.9
"Milk, tonnes", Umnugovi,2018,14401.1
"Milk, tonnes", Umnugovi,2017,21051.8
"Milk, tonnes", Umnugovi,2016,17444.9
"Milk, tonnes", Umnugovi,2015,16277.8
"Milk, tonnes", Umnugovi,2014,16907.7
"Milk, tonnes", Umnugovi,2013,16493.6
"Milk, tonnes", Umnugovi,2012,15059.0
"Milk, tonnes", Umnugovi,2011,13770.1
"Milk, tonnes", Umnugovi,2010,4667.5
"Milk, tonnes", Selenge,2024,18103.5
"Milk, tonnes", Selenge,2023,18638.2
"Milk, tonnes", Selenge,2022,19744.2
"Milk, tonnes", Selenge,2021,18517.9
"Milk, tonnes", Selenge,2020,17118.4
"Milk, tonnes", Selenge,2019,41875.3
"Milk, tonnes", Selenge,2018,37658.6
"Milk, tonnes", Selenge,2017,32974.2
"Milk, tonnes", Selenge,2016,38221.0
"Milk, tonnes", Selenge,2015,37226.4
"Milk, tonnes", Selenge,2014,33676.9
"Milk, tonnes", Selenge,2013,31226.1
"Milk, tonnes", Selenge,2012,29273.5
"Milk, tonnes", Selenge,2011,27114.4
"Milk, tonnes", Selenge,2010,21662.7
"Milk, tonnes", Tuv,2024,18196.7
"Milk, tonnes", Tuv,2023,19188.6
"Milk, tonnes", Tuv,2022,19700.6
"Milk, tonnes", Tuv,2021,16632.2
"Milk, tonnes", Tuv,2020,18662.2
"Milk, tonnes", Tuv,2019,78095.2
"Milk, tonnes", Tuv,2018,61571.4
"Milk, tonnes", Tuv,2017,63138.5
"Milk, tonnes", Tuv,2016,70688.4
"Milk, tonnes", Tuv,2015,74104.8
"Milk, tonnes", Tuv,2014,76064.6
"Milk, tonnes", Tuv,2013,63192.3
"Milk, tonnes", Tuv,2012,53622.5
"Milk, tonnes", Tuv,2011,44764.6
"Milk, tonnes", Tuv,2010,35236.0
"Milk, tonnes", Darkhan-Uul,2024,5516.4
"Milk, tonnes", Darkhan-Uul,2023,5610.9
"Milk, tonnes", Darkhan-Uul,2022,7353.9
"Milk, tonnes", Darkhan-Uul,2021,6637.7
"Milk, tonnes", Darkhan-Uul,2020,6760.1
"Milk, tonnes", Darkhan-Uul,2019,11652.8
"Milk, tonnes", Darkhan-Uul,2018,10357.0
"Milk, tonnes", Darkhan-Uul,2017,9633.4
"Milk, tonnes", Darkhan-Uul,2016,9678.1
"Milk, tonnes", Darkhan-Uul,2015,11413.9
"Milk, tonnes", Darkhan-Uul,2014,12553.3
"Milk, tonnes", Darkhan-Uul,2013,11150.7
"Milk, tonnes", Darkhan-Uul,2012,11550.4
"Milk, tonnes", Darkhan-Uul,2011,10235.5
"Milk, tonnes", Darkhan-Uul,2010,8504.1
"Milk, tonnes", Govisumber,2024,68.3
"Milk, tonnes", Govisumber,2023,153.9
"Milk, tonnes", Govisumber,2022,134.6
"Milk, tonnes", Govisumber,2021,116.0
"Milk, tonnes", Govisumber,2020,129.0
"Milk, tonnes", Govisumber,2019,4594.5
"Milk, tonnes", Govisumber,2018,3996.6
"Milk, tonnes", Govisumber,2017,4052.4
"Milk, tonnes", Govisumber,2016,4478.6
"Milk, tonnes", Govisumber,2015,4087.7
"Milk, tonnes", Govisumber,2014,3537.6
"Milk, tonnes", Govisumber,2013,2756.3
"Milk, tonnes", Govisumber,2012,2162.1
"Milk, tonnes", Govisumber,2011,1836.1
"Milk, tonnes", Govisumber,2010,1228.7
"Milk, tonnes", Eastern region,2024,12689.9
"Milk, tonnes", Eastern region,2023,17568.3
"Milk, tonnes", Eastern region,2022,20430.4
"Milk, tonnes", Eastern region,2021,18490.1
"Milk, tonnes", Eastern region,2020,17165.5
"Milk, tonnes", Eastern region,2019,130714.0
"Milk, tonnes", Eastern region,2018,118355.9
"Milk, tonnes", Eastern region,2017,103840.1
"Milk, tonnes", Eastern region,2016,93995.0
"Milk, tonnes", Eastern region,2015,91666.9
"Milk, tonnes", Eastern region,2014,117900.3
"Milk, tonnes", Eastern region,2013,103018.5
"Milk, tonnes", Eastern region,2012,95029.3
"Milk, tonnes", Eastern region,2011,88626.6
"Milk, tonnes", Eastern region,2010,75467.7
"Milk, tonnes", Dornod,2024,3466.8
"Milk, tonnes", Dornod,2023,4484.1
"Milk, tonnes", Dornod,2022,4351.9
"Milk, tonnes", Dornod,2021,3694.8
"Milk, tonnes", Dornod,2020,3298.5
"Milk, tonnes", Dornod,2019,52562.7
"Milk, tonnes", Dornod,2018,45584.4
"Milk, tonnes", Dornod,2017,37453.1
"Milk, tonnes", Dornod,2016,31921.2
"Milk, tonnes", Dornod,2015,31205.8
"Milk, tonnes", Dornod,2014,27211.1
"Milk, tonnes", Dornod,2013,23782.7
"Milk, tonnes", Dornod,2012,21825.1
"Milk, tonnes", Dornod,2011,23088.1
"Milk, tonnes", Dornod,2010,19281.4
"Milk, tonnes", Sukhbaatar,2024,2827.3
"Milk, tonnes", Sukhbaatar,2023,5671.1
"Milk, tonnes", Sukhbaatar,2022,7219.4
"Milk, tonnes", Sukhbaatar,2021,6465.3
"Milk, tonnes", Sukhbaatar,2020,6139.1
"Milk, tonnes", Sukhbaatar,2019,27156.1
"Milk, tonnes", Sukhbaatar,2018,26455.0
"Milk, tonnes", Sukhbaatar,2017,23890.4
"Milk, tonnes", Sukhbaatar,2016,21406.0
"Milk, tonnes", Sukhbaatar,2015,22151.1
"Milk, tonnes", Sukhbaatar,2014,31524.6
"Milk, tonnes", Sukhbaatar,2013,27861.2
"Milk, tonnes", Sukhbaatar,2012,26567.3
"Milk, tonnes", Sukhbaatar,2011,23956.0
"Milk, tonnes", Sukhbaatar,2010,22126.3
"Milk, tonnes", Khentii,2024,6395.8
"Milk, tonnes", Khentii,2023,7413.2
"Milk, tonnes", Khentii,2022,8859.0
"Milk, tonnes", Khentii,2021,8330.0
"Milk, tonnes", Khentii,2020,7727.9
"Milk, tonnes", Khentii,2019,50995.2
"Milk, tonnes", Khentii,2018,46316.5
"Milk, tonnes", Khentii,2017,42496.6
"Milk, tonnes", Khentii,2016,40667.8
"Milk, tonnes", Khentii,2015,38310.0
"Milk, tonnes", Khentii,2014,59164.7
"Milk, tonnes", Khentii,2013,51374.5
"Milk, tonnes", Khentii,2012,46636.9
"Milk, tonnes", Khentii,2011,41582.6
"Milk, tonnes", Khentii,2010,34060.1
"Milk, tonnes", Ulaanbaatar,2024,13356.4
"Milk, tonnes", Ulaanbaatar,2023,13759.1
"Milk, tonnes", Ulaanbaatar,2022,14459.2
"Milk, tonnes", Ulaanbaatar,2021,13679.5
"Milk, tonnes", Ulaanbaatar,2020,15727.4
"Milk, tonnes", Ulaanbaatar,2019,14738.6
"Milk, tonnes", Ulaanbaatar,2018,13799.0
"Milk, tonnes", Ulaanbaatar,2017,10405.7
"Milk, tonnes", Ulaanbaatar,2016,13265.2
"Milk, tonnes", Ulaanbaatar,2015,13309.2
"Milk, tonnes", Ulaanbaatar,2014,15371.2
"Milk, tonnes", Ulaanbaatar,2013,13498.7
"Milk, tonnes", Ulaanbaatar,2012,12634.9
"Milk, tonnes", Ulaanbaatar,2011,11667.6
"Milk, tonnes", Ulaanbaatar,2010,9310.5
"Milk, tonnes",   Ulaanbaatar,2024,13356.4
"Milk, tonnes",   Ulaanbaatar,2023,13759.1
"Milk, tonnes",   Ulaanbaatar,2022,14459.2
"Milk, tonnes",   Ulaanbaatar,2021,13679.5
"Milk, tonnes",   Ulaanbaatar,2020,15727.4
"Milk, tonnes",   Ulaanbaatar,2019,14738.6
"Milk, tonnes",   Ulaanbaatar,2018,13799.0
"Milk, tonnes",   Ulaanbaatar,2017,10405.7
"Milk, tonnes",   Ulaanbaatar,2016,13265.2
"Milk, tonnes",   Ulaanbaatar,2015,13309.2
"Milk, tonnes",   Ulaanbaatar,2014,15371.2
"Milk, tonnes",   Ulaanbaatar,2013,13498.7
"Milk, tonnes",   Ulaanbaatar,2012,12634.9
"Milk, tonnes",   Ulaanbaatar,2011,11667.6
"Milk, tonnes",   Ulaanbaatar,2010,9310.5
