Region,Indicator,Year,value
 Govi-Altai, Otorhinolaryngology,2021,5.0
 Govi-Altai, Otorhinolaryngology,2020,5.0
 Govi-Altai, Otorhinolaryngology,2019,3.0
 Govi-Altai, Otorhinolaryngology,2018,2.0
 Govi-Altai, Otorhinolaryngology,2017,2.0
 Govi-Altai, Otorhinolaryngology,2016,2.0
 Govi-Altai, Otorhinolaryngology,2015,2.0
 Govi-Altai, Dentist & stamatology,2025,2.0
 Govi-Altai, Dentist & stamatology,2024,2.0
 Govi-Altai, Dentist & stamatology,2023,2.0
 Govi-Altai, Dentist & stamatology,2022,2.0
 Govi-Altai, Dentist & stamatology,2021,2.0
 Govi-Altai, Dentist & stamatology,2020,2.0
 Govi-Altai, Dentist & stamatology,2019,2.0
 Govi-Altai, Dentist & stamatology,2018,2.0
 Govi-Altai, Dentist & stamatology,2017,2.0
 Govi-Altai, Dentist & stamatology,2016,2.0
 Govi-Altai, Dentist & stamatology,2015,2.0
 Govi-Altai, Oncology,2025,
 Govi-Altai, Oncology,2024,
 Govi-Altai, Oncology,2023,0.0
 Govi-Altai, Oncology,2022,0.0
 Govi-Altai, Oncology,2021,0.0
 Govi-Altai, Oncology,2020,0.0
 Govi-Altai, Oncology,2019,0.0
 Govi-Altai, Oncology,2018,0.0
 Govi-Altai, Oncology,2017,2.0
 Govi-Altai, Oncology,2016,4.0
 Govi-Altai, Oncology,2015,4.0
 Govi-Altai, Traditional medicine,2025,45.0
 Govi-Altai, Traditional medicine,2024,45.0
 Govi-Altai, Traditional medicine,2023,30.0
 Govi-Altai, Traditional medicine,2022,24.0
 Govi-Altai, Traditional medicine,2021,23.0
 Govi-Altai, Traditional medicine,2020,23.0
 Govi-Altai, Traditional medicine,2019,23.0
 Govi-Altai, Traditional medicine,2018,23.0
 Govi-Altai, Traditional medicine,2017,20.0
 Govi-Altai, Traditional medicine,2016,20.0
 Govi-Altai, Traditional medicine,2015,20.0
 Govi-Altai, Palliative care,2025,12.0
 Govi-Altai, Palliative care,2024,12.0
 Govi-Altai, Palliative care,2023,12.0
 Govi-Altai, Palliative care,2022,9.0
 Govi-Altai, Palliative care,2021,7.0
 Govi-Altai, Palliative care,2020,7.0
 Govi-Altai, Palliative care,2019,5.0
 Govi-Altai, Palliative care,2018,4.0
 Govi-Altai, Palliative care,2017,2.0
 Govi-Altai, Palliative care,2016,0.0
 Govi-Altai, Palliative care,2015,0.0
 Govi-Altai, Other,2025,10.0
 Govi-Altai, Other,2024,10.0
 Govi-Altai, Other,2023,10.0
 Govi-Altai, Other,2022,10.0
 Govi-Altai, Other,2021,10.0
 Govi-Altai, Other,2020,0.0
 Govi-Altai, Other,2019,0.0
 Govi-Altai, Other,2018,0.0
 Govi-Altai, Other,2017,0.0
 Govi-Altai, Other,2016,64.0
 Govi-Altai, Other,2015,0.0
 Zavkhan,Total,2025,556.0
 Zavkhan,Total,2024,630.0
 Zavkhan,Total,2023,633.0
 Zavkhan,Total,2022,632.0
 Zavkhan,Total,2021,1323.0
 Zavkhan,Total,2020,674.0
 Zavkhan,Total,2019,552.0
 Zavkhan,Total,2018,572.0
 Zavkhan,Total,2017,587.0
 Zavkhan,Total,2016,574.0
 Zavkhan,Total,2015,497.0
 Zavkhan, Internal medicine,2025,163.0
 Zavkhan, Internal medicine,2024,190.0
 Zavkhan, Internal medicine,2023,194.0
 Zavkhan, Internal medicine,2022,192.0
 Zavkhan, Internal medicine,2021,184.0
 Zavkhan, Internal medicine,2020,216.0
 Zavkhan, Internal medicine,2019,194.0
 Zavkhan, Internal medicine,2018,213.0
 Zavkhan, Internal medicine,2017,223.0
 Zavkhan, Internal medicine,2016,179.0
 Zavkhan, Internal medicine,2015,179.0
 Zavkhan, Surgery,2025,34.0
 Zavkhan, Surgery,2024,35.0
 Zavkhan, Surgery,2023,35.0
 Zavkhan, Surgery,2022,35.0
 Zavkhan, Surgery,2021,34.0
 Zavkhan, Surgery,2020,35.0
 Zavkhan, Surgery,2019,29.0
 Zavkhan, Surgery,2018,31.0
 Zavkhan, Surgery,2017,31.0
 Zavkhan, Surgery,2016,24.0
 Zavkhan, Surgery,2015,24.0
 Zavkhan, Obstetrics,2025,53.0
 Zavkhan, Obstetrics,2024,57.0
 Zavkhan, Obstetrics,2023,57.0
 Zavkhan, Obstetrics,2022,56.0
 Zavkhan, Obstetrics,2021,58.0
 Zavkhan, Obstetrics,2020,60.0
 Zavkhan, Obstetrics,2019,60.0
 Zavkhan, Obstetrics,2018,58.0
 Zavkhan, Obstetrics,2017,59.0
 Zavkhan, Obstetrics,2016,64.0
 Zavkhan, Obstetrics,2015,64.0
 Zavkhan, Gyneacology,2025,18.0
 Zavkhan, Gyneacology,2024,22.0
 Zavkhan, Gyneacology,2023,23.0
 Zavkhan, Gyneacology,2022,23.0
 Zavkhan, Gyneacology,2021,30.0
 Zavkhan, Gyneacology,2020,25.0
 Zavkhan, Gyneacology,2019,17.0
 Zavkhan, Gyneacology,2018,17.0
 Zavkhan, Gyneacology,2017,18.0
 Zavkhan, Gyneacology,2016,13.0
 Zavkhan, Gyneacology,2015,13.0
 Zavkhan, Pediatrics,2025,73.0
 Zavkhan, Pediatrics,2024,98.0
 Zavkhan, Pediatrics,2023,96.0
 Zavkhan, Pediatrics,2022,93.0
 Zavkhan, Pediatrics,2021,87.0
 Zavkhan, Pediatrics,2020,87.0
 Zavkhan, Pediatrics,2019,81.0
 Zavkhan, Pediatrics,2018,82.0
 Zavkhan, Pediatrics,2017,89.0
 Zavkhan, Pediatrics,2016,72.0
 Zavkhan, Pediatrics,2015,72.0
 Zavkhan, Infections,2025,41.0
 Zavkhan, Infections,2024,41.0
 Zavkhan, Infections,2023,44.0
 Zavkhan, Infections,2022,42.0
 Zavkhan, Infections,2021,739.0
 Zavkhan, Infections,2020,33.0
 Zavkhan, Infections,2019,36.0
 Zavkhan, Infections,2018,36.0
 Zavkhan, Infections,2017,39.0
 Zavkhan, Infections,2016,37.0
 Zavkhan, Infections,2015,37.0
 Zavkhan, Dermatology,2025,14.0
 Zavkhan, Dermatology,2024,16.0
 Zavkhan, Dermatology,2023,16.0
 Zavkhan, Dermatology,2022,16.0
 Zavkhan, Dermatology,2021,12.0
 Zavkhan, Dermatology,2020,13.0
 Zavkhan, Dermatology,2019,6.0
 Zavkhan, Dermatology,2018,6.0
 Zavkhan, Dermatology,2017,8.0
 Zavkhan, Dermatology,2016,5.0
 Zavkhan, Dermatology,2015,5.0
 Zavkhan, Tuberculosis,2025,5.0
 Zavkhan, Tuberculosis,2024,10.0
 Zavkhan, Tuberculosis,2023,10.0
 Zavkhan, Tuberculosis,2022,10.0
 Zavkhan, Tuberculosis,2021,11.0
 Zavkhan, Tuberculosis,2020,11.0
 Zavkhan, Tuberculosis,2019,8.0
 Zavkhan, Tuberculosis,2018,8.0
 Zavkhan, Tuberculosis,2017,8.0
 Zavkhan, Tuberculosis,2016,5.0
 Zavkhan, Tuberculosis,2015,5.0
 Zavkhan, Neurology,2025,33.0
 Zavkhan, Neurology,2024,39.0
 Zavkhan, Neurology,2023,39.0
 Zavkhan, Neurology,2022,47.0
 Zavkhan, Neurology,2021,50.0
 Zavkhan, Neurology,2020,15.0
 Zavkhan, Neurology,2019,53.0
 Zavkhan, Neurology,2018,53.0
 Zavkhan, Neurology,2017,55.0
 Zavkhan, Neurology,2016,55.0
 Zavkhan, Neurology,2015,55.0
 Zavkhan, Psychiatry & narcology,2025,10.0
 Zavkhan, Psychiatry & narcology,2024,12.0
 Zavkhan, Psychiatry & narcology,2023,12.0
 Zavkhan, Psychiatry & narcology,2022,12.0
 Zavkhan, Psychiatry & narcology,2021,12.0
 Zavkhan, Psychiatry & narcology,2020,12.0
 Zavkhan, Psychiatry & narcology,2019,11.0
 Zavkhan, Psychiatry & narcology,2018,11.0
 Zavkhan, Psychiatry & narcology,2017,11.0
 Zavkhan, Psychiatry & narcology,2016,3.0
 Zavkhan, Psychiatry & narcology,2015,3.0
 Zavkhan, Traumatology,2025,8.0
 Zavkhan, Traumatology,2024,10.0
 Zavkhan, Traumatology,2023,10.0
 Zavkhan, Traumatology,2022,10.0
 Zavkhan, Traumatology,2021,10.0
 Zavkhan, Traumatology,2020,10.0
 Zavkhan, Traumatology,2019,5.0
 Zavkhan, Traumatology,2018,5.0
 Zavkhan, Traumatology,2017,5.0
 Zavkhan, Traumatology,2016,5.0
 Zavkhan, Traumatology,2015,5.0
 Zavkhan, Nephrology,2025,
 Zavkhan, Nephrology,2024,
 Zavkhan, Nephrology,2023,0.0
 Zavkhan, Nephrology,2022,0.0
 Zavkhan, Nephrology,2021,0.0
 Zavkhan, Nephrology,2020,0.0
 Zavkhan, Nephrology,2019,0.0
 Zavkhan, Nephrology,2018,0.0
 Zavkhan, Nephrology,2017,0.0
 Zavkhan, Nephrology,2016,0.0
 Zavkhan, Nephrology,2015,0.0
 Zavkhan, Urology,2025,
 Zavkhan, Urology,2024,
 Zavkhan, Urology,2023,0.0
 Zavkhan, Urology,2022,0.0
 Zavkhan, Urology,2021,0.0
 Zavkhan, Urology,2020,0.0
 Zavkhan, Urology,2019,0.0
 Zavkhan, Urology,2018,0.0
 Zavkhan, Urology,2017,0.0
 Zavkhan, Urology,2016,0.0
 Zavkhan, Urology,2015,0.0
 Zavkhan, Anaesthesiology,2025,5.0
 Zavkhan, Anaesthesiology,2024,7.0
 Zavkhan, Anaesthesiology,2023,7.0
 Zavkhan, Anaesthesiology,2022,7.0
 Zavkhan, Anaesthesiology,2021,5.0
 Zavkhan, Anaesthesiology,2020,5.0
 Zavkhan, Anaesthesiology,2019,5.0
 Zavkhan, Anaesthesiology,2018,5.0
 Zavkhan, Anaesthesiology,2017,5.0
 Zavkhan, Anaesthesiology,2016,5.0
 Zavkhan, Anaesthesiology,2015,5.0
 Zavkhan, Ophtalmology,2025,2.0
 Zavkhan, Ophtalmology,2024,2.0
 Zavkhan, Ophtalmology,2023,2.0
 Zavkhan, Ophtalmology,2022,2.0
 Zavkhan, Ophtalmology,2021,2.0
 Zavkhan, Ophtalmology,2020,2.0
 Zavkhan, Ophtalmology,2019,1.0
 Zavkhan, Ophtalmology,2018,1.0
 Zavkhan, Ophtalmology,2017,1.0
 Zavkhan, Ophtalmology,2016,1.0
 Zavkhan, Ophtalmology,2015,1.0
 Zavkhan, Otorhinolaryngology,2025,5.0
 Zavkhan, Otorhinolaryngology,2024,3.0
 Zavkhan, Otorhinolaryngology,2023,3.0
 Zavkhan, Otorhinolaryngology,2022,3.0
 Zavkhan, Otorhinolaryngology,2021,3.0
 Zavkhan, Otorhinolaryngology,2020,3.0
 Zavkhan, Otorhinolaryngology,2019,1.0
 Zavkhan, Otorhinolaryngology,2018,1.0
 Zavkhan, Otorhinolaryngology,2017,1.0
 Zavkhan, Otorhinolaryngology,2016,1.0
 Zavkhan, Otorhinolaryngology,2015,1.0
 Zavkhan, Dentist & stamatology,2025,2.0
 Zavkhan, Dentist & stamatology,2024,3.0
 Zavkhan, Dentist & stamatology,2023,3.0
 Zavkhan, Dentist & stamatology,2022,3.0
 Zavkhan, Dentist & stamatology,2021,3.0
 Zavkhan, Dentist & stamatology,2020,3.0
 Zavkhan, Dentist & stamatology,2019,1.0
 Zavkhan, Dentist & stamatology,2018,1.0
 Zavkhan, Dentist & stamatology,2017,1.0
 Zavkhan, Dentist & stamatology,2016,1.0
 Zavkhan, Dentist & stamatology,2015,1.0
 Zavkhan, Oncology,2025,6.0
 Zavkhan, Oncology,2024,
 Zavkhan, Oncology,2023,0.0
 Zavkhan, Oncology,2022,0.0
 Zavkhan, Oncology,2021,0.0
 Zavkhan, Oncology,2020,0.0
 Zavkhan, Oncology,2019,0.0
 Zavkhan, Oncology,2018,0.0
 Zavkhan, Oncology,2017,7.0
 Zavkhan, Oncology,2016,7.0
 Zavkhan, Oncology,2015,6.0
 Zavkhan, Traditional medicine,2025,60.0
 Zavkhan, Traditional medicine,2024,65.0
 Zavkhan, Traditional medicine,2023,65.0
 Zavkhan, Traditional medicine,2022,65.0
 Zavkhan, Traditional medicine,2021,55.0
 Zavkhan, Traditional medicine,2020,53.0
 Zavkhan, Traditional medicine,2019,37.0
 Zavkhan, Traditional medicine,2018,37.0
 Zavkhan, Traditional medicine,2017,26.0
 Zavkhan, Traditional medicine,2016,26.0
 Zavkhan, Traditional medicine,2015,21.0
 Zavkhan, Palliative care,2025,10.0
 Zavkhan, Palliative care,2024,12.0
 Zavkhan, Palliative care,2023,12.0
 Zavkhan, Palliative care,2022,13.0
 Zavkhan, Palliative care,2021,9.0
 Zavkhan, Palliative care,2020,8.0
 Zavkhan, Palliative care,2019,7.0
 Zavkhan, Palliative care,2018,7.0
 Zavkhan, Palliative care,2017,0.0
 Zavkhan, Palliative care,2016,0.0
 Zavkhan, Palliative care,2015,0.0
 Zavkhan, Other,2025,14.0
 Zavkhan, Other,2024,8.0
 Zavkhan, Other,2023,5.0
 Zavkhan, Other,2022,3.0
 Zavkhan, Other,2021,19.0
 Zavkhan, Other,2020,83.0
 Zavkhan, Other,2019,0.0
 Zavkhan, Other,2018,0.0
 Zavkhan, Other,2017,0.0
 Zavkhan, Other,2016,71.0
 Zavkhan, Other,2015,0.0
 Uvs,Total,2025,552.0
 Uvs,Total,2024,565.0
 Uvs,Total,2023,562.0
 Uvs,Total,2022,558.0
 Uvs,Total,2021,575.0
 Uvs,Total,2020,610.0
 Uvs,Total,2019,589.0
 Uvs,Total,2018,588.0
 Uvs,Total,2017,551.0
 Uvs,Total,2016,571.0
 Uvs,Total,2015,540.0
 Uvs, Internal medicine,2025,198.0
 Uvs, Internal medicine,2024,213.0
 Uvs, Internal medicine,2023,201.0
 Uvs, Internal medicine,2022,208.0
 Uvs, Internal medicine,2021,218.0
 Uvs, Internal medicine,2020,213.0
 Uvs, Internal medicine,2019,224.0
 Uvs, Internal medicine,2018,228.0
 Uvs, Internal medicine,2017,201.0
 Uvs, Internal medicine,2016,182.0
 Uvs, Internal medicine,2015,182.0
 Uvs, Surgery,2025,25.0
 Uvs, Surgery,2024,28.0
 Uvs, Surgery,2023,26.0
 Uvs, Surgery,2022,25.0
 Uvs, Surgery,2021,27.0
 Uvs, Surgery,2020,27.0
 Uvs, Surgery,2019,27.0
 Uvs, Surgery,2018,27.0
 Uvs, Surgery,2017,27.0
 Uvs, Surgery,2016,27.0
 Uvs, Surgery,2015,27.0
 Uvs, Obstetrics,2025,66.0
 Uvs, Obstetrics,2024,66.0
 Uvs, Obstetrics,2023,66.0
 Uvs, Obstetrics,2022,64.0
 Uvs, Obstetrics,2021,66.0
 Uvs, Obstetrics,2020,66.0
 Uvs, Obstetrics,2019,65.0
 Uvs, Obstetrics,2018,65.0
 Uvs, Obstetrics,2017,63.0
 Uvs, Obstetrics,2016,62.0
 Uvs, Obstetrics,2015,62.0
 Uvs, Gyneacology,2025,23.0
 Uvs, Gyneacology,2024,22.0
 Uvs, Gyneacology,2023,23.0
 Uvs, Gyneacology,2022,24.0
 Uvs, Gyneacology,2021,28.0
 Uvs, Gyneacology,2020,29.0
 Uvs, Gyneacology,2019,28.0
 Uvs, Gyneacology,2018,28.0
 Uvs, Gyneacology,2017,25.0
 Uvs, Gyneacology,2016,25.0
 Uvs, Gyneacology,2015,25.0
 Uvs, Pediatrics,2025,99.0
 Uvs, Pediatrics,2024,99.0
 Uvs, Pediatrics,2023,98.0
 Uvs, Pediatrics,2022,98.0
 Uvs, Pediatrics,2021,97.0
 Uvs, Pediatrics,2020,101.0
 Uvs, Pediatrics,2019,97.0
 Uvs, Pediatrics,2018,94.0
 Uvs, Pediatrics,2017,90.0
 Uvs, Pediatrics,2016,111.0
 Uvs, Pediatrics,2015,111.0
 Uvs, Infections,2025,32.0
 Uvs, Infections,2024,33.0
 Uvs, Infections,2023,33.0
 Uvs, Infections,2022,33.0
 Uvs, Infections,2021,31.0
 Uvs, Infections,2020,31.0
 Uvs, Infections,2019,31.0
 Uvs, Infections,2018,31.0
