Бүс,Үзүүлэлт,Он,value
            Завхан,Мэс засал,2018,31.0
            Завхан,Мэс засал,2017,31.0
            Завхан,Мэс засал,2016,24.0
            Завхан,Мэс засал,2015,24.0
            Завхан,Төрөх,2025,53.0
            Завхан,Төрөх,2024,57.0
            Завхан,Төрөх,2023,57.0
            Завхан,Төрөх,2022,56.0
            Завхан,Төрөх,2021,58.0
            Завхан,Төрөх,2020,60.0
            Завхан,Төрөх,2019,60.0
            Завхан,Төрөх,2018,58.0
            Завхан,Төрөх,2017,59.0
            Завхан,Төрөх,2016,64.0
            Завхан,Төрөх,2015,64.0
            Завхан,Эмэгтэйчүүд,2025,18.0
            Завхан,Эмэгтэйчүүд,2024,22.0
            Завхан,Эмэгтэйчүүд,2023,23.0
            Завхан,Эмэгтэйчүүд,2022,23.0
            Завхан,Эмэгтэйчүүд,2021,30.0
            Завхан,Эмэгтэйчүүд,2020,25.0
            Завхан,Эмэгтэйчүүд,2019,17.0
            Завхан,Эмэгтэйчүүд,2018,17.0
            Завхан,Эмэгтэйчүүд,2017,18.0
            Завхан,Эмэгтэйчүүд,2016,13.0
            Завхан,Эмэгтэйчүүд,2015,13.0
            Завхан,Хүүхэд,2025,73.0
            Завхан,Хүүхэд,2024,98.0
            Завхан,Хүүхэд,2023,96.0
            Завхан,Хүүхэд,2022,93.0
            Завхан,Хүүхэд,2021,87.0
            Завхан,Хүүхэд,2020,87.0
            Завхан,Хүүхэд,2019,81.0
            Завхан,Хүүхэд,2018,82.0
            Завхан,Хүүхэд,2017,89.0
            Завхан,Хүүхэд,2016,72.0
            Завхан,Хүүхэд,2015,72.0
            Завхан,Халдварт,2025,41.0
            Завхан,Халдварт,2024,41.0
            Завхан,Халдварт,2023,44.0
            Завхан,Халдварт,2022,42.0
            Завхан,Халдварт,2021,739.0
            Завхан,Халдварт,2020,33.0
            Завхан,Халдварт,2019,36.0
            Завхан,Халдварт,2018,36.0
            Завхан,Халдварт,2017,39.0
            Завхан,Халдварт,2016,37.0
            Завхан,Халдварт,2015,37.0
            Завхан,Арьс харшил,2025,14.0
            Завхан,Арьс харшил,2024,16.0
            Завхан,Арьс харшил,2023,16.0
            Завхан,Арьс харшил,2022,16.0
            Завхан,Арьс харшил,2021,12.0
            Завхан,Арьс харшил,2020,13.0
            Завхан,Арьс харшил,2019,6.0
            Завхан,Арьс харшил,2018,6.0
            Завхан,Арьс харшил,2017,8.0
            Завхан,Арьс харшил,2016,5.0
            Завхан,Арьс харшил,2015,5.0
            Завхан,Сүрьеэ,2025,5.0
            Завхан,Сүрьеэ,2024,10.0
            Завхан,Сүрьеэ,2023,10.0
            Завхан,Сүрьеэ,2022,10.0
            Завхан,Сүрьеэ,2021,11.0
            Завхан,Сүрьеэ,2020,11.0
            Завхан,Сүрьеэ,2019,8.0
            Завхан,Сүрьеэ,2018,8.0
            Завхан,Сүрьеэ,2017,8.0
            Завхан,Сүрьеэ,2016,5.0
            Завхан,Сүрьеэ,2015,5.0
            Завхан,Мэдрэл,2025,33.0
            Завхан,Мэдрэл,2024,39.0
            Завхан,Мэдрэл,2023,39.0
            Завхан,Мэдрэл,2022,47.0
            Завхан,Мэдрэл,2021,50.0
            Завхан,Мэдрэл,2020,15.0
            Завхан,Мэдрэл,2019,53.0
            Завхан,Мэдрэл,2018,53.0
            Завхан,Мэдрэл,2017,55.0
            Завхан,Мэдрэл,2016,55.0
            Завхан,Мэдрэл,2015,55.0
            Завхан,Сэтгэц,2025,10.0
            Завхан,Сэтгэц,2024,12.0
            Завхан,Сэтгэц,2023,12.0
            Завхан,Сэтгэц,2022,12.0
            Завхан,Сэтгэц,2021,12.0
            Завхан,Сэтгэц,2020,12.0
            Завхан,Сэтгэц,2019,11.0
            Завхан,Сэтгэц,2018,11.0
            Завхан,Сэтгэц,2017,11.0
            Завхан,Сэтгэц,2016,3.0
            Завхан,Сэтгэц,2015,3.0
            Завхан,Гэмтэл,2025,8.0
            Завхан,Гэмтэл,2024,10.0
            Завхан,Гэмтэл,2023,10.0
            Завхан,Гэмтэл,2022,10.0
            Завхан,Гэмтэл,2021,10.0
            Завхан,Гэмтэл,2020,10.0
            Завхан,Гэмтэл,2019,5.0
            Завхан,Гэмтэл,2018,5.0
            Завхан,Гэмтэл,2017,5.0
            Завхан,Гэмтэл,2016,5.0
            Завхан,Гэмтэл,2015,5.0
            Завхан,Нефролог,2025,
            Завхан,Нефролог,2024,
            Завхан,Нефролог,2023,0.0
            Завхан,Нефролог,2022,0.0
            Завхан,Нефролог,2021,0.0
            Завхан,Нефролог,2020,0.0
            Завхан,Нефролог,2019,0.0
            Завхан,Нефролог,2018,0.0
            Завхан,Нефролог,2017,0.0
            Завхан,Нефролог,2016,0.0
            Завхан,Нефролог,2015,0.0
            Завхан,Уролог,2025,
            Завхан,Уролог,2024,
            Завхан,Уролог,2023,0.0
            Завхан,Уролог,2022,0.0
            Завхан,Уролог,2021,0.0
            Завхан,Уролог,2020,0.0
            Завхан,Уролог,2019,0.0
            Завхан,Уролог,2018,0.0
            Завхан,Уролог,2017,0.0
            Завхан,Уролог,2016,0.0
            Завхан,Уролог,2015,0.0
            Завхан,"Эрчимт эмчилгээ, сэхээн амьдруулах",2025,5.0
            Завхан,"Эрчимт эмчилгээ, сэхээн амьдруулах",2024,7.0
            Завхан,"Эрчимт эмчилгээ, сэхээн амьдруулах",2023,7.0
            Завхан,"Эрчимт эмчилгээ, сэхээн амьдруулах",2022,7.0
            Завхан,"Эрчимт эмчилгээ, сэхээн амьдруулах",2021,5.0
            Завхан,"Эрчимт эмчилгээ, сэхээн амьдруулах",2020,5.0
            Завхан,"Эрчимт эмчилгээ, сэхээн амьдруулах",2019,5.0
            Завхан,"Эрчимт эмчилгээ, сэхээн амьдруулах",2018,5.0
            Завхан,"Эрчимт эмчилгээ, сэхээн амьдруулах",2017,5.0
            Завхан,"Эрчимт эмчилгээ, сэхээн амьдруулах",2016,5.0
            Завхан,"Эрчимт эмчилгээ, сэхээн амьдруулах",2015,5.0
            Завхан,Нүд,2025,2.0
            Завхан,Нүд,2024,2.0
            Завхан,Нүд,2023,2.0
            Завхан,Нүд,2022,2.0
            Завхан,Нүд,2021,2.0
            Завхан,Нүд,2020,2.0
            Завхан,Нүд,2019,1.0
            Завхан,Нүд,2018,1.0
            Завхан,Нүд,2017,1.0
            Завхан,Нүд,2016,1.0
            Завхан,Нүд,2015,1.0
            Завхан,"Чих, хамар хоолой",2025,5.0
            Завхан,"Чих, хамар хоолой",2024,3.0
            Завхан,"Чих, хамар хоолой",2023,3.0
            Завхан,"Чих, хамар хоолой",2022,3.0
            Завхан,"Чих, хамар хоолой",2021,3.0
            Завхан,"Чих, хамар хоолой",2020,3.0
            Завхан,"Чих, хамар хоолой",2019,1.0
            Завхан,"Чих, хамар хоолой",2018,1.0
            Завхан,"Чих, хамар хоолой",2017,1.0
            Завхан,"Чих, хамар хоолой",2016,1.0
            Завхан,"Чих, хамар хоолой",2015,1.0
            Завхан,Эрүү нүүр,2025,2.0
            Завхан,Эрүү нүүр,2024,3.0
            Завхан,Эрүү нүүр,2023,3.0
            Завхан,Эрүү нүүр,2022,3.0
            Завхан,Эрүү нүүр,2021,3.0
            Завхан,Эрүү нүүр,2020,3.0
            Завхан,Эрүү нүүр,2019,1.0
            Завхан,Эрүү нүүр,2018,1.0
            Завхан,Эрүү нүүр,2017,1.0
            Завхан,Эрүү нүүр,2016,1.0
            Завхан,Эрүү нүүр,2015,1.0
            Завхан,Хавдар,2025,6.0
            Завхан,Хавдар,2024,
            Завхан,Хавдар,2023,0.0
            Завхан,Хавдар,2022,0.0
            Завхан,Хавдар,2021,0.0
            Завхан,Хавдар,2020,0.0
            Завхан,Хавдар,2019,0.0
            Завхан,Хавдар,2018,0.0
            Завхан,Хавдар,2017,7.0
            Завхан,Хавдар,2016,7.0
            Завхан,Хавдар,2015,6.0
            Завхан,Уламжлалт эмчилгээ,2025,60.0
            Завхан,Уламжлалт эмчилгээ,2024,65.0
            Завхан,Уламжлалт эмчилгээ,2023,65.0
            Завхан,Уламжлалт эмчилгээ,2022,65.0
            Завхан,Уламжлалт эмчилгээ,2021,55.0
            Завхан,Уламжлалт эмчилгээ,2020,53.0
            Завхан,Уламжлалт эмчилгээ,2019,37.0
            Завхан,Уламжлалт эмчилгээ,2018,37.0
            Завхан,Уламжлалт эмчилгээ,2017,26.0
            Завхан,Уламжлалт эмчилгээ,2016,26.0
            Завхан,Уламжлалт эмчилгээ,2015,21.0
            Завхан,Хөнгөвчлөх эмчилгээ,2025,10.0
            Завхан,Хөнгөвчлөх эмчилгээ,2024,12.0
            Завхан,Хөнгөвчлөх эмчилгээ,2023,12.0
            Завхан,Хөнгөвчлөх эмчилгээ,2022,13.0
            Завхан,Хөнгөвчлөх эмчилгээ,2021,9.0
            Завхан,Хөнгөвчлөх эмчилгээ,2020,8.0
            Завхан,Хөнгөвчлөх эмчилгээ,2019,7.0
            Завхан,Хөнгөвчлөх эмчилгээ,2018,7.0
            Завхан,Хөнгөвчлөх эмчилгээ,2017,0.0
            Завхан,Хөнгөвчлөх эмчилгээ,2016,0.0
            Завхан,Хөнгөвчлөх эмчилгээ,2015,0.0
            Завхан,Бусад,2025,14.0
            Завхан,Бусад,2024,8.0
            Завхан,Бусад,2023,5.0
            Завхан,Бусад,2022,3.0
            Завхан,Бусад,2021,19.0
            Завхан,Бусад,2020,83.0
            Завхан,Бусад,2019,0.0
            Завхан,Бусад,2018,0.0
            Завхан,Бусад,2017,0.0
            Завхан,Бусад,2016,71.0
            Завхан,Бусад,2015,0.0
            Увс,Нийт,2025,552.0
            Увс,Нийт,2024,565.0
            Увс,Нийт,2023,562.0
            Увс,Нийт,2022,558.0
            Увс,Нийт,2021,575.0
            Увс,Нийт,2020,610.0
            Увс,Нийт,2019,589.0
            Увс,Нийт,2018,588.0
            Увс,Нийт,2017,551.0
            Увс,Нийт,2016,571.0
            Увс,Нийт,2015,540.0
            Увс,Дотор,2025,198.0
            Увс,Дотор,2024,213.0
            Увс,Дотор,2023,201.0
            Увс,Дотор,2022,208.0
            Увс,Дотор,2021,218.0
            Увс,Дотор,2020,213.0
            Увс,Дотор,2019,224.0
            Увс,Дотор,2018,228.0
            Увс,Дотор,2017,201.0
            Увс,Дотор,2016,182.0
            Увс,Дотор,2015,182.0
            Увс,Мэс засал,2025,25.0
            Увс,Мэс засал,2024,28.0
            Увс,Мэс засал,2023,26.0
            Увс,Мэс засал,2022,25.0
            Увс,Мэс засал,2021,27.0
            Увс,Мэс засал,2020,27.0
            Увс,Мэс засал,2019,27.0
            Увс,Мэс засал,2018,27.0
            Увс,Мэс засал,2017,27.0
            Увс,Мэс засал,2016,27.0
            Увс,Мэс засал,2015,27.0
            Увс,Төрөх,2025,66.0
            Увс,Төрөх,2024,66.0
            Увс,Төрөх,2023,66.0
            Увс,Төрөх,2022,64.0
            Увс,Төрөх,2021,66.0
            Увс,Төрөх,2020,66.0
            Увс,Төрөх,2019,65.0
            Увс,Төрөх,2018,65.0
            Увс,Төрөх,2017,63.0
            Увс,Төрөх,2016,62.0
            Увс,Төрөх,2015,62.0
            Увс,Эмэгтэйчүүд,2025,23.0
            Увс,Эмэгтэйчүүд,2024,22.0
            Увс,Эмэгтэйчүүд,2023,23.0
            Увс,Эмэгтэйчүүд,2022,24.0
            Увс,Эмэгтэйчүүд,2021,28.0
            Увс,Эмэгтэйчүүд,2020,29.0
            Увс,Эмэгтэйчүүд,2019,28.0
            Увс,Эмэгтэйчүүд,2018,28.0
            Увс,Эмэгтэйчүүд,2017,25.0
            Увс,Эмэгтэйчүүд,2016,25.0
            Увс,Эмэгтэйчүүд,2015,25.0
            Увс,Хүүхэд,2025,99.0
            Увс,Хүүхэд,2024,99.0
            Увс,Хүүхэд,2023,98.0
            Увс,Хүүхэд,2022,98.0
            Увс,Хүүхэд,2021,97.0
            Увс,Хүүхэд,2020,101.0
            Увс,Хүүхэд,2019,97.0
            Увс,Хүүхэд,2018,94.0
            Увс,Хүүхэд,2017,90.0
            Увс,Хүүхэд,2016,111.0
            Увс,Хүүхэд,2015,111.0
            Увс,Халдварт,2025,32.0
            Увс,Халдварт,2024,33.0
            Увс,Халдварт,2023,33.0
            Увс,Халдварт,2022,33.0
            Увс,Халдварт,2021,31.0
            Увс,Халдварт,2020,31.0
            Увс,Халдварт,2019,31.0
            Увс,Халдварт,2018,31.0
            Увс,Халдварт,2017,32.0
            Увс,Халдварт,2016,27.0
            Увс,Халдварт,2015,27.0
            Увс,Арьс харшил,2025,10.0
            Увс,Арьс харшил,2024,10.0
            Увс,Арьс харшил,2023,10.0
            Увс,Арьс харшил,2022,10.0
            Увс,Арьс харшил,2021,10.0
            Увс,Арьс харшил,2020,10.0
            Увс,Арьс харшил,2019,10.0
            Увс,Арьс харшил,2018,10.0
            Увс,Арьс харшил,2017,10.0
            Увс,Арьс харшил,2016,10.0
            Увс,Арьс харшил,2015,10.0
            Увс,Сүрьеэ,2025,11.0
            Увс,Сүрьеэ,2024,11.0
            Увс,Сүрьеэ,2023,11.0
            Увс,Сүрьеэ,2022,11.0
            Увс,Сүрьеэ,2021,11.0
            Увс,Сүрьеэ,2020,11.0
            Увс,Сүрьеэ,2019,11.0
            Увс,Сүрьеэ,2018,11.0
            Увс,Сүрьеэ,2017,11.0
            Увс,Сүрьеэ,2016,9.0
            Увс,Сүрьеэ,2015,9.0
            Увс,Мэдрэл,2025,20.0
            Увс,Мэдрэл,2024,20.0
            Увс,Мэдрэл,2023,20.0
            Увс,Мэдрэл,2022,22.0
            Увс,Мэдрэл,2021,25.0
            Увс,Мэдрэл,2020,25.0
            Увс,Мэдрэл,2019,20.0
            Увс,Мэдрэл,2018,20.0
            Увс,Мэдрэл,2017,19.0
            Увс,Мэдрэл,2016,21.0
            Увс,Мэдрэл,2015,21.0
            Увс,Сэтгэц,2025,10.0
            Увс,Сэтгэц,2024,10.0
            Увс,Сэтгэц,2023,10.0
            Увс,Сэтгэц,2022,10.0
            Увс,Сэтгэц,2021,10.0
            Увс,Сэтгэц,2020,10.0
            Увс,Сэтгэц,2019,10.0
            Увс,Сэтгэц,2018,10.0
            Увс,Сэтгэц,2017,10.0
            Увс,Сэтгэц,2016,6.0
            Увс,Сэтгэц,2015,6.0
            Увс,Гэмтэл,2025,13.0
            Увс,Гэмтэл,2024,10.0
            Увс,Гэмтэл,2023,10.0
            Увс,Гэмтэл,2022,10.0
            Увс,Гэмтэл,2021,10.0
            Увс,Гэмтэл,2020,10.0
            Увс,Гэмтэл,2019,8.0
            Увс,Гэмтэл,2018,8.0
            Увс,Гэмтэл,2017,8.0
            Увс,Гэмтэл,2016,8.0
            Увс,Гэмтэл,2015,8.0
            Увс,Нефролог,2025,
            Увс,Нефролог,2024,
            Увс,Нефролог,2023,0.0
            Увс,Нефролог,2022,0.0
            Увс,Нефролог,2021,0.0
            Увс,Нефролог,2020,0.0
            Увс,Нефролог,2019,0.0
            Увс,Нефролог,2018,0.0
            Увс,Нефролог,2017,0.0
            Увс,Нефролог,2016,0.0
            Увс,Нефролог,2015,0.0
            Увс,Уролог,2025,
            Увс,Уролог,2024,
            Увс,Уролог,2023,0.0
            Увс,Уролог,2022,0.0
            Увс,Уролог,2021,0.0
            Увс,Уролог,2020,0.0
            Увс,Уролог,2019,0.0
            Увс,Уролог,2018,0.0
            Увс,Уролог,2017,0.0
            Увс,Уролог,2016,0.0
            Увс,Уролог,2015,0.0
            Увс,"Эрчимт эмчилгээ, сэхээн амьдруулах",2025,3.0
            Увс,"Эрчимт эмчилгээ, сэхээн амьдруулах",2024,3.0
            Увс,"Эрчимт эмчилгээ, сэхээн амьдруулах",2023,3.0
            Увс,"Эрчимт эмчилгээ, сэхээн амьдруулах",2022,3.0
            Увс,"Эрчимт эмчилгээ, сэхээн амьдруулах",2021,4.0
            Увс,"Эрчимт эмчилгээ, сэхээн амьдруулах",2020,4.0
            Увс,"Эрчимт эмчилгээ, сэхээн амьдруулах",2019,4.0
            Увс,"Эрчимт эмчилгээ, сэхээн амьдруулах",2018,4.0
            Увс,"Эрчимт эмчилгээ, сэхээн амьдруулах",2017,4.0
            Увс,"Эрчимт эмчилгээ, сэхээн амьдруулах",2016,4.0
            Увс,"Эрчимт эмчилгээ, сэхээн амьдруулах",2015,4.0
            Увс,Нүд,2025,11.0
            Увс,Нүд,2024,11.0
            Увс,Нүд,2023,9.0
            Увс,Нүд,2022,9.0
            Увс,Нүд,2021,12.0
            Увс,Нүд,2020,10.0
            Увс,Нүд,2019,9.0
            Увс,Нүд,2018,9.0
            Увс,Нүд,2017,12.0
            Увс,Нүд,2016,8.0
            Увс,Нүд,2015,8.0
            Увс,"Чих, хамар хоолой",2025,2.0
            Увс,"Чих, хамар хоолой",2024,2.0
            Увс,"Чих, хамар хоолой",2023,2.0
            Увс,"Чих, хамар хоолой",2022,2.0
            Увс,"Чих, хамар хоолой",2021,2.0
            Увс,"Чих, хамар хоолой",2020,2.0
            Увс,"Чих, хамар хоолой",2019,4.0
            Увс,"Чих, хамар хоолой",2018,2.0
            Увс,"Чих, хамар хоолой",2017,2.0
            Увс,"Чих, хамар хоолой",2016,2.0
            Увс,"Чих, хамар хоолой",2015,2.0
            Увс,Эрүү нүүр,2025,1.0
            Увс,Эрүү нүүр,2024,1.0
            Увс,Эрүү нүүр,2023,1.0
            Увс,Эрүү нүүр,2022,1.0
            Увс,Эрүү нүүр,2021,1.0
            Увс,Эрүү нүүр,2020,1.0
            Увс,Эрүү нүүр,2019,1.0
            Увс,Эрүү нүүр,2018,1.0
            Увс,Эрүү нүүр,2017,1.0
            Увс,Эрүү нүүр,2016,1.0
            Увс,Эрүү нүүр,2015,1.0
            Увс,Хавдар,2025,8.0
            Увс,Хавдар,2024,8.0
            Увс,Хавдар,2023,8.0
            Увс,Хавдар,2022,8.0
            Увс,Хавдар,2021,8.0
            Увс,Хавдар,2020,8.0
            Увс,Хавдар,2019,8.0
            Увс,Хавдар,2018,8.0
            Увс,Хавдар,2017,6.0
            Увс,Хавдар,2016,8.0
            Увс,Хавдар,2015,8.0
            Увс,Уламжлалт эмчилгээ,2025,20.0
            Увс,Уламжлалт эмчилгээ,2024,18.0
            Увс,Уламжлалт эмчилгээ,2023,31.0
            Увс,Уламжлалт эмчилгээ,2022,20.0
            Увс,Уламжлалт эмчилгээ,2021,15.0
            Увс,Уламжлалт эмчилгээ,2020,15.0
            Увс,Уламжлалт эмчилгээ,2019,10.0
            Увс,Уламжлалт эмчилгээ,2018,10.0
            Увс,Уламжлалт эмчилгээ,2017,8.0
            Увс,Уламжлалт эмчилгээ,2016,8.0
            Увс,Уламжлалт эмчилгээ,2015,9.0
            Увс,Хөнгөвчлөх эмчилгээ,2025,
            Увс,Хөнгөвчлөх эмчилгээ,2024,
            Увс,Хөнгөвчлөх эмчилгээ,2023,0.0
            Увс,Хөнгөвчлөх эмчилгээ,2022,0.0
            Увс,Хөнгөвчлөх эмчилгээ,2021,0.0
            Увс,Хөнгөвчлөх эмчилгээ,2020,0.0
            Увс,Хөнгөвчлөх эмчилгээ,2019,0.0
            Увс,Хөнгөвчлөх эмчилгээ,2018,0.0
            Увс,Хөнгөвчлөх эмчилгээ,2017,0.0
            Увс,Хөнгөвчлөх эмчилгээ,2016,0.0
            Увс,Хөнгөвчлөх эмчилгээ,2015,0.0
            Увс,Бусад,2025,
            Увс,Бусад,2024,
            Увс,Бусад,2023,0.0
            Увс,Бусад,2022,0.0
            Увс,Бусад,2021,0.0
            Увс,Бусад,2020,37.0
            Увс,Бусад,2019,22.0
            Увс,Бусад,2018,22.0
            Увс,Бусад,2017,22.0
            Увс,Бусад,2016,52.0
            Увс,Бусад,2015,20.0
            Ховд,Нийт,2025,776.0
            Ховд,Нийт,2024,846.0
            Ховд,Нийт,2023,820.0
            Ховд,Нийт,2022,849.0
            Ховд,Нийт,2021,826.0
            Ховд,Нийт,2020,763.0
            Ховд,Нийт,2019,604.0
            Ховд,Нийт,2018,563.0
            Ховд,Нийт,2017,577.0
            Ховд,Нийт,2016,566.0
            Ховд,Нийт,2015,558.0
            Ховд,Дотор,2025,188.0
            Ховд,Дотор,2024,186.0
            Ховд,Дотор,2023,202.0
            Ховд,Дотор,2022,217.0
            Ховд,Дотор,2021,206.0
            Ховд,Дотор,2020,206.0
            Ховд,Дотор,2019,172.0
            Ховд,Дотор,2018,157.0
            Ховд,Дотор,2017,164.0
            Ховд,Дотор,2016,160.0
            Ховд,Дотор,2015,160.0
            Ховд,Мэс засал,2025,44.0
            Ховд,Мэс засал,2024,42.0
            Ховд,Мэс засал,2023,48.0
            Ховд,Мэс засал,2022,48.0
            Ховд,Мэс засал,2021,50.0
            Ховд,Мэс засал,2020,44.0
            Ховд,Мэс засал,2019,35.0
            Ховд,Мэс засал,2018,35.0
            Ховд,Мэс засал,2017,35.0
            Ховд,Мэс засал,2016,35.0
            Ховд,Мэс засал,2015,35.0
            Ховд,Төрөх,2025,62.0
            Ховд,Төрөх,2024,58.0
            Ховд,Төрөх,2023,55.0
            Ховд,Төрөх,2022,61.0
            Ховд,Төрөх,2021,63.0
            Ховд,Төрөх,2020,63.0
            Ховд,Төрөх,2019,54.0
            Ховд,Төрөх,2018,55.0
            Ховд,Төрөх,2017,53.0
            Ховд,Төрөх,2016,56.0
            Ховд,Төрөх,2015,56.0
            Ховд,Эмэгтэйчүүд,2025,41.0
            Ховд,Эмэгтэйчүүд,2024,37.0
            Ховд,Эмэгтэйчүүд,2023,40.0
            Ховд,Эмэгтэйчүүд,2022,41.0
            Ховд,Эмэгтэйчүүд,2021,40.0
            Ховд,Эмэгтэйчүүд,2020,41.0
            Ховд,Эмэгтэйчүүд,2019,35.0
            Ховд,Эмэгтэйчүүд,2018,35.0
            Ховд,Эмэгтэйчүүд,2017,35.0
            Ховд,Эмэгтэйчүүд,2016,35.0
            Ховд,Эмэгтэйчүүд,2015,35.0
            Ховд,Хүүхэд,2025,111.0
            Ховд,Хүүхэд,2024,111.0
            Ховд,Хүүхэд,2023,106.0
            Ховд,Хүүхэд,2022,102.0
            Ховд,Хүүхэд,2021,102.0
            Ховд,Хүүхэд,2020,102.0
            Ховд,Хүүхэд,2019,93.0
            Ховд,Хүүхэд,2018,93.0
            Ховд,Хүүхэд,2017,94.0
            Ховд,Хүүхэд,2016,97.0
            Ховд,Хүүхэд,2015,97.0
            Ховд,Халдварт,2025,46.0
            Ховд,Халдварт,2024,41.0
            Ховд,Халдварт,2023,40.0
            Ховд,Халдварт,2022,41.0
            Ховд,Халдварт,2021,45.0
            Ховд,Халдварт,2020,35.0
            Ховд,Халдварт,2019,34.0
            Ховд,Халдварт,2018,34.0
            Ховд,Халдварт,2017,33.0
            Ховд,Халдварт,2016,32.0
            Ховд,Халдварт,2015,32.0
            Ховд,Арьс харшил,2025,18.0
            Ховд,Арьс харшил,2024,18.0
            Ховд,Арьс харшил,2023,24.0
            Ховд,Арьс харшил,2022,22.0
            Ховд,Арьс харшил,2021,22.0
            Ховд,Арьс харшил,2020,22.0
            Ховд,Арьс харшил,2019,13.0
            Ховд,Арьс харшил,2018,13.0
            Ховд,Арьс харшил,2017,13.0
            Ховд,Арьс харшил,2016,13.0
            Ховд,Арьс харшил,2015,13.0
            Ховд,Сүрьеэ,2025,13.0
            Ховд,Сүрьеэ,2024,13.0
            Ховд,Сүрьеэ,2023,11.0
            Ховд,Сүрьеэ,2022,10.0
            Ховд,Сүрьеэ,2021,10.0
            Ховд,Сүрьеэ,2020,10.0
            Ховд,Сүрьеэ,2019,8.0
            Ховд,Сүрьеэ,2018,8.0
            Ховд,Сүрьеэ,2017,8.0
            Ховд,Сүрьеэ,2016,8.0
            Ховд,Сүрьеэ,2015,8.0
            Ховд,Мэдрэл,2025,66.0
            Ховд,Мэдрэл,2024,64.0
            Ховд,Мэдрэл,2023,74.0
            Ховд,Мэдрэл,2022,70.0
            Ховд,Мэдрэл,2021,68.0
            Ховд,Мэдрэл,2020,60.0
            Ховд,Мэдрэл,2019,41.0
            Ховд,Мэдрэл,2018,51.0
            Ховд,Мэдрэл,2017,41.0
            Ховд,Мэдрэл,2016,31.0
            Ховд,Мэдрэл,2015,31.0
            Ховд,Сэтгэц,2025,17.0
            Ховд,Сэтгэц,2024,17.0
            Ховд,Сэтгэц,2023,20.0
            Ховд,Сэтгэц,2022,20.0
            Ховд,Сэтгэц,2021,20.0
            Ховд,Сэтгэц,2020,20.0
            Ховд,Сэтгэц,2019,12.0
            Ховд,Сэтгэц,2018,12.0
            Ховд,Сэтгэц,2017,12.0
            Ховд,Сэтгэц,2016,12.0
            Ховд,Сэтгэц,2015,12.0
            Ховд,Гэмтэл,2025,17.0
            Ховд,Гэмтэл,2024,17.0
            Ховд,Гэмтэл,2023,20.0
            Ховд,Гэмтэл,2022,20.0
            Ховд,Гэмтэл,2021,20.0
            Ховд,Гэмтэл,2020,25.0
            Ховд,Гэмтэл,2019,6.0
            Ховд,Гэмтэл,2018,6.0
            Ховд,Гэмтэл,2017,6.0
            Ховд,Гэмтэл,2016,6.0
            Ховд,Гэмтэл,2015,6.0
            Ховд,Нефролог,2025,
            Ховд,Нефролог,2024,
            Ховд,Нефролог,2023,0.0
            Ховд,Нефролог,2022,0.0
            Ховд,Нефролог,2021,0.0
            Ховд,Нефролог,2020,0.0
            Ховд,Нефролог,2019,0.0
            Ховд,Нефролог,2018,0.0
            Ховд,Нефролог,2017,0.0
            Ховд,Нефролог,2016,0.0
            Ховд,Нефролог,2015,0.0
            Ховд,Уролог,2025,
            Ховд,Уролог,2024,
            Ховд,Уролог,2023,0.0
            Ховд,Уролог,2022,0.0
            Ховд,Уролог,2021,0.0
            Ховд,Уролог,2020,0.0
            Ховд,Уролог,2019,0.0
            Ховд,Уролог,2018,0.0
            Ховд,Уролог,2017,0.0
            Ховд,Уролог,2016,0.0
            Ховд,Уролог,2015,0.0
            Ховд,"Эрчимт эмчилгээ, сэхээн амьдруулах",2025,9.0
            Ховд,"Эрчимт эмчилгээ, сэхээн амьдруулах",2024,9.0
            Ховд,"Эрчимт эмчилгээ, сэхээн амьдруулах",2023,6.0
            Ховд,"Эрчимт эмчилгээ, сэхээн амьдруулах",2022,4.0
            Ховд,"Эрчимт эмчилгээ, сэхээн амьдруулах",2021,4.0
            Ховд,"Эрчимт эмчилгээ, сэхээн амьдруулах",2020,4.0
            Ховд,"Эрчимт эмчилгээ, сэхээн амьдруулах",2019,4.0
            Ховд,"Эрчимт эмчилгээ, сэхээн амьдруулах",2018,4.0
            Ховд,"Эрчимт эмчилгээ, сэхээн амьдруулах",2017,4.0
            Ховд,"Эрчимт эмчилгээ, сэхээн амьдруулах",2016,4.0
            Ховд,"Эрчимт эмчилгээ, сэхээн амьдруулах",2015,4.0
            Ховд,Нүд,2025,2.0
            Ховд,Нүд,2024,2.0
            Ховд,Нүд,2023,5.0
            Ховд,Нүд,2022,5.0
            Ховд,Нүд,2021,5.0
            Ховд,Нүд,2020,5.0
            Ховд,Нүд,2019,2.0
            Ховд,Нүд,2018,2.0
            Ховд,Нүд,2017,2.0
            Ховд,Нүд,2016,2.0
            Ховд,Нүд,2015,2.0
            Ховд,"Чих, хамар хоолой",2025,7.0
            Ховд,"Чих, хамар хоолой",2024,7.0
            Ховд,"Чих, хамар хоолой",2023,15.0
            Ховд,"Чих, хамар хоолой",2022,15.0
            Ховд,"Чих, хамар хоолой",2021,15.0
            Ховд,"Чих, хамар хоолой",2020,15.0
            Ховд,"Чих, хамар хоолой",2019,7.0
            Ховд,"Чих, хамар хоолой",2018,7.0
            Ховд,"Чих, хамар хоолой",2017,7.0
            Ховд,"Чих, хамар хоолой",2016,7.0
            Ховд,"Чих, хамар хоолой",2015,7.0
            Ховд,Эрүү нүүр,2025,2.0
