id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл
6818,,,Point,106.922694,47.918809,Зочид буудал
6819,,,Point,106.921721,47.924585,Зочид буудал
6820,,,Point,106.937856,47.924437,Зочид буудал
6821,,,Point,106.933793,47.922089,Зочид буудал
6822,,,Point,106.935754,47.918958,Зочид буудал
6823,,,Point,106.921134,47.920357,Зочид буудал
6824,,,Point,106.919124,47.921554,Зочид буудал
6825,,,Point,106.924971,47.925979,Зочид буудал
6826,,,Point,106.913937,47.912419,Зочид буудал
6827,,,Point,106.924912,47.912655,Зочид буудал
6828,,,Point,106.928249,47.915035,Зочид буудал
6829,,,Point,106.927564,47.915127,Зочид буудал
6830,,,Point,106.925625,47.914981,Зочид буудал
6831,,,Point,106.934325,47.918047,Зочид буудал
6832,,,Point,106.939707,47.919149,Зочид буудал
6833,,,Point,106.90894,47.908701,Зочид буудал
6834,,,Point,106.910191,47.905177,Зочид буудал
6835,,,Point,106.90851,47.900268,Зочид буудал
6836,,,Point,106.901792,47.923302,Зочид буудал
6837,,,Point,106.898081,47.91797,Зочид буудал
6838,,,Point,106.903136,47.919021,Зочид буудал
6839,,,Point,106.882381,47.911786,Зочид буудал
6840,,,Point,106.883045,47.911772,Зочид буудал
6841,,,Point,106.889872,47.918276,Зочид буудал
6842,,,Point,106.906951,47.923629,Зочид буудал
6843,,,Point,106.913472,47.929009,Зочид буудал
6844,,,Point,106.891792,47.909761,Зочид буудал
6845,,,Point,106.888662,47.912219,Зочид буудал
6846,,,Point,106.895608,47.911053,Зочид буудал
6847,,,Point,106.896156,47.910956,Зочид буудал
6848,,,Point,106.879336,47.913289,Зочид буудал
6849,,,Point,106.849399,47.911753,Зочид буудал
6850,,,Point,106.844248,47.912943,Зочид буудал
6851,,,Point,106.838304,47.915165,Зочид буудал
6852,,,Point,106.879918,47.919449,Зочид буудал
6853,,,Point,106.906842,47.923997,Зочид буудал
6854,,,Point,106.91771,47.930743,Зочид буудал
6855,,,Point,106.943968,47.920331,Зочид буудал
6856,,,Point,106.898127,47.917316,Зочид буудал
6857,,,Point,106.971824,47.916678,Зочид буудал
6858,,,Point,106.944089,47.911997,Зочид буудал
6859,,,Point,106.938306,47.914733,Зочид буудал
6860,,,Point,106.932684,47.91943,Зочид буудал
6861,,,Point,106.909602,47.913863,Зочид буудал
6862,,,Point,106.918851,47.926992,Зочид буудал
6863,,,Point,106.925189,47.929429,Зочид буудал
6864,,,Point,106.91465,47.919788,Зочид буудал
6865,,,Point,106.896054,47.915595,Зочид буудал
6866,,,Point,106.913956,47.926443,Зочид буудал
6867,,,Point,106.897467,47.922743,Зочид буудал
6868,,,Point,106.889904,47.921648,Зочид буудал
6869,,,Point,106.88336,47.918032,Зочид буудал
6870,,,Point,106.852796,47.912241,Зочид буудал
6871,,,Point,106.853449,47.905358,Зочид буудал
6872,,,Point,106.821729,47.909879,Зочид буудал
6873,,,Point,106.944455,47.917258,Зочид буудал
6874,,,Point,106.890698,47.90972,Зочид буудал
6875,,,Point,106.880658,47.921832,Зочид буудал
6876,,,Point,106.864837,47.913064,Зочид буудал
6877,,,Point,106.837306,47.912791,Зочид буудал
6878,,,Point,106.852268,47.913201,Зочид буудал
6879,,,Point,106.928241,47.91654,Зочид буудал
6880,,,Point,106.934976,47.918868,Зочид буудал
6881,,,Point,106.881311,47.927134,Зочид буудал
6882,,,Point,106.887078,47.91928,Зочид буудал
6883,,,Point,106.883392,47.909796,Зочид буудал
6884,,,Point,106.911646,47.922964,Зочид буудал
6885,,,Point,106.901234,47.92008,Зочид буудал
6886,,,Point,106.90965,47.921278,Зочид буудал
6887,,,Point,106.911413,47.926594,Зочид буудал
6888,,,Point,106.903553,47.910243,Зочид буудал
6889,,,Point,106.925922,47.922558,Зочид буудал
6890,,,Point,106.884829,47.91005,Зочид буудал
6891,,,Point,106.892879,47.909931,Зочид буудал
6892,,,Point,106.973237,47.912977,Зочид буудал
6893,,,Point,106.943687,47.919855,Зочид буудал
6894,,,Point,106.939713,47.917947,Зочид буудал
6895,,,Point,106.907289,47.917481,Зочид буудал
6896,,,Point,106.856336,47.825708,Зочид буудал
6897,,,Point,106.878194,47.92212,Зочид буудал
6898,,,Point,106.947828,47.919315,Зочид буудал
6899,,,Point,106.86492,47.914222,Зочид буудал
6900,,,Point,106.948517,47.923254,Зочид буудал
6901,,,Point,106.923901,47.932735,Зочид буудал
6902,,,Point,106.84546,47.911563,Зочид буудал
6903,,,Point,106.849833,47.913051,Зочид буудал
6904,,,Point,106.884325,47.9196,Зочид буудал
6905,,,Point,106.908501,47.917422,Зочид буудал
6906,,,Point,106.906507,47.917873,Зочид буудал
6907,,,Point,106.91494,47.916337,Зочид буудал
6908,,,Point,106.912903,47.9142,Зочид буудал
6909,,,Point,106.899046,47.921364,Зочид буудал
6910,,,Point,106.914498,47.915921,Зочид буудал
6911,,,Point,106.907581,47.917653,Зочид буудал
6912,,,Point,106.894331,47.911065,Зочид буудал
6913,,,Point,106.903883,47.916228,Зочид буудал
6914,,,Point,106.911232,47.918007,Зочид буудал
6915,,,Point,106.912285,47.917684,Зочид буудал
6916,,,Point,106.909966,47.917942,Зочид буудал
