id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Тогтоолын дугаар,Огноо
1046183,,Улаанбаатар хотын суурьшлын бүсийн хязгаар,Polygon,106.871401,47.907029,Улаанбаатар хотын суурьшлын бүсийн хязгаар,А/18,2017/01/09
