id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Архитектур төлөвлөлтийн даалгаврын дугаар,Дүүрэг,Хороо,Хаягийн бүс,Гудамж
3145021,ТОТ171759288440942,,Polygon,106.58614,47.837856,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1175,Хан-Уул,13-р хороо,"Хурганы аж ахуй /18420/, Аж үйлдвэрийн парк хэсэг /17174/",
3145022,ТОТ171759288441047,,Polygon,106.559086,47.832522,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1175,Хан-Уул,13-р хороо,Улаан овоот /17175/,
3145023,ТОТ171759288441179,,Polygon,106.573649,47.837689,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1175,Хан-Уул,13-р хороо,"Хурганы аж ахуй /18420/, Эмээлт уулын баруун хоолой /18472/, Улаан овоот /17175/, Суурьшилгүй бүс /18471/, Аж үйлдвэрийн парк хэсэг /17174/",
3145096,ТОТ181759371836609,,Polygon,106.769305,47.933696,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1179,Сонгинохайрхан,35-р хороо,Толгойт-6 /18105/,
3145156,ТОТ141759469963086,,Polygon,106.90983,47.90256,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1189,Хан-Уул,1-р хороо,19-р хороолол-1 /17030/,
3145170,ТОТ131759476073055,,Polygon,106.809859,47.927982,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1185,Сонгинохайрхан,26-р хороо,Толгойт-6 /18105/,
3145386,ТОТ161759825661138,,Polygon,106.805567,47.931238,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1186,Сонгинохайрхан,26-р хороо,Толгойт-6 /18105/,
3145392,ТОТ191759886784772,,Polygon,106.785719,47.941312,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1184,Сонгинохайрхан,36-р хороо,Толгойт-6 /18105/,
3145400,ТОТ181759889998168,,Polygon,106.859629,47.962233,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1181,Сонгинохайрхан,28-р хороо,Баянхошуу-1 /18010/,
3145483,ТОТ171759976732191,,Polygon,106.71244,47.909275,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1200,Сонгинохайрхан,22-р хороо,"Тахилт-1 /18240/, Тахилт-2 /18241/",
3145508,ТОТ171759989444542,,Polygon,106.806735,47.941309,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1205,Сонгинохайрхан,26-р хороо,Толгойт-6 /18105/,
3145520,ТОТ151759993241233,,GeometryCollection,,,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1207,Сонгинохайрхан,35-р хороо,Толгойт-6 /18105/,
3145533,ТОТ151760054770354,,Polygon,106.795022,47.935227,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1199,Сонгинохайрхан,26-р хороо,Толгойт-6 /18105/,
3145761,ТОТ181760315387636,,Polygon,106.767106,47.927186,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1213,Сонгинохайрхан,35-р хороо,Толгойт-6 /18105/,
3145799,ТОТ141760331760393,,Polygon,106.809895,47.931812,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1212,Сонгинохайрхан,26-р хороо,Толгойт-6 /18105/,
3146252,ТОТ171761008216906,,Polygon,106.847845,47.931632,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1261,Сонгинохайрхан,31-р хороо,Өнөр хороолол /18040/,
3146498,ТОТ181761157561791,,Polygon,106.823512,47.919926,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1272,Сонгинохайрхан,23-р хороо,Ханын материал-3 /18062/,
3146682,ТОТ151761298175298,,Polygon,106.787062,47.942037,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1280,Сонгинохайрхан,36-р хороо,Толгойт-6 /18105/,
3146704,ТОТ151761377543014,,Polygon,106.784502,48.017478,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1281,Сонгинохайрхан,24-р хороо,"Толгойтын баруун салаа-2 /18151/, Толгойтын баруун салаа-1 /18150/",Баруун салааны гудамж
3146706,ТОТ161761381497132,,Polygon,106.812463,47.937732,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1282,Сонгинохайрхан,5-р хороо,21-р хороолол-3 /18082/,
3146707,ТОТ161761381497221,,Polygon,106.813549,47.937737,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1282,Сонгинохайрхан,5-р хороо,21-р хороолол-3 /18082/,
3146787,ТОТ131761532072519,,Polygon,106.918406,47.974701,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1286,Сүхбаатар,14-р хороо,Дамбадаржаа-3  /14062/,
3146805,ТОТ141761534729184,,Polygon,106.91867,47.917811,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1287,Сүхбаатар,6-р хороо,Бага тойруу-2 /14201/,
3146811,ТОТ181761536070163,,Polygon,106.888887,48.14827,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1297,Сүхбаатар,19-р хороо,"Санзай-1 /14140/, Санзай-3 /14142/",Санзайн зам
3146812,ТОТ111761536070280,,Polygon,106.889188,48.14834,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1297,Сүхбаатар,19-р хороо,Санзай-1 /14140/,
3146817,ТОТ181761537281746,,Polygon,106.97486,47.946578,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1296,Баянзүрх,32-р хороо,Алтан-Өлгий /13292/,
3146835,ТОТ181761542948370,,Polygon,107.162261,47.928157,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1299,Баянзүрх,20-р хороо,Туул-БЗД /13100/,
3146841,ТОТ181761544374735,,Polygon,106.820345,47.933863,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1300,Сонгинохайрхан,5-р хороо,21-р хороолол-3 /18082/,
3146849,ТОТ131761545321009,,Polygon,106.984296,47.918412,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1302,Баянзүрх,"39-р хороо, 16-р хороо","Улаанхуаран-2 /13301/, 16-р хороолол-1 /13320/",
3146874,ТОТ131761553914010,,Polygon,106.950432,47.954058,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1291,Баянзүрх,21-р хороо,Ганц худгийн ам /13355/,
3146875,ТОТ171761554124390,,Polygon,106.866304,47.977105,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1292,Чингэлтэй,16-р хороо,"Хайлааст-1 /15110/, Хайлааст-2  /15111/",
3146876,ТОТ171761554206248,,Polygon,106.984438,47.918621,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1293,Баянзүрх,16-р хороо,16-р хороолол-1 /13320/,
3146893,ТОТ171761563983381,,Polygon,106.797763,47.890801,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1306,Баянгол,20-р хороо,Үйлдвэрийн баруун бүс-4 /16103/,
3146894,ТОТ171761563983510,,Polygon,106.799782,47.890877,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1306,Баянгол,20-р хороо,Үйлдвэрийн баруун бүс-4 /16103/,
3146895,ТОТ161761565729860,,Polygon,107.433928,47.349856,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1307,Багахангай,1-р хороо,Өндөр толгой /12330/,
3206906,ТОТ151762857740167,,Polygon,106.556348,47.832363,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1361,Хан-Уул,13-р хороо,Улаан овоот /17175/,
3206907,ТОТ151762857740561,,Polygon,106.573615,47.84611,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1361,"Хан-Уул, Сонгинохайрхан","32-р хороо, 13-р хороо","Хурганы аж ахуй /18420/, Эмээлт уулын баруун хоолой /18472/, Улаан овоот /17175/, Суурьшилгүй бүс /18471/",
3206908,ТОТ151762857740881,,Polygon,106.57148,47.821113,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1361,Хан-Уул,13-р хороо,Улаан овоот /17175/,
3206909,ТОТ151762857740993,,Polygon,106.580595,47.824647,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1361,Хан-Уул,13-р хороо,Аж үйлдвэрийн парк хэсэг /17174/,
3230351,ТОТ151764574791402,,Polygon,106.90704,47.929646,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1431,Сүхбаатар,9-р хороо,7-р хороолол-3 /14182/,
3230490,ТОТ151764663653490,,Polygon,106.897927,47.92137,Тохижилтын архитектур төлөвлөлтийн даалгавар,2025/00-1437,Баянгол,16-р хороо,Гандан /16040/,
