id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Нэр
11505,,,Point,106.910822,47.899589,Спортын байгууллагууд,Монголын Үндэсний  Олимпийн хороо
11506,,,Point,106.924295,47.920334,Спортын байгууллагууд,"Биеийн тамир, спортын газар"
11507,,,Point,106.92968,47.921522,Спортын байгууллагууд,Усан спорт сургалтын төв
11508,,,Point,106.784035,47.854483,Спортын байгууллагууд,Буянт-Ухаа спортын ордон
11509,,,Point,106.935255,47.917836,Спортын байгууллагууд,Монгол Бөхийн өргөө
11510,,,Point,106.911719,47.921627,Спортын байгууллагууд,Нийслэлийн БТСХороо
11511,,,Point,106.929492,47.926818,Спортын байгууллагууд,"СБД-ийн биеийн тамир, спорт хороо"
11512,,,Point,106.903314,47.919609,Спортын байгууллагууд,"ЧД-ийн биеийн тамир, спорт хороо"
11513,,,Point,106.893679,47.89687,Спортын байгууллагууд,"ХУД-ийн биеийн тамир, спорт хороо"
11514,,,Point,106.942733,47.923419,Спортын байгууллагууд,"БЗД-ийн биеийн тамир, спорт хороо"
11515,,,Point,106.925009,47.920617,Спортын байгууллагууд,Монголын гимнастикийн холбоо
11516,,,Point,106.87837,47.91985,Спортын байгууллагууд,"БГД-ийн биеийн тамир, спорт хороо"
11517,,,Point,106.752486,47.920094,Спортын байгууллагууд,"СХД-ийн биеийн тамир, спорт хороо"
11518,,,Point,106.914828,47.89986,Спортын байгууллагууд,Монголын хөл бөмбөгийн холбоо
11519,,,Point,106.913821,47.900098,Спортын байгууллагууд,Монголын Үндэсний сурын холбоо
11520,,,Point,106.9162,47.90221,Спортын байгууллагууд,Төв цэнгэлдэх хүрээлэн
11521,,,Point,106.931649,47.915231,Спортын байгууллагууд,"Баянзүрх дүүргийн усан спорт, сургалтын төв"
11522,,,Point,106.863689,47.919306,Спортын байгууллагууд,"Баянгол дүүргийн усан спорт, сургалтын төв"
11523,,,Point,106.832202,47.912647,Спортын байгууллагууд,"СХД-ийн усан спорт, сургалтын төв"
11524,,,Point,108.372017,47.777414,Спортын байгууллагууд,"Багануур дүүргийн Усан спорт, боулингийн төв"
11525,,,Point,108.374804,47.785086,Спортын байгууллагууд,"БНД-ийн биеийн тамир, спортын хороо"
11526,,,Point,106.972665,47.917623,Спортын байгууллагууд,Зэвсэгт хүчний Алдар спорт хороо
11527,,,Point,106.950995,47.922879,Спортын байгууллагууд,Хил хамгаалах ерөнхий газрын дэргэдэх Хилчин спорт хороо
11528,,,Point,106.910877,47.899559,Спортын байгууллагууд,Монголын дугуйн холбоо
11529,,,Point,106.924328,47.920197,Спортын байгууллагууд,Монголын жүдо бөхийн холбоо
11530,,,Point,106.908617,47.923177,Спортын байгууллагууд,Онцгой байдлын ерөнхий газрын дэргэдэх Аврагч спорт хороо
11531,,,Point,106.927713,47.922306,Спортын байгууллагууд,МУБИС харьяа Биеийн тамирын сургууль
11532,,,Point,106.891351,47.896311,Спортын байгууллагууд,Аварга дээд сургууль
11533,,,Point,106.889944,47.917396,Спортын байгууллагууд,Их шавь дээд сургууль
11534,,,Point,106.886176,47.917401,Спортын байгууллагууд,Мон-Алтиус дээд сургууль
11535,,,Point,106.925166,47.920409,Спортын байгууллагууд,Шонхор дээд сургууль
11536,,,Point,106.910877,47.89951,Спортын байгууллагууд,Монголын бадминтоны холбоо
11537,,,Point,106.91088,47.899663,Спортын байгууллагууд,Монголын байт харвааны холбоо
11538,,,Point,106.924258,47.920516,Спортын байгууллагууд,Монголын боксын холбоо
11539,,,Point,106.910875,47.899447,Спортын байгууллагууд,Монголын буудлагын спортын холбоо
11540,,,Point,106.91088,47.899715,Спортын байгууллагууд,Монголын волейболын холбоо
11541,,,Point,106.924228,47.920637,Спортын байгууллагууд,Монголын гандболын холбоо
11542,,,Point,106.91088,47.899609,Спортын байгууллагууд,Монголын адал явдалт спорт аялалын холбоо
11543,,,Point,106.910878,47.899584,Спортын байгууллагууд,Монголын Регбигийн холбоо
11544,,,Point,106.910876,47.89947,Спортын байгууллагууд,Монголын талбайн теннисний холбоо
11545,,,Point,106.910881,47.899688,Спортын байгууллагууд,Монголын триатлоны холбоо
11546,,,Point,106.910881,47.899635,Спортын байгууллагууд,Монголын туялзуур сэлэмний холбоо
11547,,,Point,106.906245,47.918359,Спортын байгууллагууд,Монголын таэквондогийн холбоо
11548,,,Point,106.910878,47.899536,Спортын байгууллагууд,Монголын сагсан бөмбөгийн холбоо
11549,,,Point,106.924349,47.920099,Спортын байгууллагууд,Монголын хөнгөн атлетикийн холбоо
11550,,,Point,106.924202,47.92073,Спортын байгууллагууд,Монголын хүндийн өргөлтийн холбоо
11551,,,Point,106.908476,47.921612,Спортын байгууллагууд,Монголын ширээний теннисний холбоо
11552,,,Point,106.924363,47.920012,Спортын байгууллагууд,Монголын чөлөөт бөхийн холбоо
11553,,,Point,106.910916,47.899538,Спортын байгууллагууд,Монголын бүжгийн спортын холбоо
11554,,,Point,106.88429,47.8934,Спортын байгууллагууд,Монголын кик-бокс тулааны спортын холбоо
11555,,,Point,106.924272,47.92043,Спортын байгууллагууд,Монголын Модон бөмбөгийн холбоо
11556,,,Point,106.914871,47.917328,Спортын байгууллагууд,Монголын олс таталтын холбоо
11557,,,Point,106.840957,47.914298,Спортын байгууллагууд,Монголын кураш бөхийн холбоо
11558,,,Point,106.910915,47.899687,Спортын байгууллагууд,Монголын шагайн харваан холбоо
11559,,,Point,106.910919,47.899713,Спортын байгууллагууд,Монголын Үндэсний Сурын холбоо
11560,,,Point,106.910915,47.899584,Спортын байгууллагууд,Монголын софт теннисний холбоо
11561,,,Point,106.910919,47.899738,Спортын байгууллагууд,Допингийн эсрэг төв
11562,,,Point,106.910873,47.899422,Спортын байгууллагууд,Монголын Үндэсний академи
11563,,,Point,106.924511,47.920113,Спортын байгууллагууд,Спортын эмнэлэг
11564,,,Point,106.900389,47.912725,Спортын байгууллагууд,Монголын Бильярдын холбоо
11565,,,Point,106.910914,47.899421,Спортын байгууллагууд,Монголын дугуйт тэшүүрийн холбоо
11566,,,Point,106.875697,47.918893,Спортын байгууллагууд,Монголын Жюү жицү бөхийн холбоо
11567,,,Point,106.935593,47.912264,Спортын байгууллагууд,Монголын морин спорт уяачдын холбоо
11568,,,Point,106.866623,47.913193,Спортын байгууллагууд,Монголын Дартс сонирхогчдын холбоо
11569,,,Point,106.924488,47.920199,Спортын байгууллагууд,Байт харваа сонирхогч хөгжлийн бэрхшээлтэй иргэдийн холбоо
11570,,,Point,107.013056,47.905614,Спортын байгууллагууд,Монголын буриад сурын холбоо
11571,,,Point,106.872919,47.891694,Спортын байгууллагууд,Монголын цанын холбоо
11572,,,Point,106.910877,47.899487,Спортын байгууллагууд,Монголын Автомашин Мотоциклын спортын холбоо
11573,,,Point,106.910881,47.899739,Спортын байгууллагууд,Монголын агаарын спортын холбоо
11574,,,Point,106.910915,47.899444,Спортын байгууллагууд,Монголын бейсболын үндэсний холбоо
11575,,,Point,106.910916,47.899471,Спортын байгууллагууд,Монголын Бодибилдинг фитнесийн холбоо
11576,,,Point,106.910916,47.899485,Спортын байгууллагууд,Монголын боулингийн холбоо
11577,,,Point,106.910916,47.899508,Спортын байгууллагууд,Монголын Бөмбөгтэй хоккейн холбоо
11578,,,Point,106.910915,47.899557,Спортын байгууллагууд,Монголын Самбо бөхийн холбоо
11579,,,Point,106.910915,47.899609,Спортын байгууллагууд,Монголын Уулчдын үндэсний холбоо
11580,,,Point,106.910917,47.899635,Спортын байгууллагууд,Монголын шатарын холбоо
11581,,,Point,106.924524,47.920027,Спортын байгууллагууд,Монголын Оюутны спортын холбоо
11582,,,Point,106.910918,47.899662,Спортын байгууллагууд,Спортын барилга байгууламж
11583,,,Point,106.907693,47.917591,Спортын байгууллагууд,Монголын морин спорт уралдааны үндэсний холбоо
11584,,,Point,106.910955,47.899419,Спортын байгууллагууд,Монголын өсвөр үеийнхний спортын холбоо
11585,,,Point,106.910955,47.899441,Спортын байгууллагууд,Монголын самбо бөх сонирхогчдийн холбоо
11586,,,Point,106.910956,47.89947,Спортын байгууллагууд,Монголын үндэсний мөсний шагайн холбоо
11587,,,Point,106.948245,47.926939,Спортын байгууллагууд,Хүч спорт хороо
11588,,,Point,107.432828,47.349748,Спортын байгууллагууд,"БХД-ийн биеийн тамир, спорт хороо"
11589,,,Point,107.254992,47.767151,Спортын байгууллагууд,"НД-ийн биеийн тамир, спортын хороо"
11590,,,Point,106.924001,47.920436,Спортын байгууллагууд,Спортын төв ордон
