id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Нэр
7717,,,Point,106.938326,47.925327,Супер маркет,Түвшин дээж ХХК
7718,,,Point,106.937225,47.926155,Супер маркет,Сонгино хангай ХХК
7719,,,Point,106.938084,47.927378,Супер маркет,БЦБЦ ХХК
7720,,,Point,106.942338,47.926314,Супер маркет,Жи Эс Си Чэйн ХХК
7721,,,Point,106.943548,47.926008,Супер маркет,Ярхат ХХК
7722,,,Point,106.942196,47.925536,Супер маркет,Оргилуун  Төв ХХК
7723,,,Point,106.9426,47.925274,Супер маркет,Кокодесерт ХХК
7724,,,Point,106.944411,47.925398,Супер маркет,Русские колбассы ХХК
7725,,,Point,106.944731,47.924953,Супер маркет,Азим ХХК
7726,,,Point,106.94518,47.924183,Супер маркет,Өркен ХХК
7727,,,Point,106.942973,47.923423,Супер маркет,Тармаг ХХК
7728,,,Point,106.943002,47.922951,Супер маркет,Баясах Өргөө ХХК
7729,,,Point,106.943187,47.922527,Супер маркет,Атаршим Трейд ХХК
7730,,,Point,106.943084,47.922124,Супер маркет,Билгүүн Даваа далай ХХК
7731,,,Point,106.943262,47.92168,Супер маркет,Тонхилнуур ХХК
7732,,,Point,106.946125,47.924053,Супер маркет,Сартуул Түүдэвтэй ХХК
7733,,,Point,106.946718,47.922864,Супер маркет,НМЗЧ
7734,,,Point,106.949383,47.923105,Супер маркет,Амархалиун ХХК
7735,,,Point,106.952878,47.921391,Супер маркет,Активпартнерс ХХК
7736,,,Point,106.951574,47.919211,Супер маркет,Гангрейс ХХК
7737,,,Point,106.946612,47.920045,Супер маркет,Их энэрэл буян ХХК
7738,,,Point,106.945096,47.919285,Супер маркет,Эрихмюллер ХХК
7739,,,Point,106.94657,47.918939,Супер маркет,Боорби ХХК
7740,,,Point,106.947307,47.918748,Супер маркет,Ширхэнцэг гэрэл ХХК
7741,,,Point,106.948657,47.919332,Супер маркет,БЭТП ХХК
7742,,,Point,106.949152,47.918359,Супер маркет,Зүүн далай ХХК
7743,,,Point,106.950531,47.9183,Супер маркет,Вермона ХХК
7744,,,Point,106.951803,47.918243,Супер маркет,Арвайн их мандал ХхК
7745,,,Point,106.951803,47.918243,Супер маркет,Сонгино хангай ХХК
7746,,,Point,106.935268,47.934264,Супер маркет,Чонос МХМ ХХК
7747,,,Point,106.939305,47.934446,Супер маркет,Гэрэнжил ХХК
7748,,,Point,106.937037,47.933026,Супер маркет,Ач ундрал ХХК
7749,,,Point,106.938087,47.932681,Супер маркет,Солгой баян булаг ХХК
7750,,,Point,106.939741,47.931909,Супер маркет,Бумц ХХК
7751,,,Point,106.934248,47.931853,Супер маркет,САТБОЗЗ ХХК
7752,,,Point,106.933301,47.931393,Супер маркет,Агуйт цайдам ХхК
7753,,,Point,106.934573,47.931074,Супер маркет,Ган авга ХХК
7754,,,Point,106.934911,47.930622,Супер маркет,Их памбага ХХК
7755,,,Point,106.93379,47.930254,Супер маркет,Ээлт бүрд ХХК
7756,,,Point,106.934299,47.92965,Супер маркет,Их отор ХХК
7757,,,Point,106.938722,47.930706,Супер маркет,баян бахар сэцэн ХХК
7758,,,Point,106.93637,47.929377,Супер маркет,Эх -өгөөмөр ХХК
7759,,,Point,106.940616,47.930436,Супер маркет,Тэнүүн шарга ХХК
7760,,,Point,106.93764,47.928999,Супер маркет,ХМТБ ХХК
7761,,,Point,106.941463,47.92941,Супер маркет,Ирмуз ХХК
7762,,,Point,106.940076,47.929017,Супер маркет,Болор судар ХХК
7763,,,Point,106.939827,47.928277,Супер маркет,Ихэр номгон ээж ХХК
7764,,,Point,106.948023,47.931936,Супер маркет,Ананд од ХХК
7765,,,Point,106.945718,47.930695,Супер маркет,Баттэнгис ХХК
7766,,,Point,106.949508,47.930214,Супер маркет,Бамбаахай ХХК
7767,,,Point,106.949109,47.929031,Супер маркет,Олонтой ХХК
7768,,,Point,106.947403,47.928405,Супер маркет,Нейтбест ХХК
7769,,,Point,106.949893,47.9275,Супер маркет,Оч билгүүн ХХК
7770,,,Point,106.941235,47.928045,Супер маркет,Алтайн жим ХХК
7771,,,Point,106.94489,47.926335,Супер маркет,Их дарь эх ХХК
7772,,,Point,106.945942,47.926258,Супер маркет,Бимекс ХХК
7773,,,Point,106.946542,47.92591,Супер маркет,Бимэкс ХХК
7774,,,Point,106.9473,47.925628,Супер маркет,Хоум плаза ХХК
7775,,,Point,106.947505,47.925219,Супер маркет,Зул дөл ХХК
7776,,,Point,106.946284,47.925716,Супер маркет,Авартаж ХХК
7777,,,Point,106.948684,47.925973,Супер маркет,атар шим ХХК
7778,,,Point,106.949227,47.925101,Супер маркет,Бэрх марал ХХК
7779,,,Point,106.952374,47.93341,Супер маркет,Тэнгэрийн санаа ХХК
7780,,,Point,106.955594,47.934248,Супер маркет,Тинтилмон ХХК
7781,,,Point,106.956879,47.933083,Супер маркет,Сити шоп ХХК-84
7782,,,Point,106.952873,47.931116,Супер маркет,Уужаа ХХК
7783,,,Point,106.957046,47.930474,Супер маркет,Ч. Буянхишиг
7784,,,Point,106.957692,47.929284,Супер маркет,Зөөлөн хараат ХХК
7785,,,Point,106.952887,47.928688,Супер маркет,Жи Би Энд Ди ХХК
7786,,,Point,106.953619,47.926961,Супер маркет,Сийлэнтулга ХХК
7787,,,Point,106.952319,47.926305,Супер маркет,Дугших ХХК
7788,,,Point,106.951215,47.925181,Супер маркет,Гуа үр ХХК
7789,,,Point,106.953135,47.925398,Супер маркет,СББББ  ЗБН
7790,,,Point,106.951596,47.924031,Супер маркет,Жамбарай бумба ХХК
7791,,,Point,106.953249,47.924182,Супер маркет,Жанцан Арвижих ХХК
7792,,,Point,106.954786,47.924084,Супер маркет,Батмэнд ХХК
7793,,,Point,106.95755,47.924109,Супер маркет,Урд хөтөл ХХК
7794,,,Point,106.959511,47.924004,Супер маркет,Анар болор ХХК
7795,,,Point,106.965203,47.947461,Супер маркет,Чингисийн жонон ХХК
7796,,,Point,106.966237,47.945558,Супер маркет,Гандирсайхан ХХК
7797,,,Point,106.967322,47.942797,Супер маркет,Түмэн цолмон ХХК
7798,,,Point,106.96636,47.939842,Супер маркет,Алтангадас трейд ХХК
7799,,,Point,106.964585,47.937873,Супер маркет,Стандарт продакт ХХК
7800,,,Point,106.960517,47.936,Супер маркет,Алкес ХХК
7801,,,Point,106.963823,47.935714,Супер маркет,Өвөр дулаахан ХХК
7802,,,Point,106.96352,47.934463,Супер маркет,Ванхүү ХХК
7803,,,Point,106.960854,47.933651,Супер маркет,Тэс зэндмэнь ХХК
7804,,,Point,106.962934,47.933016,Супер маркет,Таргилж ХХК
7805,,,Point,106.963257,47.93201,Супер маркет,Сүүж толгой ХхК
7806,,,Point,106.959464,47.931182,Супер маркет,Эй би Кэй ХХК
7807,,,Point,106.960367,47.931167,Супер маркет,мойлт хайрхан ХХК
7808,,,Point,106.961521,47.93079,Супер маркет,Болор тахилт ХхК
7809,,,Point,106.963722,47.930802,Супер маркет,Энхбилэг очир ХХК
7810,,,Point,106.962361,47.929097,Супер маркет,Шинжит цохио ХХК
7811,,,Point,106.964681,47.929186,Супер маркет,ЭЦБ ХХК
7812,,,Point,106.970917,47.922187,Супер маркет,Даац Ацад ХХК
7813,,,Point,106.972638,47.920501,Супер маркет,Ванхүү ХХК
7814,,,Point,106.972328,47.921306,Супер маркет,Хэрлэн ундарга ХХК
7815,,,Point,106.972775,47.921869,Супер маркет,Уулын нуруу ХХК
7816,,,Point,106.968059,47.923036,Супер маркет,Хөхийн нуруу ХХК
7817,,,Point,106.969864,47.923576,Супер маркет,Боса ХХК
7818,,,Point,106.971888,47.923142,Супер маркет,Сакал ХХК
7819,,,Point,106.973282,47.924032,Супер маркет,Хишигтогтох ХХК
7820,,,Point,106.972335,47.924522,Супер маркет,Асайт худалдааны төв
7821,,,Point,106.971596,47.924642,Супер маркет,Монел
7822,,,Point,106.970938,47.924986,Супер маркет,Алтансайхан ХХК
7823,,,Point,106.967971,47.925209,Супер маркет,Яруу төгөлдөр ХХК
7824,,,Point,106.971493,47.926177,Супер маркет,Хүрэн толгойн сүүдэр ХХК
7825,,,Point,106.968707,47.926682,Супер маркет,Таваар бригад ХХК
7826,,,Point,106.967019,47.926996,Супер маркет,Далай гүний хүрээ ХХК
7827,,,Point,106.970868,47.927616,Супер маркет,Мөнх үйлсийн говь ххК
7828,,,Point,106.968609,47.928569,Супер маркет,Эндиихжа ХХК
7829,,,Point,106.967275,47.929277,Супер маркет,Төрлийн хэлхээс ХХК
7830,,,Point,106.968454,47.9312,Супер маркет,Бумба тээл ХхК
7831,,,Point,106.967089,47.933337,Супер маркет,Гурван царам ХХК
7832,,,Point,106.97376,47.934365,Супер маркет,Цогт наран ХхК
7833,,,Point,106.973242,47.936374,Супер маркет,Толийн улаан ХХК
7834,,,Point,106.96893,47.937019,Супер маркет,ТБА ХХК
7835,,,Point,106.973039,47.939977,Супер маркет,Булган уянга ХХК
7836,,,Point,106.970576,47.940077,Супер маркет,Агархүү ХХК
7837,,,Point,106.970829,47.942243,Супер маркет,Д. Энхбаяр
7838,,,Point,106.977649,47.940341,Супер маркет,мүрүүн дэвсэг ххК
7839,,,Point,106.980847,47.939214,Супер маркет,Баянхангай бүрд ХХК
7840,,,Point,106.977591,47.937449,Супер маркет,Баталгаат ирээдүй ххК
7841,,,Point,106.975959,47.936442,Супер маркет,хонгор унага ХХК
7842,,,Point,106.97922,47.935564,Супер маркет,ХБГЛ ХХК
7843,,,Point,106.977229,47.93492,Супер маркет,Номгон халиут ХХК
7844,,,Point,106.979471,47.933774,Супер маркет,Мэргэн тохой ХХК
7845,,,Point,106.979212,47.932565,Супер маркет,АБМД ХХК
7846,,,Point,106.975941,47.9318,Супер маркет,Саятаны хороолол  ХХК
7847,,,Point,106.978421,47.931329,Супер маркет,ЖБА ХХК
7848,,,Point,106.980744,47.930931,Супер маркет,Сэлэнгэ Өлгий ХХК
7849,,,Point,106.978084,47.929477,Супер маркет,Алтайн барсын хөвгүүд ХХК
7850,,,Point,106.981033,47.928784,Супер маркет,Батдалай уул ХХК
7851,,,Point,106.97878,47.928216,Супер маркет,Баялгийн өртөг ХхК
7852,,,Point,106.982764,47.928183,Супер маркет,БЭТЭБ ХХК
7853,,,Point,106.974615,47.92768,Супер маркет,Мандах бүрд хХК
7854,,,Point,106.974615,47.92768,Супер маркет,Мандах бүрд хХК
7855,,,Point,106.98011,47.926871,Супер маркет,Тамирын хүү
7856,,,Point,106.979028,47.926354,Супер маркет,Рашаантын дэнж ХХК
7857,,,Point,106.984998,47.928251,Супер маркет,Балтика монголия ххК
7858,,,Point,106.977905,47.926159,Супер маркет,Сухай шанд ХХК
7859,,,Point,106.975928,47.925872,Супер маркет,Ноёнсэнтий ххК
7860,,,Point,106.976429,47.925078,Супер маркет,Жирмийн Ингэр ХХК
7861,,,Point,106.980344,47.926046,Супер маркет,Уянга төгс ххК
7862,,,Point,106.982176,47.926693,Супер маркет,Таван сайхан уул ххК
7863,,,Point,106.978682,47.924253,Супер маркет,Гал боржигон ХХК
7864,,,Point,106.981288,47.924316,Супер маркет,ТЭБСО ХХК
7865,,,Point,106.983629,47.924418,Супер маркет,Мөнхөдбадрах ХХК
7866,,,Point,106.983755,47.926309,Супер маркет,Баяндөт ХХК
7867,,,Point,106.985762,47.927381,Супер маркет,Хайрхан буянт гол ххК
7868,,,Point,106.985858,47.925736,Супер маркет,Хагнуур дэлгэрэх ХХК
7869,,,Point,106.986339,47.924407,Супер маркет,Даксен ХХК
7870,,,Point,106.986639,47.924104,Супер маркет,Велл март ХХК
7871,,,Point,106.985535,47.924242,Супер маркет,Отгонтунгалаг ХХК
7872,,,Point,106.984576,47.924152,Супер маркет,Чандмань заяа ХХК
7873,,,Point,106.982333,47.923709,Супер маркет,Лүнтээл ХХК
7874,,,Point,106.988639,47.925481,Супер маркет,Отгонтунгалаг ХХК
7875,,,Point,106.990499,47.92522,Супер маркет,Торгон нутаг ХХК
7876,,,Point,106.989545,47.926951,Супер маркет,Хайрхан хар Уул ХХК
7877,,,Point,106.992448,47.925072,Супер маркет,Төмбөхүү ХХК
7878,,,Point,106.995008,47.925313,Супер маркет,Халзан бүргэдэй хайрхан хХК
7879,,,Point,106.99564,47.926274,Супер маркет,Засо ХХК
7880,,,Point,106.995928,47.927126,Супер маркет,БЭЦЛ ХХК
7881,,,Point,106.994514,47.92795,Супер маркет,Их хавтагийн оргил ХХК
7882,,,Point,106.991881,47.927996,Супер маркет,Асгатын өгөөж ХХК
7883,,,Point,106.98833,47.928515,Супер маркет,Мөнх Дэлгэрэх 3 ган ХХК
7884,,,Point,106.994401,47.929438,Супер маркет,Арту ХХК
7885,,,Point,106.992397,47.930387,Супер маркет,Асайт хайрхан ХХК
7886,,,Point,106.990676,47.929845,Супер маркет,Дэммандал ХХК
7887,,,Point,106.995583,47.931417,Супер маркет,Их далан ХХК
7888,,,Point,106.986175,47.928976,Супер маркет,Оройн толгойн булаг ХХК
7889,,,Point,106.987387,47.930531,Супер маркет,Ойт бүс ХХК
7890,,,Point,106.989629,47.931349,Супер маркет,ОБОБ бэрх уул ХХК
7891,,,Point,106.991853,47.93171,Супер маркет,Чинүүн ХХК
7892,,,Point,106.997581,47.930131,Супер маркет,Эрхэст номин ХХК
7893,,,Point,106.93266,47.912534,Супер маркет,Бижийн бэлчир ХХК
7894,,,Point,106.934494,47.912351,Супер маркет,Алтан шарга морь ХХК
7895,,,Point,106.934883,47.912466,Супер маркет,Асио  ХХК
7896,,,Point,106.936933,47.912405,Супер маркет,Баян тээл ундарга ХХК
7897,,,Point,106.936989,47.911642,Супер маркет,Баатар тайж ХхК
7898,,,Point,106.937851,47.911951,Супер маркет,Содтулга ХХК
7899,,,Point,106.935199,47.910739,Супер маркет,Орлогын овоо ХХК
7900,,,Point,106.938967,47.911494,Супер маркет,Хөлөг од ХХК
7901,,,Point,106.936869,47.909949,Супер маркет,Эн жэй Эн ХХК
7902,,,Point,106.93713,47.908573,Супер маркет,Жи Ти Ди Эм ХХК
7903,,,Point,106.938031,47.90858,Супер маркет,Наран оргилох булаг ХХК
7904,,,Point,106.939151,47.909606,Супер маркет,Марал наран ХХК
7905,,,Point,106.939455,47.908648,Супер маркет,Сити мастер ХХК
7906,,,Point,106.94071,47.909515,Супер маркет,Жас булаг ХХК
7907,,,Point,106.941659,47.908497,Супер маркет,Сүүн сүлд ХХК
7908,,,Point,106.941626,47.912238,Супер маркет,Бор довонт ХХК
7909,,,Point,106.941627,47.913214,Супер маркет,цэцгийн долоон од ХХК
7910,,,Point,106.943243,47.912853,Супер маркет,Хонгор хулан ХХК
7911,,,Point,106.985191,47.930912,Супер маркет,Бүлээн бумбат ХХК
7912,,,Point,106.988132,47.932232,Супер маркет,Алтан Бил ХХК
7913,,,Point,106.990296,47.933223,Супер маркет,ННДТ ЗБН
7914,,,Point,106.993801,47.933733,Супер маркет,ГТМТ ХХК
7915,,,Point,106.984954,47.933601,Супер маркет,Сүүн мөрөн ХХК
7916,,,Point,107.001146,47.922118,Супер маркет,Цэцэн ширээ ХХК
7917,,,Point,106.99872,47.92328,Супер маркет,амин Уул ХХК
7918,,,Point,106.998364,47.925072,Супер маркет,Тайгын булаг ХХК
7919,,,Point,107.000504,47.92682,Супер маркет,Бэрхийн боргио ХХК
7920,,,Point,107.00245,47.924929,Супер маркет,Гүн толбо ХХК
7921,,,Point,107.002777,47.926531,Супер маркет,Горк ХХК
7922,,,Point,107.00353,47.925375,Супер маркет,Батжих ХХК
7923,,,Point,107.004125,47.924293,Супер маркет,Бага таян ХхК
7924,,,Point,107.005642,47.925052,Супер маркет,Лордлайн ХХК
7925,,,Point,107.005109,47.923633,Супер маркет,Си Өү Ай Ди ХХК
7926,,,Point,107.007328,47.923309,Супер маркет,Гүн болор говь ХХК
7927,,,Point,107.010761,47.926891,Супер маркет,Нами ХХК
7928,,,Point,107.008095,47.926652,Супер маркет,Уками ХХК
7929,,,Point,107.002651,47.92739,Супер маркет,Сонгино хангай ХХК
7930,,,Point,107.005982,47.926975,Супер маркет,Баян дагуул ХХК
7931,,,Point,107.003576,47.927945,Супер маркет,Түрүүний гол ХХК
7932,,,Point,107.000396,47.928143,Супер маркет,Мэг Од ХхК
7933,,,Point,107.002374,47.928466,Супер маркет,Их барзан од ххК
7934,,,Point,107.003367,47.929413,Супер маркет,Цэнгэл Орикты ХХК
7935,,,Point,107.005052,47.929026,Супер маркет,Тайгын нэрс ХХК
7936,,,Point,107.005569,47.927267,Супер маркет,Ганшүр ХХК
7937,,,Point,107.007062,47.92742,Супер маркет,Ажим элбэг ХхК
7938,,,Point,107.007546,47.928947,Супер маркет,Шүтээн хайрхан ХХК
7939,,,Point,107.010079,47.929867,Супер маркет,Охинхүү ХхК
7940,,,Point,107.000493,47.929998,Супер маркет,Да хүрээ худалдааны төв
7941,,,Point,107.006331,47.930504,Супер маркет,Алтандуулгат мөнх ХХК
7942,,,Point,107.003848,47.930869,Супер маркет,өсөх хүслэн ХХК
7943,,,Point,107.007745,47.931336,Супер маркет,Дүмбэрэлзаяа ХХК
7944,,,Point,107.00368,47.932014,Супер маркет,Гэгээн тамир эрдэнэ ХХК
7945,,,Point,106.999745,47.93194,Супер маркет,Тэс хөх арал ХХК
7946,,,Point,107.001092,47.932416,Супер маркет,Гөрөөчин нар ХХК
7947,,,Point,107.002921,47.932992,Супер маркет,Өртөг ХХК
7948,,,Point,107.004881,47.93285,Супер маркет,Билэгт очир ХХК
