id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Нэр
7575,,,Point,106.932956,47.934018,Супер маркет,Мөнх алкес ХХК
7576,,,Point,106.932369,47.9337,Супер маркет,Дунд номгон ХХК
7577,,,Point,106.932391,47.933105,Супер маркет,хангай говь хоршоо
7578,,,Point,106.932767,47.932503,Супер маркет,Цомтой ХХК
7579,,,Point,106.93402,47.932869,Супер маркет,Их баялагт туул ХХК
7580,,,Point,106.932847,47.910721,Супер маркет,Мит хайм ХХК
7581,,,Point,106.933879,47.911809,Супер маркет,
7582,,,Point,106.840013,47.956638,Супер маркет,Гозг ХХК
7583,,,Point,106.838604,47.961278,Супер маркет,Энхжин наран ХХК
7584,,,Point,106.838546,47.960852,Супер маркет,Өрнөл трейд ХХК
7585,,,Point,106.839126,47.960104,Супер маркет,Хашака ХХК
7586,,,Point,106.840144,47.958164,Супер маркет,Наран арт ХХК
7587,,,Point,106.838983,47.960447,Супер маркет,Эрдэнэ зуу Хөхий ХХК
7588,,,Point,106.839595,47.960049,Супер маркет,Экселенц ХХК
7589,,,Point,106.851733,47.913278,Супер маркет,Таац алт ХХК
7590,,,Point,106.852669,47.913809,Супер маркет,Өсөх эзэн ХХК
7591,,,Point,106.852661,47.913722,Супер маркет,Сартагтайн тулга ХХК
7592,,,Point,106.852452,47.91682,Супер маркет,Сутай шүтээн ХХК
7593,,,Point,106.844853,47.916832,Супер маркет,Шар анхууш ХХК
7594,,,Point,106.907606,47.91928,Супер маркет,Шифр ХХК
7595,,,Point,106.914384,47.919405,Супер маркет,Барматсан ХХК
7596,,,Point,106.89883,47.915956,Супер маркет,Хангайн аяз ХХЗ
7597,,,Point,106.902054,47.919282,Супер маркет,Цагаан бургас ХХК
7598,,,Point,106.899581,47.917318,Супер маркет,Кайзер ХХК
7599,,,Point,106.903283,47.919741,Супер маркет,Ти Энд Жи ХХК
7600,,,Point,106.904382,47.916983,Супер маркет,Эрдэнэсийн гүүр ХХК
7601,,,Point,106.909727,47.922383,Супер маркет,Ксени ХХК
7602,,,Point,106.911184,47.922566,Супер маркет,ЖИ Би Эс Импекс ХХК
7603,,,Point,106.912242,47.923627,Супер маркет,Шаагаа ХХК
7604,,,Point,106.91281,47.924185,Супер маркет,АЗЭ трейдинг ХХК
7605,,,Point,106.909531,47.925206,Супер маркет,Дөлгөөн Ундраа ХХК
7606,,,Point,106.903663,47.923378,Супер маркет,Боохой данзан ХХК
7607,,,Point,106.911126,47.92793,Супер маркет,Бабина ХХК
7608,,,Point,106.901702,47.923512,Супер маркет,Охь Манлай трейд ХХК
7609,,,Point,106.904638,47.923208,Супер маркет,Зузка ХХК
7610,,,Point,106.905696,47.926888,Супер маркет,Мок ХХК
7611,,,Point,106.910945,47.926679,Супер маркет,Дөлгөөн ундраа ХХК
7612,,,Point,106.932825,47.926431,Супер маркет,Хэрлэн буян ХХК
7613,,,Point,106.955904,47.933826,Супер маркет,Жамбарай бумба ХХК
7614,,,Point,106.999407,47.916124,Супер маркет,Булаг цайдам ХХК
7615,,,Point,107.007744,47.939728,Супер маркет,Эх буянт хайрхан ХХК
7616,,,Point,106.94365,47.921817,Супер маркет,Яруу санаа ХХК
7617,,,Point,106.944418,47.92136,Супер маркет,Тармаг ХХК
7618,,,Point,106.942737,47.924189,Супер маркет,Мөнгөлөг Алтай уулс ХХК
7619,,,Point,106.944927,47.921283,Супер маркет,Тэрхийн шим ХХК
7620,,,Point,106.946236,47.920365,Супер маркет,Их Есөн билэг ХХК
7621,,,Point,106.946103,47.92228,Супер маркет,Сийлэн тулга ХХК
7622,,,Point,106.932788,47.950024,Супер маркет,Сант маргац ХХК
7623,,,Point,106.950312,47.911761,Супер маркет,Бид Оргилуун Монгол ХХК
7624,,,Point,106.95417,47.914304,Супер маркет,Буянт Үрс ХХК
7625,,,Point,106.943805,47.909192,Супер маркет,Нармон ХХК
7626,,,Point,106.953016,47.913082,Супер маркет,Дарь Гангын Өлзийт Эрдэнэс
7627,,,Point,106.954412,47.910165,Супер маркет,Мөнх замбала ХХК
7628,,,Point,106.950682,47.907696,Супер маркет,Цэлмэг Алтай ХХК
7629,,,Point,106.954437,47.909461,Супер маркет,Хүрээний гол ХХК
7630,,,Point,106.95888,47.908902,Супер маркет,Цастын өвөр ХХК
7631,,,Point,106.956178,47.908243,Супер маркет,Билгүүнт хөлөг ХХК
7632,,,Point,106.882683,47.910672,Супер маркет,Оргуу хайрхан ХХК
7633,,,Point,106.883979,47.908658,Супер маркет,Газар сүлжмэл ХХК
7634,,,Point,106.884501,47.90868,Супер маркет,ШЗБХ төв
7635,,,Point,106.882028,47.909821,Супер маркет,И энд Эм Ай Икс ХХК
7636,,,Point,106.943051,47.911966,Супер маркет,
7637,,,Point,106.931029,47.918109,Супер маркет,
7638,,,Point,106.944049,47.910187,Супер маркет,
7639,,,Point,106.936353,47.926192,Супер маркет,
7640,,,Point,106.956324,47.916686,Супер маркет,
7641,,,Point,106.87899,47.911616,Супер маркет,
7642,,,Point,106.933517,47.928895,Супер маркет,
7643,,,Point,106.915934,47.928351,Супер маркет,
7644,,,Point,106.91154,47.90545,Супер маркет,
7645,,,Point,106.908433,47.90014,Супер маркет,
7646,,,Point,106.901242,47.902371,Супер маркет,
7647,,,Point,106.88765,47.895023,Супер маркет,
7648,,,Point,106.911247,47.881611,Супер маркет,
7649,,,Point,106.890506,47.914415,Супер маркет,Жигүүр гранд групп
7650,,,Point,106.870415,47.914552,Супер маркет,Сонгинохангай ХХК
7651,,,Point,106.888628,47.923989,Супер маркет,Гурван билэг ХХК
7652,,,Point,106.901711,47.922199,Супер маркет,
7653,,,Point,106.919468,47.916279,Супер маркет,
7654,,,Point,106.915406,47.926251,Супер маркет,
7655,,,Point,106.92505,47.91833,Супер маркет,Макс хүнс ХХК
7656,,,Point,106.926271,47.922598,Супер маркет,
7657,,,Point,106.944301,47.914603,Супер маркет,
7658,,,Point,106.981907,47.911976,Супер маркет,Алтан жолоо трейд ХХК
7659,,,Point,106.990181,47.912374,Супер маркет,Макс хүнс ХХК
7660,,,Point,106.988497,47.912254,Супер маркет,Макс групп
7661,,,Point,106.947362,47.925158,Супер маркет,
7662,,,Point,106.940078,47.923303,Супер маркет,Алтан жолоо трейд ХХК
7663,,,Point,106.853669,47.913501,Супер маркет,Миний дэлгүүр ХХК
7664,,,Point,106.837359,47.912148,Супер маркет,Миний дэлгүүр ХХК
7665,,,Point,106.817064,47.918203,Супер маркет,Миний дэлгүүр ХХК
7666,,,Point,106.827992,47.911643,Супер маркет,
7667,,,Point,106.798796,47.908788,Супер маркет,
7668,,,Point,106.912116,47.904386,Супер маркет,
7669,,,Point,106.930405,47.901141,Супер маркет,Моннидер ХХК
7670,,,Point,106.929307,47.907917,Супер маркет,
7671,,,Point,106.943847,47.92123,Супер маркет,Жавхлан төгс ХХК
7672,,,Point,106.932875,47.905388,Супер маркет,Азжин трейд
7673,,,Point,106.934067,47.906968,Супер маркет,Огторгуйд нисгэгч ХХК
7674,,,Point,106.934857,47.907038,Супер маркет,
7675,,,Point,106.940895,47.907005,Супер маркет,Голден корнер трейд ХХК
7676,,,Point,106.941756,47.906874,Супер маркет,Нандин охин ХХК
7677,,,Point,106.942392,47.906904,Супер маркет,Нова тамир ХХК
7678,,,Point,106.941013,47.913819,Супер маркет,жирмийн цагаан даргуй ХХК
7679,,,Point,106.943326,47.914137,Супер маркет,Ганга сутай ХХК
7680,,,Point,106.939988,47.914836,Супер маркет,Цэцэгт шар нуруу ХХК
7681,,,Point,106.942886,47.915621,Супер маркет,хишигт алтайн хийморь ХХК
7682,,,Point,106.940039,47.916193,Супер маркет,Тээгий ХХК
7683,,,Point,106.938255,47.913937,Супер маркет,Наранбулаг ембүү ХХК
7684,,,Point,106.936601,47.915155,Супер маркет,Төгс Агаать ХХК
7685,,,Point,106.936865,47.913699,Супер маркет,Та бид гэр бүл ХХК
7686,,,Point,106.936701,47.916036,Супер маркет,Азын эхлэл ХХК
7687,,,Point,106.94391,47.915053,Супер маркет,байгальхүү ХХК
7688,,,Point,106.935055,47.914629,Супер маркет,Сайннэүшэ ХХК
7689,,,Point,106.93413,47.915673,Супер маркет,яруу санаа ХХК
7690,,,Point,106.935021,47.916763,Супер маркет,Би Эй Эн Ти трейд ХХК
7691,,,Point,106.934259,47.917595,Супер маркет,Цогмар ХХК
7692,,,Point,106.934262,47.918506,Супер маркет,Тамир эрдэнэ ХХК
7693,,,Point,106.933659,47.918214,Супер маркет,Мөнхзамбала ХХК
7694,,,Point,106.933145,47.918128,Супер маркет,Өлзий тус ХХК
7695,,,Point,106.932326,47.918199,Супер маркет,Эвридэй интернэшнэл ХХК
7696,,,Point,106.931442,47.918042,Супер маркет,Цэцэнхангай ХХК
7697,,,Point,106.930678,47.918074,Супер маркет,Бест Анзу ХХК
7698,,,Point,106.931219,47.917379,Супер маркет,Тиса ХХК
7699,,,Point,106.930376,47.916803,Супер маркет,Тэнүүн чандмань ХХК
7700,,,Point,106.930816,47.915691,Супер маркет,Дөлгөөн тэргүүн ХХК
7701,,,Point,106.932877,47.918824,Супер маркет,Билэгт хай ХХК
7702,,,Point,106.933689,47.922537,Супер маркет,Скай трейдинг ХХК
7703,,,Point,106.933776,47.922047,Супер маркет,Хэрлэн буян ХХК
7704,,,Point,106.934204,47.919278,Супер маркет,Сонбал ХХК
7705,,,Point,106.931823,47.919056,Супер маркет,Чанд цэн БГБХ нөхөрлөл
7706,,,Point,106.936699,47.922398,Супер маркет,Батжин -Очир ХХК
7707,,,Point,106.941353,47.921844,Супер маркет,Хосын эхлэл ХХК
7708,,,Point,106.941109,47.92061,Супер маркет,Синта ХХК
7709,,,Point,106.940254,47.923355,Супер маркет,Алтан жолоо ХХК
7710,,,Point,106.940737,47.923549,Супер маркет,Алтан жолоо ХХК
7711,,,Point,106.940265,47.923805,Супер маркет,Хангай нутгийн чулуу ХХК
7712,,,Point,106.940635,47.924039,Супер маркет,Сити шоп-95 ХХК
7713,,,Point,106.940782,47.924714,Супер маркет,Очмос ХХК
7714,,,Point,106.939463,47.924474,Супер маркет,Эдванс ХХК
7715,,,Point,106.940176,47.925534,Супер маркет,Шар нуурын мандал ХХК
7716,,,Point,106.939205,47.926098,Супер маркет,Ворлд органик фүүдс ХХК
