id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Нэр
11441,,,Point,106.832474,47.914385,Спорт заалууд,Тольт бүрэн дунд сургууль
11442,,,Point,106.751836,47.919957,Спорт заалууд,106 сургууль
11443,,,Point,106.928191,47.92268,Спорт заалууд,МУБИС В байр
11444,,,Point,106.92476,47.918443,Спорт заалууд,МУБИС А байр
11445,,,Point,106.925279,47.918937,Спорт заалууд,МУБИС Б байр
11446,,,Point,106.930687,47.925657,Спорт заалууд,Сити дээд сургууль
11447,,,Point,106.920673,47.923942,Спорт заалууд,Этүгэн дээд сургууль
11448,,,Point,106.924275,47.922359,Спорт заалууд,ШУТИС
11449,,,Point,106.922283,47.915758,Спорт заалууд,Анагаах шинжлах ухааны их сургууль
11450,,,Point,106.919265,47.922064,Спорт заалууд,Хүмүүнлэгийн их сургууль
11451,,,Point,106.91859,47.928518,Спорт заалууд,Үндэсний биеийн тамирын дээд сургууль
11452,,,Point,106.918593,47.923151,Спорт заалууд,МУИС
11453,,,Point,106.902949,47.911244,Спорт заалууд,Монгол оросын хамтарсан 3-р сургууль
11454,,,Point,106.920818,47.935064,Спорт заалууд,131 сургууль
11455,,,Point,106.929643,47.932052,Спорт заалууд,116 сургууль
11456,,,Point,106.911067,47.912809,Спорт заалууд,Элит сургууль
11457,,,Point,106.928928,47.932444,Спорт заалууд,29 сургууль
11458,,,Point,106.927064,47.922181,Спорт заалууд,Логарифм сургууль
11459,,,Point,106.926316,47.912895,Спорт заалууд,Шинэ үе сургууль
11460,,,Point,106.920056,47.930421,Спорт заалууд,Оюуны тулга сургууль
11461,,,Point,106.927885,47.921125,Спорт заалууд,Хобби сургууль
11462,,,Point,106.930114,47.923719,Спорт заалууд,Орчлон сургууль
11463,,,Point,106.927252,47.927287,Спорт заалууд,Эрдэм төгс сургууль
11464,,,Point,106.915522,47.918504,Спорт заалууд,НЗДТГ-ын заал
11465,,,Point,106.913328,47.928055,Спорт заалууд,Хүрд ХК-ны спорт заал
11466,,,Point,106.90863,47.92315,Спорт заалууд,ОБЕГ-н Аврагч спорт
11467,,,Point,106.903166,47.957487,Спорт заалууд,49 сургууль
11468,,,Point,106.886979,47.951209,Спорт заалууд,138 сургууль
11469,,,Point,106.885156,47.966354,Спорт заалууд,139 сургууль
11470,,,Point,106.879626,47.991122,Спорт заалууд,140 сургууль
11471,,,Point,106.92658,47.995006,Спорт заалууд,117 сургууль
11472,,,Point,106.902627,47.923676,Спорт заалууд,"Хөдөлмөр, нийгмийн харилцааны дээд сургууль"
11473,,,Point,106.880579,47.990021,Спорт заалууд,ЧД 17 хорооны заал
11474,,,Point,106.913846,47.923627,Спорт заалууд,Хөдөлмөр нийгмийн хамгааллын яамны заал
11475,,,Point,106.681534,47.841789,Спорт заалууд,Биокомбинат ТӨААТҮГ
11476,,,Point,106.756758,47.855683,Спорт заалууд,ИНЕГ-ын заал
11477,,,Point,106.796445,47.861833,Спорт заалууд,118 сургууль
11478,,,Point,106.78249,47.853668,Спорт заалууд,Гадаадын иргэн харъятын заал
11479,,,Point,106.887998,47.894762,Спорт заалууд,CILCPOUT ххк-ны харъяа Шоко трейд
11480,,,Point,106.708938,47.788641,Спорт заалууд,59 сургууль
11481,,,Point,106.923384,47.902384,Спорт заалууд,130 сургууль
11482,,,Point,106.901244,47.892264,Спорт заалууд,115 сургууль
11483,,,Point,106.720803,47.844407,Спорт заалууд,135 сургууль
11484,,,Point,106.90791,47.89088,Спорт заалууд,Кёкүшузан веяа заал
11485,,,Point,106.895306,47.897666,Спорт заалууд,Орхон их сургууль
11486,,,Point,106.853612,47.879829,Спорт заалууд,Сакура сургууль
11487,,,Point,106.917864,47.884775,Спорт заалууд,URSA спорт заал
11488,,,Point,106.915463,47.900537,Спорт заалууд,Хөл бөмбөгийн холбооны заал
11489,,,Point,106.91274,47.903242,Спорт заалууд,Наадам центр
11490,,,Point,106.895419,47.897522,Спорт заалууд,Орхон дунд сургууль
11491,,,Point,106.895019,47.901355,Спорт заалууд,ШУТИС-МТС
11492,,,Point,106.858263,47.882538,Спорт заалууд,Туул Кондиниум
11493,,,Point,106.891695,47.897616,Спорт заалууд,Хангай дээд сургууль
11494,,,Point,106.891614,47.89591,Спорт заалууд,Аварга дээд сургууль
11495,,,Point,106.883958,47.901806,Спорт заалууд,Автобус 1
11496,,,Point,106.894112,47.896604,Спорт заалууд,ХУД БТСХ
11497,,,Point,106.889043,47.90129,Спорт заалууд,Монгол Солонгосын коллеж
11498,,,Point,106.925779,47.901547,Спорт заалууд,Орчлон сургууль
11499,,,Point,106.910647,47.876027,Спорт заалууд,Гранд мед
11500,,,Point,106.908729,47.88676,Спорт заалууд,ХААИС
11501,,,Point,106.91001,47.886456,Спорт заалууд,ХААИС
11502,,,Point,106.936015,47.892076,Спорт заалууд,Монгол Оюу
11503,,,Point,106.919639,47.881049,Спорт заалууд,Америк сургууль
11504,,,Point,106.848108,47.874045,Спорт заалууд,Англи сургууль
