id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл
5958,,,Point,106.923536,47.916365,АТМ
5959,,,Point,106.917986,47.916643,АТМ
5960,,,Point,106.920939,47.914785,АТМ
5961,,,Point,106.916114,47.91388,АТМ
5962,,,Point,106.918915,47.922673,АТМ
5963,,,Point,106.921821,47.922674,АТМ
5964,,,Point,106.921282,47.925865,АТМ
5965,,,Point,106.915214,47.926214,АТМ
5966,,,Point,106.914435,47.924299,АТМ
5967,,,Point,106.926999,47.918384,АТМ
5968,,,Point,106.926443,47.91839,АТМ
5969,,,Point,106.924138,47.920646,АТМ
5970,,,Point,106.925448,47.918314,АТМ
5971,,,Point,106.925492,47.918317,АТМ
5972,,,Point,106.933632,47.917549,АТМ
5973,,,Point,106.930762,47.918557,АТМ
5974,,,Point,106.906297,47.916805,АТМ
5975,,,Point,106.904068,47.913584,АТМ
5976,,,Point,106.896363,47.915592,АТМ
5977,,,Point,106.901527,47.915411,АТМ
5978,,,Point,106.890575,47.914561,АТМ
5979,,,Point,106.891924,47.915555,АТМ
5980,,,Point,106.887773,47.915116,АТМ
5981,,,Point,106.884553,47.911587,АТМ
5982,,,Point,106.883895,47.908484,АТМ
5983,,,Point,106.868981,47.914517,АТМ
5984,,,Point,106.866316,47.914312,АТМ
5985,,,Point,106.86344,47.914187,АТМ
5986,,,Point,106.858789,47.915655,АТМ
5987,,,Point,106.853939,47.913288,АТМ
5988,,,Point,106.849719,47.912969,АТМ
5989,,,Point,106.876184,47.915401,АТМ
5990,,,Point,106.845608,47.912767,АТМ
5991,,,Point,106.842982,47.912407,АТМ
5992,,,Point,106.837903,47.912405,АТМ
5993,,,Point,106.836308,47.909811,АТМ
5994,,,Point,106.82124,47.911151,АТМ
5995,,,Point,106.793238,47.908327,АТМ
5996,,,Point,106.719009,47.901092,АТМ
5997,,,Point,106.818803,47.918148,АТМ
5998,,,Point,106.817489,47.917788,АТМ
5999,,,Point,106.817317,47.918348,АТМ
6000,,,Point,106.81053,47.924887,АТМ
6001,,,Point,106.840264,47.955799,АТМ
6002,,,Point,106.888923,47.926365,АТМ
6003,,,Point,106.888563,47.922829,АТМ
6004,,,Point,106.886164,47.922711,АТМ
6005,,,Point,106.884375,47.923195,АТМ
6006,,,Point,106.880559,47.923145,АТМ
6007,,,Point,106.877956,47.925196,АТМ
6008,,,Point,106.876359,47.923118,АТМ
6009,,,Point,106.875979,47.922404,АТМ
6010,,,Point,106.873171,47.92236,АТМ
6011,,,Point,106.869838,47.921881,АТМ
6012,,,Point,106.866517,47.923339,АТМ
6013,,,Point,106.861526,47.921593,АТМ
6014,,,Point,106.915376,47.9412,АТМ
6015,,,Point,106.940786,47.918624,АТМ
6016,,,Point,106.939248,47.923356,АТМ
6017,,,Point,106.942182,47.925053,АТМ
6018,,,Point,106.939887,47.928341,АТМ
6019,,,Point,106.927074,47.932145,АТМ
6020,,,Point,106.920621,47.928982,АТМ
6021,,,Point,106.927117,47.932505,АТМ
6022,,,Point,106.91348,47.94837,АТМ
6023,,,Point,106.8346,47.91187,АТМ
6024,,,Point,106.814824,47.921765,АТМ
6025,,,Point,106.89887,47.918447,АТМ
6026,,,Point,106.90125,47.919685,АТМ
6027,,,Point,106.904653,47.919231,АТМ
6028,,,Point,106.904693,47.922831,АТМ
6029,,,Point,106.905822,47.921142,АТМ
6030,,,Point,106.910708,47.918033,АТМ
6031,,,Point,106.910554,47.922516,АТМ
6032,,,Point,106.910606,47.921847,АТМ
6033,,,Point,106.901007,47.942262,АТМ
6034,,,Point,106.900694,47.946255,АТМ
6035,,,Point,106.917031,47.966829,АТМ
6036,,,Point,106.884647,47.918513,АТМ
6037,,,Point,106.886516,47.922746,АТМ
6038,,,Point,106.933116,47.917669,АТМ
6039,,,Point,106.932662,47.921996,АТМ
6040,,,Point,106.939913,47.923323,АТМ
6041,,,Point,106.942222,47.919333,АТМ
6042,,,Point,106.94104,47.91863,АТМ
6043,,,Point,106.944264,47.913999,АТМ
6044,,,Point,106.943904,47.910963,АТМ
6045,,,Point,106.943004,47.909928,АТМ
6046,,,Point,106.943892,47.909724,АТМ
6047,,,Point,106.946788,47.909408,АТМ
6048,,,Point,106.954501,47.909957,АТМ
6049,,,Point,106.947359,47.918543,АТМ
6050,,,Point,106.953007,47.924167,АТМ
6051,,,Point,106.97365,47.914754,АТМ
6052,,,Point,106.973947,47.917619,АТМ
6053,,,Point,106.980655,47.922153,АТМ
6054,,,Point,106.98394,47.924087,АТМ
6055,,,Point,106.987734,47.920151,АТМ
6056,,,Point,106.998872,47.927109,АТМ
6057,,,Point,106.990964,47.91262,АТМ
6058,,,Point,107.003065,47.911105,АТМ
6059,,,Point,107.010977,47.908489,АТМ
6060,,,Point,106.911184,47.904247,АТМ
6061,,,Point,106.901574,47.902543,АТМ
6062,,,Point,106.901294,47.898308,АТМ
6063,,,Point,106.899118,47.898613,АТМ
6064,,,Point,106.908095,47.895568,АТМ
6065,,,Point,106.909343,47.886275,АТМ
6066,,,Point,106.885529,47.894165,АТМ
6067,,,Point,106.890656,47.897903,АТМ
6068,,,Point,106.827638,47.870781,АТМ
6069,,,Point,106.762604,47.852975,АТМ
6070,,,Point,106.920416,47.918055,АТМ
6071,,,Point,106.918575,47.916642,АТМ
6072,,,Point,106.916293,47.916076,АТМ
6073,,,Point,106.915968,47.914334,АТМ
6074,,,Point,106.916855,47.913675,АТМ
6075,,,Point,106.905089,47.916892,АТМ
6076,,,Point,106.90613,47.915578,АТМ
6077,,,Point,106.901752,47.915175,АТМ
6078,,,Point,106.904245,47.913073,АТМ
6079,,,Point,106.90015,47.91294,АТМ
6080,,,Point,106.89508,47.914259,АТМ
6081,,,Point,106.914216,47.918041,АТМ
6082,,,Point,106.907681,47.910988,АТМ
6083,,,Point,106.903463,47.909474,АТМ
6084,,,Point,106.923095,47.908986,АТМ
6085,,,Point,106.921583,47.918885,АТМ
6086,,,Point,106.92251,47.921724,АТМ
6087,,,Point,106.924893,47.918227,АТМ
6088,,,Point,106.928006,47.917753,АТМ
6089,,,Point,106.924713,47.922184,АТМ
