id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Замын ангилал,Батлагдсан огноо,Замын зурвас газар,Хэсэгчилсэн ерөнхий төлөвлөгөөний нэр,Нэмэлт тайлбар,Дүүрэг,Хороо,Хаягийн бүс,Гудамж
524993,,,Polygon,106.788626,47.913647,ХЕТ-ний төлөвлөлтийн зам,Төлөвлөгдсөн авто зам,-,4-8,Цэргийн хотхон хорооллын ХЕТ,2016.01.04 ний өдөр мэдээг оруулав,,,,
524994,,,Polygon,106.784543,47.915193,ХЕТ-ний төлөвлөлтийн зам,Төлөвлөгдсөн авто зам,-,4-8,Цэргийн хотхон хорооллын ХЕТ,2016.01.04 ний өдөр мэдээг оруулав,,,,
524997,,,MultiPolygon,106.583863,47.838409,ХЕТ-ний төлөвлөлтийн зам,Төлөвлөгдсөн авто зам,-,4-8,Аж үйлдвэр технологийн шинэ суурьшлын бүс,2016.01.04 ний өдөр мэдээг оруулав,,,,
524999,,,Polygon,106.520245,47.924229,ХЕТ-ний төлөвлөлтийн зам,"Төлөвлөж буй авто зам, аюулгүйн тойрог",2013.02.25,4-8,Хүй долоон худаг дахь Монгол наадам үндэсний спорт цогцолбор барих ажлын ХЕТ,2016.01.04 ний өдөр мэдээг оруулав,,,,
525001,,,Polygon,106.877764,48.129376,ХЕТ-ний төлөвлөлтийн зам,Төлөвлөгдсөн авто зам,2011.01.24,2-4,Ойн булаг,2016.01.04 ний өдөр мэдээг оруулав,,,,
525003,,,Polygon,106.925981,48.115598,ХЕТ-ний төлөвлөлтийн зам,Төлөвлөгдсөн авто зам,2011.01.24,2-4,Хандгайт,2016.01.04 ний өдөр мэдээг оруулав,,,,
525005,,,Polygon,106.90561,48.098126,ХЕТ-ний төлөвлөлтийн зам,Төлөвлөгдсөн авто зам,2011.01.24,2-4,Хандгайтын богино,2016.01.04 ний өдөр мэдээг оруулав,,,,
525007,,,Polygon,106.878653,48.094593,ХЕТ-ний төлөвлөлтийн зам,Төлөвлөгдсөн авто зам,2011.01.24,2-4,Майхан толгой,2016.01.04 ний өдөр мэдээг оруулав,,,,
525009,,,Polygon,106.90964,48.082175,ХЕТ-ний төлөвлөлтийн зам,Төлөвлөгдсөн авто зам,2011.01.24,2-4,Баянбулаг,2016.01.04 ний өдөр мэдээг оруулав,,,,
525011,,,Polygon,106.870643,48.068078,ХЕТ-ний төлөвлөлтийн зам,Төлөвлөгдсөн авто зам,2011.01.24,2-4,Гүнт,2016.01.04 ний өдөр мэдээг оруулав,,,,
525014,,,Polygon,106.909404,48.066885,ХЕТ-ний төлөвлөлтийн зам,Төлөвлөгдсөн авто зам,2011.01.24,2-4,Хуурай мухар,2016.01.04 ний өдөр мэдээг оруулав,,,,
525016,,,MultiPolygon,106.933186,48.062454,ХЕТ-ний төлөвлөлтийн зам,Төлөвлөгдсөн авто зам,2011.01.24,2-4,Шарга морьт,2016.01.04 ний өдөр мэдээг оруулав,,,,
525019,,,Polygon,106.88908,48.050894,ХЕТ-ний төлөвлөлтийн зам,Төлөвлөгдсөн авто зам,2011.01.24,2-4,Жигжид,2016.01.04 ний өдөр мэдээг оруулав,,,,
525021,,,Polygon,106.928563,48.04477,ХЕТ-ний төлөвлөлтийн зам,Төлөвлөгдсөн авто зам,2011.01.24,2-4,Гоодой,2016.01.04 ний өдөр мэдээг оруулав,,,,
525023,,,Polygon,106.899147,48.039877,ХЕТ-ний төлөвлөлтийн зам,Төлөвлөгдсөн авто зам,2011.01.24,2-4,Яргайтын богино,2016.01.04 ний өдөр мэдээг оруулав,,,,
525026,,,MultiPolygon,106.895553,48.029869,ХЕТ-ний төлөвлөлтийн зам,Төлөвлөгдсөн авто зам,2011.01.24,2-4,Яргайт,2016.01.04 ний өдөр мэдээг оруулав,,,,
525028,,,Polygon,106.912223,48.028533,ХЕТ-ний төлөвлөлтийн зам,Төлөвлөгдсөн авто зам,2011.01.24,2-4,Зуун мод_ЧД,2016.01.04 ний өдөр мэдээг оруулав,,,,
525030,,,MultiPolygon,106.90884,48.017873,ХЕТ-ний төлөвлөлтийн зам,Төлөвлөгдсөн авто зам,2011.01.24,2-4,Шадивлан,2016.01.04 ний өдөр мэдээг оруулав,,,,
525032,,,Polygon,106.932727,48.010177,ХЕТ-ний төлөвлөлтийн зам,Төлөвлөгдсөн авто зам,2011.01.24,2-4,Ар хустай,2016.01.04 ний өдөр мэдээг оруулав,,,,
525034,,,MultiPolygon,106.920882,48.001751,ХЕТ-ний төлөвлөлтийн зам,Төлөвлөгдсөн авто зам,2011.01.24,2-4,Ар согоот,2016.01.04 ний өдөр мэдээг оруулав,,,,
525036,,,MultiPolygon,106.96524,48.026704,ХЕТ-ний төлөвлөлтийн зам,Төлөвлөгдсөн авто зам,2011.01.24,2-4,Сэлх,2016.01.04 ний өдөр мэдээг оруулав,,,,
525038,,,Polygon,107.000554,48.057674,ХЕТ-ний төлөвлөлтийн зам,Төлөвлөгдсөн авто зам,2011.01.24,2-4,Сэлбэ,2016.01.04 ний өдөр мэдээг оруулав,,,,
525041,,,MultiPolygon,107.002985,48.030107,ХЕТ-ний төлөвлөлтийн зам,Төлөвлөгдсөн авто зам,2011.01.24,2-4,Бэлх,2016.01.04 ний өдөр мэдээг оруулав,,,,
525043,,,MultiPolygon,107.016712,48.044859,ХЕТ-ний төлөвлөлтийн зам,Төлөвлөгдсөн авто зам,2011.01.24,2-4,Бэлхийн хадат,2016.01.04 ний өдөр мэдээг оруулав,,,,
525045,,,Polygon,106.984626,48.008803,ХЕТ-ний төлөвлөлтийн зам,Төлөвлөгдсөн авто зам,2011.01.24,2-4,Цолмон,2016.01.04 ний өдөр мэдээг оруулав,,,,
525047,,,Polygon,106.994639,48.042354,ХЕТ-ний төлөвлөлтийн зам,Төлөвлөгдсөн авто зам,2011.01.24,2-4,Мааньт,2016.01.04 ний өдөр мэдээг оруулав,,,,
525049,,,MultiPolygon,107.011142,48.044746,ХЕТ-ний төлөвлөлтийн зам,Төлөвлөгдсөн авто зам,2011.01.24,2-4,Бэлхийн цуурайт,2016.01.04 ний өдөр мэдээг оруулав,,,,
525051,,,MultiPolygon,106.988861,48.029384,ХЕТ-ний төлөвлөлтийн зам,Төлөвлөгдсөн авто зам,2011.01.24,2-4,Бэлхийн даваат,2016.01.04 ний өдөр мэдээг оруулав,,,,
525053,,,MultiPolygon,106.983021,48.016731,ХЕТ-ний төлөвлөлтийн зам,Төлөвлөгдсөн авто зам,-,2-4,Цээнэ,2016.01.04 ний өдөр мэдээг оруулав,,,,
525055,,,Polygon,106.922827,48.024401,ХЕТ-ний төлөвлөлтийн зам,Төлөвлөгдсөн авто зам,2011.01.24,2-4,Зуун мод_СБД,2016.01.04 ний өдөр мэдээг оруулав,,,,
525060,,,Polygon,106.623938,47.792015,ХЕТ-ний төлөвлөлтийн зам,Төлөвлөлтийн авто зам,2013.05.14,2,"Био-Комбинат, Туул-Шувуун фабрик орчмыг хөгжүүлэх ерөнхий төлөвлөгөө",2015.12.25 нд мэдээг оруулсан,,,,
525065,,,Polygon,107.307747,47.774151,ХЕТ-ний төлөвлөлтийн зам,Хотын чанартай гол зам,2013.05.14,4,Налайх дүүргийн хэсэгчилсэн ерөнхий төлөвлөгөө,2016.01.04 ний өдөр мэдээг оруулав,,,,
525067,,,MultiPolygon,107.318277,47.777884,ХЕТ-ний төлөвлөлтийн зам,Хотын чанартай туслах зам,2013.05.14,3,Налайх дүүргийн хэсэгчилсэн ерөнхий төлөвлөгөө,2016.01.04 ний өдөр мэдээг оруулав,,,,
525069,,,MultiPolygon,107.264984,47.766279,ХЕТ-ний төлөвлөлтийн зам,1-р зэргийн гол зам,2013.05.14,2,Налайх дүүргийн хэсэгчилсэн ерөнхий төлөвлөгөө,2016.01.04 ний өдөр мэдээг оруулав,,,,
525071,,,MultiPolygon,107.315462,47.775236,ХЕТ-ний төлөвлөлтийн зам,Дүүргийн гол зам,2013.05.14,4,Налайх дүүргийн хэсэгчилсэн ерөнхий төлөвлөгөө,2016.01.04 ний өдөр мэдээг оруулав,,,,
525073,,,MultiPolygon,107.315736,47.770427,ХЕТ-ний төлөвлөлтийн зам,2-р зэргийн гол зам,2013.05.14,2,Налайх дүүргийн хэсэгчилсэн ерөнхий төлөвлөгөө,2016.01.04 ний өдөр мэдээг оруулав,,,,
525075,,,Polygon,106.605928,47.774697,ХЕТ-ний төлөвлөлтийн зам,Төлөвлөгдсөн зам,2011.12.05,2,"""Агропарк"" - ийн ХЕТ",2016.01.29 ний өдөр ТСХ Б.Амарсанаа мэдээг оруулав,,,,
525077,,,Polygon,106.605802,47.773424,ХЕТ-ний төлөвлөлтийн зам,Төлөвлөгдсөн зам,2011.12.05,2,"""Агропарк"" - ийн ХЕТ",2016.01.29 ний өдөр ТСХ Б.Амарсанаа мэдээг оруулав,,,,
525079,,,MultiPolygon,106.574293,48.028301,ХЕТ-ний төлөвлөлтийн зам,Төлөвлөгдсөн авто зам,2013.01.31,2,"""Агропарк"" - ийн ХЕТ",2016.01.29 ний өдөр ТСХ Б.Амарсанаа мэдээг оруулав,,,,
525081,,,Polygon,106.329597,47.92642,ХЕТ-ний төлөвлөлтийн зам,"Их нас, азарга, хязаалан, соёолон, шүдлэн, даага",2013.02.25,4-8,Хүй долоон худаг дахь Монгол наадам үндэсний спорт цогцолбор барих ажлын ХЕТ,2016.01.04 ний өдөр мэдээг оруулав,,,,
525083,,,Polygon,106.510784,47.930928,ХЕТ-ний төлөвлөлтийн зам,"Их нас, азарга, хязаалан, соёолон, шүдлэн, даага",2013.02.25,4-8,Хүй долоон худаг дахь Монгол наадам үндэсний спорт цогцолбор барих ажлын ХЕТ,2016.01.04 ний өдөр мэдээг оруулав,,,,
525085,,,MultiPolygon,106.79279,47.871801,ХЕТ-ний төлөвлөлтийн зам,1-р зэрэглэлийн гол гудамж зам,2014.09.26,4-8,Нисэх Яармаг орчмын орон сууцны хорооллын ЕТ,,,,,
525087,,,Polygon,107.037487,47.946661,ХЕТ-ний төлөвлөлтийн зам,1-р зэрэглэлийн гол гудамж зам,,4 эгнээ,Улиастайн амны шинэ суурьшлын бүсийн ХЕТ,Батлагдаагүй. Магадлалын дүгнэлт хийгдсэн.,,,,
525089,,,Polygon,107.037792,47.945179,ХЕТ-ний төлөвлөлтийн зам,Туслах зам-2,,2 эгнээ,Улиастайн амны шинэ суурьшлын бүсийн ХЕТ,Батлагдаагүй. Магадлалын дүгнэлт хийгдсэн.,,,,
525091,,,Polygon,107.046285,47.95179,ХЕТ-ний төлөвлөлтийн зам,Туслах зам-3,,2 эгнээ,Улиастайн амны шинэ суурьшлын бүсийн ХЕТ,Батлагдаагүй. Магадлалын дүгнэлт хийгдсэн.,,,,
525093,,,Polygon,107.04054,47.935161,ХЕТ-ний төлөвлөлтийн зам,Туслах зам-1,,2 эгнээ,Улиастайн амны шинэ суурьшлын бүсийн ХЕТ,Бадлагдаагүй. Магадлалын дүгнэлт гарсан.,,,,
525095,,,Polygon,106.763542,47.937366,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525097,,,Polygon,106.756575,47.924478,ХЕТ-ний төлөвлөлтийн зам,2-р зэрэглэлийн туслах зам,2015.04.15,2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525099,,,Polygon,106.765145,47.927954,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525101,,,Polygon,106.771121,47.927989,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525104,,,Polygon,106.76308,47.925286,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525106,,,Polygon,106.767418,47.9264,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525108,,,Polygon,106.767555,47.925565,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525110,,,Polygon,106.767449,47.927279,ХЕТ-ний төлөвлөлтийн зам,2-р зэрэглэлийн туслах зам,2015.04.15,2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525112,,,Polygon,106.767381,47.925976,ХЕТ-ний төлөвлөлтийн зам,2-р зэрэглэлийн туслах зам,2015.04.15,2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525114,,,Polygon,106.763412,47.930687,ХЕТ-ний төлөвлөлтийн зам,2-р зэрэглэлийн туслах зам,2015.04.15,2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525116,,,Polygon,106.767191,47.931603,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525118,,,Polygon,106.764327,47.92996,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525120,,,Polygon,106.768018,47.929979,ХЕТ-ний төлөвлөлтийн зам,2-р зэрэглэлийн туслах зам,2015.04.15,2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525122,,,Polygon,106.776569,47.928411,ХЕТ-ний төлөвлөлтийн зам,2-р зэрэглэлийн гол гудамж зам,2015.04.15,4-8 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525124,,,Polygon,106.785282,47.940271,ХЕТ-ний төлөвлөлтийн зам,2-р зэрэглэлийн туслах зам,2015.04.15,2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525126,,,Polygon,106.786882,47.934858,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525128,,,Polygon,106.797698,47.929975,ХЕТ-ний төлөвлөлтийн зам,2-р зэрэглэлийн туслах зам,2015.04.15,2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525131,,,Polygon,106.78983,47.932696,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525133,,,Polygon,106.788961,47.933774,ХЕТ-ний төлөвлөлтийн зам,2-р зэрэглэлийн туслах зам,2015.04.15,2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525135,,,Polygon,106.784151,47.932899,ХЕТ-ний төлөвлөлтийн зам,2-р зэрэглэлийн туслах зам,2015.04.15,2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525137,,,Polygon,106.763644,47.93839,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525139,,,Polygon,106.794024,47.935369,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525141,,,Polygon,106.79242,47.936485,ХЕТ-ний төлөвлөлтийн зам,1-р зэрэглэлийн туслах зам,2015.04.15,2-4 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525143,,,Polygon,106.78144,47.943208,ХЕТ-ний төлөвлөлтийн зам,2-р зэрэглэлийн туслах зам,2015.04.15,2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525145,,,Polygon,106.782796,47.941344,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525147,,,Polygon,106.8022,47.930745,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525149,,,Polygon,106.806175,47.931321,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525151,,,Polygon,106.810093,47.929549,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525153,,,Polygon,106.778771,47.946046,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525155,,,Polygon,106.785594,47.946855,ХЕТ-ний төлөвлөлтийн зам,2-р зэрэглэлийн туслах зам,2015.04.15,2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525157,,,Polygon,106.763465,47.9372,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525160,,,Polygon,106.763895,47.936388,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525162,,,Polygon,106.762518,47.934286,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525164,,,Polygon,106.761931,47.932918,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525166,,,Polygon,106.76205,47.932193,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525168,,,Polygon,106.760086,47.92803,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525170,,,Polygon,106.761992,47.92746,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525172,,,Polygon,106.758644,47.924828,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525174,,,Polygon,106.758888,47.924422,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525176,,,Polygon,106.769305,47.928266,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525178,,,Polygon,106.768728,47.937326,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525180,,,Polygon,106.797693,47.933826,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525182,,,Polygon,106.796971,47.9345,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525184,,,Polygon,106.796487,47.934881,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525186,,,Polygon,106.801844,47.978315,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525188,,,Polygon,106.80167,47.97657,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525190,,,Polygon,106.802376,47.973706,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525192,,,Polygon,106.806727,47.974352,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525194,,,Polygon,106.803931,47.96513,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525196,,,Polygon,106.803362,47.965343,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525198,,,Polygon,106.802792,47.96564,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525200,,,Polygon,106.806409,47.961579,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525202,,,Polygon,106.769009,47.930219,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525204,,,Polygon,106.76946,47.935715,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525206,,,Polygon,106.797257,47.934239,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525208,,,Polygon,106.799522,47.93287,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525210,,,Polygon,106.80982,47.941231,ХЕТ-ний төлөвлөлтийн зам,2-р зэрэглэлийн гол гудамж зам,2015.04.15,4-8 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525212,,,Polygon,106.803025,47.962315,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525214,,,Polygon,106.804159,47.962119,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525216,,,Polygon,106.807984,47.961011,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525218,,,Polygon,106.804741,47.965057,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525220,,,Polygon,106.800243,47.981644,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525222,,,Polygon,106.798119,47.983347,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525224,,,Polygon,106.798207,47.984365,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525226,,,Polygon,106.798225,47.985691,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525228,,,Polygon,106.800422,47.986069,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525230,,,Polygon,106.801099,47.987249,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525232,,,Polygon,106.780836,47.948439,ХЕТ-ний төлөвлөлтийн зам,1-р зэрэглэлийн туслах зам,2015.04.15,2-4 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525234,,,Polygon,106.798061,47.959924,ХЕТ-ний төлөвлөлтийн зам,2-р зэрэглэлийн гол гудамж зам,2015.04.15,4-8 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525236,,,Polygon,106.793078,47.957304,ХЕТ-ний төлөвлөлтийн зам,2-р зэрэглэлийн гол гудамж зам,2015.04.15,4-8 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525239,,,Polygon,106.803294,47.952435,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525241,,,Polygon,106.808426,47.949319,ХЕТ-ний төлөвлөлтийн зам,2-р зэрэглэлийн гол гудамж зам,2015.04.15,4-8 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525243,,,Polygon,106.811402,47.964789,ХЕТ-ний төлөвлөлтийн зам,2-р зэрэглэлийн гол гудамж зам,2015.04.15,4-8 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525245,,,Polygon,106.810563,47.960979,ХЕТ-ний төлөвлөлтийн зам,2-р зэрэглэлийн туслах зам,2015.04.15,2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525247,,,Polygon,106.807575,47.97877,ХЕТ-ний төлөвлөлтийн зам,2-р зэрэглэлийн гол гудамж зам,2015.04.15,4-8 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525249,,,Polygon,106.806276,47.979362,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525251,,,Polygon,106.792832,47.934313,ХЕТ-ний төлөвлөлтийн зам,1-р зэрэглэлийн туслах зам,2015.04.15,2-4 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525253,,,Polygon,106.793156,47.936479,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525255,,,Polygon,106.782138,47.940191,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525257,,,Polygon,106.80218,47.981681,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525259,,,Polygon,106.804294,47.981911,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525261,,,Polygon,106.804468,47.979921,ХЕТ-ний төлөвлөлтийн зам,Хорооллын дундах туслах зам,2015.04.15,1-2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525263,,,Polygon,106.766786,47.936197,ХЕТ-ний төлөвлөлтийн зам,2-р зэрэглэлийн туслах зам,2015.04.15,2 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
525265,,,Polygon,106.805135,47.970227,ХЕТ-ний төлөвлөлтийн зам,2-р зэрэглэлийн гол гудамж зам,2015.04.15,4-8 эгнээ,Толгойт нэгж хорооллын ХЕТ,,,,,
