id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Барилгын зориулалт,Дүүрэг,Хороо,Хаягийн бүс,Архитектур төлөвлөлтийн даалгаврын дугаар,Гудамж
303219,ТТО151618591889000,Хайлаастын эцсийн автобусны буудлын тохижилт,Polygon,106.897308,47.961358,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,15-р хороо,,МЗХ2021/05-048,
303221,ТТО151618598792000,Хайлаастын Засварын буудалын тохижилт,Polygon,106.888784,47.965595,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,16-р хороо,,МЗХ2021/05-049,
303223,ТТО151618599237000,Хайлаастын Засварын буудалын тохижилт,Polygon,106.889908,47.965,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,16-р хороо,,МЗХ2021/05-049,
303225,ТТО151618600381000,Хайлаастын засварын 2-р автобусны буудлын тохижилт,Polygon,106.884882,47.96726,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,16-р хороо,,МЗХ2021/05-050,
303227,ТТО151618600555000,Хайлаастын засварын 2-р автобусны буудлын тохижилт,Polygon,106.88657,47.966837,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,16-р хороо,,МЗХ2021/05-050,
303229,ТТО151618601843000,Хайлаастын засварын 3-р автобусны буудлын тохижилт,Polygon,106.879654,47.969883,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,16-р хороо,,МЗХ2021/05-051,
303231,ТТО151618601946000,Хайлаастын засварын 3-р автобусны буудлын тохижилт,Polygon,106.880216,47.969361,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,16-р хороо,,МЗХ2021/05-051,
303233,ТТО151618603519000,Хүчит шонхор захын буудлын тохижилт,Polygon,106.902992,47.944043,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,11-р хороо,,МЗХ2021/05-052,
303235,ТТО151618603587000,Хүчит шонхор захын буудлын тохижилт,Polygon,106.903296,47.943047,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,11-р хороо,,МЗХ2021/05-052,
303237,ТТО151618604928000,Дэнжийн 1000н автобусны буудлын тохижилт,Polygon,106.90034,47.946219,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,12-р хороо,,МЗХ2021/05-053,
303240,ТТО151618605154000,Дэнжийн 1000н автобусны буудал,Polygon,106.901519,47.945567,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,12-р хороо,,МЗХ2021/05-053,
303242,ТТО151618605856000,Булгийн 6-р гудамжны автобусны буудлын тохижилт,Polygon,106.892477,47.951077,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,12-р хороо,,МЗХ2021/05-054,
303244,ТТО151618606683000,Тоглоомтой дэлгүүрийн буудалын тохижилт,Polygon,106.888721,47.952353,Тохижилтын загвар зураг,,Чингэлтэй,12-р хороо,,МЗХ2021/05-055,
303246,ТТО151618607060000,Тоглоомтой дэлгүүрийн буудалын тохижилт,Polygon,106.888721,47.952353,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,12-р хороо,,МЗХ2021/05-055,
303248,ТТО151618607218000,Тоглоомтой дэлгүүрийн автобусны буудлын тохижилт,Polygon,106.888861,47.951921,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,12-р хороо,,МЗХ2021/05-055,
303250,ТТО151618607819000,Гахайн байрны автобусны буудлын тохижилт,Polygon,106.884268,47.955778,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,12-р хороо,,МЗХ2021/05-056,
303252,ТТО151618608079000,Гахайн байрны автобусны буудлын тохижилт,Polygon,106.884374,47.955223,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,12-р хороо,,МЗХ2021/05-056,
303258,ТТО151618853925000,Дэнжийн 42-р гудамжны хүүхдийн тоглоомын талбай,Polygon,106.889643,47.941659,Тохижилтын загвар зураг,,Чингэлтэй,10-р хороо,Дэнжийн мянга-2 /15121/,ГБМЗХ2020/14-015,
303260,ТТО151618853952000,Дэнжийн 42-р гудамжны хүүхдийн тоглоомын талбай,Polygon,106.889901,47.941613,Тохижилтын загвар зураг,,Чингэлтэй,10-р хороо,Дэнжийн мянга-2 /15121/,ГБМЗХ2020/14-015,
303263,ТТО151618853979000,Дэнжийн 42-р гудамжны хүүхдийн тоглоомын талбай,Polygon,106.88985,47.941817,Тохижилтын загвар зураг,,Чингэлтэй,10-р хороо,Дэнжийн мянга-2 /15121/,ГБМЗХ2020/14-015,
303265,ТТО151618854007000,Дэнжийн 42-р гудамжны хүүхдийн тоглоомын талбай,Polygon,106.889875,47.941782,Тохижилтын загвар зураг,,Чингэлтэй,10-р хороо,Дэнжийн мянга-2 /15121/,ГБМЗХ2020/14-015,
303267,ТТО151618854023000,Дэнжийн 42-р гудамжны хүүхдийн тоглоомын талбай,Polygon,106.889529,47.941851,Тохижилтын загвар зураг,,Чингэлтэй,10-р хороо,Дэнжийн мянга-2 /15121/,ГБМЗХ2020/14-015,
303268,ТТО131525095827000,Эргийн тохижилт,Polygon,106.940979,47.889492,Тохижилтын загвар зураг,Цэцэрлэгт хүрээлэнгийн барилга,Баянзүрх,26-р хороо,,МЗХ2018/10-29,
303269,ТТО151619117951000,5-р сургуулийн хойд талд гадна талбайн тохижилт,Polygon,106.910297,47.926747,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,6-р хороо,,МЗХ2021/05-020,
303273,ТТО151619611104000,"Сургуулийн 9,10,11,12-р гудамжны тохижилт",Polygon,106.899844,47.956051,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,13-р хороо,,МЗХ2021/07-007,
303275,ТТО151619614051000,Булгийн 19-р гудамжны тохижилт,Polygon,106.88473,47.951551,Тохижилтын загвар зураг,Хороолол дундах тохижилтын барилга,Чингэлтэй,12-р хороо,,МЗХ2021/07-006,
303283,ТТО151620838935000,,Polygon,106.899989,47.924616,Тохижилтын загвар зураг,Цэцэрлэгт хүрээлэнгийн барилга,Чингэлтэй,5-р хороо,Тасганы овоо /15150/,,
303325,ТТО151624279043000,24 дүгээр сургуулийн баруун талд тохижилт,Polygon,106.90094,47.918184,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,2-р хороо,,МЗХ2021/10-016,
303327,ТТО151624291832000,Булгийн 11 дүгээр гудамжны тохижилт,Polygon,106.892775,47.945186,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,12-р хороо,,МЗХ2021/10-017,
303329,ТТО151624298537000,111 дүгээр худгийн гадна талбайн тохижилт,Polygon,106.906771,47.955308,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,13-р хороо,,МЗХ2021/10-020,
303331,ТТО151624357252000,111 дүгээр худгийн гадна талбайн тохижилт,Polygon,106.906771,47.955308,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,13-р хороо,,МЗХ2021/10-019,
303333,ТТО151624357365000,111 дүгээр худгийн гадна талбайн тохижилт,Polygon,106.909492,47.954861,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,13-р хороо,,МЗХ2021/10-019,
303348,ТТО151624438680000,Жижиг дунд үйлдвэрлэлийн гадна тохижилт,Polygon,106.869705,47.96429,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,16-р хороо,,МЗХ2021/10-018,
303360,ТТО151625218063000,Хүүхдийн тоглоомын талбай,Polygon,106.865555,47.95606,Тохижилтын загвар зураг,Эдэлбэр газрын тохижилт,Чингэлтэй,7-р хороо,,МЗХ2021/11-017,
303362,ТТО161625226660000,Эко орчин цэвэр агаар,Polygon,106.859205,47.917804,Тохижилтын загвар зураг,Талбайн тохижилт барилга,"Баянгол, Сонгинохайрхан","7-р хороо, 9-р хороо, 21-р хороо, 5-р хороо, 12-р хороо, 30-р хороо, 31-р хороо","1-р хороолол-1 /18030/, Өнөр хороолол /18040/, 3-р хороолол-5 /16094/, 10-р хороолол-2 /16081/, 3-р хороолол-4 /16093/, 3-р хороолол-6 /16095/",МЗХ2021/11-016,
303417,ТТО131538476640000,nnnn,Polygon,106.938531,47.917855,Тохижилтын загвар зураг,,Баянзүрх,15-р хороо,13-р хороолол 2-1 /13370/,,
303426,ТТО151632761925000,Автобусны буудлын тохижилт,Polygon,106.92505,47.988647,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,19-р хороо,,МЗХ2021/19-036,
303430,ТТО181633345351000,,Polygon,106.643458,48.123219,Тохижилтын загвар зураг,,Сонгинохайрхан,21-р хороо,Жаргалант тосгон /18361/,МЗХ2021/19-040,
303448,ТТО151634920494000,Эргийн тохижилт,Polygon,106.917767,48.032504,Тохижилтын загвар зураг,Хороолол дундах тохижилтын барилга,Чингэлтэй,19-р хороо,,МЗХ2021/20-032,
303450,ТТО151634929625000,Гудамж талбайн тохижилт,Polygon,106.89038,47.942096,Тохижилтын загвар зураг,Хороолол дундах тохижилтын барилга,Чингэлтэй,10-р хороо,,МЗХ2021/20-029,
303452,ТТО151634931423000,Гудамж талбайн тохижилт,Polygon,106.892864,47.955856,Тохижилтын загвар зураг,Хороолол дундах тохижилтын барилга,Чингэлтэй,12-р хороо,,МЗХ2021/20-030,
303454,ТТО151634933308000,Гудамж талбайн тохижилт,Polygon,106.888616,47.978425,Тохижилтын загвар зураг,Хороолол дундах тохижилтын барилга,Чингэлтэй,17-р хороо,,МЗХ2021/20-031,
303456,ТТО151634935916000,Гудамжны тохижилт,Polygon,106.885382,47.951857,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,12-р хороо,,МЗХ2021/20-033,
303458,ТТО151634937421000,Бичил цэцэрлэгт хүрээлэн,Polygon,106.870711,47.964166,Тохижилтын загвар зураг,Цэцэрлэгт хүрээлэнгийн барилга,Чингэлтэй,17-р хороо,,МЗХ2021/20-035,
303461,ТТО151635162745000,Шар хагтын аманд сувиллын барилгын гадна тохижилт,Polygon,106.882522,47.99661,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,17-р хороо,,МЗХ2021/20-034,
303463,ТТО151635183373000,Гадна талбайн тохижилт,MultiPolygon,106.882522,47.99661,Тохижилтын загвар зураг,Цэцэрлэгт хүрээлэнгийн барилга,Чингэлтэй,17-р хороо,,МЗХ2021/20-034,
303465,ТТО111635270060000,,Polygon,107.232108,47.782606,Тохижилтын загвар зураг,,Налайх,7-р хороо,"Өвөр шанд /12810/, Майхан уул /13087/",МЗХ2021/20-43,
303467,ТТО111635270142000,,Polygon,107.232108,47.782606,Тохижилтын загвар зураг,Ногоон байгууламжийн барилга,Налайх,7-р хороо,,МЗХ2021/20-43,
303469,ТТО111635270321000,,Polygon,107.232108,47.782606,Тохижилтын загвар зураг,Ногоон байгууламжийн барилга,Налайх,7-р хороо,,МЗХ2021/20-43,
303471,ТТО111635270464000,,Polygon,107.232108,47.782606,Тохижилтын загвар зураг,,Налайх,7-р хороо,"Өвөр шанд /12810/, Майхан уул /13087/",МЗХ2021/20-43,
303490,ТТО151636632258000,Бичил цэцэрлэгт хүрээлэн,Polygon,106.862377,47.977279,Тохижилтын загвар зураг,Цэцэрлэгт хүрээлэнгийн барилга,Чингэлтэй,16-р хороо,,МЗХ2021/22-032,
303492,ТТО151636736396000,Бичил цэцэрлэгт хүрээлэн,Polygon,106.900818,47.988849,Тохижилтын загвар зураг,Цэцэрлэгт хүрээлэнгийн барилга,Чингэлтэй,19-р хороо,,МЗХ2021/22-027,
303503,ТТО151637248329000,М100 байрны гадна талбайн тохижилт,Polygon,106.914082,47.919459,Тохижилтын загвар зураг,Тоглоомын талбайн барилга,Чингэлтэй,1-р хороо,,МЗХ2021/22-029,
303505,ТТО151637256104000,Хийморь цогцолбор байрны гадна талбайн тохижилт,Polygon,106.909852,47.920823,Тохижилтын загвар зураг,Тоглоомын талбайн барилга,Чингэлтэй,4-р хороо,,МЗХ2021/22-030,
303507,ТТО151637259666000,“Хас” банкны зүүн талын гадна талбайн тохижилт,Polygon,106.906166,47.920445,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,3-р хороо,,МЗХ2021/22-031,
303509,ТТО151637311753000,"62, 39а байрнуудын гадна талбайн тохижилт",Polygon,106.907998,47.92691,Тохижилтын загвар зураг,Тоглоомын талбайн барилга,Чингэлтэй,6-р хороо,,МЗХ2021/22-028,
303533,ТТО151638547319000,292-р цэцэрлэгийн гадна талбайн тохижилт,Polygon,106.895867,47.939605,Тохижилтын загвар зураг,Эдэлбэр газрын тохижилт,Чингэлтэй,10-р хороо,,МЗХ2021/22-025,
303535,ТТО151638784725000,"145-р бага сургууль,  277-р цэцэрлэгийн гадна талб",Polygon,106.912165,47.957604,Тохижилтын загвар зураг,Эдэлбэр газрын тохижилт,Чингэлтэй,14-р хороо,,МЗХ2021/22-026,
303537,ТТО151638788781000,102-р цэцэрлэгийн гадна талбайн тохижилт,Polygon,106.899787,47.95963,Тохижилтын загвар зураг,Эдэлбэр газрын тохижилт,Чингэлтэй,15-р хороо,,МЗХ2021/22-024,
303541,ТТО151639420171000,"35, 45 дугаар байрны гадна талбайн тохижилт",Polygon,106.90709,47.920385,Тохижилтын загвар зураг,,Чингэлтэй,1-р хороо,,МЗХ2021/25-035,
303544,ТТО151639425882000,Худгийн гадна тохижилт,Polygon,106.915517,47.978297,Тохижилтын загвар зураг,Хороолол дундах тохижилтын барилга,Чингэлтэй,19-р хороо,,МЗХ2021/25-036,
303590,ТТО151643102699000,Тэди төвийн зүүн талбайн тохижилт,Polygon,106.905982,47.921187,Тохижилтын загвар зураг,Эдэлбэр газрын тохижилт,Чингэлтэй,5-р хороо,,ХЕТ2022/00-06,
303633,ТТО171646951053000,Өдрийн худалдаа хийх талбай,Polygon,106.914899,47.903075,Тохижилтын загвар зураг,,Хан-Уул,15-р хороо,Стадион Оргил-2 /17011/,ХТХ2022/00-153,
303635,ТТО151646956443000,,Polygon,106.895638,48.000014,Тохижилтын загвар зураг,,Чингэлтэй,19-р хороо,Чингэлтэй-1 /15031/,ХТХ2022/00-143,
303637,ТТО151646990815000,,Polygon,106.895638,48.000014,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,19-р хороо,Чингэлтэй-1 /15031/,ХТХ2022/00-143,
303640,ТТО151647197567000,Өдрийн худалдаа хийх талбай;,Polygon,106.906096,47.922901,Тохижилтын загвар зураг,,Чингэлтэй,4-р хороо,,ХТХ2022/00-142,
303643,ТТО151647197885000,,Polygon,106.906145,47.922647,Тохижилтын загвар зураг,,Чингэлтэй,5-р хороо,6-р хороолол-2 /15141/,ХТХ2022/00-142,
303645,ТТО151647197915000,,Polygon,106.905706,47.922601,Тохижилтын загвар зураг,,Чингэлтэй,5-р хороо,6-р хороолол-2 /15141/,ХТХ2022/00-142,
303647,ТТО151647197971000,,Polygon,106.905652,47.922862,Тохижилтын загвар зураг,,Чингэлтэй,5-р хороо,6-р хороолол-2 /15141/,ХТХ2022/00-142,
303648,ТТО151647201533000,Өдрийн худалдаа хийх талбай;,Polygon,106.908543,47.920408,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,4-р хороо,,ХТХ2022/00-141,
303657,ТТО151647342086000,Сургуулийн гадна талбайн тохижилт,Polygon,106.906571,47.9264,Тохижилтын загвар зураг,Эдэлбэр газрын тохижилт,Чингэлтэй,6-р хороо,6-р хороолол-1 /15140/,ХТХ2022/00-181,
303659,ТТО151647466423000,Гадна талбайн тохижилт,Polygon,106.903168,47.970731,Тохижилтын загвар зураг,Эдэлбэр газрын тохижилт,Чингэлтэй,17-р хороо,,ХТХ2022/00-182,
303680,ТТО151648991176000,Гадна талбайн тохижилт,Polygon,106.907896,47.917676,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,1-р хороо,"40, 50 мянгат-1 /15170/",ХТХ2022/00-197,
303696,ТТО151649883406000,Гадна талбайн тохижилт,Polygon,106.908237,47.925281,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,4-р хороо,,МЗХ2022/09-31,
303698,ТТО151649888263000,Гадна талбайн тохижилт,Polygon,106.902233,47.924,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,5-р хороо,,МЗХ2022/09-033,
303700,ТТО151649895856000,3x3 талбай бүхий гадна талбайн тохижилт,Polygon,106.904078,47.926678,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,6-р хороо,,МЗХ2022/09-032,
303704,ТТО151649933411000,Гадна талбайн тохижилт,Polygon,106.909497,47.925893,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,6-р хороо,,МЗХ2022/09-034,
303715,ТТО151650026916000,Гадна талбайн тохижилт;,Polygon,106.90912,47.924793,Тохижилтын загвар зураг,,Чингэлтэй,4-р хороо,,ХТХ2022/00-202,
303717,ТТО151650029871000,Гадна талбайн тохижилт,Polygon,106.903212,47.918671,Тохижилтын загвар зураг,,Чингэлтэй,3-р хороо,"40, 50 мянгат-3 /15172/",ХТХ2022/00-,
303731,ТТО151650276138000,"Жишиг гудамж /Гадна талбайн нэгдсэн тохижилт, замы",Polygon,106.893667,47.940974,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,10-р хороо,Дэнжийн мянга-2 /15121/,ХТХ2022/00-204,Самбалхүндэвийн зам
303734,ТТО151650281067000,Жишиг гудамж,Polygon,106.896136,47.942389,Тохижилтын загвар зураг,,Чингэлтэй,"11-р хороо, 10-р хороо","Дэнжийн мянга-1 /15120/, Дэнжийн мянга-2 /15121/",,
303738,ТТО151650289148000,Гадна талбайн тохижилт,Polygon,106.902292,47.9358,Тохижилтын загвар зураг,Эдэлбэр газрын тохижилт,Чингэлтэй,9-р хороо,Дэнжийн мянга-2 /15121/,ХТХ2022/00-208,
303740,ТТО151650302173000,,Polygon,106.882576,47.945342,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,12-р хороо,Дэнжийн мянга-1 /15120/,,
303742,ТТО151650310996000,Гадна талбайн тохижилт,Polygon,106.902111,47.920352,Тохижилтын загвар зураг,Эдэлбэр газрын тохижилт,Чингэлтэй,2-р хороо,"40, 50 мянгат-2 /15171/",ХТХ2022/00-176,
303824,ТТО151653323245000,Автобусны буудлын тохижилт,Polygon,106.911871,47.939633,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,11-р хороо,,ХТХ2022/00-124,
303826,ТТО151653329052000,Автобусны буудлын тохижилт,Polygon,106.907818,47.935892,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,10-р хороо,,ХТХ2022/00-174,Г.Чагдаржавын гудамж
303829,ТТО151653335222000,Автобусны буудлын тохижилт,Polygon,106.925969,47.994062,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,19-р хороо,Чингэлтэй-3  /15030/,ХТХ2022/00-218,
303858,ТТО151650294786000,Гадна талбайн тохижилт:,Polygon,106.881789,47.943348,Тохижилтын загвар зураг,Эдэлбэр газрын тохижилт,Чингэлтэй,7-р хороо,,ХТХ2022/00-206,
303869,ТТО151656966625000,Жишиг гудамж;,MultiPolygon,106.913063,47.967578,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,18-р хороо,Чингэлтэй-2 /15032/,ХТХ2022/00-031,
303871,ТТО151656966640000,Жишиг гудамж;,MultiPolygon,106.911783,47.966466,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Чингэлтэй,18-р хороо,Чингэлтэй-2 /15032/,ХТХ2022/00-230,
303932,ТТО131429269749000,Алтан-өлгийн бунхны чанх урд тоглоомын талбай,Polygon,106.972106,47.928458,Тохижилтын загвар зураг,Тоглоомын талбайн барилга,Баянзүрх,22-р хороо,Алтан-Өлгий /13292/,,
304274,ТТО131429279730000,7-р хэсгийн хүүхдийн тоглоомын талбай,Polygon,106.98419,47.905561,Тохижилтын загвар зураг,Хороолол дундах тохижилтын барилга,Баянзүрх,12-р хороо,Амгалан-3 /13271/,,
304275,ТТО131430405899000,"Дунд дарь эх 42, 44-р гудамжинд хийх явган хүний з",MultiPolygon,106.934067,47.935892,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Баянзүрх,27-р хороо,Дарь эх-2 /13350/,,
304417,ТТО131538488275000,nnnn,Polygon,106.938531,47.917855,Тохижилтын загвар зураг,,Баянзүрх,15-р хороо,13-р хороолол 2-1 /13370/,,
304420,ТТО131543404744000,Үндэсний цэцэрлэгт хүрээлэнгийн 130 га,Polygon,106.950949,47.898404,Тохижилтын загвар зураг,,Баянзүрх,26-р хороо,Үндэсний цэцэрлэгт хүрээлэн /13313/,2013,
304624,ТТО131538489321000,,Polygon,107.072233,47.889249,Тохижилтын загвар зураг,,Баянзүрх,11-р хороо,Товчоо /13190/,,
304625,ТТО131538512112000,Дунд Дарь-Эхийн гэр хорооллын 1-27-р гудамжны тохи,MultiPolygon,106.938314,47.94556,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Баянзүрх,27-р хороо,Дунд дарь-Эх /13352/,МЗХ2018/23-21,
304819,ТТО131429098572000,4-р хэсэгт Ээж хайрхан дэлгүүрийн 6-149 тоот,Polygon,107.008719,47.940521,Тохижилтын загвар зураг,Хороолол дундах тохижилтын барилга,Баянзүрх,9-р хороо,Шар хад-2 /13281/,,
304820,ТТО131430303172000,"Дунд дарь эхийн 33ур гудамж, 1785 тоот хашааны урд",Polygon,106.938909,47.941657,Тохижилтын загвар зураг,Хороолол дундах тохижилтын барилга,Баянзүрх,27-р хороо,Дунд дарь-Эх /13352/,,
304881,ТТО131662543408000,Гудамж талбайн тохижилт,Polygon,106.960409,47.918228,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Баянзүрх,5-р хороо,15-р хороолол-3 /13342/,ХТХ2022/00-249,
304999,ТТО131544097946000,Цэргийн хотхон карьерийн 402-р хашааны зүүн талд,Polygon,106.955746,47.937076,Тохижилтын загвар зураг,Хороолол дундах тохижилтын барилга,Баянзүрх,4-р хороо,Цэргийн хотхон /13360/,МЗХ2018/27-27,
305150,ТТО131430296796000,22-р байрны урд талд тохижилт /Устгах/,Polygon,106.941022,47.925701,Тохижилтын загвар зураг,,Баянзүрх,1-р хороо,12-р хороолол-1 /13380/,,
305207,ТТО131538493637000,Хорооны цогцолбор байрны гадна талбайн тохижилт,Polygon,106.935845,47.933832,Тохижилтын загвар зураг,Хороолол дундах тохижилтын барилга,Баянзүрх,2-р хороо,Дарь эх-2 /13350/,МЗХ2018/23-14,
305219,ТТО131421150839000,Их тойруу дагуух өгсөж уруудах явган зам,Polygon,106.942228,47.921529,Тохижилтын загвар зураг,Авто замын барилга,Баянзүрх,3-р хороо,12-р хороолол-2 /13381/,,
305526,ТТО131538471698000,nnnn,Polygon,106.938531,47.917855,Тохижилтын загвар зураг,,Баянзүрх,15-р хороо,13-р хороолол 2-1 /13370/,,
305527,ТТО131538488469000,,Polygon,107.072233,47.889249,Тохижилтын загвар зураг,,Баянзүрх,11-р хороо,Товчоо /13190/,МЗХ2018/23-12,
305528,ТТО131538517727000,Орон сууцны 23-р байрны урд талд хүүхдийн тоглоомы,Polygon,106.934996,47.914369,Тохижилтын загвар зураг,,Баянзүрх,6-р хороо,13-р хороолол 2-4 /13373/,МЗХ2018/23-23,
305628,ТТО131538521269000,"Орон сууцны 97/3, 97/4-р байруудын гадна талбайн т",Polygon,106.931893,47.910711,Тохижилтын загвар зураг,,Баянзүрх,25-р хороо,13-р хороолол 2-5 /13374/,МЗХ2018/23-26,
305825,ТТО131538496050000,Орон сууцны 21-р байрны гадна талбайн тохижилт,Polygon,106.931844,47.913659,Тохижилтын загвар зураг,,Баянзүрх,6-р хороо,13-р хороолол 2-4 /13373/,МЗХ2018/23-16,
305868,ТТО131429267789000,Улаан загалмайн нийгэмлэгийн хашаанд,Polygon,106.986403,47.92629,Тохижилтын загвар зураг,Эдэлбэр газрын тохижилт,Баянзүрх,19-р хороо,Цайз /13291/,,
305923,ТТО131544092994000,167-р цэцэрлэгийн гадна талбайн тохижилт,Polygon,107.006314,47.935825,Тохижилтын загвар зураг,Эдэлбэр газрын тохижилт,Баянзүрх,9-р хороо,Шар хад-2 /13281/,МЗХ2018/27-24,
306066,ТТО131429900650000,"2, 3, 4, 5-р байрны урд талын явган хүний зам",MultiPolygon,106.999947,47.916647,Тохижилтын загвар зураг,,Баянзүрх,8-р хороо,Амгалан-1 /13260/,,
306067,ТТО131430297861000,64-р байрны урд талд тохижилт,Polygon,106.949814,47.918622,Тохижилтын загвар зураг,,Баянзүрх,4-р хороо,15-р хороолол-5 /13344/,,
306127,ТТО131538494581000,"Орон сууцны 204, 205-р байруудын гадна талбайн тох",Polygon,106.959693,47.921454,Тохижилтын загвар зураг,,Баянзүрх,5-р хороо,15-р хороолол-4 /13343/,МЗХ2018/23-15,
306128,ТТО131538518468000,"Орон сууцны 15, 16-р байрны гадна талбайн тохижилт",Polygon,106.936575,47.913127,Тохижилтын загвар зураг,,Баянзүрх,18-р хороо,13-р хороолол 2-1 /13370/,МЗХ2018/23-24,
306263,ТТО131544099956000,Орон сууцны 15-р байрны баруун талд амралтын талба,Polygon,106.95611,47.919665,Тохижилтын загвар зураг,,Баянзүрх,5-р хороо,15-р хороолол-4 /13343/,МЗХ2018/27-29,
306334,ТТО131658418761000,,Polygon,106.945167,47.908969,Тохижилтын загвар зураг,,Баянзүрх,14-р хороо,14-р хороолол-7 /13336/,,
306403,ТТО131430300716000,"Дунд дарь эх, Бэрхийн зам 821-1148 тоот 4, 7-р хэс",MultiPolygon,106.935759,47.943755,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Баянзүрх,27-р хороо,Дунд дарь-Эх /13352/,,
306656,ТТО131532971204000,Ургах наран орон сууцны хорооллын дунд талд хүүхди,Polygon,107.113828,47.874323,Тохижилтын загвар зураг,Тоглоомын талбайн барилга,Баянзүрх,11-р хороо,,МЗХ2018/18-08,
306665,ТТО131429278246000,Дүнжингарав хороололын замын эсрэг талын явган хүн,Polygon,106.935885,47.904476,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Баянзүрх,26-р хороо,Олимп хороолол-2 /13312/,,
306667,ТТО131432309765000,202-р цэцэрлэгийн хашаанд тоглоомын талбайн тохи,Polygon,106.944588,47.953951,Тохижилтын загвар зураг,Тоглоомын талбайн барилга,Баянзүрх,21-р хороо,Ганц худгийн ам /13355/,,
306725,ТТО131538509053000,Ахмадын хорооллын орон сууцны 51-р байрны 1-р давх,Polygon,106.957798,47.909096,Тохижилтын загвар зураг,,Баянзүрх,14-р хороо,14-р хороолол-5 /13334/,МЗХ2018/23-18,
307008,ТТО131647165239000,,MultiPolygon,106.952335,47.930564,Тохижилтын загвар зураг,,Баянзүрх,4-р хороо,Цэргийн хотхон /13360/,ХТХ2022/00-164,
307091,ТТО181645568417000,Ар гүнтийн амны дөрвөлжин булшнууд,Polygon,106.695963,48.11671,Тохижилтын загвар зураг,,Сонгинохайрхан,21-р хороо,,,
307225,ТТО131647182070000,Гадна талбайн нэгдсэн тохижилт,MultiPolygon,106.938792,47.921377,Тохижилтын загвар зураг,Талбайн тохижилт барилга,Баянзүрх,3-р хороо,,ХТХ2022/00-172,
307458,ТТО131663262147000,3x3 сагсан бөмбөгийн талбайн тохижилт,Polygon,107.012617,47.924123,Тохижилтын загвар зураг,,Баянзүрх,10-р хороо,Амгалан-1 /13260/,ХТХ2022/00-250,
