id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Хаяг,Нэр
4725,,,Point,106.825119,47.915866,Хувийн цэцэрлэг,"СХД 23-р хороо, Хангайн 1-9 тоот",Шинэ жаргалант-Оч
4726,,,Point,106.827998,47.984717,Хувийн цэцэрлэг,"СХД 25-р хороо, Одонт 24-10 тоот",Цэцүүлээ
4727,,,Point,106.642931,47.89746,Хувийн цэцэрлэг,"СХД 32-р хороо, 384-р гарам 19-9",Мэргэн хүү
4728,,,Point,106.825617,47.916167,Хувийн цэцэрлэг,"СХД 23-р хороо, Хангайн 2-1",Хос дарь
4729,,,Point,106.744058,47.921409,Хувийн цэцэрлэг,"СХД 22-р хороо, Хилчин 45-31",Зааны төгөл
4730,,,Point,106.794147,47.919323,Хувийн цэцэрлэг,"СХД 3-р хороо, Толгойт Баганаран 45-2-2",Цоглог найзууд
4731,,,Point,106.813427,47.942943,Хувийн цэцэрлэг,СХД 7-р хороо Хилчин хотхон 0119-64А тоот,Бяцхан хилчид
4732,,,Point,106.749044,47.915963,Хувийн цэцэрлэг,"СХД 22-р хороо, хилчин 47-10",Их ундарга
4733,,,Point,106.85255,47.955892,Хувийн цэцэрлэг,"СХД 28-р хороо, сансарын 3-16 тоот",Ивээлт дагина
4734,,,Point,106.844401,47.914436,Хувийн цэцэрлэг,"СХД 14-р хороо, 1-р хороолол",Зөв эхлэл цэцэрлэг
4735,,,Point,106.859532,47.950601,Хувийн цэцэрлэг,"СХД 11-р хороо, Овоотын 1-4 тоот",Амин-Эрдэнэ
4736,,,Point,106.83725,47.914768,Хувийн цэцэрлэг,"СХД 16-р хороо, 26-р байр",Балжингарав
4737,,,Point,106.778186,47.910546,Хувийн цэцэрлэг,СХД 20-р хороо 7-65 тоот,Гэрэлт-Оюу
4738,,,Point,106.81934,47.915408,Хувийн цэцэрлэг,"СХД 19-р хороо, 34-р байр",Бяцхан дэлхий
4739,,,Point,106.804632,47.945673,Хувийн цэцэрлэг,"СХД 24-р хороо, Зээлийн 1-9а",Нарны хүүхдүүд
4740,,,Point,106.823162,47.912504,Хувийн цэцэрлэг,"СХД 29-р хороо, 27/2-р байр 1 тоот",Алтан нар цэцэрлэг
4741,,,Point,106.81311,47.916488,Хувийн цэцэрлэг,СХД 19-р хороо,Булган сондор цэцэрлэг
4742,,,Point,106.840843,47.914439,Хувийн цэцэрлэг,"СХД 14-р хороо, 40-р байр",Дэлбээ
4743,,,Point,106.821826,47.912712,Хувийн цэцэрлэг,"СХД 29-р хороо, Мон Ге-20",Дэлгэрхэн ургамал цэцэрлэг
4744,,,Point,106.826149,47.912145,Хувийн цэцэрлэг,"СХД 29-р хороо, 143-р байр х-11 тоот",Хүсэл мөрөөдлийн хотхон
4745,,,Point,106.812603,47.922018,Хувийн цэцэрлэг,"СХД 27-р хороо, Чухаг хотхон 32б байр",Чухаг
4746,,,Point,106.840004,47.958131,Хувийн цэцэрлэг,"СХД 10-р хороо, ЗБУ 8/1 тоот",Эрх дагина
4747,,,Point,106.786319,47.910022,Хувийн цэцэрлэг,"СХД 20-р хороо, Титэм хотхон 10в байр",Бадди баавгай
4748,,,Point,106.814611,47.923454,Хувийн цэцэрлэг,"СХД 27-р хороо, 21-р хороолол",Боролдойн цаг
4749,,,Point,106.820264,47.933258,Хувийн цэцэрлэг,"СХД 6-р хороо, Ханын материал 64-р байр",Бяцхан хун
4750,,,Point,106.802551,47.911067,Хувийн цэцэрлэг,"СХД 18-р хороо, Москвагийн гудамж 48в байр 1-2 тоот",Жаргалант яргуй
4751,,,Point,106.805705,47.975287,Хувийн цэцэрлэг,"СХД 24-р хороо, Зээл 35-р гудамж, 25 а тоот",Мөнхдүүрэн
4752,,,Point,106.833385,47.929956,Хувийн цэцэрлэг,"СХД 23-р хороо, хангайн 56-13",Мянган буян
4753,,,Point,106.824425,47.975056,Хувийн цэцэрлэг,"СХД 25-р хороо, Хайрхан 6-р гудамж, 26 тоот",Самархан
4754,,,Point,106.807828,47.914392,Хувийн цэцэрлэг,"СХД 4-р хороо, АП таун",Солонго
4755,,,Point,106.8254,47.964542,Хувийн цэцэрлэг,"СХД 9-р хороо, Малчны 2-47",Хүүхдийн баясгалан
4756,,,Point,106.834078,47.913693,Хувийн цэцэрлэг,"СХД 17-р хороо, Өнөр хороолол, 61-р байр",Тэнгэрлэг хүүхдүүд
4757,,,Point,106.803769,47.981823,Хувийн цэцэрлэг,"СХД 24-р хороо, зээлийн 27-23а",Алиа багачууд
4758,,,Point,106.829336,47.967584,Хувийн цэцэрлэг,"СХД 25-р хороо, Хангайн 1-р гудамж, 27а тоот",Бяцхан бумбардай
4759,,,Point,106.82726,47.912355,Хувийн цэцэрлэг,"СХД 29-р хороо, Москва хороолол 6-р байр",Дүүрэн үйлс
4760,,,Point,106.820895,47.916792,Хувийн цэцэрлэг,"СХД 19-р хороо, 48А байр",Жавхлант багачууд
4761,,,Point,106.818345,47.921317,Хувийн цэцэрлэг,"СХД 6-р хороо, содон хороолол 115-1002 тоот",Содон ертөнц
4762,,,Point,106.826176,47.911943,Хувийн цэцэрлэг,"СХД 29-р хороо, Москва хороолол 143-р байр, 6 тоот",Ундраа
4763,,,Point,106.92902,47.889816,Хувийн цэцэрлэг,"ХУД 11-р хороо, Ривер гарден 319-р байр",Дэгдүнэ
4764,,,Point,106.816937,47.911085,Хувийн цэцэрлэг,"СХД 18-р хороо, Москва гудамж 21-2 байр",Болор эрдэм
4765,,,Point,106.818803,47.918139,Хувийн цэцэрлэг,"СХД 19-р хороо, 21-р хороолол, троллейбус тепогийн байр",Бүтээлч найзууд
4766,,,Point,106.690594,47.931001,Хувийн цэцэрлэг,"СХД 22-р хороо, Тахилт 6-132 тоот",Бэмби цэцэрлэг
4767,,,Point,106.82516,47.94799,Хувийн цэцэрлэг,"СХД 7-р хороо, Баянхошуу 16 гудамж 2а тоот",Мөрөөдлийн дагина
4768,,,Point,106.814664,47.915455,Хувийн цэцэрлэг,"СХД 19-р хороо,",Тэмүүжин
4769,,,Point,106.817567,47.956093,Хувийн цэцэрлэг,"СХД 7-р хороо, Мон лааны 10-08 тоот",Хөх тэнгэр
4770,,,Point,106.908921,47.903155,Хувийн цэцэрлэг,"ХУД 1-р хороо, 24/1",Аз жаргалант
4771,,,Point,106.883672,47.902234,Хувийн цэцэрлэг,"ХУД 3-р хороо, Үйлдвэрийн гудамж 43В",Амилагийн найзууд
4772,,,Point,106.76337,47.858009,Хувийн цэцэрлэг,"ХУД 16-р хороо, тайнь 0-16 тоот",Амин ирээдүй
4773,,,Point,106.908769,47.875779,Хувийн цэцэрлэг,"ХУД 11-р хороо, Могул таун 2а-1",Анар цэцэрлэг
4774,,,Point,106.901754,47.893003,Хувийн цэцэрлэг,"ХУД 15-р хороо, Туул голын гудамж 69А байр",Анүүлэн аз жаргал
4775,,,Point,106.897175,47.88978,Хувийн цэцэрлэг,"ХУД 15-р хороо, Цэлмэг хотхон 87-33",Бамбуулай
4776,,,Point,106.882948,47.894076,Хувийн цэцэрлэг,"ХУЛ 2-р хороо, 84-р байр",Баясгалант ертөнц
4777,,,Point,106.905917,47.886344,Хувийн цэцэрлэг,"ХУД 11-р хороо, Дүнжингаравын 49-р байр 01 тоот",Бөднө цэцэрлэг
4778,,,Point,106.804874,47.873178,Хувийн цэцэрлэг,ХУД 7-р хороо жаргалантын 17-426,Бөндөөлхөн
4779,,,Point,106.807082,47.871535,Хувийн цэцэрлэг,"ХУД 7-р хороо, жаргалантын 17-426",Бөндөөлхөн
4780,,,Point,106.909832,47.893876,Хувийн цэцэрлэг,"ХУД 11-р хороо, Хан-Оргил хотхон 63-р байр",Сувдхан
4781,,,Point,106.912442,47.904799,Хувийн цэцэрлэг,"ХУД 15-р хороо, Стадион оргил 6с байр 1 тоот",Бяцхан аялагчид
4782,,,Point,106.926518,47.904198,Хувийн цэцэрлэг,"ХУД 15-р хороо, Нархан хотхон 61-31",Бяцхан найзууд
4783,,,Point,106.923745,47.905417,Хувийн цэцэрлэг,ХУД 15 хороо Жаргалан хотхон29 байр,Бяцхан Сондор
4784,,,Point,106.912104,47.882558,Хувийн цэцэрлэг,"ХУД 11-р хороо, Гэрэлт хотхон 23-1-72",Бяцхан сондор нэг
4785,,,Point,106.919535,47.885275,Хувийн цэцэрлэг,"ХУД 11-р хороо, Зайсангийн тойруу 8",Ход ход монтессори
4786,,,Point,106.767534,47.86205,Хувийн цэцэрлэг,"ХУД 16-р хороо, Буянт-Ухаа 2-72 тоот",Бяцхан шилтгээн
4787,,,Point,106.89689,47.883249,Хувийн цэцэрлэг,"ХУД 11-р хороо, Зайсангийн богины ам, Дипломат хотхон 25-р байр",Гэгээн ертөнц цэцэрлэг
4788,,,Point,106.912952,47.892834,Хувийн цэцэрлэг,"ХУД 11-р хороо, Туулын хөвөө 38-р байр",Гэгээн ертөнц
4789,,,Point,106.852529,47.881056,Хувийн цэцэрлэг,"ХУД 4-р хороо, Вива сити хороолол S-18",Далд Уянга
4790,,,Point,106.920068,47.878754,Хувийн цэцэрлэг,"ХУД 11-р хороо, Хунгийн хотхон 3-р байр",Жаргалтай балчрууд
4791,,,Point,106.911441,47.877442,Хувийн цэцэрлэг,"ХУД 11-р хороо, Анома таун хаус 78/1-А",Ивээлийн найзууд
4792,,,Point,106.885594,47.902804,Хувийн цэцэрлэг,"ХУД 3-р хороо, Ривер стоун 26б-109",Мазаахаа
4793,,,Point,106.931898,47.889163,Хувийн цэцэрлэг,"ХУД 11-р хороо, Их монгол гудамж, Ривер гарден хотхон 306-101",Мандал цэцэрлэг
4794,,,Point,106.910698,47.877211,Хувийн цэцэрлэг,"ХУД 11-р хороо, ар зайсангийн гудамж Luxury Zaisan village 90/12",Мандухай
4795,,,Point,106.935321,47.892678,Хувийн цэцэрлэг,"ХУД 11-р хороо, Маршал таун хотхон 110-1",Маршалын багачууд
4796,,,Point,106.91932,47.901602,Хувийн цэцэрлэг,"ХУД 15-р хороо, Рапид харш 5а-1 тоот",Мөөжиг жөөжиг
4797,,,Point,106.933846,47.894729,Хувийн цэцэрлэг,"ХУД 11-р хороо, Маршал таун",Мөнх буянт - Миний гэр
4798,,,Point,106.900982,47.890052,Хувийн цэцэрлэг,"ХУД 15-р хороо, АОС 62-р байр",Миний найз
4799,,,Point,106.912097,47.877711,Хувийн цэцэрлэг,ХУД 11-р хороо Инэл зайсан 79А-01 тоот,Монгол жаал
4800,,,Point,106.851649,47.880158,Хувийн цэцэрлэг,"ХУД 4-р хороо, Наадамчдын зам 206 Ханбогд хороолол",Монголдой
4801,,,Point,106.924504,47.903823,Хувийн цэцэрлэг,"ХУД 15-р хороо, Нархан хотхон ГАндигийн гудамж 53-1",Нархан үрсийн ордон
4802,,,Point,106.889546,47.895763,Хувийн цэцэрлэг,"ХУД 2-р хороо, Номин юнайтедын урд",Номин
4803,,,Point,106.889499,47.902334,Хувийн цэцэрлэг,"ХУД 3-р хороо, Ривер стоун 24 А",Номт Панда
4804,,,Point,106.901745,47.890707,Хувийн цэцэрлэг,"ХУД 15-р хороо, Визард 56-р байр",Номуухан
4805,,,Point,106.896948,47.89165,Хувийн цэцэрлэг,"ХУД 2-р хороо, 89-р байр",Олуулаа
4806,,,Point,106.916445,47.894478,Хувийн цэцэрлэг,"ХУД 11-р хороо, Богджавзандамбын гудамж 62-2-1 тоот",Оргил монтессори
4807,,,Point,106.895537,47.8979,Хувийн цэцэрлэг,"ХУД 3-р хороо, С.Шаравын гудамж, 10/3-р байр 101 тоот",Орхоны багачууд
4808,,,Point,106.926802,47.901555,Хувийн цэцэрлэг,"ХУД 15-р хороо, Стадион оргил, 67 тоот",Орчлон
4809,,,Point,106.849833,47.877717,Хувийн цэцэрлэг,"ХУД 4-р хороо, Яармаг Шинэ өргөө 611-21-24",Очхон цэцэрлэг
4810,,,Point,106.936276,47.892413,Хувийн цэцэрлэг,"ХУД 11-р хороо, Маршал таун",Оюунлаг багачууд
4811,,,Point,106.897744,47.890063,Хувийн цэцэрлэг,"ХУД 15-р хороо, 85-р байр",Оюунлаг жаалууд
4812,,,Point,106.919255,47.880304,Хувийн цэцэрлэг,"ХУД 11-р хороо, 44Г-1 тоот",Сараанцэцэг
4813,,,Point,106.931506,47.894237,Хувийн цэцэрлэг,"ХУД 11-р хороо, Маршал таун",Содон
4814,,,Point,106.852622,47.881801,Хувийн цэцэрлэг,"ХУД 4-р хороо, ВиВа хороолол, 3-16",Соёлхон
4815,,,Point,106.92267,47.88071,Хувийн цэцэрлэг,"ХУД 11-р хороо, Энхжин хотхон 105-1",Сэргэлэн найзууд
4816,,,Point,106.884076,47.902585,Хувийн цэцэрлэг,"ХУД 3-р хороо, Тэлмүүн хотхон",Титэм ордны найзууд
4817,,,Point,106.910194,47.893255,Хувийн цэцэрлэг,"ХУД 11-р хороо, Зайсангийн гудамж 68/1",Тором
4818,,,Point,106.904225,47.891535,Хувийн цэцэрлэг,"ХУД 15-р хороо, Туулын хөвөө хотхон 36-р байр 16-18",Тугалхан
4819,,,Point,106.854498,47.882548,Хувийн цэцэрлэг,"ХУД 4-р хороо, Вива сити N9 S3/4",Үнсгэлжин ба долоон одой
4820,,,Point,106.906627,47.892169,Хувийн цэцэрлэг,"ХУД 15-р хороо, Шинэ мөрөөдөл",Ханбэхи
4821,,,Point,106.898488,47.890824,Хувийн цэцэрлэг,"ХУД 15-р хороо, Туул гол гудамж, 83-р байр 1 тоот",Хүүхдийн ертөнц
4822,,,Point,106.893829,47.896293,Хувийн цэцэрлэг,"ХУД 3-р хороо, Ивээл хотхон 41в байр",Хүүхдийн ивээл
4823,,,Point,106.919738,47.899707,Хувийн цэцэрлэг,"ХУД 15-р хороо, Рапид 27-р байр 2-3 тоот",Цэцэгбал
4824,,,Point,106.901937,47.892829,Хувийн цэцэрлэг,"ХУД 15-р хороо, 69Б байр",Цэцэгхэн
4825,,,Point,106.920632,47.900606,Хувийн цэцэрлэг,"ХУД 15-р хороо, Рапид харш 21-74 тоот",Чогжоохон
4826,,,Point,106.89167,47.897568,Хувийн цэцэрлэг,"ХУД 3-р хороо, Хангай дээд сургуулийн байр",Шидэт хаан улс
4827,,,Point,106.911514,47.886524,Хувийн цэцэрлэг,"ХУД 11-р хороо, Будда Виста 805",Шинэ гэр
4828,,,Point,106.762668,47.861886,Хувийн цэцэрлэг,"ХУД 16-р хороо, 3-107",Шинэ идэр
4829,,,Point,106.929913,47.891573,Хувийн цэцэрлэг,"ХУД 11-р хороо, Их монгол 515 байр",Шинэ төгөл
4830,,,Point,106.896959,47.900985,Хувийн цэцэрлэг,"ХУД 3-р хороо, дунд гол гудамж, 32/1",Шүүдэр
4831,,,Point,106.925493,47.89036,Хувийн цэцэрлэг,"ХУД 11- хороо, Time square хотхоны 501",Эко гэр
4832,,,Point,106.90805,47.893382,Хувийн цэцэрлэг,"ХУД 15-р хороо, 26-р байр 157 тоот",Энхрий найзууд
4833,,,Point,106.909438,47.894592,Хувийн цэцэрлэг,"ХУД 11-р хороо, Оргил стар хотхон 59Д байр 56-57",Энхрий үрс
4834,,,Point,106.912882,47.904893,Хувийн цэцэрлэг,"ХУД 15-р хороо, Стадион оргил, КН 6Д-1",Эрдэмтэн найзууд
4835,,,Point,106.769189,47.867442,Хувийн цэцэрлэг,"ХУД 9-р хороо, Буянт-Ухаа 15-553",Эрдэнэсийн авдар
4836,,,Point,106.922131,47.896787,Хувийн цэцэрлэг,"ХУД 15-р хороо, Хүннү 2222 хороолол",Эрхий мэргэн
4837,,,Point,106.891929,47.901312,Хувийн цэцэрлэг,"ХУД 3-р хороо, үйлдвэр гудамж 9а байр",Янзагын найзууд
4838,,,Point,106.887223,47.917283,Хувийн цэцэрлэг,"БГД 17-р хороо, Ард Аюушийн гудамж",249-р цэцэрлэг
4839,,,Point,106.857083,47.915529,Хувийн цэцэрлэг,"БГД 5-р хороо, Энэрэл хотхон 1-р байр",Алтанзул
4840,,,Point,106.881034,47.927385,Хувийн цэцэрлэг,БГД 12-р хороо,Арга билэг
4841,,,Point,106.879675,47.924179,Хувийн цэцэрлэг,"БГД 15-р хороо, 85-р цэцэрлэгийн зүүн талд",Амгаланнуа
4842,,,Point,106.86271,47.92125,Хувийн цэцэрлэг,БГД 7-р хороо АОС,Саран
4843,,,Point,106.899916,47.906475,Хувийн цэцэрлэг,"БГД 3-р хороо, нарны хороолол",Гэгээн ертөнц-2
4844,,,Point,106.881343,47.918447,Хувийн цэцэрлэг,"БГД 19-р хороо, модны 2 гудамж, 63-р байр",Бөмбөөхөн
4845,,,Point,106.863114,47.922548,Хувийн цэцэрлэг,"БГД 9-р хороо, 3-р хороолол, Ард Аюушийн өргөн чөлөө, 41",Буман жаалууд
4846,,,Point,106.90347,47.905876,Хувийн цэцэрлэг,"БГД 3-р хороо, Нөрны хороолол, 4-р байр",Бумбардай найзууд
4847,,,Point,106.893807,47.91005,Хувийн цэцэрлэг,"БГД 3-р хороо, Монгол Од сургуулийн Б блок",Бяцхан монгол одод
4848,,,Point,106.867689,47.918884,Хувийн цэцэрлэг,БГД 8-р хороо 37-р байр,Нандин-Эрдэнэ
4849,,,Point,106.883238,47.92039,Хувийн цэцэрлэг,"БГД 18-р хороо, 47Д",Бяцхан тамир
4850,,,Point,106.874154,47.918676,Хувийн цэцэрлэг,"БГД 8-р хороо, хөгжил хотхоны баруун талд",Бяцхан сувд
4851,,,Point,106.876959,47.921262,Хувийн цэцэрлэг,"БГД 19-р хороо, 60-р байр",Бяцхан эрдэмтэн
4852,,,Point,106.879321,47.91331,Хувийн цэцэрлэг,"БГД 4-р хороо, 53 А байр",Дөрвөн улирал жаалууд
4853,,,Point,106.859529,47.912425,Хувийн цэцэрлэг,"БГД 5-р хороо, Энхтайваны өргөн чөлөө, 170Ж",Жаргалан
4854,,,Point,106.900474,47.906575,Хувийн цэцэрлэг,"БГД 3-р хороо, нарны хороолол 11-3 тоот",Их хонгор үрс
4855,,,Point,106.881366,47.92027,Хувийн цэцэрлэг,БГД 18-р хороо 85-р байр,Мандах эрин
4856,,,Point,106.888861,47.903375,Хувийн цэцэрлэг,БГД 1-р Алтай хотхон 16-р байр 02 тоот,Маралаагийн найзууд
4857,,,Point,106.885508,47.92392,Хувийн цэцэрлэг,БГД 15-р хороо Энэбишийн гудамж 23Б байрны хойд талд,Мон-Эрин
4858,,,Point,106.885233,47.903522,Хувийн цэцэрлэг,"БГД 1-р хороо, Алтай хотхон 25-р байр",Золбоолог багачууд
4859,,,Point,106.868631,47.912479,Хувийн цэцэрлэг,"БГД 4-р хороо, Голден парк 105",Золбоо
4860,,,Point,106.867412,47.924487,Хувийн цэцэрлэг,БГД 13-р хороо,Монголын хүүхэд хөгжлийн ордон
4861,,,Point,106.867407,47.921646,Хувийн цэцэрлэг,"БГД 7-р хороо, 12-р байр",Мөндөө
4862,,,Point,106.870017,47.923102,Хувийн цэцэрлэг,"БГД 13-р хороо, 2А-4 тоот",Нандин нар
4863,,,Point,106.899902,47.906133,Хувийн цэцэрлэг,БГД 3-р хороо Энгельсийн гудамж,Нарны найзууд
4864,,,Point,106.896479,47.903307,Хувийн цэцэрлэг,"БГД 3-р хороо, 48-1-3",Нарны хаан хүүхдүүд
4865,,,Point,106.867048,47.923727,Хувийн цэцэрлэг,"БГД 13-р хороо, 3-р хороолол 11А байр",Оргил жаалууд
4866,,,Point,106.87688,47.917965,Хувийн цэцэрлэг,"БГД 19-р хороо, Жаргалант төв",Саруул өргөө
4867,,,Point,106.86623,47.913151,Хувийн цэцэрлэг,"БГД 5-р хороо, 43/4",Сонохон
4868,,,Point,106.861059,47.917477,Хувийн цэцэрлэг,"БГД 6-р хороо, ХД 28-р байр",Тайванагийн найзууд
4869,,,Point,106.867124,47.914501,Хувийн цэцэрлэг,"БГД 5-р хороо, 11-р байр",Төгөлхөн ой
4870,,,Point,106.88943,47.918832,Хувийн цэцэрлэг,"БГД 17-р хороо, 444 байр",Түмэн багачууд
4871,,,Point,106.884812,47.910146,Хувийн цэцэрлэг,БГД 1-р хороо 89-р байр,Түмэн найзууд
4872,,,Point,106.882829,47.913386,Хувийн цэцэрлэг,"БГД 4-р хороо, 19-44",Тэлмэн
4873,,,Point,106.882623,47.912832,Хувийн цэцэрлэг,"БГД 1-р хороо, GB town",Унагахан
4874,,,Point,106.873026,47.941632,Хувийн цэцэрлэг,"БГД 23-р хороо, ЗАА 25, 14-р гудамж, 406 тоот",Хааны хүүхдүүд
4875,,,Point,106.891633,47.919793,Хувийн цэцэрлэг,"БГД 16-р хороо, орхон 5-р гудамж 16-16",Хатан манцуй
4876,,,Point,106.889125,47.909699,Хувийн цэцэрлэг,"БГД 1-р хороо, 132-1 тоот",Хөөрхөн найзууд
4877,,,Point,106.857063,47.920807,Хувийн цэцэрлэг,"БГД 7-р хороо, Ард Аюушийн өргөн чөлөө 86",Хүслэн
4878,,,Point,106.844014,47.911399,Хувийн цэцэрлэг,"БГД 20-р хороо, өнөр хотхон 45Б-88",Хэрэмхэн
4879,,,Point,106.891804,47.907205,Хувийн цэцэрлэг,"БГД 3-р хороо, Тээвэрчдийн гудамж, 11-р байр 79-84 тоот",Цэцэн маамуу
4880,,,Point,106.900677,47.9062,Хувийн цэцэрлэг,"БГД 3-р хороо, 11-р байр",Чин хайрын бэлэг
4881,,,Point,106.8728,47.91709,Хувийн цэцэрлэг,"БГД 6-р хороо, 10-р хороолол, ХД 53-р байр",Шинэ зууны хүүхдүүд
4882,,,Point,106.877019,47.920079,Хувийн цэцэрлэг,"БГД 19-р хороо, Чингүүнжавын гудамж 58А",Шүтээн
4883,,,Point,106.890075,47.928292,Хувийн цэцэрлэг,"БГД 11-р хороо, МҮОНРТВ",Эм Эн Би
4884,,,Point,106.87963,47.928016,Хувийн цэцэрлэг,"БГД 12-р хороо, 36-р байр",Энгүүн мишээл
4885,,,Point,106.892622,47.924646,Хувийн цэцэрлэг,"БГД 11-р хороо, Л.Энэбишийн өргөн чөлөө 16-р байр",Энх өргөө
4886,,,Point,106.866352,47.920997,Хувийн цэцэрлэг,"БГД 8-р хороо, 4-р хороолол, Ард Аюушийн өргөн чөлөө 12 байр",Эрдэм
4887,,,Point,106.881707,47.91126,Хувийн цэцэрлэг,"БГД 4-р хороо, 16-р байр",Эрин зууны багачууд
4888,,,Point,106.866617,47.915391,Хувийн цэцэрлэг,"БГД 5-р хороо, 80А",Янзагахан
4889,,,Point,106.88843,47.903299,Хувийн цэцэрлэг,"БГД 1-р хороо, алтай хотхон 18-р байр",Янзагахан ану
4890,,,Point,106.984801,47.926161,Хувийн цэцэрлэг,"БЗД 19-р хороо, тамирчин хотхон",Аз хишиг
4891,,,Point,106.933271,47.926247,Хувийн цэцэрлэг,"БЗД 1-р хороо, Голденвилл хотхон 103-р байр",Алтан манцуй
4892,,,Point,106.941681,47.928099,Хувийн цэцэрлэг,"БЗД 2-р хороо, 6/2 байр",Амар
4893,,,Point,106.994896,47.908696,Хувийн цэцэрлэг,"БЗД 12-р хороо, 14-р гудамж 222 тоот",Амгалан энх
4894,,,Point,106.93844,47.902202,Хувийн цэцэрлэг,"БЗД 26-р хороо, Нийслэл өргөн чөлөө 364",Амилагийн найз нар
4895,,,Point,106.936363,47.902541,Хувийн цэцэрлэг,"БЗД 26-р хороо, Sunshine Village хотхон 332-р байр",Амин дэлбээ
4896,,,Point,106.936601,47.916881,Хувийн цэцэрлэг,"БЗД 15-р хороо, 67-р байр",Амина
4897,,,Point,107.141395,47.928521,Хувийн цэцэрлэг,"БЗД 20-р хороо, Баянтөхөмийн 6-5 тоот",Анар-Эрдэнэ
4898,,,Point,107.113098,47.874168,Хувийн цэцэрлэг,"БЗД 11-р хороо, БЗ-ийн товчоо 64- тоот",Багын найзууд
4899,,,Point,106.958501,47.910046,Хувийн цэцэрлэг,"БЗД 14-р хороо, Өгөөмөр хотхон 74-4 тоот",Байгаль эх эко
4900,,,Point,106.933888,47.917833,Хувийн цэцэрлэг,"БЗД 6-р хороо, Энхтайваны өргөн чөлөө 35",Баяр баясал
4901,,,Point,106.931288,47.911886,Хувийн цэцэрлэг,"БЗД 25-р хороо, 84а байр",Бид алтан ураг
4902,,,Point,106.942029,47.903197,Хувийн цэцэрлэг,"БЗД 26-р хороо, Парксайд резиденс хотхон 821",Бидний үрс
4903,,,Point,106.965623,47.942375,Хувийн цэцэрлэг,БЗД 5-р хороо Монелийн33-24,Билгүүтзаяа
4904,,,Point,106.964591,47.932111,Хувийн цэцэрлэг,"БЗД 5-р хороо, Монелийн 14-р гудамж 270 тоот",Бүжинлхам
4905,,,Point,106.933482,47.930751,Хувийн цэцэрлэг,"БЗД 2-р хороо, Сэлбийн 7-5б тоот",Булган зул
4906,,,Point,106.972512,47.927652,Хувийн цэцэрлэг,"БЗД 22-р хороо, Алтан өлгий 6-р гудамж 68 тоот",Бумбагадай
4907,,,Point,106.947127,47.926876,Хувийн цэцэрлэг,"БЗД 2-р хороо, Б.Доржийн гудамж 26 тоот",Бүтээлч жаалууд
4908,,,Point,106.937169,47.908928,Хувийн цэцэрлэг,"БЗД 25-р хороо, Нарны зам, Номноо хотхон",Бяцхан анд
4909,,,Point,106.940436,47.904213,Хувийн цэцэрлэг,"БЗД 26-р хороо, Трю эл хотхон Хүннү гудамж 718",Бяцхан баясгалан
4910,,,Point,106.937708,47.909723,Хувийн цэцэрлэг,"БЗД 25-р хороо, Нарны зам 152 тоот",Бяцхан монгол
4911,,,Point,106.96688,47.919601,Хувийн цэцэрлэг,"БЗД 22-р хороо, 15-р хороолол 71-р байр",Бяцхан өргөө
4912,,,Point,106.972332,47.919236,Хувийн цэцэрлэг,"БЗД 22-р хороо, Төгөл хус хороолол 9-р байр",Бяцхан хусхан
4913,,,Point,106.944322,47.904379,Хувийн цэцэрлэг,"БЗД 26-р хороо, Дүнжингарав захын  урд",Глобал
4914,,,Point,106.938216,47.925154,Хувийн цэцэрлэг,"БЗД 1-р хороо, Сансар 23-р байр /УЗНАДС/",Гоёуд
4915,,,Point,106.97518,47.915728,Хувийн цэцэрлэг,"БЗД 8-р хороо, Улаанхуаран С.Данзангийн гудамж 3-р байр 6 тоот",Гэрэлтэй ирээдүй
4916,,,Point,106.982432,47.922741,Хувийн цэцэрлэг,"БЗД 16-р хороо, 16-р хороолол 72-р хотхон АОС 60 байр",Дондогмаа
4917,,,Point,106.93161,47.910196,Хувийн цэцэрлэг,"БЗД 25-р хороо, Ойн гудамж 85 тоот",Дүүлэн кидс
4918,,,Point,106.967689,47.92775,Хувийн цэцэрлэг,"БЗД 22-р хороо, Алтан Өлгий 12-р гудамж 135 в тоот",Дүүрэн жаргал
4919,,,Point,106.946346,47.912118,Хувийн цэцэрлэг,БЗД 14-р хороо Консулын 18-445 тоот,Дэгдээхий нас
4920,,,Point,106.9778,47.921442,Хувийн цэцэрлэг,"БЗД 16-р хороо, 52/8 -0 тоот",Дэгдээхий үрс
4921,,,Point,106.963015,47.915655,Хувийн цэцэрлэг,"БЗД 13-р хороо, 14-р хороолол, Энхтайваны өргөн чөлөө 90В",Дэлгэрэх нарны үрс
4922,,,Point,107.007396,47.933667,Хувийн цэцэрлэг,"БЗД 9-р хороо, 43-664",Есөн-Эрдэнэ
4923,,,Point,106.937386,47.911154,Хувийн цэцэрлэг,"БЗД 25-р хороо, Дамдинсүрэнгийн гудамж 50-2",Жаргалын наран
4924,,,Point,106.940156,47.909024,Хувийн цэцэрлэг,"БЗД 18-р хороо, Ногоон төгөл хотхон 171Д",Жи жи
4925,,,Point,107.002627,47.913404,Хувийн цэцэрлэг,"БЗД 8-р хороо, 26/2",Жогчоохон хүү
4926,,,Point,106.936982,47.927187,Хувийн цэцэрлэг,"БЗД 1-р хороо, 12-р хороолол 27-48",Илбэнх
