id,object_no,object_name,geom_type,lon,lat
44425,,,Polygon,107.257451,47.771233
44426,,,Polygon,107.255967,47.767046
44427,,,Polygon,107.250327,47.768116
44428,,,Polygon,107.255477,47.770366
44429,,,Polygon,107.256279,47.771657
44430,,,Polygon,107.256116,47.773249
44431,,,Polygon,107.257032,47.775665
44432,,,Polygon,106.846193,47.909904
44433,,,Polygon,106.846842,47.909616
44434,,,Polygon,106.846616,47.909347
44435,,,Polygon,106.847267,47.909312
44436,,,Polygon,106.846212,47.910439
44437,,,Polygon,106.897887,47.920087
44438,,,Polygon,106.846997,47.910427
44439,,,Polygon,106.847484,47.910419
44440,,,Polygon,106.846861,47.910159
44441,,,Polygon,106.847286,47.909879
44442,,,Polygon,106.894324,47.924262
44443,,,Polygon,106.894301,47.924203
44444,,,Polygon,106.897983,47.920066
44445,,,Polygon,106.898283,47.920063
44446,,,Polygon,106.894408,47.924265
44447,,,Polygon,106.894427,47.924262
44448,,,Polygon,106.894405,47.924201
44449,,,Polygon,106.894455,47.924205
44450,,,Polygon,106.894688,47.924204
44451,,,Polygon,106.894708,47.924262
44452,,,Polygon,106.894749,47.924264
44453,,,Polygon,106.894745,47.924201
44454,,,Polygon,106.894824,47.924259
44455,,,Polygon,106.89504,47.924258
44456,,,Polygon,106.895011,47.924201
44457,,,Polygon,106.892579,47.921616
44458,,,Polygon,106.895074,47.92426
44459,,,Polygon,106.895069,47.924196
44460,,,Polygon,106.895098,47.924259
44461,,,Polygon,106.895158,47.924198
44462,,,Polygon,106.895437,47.924249
44463,,,Polygon,106.895916,47.920072
44464,,,Polygon,106.895452,47.924191
44465,,,Polygon,106.895514,47.92425
44466,,,Polygon,106.895511,47.924186
44467,,,Polygon,106.895575,47.924245
44468,,,Polygon,106.895551,47.924188
44469,,,Polygon,106.895888,47.924238
44470,,,Polygon,106.895873,47.92418
44471,,,Polygon,106.895947,47.924238
44472,,,Polygon,106.895922,47.924176
44473,,,Polygon,106.895957,47.924175
44474,,,Polygon,106.898826,47.921205
44475,,,Polygon,106.899091,47.921164
44476,,,Polygon,106.899145,47.921154
44477,,,Polygon,106.899115,47.921089
44478,,,Polygon,106.899179,47.92108
44479,,,Polygon,106.899043,47.920786
44480,,,Polygon,106.588601,47.862855
44481,,,Polygon,106.89901,47.9208
44482,,,Polygon,106.899011,47.920754
44483,,,Polygon,106.898983,47.920766
44484,,,Polygon,106.89865,47.920897
44485,,,Polygon,106.898539,47.920983
44486,,,Polygon,106.898583,47.920979
44487,,,Polygon,106.893516,47.919205
44488,,,Polygon,106.89856,47.920908
44489,,,Polygon,106.898476,47.920948
44490,,,Polygon,106.898029,47.921025
44491,,,Polygon,106.898051,47.920982
44492,,,Polygon,106.897961,47.920984
44493,,,Polygon,106.897967,47.921037
44494,,,Polygon,106.897882,47.921006
44495,,,Polygon,106.897493,47.921079
44496,,,Polygon,106.89747,47.921042
44497,,,Polygon,106.893947,47.920311
44498,,,Polygon,106.897439,47.921089
44499,,,Polygon,106.897405,47.921048
44500,,,Polygon,106.897366,47.921094
44501,,,Polygon,106.897031,47.921129
44502,,,Polygon,106.896971,47.921132
44503,,,Polygon,106.897012,47.921075
44504,,,Polygon,106.896623,47.920764
44505,,,Polygon,106.897069,47.920707
44506,,,Polygon,106.893987,47.920261
44507,,,Polygon,106.897138,47.920687
44508,,,Polygon,106.897133,47.920753
44509,,,Polygon,106.897185,47.920742
44510,,,Polygon,106.897455,47.920704
44511,,,Polygon,106.89754,47.920695
44512,,,Polygon,106.897585,47.920683
44513,,,Polygon,106.897491,47.920641
44514,,,Polygon,106.897569,47.92063
44515,,,Polygon,106.897916,47.92064
44516,,,Polygon,106.897971,47.920635
44517,,,Polygon,106.897967,47.920575
44518,,,Polygon,106.898057,47.920617
44519,,,Polygon,106.89804,47.920565
44520,,,Polygon,106.898253,47.920605
44521,,,Polygon,106.898343,47.920578
44522,,,Polygon,106.893186,47.920593
44523,,,Polygon,106.896182,47.920319
44524,,,Polygon,106.896259,47.920369
44525,,,Polygon,106.896511,47.920335
44526,,,Polygon,106.896558,47.920332
44527,,,Polygon,106.896503,47.92028
44528,,,Polygon,106.896608,47.92032
44529,,,Polygon,106.896546,47.920269
44530,,,Polygon,106.896612,47.920262
44531,,,Polygon,106.896908,47.920281
44532,,,Polygon,106.896976,47.92027
44533,,,Polygon,106.89692,47.92022
44534,,,Polygon,106.897007,47.920211
44535,,,Polygon,106.897313,47.920224
44536,,,Polygon,106.897385,47.920213
44537,,,Polygon,106.897416,47.920154
44538,,,Polygon,106.897878,47.920143
44539,,,Polygon,106.89795,47.920135
44540,,,Polygon,106.898036,47.920104
44541,,,Polygon,106.898335,47.920058
44542,,,Polygon,106.8983,47.919999
44543,,,Polygon,106.898408,47.920034
44544,,,Polygon,106.898368,47.919986
44545,,,Polygon,106.898471,47.920019
44546,,,Polygon,106.892507,47.920937
44547,,,Polygon,106.891758,47.921033
44548,,,Polygon,106.891796,47.920971
44549,,,Polygon,106.891845,47.921032
44550,,,Polygon,106.891926,47.921023
44551,,,Polygon,106.891307,47.921062
44552,,,Polygon,106.89137,47.921057
44553,,,Polygon,106.891323,47.920996
44554,,,Polygon,106.891362,47.920994
44555,,,Polygon,106.893057,47.921251
44556,,,Polygon,106.892649,47.92127
44557,,,Polygon,106.892587,47.921275
44558,,,Polygon,106.892184,47.921319
44559,,,Polygon,106.89213,47.921323
44560,,,Polygon,106.891739,47.921366
44561,,,Polygon,106.891715,47.921366
44562,,,Polygon,106.891475,47.921389
44563,,,Polygon,106.964696,47.993959
44564,,,Polygon,106.891434,47.921392
44565,,,Polygon,106.891354,47.921395
44566,,,Polygon,106.891432,47.921778
44567,,,Polygon,106.891449,47.921776
44568,,,Polygon,106.891428,47.921715
44569,,,Polygon,106.89169,47.921755
44570,,,Polygon,106.891756,47.921742
44571,,,Polygon,106.891669,47.921693
44572,,,Polygon,106.891698,47.921692
44573,,,Polygon,106.892105,47.921712
44574,,,Polygon,106.892171,47.921711
44575,,,Polygon,106.892143,47.92165
44576,,,Polygon,106.8922,47.921647
44577,,,Polygon,106.892238,47.921699
44578,,,Polygon,106.892576,47.921672
44579,,,Polygon,106.892633,47.92167
44580,,,Polygon,106.892621,47.921607
44581,,,Polygon,106.89265,47.921605
44582,,,Polygon,106.892706,47.921657
44583,,,Polygon,106.892919,47.922185
44584,,,Polygon,106.892875,47.922188
44585,,,Polygon,106.892926,47.922093
44586,,,Polygon,106.892862,47.922097
44587,,,Polygon,106.892383,47.92222
44588,,,Polygon,106.892315,47.922232
44589,,,Polygon,106.892253,47.922234
44590,,,Polygon,106.892303,47.922146
44591,,,Polygon,106.892366,47.922142
44592,,,Polygon,106.891689,47.922278
44593,,,Polygon,106.891751,47.922275
44594,,,Polygon,106.89174,47.922194
44595,,,Polygon,106.891825,47.922189
44596,,,Polygon,106.891394,47.922225
44597,,,Polygon,106.891324,47.922307
44598,,,Polygon,106.894595,47.91863
44599,,,Polygon,106.891309,47.92223
44600,,,Polygon,106.892406,47.922775
44601,,,Polygon,106.89248,47.922771
44602,,,Polygon,106.892544,47.92276
44603,,,Polygon,106.892524,47.922706
44604,,,Polygon,106.892452,47.92271
44605,,,Polygon,106.89643,47.919965
44606,,,Polygon,106.89608,47.919976
44607,,,Polygon,106.896049,47.920039
44608,,,Polygon,106.895989,47.920062
44609,,,Polygon,106.895965,47.919995
44610,,,Polygon,106.895895,47.920025
44611,,,Polygon,106.895565,47.920124
44612,,,Polygon,106.895503,47.920143
44613,,,Polygon,106.895482,47.920076
44614,,,Polygon,106.895385,47.920096
44615,,,Polygon,106.898181,47.919069
44616,,,Polygon,106.894049,47.917613
44617,,,Polygon,106.894543,47.917869
44618,,,Polygon,106.894572,47.917933
44619,,,Polygon,106.894213,47.917946
44620,,,Polygon,106.894177,47.917946
44621,,,Polygon,106.894166,47.917887
44622,,,Polygon,106.894211,47.91788
44623,,,Polygon,106.893812,47.917923
44624,,,Polygon,106.89378,47.917987
44625,,,Polygon,106.89374,47.917921
44626,,,Polygon,106.89459,47.918585
44627,,,Polygon,106.893335,47.919549
44628,,,Polygon,106.893357,47.919488
44629,,,Polygon,106.893257,47.919525
44630,,,Polygon,106.892978,47.919495
44631,,,Polygon,106.89295,47.91949
44632,,,Polygon,106.806258,47.929134
44633,,,Polygon,106.893012,47.919433
44634,,,Polygon,106.892972,47.919428
44635,,,Polygon,106.892898,47.919419
44636,,,Polygon,106.892288,47.919396
44637,,,Polygon,106.892321,47.919345
44638,,,Polygon,106.892233,47.919391
44639,,,Polygon,106.892255,47.919329
44640,,,Polygon,106.892811,47.918099
44641,,,Polygon,106.801636,47.930508
44642,,,Polygon,106.801732,47.930536
44643,,,Polygon,106.792972,47.929848
44644,,,Polygon,106.793072,47.929865
44645,,,Polygon,106.897568,47.923889
44646,,,Polygon,106.792779,47.93144
44647,,,Polygon,106.793032,47.931513
44648,,,Polygon,106.782732,47.941534
44649,,,Polygon,106.894044,47.895945
44650,,,Polygon,106.897857,47.921045
44651,,,Polygon,106.897239,47.897721
44652,,,Polygon,106.765048,47.938111
44653,,,Polygon,106.764254,47.934811
44654,,,Polygon,106.78156,47.858034
44655,,,Polygon,106.826412,47.954286
44656,,,Polygon,106.781492,47.858246
44657,,,Polygon,106.78139,47.858565
44658,,,Polygon,106.781259,47.858976
44659,,,Polygon,106.781198,47.859273
44660,,,Polygon,106.897701,47.921027
44661,,,Polygon,106.781164,47.859533
44662,,,Polygon,106.781164,47.859764
44663,,,Polygon,106.781375,47.860145
44664,,,Polygon,106.78128,47.86004
44665,,,Polygon,107.02351,47.909967
44666,,,Polygon,106.781529,47.860268
44667,,,Polygon,106.787792,47.860289
44668,,,Polygon,106.787547,47.860308
44669,,,Polygon,106.788032,47.860248
44670,,,Polygon,106.788458,47.860206
44671,,,Polygon,106.788463,47.860194
44672,,,Polygon,106.788245,47.860044
44673,,,Polygon,106.786841,47.860258
44674,,,Polygon,106.897839,47.922617
44675,,,Polygon,106.786488,47.860137
44676,,,Polygon,106.78611,47.860032
44677,,,Polygon,106.790415,47.86048
44678,,,Polygon,106.790415,47.860464
44679,,,Polygon,106.786723,47.86381
44680,,,Polygon,106.543031,47.740451
44681,,,Polygon,106.546884,47.740585
44682,,,Polygon,106.568884,47.751214
44683,,,Polygon,106.561621,47.746595
44684,,,Polygon,106.562053,47.747106
44685,,,Polygon,106.896934,47.923832
44686,,,Polygon,106.556079,47.74306
44687,,,Polygon,106.554389,47.747989
44688,,,Polygon,106.567403,47.755803
44689,,,Polygon,106.892364,47.922727
44690,,,Polygon,106.892002,47.922812
44691,,,Polygon,106.891954,47.922756
44692,,,Polygon,106.896846,47.923837
44693,,,Polygon,106.896116,47.923875
44694,,,Polygon,106.89199,47.922749
44695,,,Polygon,106.892045,47.922747
44696,,,Polygon,106.891075,47.922831
44697,,,Polygon,106.918721,47.995391
44698,,,Polygon,106.915937,47.994212
44699,,,Polygon,106.891233,47.978518
44700,,,Polygon,106.907981,47.971693
44701,,,Polygon,106.932073,47.978197
44702,,,Polygon,106.928764,47.969829
44703,,,Polygon,106.926613,47.969195
44704,,,Polygon,106.92758,47.969207
44705,,,Polygon,106.927012,47.969123
44706,,,Polygon,106.92799,47.969742
44707,,,Polygon,106.926622,47.967693
44708,,,Polygon,106.928769,47.966808
44709,,,Polygon,106.926657,47.96814
44710,,,Polygon,106.81117,47.966508
44711,,,Polygon,106.97162,48.00081
44712,,,Polygon,106.927478,47.98228
44713,,,Polygon,106.892089,47.918456
44714,,,Polygon,106.892134,47.918464
44715,,,Polygon,106.892623,47.918159
44716,,,Polygon,106.892643,47.918081
44717,,,Polygon,106.892759,47.918091
44718,,,Polygon,106.972594,48.003283
44719,,,Polygon,106.972314,48.002984
44720,,,Polygon,106.972136,48.002769
44721,,,Polygon,106.971859,48.002468
44722,,,Polygon,106.898343,47.922588
44723,,,Polygon,106.971665,48.002261
44724,,,Polygon,106.971385,48.001961
44725,,,Polygon,106.97119,48.001753
44726,,,Polygon,106.97091,48.001454
44727,,,Polygon,106.897597,47.919163
44728,,,Polygon,106.970716,48.001246
44729,,,Polygon,106.970436,48.000947
44730,,,Polygon,106.970447,48.000878
44731,,,Polygon,106.971054,47.999588
44732,,,Polygon,106.971573,48.000154
44733,,,Polygon,106.972743,48.000686
44734,,,Polygon,106.973107,48.000979
44735,,,Polygon,106.97347,48.001272
44736,,,Polygon,106.889873,47.930839
44737,,,Polygon,106.889894,47.930821
44738,,,Polygon,106.914678,47.928623
44739,,,Polygon,106.914748,47.928628
44740,,,Polygon,106.914709,47.928646
44741,,,Polygon,106.914716,47.928605
44742,,,Polygon,106.918919,47.933727
44743,,,Polygon,106.918939,47.933731
44744,,,Polygon,106.925237,47.934226
44745,,,Polygon,106.896678,47.9203
44746,,,Polygon,106.925198,47.934223
44747,,,Polygon,106.913935,47.93218
44748,,,Polygon,106.91393,47.932207
44749,,,Polygon,106.922043,47.934264
44750,,,Polygon,106.898129,47.920061
44751,,,Polygon,106.914678,47.928623
44752,,,Polygon,106.914748,47.928628
44753,,,Polygon,106.914709,47.928646
44754,,,Polygon,106.914716,47.928605
44755,,,Polygon,106.922001,47.934275
44756,,,Polygon,106.921956,47.929281
44757,,,Polygon,106.922026,47.929287
44758,,,Polygon,106.921988,47.929304
44759,,,Polygon,106.898457,47.919976
44760,,,Polygon,106.921995,47.929264
44761,,,Polygon,106.915509,47.933487
44762,,,Polygon,106.915616,47.933495
44763,,,Polygon,106.915567,47.933462
44764,,,Polygon,106.792636,47.932772
44765,,,Polygon,106.920617,47.933437
44766,,,Polygon,106.920584,47.933542
44767,,,Polygon,106.920616,47.933528
44768,,,Polygon,106.920637,47.933458
44769,,,Polygon,106.835617,47.909313
44770,,,Polygon,106.920558,47.933484
44771,,,Polygon,106.920584,47.933487
44772,,,Polygon,106.921186,47.930388
44773,,,Polygon,106.921168,47.930495
44774,,,Polygon,106.793561,47.932978
44775,,,Polygon,106.921197,47.930479
44776,,,Polygon,106.92121,47.930408
44777,,,Polygon,106.921134,47.930438
44778,,,Polygon,106.92116,47.93044
44779,,,Polygon,106.891922,47.922238
44780,,,Polygon,106.920851,47.932334
44781,,,Polygon,106.920833,47.932441
44782,,,Polygon,106.920863,47.932426
44783,,,Polygon,106.920875,47.932354
44784,,,Polygon,106.894415,47.924622
44785,,,Polygon,106.920799,47.932385
44786,,,Polygon,106.920826,47.932387
44787,,,Polygon,106.920969,47.93165
44788,,,Polygon,106.920951,47.931758
44789,,,Polygon,106.896993,47.92419
44790,,,Polygon,106.92098,47.931742
44791,,,Polygon,106.920992,47.93167
44792,,,Polygon,106.920917,47.931701
44793,,,Polygon,106.920943,47.931703
44794,,,Polygon,106.896826,47.924213
44795,,,Polygon,106.913787,47.93282
44796,,,Polygon,106.913805,47.932713
44797,,,Polygon,106.913775,47.932728
44798,,,Polygon,106.913763,47.9328
44799,,,Polygon,106.89854,47.919981
44800,,,Polygon,106.913839,47.932769
44801,,,Polygon,106.913812,47.932767
44802,,,Polygon,106.914011,47.931525
44803,,,Polygon,106.914029,47.931418
44804,,,Polygon,106.896198,47.923874
44805,,,Polygon,106.913999,47.931434
44806,,,Polygon,106.913987,47.931505
44807,,,Polygon,106.914063,47.931475
44808,,,Polygon,106.914036,47.931473
44809,,,Polygon,106.793302,47.933725
44810,,,Polygon,106.9136,47.93433
44811,,,Polygon,106.913601,47.934312
44812,,,Polygon,106.917656,47.933655
44813,,,Polygon,106.917763,47.933663
44814,,,Polygon,106.917715,47.93363
44815,,,Polygon,106.920052,47.933823
44816,,,Polygon,106.919892,47.933811
44817,,,Polygon,106.919916,47.933831
44818,,,Polygon,106.895941,47.923888
44819,,,Polygon,106.920022,47.933839
44820,,,Polygon,106.919977,47.933788
44821,,,Polygon,106.919974,47.933806
44822,,,Polygon,106.921655,47.933948
44823,,,Polygon,106.89393,47.923745
44824,,,Polygon,106.921495,47.933937
44825,,,Polygon,106.921519,47.933957
44826,,,Polygon,106.921625,47.933964
44827,,,Polygon,106.92158,47.933913
44828,,,Polygon,106.837368,47.910017
44829,,,Polygon,106.921577,47.933931
44830,,,Polygon,106.922794,47.934037
44831,,,Polygon,106.922635,47.934025
44832,,,Polygon,106.922658,47.934045
44833,,,Polygon,106.897404,47.919262
44834,,,Polygon,106.922765,47.934053
44835,,,Polygon,106.769937,47.856821
44836,,,Polygon,106.770129,47.856726
44837,,,Polygon,106.770673,47.8568
44838,,,Polygon,106.895883,47.919433
44839,,,Polygon,106.779726,47.857665
44840,,,Polygon,106.781916,47.859082
44841,,,Polygon,106.782827,47.85803
44842,,,Polygon,106.783025,47.858855
44843,,,Polygon,106.895993,47.918349
44844,,,Polygon,106.78214,47.861303
44845,,,Polygon,106.782864,47.861514
44846,,,Polygon,106.781812,47.860105
44847,,,Polygon,106.782351,47.860269
44848,,,Polygon,106.783614,47.860651
44849,,,Polygon,106.784697,47.861104
44850,,,Polygon,106.785228,47.86126
44851,,,Polygon,106.785819,47.86144
44852,,,Polygon,106.78332,47.860939
44853,,,Polygon,106.783992,47.861123
44854,,,Polygon,106.784979,47.861394
44855,,,Polygon,106.78558,47.861572
44856,,,Polygon,106.785861,47.862058
44857,,,Polygon,106.786238,47.862513
44858,,,Polygon,106.784491,47.863944
44859,,,Polygon,106.78516,47.860015
44860,,,Polygon,106.785636,47.860156
44861,,,Polygon,106.792973,47.860625
44862,,,Polygon,106.792625,47.860639
44863,,,Polygon,106.793222,47.860865
44864,,,Polygon,106.782587,47.853647
44865,,,Polygon,106.783146,47.851909
44866,,,Polygon,106.783452,47.850945
44867,,,Polygon,106.784064,47.848959
44868,,,Polygon,106.786685,47.851956
44869,,,Polygon,106.786085,47.846222
44870,,,Polygon,106.786707,47.845954
44871,,,Polygon,106.786861,47.845643
44872,,,Polygon,106.896293,47.924228
44873,,,Polygon,106.896289,47.92417
44874,,,Polygon,106.896352,47.924228
44875,,,Polygon,106.896349,47.924165
44876,,,Polygon,106.896392,47.924164
44877,,,Polygon,106.896456,47.924165
44878,,,Polygon,106.896694,47.924218
44879,,,Polygon,106.896736,47.924219
44880,,,Polygon,106.896733,47.924155
44881,,,Polygon,106.896769,47.924154
44882,,,Polygon,106.896827,47.924155
44883,,,Polygon,106.897262,47.924184
44884,,,Polygon,106.897707,47.923901
44885,,,Polygon,106.897413,47.923903
44886,,,Polygon,106.897529,47.923852
44887,,,Polygon,106.897449,47.923842
44888,,,Polygon,106.897045,47.923828
44889,,,Polygon,106.896065,47.923877
44890,,,Polygon,106.896014,47.923879
44891,,,Polygon,106.895181,47.923906
44892,,,Polygon,106.895253,47.923902
44893,,,Polygon,106.894354,47.92391
44894,,,Polygon,106.894287,47.923912
44895,,,Polygon,106.893543,47.923903
44896,,,Polygon,106.893768,47.923869
44897,,,Polygon,106.894224,47.923522
44898,,,Polygon,106.896737,47.923387
44899,,,Polygon,106.894327,47.923522
44900,,,Polygon,106.894381,47.923521
44901,,,Polygon,106.895881,47.923474
44902,,,Polygon,106.895945,47.923461
44903,,,Polygon,106.896752,47.92345
44904,,,Polygon,106.896831,47.923444
44905,,,Polygon,106.897233,47.923443
44906,,,Polygon,106.897241,47.923345
44907,,,Polygon,106.897299,47.923438
44908,,,Polygon,106.897283,47.923341
44909,,,Polygon,106.898404,47.923304
44910,,,Polygon,106.897355,47.923429
44911,,,Polygon,106.897349,47.923365
44912,,,Polygon,106.89771,47.923452
44913,,,Polygon,106.897788,47.923469
