id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Архитектур төлөвлөлтийн даалгаврын дугаар,"Барилга, байгууламжийн нэр",Барилгын зориулалт,Дүүрэг,Хороо,Хаягийн бүс,Үйлчилгээ албан конторын давхарын тоо /бусад/,Гудамж,Хүчинтэй хугацаа,Орон сууцны давхарын тоо,Барилгын ажлыг эхлэх/үргэлжлүүлэх зөвшөөрлийн дугаар
551277,ТТА121675327407441,,Polygon,106.791787,47.939002,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/03-003,Сонгинохайрхан дүүрэг 26-р хорооо өрхийн эмнэлэг,Өрхийн эмнэлгийн барилга,Сонгинохайрхан,26-р хороо,Толгойт-6 /18105/,,,1,,
551278,ТТА121675390270150,,Polygon,107.364641,47.778885,,,,,,,,,,,,
551281,ТТА121675391520821,,Polygon,106.756815,47.904283,,,,,,,,,,,,
551283,ТТА121675394378505,,Polygon,106.910721,47.929403,,,,,,,,,,,,
551285,ТТА121675407877548,,Polygon,106.867628,47.913777,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/04-024,,Гүүрэн гарцын барилга,Баянгол,"5-р хороо, 25-р хороо",Үйлдвэрийн төвийн бүс-1 /16010/,,Энх тайвaны өргөн чөлөө,1,,
551288,ТТА121675408414845,,LineString,106.859764,47.913205,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/04-025,,Гүүрэн гарцын барилга,,,,,,1,,
551289,ТТА121675411359505,,Polygon,106.834849,47.900391,Архитектур төлөвлөлтийн даалгавар,,үйлдвэрийн барилгын өргөтгөл,Үйлдвэрлэлийн барилга,Баянгол,29-р хороо,Үйлдвэрийн баруун бүс-1 /16100/,,,1,,
551291,ТТА121675412924168,,Polygon,106.879757,47.921685,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/04-003,Цэцэрлэгийн өргөтгөл,Цэцэрлэгийн барилга,Баянгол,19-р хороо,4-р хороолол-8 /16067/,,,1,,
551292,ТТА121675493829898,,Polygon,106.981907,47.910608,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/04-004,Үйчлчилгээтэй орон сууц,Үйлчилгээтэй орон сууц,Баянзүрх,37-р хороо,Амгалан-3 /13271/,1,,1,14,
551293,ТТА121675493830031,,Polygon,106.982708,47.910703,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/04-004,Үйлчилгээтэй орон сууц,Үйлчилгээтэй орон сууц,Баянзүрх,37-р хороо,Амгалан-3 /13271/,1,,1,14,
551296,ТТА121675648759011,,Polygon,106.944065,47.910234,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/04-005,"Худалдаа, үйлчилгээний цогцолбор",Үйлчилгээний барилга,Баянзүрх,42-р хороо,14-р хороолол-7 /13336/,12,Намъянжугийн гудамж,1,,
551298,ТТА121675649792919,,Polygon,106.780374,47.847109,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/04-006,"Үйлчилгээтэй орон сууц, контор, амины сууц",Үйлчилгээтэй орон сууц,Хан-Уул,21-р хороо,Буянт Ухаа  хороолол-2 /17121/,1,Өлзийтийн зам,1,11,
551301,ТТА121675651867951,,Polygon,106.919364,47.933599,,,,,,,,,,,,
551304,ТТА121675655260214,,Polygon,107.000864,47.90597,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551305,ТТА121675655260373,,Polygon,107.000864,47.90597,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551306,ТТА121675661991207,,Polygon,107.355576,47.824105,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/04-008,Аялал жуулчлалын цогцолбор,Аялал жуулчлалын барилга,Налайх,1-р хороо,Хөх давааны энгэр /12605/,1,,1,,
551307,ТТА121675662284644,,Polygon,106.841488,47.915461,,,,,,,,,,,,
551325,ТТА121675664142129,,Polygon,106.874098,48.052238,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/03-006,"Үйлчилгээ, амины сууцны хотхон",Үйлчилгээтэй амины орон сууц,Чингэлтэй,24-р хороо,Жигжид-5 /15104/,,,1,3,
551330,ТТА121675665130801,,Polygon,107.448587,47.82693,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/04-010,"Буудллах, отоглох орон байр",Аялал жуулчлалын барилга,Налайх,5-р хороо,Өндөр улаан /12591/,1,,1,1,
551331,ТТА121675665892851,,Polygon,106.857775,47.919622,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/04-009,Хүчилтөрөгчийн үйлдвэрийн барилга,Үйлдвэрлэлийн барилга,,,,,,1,,
551340,ТТА121675670221459,,Polygon,106.845167,47.859161,,,,,,,,,,,,
551341,ТТА121675670275273,,Polygon,106.915545,47.942062,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/03-008,Худалдааны төв,Дэлгүүрийн барилга,Сүхбаатар,12-р хороо,100 айл-1 /14170/,5,,1,1,
551343,ТТА121675672720930,Аялал жуулчлалын цогцолбор,Polygon,106.824687,47.867712,,,,,,,,,,,,
551344,ТТА121675672721067,Аялал жуулчлалын цогцолбор,Polygon,106.82483,47.867421,,,,,,,,,,,,
551346,ТТА121675673146203,,Polygon,106.889446,47.927186,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/04-013,Хүчилтөрөгчийн үйлдвэрийн барилга,Үйлдвэрлэлийн барилга,Баянгол,11-р хороо,4-р хороолол-1 /16060/,1,Эх нялхсын төв гудамж,1,,
551347,ТТА121675674238909,,Polygon,106.951459,47.925876,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/04-015,Бриллиант партнер ХХК,Үйлчилгээтэй орон сууц,,,,2,,1,16,
551349,ТТА121675675237211,,Polygon,106.883345,47.95709,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/04-018,Чингэлтэй дүүргийн Засаг даргын Тамгын газар,Өрхийн эмнэлгийн барилга,Чингэлтэй,21-р хороо,Дэнжийн мянга-1 /15120/,,,1,2,
551350,ТТА121675675519728,,Polygon,106.995362,47.758521,,,,,,,,,,,,
551359,ТТА121675681420445,,Polygon,106.988589,47.914554,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/04-017,Үйлчилгээтэй орон сууц,Үйлчилгээтэй орон сууц,Баянзүрх,38-р хороо,Улаанхуаран-2 /13301/,1,,1,15,
551360,ТТА121675681420615,,Polygon,106.988724,47.915084,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/04-017,Үйлчилгээтэй орон сууц,Үйлчилгээтэй орон сууц,Баянзүрх,38-р хороо,Улаанхуаран-2 /13301/,1,,1,15,
551361,ТТА121675681420752,,Polygon,106.988033,47.914769,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/04-017,Үйлчилгээтэй орон сууц,Үйлчилгээтэй орон сууц,Баянзүрх,38-р хороо,Улаанхуаран-2 /13301/,1,,1,15,
551362,ТТА121675681420890,,Polygon,106.987962,47.91535,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/04-017,Үйлчилгээтэй орон сууц,Үйлчилгээтэй орон сууц,Баянзүрх,38-р хороо,Улаанхуаран-2 /13301/,1,,1,15,
551363,ТТА121675681421028,,Polygon,106.987172,47.915557,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/04-017,Үйлчилгээтэй орон сууц,Үйлчилгээтэй орон сууц,Баянзүрх,38-р хороо,Улаанхуаран-2 /13301/,1,,1,15,
551364,ТТА121675681421165,,Polygon,106.98782,47.915923,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/04-017,Үйлчилгээтэй орон сууц,Үйлчилгээтэй орон сууц,Баянзүрх,38-р хороо,Улаанхуаран-2 /13301/,1,,1,15,
551365,ТТА121675681421306,,Polygon,106.987097,47.916128,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/04-017,Үйлчилгээтэй орон сууц,Үйлчилгээтэй орон сууц,Баянзүрх,38-р хороо,Улаанхуаран-2 /13301/,1,,1,15,
551366,ТТА121675681421450,,Polygon,106.987109,47.915835,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/04-017,Дээрээ тохижилт бүхий газар доорх авто зогсоол,Газар доорх гарааж,Баянзүрх,38-р хороо,Улаанхуаран-2 /13301/,,,1,,
551367,ТТА121675681421583,,Polygon,106.987106,47.915265,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/04-017,"Газар доорх зогсоол, тоглоомын талбай","Газар доорх зогсоол, тоглоомын талбайн барилга",Баянзүрх,38-р хороо,Улаанхуаран-2 /13301/,,,1,,
551377,ТТА121675745842819,,Polygon,107.064832,47.877189,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/05-009,Эм эф ворлд,Буудаллах отоглох орон байр,Баянзүрх,11-р хороо,Хүрхрээ /13240/,1,,1,2,
551379,ТТА121675747376690,,Polygon,106.864772,48.053703,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/04-011,Амины сууцны цогцолбор,Үйлчилгээтэй амины орон сууц,Чингэлтэй,24-р хороо,Жигжид-5 /15104/,,,1,3,
551407,ТТА121675841130679,,Polygon,106.728998,47.897,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/04-019,"Мидлинг хүлээн авах, ангилан ялгах цех",Агуулахын барилга,Сонгинохайрхан,20-р хороо,Сонсголон-6 /18135/,,,1,,
551409,ТТА121675847984363,,Polygon,106.930982,47.93025,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/04-020,"Спорт заал, хурлын танхим","Биеийн тамир, спорт заалны барилга",Сүхбаатар,11-р хороо,100 айл-2 /14171/,3,,1,,
551415,ТТА121675926102731,,Polygon,106.789726,47.84443,Архитектур төлөвлөлтийн даалгавар,,Хүчилтөрөгчийн үйлдвэрийн барилга,Үйлдвэрлэлийн барилга,,,,,,1,,
551416,ТТА121675928215530,Орон сууц,Polygon,106.920078,47.9336,,,,,,,,,,,,
551418,ТТА121675986948227,Үйлчилгээтэй орон сууц,Polygon,106.910553,47.937569,,,,,,,,,,,,
551421,ТТА121675989236768,Үйлчилгээтэй орон сууц,Polygon,106.911429,47.930439,,,,,,,,,,,,
551423,ТТА121675997865284,,Polygon,106.845022,47.905663,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/05-004,агуулах контор,Агуулахын барилга,Баянгол,29-р хороо,Үйлдвэрийн баруун бүс-1 /16100/,,,1,,
551429,ТТА121676000647369,"Буудаллах, отоглох орон байр",Polygon,106.838629,47.807898,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/05-005,"Буудаллах, отоглох орон байр",Аялал жуулчлалын барилга,Хан-Уул,8-р хороо,Жаргалантын ам /17091/,1,,1,2,
551430,ТТА121676001096668,,Polygon,106.844287,47.809096,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/05-006,"Буудаллах, отоглох орон байр",Аялал жуулчлалын барилга,Хан-Уул,8-р хороо,Жаргалантын ам /17091/,1,,1,2,
551443,ТТА121676254582496,,Polygon,106.910096,47.99564,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/02-019 | МЗХ2023/03-004,Төрийн захиргааны байгууллага,Албан конторын /төрийн байгууллага/,,,,,,1,,
551465,ТТА121676257005432,"Буудаллах, отоглох орон байр",Polygon,107.065656,47.878457,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/05-008 | МЗХ2023/05-0,"Буудаллах, отоглох орон байр",Аялал жуулчлалын барилга,Баянзүрх,11-р хороо,Хүрхрээ /13240/,,,1,,
551468,ТТА121676257462045,,Polygon,106.927746,47.907956,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/05-007,Авто зогсоол,Авто зогсоолын барилга,Хан-Уул,15-р хороо,Шинэ суурьшил /17009/,,,1,,
551476,ТТА121676270445938,,Polygon,106.929556,47.91841,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/04-021,,Гүүрэн гарцын барилга,Баянзүрх,3-р хороо,12-р хороолол-2 /13381/,,Энх тайвaны өргөн чөлөө,1,,
551482,ТТА121676271923786,,Polygon,106.818302,47.867357,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/06-005,,Газар доорх нүхэн гарцын барилга,Хан-Уул,8-р хороо,Яармаг-1 /17110/,,Наадамчдын зам,1,,
551484,ТТА121676274009860,,Polygon,106.811221,47.865211,Архитектур төлөвлөлтийн даалгавар,,,Газар доорх нүхэн гарцын барилга,Хан-Уул,8-р хороо,Яармаг-1 /17110/,,Наадамчдын зам,1,,
551489,ТТА121676276401001,,Polygon,106.568986,48.057857,,,,,,,,,,,,
551491,ТТА121676277585510,,Polygon,106.913881,47.924427,Архитектур төлөвлөлтийн даалгавар,,Шинэ иргэншил политехник коллеж,Сургуулийн барилга,Чингэлтэй,4-р хороо,Бага тойруу-3  /15160/,,Нэгдсэн үндэстний гудамж,,,
551499,ТТА121676339639591,,Polygon,106.932154,47.929616,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/04-026,,Газар доорх нүхэн гарцын барилга,Баянзүрх,"1-р хороо, 29-р хороо",12-р хороолол-1 /13380/,,Их тойруу,1,,
551507,ТТА121676347266743,,LineString,107.014198,47.907072,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551508,ТТА121676347932667,,Polygon,107.014198,47.907072,Архитектур төлөвлөлтийн даалгавар,,,Дулааны шугамын барилга,Баянзүрх,10-р хороо,Амгалан-1 /13260/,,,,,
551513,ТТА121676351732444,,Polygon,106.93207,47.923346,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/04-027,Нүхэн гарц,Газар доорх нүхэн гарцын барилга,Баянзүрх,"3-р хороо, 1-р хороо",12-р хороолол-1 /13380/,,Бээжингийн гудамж,1,,
551518,ТТА121676352132570,"Буудаллах, отоглох орон байр",Polygon,106.837304,47.84517,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/05-011,"Буудаллах, отоглох орон байр",Аялал жуулчлалын барилга,Хан-Уул,23-р хороо,Нүхтийн ам /17090/,2,Нүхтийн зам,1,,
551535,ТТА121676427270931,,MultiPolygon,106.75312,47.837564,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/05-012,Орон сууцны хотхон,Орон сууц /үйлчилгээгүй/,Хан-Уул,21-р хороо,28-р хороолол /17130/,,,1,,
551593,ТТА121676516812485,,Polygon,106.94328,47.91487,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/04-028,Үйлчилгээтэй орон сууцны барилга,Үйлчилгээтэй орон сууц,Баянзүрх,18-р хороо,13-р хороолол 2-1 /13370/,,Намъянжугийн гудамж,1,,
551595,ТТА121676531202057,,Polygon,106.904278,47.886582,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/05-013,Аялал жуулчлалын цогцолбор,Аялал жуулчлалын барилга,Хан-Уул,22-р хороо,Зайсан-9 /17029/,,Дүнжингаравын гудамж,1,,
551600,ТТА121676536615187,,Polygon,106.934894,47.904333,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/06-001,Үйлчилгээтэй орон сууц,Үйлчилгээтэй орон сууц,Баянзүрх,26-р хороо,Олимп хороолол-2 /13312/,4,,1,13,
551601,ТТА121676537126308,,Polygon,106.879982,47.881482,Архитектур төлөвлөлтийн даалгавар,,"Буудаллах, отоглох орон байр",Аялал жуулчлалын барилга,Хан-Уул,22-р хороо,Чандмань /17051/,,,1,,
551602,ТТА121676538628801,,Polygon,106.861034,47.884161,,,,,,,,,,,,
551617,ТТА121676621764313,Үйлчигээтэй орон сууц,Polygon,106.910885,47.913785,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/06-003,Үйлчигээтэй орон сууц,Үйлчилгээтэй орон сууц,Сүхбаатар,2-р хороо,5-р хороолол-2 /14251/,,,1,,
551618,ТТА121676860505386,,Polygon,106.779246,47.854502,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/05-015,Үйлчилгээтэй орон сууц,Үйлчилгээтэй орон сууц,Хан-Уул,21-р хороо,Буянт Ухаа  хороолол-2 /17121/,1,,1,15,
551621,ТТА121676865606099,,Polygon,113.365494,47.823404,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551622,ТТА121676865611165,,Polygon,676976.222869,5299357.247899,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551623,ТТА121676865611714,,Polygon,677017.764894,5299377.145644,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551624,ТТА121676865611877,,Polygon,677051.672862,5299381.894616,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551625,ТТА121676865612593,,Polygon,676976.222869,5299357.247899,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551626,ТТА121676865612759,,Polygon,677017.764894,5299377.145644,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551627,ТТА121676865612916,,Polygon,677051.672862,5299381.894616,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551629,ТТА121676865619662,Аялал жуулчлалын цогцолбор,Polygon,107.365039,47.823371,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551630,ТТА121676865619812,Аялал жуулчлалын цогцолбор,Polygon,107.365494,47.823404,Архитектур төлөвлөлтийн даалгавар,ГБМЗХ2020/16-026,Аялал жуулчлалын цогцолбор,Аялал жуулчлалын барилга,,,,,,,,
551632,ТТА121676865620922,Аялал жуулчлалын цогцолбор,Polygon,107.365039,47.823371,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551633,ТТА121676865621451,Аялал жуулчлалын цогцолбор,Polygon,107.365494,47.823404,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551635,ТТА121676865667090,Аялал жуулчлалын цогцолбор,Polygon,107.365039,47.823371,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551636,ТТА121676865667355,Аялал жуулчлалын цогцолбор,Polygon,107.365494,47.823404,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551638,ТТА121676865716905,Аялал жуулчлалын цогцолбор,Polygon,107.365039,47.823371,Архитектур төлөвлөлтийн даалгавар,ГБМЗХ2020/16-026,Аялал жуулчлалын цогцолбор,Аялал жуулчлалын барилга,,,,,,,,
551639,ТТА121676865717061,Аялал жуулчлалын цогцолбор,Polygon,107.365494,47.823404,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551641,ТТА121676865737107,Аялал жуулчлалын цогцолбор,Polygon,107.365039,47.823371,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551642,ТТА121676865737605,Аялал жуулчлалын цогцолбор,Polygon,107.365494,47.823404,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551644,ТТА121676867252131,Аялал жуулчлалын цогцолбор,Polygon,107.365039,47.823371,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551645,ТТА121676867252265,Аялал жуулчлалын цогцолбор,Polygon,107.365494,47.823404,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551647,ТТА121676867310880,Аялал жуулчлалын цогцолбор,Polygon,107.365039,47.823371,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551648,ТТА121676867311050,Аялал жуулчлалын цогцолбор,Polygon,107.365494,47.823404,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551650,ТТА121676867592779,Аялал жуулчлалын цогцолбор,Polygon,107.365039,47.823371,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551651,ТТА121676867593017,Аялал жуулчлалын цогцолбор,Polygon,107.365494,47.823404,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551655,ТТА121677469373004,Аялал жуулчлалын цогцолбор,Polygon,107.365039,47.823371,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551656,ТТА121677469373162,Аялал жуулчлалын цогцолбор,Polygon,107.365494,47.823404,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551657,ТТА121677469381338,,Polygon,113.364479,47.823199,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551658,ТТА121677469381551,,Polygon,113.365039,47.823371,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551659,ТТА121677469381707,,Polygon,113.365494,47.823404,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551661,ТТА121677469438875,Аялал жуулчлалын цогцолбор,Polygon,107.365039,47.823371,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551662,ТТА121677469439024,Аялал жуулчлалын цогцолбор,Polygon,107.365494,47.823404,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551664,ТТА121677469472081,Аялал жуулчлалын цогцолбор,Polygon,107.365039,47.823371,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551665,ТТА121677469472255,Аялал жуулчлалын цогцолбор,Polygon,107.365494,47.823404,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551667,ТТА121677469744510,Аялал жуулчлалын цогцолбор,Polygon,107.365039,47.823371,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551668,ТТА121677469744760,Аялал жуулчлалын цогцолбор,Polygon,107.365494,47.823404,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551670,ТТА121677469802500,Аялал жуулчлалын цогцолбор,Polygon,107.365039,47.823371,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551671,ТТА121677469802746,Аялал жуулчлалын цогцолбор,Polygon,107.365494,47.823404,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551673,ТТА121677469803499,Аялал жуулчлалын цогцолбор,Polygon,107.365039,47.823371,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551674,ТТА121677469803648,Аялал жуулчлалын цогцолбор,Polygon,107.365494,47.823404,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551675,ТТА121677470926058,,Polygon,106.903294,47.932124,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/06-004,Чингэлтэй дүүргийн Засаг даргын тамгын газар,Албан конторын /төрийн байгууллага/,Чингэлтэй,9-р хороо,Дэнжийн мянга-2 /15121/,9,,1,,
551676,ТТА121677471104246,,Polygon,106.915138,47.933728,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/06-006,Үйчлчилгээтэй орон сууц,Үйлчилгээтэй орон сууц,Сүхбаатар,9-р хороо,7-р хороолол-3 /14182/,2,,1,14,
551681,ТТА121677477050523,,Polygon,106.822075,47.911867,,,,,,,,,,,,
551685,ТТА121677479639221,Аялал жуулчлалын цогцолбор,Polygon,107.365039,47.823371,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551686,ТТА121677479639422,Аялал жуулчлалын цогцолбор,Polygon,107.365494,47.823404,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551687,ТТА121677480023715,,Polygon,113.364479,47.823199,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551688,ТТА121677480023940,,Polygon,113.365039,47.823371,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551689,ТТА121677480024092,,Polygon,113.365494,47.823404,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551691,ТТА121677480029000,Аялал жуулчлалын цогцолбор,Polygon,107.365039,47.823371,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551692,ТТА121677480029146,Аялал жуулчлалын цогцолбор,Polygon,107.365494,47.823404,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551693,ТТА121677480031476,,Polygon,676976.222869,5299357.247899,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551694,ТТА121677480031628,,Polygon,677017.764894,5299377.145644,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551695,ТТА121677480031903,,Polygon,677051.672862,5299381.894616,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551716,ТТА121677486020072,Аялал жуулчлалын цогцолбор,Polygon,107.364479,47.823199,Архитектур төлөвлөлтийн даалгавар,ГБМЗХ2020/16-026,Аялал жуулчлалын цогцолбор,Аялал жуулчлалын барилга,,,,,,,,
551717,ТТА121677486020291,Аялал жуулчлалын цогцолбор,Polygon,107.365039,47.823371,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551718,ТТА121677486020478,Аялал жуулчлалын цогцолбор,Polygon,107.365494,47.823404,Архитектур төлөвлөлтийн даалгавар,,,,,,,,,,,
551721,ТБА111671408000001,Аялал жуулчлалын цогцолбор,Polygon,107.431641,47.89235,Архитектур төлөвлөлтийн даалгавар,МЗХ2022/43-007,Аялал жуулчлалын цогцолбор,Аялал жуулчлалын барилга,Налайх,6-р хороо,,,,,,
551722,ТБА111671408000002,Аялал жуулчлалын цогцолбор,Polygon,107.384716,47.886803,Архитектур төлөвлөлтийн даалгавар,МЗХ2022/43-009,Аялал жуулчлалын цогцолбор,Аялал жуулчлалын барилга,Налайх,6-р хороо,,,,,,
551723,ТБА111670803200000,Аялал жуулчлалын цогцолбор,MultiPolygon,107.370485,47.822386,Архитектур төлөвлөлтийн даалгавар,МЗХ2022/41-006,Аялал жуулчлалын цогцолбор,Аялал жуулчлалын барилга,Налайх,1-р хороо,,,,,,
551725,ТБА111673568000000,Аялал жуулчлалын цогцолбор,Polygon,107.463064,47.979145,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/01-008,Аялал жуулчлалын цогцолбор,Аялал жуулчлалын барилга,Налайх,6-р хороо,,,,,,
551727,ТБА191675987200000,Цэцэрлэгт хүрээлэн,Polygon,107.444009,47.393069,Архитектур төлөвлөлтийн даалгавар,ХТХ2023/00-001,Цэцэрлэгт хүрээлэн,Цэцэрлэгт хүрээлэнгийн барилга,Багахангай,2-р хороо,,,,,,
551730,ТБА191676310333000,Кокос эрчим хүчний цогцолбор үйлдвэр,Polygon,107.487257,47.335019,Архитектур төлөвлөлтийн даалгавар,БХБХ2022/03-023,Кокос эрчим хүчний цогцолбор үйлдвэр,Үйлдвэрлэлийн барилга,Багахангай,1-р хороо,,,,,,
551731,ТБА161671667200001,"Агуулах, үйлдвэрлэл үйлчилгээний цогцолбор",Polygon,106.787846,47.90613,Архитектур төлөвлөлтийн даалгавар,МЗХ2022/41-007,"Агуулах, үйлдвэрлэл үйлчилгээний цогцолбор",Агуулахын барилга,Баянгол,20-р хороо,,,,,,
551732,ТБА161670371200000,"Цэцэрлэг, Үйлчилгээтэй орон сууц",Polygon,106.893284,47.906323,,,,,,,,,,,,
551733,ТТА121677494015593,,Polygon,106.856912,47.918483,,,,,,,,,,,,
551734,ТТА121677494015738,,Polygon,106.857123,47.918498,,,,,,,,,,,,
687238,ТБА161665964800000,Цэцэрлэгийн барилга,Polygon,106.862334,47.931912,Архитектур төлөвлөлтийн даалгавар,МЗХ2022/36-034,Цэцэрлэгийн барилга,Цэцэрлэгийн барилга,Баянгол,9-р хороо,,,,,,
687247,ТБА161669334400000,Цэцэрлэг бүхий үйчилгээтэй орон сууцны барилга,Polygon,106.859333,47.923317,,,,,,,,,,,,
687274,ТБА161671667200002,Үйлилгээний цогцолбор,Polygon,106.824995,47.909794,Архитектур төлөвлөлтийн даалгавар,МЗХ2022/40-007,Үйлилгээний цогцолбор,Үйлчилгээний барилга,Баянгол,20-р хороо,,,,,,
687290,ТБА161672012800000,"Агуулах, үйлчилгээний барилга",Polygon,106.878906,47.911886,Архитектур төлөвлөлтийн даалгавар,МЗХ2022/45-012,"Агуулах, үйлчилгээний барилга",Агуулахын барилга,Баянгол,4-р хороо,,,,,,
687318,ТБА131675641600002,Цэцэрлэг бүхий орон сууц,Polygon,106.951459,47.925876,Архитектур төлөвлөлтийн даалгавар,МЗХ2023/04-015,Цэцэрлэг бүхий орон сууц,Үйлчилгээтэй орон сууц,Баянзүрх,30-р хороо,,,,,,
713137,ТБА151196985600001,"Худалдаа, үйлчилгээний барилга",Polygon,106.914374,47.917338,Архитектур төлөвлөлтийн даалгавар,МЗХ2022/38-003,"Худалдаа, үйлчилгээний барилга",Үйлчилгээний барилга,Чингэлтэй,1-р хороо,,,Энх тайвaны өргөн чөлөө,,,
