id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Архитектур төлөвлөлтийн даалгаврын дугаар,"Барилга, байгууламжийн нэр",Барилгын зориулалт,Дүүрэг,Хороо,Хаягийн бүс,Үйлчилгээ албан конторын давхарын тоо /бусад/,Гудамж,Хүчинтэй хугацаа,Орон сууцны давхарын тоо,Барилгын ажлыг эхлэх/үргэлжлүүлэх зөвшөөрлийн дугаар
1437253,ТТА141725845740971,,Polygon,106.942246,47.915222,Архитектур төлөвлөлтийн даалгавар,2024/00-552,,Зам,Баянзүрх,26-р хороо,"Үндэсний цэцэрлэгт хүрээлэн /13313/, 12-р хороолол-1 /13380/, 12-р хороолол-2 /13381/, 14-р хороолол-6 /13335/, 13-р хороолол 2-2 /13371/, 13-р хороолол 2-1 /13370/, 15-р хороолол-6 /13345/, 14-р хороолол-7 /13336/, Олимп хороолол-2 /13312/, Олимп хороолол-1 /13311/, Амгалан-3 /13271/, Дарь эх 1 /13361/",,Манлайбаатар Дамдинсүрэнгийн гудамж,5 ба түүнээс дээш,,
1437254,ТТА141725846214140,,Polygon,106.992468,47.916761,,,,,,,,,,,,
1437258,ТТА141725847513792,,Polygon,106.976636,47.926334,Архитектур төлөвлөлтийн даалгавар,2024/00-781,Цайз ХХК,Үйлчилгээтэй орон сууц,Баянзүрх,19-р хороо,Цайз /13291/,,,2,,
1437259,ТТА141725847513881,,Polygon,106.975717,47.925427,Архитектур төлөвлөлтийн даалгавар,2024/00-781,Цайз ХХК,Үйлчилгээний барилга,Баянзүрх,19-р хороо,Цайз /13291/,,,2,,
1437274,ТТА141725849621312,,Polygon,106.884759,47.920019,Архитектур төлөвлөлтийн даалгавар,2024/00-455,Хүчилтөрөгчийн үйлдвэрийн барилга,"Үйлдвэрлэл, үйлчилгээний",Баянгол,18-р хороо,4-р хороолол-4 /16063/,,,2,,
1437278,ТТА131725852045964,,Polygon,106.938885,47.902091,Архитектур төлөвлөлтийн даалгавар,2024/00-552,,Зам,Баянзүрх,26-р хороо,"Үндэсний цэцэрлэгт хүрээлэн /13313/, Олимп хороолол-2 /13312/",,Нийслэл хүрээ өргөн чөлөө,5 ба түүнээс дээш,,
1437279,ТТА131725852121518,,Polygon,106.939533,47.895538,Архитектур төлөвлөлтийн даалгавар,2024/00-552,,Зам,Баянзүрх,26-р хороо,"Үндэсний цэцэрлэгт хүрээлэн /13313/, Их тэнгэрийн ам-1 /13315/",,,5 ба түүнээс дээш,,
1437284,ТТА181725854093457,,Polygon,107.241926,47.946073,Архитектур төлөвлөлтийн даалгавар,2024/00-570,Дуудлага худалдааны зарчмаар эзэмшүүлэх газар,Холбооны бааз станц,Баянзүрх,20-р хороо,Арцат /13012/,,,2,,
1437286,ТТА131725859354938,,Polygon,106.535424,47.941362,Архитектур төлөвлөлтийн даалгавар,2024/00-720,Дуудлага худалдааны зарчмаар эзэмшүүлэх газар,Холбооны бааз станц,Сонгинохайрхан,32-р хороо,369-ын гарам /18440/,,,2,,
1437291,ТТА161725863962523,,Polygon,106.889745,47.956103,Архитектур төлөвлөлтийн даалгавар,2024/00-783,Дуудлага худалдааны зарчмаар эзэмшүүлэх газар,Холбооны бааз станц,Чингэлтэй,21-р хороо,Дэнжийн мянга-1 /15120/,,,2,,
1437292,ТТА181725865245766,,Polygon,106.716089,47.781395,Архитектур төлөвлөлтийн даалгавар,2024/00-453,Гүний худаг,Гүний худаг,Хан-Уул,14-р хороо,Өлзийт-2 /17151/,,,2,,
1437297,ТТА131725867009245,,Polygon,106.867374,47.918273,Архитектур төлөвлөлтийн даалгавар,2024/00-766,"Худалдаа, үйлчилгээний барилга",Үйлчилгээний барилга,Баянгол,6-р хороо,3-р хороолол-3 /16092/,,,2,,
1437300,ТТА131725870481711,,Polygon,106.804263,47.842771,Архитектур төлөвлөлтийн даалгавар,,Орон сууцны цогцолбор,Үйлчилгээтэй орон сууц,Хан-Уул,8-р хороо,Дарга толгойн хэсэг /17102/,1,,2,1,
1437301,ТТА131725870589411,,Polygon,107.089085,47.89368,Архитектур төлөвлөлтийн даалгавар,2024/00-456,"Холбоо, мэдээлэл хүлээн авах станц",Холбооны шугамын барилга,Баянзүрх,11-р хороо,Ногоон зоорь /13182/,,,2,,
1437302,ТТА131725870778544,,Polygon,106.913919,47.908757,Архитектур төлөвлөлтийн даалгавар,2024/00-649,"Унадаг дугуй зогсоол, түрээс, худалдаа, засвар үйлчилгээний цогцолбор","Худалдаа, нийтийн үйлчилгээний цогцолбор",Сүхбаатар,1-р хороо,Соёл амралтын хүрээлэн-2 /14241/,,,2,,
1437303,ТТА131725870884243,,Polygon,106.826671,47.955575,,,,,,,,,,,,
1437304,ТТА131725872023034,,Polygon,106.801997,47.844694,Архитектур төлөвлөлтийн даалгавар,2024/00-565,Ариун булаг окто ХХК Үйлчилгээтэй орон сууцны цогцолбор,Үйлчилгээтэй орон сууц,Хан-Уул,8-р хороо,Дарга толгойн хэсэг /17102/,,,2,,
1437305,ТТА131725875764520,,Polygon,106.859311,47.914162,Архитектур төлөвлөлтийн даалгавар,2024/00-569,Шашны барилга байгууламж,Лалын шашны сүм,Баянгол,5-р хороо,10-р хороолол-2 /16081/,,,2,,
1437306,ТТА131725878817967,,Polygon,106.527565,47.983747,Архитектур төлөвлөлтийн даалгавар,2024/00-659,Хөдөө аж ахуйн үйлдвэрлэлийн цогцолбор,Үйлдвэрлэлийн барилга,Сонгинохайрхан,21-р хороо,Хужрын хяр /18450/,,,2,,
1437310,ТТА131725886570043,,Polygon,106.92766,47.918594,Архитектур төлөвлөлтийн даалгавар,2024/00-823,Бигги-Индустрис ХХК Үйлчилгээтэй албан контор,Үйлчилгээтэй албан конторын барилга,Сүхбаатар,8-р хороо,11-р хороолол-2 /14191/,,,2,,
1437313,ТТА131725888644760,,Polygon,106.810041,47.848595,Архитектур төлөвлөлтийн даалгавар,2024/00-765,Нийтийн орон сууц,Нийтийн орон сууц,Хан-Уул,8-р хороо,"Морин тойруулга, наадамчдын талбай /17101/",,,2,,
1437316,ТТА131725896666043,,Polygon,106.751269,47.842432,Архитектур төлөвлөлтийн даалгавар,2024/00-618,Амины орон сууц,Амины орон сууц /үйлчилгээгүй/,Хан-Уул,21-р хороо,28-р хороолол /17130/,1,,2,1,
1437331,ТТА161725937810388,,Polygon,106.986292,47.913734,,,,,,,,,,,,
1437332,ТТА161725937810495,,Polygon,106.987115,47.913886,,,,,,,,,,,,
1437334,ТТА161725938639447,,Polygon,106.925303,47.917054,Архитектур төлөвлөлтийн даалгавар,СБД/25/09,"Улсын клиникийн төвийн эмнэлэг, оношлогоо мэс заслын төвийн барилга",Эмнэлгийн барилга,Сүхбаатар,1-р хороо,13-р хороолол 1-1 /14210/,,,2,,
1437336,ТТА161725938894324,,Polygon,106.790779,47.920207,,,,,,,,,,,,
1437347,ТТА131725944661756,,Polygon,106.911563,47.929752,,,,,,,,,,,,
1437349,ТТА131725947112224,,Polygon,106.751637,47.842639,,,,,,,,,,,,
1437352,ТТА131725949451716,,Polygon,107.257486,47.774759,Архитектур төлөвлөлтийн даалгавар,2024/00-668,Үйлчилгээний барилга,Үйлчилгээний барилга,Налайх,1-р хороо,Уурхайчин /12750/,1,,2,1,
1437356,ТТА141725950683111,,Polygon,106.705855,47.90064,Архитектур төлөвлөлтийн даалгавар,2024/00-646,"Шатахуун түгээх газар, станц",Шатахуун түгээх станцын барилга,Сонгинохайрхан,32-р хороо,Тахилт-2 /18241/,,,2,,
1437358,ТТА141725951644346,,Polygon,106.795721,47.992621,Архитектур төлөвлөлтийн даалгавар,2024/00-458,"Холбоо, мэдээлэл хүлээн авах станц",Холбооны шугамын барилга,Сонгинохайрхан,24-р хороо,Толгойтын баруун салаа-2 /18151/,,,2,,
1437359,ТТА141725952041788,,Polygon,106.844608,47.853893,Архитектур төлөвлөлтийн даалгавар,2024/00-718,"Буудаллах, отоглох орон байр",Аялал жуулчлалын барилга,Хан-Уул,23-р хороо,Арцатын ам /17100/,,,2,,
1437361,ТТА171725953276532,,Polygon,107.023463,47.908298,Архитектур төлөвлөлтийн даалгавар,,,,Баянзүрх,10-р хороо,Амгалан-1 /13260/,,,,,
1437373,ТТА121725960454632,,Polygon,106.786065,47.833077,Архитектур төлөвлөлтийн даалгавар,2024/00-670,Үйлчилгээний барилга,Үйлчилгээний барилга,Хан-Уул,21-р хороо,Буянт Ухаа  хороолол-2 /17121/,1,,2,1,
1437374,ТТА121725961026661,,Polygon,106.671702,47.929393,Архитектур төлөвлөлтийн даалгавар,2024/00-567,"Холбоо, мэдээлэл хүлээн авах станц",Холбооны шугамын барилга,Сонгинохайрхан,33-р хороо,Тахилт-2 /18241/,,,2,,
1437381,ТТА121725962690669,,Polygon,107.057101,47.880378,Архитектур төлөвлөлтийн даалгавар,2024/00-744,"Буудаллах, отоглох орон байр",Буудаллах отоглох орон байр,Баянзүрх,11-р хороо,Хүрхрээ /13240/,1,,2,,
1437382,ТТА121725963970597,,Polygon,106.960803,48.020661,Архитектур төлөвлөлтийн даалгавар,2024/00-723,"Холбоо, мэдээлэл хүлээн авах станц",Холбооны шугамын барилга,Сүхбаатар,20-р хороо,Сэлх-3 /14072/,,,2,,
1437383,ТТА121725964658126,,Polygon,107.006628,47.886031,,,,,,,,,,,,
1437384,ТТА121725966768711,,Polygon,106.933931,47.92299,Архитектур төлөвлөлтийн даалгавар,2024/00-643,"Алтайхолдинг ХХК Худалдаа, үйлчилгээний барилгын өргөтгөл  (Албан контор)",Албан конторын /хувийн байгууллага/,Баянзүрх,3-р хороо,12-р хороолол-2 /13381/,,,2,,
1437385,ТТА121725968504577,,Polygon,106.829295,47.871644,,,,,,,,,,,,
1437390,ТТА181726022136349,,Polygon,106.904518,47.914776,Архитектур төлөвлөлтийн даалгавар,2024/00-420,Цэцэрлэгийн барилга,Цэцэрлэгийн барилга,Сүхбаатар,4-р хороо,5-р хороолол-1 /14250/,,,2,,
1437395,ТТА161726024687297,,Polygon,106.99445,47.911843,Архитектур төлөвлөлтийн даалгавар,2024/00-559,"Эмнэлэг, гадна тохижилт, авто зогсоолын барилга",Эмнэлгийн барилга,Баянзүрх,12-р хороо,Амгалан-2 /13270/,,,2,,
1437397,ТТА131726025692788,,Polygon,106.9648,47.913376,Архитектур төлөвлөлтийн даалгавар,2024/00-562,Дээрээ тохижилт бүхий газар доорх авто зогсоол,Авто зогсоолын барилга,Баянзүрх,13-р хороо,14-р хороолол-2 /13331/,,,2,,
1437408,ТТА181726036356560,,Polygon,107.000517,47.931121,Архитектур төлөвлөлтийн даалгавар,2024/00-558,Авто зогсоолын барилга,Авто зогсоолын барилга,Баянзүрх,9-р хороо,Шар хад-2 /13281/,,,2,,
1437409,ТТА181726036777934,,Polygon,106.557552,47.995207,Архитектур төлөвлөлтийн даалгавар,2024/00-553,цэцэрлэг,Цэцэрлэгийн барилга,Сонгинохайрхан,21-р хороо,Рашаант тосгон /18390/,,,2,,
1437420,ТТА181726040583883,,Polygon,106.799841,47.846291,Архитектур төлөвлөлтийн даалгавар,МЗХ2022/36-042,,,Хан-Уул,8-р хороо,Дарга толгойн хэсэг /17102/,,,,,
1437421,ТТА181726040583964,,Polygon,106.799603,47.847271,Архитектур төлөвлөлтийн даалгавар,МЗХ2022/36-042,Үйлчилгээтэй орон сууц,Үйлчилгээтэй орон сууц,Хан-Уул,8-р хороо,"Морин тойруулга, наадамчдын талбай /17101/, Дарга толгойн хэсэг /17102/",1,,2,15,
1437434,ТТА181726043157041,,Polygon,107.430819,47.69873,,,,,,,,,,,,
1437447,ТТА181726047473195,,Polygon,106.880232,47.899163,Архитектур төлөвлөлтийн даалгавар,2024/00-648,"Хаягдал, ус цэвэрлэх байгууламж",Цэвэрлэх байгууламжийн барилга,Хан-Уул,3-р хороо,Үйлдвэр 1-1 /17060/,,,2,,
1437451,ТТА181726059176613,,Polygon,106.864859,47.872944,Архитектур төлөвлөлтийн даалгавар,2024/00-661,"Зэвийн хүрээ ХХК, Эс Ви Жи Эйч ХХК",Буудаллах отоглох орон байр,Хан-Уул,24-р хороо,Хүүшийн ам /17080/,1,,2,9,
1437452,ТТА181726059176702,,Polygon,106.864174,47.874393,Архитектур төлөвлөлтийн даалгавар,2024/00-661,"Зэвийн хүрээ ХХК, Эс Ви Жи Эйч ХХК",Буудаллах отоглох орон байр,Хан-Уул,24-р хороо,Хүүшийн ам /17080/,1,,2,9,
1437455,ТТА181726066317677,,Polygon,107.432597,47.352888,,,,,,,,,,,,
1437499,ТТА121726122876075,,Polygon,106.786214,47.885141,Архитектур төлөвлөлтийн даалгавар,2024/00-655,Моносфарм ХХК Үйлдвэрлэлийн барилга,Үйлдвэрлэлийн барилга,Баянгол,20-р хороо,Үйлдвэрийн баруун бүс-4 /16103/,,,2,,
1437500,ТТА171726126096491,,Polygon,106.915164,47.903214,Архитектур төлөвлөлтийн даалгавар,2024/00-556,Гэрэлт хөшөө бүхий гадна талбайн тохижилт,Хөшөө баримал,Хан-Уул,15-р хороо,Стадион Оргил-2 /17011/,,,5 ба түүнээс дээш,,
1437514,ТТА141726129332547,,Polygon,106.905062,47.926523,Архитектур төлөвлөлтийн даалгавар,,,,Чингэлтэй,6-р хороо,6-р хороолол-1 /15140/,,,,,
1437520,ТТА141726132182651,,Polygon,106.751558,47.842594,,,,,,,,,,,,
1437521,ТТА141726132509127,,Polygon,106.779595,47.755428,Архитектур төлөвлөлтийн даалгавар,2024/00-319,Амины орон сууц,Амины орон сууц /үйлчилгээгүй/,Хан-Уул,14-р хороо,Бугын ам /17152/,,,2,,
1437523,ТТА141726133973844,,Polygon,106.977349,47.920427,Архитектур төлөвлөлтийн даалгавар,2024/00-665,Эл Эй Си Эм менежмент ХХК,Үйлчилгээтэй орон сууц,Баянзүрх,16-р хороо,16-р хороолол-2 /13321/,1,,2,15,
1437543,ТТА171726198491015,,Polygon,106.909747,47.936177,,,,,,,,,,,,
1437545,ТТА111726199590520,,Polygon,106.83033,47.853291,Архитектур төлөвлөлтийн даалгавар,2024/00-652,"Буудаллах, отоглох орон байр",Буудаллах отоглох орон байр,Хан-Уул,23-р хороо,Арцатын ам /17100/,,,2,,
1437547,ТТА111726200024258,,Polygon,106.842099,47.857915,Архитектур төлөвлөлтийн даалгавар,2024/00-657,Мөнхийн сэтгэмж ХХК,Буудаллах отоглох орон байр,Хан-Уул,23-р хороо,Арцатын ам /17100/,1,,2,,
1437591,ТТА181726217230190,,Polygon,106.901149,47.911498,Архитектур төлөвлөлтийн даалгавар,2024/00-707,Сүхбаатар дүүргийн 54 дүгээр цэцэрлэгийн талбайд,,Сүхбаатар,3-р хороо,5-р хороолол-3 /14252/,,,5 ба түүнээс дээш,,
1437601,ТТА181726305260368,,Polygon,106.693734,47.900394,Архитектур төлөвлөлтийн даалгавар,2024/00-605,Вест энд яард ХХК,"Үйлдвэрлэл, үйлчилгээний",Сонгинохайрхан,32-р хороо,Тахилт-2 /18241/,3,,2,,
1437602,ТТА181726305260461,,Polygon,106.69242,47.90422,Архитектур төлөвлөлтийн даалгавар,2024/00-605,Вест энд яард ХХК,"Үйлдвэрлэл, үйлчилгээний",Сонгинохайрхан,32-р хороо,Тахилт-2 /18241/,3,,2,,
1437603,ТТА181726305260557,,Polygon,106.692904,47.902533,Архитектур төлөвлөлтийн даалгавар,2024/00-605,Вест энд яард ХХК,"Үйлдвэрлэл, үйлчилгээний",Сонгинохайрхан,32-р хороо,Тахилт-2 /18241/,3,,2,,
1437604,ТТА181726308508492,,Polygon,108.33881,47.780041,Архитектур төлөвлөлтийн даалгавар,2024/00-664,Олон төрөлт түлш түгээх станц,Шатахуун түгээх станцын барилга,Багануур,2-р хороо,Үйлдвэрийн хэсэг-3 /12151/,2,,2,,
1437605,ТТА181726309302564,,Polygon,106.741439,47.928163,Архитектур төлөвлөлтийн даалгавар,,Ерөнхий боловсролын номын ёс сургууль (Холбоо БСБ) Сургалтын төв,Хүүхдийн сургалтын төвийн барилга,Сонгинохайрхан,34-р хороо,Баянголын ам-1 /18180/,,,2,,
1437607,ТТА181726310120082,,Polygon,108.357869,47.768768,,,,,,,,,,,,
1437611,ТТА181726315672169,,Polygon,107.481721,47.345613,Архитектур төлөвлөлтийн даалгавар,2024/00-653,Багахангайн ложистикийн нэгдсэн төв,Үйлдвэрлэлийн барилга,Багахангай,1-р хороо,Өртөөний хэсэг /12310/,3,,2,,
1437612,ТТА181726315672287,,Polygon,107.482287,47.344932,Архитектур төлөвлөлтийн даалгавар,2024/00-653,Багахангайн ложистикийн нэгдсэн төв,Үйлдвэрлэлийн барилга,Багахангай,1-р хороо,Өртөөний хэсэг /12310/,3,,2,,
1437615,ТТА181726315911173,,Polygon,106.897911,47.89827,Архитектур төлөвлөлтийн даалгавар,2024/00-708,"Монголнамшин ХХК, Цогхийморь сүлд ХХК Үйлчилгээтэй албан контор",Үйлчилгээтэй албан конторын барилга,Хан-Уул,19-р хороо,Үйлдвэр 2-3 /17042/,,,2,,
1437616,ТТА181726316507047,,Polygon,107.477731,47.343143,Архитектур төлөвлөлтийн даалгавар,2024/00-653,Багахангайн ложистикийн нэгдсэн төв,Үйлдвэрлэлийн барилга,Багахангай,1-р хороо,"Үйлдвэрийн хэсэг /12340/, Өртөөний хэсэг /12310/",3,,2,,
1437617,ТТА181726316666985,,Polygon,107.479695,47.344137,Архитектур төлөвлөлтийн даалгавар,2024/00-653,Багахангайн ложистикийн нэгдсэн төв,Үйлдвэрлэлийн барилга,Багахангай,1-р хороо,Өртөөний хэсэг /12310/,3,,2,,
1437618,ТТА181726318469458,,Polygon,106.923036,47.885977,,,,,,,,,,,,
1437619,ТТА181726318507517,,Polygon,107.484274,47.346674,Архитектур төлөвлөлтийн даалгавар,2024/00-653,Багахангайн ложистикийн нэгдсэн төв,Үйлдвэрлэлийн барилга,Багахангай,1-р хороо,Өртөөний хэсэг /12310/,3,,2,,
1437621,ТТА181726323839807,,Polygon,106.869267,47.912892,Архитектур төлөвлөлтийн даалгавар,2024/00-573,"Хог, хаягдлын цэг",,Баянгол,25-р хороо,Үйлдвэрийн төвийн бүс-1 /16010/,,,2,,
1437624,ТТА181726411326366,,Polygon,106.893137,47.910916,Архитектур төлөвлөлтийн даалгавар,2024/00-656,Үлчилгээ,"Худалдаа, нийтийн үйлчилгээний цогцолбор",Баянгол,3-р хороо,2-р хороолол-2 /16051/,,,2,,
1437625,ТТА181726449126101,,Polygon,106.625718,48.018917,Архитектур төлөвлөлтийн даалгавар,2024/00-566,Шалган нэвтрүүлэх байр,Шалган нэвтрүүлэх цэг,Сонгинохайрхан,21-р хороо,Таширын ам /18312/,,,2,,
1437640,ТТА131726457051755,,Polygon,106.970235,47.909423,Архитектур төлөвлөлтийн даалгавар,2024/00-568,Үйлчилгээтэй албан конторын барилга,Үйлчилгээтэй албан конторын барилга,Баянзүрх,13-р хороо,14-р хороолол-3 /13332/,,,2,,
1437645,ТТА131726461335607,,Polygon,107.213546,47.741621,Архитектур төлөвлөлтийн даалгавар,2024/00-625,Дуудлага худалдааны зарчмаар эзэмшүүлэх газар Мод үржүүлгийн газар,Ногоон байгууламжийн барилга,Баянзүрх,11-р хороо,Хонхор нуур /13085/,,,5 ба түүнээс дээш,,
1437649,ТТА151726466564886,,Polygon,107.076325,47.924364,Архитектур төлөвлөлтийн даалгавар,2024/00-592,Автобусны буудлын тохижилт,Тохижилт,Баянзүрх,28-р хороо,Хужирбулан /13210/,,,5 ба түүнээс дээш,,
1437650,ТТА151726467169329,,Polygon,106.911723,47.896584,Архитектур төлөвлөлтийн даалгавар,2024/00-660,Автомашины ил зогсоол,Ил авто зогсоол,Хан-Уул,18-р хороо,Стадион Оргил-4 /17013/,,,2,,
1437656,ТТА131726475062398,,MultiPolygon,106.780829,47.852316,Архитектур төлөвлөлтийн даалгавар,2024/00-767,Автобусны буудлын тохижилт;,,Хан-Уул,21-р хороо,Буянт Ухаа  хороолол-2 /17121/,,,5 ба түүнээс дээш,,
1437658,ТТА161726477547186,,Polygon,106.87449,47.892964,,,,,,,,,,,,
1437674,ТТА171726536477560,,Polygon,106.786861,47.838587,Архитектур төлөвлөлтийн даалгавар,2024/00-696,"Худалдаа, үйлчилгээний цогцолбор","Худалдаа, нийтийн үйлчилгээний цогцолбор",Хан-Уул,21-р хороо,Буянт Ухаа  хороолол-2 /17121/,,,5 ба түүнээс дээш,,
1437690,ТТА111726556964158,,Polygon,106.987643,47.918194,,,,,,,,,,,,
1437710,ТТА141726561905488,,Polygon,106.864992,47.880771,Архитектур төлөвлөлтийн даалгавар,МЗХ2022/34-018,,,Хан-Уул,24-р хороо,Хүүшийн ам /17080/,,,,,
1437719,ТТА171726568130038,,Polygon,106.542648,48.105335,Архитектур төлөвлөлтийн даалгавар,2024/00-698,Мод үржүүлгийн газар,Ногоон байгууламжийн барилга,Сонгинохайрхан,21-р хороо,Дунд дүүрэн ам /18470/,,,5 ба түүнээс дээш,,
1437720,ТТА171726569686007,,Polygon,106.543547,48.102771,Архитектур төлөвлөлтийн даалгавар,2024/00-699,Мод үржүүлгийн газар,Ногоон байгууламжийн барилга,Сонгинохайрхан,21-р хороо,Дунд дүүрэн ам /18470/,,,5 ба түүнээс дээш,,
1437722,ТТА171726573157546,,MultiPolygon,106.661557,47.83324,Архитектур төлөвлөлтийн даалгавар,2024/00-694,Агуулах үйлдвэр,Агуулахын барилга,Хан-Уул,12-р хороо,Био комбинат-2 /17143/,2,,5 ба түүнээс дээш,,
1437723,ТТА171726574285981,,Polygon,106.583029,48.044632,Архитектур төлөвлөлтийн даалгавар,2024/00-626,Дуудлага худалдааны зарчмаар эзэмшүүлэх газар Мод үржүүлгийн газар,Ногоон байгууламжийн барилга,Сонгинохайрхан,21-р хороо,Таширын ам /18312/,,,5 ба түүнээс дээш,,
1437725,ТТА171726575280021,,Polygon,106.590408,47.863982,Архитектур төлөвлөлтийн даалгавар,2024/00-622,"Дуудлага худалдааны зарчмаар эзэмшүүлэх газар Агуулах, агуулахын байгууламж",Агуулахын барилга,Сонгинохайрхан,32-р хороо,Хурганы аж ахуй /18420/,,,5 ба түүнээс дээш,,
1437726,ТТА171726581430145,,Polygon,106.747776,47.836678,,,,,,,,,,,,
1437727,ТТА171726582187918,,MultiPolygon,107.226413,47.768355,Архитектур төлөвлөлтийн даалгавар,2024/00-702,Үйлдвэрлэлийн цогцолбор,Үйлдвэрлэлийн барилга,Налайх,7-р хороо,Хонхор нуур /13085/,,,5 ба түүнээс дээш,,
1437729,ТТА171726584160194,,Polygon,106.748919,48.148466,Архитектур төлөвлөлтийн даалгавар,2024/00-697,"Төмс, хүнсний ногооны усалгаатай тариалан",Хүлэмж,Сонгинохайрхан,21-р хороо,Цагаанчулуутын ам /18210/,,,5 ба түүнээс дээш,,
1437730,ТТА171726588679904,,Polygon,107.021719,47.94689,Архитектур төлөвлөлтийн даалгавар,2024/00-693,"Худалдаа, үйлчилгээний цогцолбор","Худалдаа, нийтийн үйлчилгээний цогцолбор",Баянзүрх,34-р хороо,Шар хад-2 /13281/,,,5 ба түүнээс дээш,,
1437731,ТТА171726617969704,,Polygon,106.643161,47.903946,Архитектур төлөвлөлтийн даалгавар,2024/00-624,Агуулах,Агуулахын барилга,Сонгинохайрхан,32-р хороо,Баруун туруун-1 /18340/,,,2,,
1437807,ТТА171726622359742,,MultiPolygon,107.471363,47.373097,Архитектур төлөвлөлтийн даалгавар,2024/00-603,"Худалдаа, үйлчилгээний цогцолбор","Худалдаа, нийтийн үйлчилгээний цогцолбор",Багахангай,2-р хороо,Суурьшилгүй бүс /12302/,,,5 ба түүнээс дээш,,
1437885,ТТА171726624668252,,Polygon,106.749135,47.761861,Архитектур төлөвлөлтийн даалгавар,2024/00-695,Мод үржүүлгийн газар,Ногоон байгууламжийн барилга,Хан-Уул,14-р хороо,"Доод Өлзийт, Гавьжийн шанд /17160/",,,5 ба түүнээс дээш,,
1437889,ТТА181726628323818,,MultiPolygon,107.47914,47.345418,Архитектур төлөвлөлтийн даалгавар,2024/00-654,"Үйлдвэрлэл, үйлчилгээний цогцолбор","Үйлдвэрлэл, үйлчилгээний",Багахангай,1-р хороо,"Үйлдвэрийн хэсэг /12340/, Өртөөний хэсэг /12310/",,,2,,
1437894,ТТА171726630163259,,Polygon,107.227344,47.767493,Архитектур төлөвлөлтийн даалгавар,2024/00-701,Үйлдвэрлэлийн цогцолбор,Үйлдвэрлэлийн барилга,Налайх,3-р хороо,Хонхор нуур /13085/,,,5 ба түүнээс дээш,,
1437899,ТТА171726638624050,,Polygon,106.919987,47.927894,Архитектур төлөвлөлтийн даалгавар,2024/00-700,Үйлчилгээтэй орон сууц,Үйлчилгээтэй орон сууц,Сүхбаатар,8-р хороо,11-р хороолол-4 /14193/,,,5 ба түүнээс дээш,,
1437903,ТТА141726640305704,,Polygon,106.589063,47.859467,Архитектур төлөвлөлтийн даалгавар,2024/00-623,"Агуулах, агуулхын барилга",Агуулахын барилга,Сонгинохайрхан,32-р хороо,Хурганы аж ахуй /18420/,,,5 ба түүнээс дээш,,
1437977,ТТА161726644487218,,Polygon,108.430023,47.704665,Архитектур төлөвлөлтийн даалгавар,2024/00-574,Мод үржүүлгийн газар,Ногоон байгууламжийн барилга,Багануур,3-р хороо,Талын толгой /12010/,,,5 ба түүнээс дээш,,
1437984,ТТА181726647830198,,Polygon,107.418066,47.816453,Архитектур төлөвлөлтийн даалгавар,2024/00-774,Аялал жуулчлалын цогцолбор,Аялал жуулчлалын барилга,Налайх,1-р хороо,Сайханы саравч /12604/,,,2,,
1437987,ТТА161726649470441,,Polygon,106.747568,47.836546,,,,,,,,,,,,
1437988,ТТА161726662815764,,Polygon,106.809019,47.85187,Архитектур төлөвлөлтийн даалгавар,2024/00-615,Үйлчилгээтэй орон сууцны цогцолбор,Үйлчилгээтэй орон сууц,Хан-Уул,8-р хороо,"Морин тойруулга, наадамчдын талбай /17101/",,,2,,
1438011,ТТА181726739854770,,Polygon,106.914145,47.933192,,,,,,,,,,,,
1438013,ТТА181726746013409,,Polygon,107.180497,48.01837,Архитектур төлөвлөлтийн даалгавар,2024/00-577,"Сургалтын байр, цайны газар, ариун цэврийн байр",Мэргэжлийн сургалтын төвийн барилга,Баянзүрх,33-р хороо,Шар хоолой /13020/,,,2,,
1438014,ТТА181726751002664,,Polygon,106.877702,47.906359,Архитектур төлөвлөлтийн даалгавар,2024/00-644,Үйлчилгээтэй орон сууц,Үйлчилгээтэй орон сууц,Баянгол,24-р хороо,Үйлдвэрийн төвийн бүс-3 /16030/,,,2,,
1438017,ТТА181726800113682,,Polygon,106.860988,47.922781,,,,,,,,,,,,
1438018,ТТА181726800113776,,Polygon,106.861068,47.922608,,,,,,,,,,,,
1438020,ТТА181726801348009,,Polygon,106.889845,47.890421,Архитектур төлөвлөлтийн даалгавар,2024/00-578,Үйлчилгээтэй орон сууц,Үйлчилгээтэй орон сууц,Хан-Уул,20-р хороо,Үйлдвэр 2-3 /17042/,,,2,,
1438021,ТТА181726801754220,,Polygon,106.952214,47.954499,Архитектур төлөвлөлтийн даалгавар,2024/00-579,Агуулахын барилга,Агуулахын барилга,Баянзүрх,27-р хороо,Ганц худгийн ам /13355/,,,2,,
1438023,ТТА181726801941213,,Polygon,106.653964,47.891418,Архитектур төлөвлөлтийн даалгавар,2024/00-580,Уурын зуухны барилга,Уурын зуухын барилга,Сонгинохайрхан,32-р хороо,Хотын шинэ төв /18270/,,,2,,
1438046,ТТА171726820370749,,Polygon,106.90678,47.876692,Архитектур төлөвлөлтийн даалгавар,2024/00-581,"Сургалт, судалгаа шинжлэгээний төв",Мэргэжлийн сургалтын төвийн барилга,Хан-Уул,22-р хороо,Суурьшилгүй бүс /17082/,,,2,,
