id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Барилгын зориулалт,"Барилга, байгууламжийн нэр",Архитектур төлөвлөлтийн даалгаврын дугаар,Дүүрэг,Хороо,Хаягийн бүс,Гудамж
96295,ТАЗ1306281600001,,Polygon,106.819874,47.909146,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,,,,,
96296,ТАЗ1306281600002,,Polygon,106.811758,47.908672,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,,,,,
96333,ТАЗ1306281600003,Авто зам,Polygon,106.867628,47.905031,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Авто зам,,,,,
96378,ТАЗ1306281600004,,Polygon,106.835731,47.90856,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Гүүрэн гарцын барилга,,,,,,
96405,ТАЗ1295222400001,,Polygon,106.878667,47.910311,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Усжуулалт,,,,,,
96422,ТАЗ1306281600005,,Polygon,106.886297,47.905908,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,,,,,
96424,ТАЗ1306281600006,Орон сууцны хороолол доторхи замын шинэчлэлт,Polygon,106.886025,47.91078,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Орон сууцны хороолол доторхи замын шинэчлэлт,,,,,
96425,ТАЗ1320883200001,,Polygon,106.885067,47.916646,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Гүүрэн гарцын барилга,,,,,,
96428,ТАЗ1206576000001,,Polygon,106.884119,47.914677,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Газар доорх нүхэн гарцын барилга,,,,,,
96479,ТАЗ1306281600007,,Polygon,106.907305,47.90694,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,,,,,
96622,ТАЗ1408618567001,Авто зам,Polygon,106.848286,47.910864,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Авто зам,,,,,
96833,ТАЗ1392940800001,Авто зам,Polygon,106.885788,47.91019,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Авто зам,2014/02-11,,,,
96834,ТАЗ1392940800002,Авто зам,Polygon,106.883188,47.924275,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Авто зам,2014/02-19,,,,
96835,ТАЗ1392940800003,Авто зам,Polygon,106.879915,47.927404,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Авто зам,2014/02-16,,,,
96899,ТАЗ1411039117001,113 сургуулиас хойш,Polygon,106.864043,47.935541,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,113 сургуулиас хойш,,,,,
96926,ТАЗ1413222058001,Дугуйн зам,Polygon,106.862579,47.917533,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Дугуйн зам,,,,,
97022,ТАЗ1510569358001,Хотын төвийн хэсэгт хийгдэх унадаг дугуйн замын тр,Polygon,106.875575,47.914193,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Хотын төвийн хэсэгт хийгдэх унадаг дугуйн замын тр,2017/16-15,,,,
97131,ТАЗ1429195553001,Борооны ус зайлуулах шугам,Polygon,106.868954,47.914087,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Ажилчдын түр байрны барилга,Борооны ус зайлуулах шугам,,,,,
97163,ТАЗ1429195646001,Борооны ус зайлуулах шугам,Polygon,106.873967,47.912651,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Ажилчдын түр байрны барилга,Борооны ус зайлуулах шугам,,,,,
97219,ТАЗ1429195994001,Борооны ус зайлуулах шугам,Polygon,106.888541,47.917867,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Ажилчдын түр байрны барилга,Борооны ус зайлуулах шугам,,,,,
97236,ТАЗ1429195338001,Борооны ус зайлуулах шугам,Polygon,106.863369,47.916583,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Ажилчдын түр байрны барилга,Борооны ус зайлуулах шугам,,,,,
97309,ТАЗ1439803225001,"Замын шинэчлэл, өргөтгөл",Polygon,106.884079,47.910809,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,"Замын шинэчлэл, өргөтгөл",,,,,
97356,ТАЗ1485251371001,,Polygon,106.85756,47.916989,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Онгоцны буудал,Хороолол доторх авто зам,,,,,
97361,ТАЗ1449218316001,Авто зам / 7-р хороолол В блок,Polygon,106.883058,47.932691,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Авто зам / 7-р хороолол В блок,,,,,
97362,ТАЗ1449218714001,Авто зам/7-р бичил хороолол А блок/,Polygon,106.869703,47.927525,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Авто зам/7-р бичил хороолол А блок/,,,,,
97408,ТАЗ1458294617001,2 түвшин дэхь уулзвар,Polygon,106.892241,47.916016,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,2 түвшин дэхь уулзвар,,,,,
97409,ТАЗ1458642053001,"Авто зам, Гүүрэн гарц /Төмөр зам дээгүүр/",Polygon,106.86906,47.906656,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,"Авто зам, Гүүрэн гарц /Төмөр зам дээгүүр/",,,,,
97411,ТАЗ1458734832001,Авто зам,Polygon,106.870371,47.937626,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Тодорхойгүй,Авто зам,,,,,
97412,ТАЗ1458922843001,авто зам,Polygon,106.868559,47.904984,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,авто зам,,,,,
97498,ТАЗ1461325463001,Авто зам /Голден парк хотхон/,Polygon,106.863294,47.913136,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Авто зам /Голден парк хотхон/,,,,,
97522,ТАЗ1462890655001,ГХДТ-н цэвэр усны шугам /1051м/,Polygon,106.869752,47.92606,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Амины орон сууц /үйлчилгээгүй/,ГХДТ-н цэвэр усны шугам /1051м/,,,,,
97531,ТАЗ1463749697001,Авто зам,Polygon,106.882074,47.922896,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Авто зам,,,,,
97532,ТАЗ1463749924001,Авто зам,Polygon,106.870641,47.922567,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Авто зам,,,,,
97573,ТАЗ1471015025001,Хатуу хучилттай авто зам,Polygon,106.869165,47.928925,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Хатуу хучилттай авто зам,,,,,
97598,ТАЗ1477664471001,,Polygon,106.865958,47.912876,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Онгоцны буудал,10-р хороолол дотоох зам,,,,,
97812,ТАЗ1510573557001,Хотын төвийн хэсэгт хийгдэх унадаг дугуйн замын тр,Polygon,106.844881,47.911832,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,Хотын төвийн хэсэгт хийгдэх унадаг дугуйн замын тр,2017/16-15,,,,
97813,ТАЗ1510573828001,Хотын төвийн хэсэгт хийгдэх унадаг дугуйн замын тр,Polygon,106.873698,47.911672,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,Хотын төвийн хэсэгт хийгдэх унадаг дугуйн замын тр,2017/16-15,,,,
97818,ТАЗ1510574249001,Хотын төвийн хэсэгт хийгдэх унадаг дугуйн замын тр,Polygon,106.802332,47.90847,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,Хотын төвийн хэсэгт хийгдэх унадаг дугуйн замын тр,2017/16-15,,,,
97819,ТАЗ1510569333001,,Polygon,106.87513,47.92133,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,,,,,
97832,ТАЗ1510567313001,Хотын төвийн хэсэгт хийгдэх унадаг дугуйн замын тр,Polygon,106.881168,47.914288,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,Хотын төвийн хэсэгт хийгдэх унадаг дугуйн замын тр,2017/16-15,,,,
97833,ТАЗ1510567658001,Хотын төвийн хэсэгт хийгдэх унадаг дугуйн замын тр,Polygon,106.881148,47.914661,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,Хотын төвийн хэсэгт хийгдэх унадаг дугуйн замын тр,2017/16-15,,,,
97834,ТАЗ1510568195001,Хотын төвийн хэсэгт хийгдэх унадаг дугуйн замын тр,Polygon,106.893881,47.904979,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,Хотын төвийн хэсэгт хийгдэх унадаг дугуйн замын тр,2017/16-15,,,,
97837,ТАЗ1511452144001,Төмөр замын нүхэн гарц,Polygon,106.912084,47.907594,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,Төмөр замын нүхэн гарц,МЗХ2017/25-29,,,,
123612,ТАЗ1528884743001,Ард Аюушийн гудамжнаас Даливхутагт Жамсранжавын гу,Polygon,106.883422,47.920644,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,Ард Аюушийн гудамжнаас Даливхутагт Жамсранжавын гу,ГБЗХ2014/2-6,,,,
123617,ТАЗ1529268888001,Хөгжлийн бэрхшээлтэй хүүхдийн хөгжлийн төврүү гара,Polygon,106.785525,47.883112,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Хөгжлийн бэрхшээлтэй хүүхдийн хөгжлийн төврүү гара,МЗХ2018/14-37,,,,
123631,ТАЗ1531096091001,,Polygon,106.819906,47.903585,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Онгоцны буудал,ПК2-8 зв-д байрлах авто машины нүхэн гарц,МХЗ2018/16-24,,,,
123632,ТАЗ1531098981001,ПК4-14 зв-д байрлах авто машины нүхэн гарц,Polygon,106.875173,47.908259,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,ПК4-14 зв-д байрлах авто машины нүхэн гарц,МЗХ2018/16-26,,,,
123633,ТАЗ1531103128001,"ПК2-5,6 зв-д байрлах авто машины нүхэн гарц",Polygon,106.912191,47.907572,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,"ПК2-5,6 зв-д байрлах авто машины нүхэн гарц",МЗХ2018/16-25,,,,
123673,ТАЗ1536193958001,Хермес төвийн хойд талаас Голден парк хотхоны урду,Polygon,106.867712,47.912153,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Хермес төвийн хойд талаас Голден парк хотхоны урду,МЗХ2018/21-24,,,,
123674,ТАЗ1536195557001,Нарны гүүрний баруун талаас дунд гол хүртэл,Polygon,106.885001,47.905932,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Нарны гүүрний баруун талаас дунд гол хүртэл,МЗХ2018/21-25,,,,
123675,ТАЗ1536196407001,Нарны гүүрний баруун талаас Алтай хотхоны хойд тал,Polygon,106.888244,47.905076,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,Нарны гүүрний баруун талаас Алтай хотхоны хойд тал,МЗХ2018/21-26,,,,
123676,ТАЗ1536197391001,Орон сууцны 31-р барилгаас Мод боловсруулах үйлвэр,Polygon,106.883461,47.905351,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Орон сууцны 31-р барилгаас Мод боловсруулах үйлвэр,МЗХ2018/21-27,,,,
123680,ТАЗ1536219275001,Дунд голын гүүрнээс Баруун үйлдвэрийн гудамжтай хо,Polygon,106.876378,47.904867,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,Дунд голын гүүрнээс Баруун үйлдвэрийн гудамжтай хо,МЗХ2018/21-28,,,,
123710,ТАЗ1540934261001,Сонсголонгийн авто замаас “Хязгааргүй тэмүүлэл” ХХ,Polygon,106.786517,47.880402,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Сонсголонгийн авто замаас “Хязгааргүй тэмүүлэл” ХХ,МЗХ2018/25-10,,,,
123711,ТАЗ1458827455001,Авто зам,Polygon,106.819301,47.902663,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Авто зам,,,,,
123716,ТАЗ1542387518001,,Polygon,106.889045,47.925655,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,,,,,
123717,ТАЗ1542659133001,“Тариат трейд” ХХК-ийн урд талаас Зүүн Ард-Аюуш-7 ,Polygon,106.884546,47.932682,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,“Тариат трейд” ХХК-ийн урд талаас Зүүн Ард-Аюуш-7,МЗХ2018/26-04,,,,
123720,ТАЗ1542707483001,Зүүн наран-15 дугаар гудамжны 60 тоот хашаанаас 14,Polygon,106.874556,47.93593,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Зүүн наран-15 дугаар гудамжны 60 тоот хашаанаас 14,МЗХ2018/26-06,,,,
123730,ТАЗ1548260920001,,Polygon,106.893799,47.948088,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,"Булгийн 4,18 дугаар гудамжны авто зам",МЗХ2019/01-09,,,,
123737,ТАЗ1510573507001,Хотын төвийн хэсэгт хийгдэх унадаг дугуйн замын тр,Polygon,106.86302,47.913682,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,Хотын төвийн хэсэгт хийгдэх унадаг дугуйн замын тр,,,,,
123738,ТАЗ1449218879001,Авто зам,Polygon,106.858475,47.920894,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Авто зам,,,,,
123741,ТАЗ1510569333002,,Polygon,106.855246,47.908021,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,,,,,
123745,ТАЗ1471015025002,Хатуу хучилттай авто зам,Polygon,106.883615,47.937628,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Хатуу хучилттай авто зам,,,,,
123748,ТАЗ1510573893001,Хотын төвийн хэсэгт хийгдэх унадаг дугуйн замын тр,Polygon,106.892436,47.910925,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Хотын төвийн хэсэгт хийгдэх унадаг дугуйн замын тр,2017/16-15,,,,
123749,ТАЗ1510573642001,Хотын төвийн хэсэгт хийгдэх унадаг дугуйн замын тр,Polygon,106.894423,47.909193,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,Хотын төвийн хэсэгт хийгдэх унадаг дугуйн замын тр,2017/16-15,,,,
123750,ТАЗ1510568529001,Хотын төвийн хэсэгт хийгдэх унадаг дугуйн замын тр,Polygon,106.895127,47.908903,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,Хотын төвийн хэсэгт хийгдэх унадаг дугуйн замын тр,2017/16-15,,,,
123751,ТАЗ1439802187001,"Нарны зам, Засгийн 24-р байрны зүүн урд талын замы",Polygon,106.899454,47.908601,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,"Нарны зам, Засгийн 24-р байрны зүүн урд талын замы",2014/02-25,,,,
123752,ТАЗ1439801275001,"Нарны зам, урбанек худалдааны төвийн замын өргөтгө",Polygon,106.906992,47.908301,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,"Нарны зам, урбанек худалдааны төвийн замын өргөтгө",2014/02-24,,,,
123755,ТАЗ1458212473001,Авто зам / МҮOНРТ-н орчим/,Polygon,106.891191,47.929359,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Авто зам / МҮOНРТ-н орчим/,,,,,
123766,ТАЗ1548257039001,"10, 22 дугаар хорооны дундах авто зам дахь гүүрийн",Polygon,106.871844,47.928953,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Онгоцны буудал,"10, 22 дугаар хорооны дундах авто зам дахь гүүрийн",МЗХ2019/01-08,,,,
123799,ТАЗ1555974994001,Хорооллын доторх авто зам,Polygon,106.862202,47.920403,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Хорооллын доторх авто зам,МЗХ2019/06-82,,,,
123800,ТАЗ1555977289001,,Polygon,106.865284,47.915819,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Онгоцны буудал,"БГД, 06-р хороо, Хороолол доторх авто замын засвар",МЗХ2019/06-81,,,,
123801,ТАЗ1555977371001,"БГД, 06-р хороо, Хороолол доторх авто замын засвар",Polygon,106.86953,47.915348,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,"БГД, 06-р хороо, Хороолол доторх авто замын засвар",МЗХ2019/06-81,,,,
123802,ТАЗ1555977512001,"БГД, 05-р хороо, Хороолол доторх авто замын засвар",Polygon,106.866595,47.913147,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,"БГД, 05-р хороо, Хороолол доторх авто замын засвар",МЗХ2019/06-80,,,,
123826,ТАЗ1556215138001,Гүүрэн гарц,Polygon,106.879533,47.903727,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Гүүрэн гарц,МЗХ2019/06-90,,,,
123962,ТАЗ1566471208001,32-ын автобусны буудлаас Хархорины автобусны бууда,Polygon,106.836071,47.911167,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Онгоцны буудал,32-ын автобусны буудлаас Хархорины автобусны бууда,ГБМЗХ2019/05-061,,,,
123972,ТАЗ1568048426001,28-р сургуулийн баруун талаас 57-р цэцэрлэг хүртэл,Polygon,106.882937,47.928066,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,28-р сургуулийн баруун талаас 57-р цэцэрлэг хүртэл,МЗХ2019/11-011,,,,
123973,ТАЗ1568048834001,,Polygon,106.881951,47.915312,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,МЗХ2019/11-012,,,,
123974,ТАЗ1568048948001,,Polygon,106.893246,47.911289,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,МЗХ2019/11-013,,,,
123975,ТАЗ1568049214001,,Polygon,106.831035,47.908619,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,МЗХ2019/11-016,,,,
123978,ТАЗ1568822178001,Авто зам,Polygon,106.785458,47.883151,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Онгоцны буудал,Авто зам,МЗХ2017/18-22,,,,
123979,ТАЗ1568833426001,Гүйлтийн зам,Polygon,106.788201,47.883237,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Гүйлтийн зам,МЗХ2017/18-22,,,,
124002,ТАЗ1572860785001,Цагдан хорих 461 дүгээр ангиас Баянгол агро парк” ,Polygon,106.80111,47.886017,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Цагдан хорих 461 дүгээр ангиас Баянгол агро парк”,ГБМЗХ2019/15-007,,,,
124054,ТАЗ1581508426001,14/2 дугаар байрны баруун урд талаас Хасбаатарын 1,Polygon,106.863929,47.925584,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,14/2 дугаар байрны баруун урд талаас Хасбаатарын 1,ГБМЗХ2020/04-038,,,,
124055,ТАЗ1581513333001,Ард Аюушийн өргөн чөлөөнөөс Горький 5-р гудамж даг,Polygon,106.862742,47.92383,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Ард Аюушийн өргөн чөлөөнөөс Горький 5-р гудамж даг,ГБМЗХ2020/04-034,,,,
124056,ТАЗ1581537860001,Номун эмнэлэгийн барилгын баруун урд булангаас 50-,Polygon,106.879564,47.919687,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Номун эмнэлэгийн барилгын баруун урд булангаас 50-,ГБМЗХ2020/04-036,,,,
124057,ТАЗ1581541185001,“Ачит Агат” ХХК-ны барилгын баруун хойд талаас Оюу,Polygon,106.888827,47.920426,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,“Ачит Агат” ХХК-ны барилгын баруун хойд талаас Оюу,ГБМЗХ2020/04-037,,,,
124058,ТАЗ1581546277001,Наадамчдын замаас Тайнь 7-р гудамжны 181Б тоот хаш,Polygon,106.771079,47.859015,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Наадамчдын замаас Тайнь 7-р гудамжны 181Б тоот хаш,ГБМЗХ2020/04-032,,,,
124059,ТАЗ1581546538001,Наадамчдын замаас Тайнь 7-р гудамжны 181Б тоот хаш,Polygon,106.771079,47.859015,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Наадамчдын замаас Тайнь 7-р гудамжны 181Б тоот хаш,ГБМЗХ2020/04-032,,,,
124060,ТАЗ1581546665001,Наадамчдын замаас Тайнь 7-р гудамжны 181Б тоот хаш,Polygon,106.771079,47.859015,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Онгоцны буудал,Наадамчдын замаас Тайнь 7-р гудамжны 181Б тоот хаш,ГБМЗХ2020/04-032,,,,
124063,ТАЗ1582194383001,47А байрны баруун хойд талаас 27-р байрны баруун т,Polygon,106.889553,47.920618,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,47А байрны баруун хойд талаас 27-р байрны баруун т,ГБМЗХ2020/06-018,,,,
124064,ТАЗ1582196581001,Санзайн замаас хойш Санзайн гудамжны 2371 тоот хаш,Polygon,106.884928,48.152257,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Онгоцны буудал,Санзайн замаас хойш Санзайн гудамжны 2371 тоот хаш,ГБМЗХ2020-06-001,,,,
124065,ТАЗ1582196793001,Санзайн замаас хойш Санзайн гудамжны 2371 тоот хаш,Polygon,106.884928,48.152257,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Санзайн замаас хойш Санзайн гудамжны 2371 тоот хаш,ГБМЗХ2020-06-001,,,,
124137,ТАЗ1588693483001,Хувьсгалчдын гудамжнаас Хувьсгалчдын Д-1 гудамж да,Polygon,106.886809,47.931193,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Хувьсгалчдын гудамжнаас Хувьсгалчдын Д-1 гудамж да,ГБМЗХ2020/18-006,,,,
124159,ТАЗ1591716091001,"БГД, 20-р хороо, ТЭЦ-4 гудамжны 116 тоот хашааны з",Polygon,106.797991,47.885944,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,"БГД, 20-р хороо, ТЭЦ-4 гудамжны 116 тоот хашааны з",ГБМЗХ2020/26-001,,,,
124180,ТАЗ1595587468001,Дунд голын гүүр,Polygon,106.898252,47.902576,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Дунд голын гүүр,ГБМЗХ2020/30-006,,,,
124184,ТАЗ1596396440001,Авто зам,Polygon,106.802927,47.908771,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Авто зам,ГБМЗХ2020/31-003,,,,
124212,ТАЗ1599145616001,УДДТ,Polygon,106.878752,47.91531,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,УДДТ,,,,,
124219,ТАЗ1612794553001,ШТС,Polygon,106.810051,47.903488,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,ШТС,ГБМЗХ2020/31-002,,,,
124255,ТАЗ1612794061001,ШТС,Polygon,106.809931,47.903402,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,ШТС,ГБМЗХ2020/31-002,,,,
124256,ТАЗ1612794238001,ШТС,Polygon,106.81,47.90356,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,ШТС,ГБМЗХ2020/31-002,,,,
124257,ТАЗ1612794322001,ШТС,Polygon,106.809985,47.903366,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,ШТС,ГБМЗХ2020/31-002,,,,
124259,ТАЗ1612794926001,ШТС,Polygon,106.810084,47.903496,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,ШТС,ГБМЗХ2020/31-002,,,,
124269,ТАЗ1616755199001,Авто зам,Polygon,106.851763,47.911602,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Авто зам,МЗХ2021/05-093,,,,
124270,ТАЗ1616867640001,Авто зам,Polygon,106.872674,47.933184,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Авто зам,МЗХ2021/05-094,,,,
124306,ТАЗ1620041068001,"Наран дэлгүүр, 22-р хорооны замтай холбох авто зам",Polygon,106.868267,47.929499,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,"Наран дэлгүүр, 22-р хорооны замтай холбох авто зам",МЗХ2021/05-090,,,,
124307,ТАЗ1620046031001,77-р сургуулийн хойд талын авто зам,Polygon,106.870733,47.919471,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,77-р сургуулийн хойд талын авто зам,МЗХ2021/05-091,,,,
124313,ТАЗ1620580399001,Голден парк-1 хотхоны авто зам,Polygon,106.868261,47.9125,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Голден парк-1 хотхоны авто зам,МЗХ2021/05-092,,,,
124314,ТАЗ1620585506001,"ЗАА 9-р гудамж, 271 тоотоос 158 тоот хүртэл авто з",Polygon,106.877646,47.94099,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,"ЗАА 9-р гудамж, 271 тоотоос 158 тоот хүртэл авто з",МЗХ2021/05-095,,,,
124315,ТАЗ1620590856001,"2, 3-р байрны дунд авто зам",Polygon,106.861453,47.914782,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,"2, 3-р байрны дунд авто зам",МЗХ2021/05-096,,,,
124316,ТАЗ1620594540001,Жаргалан хотхоны дунд авто зам,Polygon,106.859201,47.912632,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Жаргалан хотхоны дунд авто зам,МЗХ2021/05-097,,,,
