id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Барилгын зориулалт,"Барилга, байгууламжийн нэр",Архитектур төлөвлөлтийн даалгаврын дугаар,Дүүрэг,Хороо,Хаягийн бүс,Гудамж
1423658,ТТА171698807281981,,Polygon,106.986908,47.932754,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,МЗХ2023/39-008,Баянзүрх,24-р хороо,Цахлай /13290/,
1423663,ТАЗ1698812337739,,Polygon,106.909341,47.930926,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сүхбаатар,9-р хороо,7-р хороолол-3 /14182/,
1423669,ТАЗ1698816831029,,Polygon,107.034561,47.912961,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянзүрх,23-р хороо,Улиастай /13250/,
1423678,ТАЗ1698890445752,,Polygon,106.84328,47.924261,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,43-р хороо,Өнөр хороолол /18040/,
1423683,ТАЗ1698890977533,,Polygon,106.84333,47.924206,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,43-р хороо,Өнөр хороолол /18040/,
1423684,ТАЗ1698890977583,,Polygon,106.842962,47.924235,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,43-р хороо,Өнөр хороолол /18040/,
1423693,ТАЗ1698898053591,,Polygon,106.964753,47.915008,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянзүрх,13-р хороо,14-р хороолол-1 /13330/,
1423753,ТТА171698993751459,,Polygon,106.781435,47.909886,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,"Авто зам, замын байгууламж",МЗХ2022/12-015,Сонгинохайрхан,20-р хороо,Толгойт-4 /18103/,
1423755,ТАЗ1698994795844,,Polygon,106.781438,47.909947,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,20-р хороо,Толгойт-4 /18103/,
1423761,ТАЗ1698999017618,,Polygon,106.782256,47.863009,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,"25-р хороо, 16-р хороо",Буянт Ухаа  хороолол-1 /17120/,
1423833,ТАЗ1699003036192,,Polygon,106.782508,47.864264,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,"25-р хороо, 16-р хороо",Буянт Ухаа  хороолол-1 /17120/,
1423834,ТАЗ1699003036252,,Polygon,106.782347,47.862788,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,"25-р хороо, 16-р хороо",Буянт Ухаа  хороолол-1 /17120/,
1423858,ТАЗ1699255551974,,Polygon,106.964958,47.913548,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Үйлчилгээтэй орон сууц,Ай Энд Жи Интернешнл ХХК,,Баянзүрх,13-р хороо,14-р хороолол-1 /13330/,
1423886,ТАЗ1699341758373,,Polygon,106.757605,47.856564,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,,,,
1423892,ТТА181699350131588,,Polygon,106.821769,47.93449,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,МЗХ2023/39-007,Сонгинохайрхан,6-р хороо,Ханын материал-1 /18060/,
1424000,ТАЗ1699494139744,,Polygon,106.849932,47.926098,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,,,,
1424190,ТАЗ1700114947548,,Polygon,106.784551,47.88145,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,20-р хороо,Сонсголон-4 /18133/,
1424191,ТАЗ1700114947655,,Polygon,106.784437,47.881002,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,20-р хороо,Сонсголон-4 /18133/,
1424192,ТАЗ1700114947723,,Polygon,106.784406,47.880649,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,20-р хороо,Сонсголон-4 /18133/,
1425192,ТАЗ1702443312786,,Polygon,107.125939,47.862279,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянзүрх,11-р хороо,Ургах наран /13180/,
1425528,ТТА171702540279238,,Polygon,106.805028,47.923975,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,"Авто зам, замын байгууламж",МЗХ2022/12-009,Сонгинохайрхан,4-р хороо,Толгойт-6 /18105/,
1425941,ТАЗ1703124804454,,Polygon,106.845137,47.9172,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,"43-р хороо, 14-р хороо","1-р хороолол-2 /18031/, Өнөр хороолол /18040/",Өнөр хорооллын гудамж
1425942,ТАЗ1703124804743,,Polygon,106.839554,47.916856,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,15-р хороо,"1-р хороолол-2 /18031/, Өнөр хороолол /18040/",Өнөр хорооллын гудамж
1425943,ТАЗ1703124804914,,Polygon,106.833488,47.915771,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,"16-р хороо, 17-р хороо, 30-р хороо","1-р хороолол-3 /18032/, Өнөр хороолол /18040/",Өнөр хорооллын гудамж
1426097,ТТА131703569227515,,Polygon,107.173571,47.981387,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,МЗХ2023/46-006,Баянзүрх,33-р хороо,Шар хоолой /13020/,
1426123,ТАЗ1703664527300,,Polygon,106.604563,47.837115,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,13-р хороо,"361-ын гарам /18410/, Хурганы аж ахуй /18420/, Эмээлт-2 /18401/, Сонгины амралтын хэсэг /17144/, Улаан овоот /17175/, Био комбинат-2 /17143/, Туулын хэсэг /17171/, Шувуун фабрик-1 /17170/, Эрдэнэтолгой /17142/, Аж үйлдвэрийн парк хэсэг /17174/",Шувуун фабрикийн зам
1426141,ТТА181703730138843,,Polygon,106.826238,47.956398,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,МЗХ2023/46-002,Сонгинохайрхан,9-р хороо,"Наран-1 /18140/, Баянхошуу-1 /18010/, Наран-2 /18141/, Баянхошуу-2 /18011/",Баянхошууны гудамж
1426145,ТТА181703741940589,,Polygon,106.927581,47.938176,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,МЗХ2023/00-164,Сүхбаатар,1-р хороо,"12-р хороолол-1 /13380/, 100 айл-2 /14171/, 100 айл-1 /14170/, 11-р хороолол-1 /14190/, 5 буудал /14160/, Дарь эх-3 /13351/",Денверийн гудамж
1426213,ТТА181704331915991,,Polygon,106.921299,47.994405,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,МЗХ2023/47-002,Чингэлтэй,19-р хороо,"Салхит /15060/, Чингэлтэй-3  /15030/",Санзайн зам
1426229,ТТА181704337680761,,Polygon,106.917443,47.979584,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,МЗХ2023/47-003,Чингэлтэй,19-р хороо,Чингэлтэй-1 /15031/,
1426231,ТАЗ1704339508070,,Polygon,100.512214,0.000432,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,,,,
1426236,ТАЗ1704348681621,,Polygon,100.512214,0.000432,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,,,,
1426242,ТАЗ1704356632525,,Polygon,106.889146,47.905146,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянгол,24-р хороо,Үйлдвэрийн төвийн бүс-3 /16030/,
1426298,ТАЗ1704784067673,,Polygon,106.805028,47.923975,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,4-р хороо,Толгойт-6 /18105/,
1426299,ТАЗ1704784067815,,Polygon,106.803765,47.923889,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,4-р хороо,Толгойт-6 /18105/,
1426300,ТАЗ1704784067894,,Polygon,106.803093,47.923623,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,4-р хороо,Толгойт-6 /18105/,
1426301,ТАЗ1704784067961,,Polygon,106.807625,47.923557,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,4-р хороо,Толгойт-6 /18105/,
1426302,ТАЗ1704784068028,,Polygon,106.806726,47.924087,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,4-р хороо,Толгойт-6 /18105/,
1426303,ТАЗ1704784068101,,Polygon,106.805586,47.924166,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,4-р хороо,Толгойт-6 /18105/,
1426304,ТАЗ1704784068172,,Polygon,106.80719,47.923984,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,4-р хороо,Толгойт-6 /18105/,
1427683,ТАЗ1705649782304,,Polygon,106.952108,47.914258,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянзүрх,14-р хороо,14-р хороолол-6 /13335/,
1427684,ТАЗ1705653317588,,Polygon,106.846651,47.955409,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,11-р хороо,Наран-1 /18140/,
1427685,ТАЗ1705653594446,,Polygon,106.846966,47.955398,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,11-р хороо,Наран-1 /18140/,
1427842,ТАЗ1705998828245,,Polygon,106.77525,47.86231,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,16-р хороо,Буянт Ухаа  хороолол-1 /17120/,
1427844,ТАЗ1705999188430,,Polygon,106.775026,47.861918,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,16-р хороо,Буянт Ухаа  хороолол-1 /17120/,
1427845,ТАЗ1705999188516,,Polygon,106.774866,47.862089,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,16-р хороо,Буянт Ухаа  хороолол-1 /17120/,
1427846,ТАЗ1705999188592,,Polygon,106.777762,47.862684,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,16-р хороо,Буянт Ухаа  хороолол-1 /17120/,
1427847,ТАЗ1705999188649,,Polygon,106.778145,47.86247,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,16-р хороо,Буянт Ухаа  хороолол-1 /17120/,
1427848,ТАЗ1705999188717,,Polygon,106.778375,47.862798,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,16-р хороо,Буянт Ухаа  хороолол-1 /17120/,
1427852,ТТА161706054836586,,Polygon,106.775262,47.862307,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,"Авто зам, замын байгууламж",ХЕТ2022/00-12,Хан-Уул,16-р хороо,Буянт Ухаа  хороолол-1 /17120/,
1427920,ТАЗ1706235660193,,Polygon,106.811452,47.90773,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянгол,20-р хороо,Үйлдвэрийн баруун бүс-2 /16101/,
1427928,ТАЗ1706237169705,,Polygon,106.811527,47.907484,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянгол,20-р хороо,Үйлдвэрийн баруун бүс-2 /16101/,
1427929,ТАЗ1706237169872,,Polygon,106.811467,47.907651,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянгол,20-р хороо,Үйлдвэрийн баруун бүс-2 /16101/,
1427938,ТАЗ1706246519502,,Polygon,106.813308,47.908141,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянгол,20-р хороо,"Үйлдвэрийн баруун бүс-2 /16101/, Үйлдвэрийн баруун бүс-3 /16102/",
1427939,ТАЗ1706246601029,,Polygon,106.801644,47.908479,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянгол,20-р хороо,Үйлдвэрийн баруун бүс-2 /16101/,
1427940,ТАЗ1706246601127,,Polygon,106.801525,47.908629,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянгол,20-р хороо,"Үйлдвэрийн баруун бүс-2 /16101/, Үйлдвэрийн баруун бүс-3 /16102/",
1427941,ТАЗ1706246601234,,Polygon,106.808745,47.908856,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянгол,20-р хороо,Үйлдвэрийн баруун бүс-2 /16101/,
1427942,ТАЗ1706246601335,,Polygon,106.802598,47.908729,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянгол,20-р хороо,Үйлдвэрийн баруун бүс-2 /16101/,
1427943,ТАЗ1706246601395,,Polygon,106.803613,47.908798,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянгол,20-р хороо,Үйлдвэрийн баруун бүс-2 /16101/,
1427944,ТАЗ1706246601449,,Polygon,106.80438,47.908843,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянгол,20-р хороо,Үйлдвэрийн баруун бүс-2 /16101/,
1427945,ТАЗ1706246601501,,Polygon,106.805688,47.908843,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянгол,20-р хороо,Үйлдвэрийн баруун бүс-2 /16101/,
1427946,ТАЗ1706246601561,,Polygon,106.807338,47.908689,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянгол,20-р хороо,Үйлдвэрийн баруун бүс-2 /16101/,
1427947,ТАЗ1706246601630,,Polygon,106.808158,47.908283,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянгол,20-р хороо,Үйлдвэрийн баруун бүс-2 /16101/,
1427948,ТАЗ1706246601695,,Polygon,106.808181,47.907646,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянгол,20-р хороо,Үйлдвэрийн баруун бүс-2 /16101/,
1427949,ТАЗ1706246601759,,Polygon,106.811124,47.908094,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянгол,20-р хороо,Үйлдвэрийн баруун бүс-2 /16101/,
1427950,ТАЗ1706246601841,,Polygon,106.819604,47.908109,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянгол,20-р хороо,Үйлдвэрийн баруун бүс-2 /16101/,
1427951,ТАЗ1706246601940,,Polygon,106.825309,47.908166,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянгол,20-р хороо,Үйлдвэрийн баруун бүс-2 /16101/,
1427953,ТАЗ1706247803638,,Polygon,106.820734,47.908735,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянгол,20-р хороо,Үйлдвэрийн баруун бүс-2 /16101/,
1427954,ТТА181706248109594,,Polygon,106.813308,47.908141,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Нийслэлийн замын хөгжлийн газар,ЗД-БГД/2021/-034,Баянгол,20-р хороо,"Үйлдвэрийн баруун бүс-2 /16101/, Үйлдвэрийн баруун бүс-3 /16102/",
1428122,ТТА171706864519604,,Polygon,107.227711,47.936657,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,МЗХ2024/04-003,Баянзүрх,20-р хороо,"Арцат /13012/, Хуандай /13011/",
1428223,ТТА121707205109710,,Polygon,106.757125,47.861493,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,МЗХ2024/05-003,Хан-Уул,10-р хороо,Буянт Ухаа хороолол-3 /17122/,
1428372,ТАЗ1707447417863,,Polygon,106.585457,48.075241,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,21-р хороо,361-ын гарам /18410/,
1428373,ТАЗ1707447417977,,Polygon,106.58595,48.075123,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,21-р хороо,361-ын гарам /18410/,
1428374,ТАЗ1707447418057,,Polygon,106.585989,48.07528,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,21-р хороо,361-ын гарам /18410/,
1428375,ТАЗ1707447418137,,Polygon,106.585616,48.07537,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,21-р хороо,361-ын гарам /18410/,
1428376,ТАЗ1707447418217,,Polygon,106.586444,48.075439,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,21-р хороо,361-ын гарам /18410/,
1428377,ТАЗ1707447418297,,Polygon,106.585706,48.075882,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,21-р хороо,361-ын гарам /18410/,
1428378,ТАЗ1707447418377,,Polygon,106.586545,48.076144,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,21-р хороо,361-ын гарам /18410/,
1428379,ТАЗ1707447418480,,Polygon,106.586198,48.076232,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,21-р хороо,361-ын гарам /18410/,
1428380,ТАЗ1707447418577,,Polygon,106.586783,48.076386,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,21-р хороо,361-ын гарам /18410/,
1428381,ТАЗ1707447418674,,Polygon,106.586368,48.076492,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,21-р хороо,361-ын гарам /18410/,
1428382,ТАЗ1707447418766,,Polygon,106.586622,48.076794,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,21-р хороо,361-ын гарам /18410/,
1428383,ТАЗ1707447418834,,Polygon,106.586918,48.076702,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,21-р хороо,361-ын гарам /18410/,
1428384,ТАЗ1707447418909,,Polygon,106.586956,48.076815,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,21-р хороо,361-ын гарам /18410/,
1428385,ТАЗ1707447418988,,Polygon,106.587091,48.076766,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,21-р хороо,361-ын гарам /18410/,
1428386,ТАЗ1707447419069,,Polygon,106.587239,48.076974,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,21-р хороо,361-ын гарам /18410/,
1428387,ТАЗ1707447419172,,Polygon,106.586747,48.0771,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,21-р хороо,361-ын гарам /18410/,
1428388,ТАЗ1707447419269,,Polygon,106.587429,48.077308,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,21-р хороо,361-ын гарам /18410/,
1428389,ТАЗ1707447419366,,Polygon,106.586937,48.077433,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,21-р хороо,361-ын гарам /18410/,
1428390,ТАЗ1707447419463,,Polygon,106.587127,48.077767,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,21-р хороо,361-ын гарам /18410/,
1428391,ТАЗ1707447419560,,Polygon,106.587618,48.077642,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,21-р хороо,361-ын гарам /18410/,
1428392,ТАЗ1707447419657,,Polygon,106.587808,48.077975,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,21-р хороо,361-ын гарам /18410/,
1428393,ТАЗ1707447419754,,Polygon,106.587316,48.078101,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,21-р хороо,361-ын гарам /18410/,
1428394,ТАЗ1707447419874,,Polygon,106.587408,48.078403,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,21-р хороо,361-ын гарам /18410/,
1428395,ТАЗ1707447419994,,Polygon,106.587476,48.078523,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,21-р хороо,361-ын гарам /18410/,
1428396,ТАЗ1707447420109,,Polygon,106.587704,48.078494,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,21-р хороо,361-ын гарам /18410/,
1428397,ТАЗ1707447420189,,Polygon,106.587903,48.078414,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,21-р хороо,361-ын гарам /18410/,
1428398,ТАЗ1707447420292,,Polygon,106.588232,48.078332,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,21-р хороо,361-ын гарам /18410/,
1428407,ТАЗ1707448459910,,Polygon,106.586863,48.076803,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,"Авто зам, зогсоол",МЗХ2023/07-001,Сонгинохайрхан,21-р хороо,361-ын гарам /18410/,
1428437,ТАЗ1707806255537,,Polygon,106.905721,47.934953,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Чингэлтэй,9-р хороо,Дэнжийн мянга-2 /15121/,
1428438,ТАЗ1707806255646,,Polygon,106.905269,47.934921,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Чингэлтэй,9-р хороо,Дэнжийн мянга-2 /15121/,
1428487,ТАЗ1707893305551,,Polygon,106.932028,47.932913,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянзүрх,29-р хороо,Дарь эх-3 /13351/,
1428595,ТАЗ1708076199350,,Polygon,107.162922,47.811045,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянзүрх,11-р хороо,Хонхор /13090/,
1428607,ТАЗ1708307925142,,Polygon,106.670793,47.859236,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,12-р хороо,Сонгины амралтын хэсэг /17144/,
1428625,ТАЗ1708327035769,,Polygon,106.92307,47.95591,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сүхбаатар,13-р хороо,5 буудал /14160/,
1428634,ТТА131708330622321,,Polygon,106.734837,47.894905,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,МЗХ2024/05-005,Сонгинохайрхан,20-р хороо,Сонсголон-6 /18135/,
1429112,ТАЗ1708654025829,,Polygon,106.832036,47.859903,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,23-р хороо,Арцатын ам /17100/,
1429113,ТАЗ1708654026478,,Polygon,106.830555,47.860992,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,23-р хороо,Арцатын ам /17100/,
1429114,ТАЗ1708654026598,,Polygon,106.832519,47.861254,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,23-р хороо,Арцатын ам /17100/,
1429115,ТАЗ1708654131964,,Polygon,106.831872,47.860504,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,23-р хороо,Арцатын ам /17100/,
1429132,ТАЗ1708915098899,,Polygon,106.762582,47.825403,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,21-р хороо,28-р хороолол /17130/,
1429133,ТАЗ1708915099063,,Polygon,106.762747,47.822023,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,"8-р хороо, 21-р хороо","28-р хороолол /17130/, Тайны ам /17132/, Морин-2 /17133/",Өлзийтийн зам
1429135,ТАЗ1708915099490,,Polygon,106.752914,47.823806,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,"8-р хороо, 21-р хороо","28-р хороолол /17130/, Морин-2 /17133/",Өлзийтийн зам
1429136,ТАЗ1708915121163,,Polygon,106.757278,47.823834,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,21-р хороо,28-р хороолол /17130/,
1429137,ТАЗ1708915121270,,Polygon,106.759048,47.823062,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,"8-р хороо, 21-р хороо","28-р хороолол /17130/, Тайны ам /17132/, Морин-2 /17133/",
1429138,ТАЗ1708915121574,,Polygon,106.759328,47.825572,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,21-р хороо,28-р хороолол /17130/,
1429258,ТТА171709171342770,,Polygon,106.978223,47.926385,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,МЗХ2024/07-001,Баянзүрх,19-р хороо,Цайз /13291/,
1429332,ТАЗ1709284133380,,Polygon,106.853244,47.920163,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянгол,21-р хороо,3-р хороолол-6 /16095/,
1429336,ТАЗ1709443213721,,Polygon,106.898354,47.89461,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Хан-Уул,19-р хороо,Үйлдвэр 2-3 /17042/,
1429362,ТТА141709534307394,,Polygon,106.871108,47.912657,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,МЗХ2024/07-009,Баянгол,25-р хороо,Үйлдвэрийн төвийн бүс-1 /16010/,
1429367,ТАЗ1709541397535,,Polygon,106.891428,47.913364,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянгол,3-р хороо,2-р хороолол-2 /16051/,
1429368,ТАЗ1709541397799,,Polygon,106.891888,47.912287,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Баянгол,3-р хороо,2-р хороолол-2 /16051/,
1429411,ТТА131709626877786,,Polygon,106.557892,47.753378,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,,МЗХ2024/00-108,Хан-Уул,13-р хороо,Шувуун фабрик-2 /17172/,
1429457,ТАЗ1709795149735,,Polygon,106.816255,47.915894,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,,Сонгинохайрхан,19-р хороо,21-р хороолол-2 /18081/,
