id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Дүүрэг,Хэсэгчилсэн ерөнхий төлөвлөгөөний нэр,Батлагдсан дугаар,Хороо,Хаягийн бүс
3251849,,Төлөвлөлтийн хил хязгаар,Polygon,106.614053,48.088087,Эдийн засгийн тусгай бүсийн хил хязгаар,Сонгинохайрхан,“Агро-сити эдийн засгийн тусгай бүс орчмын хөгжлийн ерөнхий төлөвлөгөө”,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын 2026 оны 06 дугаар сарын 17-ны өдрийн 26/56 дугаар тогтоол,"32-р хороо, 21-р хороо","335-ын гарам /18217/, Суурьшилгүй бүс /18501/, Таширын ам /18312/, 369-ын гарам /18440/, 361-ын гарам /18410/, Рашаант тосгон /18390/, Дунд дүүрэн ам /18470/, Хуст уул, Тахилт уул /18300/, Шижир /18290/, Бурхант /18280/, Баруун туруун-2 /18341/, Тарвагатайн урд ам /18330/, Аюушийн ам /18380/, Хүй 7 худаг /18460/, Их булаг /18500/, Замтын булаг /18510/, Нарийны хөндий /18480/, Бороочийн ам /18212/, Суурьшилгүй бүс /18218/, Цагаанчулуутын ам /18210/, Соёондын ам /18311/, Дааган толгой /18490/, Халзангийн ам /18215/, Саалийн ам /18370/, Жаргалант тосгон /18361/, Суурьшилгүй бүс /18402/, Долоон худгийн хөндий /18403/, Өвөр уулын овоо /18213/, Хүйн хөндий /18216/, 347-ийн гарам /18360/, Хужрын хяр /18450/"
