id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл
128148,1503,3-р хороо,Polygon,106.903805,47.918194,Хорооны зааг
128149,1613,13-р хороо,Polygon,106.870817,47.92368,Хорооны зааг
128150,1334,34-р хороо,Polygon,107.012776,47.95723,Хорооны зааг
128151,1406,6-р хороо,Polygon,106.918618,47.922988,Хорооны зааг
128152,1405,5-р хороо,Polygon,106.89698,47.912087,Хорооны зааг
128153,1404,4-р хороо,Polygon,106.903872,47.914761,Хорооны зааг
128154,1403,3-р хороо,Polygon,106.903048,47.911134,Хорооны зааг
128155,1340,40-р хороо,Polygon,106.983198,47.921402,Хорооны зааг
128156,1524,24-р хороо,Polygon,106.882054,48.068155,Хорооны зааг
128157,1416,16-р хороо,Polygon,106.963963,47.978003,Хорооны зааг
128158,1415,15-р хороо,MultiPolygon,106.933052,48.002566,Хорооны зааг
128159,1418,18-р хороо,Polygon,106.973566,47.999364,Хорооны зааг
128160,1420,20-р хороо,Polygon,106.989663,48.064925,Хорооны зааг
128161,1411,11-р хороо,Polygon,106.92153,47.934763,Хорооны зааг
128162,1402,2-р хороо,Polygon,106.909911,47.911521,Хорооны зааг
128163,1619,19-р хороо,Polygon,106.878626,47.919889,Хорооны зааг
128164,1342,42-р хороо,Polygon,106.952513,47.909983,Хорооны зааг
128165,1612,12-р хороо,Polygon,106.881471,47.927229,Хорооны зааг
128166,1616,16-р хороо,Polygon,106.895364,47.92011,Хорооны зааг
128167,1409,9-р хороо,Polygon,106.911034,47.933915,Хорооны зааг
128168,1413,13-р хороо,Polygon,106.921859,47.95213,Хорооны зааг
128169,1617,17-р хороо,Polygon,106.887939,47.920961,Хорооны зааг
128170,1614,14-р хороо,Polygon,106.879657,47.92411,Хорооны зааг
128171,1618,18-р хороо,Polygon,106.884464,47.920693,Хорооны зааг
128172,1602,2-р хороо,Polygon,106.885549,47.915222,Хорооны зааг
128173,1410,10-р хороо,Polygon,106.922061,47.931213,Хорооны зааг
128174,1303,3-р хороо,Polygon,106.936365,47.921192,Хорооны зааг
128175,1401,1-р хороо,Polygon,106.920686,47.913165,Хорооны зааг
128176,1615,15-р хороо,Polygon,106.886264,47.92491,Хорооны зааг
128177,1620,20-р хороо,Polygon,106.807261,47.892405,Хорооны зааг
128178,1319,19-р хороо,Polygon,106.981022,47.93689,Хорооны зааг
128179,1313,13-р хороо,Polygon,106.968799,47.911957,Хорооны зааг
128180,1419,19-р хороо,Polygon,106.934001,48.1153,Хорооны зааг
128181,1343,43-р хороо,Polygon,106.93448,47.910137,Хорооны зааг
128182,1504,4-р хороо,Polygon,106.91094,47.92294,Хорооны зааг
128183,1315,15-р хороо,Polygon,106.939753,47.917324,Хорооны зааг
128184,1311,11-р хороо,Polygon,107.076972,47.81796,Хорооны зааг
128185,1515,15-р хороо,Polygon,106.899879,47.962403,Хорооны зааг
128186,1328,28-р хороо,Polygon,107.068092,47.91899,Хорооны зааг
128187,1310,10-р хороо,Polygon,107.01544,47.916153,Хорооны зааг
128188,1302,2-р хороо,Polygon,106.942403,47.933324,Хорооны зааг
128189,1607,7-р хороо,Polygon,106.86385,47.920256,Хорооны зааг
128190,1337,37-р хороо,Polygon,106.985814,47.908071,Хорооны зааг
128191,1606,6-р хороо,Polygon,106.870913,47.91619,Хорооны зааг
128192,1412,12-р хороо,Polygon,106.921923,47.941081,Хорооны зааг
128193,1505,5-р хороо,Polygon,106.901362,47.924318,Хорооны зааг
128194,1326,26-р хороо,Polygon,106.977625,47.895345,Хорооны зааг
128195,1320,20-р хороо,Polygon,107.240404,47.932619,Хорооны зааг
128196,1511,11-р хороо,Polygon,106.906815,47.94109,Хорооны зааг
128197,1523,23-р хороо,Polygon,106.876312,48.001327,Хорооны зааг
128198,1516,16-р хороо,Polygon,106.87733,47.97533,Хорооны зааг
128199,1510,10-р хороо,Polygon,106.898917,47.939062,Хорооны зааг
128200,1518,18-р хороо,Polygon,106.907948,47.970307,Хорооны зааг
128201,1520,20-р хороо,Polygon,106.873475,47.952509,Хорооны зааг
128202,1514,14-р хороо,Polygon,106.911687,47.957687,Хорооны зааг
128203,1508,8-р хороо,Polygon,106.893015,47.929408,Хорооны зааг
128204,1513,13-р хороо,Polygon,106.904797,47.952437,Хорооны зааг
128205,1324,24-р хороо,Polygon,106.998751,47.953589,Хорооны зааг
128206,1509,9-р хороо,Polygon,106.901431,47.931272,Хорооны зааг
128207,1506,6-р хороо,Polygon,106.909139,47.926748,Хорооны зааг
128208,1301,1-р хороо,Polygon,106.936784,47.926414,Хорооны зааг
128209,1306,6-р хороо,Polygon,106.932817,47.915673,Хорооны зааг
128210,1609,9-р хороо,Polygon,106.862196,47.931336,Хорооны зааг
128211,1608,8-р хороо,Polygon,106.873238,47.920373,Хорооны зааг
128212,1521,21-р хороо,Polygon,106.885032,47.952312,Хорооны зааг
128213,1703,3-р хороо,Polygon,106.855272,47.894866,Хорооны зааг
128214,1702,2-р хороо,Polygon,106.900563,47.901861,Хорооны зааг
128215,1502,2-р хороо,Polygon,106.898935,47.918347,Хорооны зааг
128216,1501,1-р хороо,Polygon,106.911339,47.91855,Хорооны зааг
128217,1307,7-р хороо,Polygon,106.943735,47.922877,Хорооны зааг
128218,1611,11-р хороо,Polygon,106.886373,47.930136,Хорооны зааг
128219,1621,21-р хороо,Polygon,106.857423,47.927802,Хорооны зааг
128220,1622,22-р хороо,Polygon,106.868942,47.934658,Хорооны зааг
128221,1610,10-р хороо,Polygon,106.867388,47.932995,Хорооны зааг
128222,1626,26-р хороо,Polygon,106.899486,47.905026,Хорооны зааг
128223,1414,14-р хороо,Polygon,106.922433,47.967677,Хорооны зааг
128224,1623,23-р хороо,Polygon,106.877404,47.937047,Хорооны зааг
128225,1327,27-р хороо,Polygon,106.950079,47.947755,Хорооны зааг
128226,1715,15-р хороо,Polygon,106.921025,47.903698,Хорооны зааг
128227,1321,21-р хороо,Polygon,106.966702,47.964559,Хорооны зааг
128228,1331,31-р хороо,Polygon,106.963833,47.936567,Хорооны зааг
128229,1332,32-р хороо,Polygon,106.970031,47.935436,Хорооны зааг
128230,1417,17-р хороо,Polygon,106.937637,47.989774,Хорооны зааг
128231,1318,18-р хороо,Polygon,106.939614,47.914612,Хорооны зааг
128232,1308,8-р хороо,Polygon,107.002183,47.91789,Хорооны зааг
128233,1408,8-р хороо,Polygon,106.925153,47.92339,Хорооны зааг
128234,1832,32-р хороо,Polygon,106.61345,47.914311,Хорооны зааг
128235,1317,17-р хороо,Polygon,107.005729,47.92749,Хорооны зааг
