id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл
6286,,,Point,106.915904,47.918148,Банк
6287,,,Point,106.9119,47.919629,Банк
6288,,,Point,106.914726,47.917938,Банк
6289,,,Point,106.91134,47.917477,Банк
6290,,,Point,106.91067,47.920307,Банк
6291,,,Point,106.904064,47.913537,Банк
6292,,,Point,106.924725,47.917551,Банк
6293,,,Point,106.918938,47.92133,Банк
6294,,,Point,106.915551,47.920046,Банк
6295,,,Point,106.919786,47.920237,Банк
6296,,,Point,106.906901,47.91949,Банк
6297,,,Point,106.879557,47.894848,Банк
6298,,,Point,106.913897,47.911109,Банк
6299,,,Point,106.909346,47.914669,Банк
6300,,,Point,106.903156,47.921424,Банк
6301,,,Point,106.91116,47.919357,Банк
6302,,,Point,106.943169,47.920787,Банк
6303,,,Point,106.904268,47.913049,Банк
6304,,,Point,106.852205,47.913228,Банк
6305,,,Point,106.882428,47.923291,Банк
6306,,,Point,106.900248,47.916259,Банк
6307,,,Point,106.895295,47.913812,Банк
6308,,,Point,106.925883,47.928506,Банк
6309,,,Point,106.906091,47.915396,Банк
6310,,,Point,106.762895,47.852555,Банк
6311,,,Point,106.92491,47.929388,Банк
6312,,,Point,106.882898,47.908949,Банк
6313,,,Point,106.845054,47.912912,Банк
6314,,,Point,106.91499,47.923454,Банк
6315,,,Point,106.905773,47.92111,Банк
6316,,,Point,106.886518,47.923414,Банк
6317,,,Point,106.908455,47.900125,Банк
6318,,,Point,106.952539,47.908967,Банк
6319,,,Point,106.905555,47.923324,Банк
6320,,,Point,106.906214,47.917182,Банк
6321,,,Point,106.941126,47.918561,Банк
6322,,,Point,106.927107,47.935741,Банк
6323,,,Point,106.923964,47.922367,Банк
6324,,,Point,106.914477,47.946974,Банк
6325,,,Point,106.817545,47.917662,Банк
6326,,,Point,106.915941,47.914224,Банк
6327,,,Point,106.920138,47.918127,Банк
6328,,,Point,106.90929,47.919735,Банк
6329,,,Point,106.911286,47.922465,Банк
6330,,,Point,106.907213,47.917494,Банк
6331,,,Point,106.917801,47.927312,Банк
6332,,,Point,106.911935,47.914837,Банк
6333,,,Point,106.919993,47.916518,Банк
6334,,,Point,106.915948,47.914401,Банк
6335,,,Point,106.902122,47.913418,Банк
6336,,,Point,106.914158,47.91121,Банк
6337,,,Point,106.762254,47.853075,Банк
6338,,,Point,106.908606,47.900402,Банк
6339,,,Point,106.936544,47.918976,Банк
6340,,,Point,106.944071,47.910896,Банк
6341,,,Point,106.947615,47.918488,Банк
6342,,,Point,106.871566,47.922968,Банк
6343,,,Point,106.881572,47.910322,Банк
6344,,,Point,106.87575,47.914918,Банк
6345,,,Point,106.890483,47.914514,Банк
6346,,,Point,106.891182,47.908878,Банк
6347,,,Point,106.83618,47.909642,Банк
6348,,,Point,106.85034,47.913093,Банк
6349,,,Point,106.801771,47.909967,Банк
6350,,,Point,106.924513,47.917537,Банк
6351,,,Point,106.922848,47.920568,Банк
