id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Архитектур орон зайн бүс,Нэр
69718,,,Polygon,106.757964,47.928962,Хамгаалалтын бүс,Хамгаалалтын бүс,Инженерийн барилга байгууламж
69719,,,Polygon,106.758835,47.929449,Сайжруулсан гэр хороолол,Сайжруулсан гэр хороолол,Инженерийн барилга байгууламж
69721,,,Polygon,106.757425,47.936225,Тусгай бүс,Тусгай бүс,Инженерийн барилга байгууламж
69723,,,Polygon,106.757343,47.938347,Тусгай бүс,Тусгай бүс,Инженерийн барилга байгууламж
69725,,,Polygon,106.758671,47.939917,Тусгай бүс,Тусгай бүс,Инженерийн барилга байгууламж
69726,,,Polygon,106.75672,47.939983,Хамгаалалтын бүс,Хамгаалалтын бүс,Инженерийн барилга байгууламж
69728,,,Polygon,106.755652,47.935375,Хамгаалалтын бүс,Хамгаалалтын бүс,Инженерийн барилга байгууламж
69730,,,Polygon,106.83723,47.918188,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69732,,,Polygon,106.749073,47.934113,Хамгаалалтын бүс,Хамгаалалтын бүс,Инженерийн барилга байгууламж
69733,,,Polygon,106.91037,47.895494,Орон сууцны хороолол,Орон сууцны хороолол,Инженерийн барилга байгууламж
69735,,,Polygon,106.91113,47.895071,Орон сууцны хороолол,Орон сууцны хороолол,Инженерийн барилга байгууламж
69737,,,Polygon,106.915412,47.895691,Орон сууцны хороолол,Орон сууцны хороолол,Инженерийн барилга байгууламж
69739,,,Polygon,106.915803,47.894922,Орон сууцны хороолол,Орон сууцны хороолол,Инженерийн барилга байгууламж
69741,,,Polygon,106.925607,47.895951,Орон сууцны хороолол,Орон сууцны хороолол,Инженерийн барилга байгууламж
69742,,,Polygon,106.90595,47.922781,Хамгаалалтын бүс,Хамгаалалтын бүс,Инженерийн барилга байгууламж
69744,,,Polygon,106.911397,47.925114,Хотын хөгжлийн тэнхлэг,Хотын хөгжлийн тэнхлэг,Инженерийн барилга байгууламж
69746,,,Polygon,106.910717,47.92547,"Хотын төв, олон нийтийн төв","Хотын төв, олон нийтийн төв",Инженерийн барилга байгууламж
69748,,,Polygon,106.759028,47.878043,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69749,,,Polygon,106.915978,48.004418,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
69751,,,Polygon,106.761763,47.879758,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69753,,,Polygon,106.758943,47.879604,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69755,,,Polygon,106.708475,47.864627,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69756,,,Polygon,106.707954,47.865237,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69758,,,Polygon,106.725152,47.868944,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69760,,,Polygon,106.716796,47.866992,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69762,,,Polygon,106.715847,47.867366,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69763,,,Polygon,106.722714,47.862113,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69765,,,Polygon,106.718656,47.87069,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69767,,,Polygon,106.757979,47.874223,Хамгаалалтын бүс,Хамгаалалтын бүс,Холимог бүс
69769,,,Polygon,106.72268,47.870742,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69770,,,Polygon,107.028681,47.910799,Хамгаалалтын бүс,Хамгаалалтын бүс,Замын улаан шугам
69772,,,Polygon,107.02778,47.935631,Хамгаалалтын бүс,Хамгаалалтын бүс,Замын улаан шугам
69774,,,Polygon,106.725999,47.894462,Тээвэр логистикийн төв,Тээвэр логистикийн төв,Замын улаан шугам
69776,,,Polygon,107.028122,47.953252,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
69777,,,Polygon,107.022956,47.94779,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
69779,,,Polygon,107.022956,47.94779,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
69781,,,Polygon,107.023659,47.945278,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
69782,,,Polygon,107.023659,47.945278,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
69784,,,Polygon,107.023078,47.948463,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
69786,,,Polygon,106.733052,47.891873,Тээвэр логистикийн төв,Тээвэр логистикийн төв,Ложистик
69787,,,Polygon,106.92884,47.917926,Хамгаалалтын бүс,Хамгаалалтын бүс,Хөгжлийн тэнхлэг
69789,,,Polygon,107.023078,47.948463,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
69791,,,Polygon,107.023138,47.949985,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
69793,,,Polygon,107.023138,47.949985,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
69794,,,Polygon,107.024326,47.944674,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
69796,,,Polygon,107.024326,47.944674,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
69798,,,Polygon,107.025392,47.945669,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
69800,,,Polygon,106.731982,47.898476,Тээвэр логистикийн төв,Тээвэр логистикийн төв,Ложистик
69801,,,Polygon,106.743813,47.886245,Үйлдвэр,Үйлдвэр,Үйлдвэр
69803,,,Polygon,107.025392,47.945669,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
69805,,,Polygon,107.024509,47.946958,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
69807,,,Polygon,107.024509,47.946959,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
69808,,,MultiPolygon,106.850559,47.924506,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69810,,,MultiPolygon,106.84391,47.922698,Хамгаалалтын бүс,Хамгаалалтын бүс,Замын улаан шугам
69812,,,Polygon,106.849143,47.922542,Хамгаалалтын бүс,Хамгаалалтын бүс,Замын улаан шугам
69813,,,Polygon,106.846555,47.921669,Хамгаалалтын бүс,Хамгаалалтын бүс,Замын улаан шугам
69815,,,Polygon,106.836771,47.918196,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69817,,,Polygon,106.660965,47.895742,Хамгаалалтын бүс,Хамгаалалтын бүс,
69819,,,Polygon,106.867604,47.927984,Орон сууцны хороолол,Орон сууцны хороолол,Дахин барилгажих талбай
69820,,,Polygon,106.867671,47.927982,Орон сууцны хороолол,Орон сууцны хороолол,Дахин хөгжүүлэх
69822,,,Polygon,106.866886,47.928373,Хамгаалалтын бүс,Хамгаалалтын бүс,Дахин хөгжүүлэх
69824,,,Polygon,106.865147,47.927925,Орон сууцны хороолол,Орон сууцны хороолол,Дахин хөгжүүлэх
69826,,,Polygon,106.866771,47.928323,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69827,,,Polygon,106.866925,47.927984,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69829,,,Polygon,106.864851,47.927658,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69831,,,Polygon,106.865026,47.9278,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69832,,,Polygon,106.871785,47.928307,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69834,,,Polygon,106.872494,47.929052,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69836,,,Polygon,106.863631,47.931708,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69838,,,Polygon,106.863226,47.931638,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69839,,,MultiPolygon,106.858695,47.931156,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69841,,,Polygon,106.642045,47.900243,Төмөр замын хамгаалалтын зурвас,Төмөр замын хамгаалалтын зурвас,
69843,,,Polygon,106.858013,47.93072,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69845,,,Polygon,106.843544,47.923059,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69846,,,Polygon,106.844668,47.924181,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69848,,,Polygon,106.856439,47.92387,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69850,,,Polygon,106.859637,47.925326,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69851,,,Polygon,106.853623,47.922139,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69853,,,Polygon,106.749115,47.904393,Ногоон байгууламж,Ногоон байгууламж,Ногоон байгууламж
69855,,,Polygon,106.739975,47.876058,Ногоон байгууламж,Ногоон байгууламж,Ногоон байгууламж
69857,,,Polygon,106.74779,47.881067,Ногоон байгууламж,Ногоон байгууламж,Ногоон байгууламж
69858,,,Polygon,106.642077,47.900279,Төмөр замын хамгаалалтын зурвас,Төмөр замын хамгаалалтын зурвас,
69860,,,Polygon,106.853448,47.922258,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69862,,,Polygon,106.852215,47.918561,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69864,,,Polygon,106.853224,47.918466,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69865,,,Polygon,106.852555,47.92021,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69867,,,Polygon,106.852911,47.920202,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69869,,,MultiPolygon,106.84959,47.918518,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69871,,,Polygon,106.849852,47.91926,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69872,,,MultiPolygon,106.849512,47.920005,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69874,,,Polygon,106.843194,47.918006,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69876,,,MultiPolygon,106.843835,47.920205,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69878,,,Polygon,106.80192,47.908152,Ногоон байгууламж,Ногоон байгууламж,Ногоон байгууламж
69879,,,Polygon,106.803001,47.905097,Хамгаалалтын бүс,Хамгаалалтын бүс,Замын улаан шугам
69881,,,Polygon,106.753553,47.885387,Үйлдвэр,Үйлдвэр,Үйлдвэр
69883,,,Polygon,106.800209,47.881518,Ногоон байгууламж,Ногоон байгууламж,Амралт аялал жуулчлал
69884,,,Polygon,106.863302,47.891798,Үйлдвэр,Үйлдвэр,Үйлдвэр
69886,,,Polygon,106.859558,47.890316,Хамгаалалтын бүс,Хамгаалалтын бүс,Барилгажилтын нөөц талбай
69888,,,Polygon,106.857586,47.893632,Ногоон байгууламж,Ногоон байгууламж,Барилгажилтын нөөц талбай
69890,,,Polygon,106.874967,47.898379,Үйлдвэр,Үйлдвэр,Үйлдвэр
69892,,,Polygon,106.798823,47.889466,Хамгаалалтын бүс,Хамгаалалтын бүс,Замын улаан шугам
69893,,,Polygon,106.753262,47.887682,Үйлдвэр,Үйлдвэр,Хамгаалалтын ногоон бүс
69895,,,Polygon,106.743015,47.892649,Тээвэр логистикийн төв,Тээвэр логистикийн төв,Ложистик
69897,,,Polygon,106.742096,47.899723,Тээвэр логистикийн төв,Тээвэр логистикийн төв,Ложистик
69898,,,Polygon,106.935563,47.9047,Хамгаалалтын бүс,Хамгаалалтын бүс,Замын улаан шугам
69900,,,Polygon,106.963083,47.898721,Хамгаалалтын бүс,Хамгаалалтын бүс,Замын улаан шугам
69902,,,Polygon,106.96361,47.898461,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69904,,,Polygon,106.99509,47.897845,Ногоон байгууламж,Ногоон байгууламж,Ногоон байгууламж
69905,,,Polygon,106.962538,47.898462,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69907,,,Polygon,106.96276,47.890536,Хамгаалалтын бүс,Хамгаалалтын бүс,Хурдны зам
69909,,,Polygon,106.863943,47.888391,Хамгаалалтын бүс,Хамгаалалтын бүс,Хурдны зам
69911,,,Polygon,106.784349,47.877627,Хамгаалалтын бүс,Хамгаалалтын бүс,Хурдны зам
69912,,,Polygon,106.653988,47.892871,Хамгаалалтын бүс,Хамгаалалтын бүс,Хурдны зам
69914,,,Polygon,106.698478,47.868526,Хамгаалалтын бүс,Хамгаалалтын бүс,Хурдны зам
69916,,,Polygon,106.723976,47.841139,Хамгаалалтын бүс,Хамгаалалтын бүс,Хурдны зам
69918,,,Polygon,106.736708,47.82497,Хамгаалалтын бүс,Хамгаалалтын бүс,Ойн зурвас
69919,,,Polygon,106.725198,47.838141,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69921,,,Polygon,106.740555,47.824669,Тусгай бүс,Тусгай бүс,Ногоон байгууламж
69923,,,Polygon,106.723976,47.841139,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69925,,,Polygon,106.723976,47.841139,Хамгаалалтын бүс,Хамгаалалтын бүс,Замын улаан шугам
69926,,,Polygon,106.680825,47.872848,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69928,,,Polygon,106.666188,47.881688,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69930,,,Polygon,106.65127,47.88171,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69931,,,Polygon,106.693725,47.876206,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69933,,,Polygon,106.69242,47.871673,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
69935,,,Polygon,106.692663,47.871674,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69937,,,Polygon,106.693642,47.871668,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69938,,,Polygon,106.691712,47.871726,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69940,,,Polygon,106.690597,47.878347,Ногоон байгууламж,Ногоон байгууламж,Ногоон байгууламж
69942,,,Polygon,106.686326,47.878764,Ногоон байгууламж,Ногоон байгууламж,Ногоон байгууламж
69944,,,Polygon,106.689567,47.877414,Ногоон байгууламж,Ногоон байгууламж,Хамгаалалтын ногоон бүс
69945,,,Polygon,106.689549,47.877474,Ногоон байгууламж,Ногоон байгууламж,Инженерийн
69947,,,Polygon,106.684605,47.883826,Ногоон байгууламж,Ногоон байгууламж,Ногоон байгууламж
69949,,,Polygon,106.684465,47.883148,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69951,,,Polygon,106.684263,47.883197,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
69952,,,Polygon,106.669484,47.887269,Ногоон байгууламж,Ногоон байгууламж,Ногоон байгууламж
69954,,,Polygon,106.683724,47.874207,Хамгаалалтын бүс,Хамгаалалтын бүс,Ойн зурвас
69956,,,Polygon,106.667643,47.883113,Ногоон байгууламж,Ногоон байгууламж,Ойн зурвас
69958,,,Polygon,106.685349,47.875269,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69959,,,Polygon,106.800262,47.963309,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69961,,,Polygon,106.668005,47.884606,Ногоон байгууламж,Ногоон байгууламж,Ногоон байгууламж
69963,,,Polygon,106.653988,47.892871,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69965,,,Polygon,106.653988,47.892871,Хамгаалалтын бүс,Хамгаалалтын бүс,Замын улаан шугам
69966,,,Polygon,106.950082,47.890829,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69968,,,Polygon,106.96276,47.890536,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69970,,,Polygon,106.863943,47.888391,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69971,,,Polygon,106.818565,47.884883,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69973,,,Polygon,106.818622,47.888164,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69975,,,Polygon,106.820545,47.888558,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
69977,,,Polygon,106.819521,47.887663,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69978,,,Polygon,106.804606,47.880695,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69980,,,Polygon,106.741428,47.874816,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69982,,,Polygon,106.784349,47.877627,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69984,,,Polygon,106.698478,47.868526,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69985,,,Polygon,106.698478,47.868526,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69987,,,Polygon,106.935421,47.935551,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69989,,,Polygon,106.93573,47.934945,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
69990,,,Polygon,106.744825,47.972798,Тусгай бүс,Тусгай бүс,Хамгаалалтын ногоон бүс
69992,,,Polygon,106.764938,47.956526,Тусгай бүс,Тусгай бүс,Хамгаалалтын ногоон бүс
69994,,,Polygon,106.765034,47.96453,Тусгай бүс,Тусгай бүс,Тусгай бүс
69996,,,Polygon,106.661721,47.924514,Тусгай бүс,Тусгай бүс,Ногоон байгууламж
69997,,,Polygon,106.765031,47.964505,Тусгай бүс,Тусгай бүс,Хамгаалалтын ногоон бүс
69999,,,Polygon,106.750681,47.96398,Тусгай бүс,Тусгай бүс,Тусгай бүс
70001,,,Polygon,106.750549,47.963951,Тусгай бүс,Тусгай бүс,Хамгаалалтын ногоон бүс
70003,,,Polygon,106.807305,47.949292,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
70004,,,Polygon,106.800806,47.950804,Тусгай бүс,Тусгай бүс,Ногоон байгууламж
70006,,,Polygon,106.797877,47.960053,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
70008,,,Polygon,106.804165,47.950327,Сайжруулсан гэр хороолол,Сайжруулсан гэр хороолол,Гэр хороолол
70010,,,Polygon,106.80479,47.946534,Сайжруулсан гэр хороолол,Сайжруулсан гэр хороолол,Гэр хороолол
70011,,,Polygon,106.803161,47.949649,Хамгаалалтын бүс,Хамгаалалтын бүс,Замын улаан шугам
70013,,,Polygon,106.795414,47.956671,Тусгай бүс,Тусгай бүс,Ногоон байгууламж
70015,,,Polygon,106.800824,47.950064,Хамгаалалтын бүс,Хамгаалалтын бүс,Замын улаан шугам
70016,,,Polygon,106.803246,47.955039,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
70018,,,Polygon,106.79987,47.957736,Сайжруулсан гэр хороолол,Сайжруулсан гэр хороолол,Гэр хороолол
70020,,,Polygon,106.671669,47.89788,Хамгаалалтын бүс,Хамгаалалтын бүс,
70022,,,Polygon,106.801997,47.955791,Сайжруулсан гэр хороолол,Сайжруулсан гэр хороолол,Гэр хороолол
70023,,,Polygon,106.799932,47.957669,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
70025,,,Polygon,106.799537,47.957379,Тусгай бүс,Тусгай бүс,Хамгаалалтын ногоон бүс
70027,,,Polygon,106.794859,47.96042,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
70029,,,Polygon,106.796988,47.95987,Сайжруулсан гэр хороолол,Сайжруулсан гэр хороолол,Гэр хороолол
70030,,,Polygon,106.80128,47.958917,Сайжруулсан гэр хороолол,Сайжруулсан гэр хороолол,Гэр хороолол
70032,,,Polygon,106.797909,47.961646,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
70034,,,Polygon,106.661956,47.924085,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
70035,,,Polygon,106.804875,47.959718,Сайжруулсан гэр хороолол,Сайжруулсан гэр хороолол,Гэр хороолол
70037,,,Polygon,106.804935,47.964281,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
70039,,,Polygon,106.805033,47.964722,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
70040,,,Polygon,106.800653,47.959686,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
70042,,,Polygon,106.801948,47.959595,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
70044,,,Polygon,106.927543,47.917838,Хотын хөгжлийн тэнхлэг,Хотын хөгжлийн тэнхлэг,Хөгжлийн тэнхлэг
70045,,,Polygon,106.722717,47.952115,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
70047,,,Polygon,106.723868,47.947918,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
70049,,,Polygon,106.720257,47.952009,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
70051,,,Polygon,106.726704,47.954478,Тусгай бүс,Тусгай бүс,Ногоон байгууламж
70052,,,Polygon,106.726086,47.959103,Тусгай бүс,Тусгай бүс,Ногоон байгууламж
70054,,,Polygon,106.725994,47.965001,Тусгай бүс,Тусгай бүс,Ногоон байгууламж
70056,,,Polygon,106.729305,47.96837,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
70058,,,Polygon,106.72713,47.960016,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
70059,,,Polygon,106.723056,47.965923,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
70061,,,Polygon,106.722578,47.965001,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
70063,,,Polygon,106.719853,47.971457,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
70065,,,Polygon,106.722569,47.966704,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
70066,,,Polygon,106.722808,47.967555,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
70068,,,Polygon,106.729528,47.968369,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
70070,,,Polygon,106.661887,47.921121,Хамгаалалтын бүс,Хамгаалалтын бүс,
70072,,,Polygon,106.723187,47.971806,Тусгай бүс,Тусгай бүс,Ногоон байгууламж
70073,,,Polygon,106.764241,47.949889,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
70075,,,Polygon,106.763864,47.949353,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
70077,,,Polygon,106.764668,47.949891,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
70078,,,Polygon,106.762699,47.95244,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
70080,,,Polygon,106.762244,47.952135,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
70082,,,Polygon,106.761337,47.951033,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
70084,,,Polygon,106.762152,47.951234,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
70086,,,Polygon,106.766893,47.9518,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
70087,,,Polygon,106.712623,47.959013,Хамгаалалтын бүс,Хамгаалалтын бүс,Дунд давхар олон нийт
70089,,,Polygon,106.649651,47.947298,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
70091,,,Polygon,106.629856,47.922274,Хамгаалалтын бүс,Хамгаалалтын бүс,Ойн зурвас
70092,,,Polygon,106.636652,47.912384,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
70094,,,Polygon,106.636118,47.908329,Ногоон байгууламж,Ногоон байгууламж,Замын улаан шугам
70096,,,Polygon,106.660852,47.912947,Хамгаалалтын бүс,Хамгаалалтын бүс,
70098,,,Polygon,106.627207,47.928006,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
70099,,,Polygon,106.62593,47.924544,Тусгай бүс,Тусгай бүс,Ногоон байгууламж
70101,,,Polygon,106.644918,47.909707,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
70103,,,Polygon,106.643943,47.908344,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
70105,,,Polygon,106.641152,47.907925,Сайжруулсан гэр хороолол,Сайжруулсан гэр хороолол,Барилгажилтын нөөц талбай
70106,,,Polygon,106.636736,47.90966,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
70108,,,Polygon,106.63489,47.912999,Сайжруулсан гэр хороолол,Сайжруулсан гэр хороолол,Гэр хороолол
70110,,,Polygon,106.635968,47.911726,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
70111,,,Polygon,106.637744,47.908041,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
70113,,,Polygon,106.641677,47.906694,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
70115,,,Polygon,106.631657,47.913879,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
70117,,,Polygon,106.632799,47.912051,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
70118,,,Polygon,106.631933,47.913386,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
70120,,,Polygon,106.628072,47.919274,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
70122,,,Polygon,106.628191,47.918301,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
70124,,,Polygon,106.627469,47.918272,Сайжруулсан гэр хороолол,Сайжруулсан гэр хороолол,Замын улаан шугам
70125,,,Polygon,106.627911,47.919498,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
70127,,,Polygon,106.626033,47.928598,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
70129,,,Polygon,106.630876,47.921613,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
70131,,,Polygon,106.638051,47.943986,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
70133,,,Polygon,106.624859,47.920147,Хамгаалалтын бүс,Хамгаалалтын бүс,Замын улаан шугам
70134,,,Polygon,106.639152,47.905362,Хамгаалалтын бүс,Хамгаалалтын бүс,Замын улаан шугам
70136,,,Polygon,106.639513,47.90257,"Хотын төв, олон нийтийн төв","Хотын төв, олон нийтийн төв",Хотын төв
70138,,,Polygon,106.62155,47.902128,Тусгай бүс,Тусгай бүс,Ногоон байгууламж
