id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Архитектур орон зайн бүс,Нэр
76920,,,Polygon,106.664268,47.898683,Ногоон байгууламж,Ногоон байгууламж,Задгай ногоон байгууламж
76922,,,Polygon,106.654156,47.897113,Ногоон байгууламж,Ногоон байгууламж,Задгай ногоон байгууламж
76923,,,Polygon,106.657872,47.891859,Ногоон байгууламж,Ногоон байгууламж,Задгай ногоон байгууламж
76925,,,Polygon,106.644688,47.904795,Сайжруулсан гэр хороолол,Сайжруулсан гэр хороолол,Барилгажилтын нөөц талбай
76927,,,Polygon,106.642014,47.900207,Төмөр замын хамгаалалтын зурвас,Төмөр замын хамгаалалтын зурвас,
76929,,,Polygon,106.622585,47.92201,Сайжруулсан гэр хороолол,Сайжруулсан гэр хороолол,Гэр хороолол
76930,,,Polygon,106.773061,47.876155,Хамгаалалтын бүс,Хамгаалалтын бүс,Ногоон байгууламж
76932,,,Polygon,106.803794,47.87795,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон байгууламж
76934,,,Polygon,106.840883,47.882271,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
76935,,,Polygon,106.85715,47.885085,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
76937,,,Polygon,106.887319,47.887727,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
76938,,,Polygon,106.924952,47.888802,Хамгаалалтын бүс,Хамгаалалтын бүс,Хамгаалалтын ногоон бүс
