id,object_no,object_name,geom_type,lon,lat
1052851,,,MultiPolygon,106.883157,47.902568
1052854,,,MultiPolygon,106.875712,47.903109
1052855,,,MultiPolygon,106.923568,47.884987
1052857,,,MultiPolygon,106.923839,47.884054
1052858,,,MultiPolygon,106.923048,47.884402
1052860,,,MultiPolygon,106.919731,47.882039
1052861,,,MultiPolygon,106.920148,47.87976
1052863,,,MultiPolygon,106.918169,47.878143
1052864,,,MultiPolygon,106.910323,47.875698
1052867,,,MultiPolygon,106.913444,47.877516
1052868,,,MultiPolygon,106.863224,47.876822
1052870,,,MultiPolygon,106.840533,47.870501
1052871,,,MultiPolygon,106.922543,47.891111
1052873,,,MultiPolygon,106.785433,47.861127
1052874,,,MultiPolygon,106.932584,47.901858
1052876,,,MultiPolygon,106.942624,47.903311
1052877,,,MultiPolygon,106.939914,47.902956
1052880,,,MultiPolygon,106.936346,47.902278
1052882,,,MultiPolygon,106.947175,47.911646
1052883,,,MultiPolygon,106.976959,47.914949
1052885,,,MultiPolygon,106.9891,47.917619
1052886,,,MultiPolygon,106.996671,47.917259
1052888,,,MultiPolygon,106.737461,47.927827
1052889,,,MultiPolygon,107.032761,47.882898
1052891,,,MultiPolygon,107.196875,47.811129
1052893,,,MultiPolygon,106.967242,47.919451
1052895,,,MultiPolygon,106.853993,47.876539
1052897,,,MultiPolygon,106.906914,48.135197
1052898,,,MultiPolygon,106.997061,48.070204
1052900,,,MultiPolygon,107.013211,48.071909
1052901,,,MultiPolygon,107.029039,48.05763
1052903,,,MultiPolygon,106.974528,48.002555
1052904,,,MultiPolygon,106.943025,48.047325
1052907,,,MultiPolygon,106.710446,47.974252
1052908,,,MultiPolygon,106.707397,47.978372
1052910,,,MultiPolygon,106.949049,47.904204
1052911,,,MultiPolygon,106.935383,47.901392
1052913,,,MultiPolygon,106.913025,47.873968
1052915,,,MultiPolygon,106.915019,47.875344
1052916,,,MultiPolygon,106.909851,47.868392
1052918,,,MultiPolygon,106.90002,47.86328
1052920,,,MultiPolygon,106.922846,47.876848
1052922,,,MultiPolygon,106.897343,47.884321
1052923,,,MultiPolygon,106.895575,47.880502
1052925,,,MultiPolygon,106.907746,47.880258
1052927,,,MultiPolygon,106.916187,47.897295
1052928,,,MultiPolygon,106.915753,47.898511
1052930,,,MultiPolygon,106.916092,47.898822
1052932,,,MultiPolygon,106.913444,47.898177
1052934,,,MultiPolygon,106.919211,47.896461
1052935,,,MultiPolygon,106.93317,47.890531
1052937,,,MultiPolygon,106.857344,47.878477
1052939,,,MultiPolygon,106.859251,47.880121
1052940,,,MultiPolygon,106.860705,47.877564
1052942,,,MultiPolygon,106.855096,47.877076
1052944,,,MultiPolygon,106.852896,47.876029
1052946,,,MultiPolygon,106.852437,47.874952
1052947,,,MultiPolygon,106.846154,47.872881
