id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл
527498,,,LineString,106.859397,47.95921,Төлөвлөлтийн авто зам
527499,,,LineString,106.897815,47.966764,Төлөвлөлтийн авто зам
527500,,,LineString,106.896966,47.964773,Төлөвлөлтийн авто зам
527501,,,LineString,107.010509,47.932141,Төлөвлөлтийн авто зам
527502,,,LineString,107.018185,47.931266,Төлөвлөлтийн авто зам
527503,,,LineString,107.005631,47.938282,Төлөвлөлтийн авто зам
527504,,,LineString,107.006203,47.936903,Төлөвлөлтийн авто зам
527505,,,LineString,106.932242,47.926382,Төлөвлөлтийн авто зам
527506,,,LineString,106.931127,47.92088,Төлөвлөлтийн авто зам
527507,,,LineString,106.930311,47.915585,Төлөвлөлтийн авто зам
527508,,,LineString,106.931673,47.910424,Төлөвлөлтийн авто зам
527509,,,LineString,106.748755,47.89389,Төлөвлөлтийн авто зам
527510,,,LineString,106.985813,47.920887,Төлөвлөлтийн авто зам
527511,,,LineString,106.979867,47.913033,Төлөвлөлтийн авто зам
527512,,,LineString,106.916922,47.922315,Төлөвлөлтийн авто зам
527513,,,LineString,106.926941,47.904551,Төлөвлөлтийн авто зам
527514,,,LineString,106.928034,47.903104,Төлөвлөлтийн авто зам
527515,,,LineString,106.928165,47.903292,Төлөвлөлтийн авто зам
527516,,,LineString,106.913507,47.903855,Төлөвлөлтийн авто зам
527517,,,LineString,106.91377,47.90402,Төлөвлөлтийн авто зам
527518,,,LineString,106.920755,47.901934,Төлөвлөлтийн авто зам
527519,,,LineString,106.922459,47.901035,Төлөвлөлтийн авто зам
527520,,,LineString,106.924137,47.900902,Төлөвлөлтийн авто зам
527521,,,LineString,107.12546,47.873082,Төлөвлөлтийн авто зам
527522,,,LineString,107.116762,47.8689,Төлөвлөлтийн авто зам
527523,,,LineString,107.114931,47.875881,Төлөвлөлтийн авто зам
527524,,,LineString,107.114347,47.876832,Төлөвлөлтийн авто зам
527525,,,LineString,107.125238,47.868114,Төлөвлөлтийн авто зам
527526,,,LineString,107.128916,47.869705,Төлөвлөлтийн авто зам
527527,,,LineString,107.127734,47.872843,Төлөвлөлтийн авто зам
527528,,,LineString,107.11989,47.870742,Төлөвлөлтийн авто зам
527529,,,LineString,107.120428,47.870724,Төлөвлөлтийн авто зам
527530,,,LineString,107.119456,47.87074,Төлөвлөлтийн авто зам
527531,,,LineString,107.117185,47.870374,Төлөвлөлтийн авто зам
527532,,,LineString,107.117921,47.872534,Төлөвлөлтийн авто зам
527533,,,LineString,107.122768,47.871003,Төлөвлөлтийн авто зам
527534,,,LineString,106.68307,47.89461,Төлөвлөлтийн авто зам
527535,,,LineString,106.684938,47.891678,Төлөвлөлтийн авто зам
527536,,,LineString,106.784781,47.859789,Төлөвлөлтийн авто зам
527537,,,LineString,106.760355,47.891161,Төлөвлөлтийн авто зам
527538,,,LineString,106.721649,47.904872,Төлөвлөлтийн авто зам
527539,,,LineString,106.684322,47.891635,Төлөвлөлтийн авто зам
527540,,,LineString,106.718078,47.938423,Төлөвлөлтийн авто зам
527541,,,LineString,106.744204,47.91729,Төлөвлөлтийн авто зам
527542,,,LineString,106.689637,47.892053,Төлөвлөлтийн авто зам
527543,,,LineString,106.842471,47.904811,Төлөвлөлтийн авто зам
527544,,,LineString,106.84641,47.906444,Төлөвлөлтийн авто зам
527545,,,LineString,106.929117,47.898747,Төлөвлөлтийн авто зам
527546,,,LineString,106.924137,47.900902,Төлөвлөлтийн авто зам
527547,,,LineString,106.920755,47.901934,Төлөвлөлтийн авто зам
527548,,,LineString,106.939779,47.916757,Төлөвлөлтийн авто зам
527549,,,LineString,106.680523,47.840526,Төлөвлөлтийн авто зам
527550,,,LineString,106.912895,47.909503,Төлөвлөлтийн авто зам
527551,,,LineString,106.914786,47.90941,Төлөвлөлтийн авто зам
527552,,,LineString,106.884584,47.892867,Төлөвлөлтийн авто зам
527553,,,LineString,106.839316,47.9059,Төлөвлөлтийн авто зам
527554,,,LineString,106.818993,47.902611,Төлөвлөлтийн авто зам
527555,,,LineString,106.816634,47.90747,Төлөвлөлтийн авто зам
527556,,,LineString,106.822614,47.894736,Төлөвлөлтийн авто зам
527557,,,LineString,106.859263,47.876065,Төлөвлөлтийн авто зам
527558,,,LineString,106.899005,47.884328,Төлөвлөлтийн авто зам
527559,,,LineString,106.93646,47.912421,Төлөвлөлтийн авто зам
527560,,,LineString,106.760234,47.835653,Төлөвлөлтийн авто зам
527561,,,LineString,107.002526,47.901799,Төлөвлөлтийн авто зам
527562,,,LineString,107.004263,47.907807,Төлөвлөлтийн авто зам
527563,,,LineString,107.011914,47.922655,Төлөвлөлтийн авто зам
527564,,,LineString,106.951085,47.94097,Төлөвлөлтийн авто зам
527565,,,LineString,106.773833,47.926061,Төлөвлөлтийн авто зам
527566,,,LineString,107.024569,47.929102,Төлөвлөлтийн авто зам
527567,,,LineString,106.81232,47.943418,Төлөвлөлтийн авто зам
527568,,,LineString,106.765263,47.961883,Төлөвлөлтийн авто зам
527569,,,LineString,107.027888,47.934737,Төлөвлөлтийн авто зам
527570,,,LineString,106.851767,47.9013,Төлөвлөлтийн авто зам
527571,,,LineString,106.998032,47.943013,Төлөвлөлтийн авто зам
527572,,,LineString,106.88411,47.962734,Төлөвлөлтийн авто зам
527573,,,LineString,106.794894,47.832288,Төлөвлөлтийн авто зам
527574,,,LineString,106.973668,47.927688,Төлөвлөлтийн авто зам
527575,,,LineString,106.97381,47.920086,Төлөвлөлтийн авто зам
527576,,,LineString,106.926497,47.969224,Төлөвлөлтийн авто зам
527577,,,LineString,106.931168,47.926533,Төлөвлөлтийн авто зам
527578,,,LineString,106.930181,47.920754,Төлөвлөлтийн авто зам
527579,,,LineString,106.929508,47.915512,Төлөвлөлтийн авто зам
527580,,,LineString,106.93035,47.910333,Төлөвлөлтийн авто зам
527581,,,LineString,106.927054,47.92637,Төлөвлөлтийн авто зам
527582,,,LineString,106.9269,47.929095,Төлөвлөлтийн авто зам
527583,,,LineString,107.024567,47.916279,Төлөвлөлтийн авто зам
527584,,,LineString,107.034288,47.929055,Төлөвлөлтийн авто зам
527585,,,LineString,107.035892,47.922153,Төлөвлөлтийн авто зам
527586,,,LineString,106.988919,47.90863,Төлөвлөлтийн авто зам
527587,,,LineString,107.011154,47.934674,Төлөвлөлтийн авто зам
527588,,,LineString,106.983366,47.932123,Төлөвлөлтийн авто зам
527589,,,LineString,106.874666,47.911672,Төлөвлөлтийн авто зам
527590,,,LineString,106.890856,47.918483,Төлөвлөлтийн авто зам
527591,,,LineString,106.63338,47.892847,Төлөвлөлтийн авто зам
527592,,,LineString,106.820079,47.959434,Төлөвлөлтийн авто зам
527593,,,LineString,106.794727,47.925491,Төлөвлөлтийн авто зам
527594,,,LineString,106.80302,47.905211,Төлөвлөлтийн авто зам
527595,,,LineString,106.786427,47.941313,Төлөвлөлтийн авто зам
527596,,,LineString,106.771802,47.958574,Төлөвлөлтийн авто зам
527597,,,LineString,106.779665,47.949515,Төлөвлөлтийн авто зам
527598,,,LineString,106.800096,47.870937,Төлөвлөлтийн авто зам
527599,,,LineString,106.754276,47.838176,Төлөвлөлтийн авто зам
527600,,,LineString,106.788426,47.842132,Төлөвлөлтийн авто зам
527601,,,LineString,106.746754,47.846577,Төлөвлөлтийн авто зам
527602,,,LineString,106.748699,47.844604,Төлөвлөлтийн авто зам
527603,,,LineString,106.779882,47.854357,Төлөвлөлтийн авто зам
