id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Хэсэгчилсэн ерөнхий төлөвлөгөөний нэр,Батлагдсан дугаар,Бүсчлэл,Дүүрэг,Хороо,Хаягийн бүс,Гудамж
545919,,,Polygon,106.966021,47.91744,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 15 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545920,,,Polygon,106.950098,47.918337,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 15 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545921,,,Polygon,106.982687,47.917753,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 16 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545922,,,Polygon,106.986084,47.917573,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 16 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545923,,,Polygon,106.960087,47.917966,"Хотын төв, олон нийтийн бүс","10, 14, 15, 16, 17, 18-р нэгж хорооллын ХЕТ",А/299-р захирамж,,,,,
545924,,,Polygon,106.946621,47.91882,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 15 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545925,,,Polygon,106.978122,47.917697,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 16 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545926,,,Polygon,106.972953,47.918507,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 15 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545927,,,Polygon,106.957404,47.918786,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 15 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545928,,,Polygon,106.973122,47.919985,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 15 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545929,,,Polygon,106.996805,47.919632,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 16 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545930,,,Polygon,106.961653,47.920922,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 15 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545931,,,Polygon,106.973471,47.921364,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 15 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545932,,,Polygon,106.97468,47.92003,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 16 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545933,,,Polygon,106.951495,47.922005,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 15 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545934,,,Polygon,106.944122,47.921261,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 15 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545935,,,Polygon,106.95737,47.922553,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 15 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545936,,,Polygon,106.982967,47.923218,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 16 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545937,,,Polygon,106.967783,47.923624,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 15 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545938,,,Polygon,106.977378,47.922894,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 16 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545939,,,Polygon,106.971533,47.922969,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 15 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545940,,,Polygon,106.951612,47.92418,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 10 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545941,,,Polygon,106.960121,47.924149,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 10 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545942,,,Polygon,106.988636,47.923747,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 16 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545943,,,Polygon,106.962184,47.924352,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 10 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545944,,,Polygon,107.008765,47.923876,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 17 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545945,,,Polygon,106.964481,47.924474,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 10 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545946,,,Polygon,106.978068,47.924384,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 17 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545947,,,Polygon,106.948788,47.924704,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 10 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545948,,,Polygon,106.995144,47.92458,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 17 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545949,,,Polygon,106.983033,47.924536,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 17 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545950,,,Polygon,106.967688,47.924868,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 10 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545951,,,Polygon,106.985893,47.924596,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 17 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545952,,,Polygon,106.971054,47.924985,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 10 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545953,,,Polygon,106.992011,47.924878,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 17 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545954,,,Polygon,106.946455,47.925601,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 10 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545955,,,Polygon,106.943638,47.92511,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 15 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545956,,,Polygon,107.005081,47.924748,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 17 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545957,,,Polygon,106.972059,47.927373,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 10 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545958,,,Polygon,106.943441,47.927498,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 10 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545959,,,Polygon,106.941046,47.928015,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 10 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545960,,,Polygon,106.988557,47.92782,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 17 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545961,,,Polygon,107.003678,47.927982,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 17 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545962,,,Polygon,106.991605,47.927932,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 17 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545963,,,Polygon,106.937092,47.929504,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 10 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545964,,,Polygon,107.005363,47.929304,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 17 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545965,,,Polygon,107.00121,47.930043,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 17 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545966,,,Polygon,107.011054,47.933047,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 17 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545967,,,Polygon,106.93253,47.935806,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 10 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545968,,,Polygon,106.932081,47.938077,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 10 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545969,,,Polygon,106.932348,47.939485,"Хотын төв, олон нийтийн бүс",Улаанбаатар хотын төлөвлөлтийн зүүн бүсийн 10 дугаар нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545970,,,Polygon,106.751351,47.923571,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
545971,,,Polygon,106.759264,47.924957,Сайжруулсан гэр хорооллын бүс,"Улаанбаатар хотын төлөвлөлтийн баруун хойд бүсийн ""Толгойт"" нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545972,,,Polygon,106.754595,47.925111,Сайжруулсан гэр хорооллын бүс,"Улаанбаатар хотын төлөвлөлтийн баруун хойд бүсийн ""Толгойт"" нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545973,,,Polygon,106.76099,47.926591,Сайжруулсан гэр хорооллын бүс,"Улаанбаатар хотын төлөвлөлтийн баруун хойд бүсийн ""Толгойт"" нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545974,,,Polygon,106.760457,47.927559,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
545975,,,Polygon,106.759719,47.927646,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
545976,,,Polygon,106.761958,47.927681,Сайжруулсан гэр хорооллын бүс,"Улаанбаатар хотын төлөвлөлтийн баруун хойд бүсийн ""Толгойт"" нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545977,,,Polygon,106.769352,47.92784,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
545978,,,Polygon,106.769353,47.927857,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
545979,,,Polygon,106.769354,47.927874,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
545980,,,Polygon,106.769354,47.92789,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
545981,,,Polygon,106.769354,47.927906,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
545982,,,Polygon,106.769354,47.927922,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
545983,,,Polygon,106.769353,47.927938,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
545984,,,Polygon,106.769351,47.927955,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
545985,,,Polygon,106.76935,47.927972,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
545986,,,Polygon,106.77119,47.927163,Сайжруулсан гэр хорооллын бүс,"Улаанбаатар хотын төлөвлөлтийн баруун хойд бүсийн ""Толгойт"" нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545987,,,Polygon,106.768503,47.927767,Сайжруулсан гэр хорооллын бүс,"Улаанбаатар хотын төлөвлөлтийн баруун хойд бүсийн ""Толгойт"" нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545988,,,Polygon,106.770192,47.927889,Сайжруулсан гэр хорооллын бүс,"Улаанбаатар хотын төлөвлөлтийн баруун хойд бүсийн ""Толгойт"" нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545989,,,Polygon,106.759276,47.927172,Сайжруулсан гэр хорооллын бүс,"Улаанбаатар хотын төлөвлөлтийн баруун хойд бүсийн ""Толгойт"" нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545990,,,Polygon,106.768409,47.928456,Сайжруулсан гэр хорооллын бүс,"Улаанбаатар хотын төлөвлөлтийн баруун хойд бүсийн ""Толгойт"" нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545991,,,Polygon,106.77392,47.927438,Сайжруулсан гэр хорооллын бүс,"Улаанбаатар хотын төлөвлөлтийн баруун хойд бүсийн ""Толгойт"" нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545992,,,Polygon,106.769281,47.92947,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
545993,,,Polygon,106.76928,47.929515,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
545994,,,Polygon,106.769278,47.929533,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
545995,,,Polygon,106.769276,47.929551,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
545996,,,Polygon,106.769274,47.929569,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
545997,,,Polygon,106.760405,47.928645,Сайжруулсан гэр хорооллын бүс,"Улаанбаатар хотын төлөвлөлтийн баруун хойд бүсийн ""Толгойт"" нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
545998,,,Polygon,106.769271,47.929588,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
545999,,,Polygon,106.769268,47.929606,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
546000,,,Polygon,106.769264,47.929625,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
546001,,,Polygon,106.76926,47.929644,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
546002,,,Polygon,106.80695,47.928643,Сайжруулсан гэр хорооллын бүс,"Улаанбаатар хотын төлөвлөлтийн баруун хойд бүсийн ""Толгойт"" нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
546003,,,Polygon,106.762945,47.930209,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
546004,,,Polygon,106.762716,47.930266,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
546005,,,Polygon,106.762703,47.93027,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
546006,,,Polygon,106.762691,47.930274,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
546007,,,Polygon,106.762676,47.930279,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
546008,,,Polygon,106.762664,47.930283,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
546009,,,Polygon,106.76265,47.930287,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
546010,,,Polygon,106.762625,47.930297,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
546011,,,Polygon,106.76261,47.930302,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
546012,,,Polygon,106.762598,47.930308,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
546013,,,Polygon,106.762582,47.930314,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
546014,,,Polygon,106.762571,47.930319,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
546015,,,Polygon,106.762553,47.930327,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
546016,,,Polygon,106.76829,47.929564,Сайжруулсан гэр хорооллын бүс,"Улаанбаатар хотын төлөвлөлтийн баруун хойд бүсийн ""Толгойт"" нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
546017,,,Polygon,106.769182,47.929952,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
546018,,,Polygon,106.762493,47.93036,Орон сууцны бүс,Толгойт нэгж хорооллын ХЕТ,,,,,,
546019,,,Polygon,106.941252,47.986616,Ногоон байгууламжийн бүс,Дамбадаржаа нэгж хорооллын ХЕТ,А/299-р захирамж,,,,,
546020,,,Polygon,106.972121,47.999865,Инженерийн шугам сүлжээний бүс,"Улаанбаатар хотын төлөвлөлтийн хойд бүсийн ""Дамбадаржаа"" нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
546021,,,Polygon,106.966299,47.993755,Орон сууцны бүс,"Улаанбаатар хотын төлөвлөлтийн хойд бүсийн ""Дамбадаржаа"" нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
546022,,,Polygon,106.97455,48.00383,Орон сууцны бүс,"Улаанбаатар хотын төлөвлөлтийн хойд бүсийн ""Дамбадаржаа"" нэгж хорооллын хэсэгчилсэн ерөнхий төлөвлөгөө",Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын Тэргүүлэгчдийн 63 дугаар тогтоол,,,,,
