id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Нэр,Хаяг
2542,,,Point,106.923801,47.91751,Эмийн сан,“Аръяамед” ХХК,SBD-1
2543,,,Point,106.928115,47.916902,Эмийн сан,Мөнхийн тун ХХК,SBD-1
2544,,,Point,106.929058,47.909321,Эмийн сан,Нандинфарм эко ХХК,SBD-1
2545,,,Point,106.927866,47.917871,Эмийн сан,Монос Улаанбаатар ХХК,SBD-1
2546,,,Point,106.924065,47.917543,Эмийн сан,"""АБДЭН"" ХХК",SBD-1
2547,,,Point,106.914398,47.94751,Эмийн сан,Тэгш богц БХХ,SBD-13
2548,,,Point,106.923252,47.917358,Эмийн сан,Ази фарм ХХК,SBD-1
2549,,,Point,106.923933,47.917526,Эмийн сан,Грийнлек строй ХХК Анар арома,SBD-1
2550,,,Point,106.908759,47.91206,Эмийн сан,Цэ энд Пү ХХК,SBD-2
2551,,,Point,106.90883,47.911757,Эмийн сан,Тэгш Анар ХХК,SBD-2
2552,,,Point,106.909909,47.913963,Эмийн сан,Цагаан овоо фарм ХХК,SBD-2
2553,,,Point,106.903355,47.909515,Эмийн сан,Жинбаяр ХХК,SBD-3
2554,,,Point,106.901775,47.910597,Эмийн сан,Халиутын чулуу ХХК,SBD-3
2555,,,Point,106.90064,47.908867,Эмийн сан,Монгол Эм Импекс ХХК,SBD-3
2556,,,Point,106.89947,47.911842,Эмийн сан,Энхбосголт ХХК Энхүүлэй,SBD-3
2557,,,Point,106.899523,47.915405,Эмийн сан,Цахиур төмөр агар ХХК Агарфарм-50,SBD-4
2558,,,Point,106.898942,47.915359,Эмийн сан,Мануул трейд ХХК Бу-Гуан,SBD-4
2559,,,Point,106.900275,47.915491,Эмийн сан,Ази фарм ХХК,SBD-4
2560,,,Point,106.905511,47.91523,Эмийн сан,Монфа-Микса ХХК,SBD-4
2561,,,Point,106.900502,47.915511,Эмийн сан,Астра фарм ХХК,SBD-4
2562,,,Point,106.907219,47.914087,Эмийн сан,Ди Эс И Эй Би Ай ХХК,SBD-4
2563,,,Point,106.902303,47.913416,Эмийн сан,Орбита ХХК,SBD-4
2564,,,Point,106.895053,47.912522,Эмийн сан,Монос Улаанбаатар ХХК,SBD-5
2565,,,Point,106.914908,47.926517,Эмийн сан,Монос Метромоол ХХК,SBD-6
2566,,,Point,106.920409,47.925249,Эмийн сан,Этүгэн эрдэм ХХК,SBD-6
2567,,,Point,106.917365,47.926701,Эмийн сан,Долмалин ХХК,SBD-6
2568,,,Point,106.920612,47.925099,Эмийн сан,Ньюхаппи ХХК,SBD-6
2569,,,Point,106.925404,47.928877,Эмийн сан,Оюу ариг ХХК,SBD-7
2570,,,Point,106.926488,47.927228,Эмийн сан,Бодь фарм ХХК,SBD-7
2571,,,Point,106.926488,47.927228,Эмийн сан,Панда импекс ХХК,SBD-7
2572,,,Point,106.925443,47.928676,Эмийн сан,Гоо Анирс Фарм ХХК,SBD-7
2573,,,Point,106.926966,47.91832,Эмийн сан,Шүүдэр ХХК,SBD-8
2574,,,Point,106.923039,47.919944,Эмийн сан,Бүжинлхам ХХК Цагаан-Уул-2,SBD-8
2575,,,Point,106.927072,47.918353,Эмийн сан,Барагшун фарм ХХК,SBD-8
2576,,,Point,106.926897,47.926225,Эмийн сан,Буянт-Ану ХХК Сэрж бумба,SBD-7
2577,,,Point,106.938188,47.922909,Эмийн сан,,BZD-3
2578,,,Point,106.914368,47.929709,Эмийн сан,Хаппу золмуун ХХК,SBD-9
2579,,,Point,106.914339,47.929799,Эмийн сан,Цэцэглэн Медикс ХХК,SBD-9
2580,,,Point,106.921712,47.927402,Эмийн сан,Оригмаг ХХК,SBD-8
2581,,,Point,106.921785,47.927689,Эмийн сан,БестБайдлаг ХХК,SBD-8
2582,,,Point,106.917247,47.929609,Эмийн сан,Пи Жи Ди Эй ХХК,SBD-10
2583,,,Point,106.917301,47.929357,Эмийн сан,Улиастай фарм-3 ХХК,SBD-10
2584,,,Point,106.923624,47.932168,Эмийн сан,Хайтан гэрэл ХХК,SBD-10
2585,,,Point,106.927911,47.930538,Эмийн сан,Анис фарм-100 ХХК,SBD-11
2586,,,Point,106.921175,47.929578,Эмийн сан,Оол-Эм ХХК,SBD-10
2587,,,Point,106.918904,47.931518,Эмийн сан,Монгол фарм ХХК,SBD-10
2588,,,Point,106.92566,47.931912,Эмийн сан,Оюутфарм ХХК,SBD-10
2589,,,Point,106.92091,47.931665,Эмийн сан,Эс Жи Номин ХХК,SBD-10
2590,,,Point,106.921373,47.929818,Эмийн сан,Урлан фарм ХХК,SBD-10
2591,,,Point,106.928491,47.93596,Эмийн сан,Цахиур төмөр агар ХХК Агарфарм-100,SBD-11
2592,,,Point,106.927033,47.935847,Эмийн сан,Еврофарм ХХК,SBD-11
2593,,,Point,106.928021,47.931129,Эмийн сан,Монфа трейд ХХК,SBD-11
2594,,,Point,106.927911,47.930538,Эмийн сан,Жи Эм Жэй Брос ХХК,SBD-11
2595,,,Point,106.921196,47.934201,Эмийн сан,Хүн орхоодой ХХК,SBD-11
2596,,,Point,106.919733,47.934497,Эмийн сан,“Мандалаихтэрэгүүр” ХХК,SBD-11
2597,,,Point,106.919733,47.934497,Эмийн сан,“Хамөгээрдэнэ” ХХК,SBD-11
2598,,,Point,106.917301,47.929357,Эмийн сан,Сува дэвжид ХХК,SBD-10
2599,,,Point,106.918971,47.934441,Эмийн сан,Өсөх гүн ХХК,SBD-11
2600,,,Point,106.919048,47.934041,Эмийн сан,Монос Улаанбаатар ХХК,SBD-11
2601,,,Point,106.916722,47.933398,Эмийн сан,Сөүлсэниорс монголиа ХХК,SBD-11
2602,,,Point,106.921869,47.936836,Эмийн сан,Эрхэс туяа СБД шилжсэн,SBD-11
2603,,,Point,106.916891,47.939582,Эмийн сан,Бүрд ХХК,SBD-12
2604,,,Point,106.904444,47.925819,Эмийн сан,Задьтун ХХК,CHD-5
2605,,,Point,106.914204,47.948101,Эмийн сан,Задь тун HH{,SBD-13
2606,,,Point,106.914297,47.950033,Эмийн сан,Тана-Үжин ХХК,SBD-13
2607,,,Point,106.916006,47.956545,Эмийн сан,Гараг-Эгшиг ХХК,SBD-13
2608,,,Point,106.914539,47.950988,Эмийн сан,Ургамал-эрдэнэ ХХК,SBD-13
2609,,,Point,106.920965,47.934459,Эмийн сан,Эм Эн Жи Би ХХК,SBD-11
2610,,,Point,106.917692,47.965393,Эмийн сан,Түмэн Очир ХХК,SBD-14
2611,,,Point,106.918045,47.96944,Эмийн сан,Баян нинж ХХК,SBD-14
2612,,,Point,106.917775,47.96574,Эмийн сан,Ууган-Энх ХХК,SBD-14
2613,,,Point,106.918051,47.969279,Эмийн сан,Далай тун ХХК,SBD-14
2614,,,Point,106.917789,47.964771,Эмийн сан,Мөнхийн жороо ХХК,SBD-14
2615,,,Point,106.918018,47.96887,Эмийн сан,ГМ мөнх нас ХХК,SBD-14
2616,,,Point,106.918073,47.969151,Эмийн сан,Эрх шар ХХК,SBD-14
2617,,,Point,106.918062,47.969063,Эмийн сан,Сэргэг-2 ХХК,SBD-14
2618,,,Point,106.917631,47.966223,Эмийн сан,,SBD-14
2619,,,Point,106.917703,47.965499,Эмийн сан,Цагаантун ХХК,SBD-14
2620,,,Point,106.930984,47.977794,Эмийн сан,Лаббо ХХК,SBD-15
2621,,,Point,106.9581,47.983328,Эмийн сан,Гангас дорнод ХХК,SBD-16
2622,,,Point,106.938231,47.980473,Эмийн сан,Баяннинж ХХК,SBD-16
2623,,,Point,106.938264,47.980281,Эмийн сан,Буяншүтээн ХХК,SBD-16
2624,,,Point,106.9312,47.968652,Эмийн сан,Лхадаш хайрхан ХХК  Дэлгэр тэс,SBD-16
2625,,,Point,106.930284,47.978058,Эмийн сан,Хорхой түрүү ХХК,SBD-17
2626,,,Point,106.966791,47.995616,Эмийн сан,Энто ХХК,SBD-18
2627,,,Point,106.966563,47.996057,Эмийн сан,Рашаан тун ХХК,SBD-18
2628,,,Point,106.970678,47.997268,Эмийн сан,Буян дэлгэмэл ХХК,SBD-18
2629,,,Point,106.937608,48.077721,Эмийн сан,Даа лам ХХК,SBD-19
2630,,,Point,106.785761,47.910236,Эмийн сан,Наран ундрах тал ХХК,SHD-20
2631,,,Point,106.827722,47.912382,Эмийн сан,Ви Ти Эс Энержи ХХК,SHD-29
2632,,,Point,106.909208,47.917057,Эмийн сан,Палома ХХК,CHD-1
2633,,,Point,106.910985,47.917996,Эмийн сан,Арвижахбүл ХХК,CHD-1
2634,,,Point,106.898606,47.918305,Эмийн сан,Оол ХХК,CHD-2
2635,,,Point,106.898525,47.917885,Эмийн сан,Монос мойл ХХК,CHD-2
2636,,,Point,106.898565,47.917727,Эмийн сан,Мэрц ХХК,CHD-2
2637,,,Point,106.900157,47.917163,Эмийн сан,,CHD-2
2638,,,Point,106.900571,47.918803,Эмийн сан,,CHD-2
2639,,,Point,106.902659,47.919064,Эмийн сан,Чигатуссин фарм ХХК,CHD-3
2640,,,Point,106.902573,47.919059,Эмийн сан,Нуган ХХК,CHD-3
2641,,,Point,106.899499,47.919237,Эмийн сан,Луст ХХК,CHD-2
2642,,,Point,106.898536,47.918185,Эмийн сан,Мөнхийн хийморь золбоо ХХК,CHD-2
2643,,,Point,106.902781,47.919096,Эмийн сан,Календула ХХК Оранже эмийн сан,CHD-3
2644,,,Point,106.901996,47.919646,Эмийн сан,Биомед интернэшнл ХХК,CHD-2
2645,,,Point,106.901879,47.918949,Эмийн сан,Энто ХХК,CHD-3
2646,,,Point,106.901678,47.918912,Эмийн сан,Акай фарм ХХК,CHD-3
2647,,,Point,106.902545,47.91821,Эмийн сан,Цомбо ХХК Сансар-2,CHD-3
2648,,,Point,106.901264,47.916498,Эмийн сан,Нахиа Энх ХХК,CHD-3
2649,,,Point,106.900754,47.916905,Эмийн сан,Закира ХХК,CHD-3
2650,,,Point,106.904728,47.918385,Эмийн сан,Жинбаяр ХХК,CHD-3
2651,,,Point,106.901618,47.918911,Эмийн сан,Монфа трейд ХХК,CHD-3
2652,,,Point,106.904027,47.91622,Эмийн сан,Монос төв,CHD-3
2653,,,Point,106.905906,47.91688,Эмийн сан,Монфарм трейд ХХК,CHD-3
2654,,,Point,106.902261,47.918966,Эмийн сан,Нони ХХК,CHD-3
2655,,,Point,106.910454,47.923201,Эмийн сан,Монфа ХХК,CHD-4
2656,,,Point,106.910657,47.923811,Эмийн сан,Эрдэнэбэрээмэг ХХК,CHD-4
2657,,,Point,106.914415,47.923429,Эмийн сан,Анутулга фарм ХХК,CHD-4
2658,,,Point,106.914601,47.925668,Эмийн сан,ОТЭСО,CHD-4
2659,,,Point,106.907627,47.92453,Эмийн сан,ТДК ХХК,CHD-4
2660,,,Point,106.903704,47.924284,Эмийн сан,Шалом тун ХХК,CHD-5
2661,,,Point,106.910055,47.926607,Эмийн сан,Сандрохох ХХК,CHD-6
2662,,,Point,106.905664,47.926845,Эмийн сан,Засагбулаг ХХК,CHD-6
2663,,,Point,106.904003,47.91964,Эмийн сан,Урт цагаан,CHD-3
2664,,,Point,106.897941,47.938728,Эмийн сан,Энэрэл номт ХХК,CHD-10
2665,,,Point,106.906029,47.936893,Эмийн сан,“НДАБ” ХХК /,CHD-10
2666,,,Point,106.905745,47.937042,Эмийн сан,“Эрдэнэсуварга” ХХК,CHD-10
2667,,,Point,106.911311,47.939762,Эмийн сан,Нарны хээ ХХК,CHD-11
2668,,,Point,106.902089,47.945466,Эмийн сан,Өнөр болор буян ХХК,CHD-12
2669,,,Point,106.902133,47.946906,Эмийн сан,СУБД ЗБН СУБД-3,CHD-12
2670,,,Point,106.901221,47.943248,Эмийн сан,Ган сөд ХХК,CHD-11
2671,,,Point,106.897593,47.948077,Эмийн сан,Болорфарм ХХК,CHD-12
2672,,,Point,106.913646,47.950469,Эмийн сан,Дексттун ХХК,CHD-14
2673,,,Point,106.913573,47.948252,Эмийн сан,Ургамалмандал ХХК,CHD-13
2674,,,Point,106.913309,47.947381,Эмийн сан,Сайхан хангай-2,CHD-13
2675,,,Point,106.913106,47.94728,Эмийн сан,Ивээлтгуа ХХК,CHD-13
2676,,,Point,106.91398,47.946596,Эмийн сан,Байгал-Эх,CHD-13
2677,,,Point,106.897091,47.915194,Эмийн сан,Мөнхийн тун мед ХХК,SBD-5
2678,,,Point,106.91482,47.954733,Эмийн сан,Ачлал ХХК,CHD-14
2679,,,Point,106.897705,47.960419,Эмийн сан,СУБД-2 ЗБН ХХК,CHD-15
2680,,,Point,106.889465,47.965079,Эмийн сан,Арвижих шар булаг ХХК,CHD-16
2681,,,Point,106.917018,47.968457,Эмийн сан,Ариун монгол,CHD-18
2682,,,Point,106.916971,47.968344,Эмийн сан,Нарны чулуу трейд ХХК,CHD-18
2683,,,Point,106.917084,47.965226,Эмийн сан,Скарлет ХХК,CHD-18
2684,,,Point,106.90415,47.971883,Эмийн сан,Мана бэлдмэл ХХК,CHD-18
2685,,,Point,106.916303,48.016943,Эмийн сан,Ти Жэй ХХК,CHD-19
2686,,,Point,106.93875,47.925974,Эмийн сан,Саргун-асрангуй ХХК,BZD-1
2687,,,Point,106.932939,47.926805,Эмийн сан,Дөтгэрэл ХХК,BZD-1
2688,,,Point,106.940196,47.926811,Эмийн сан,Их өндөр цахир ХХК,BZD-1
2689,,,Point,106.939246,47.926198,Эмийн сан,Цасан цагаан ХХК,BZD-1
2690,,,Point,106.933904,47.923303,Эмийн сан,МЭИК ХХК,BZD-1
2691,,,Point,106.944801,47.927537,Эмийн сан,ТОДББ ХХК,BZD-2
2692,,,Point,106.946199,47.92742,Эмийн сан,Монгол бүйлс фарм ХХК,BZD-2
2693,,,Point,106.945778,47.926919,Эмийн сан,Би Жи Си Би Баялаг ХХК,BZD-2
2694,,,Point,106.947347,47.925013,Эмийн сан,Монос Улаанбаатар ХХК,BZD-2
2695,,,Point,106.933761,47.931972,Эмийн сан,Гүн ам ХХК,BZD-2
2696,,,Point,106.938813,47.928331,Эмийн сан,Хонгор-Алтай ХХК,BZD-2
2697,,,Point,106.932406,47.934589,Эмийн сан,Зүртбаян ХХК,BZD-27
2698,,,Point,106.942144,47.920259,Эмийн сан,“Диггер” ХХК,BZD-3
2699,,,Point,106.888219,47.912605,Эмийн сан,Дашмаг-Эх ХХК,BGD-3
2700,,,Point,106.937127,47.920624,Эмийн сан,Монфа трейд ХХК,BZD-3
2701,,,Point,106.936784,47.919937,Эмийн сан,Монос УБ ХХК Монос-2,BZD-3
2702,,,Point,106.935218,47.921652,Эмийн сан,Монос Улаанбаатар ХХК,BZD-3
2703,,,Point,106.945805,47.920193,Эмийн сан,Сүвэн-Уул ХХК,BZD-4
2704,,,Point,106.946043,47.919894,Эмийн сан,Шинэшила ХХК,BZD-4
2705,,,Point,106.946467,47.92277,Эмийн сан,Ундрам хан хангай ХХК,BZD-4
2706,,,Point,106.951043,47.921774,Эмийн сан,Санцо мед ХХК,BZD-4
2707,,,Point,106.965136,47.916951,Эмийн сан,Хүдэрбаян ХХК,BZD-22
2708,,,Point,106.966405,47.917344,Эмийн сан,Сэрсома ХХК,BZD-22
2709,,,Point,106.956535,47.920176,Эмийн сан,Мөнххишиг фарм ХХК,BZD-5
2710,,,Point,106.958653,47.921525,Эмийн сан,Мөнх оюу цацрал ХХК,BZD-5
2711,,,Point,106.955104,47.920578,Эмийн сан,Намуун оч фарм ХХК,BZD-5
2712,,,Point,106.965765,47.928447,Эмийн сан,Алтайн гуулин ХХК Ганга МД,BZD-5
2713,,,Point,106.964341,47.92371,Эмийн сан,“Зайггол” ХХК,BZD-5
2714,,,Point,106.930911,47.913075,Эмийн сан,Төхөм ХХК,BZD-6
2715,,,Point,106.9332,47.917051,Эмийн сан,Тайгам фарм-2  ХХК,BZD-6
2716,,,Point,106.931152,47.914313,Эмийн сан,Шинэ-Алтан газар ХХК,BZD-6
2717,,,Point,106.930077,47.918084,Эмийн сан,Хансүмбэр Медикал ХХК,BZD-6
2718,,,Point,106.933356,47.917499,Эмийн сан,Линкфарм ХХК,BZD-6
2719,,,Point,106.933153,47.917224,Эмийн сан,Тэнүүнфарм ХХК,BZD-6
2720,,,Point,106.934106,47.9168,Эмийн сан,,BZD-6
2721,,,Point,106.933881,47.91311,Эмийн сан,Монфа бадаан ХХК,BZD-6
2722,,,Point,106.932176,47.913145,Эмийн сан,Утос Хейлткейр ХХК,BZD-6
2723,,,Point,106.930876,47.916577,Эмийн сан,Хорго Үжин эс,BZD-6
2724,,,Point,106.93793,47.912952,Эмийн сан,Өндөрхайрхан дулаан ХХК,BZD-18
2725,,,Point,106.937069,47.912597,Эмийн сан,Гоо баян,BZD-25
2726,,,Point,106.944493,47.925506,Эмийн сан,Батраш Сансар ХХК,BZD-7
2727,,,Point,106.958443,47.918063,Эмийн сан,Их шүүдэргэнэ ХХК,BZD-5
2728,,,Point,106.945196,47.922744,Эмийн сан,Монгол фарм ХХК,BZD-7
2729,,,Point,106.942735,47.923621,Эмийн сан,Дамин ХХК,BZD-7
2730,,,Point,106.997706,47.917041,Эмийн сан,Аньсны амт ХХК,BZD-8
2731,,,Point,106.975338,47.91536,Эмийн сан,Энто ХХК,BZD-8
2732,,,Point,106.984782,47.918363,Эмийн сан,Бэтүла ХХК,BZD-8
2733,,,Point,106.981739,47.918147,Эмийн сан,Гамбатрейд ХХК,BZD-8
2734,,,Point,106.994725,47.915256,Эмийн сан,БЭБДЭ ХХК,BZD-8
2735,,,Point,106.974919,47.915097,Эмийн сан,Ану ундрал ХХК,BZD-8
2736,,,Point,107.006052,47.934758,Эмийн сан,Хулст толгой ХХК,BZD-9
2737,,,Point,106.960881,47.919938,Эмийн сан,"EMCH engineering ""Хаппи фарм""",BZD-5
2738,,,Point,107.013739,47.906309,Эмийн сан,Жаран цөнгөрөг ХХК,BZD-10
2739,,,Point,107.01319,47.906791,Эмийн сан,Бүжинлхам ХХК,BZD-10
2740,,,Point,107.016877,47.906457,Эмийн сан,Өү Би Ди Эй ХХК,BZD-10
2741,,,Point,107.016691,47.90652,Эмийн сан,Монос Улаанбаатар ХХК Амгалан,BZD-10
2742,,,Point,107.114174,47.87376,Эмийн сан,Бодиз ур ХХК,BZD-11
2743,,,Point,107.1048,47.881262,Эмийн сан,Эвлүүн ХХК,BZD-11
2744,,,Point,107.068242,47.888463,Эмийн сан,Монос Баянзүрх,BZD-11
2745,,,Point,107.073522,47.886898,Эмийн сан,МЭИК ХХК,BZD-11
2746,,,Point,106.976547,47.911,Эмийн сан,Натураль хеалть стар ХХК-ний эмийн сан,BZD-12
2747,,,Point,106.928217,47.905539,Эмийн сан,Дөрвөнцаглашгүй фарм ХХК,BZD-26
2748,,,Point,106.982089,47.911977,Эмийн сан,ЦЛД ХХК,BZD-12
2749,,,Point,107.003274,47.911063,Эмийн сан,Монос УБ ХХК,BZD-12
2750,,,Point,107.000177,47.912623,Эмийн сан,“Аагфарм” ХХК,BZD-12
2751,,,Point,106.988112,47.912247,Эмийн сан,“Сүвэнуул” ХХК,BZD-12
2752,,,Point,106.988448,47.912365,Эмийн сан,Гамбатрейд /БЗД-12/,BZD-12
2753,,,Point,106.938611,47.917605,Эмийн сан,Ач фарм трейд ХХК,BZD-15
2754,,,Point,106.96316,47.916262,Эмийн сан,МЭИК ХХК           Фарммаркет-9,BZD-13
2755,,,Point,106.968632,47.91524,Эмийн сан,Сэрүүний-Эх ХХК,BZD-13
2756,,,Point,106.944205,47.914036,Эмийн сан,Монфарм ХХК,BZD-14
2757,,,Point,106.947556,47.916051,Эмийн сан,Эдванс Хелд интернейшнл ХХК - Өрнөх тэнгэр ХХК,BZD-14
2758,,,Point,106.95823,47.909157,Эмийн сан,Тулгаватт ХХК,BZD-14
2759,,,Point,106.952025,47.917259,Эмийн сан,Гамба трейд ХХК,BZD-14
2760,,,Point,106.943841,47.910996,Эмийн сан,Ганга тагшин ХХК,BZD-14
2761,,,Point,106.951905,47.912685,Эмийн сан,Цэнзээ ХХК,BZD-14
2762,,,Point,106.953703,47.912175,Эмийн сан,Бага артын энгэр ХХК,BZD-14
2763,,,Point,106.950787,47.913002,Эмийн сан,Зууны дэвшил ХХК,BZD-14
2764,,,Point,106.945619,47.916546,Эмийн сан,Эрүүл тайван ХХК,BZD-14
2765,,,Point,106.946141,47.909244,Эмийн сан,Есөнцагаан  үндэс ХХК,BZD-14
2766,,,Point,106.948566,47.915823,Эмийн сан,Итгэл жам фарм ХХК,BZD-14
2767,,,Point,106.955342,47.91677,Эмийн сан,Монос ХХК Монос Ачлал,BZD-14
2768,,,Point,106.950825,47.912312,Эмийн сан,Хүслэн капитал ХХК,BZD-14
2769,,,Point,106.954049,47.912132,Эмийн сан,Нандий пэл ХХК,BZD-14
2770,,,Point,106.945946,47.90926,Эмийн сан,МЭИК ХХК,BZD-14
2771,,,Point,106.94515,47.918272,Эмийн сан,Хүрмэн Зүүн хүрээ,BZD-14
2772,,,Point,106.945216,47.915709,Эмийн сан,,BZD-14
2773,,,Point,106.947926,47.915957,Эмийн сан,Монос УБ - Халдварт 18,BZD-14
2774,,,Point,106.935911,47.917186,Эмийн сан,Жатум ХХК Ундрах,BZD-15
2775,,,Point,106.935839,47.917061,Эмийн сан,Монфа трейд ХХК Монфа сакатоник,BZD-15
2776,,,Point,106.937627,47.918075,Эмийн сан,YES ХХКний Заяа-2,BZD-15
2777,,,Point,106.941789,47.918527,Эмийн сан,Азифарма ХХК,BZD-15
2778,,,Point,106.984179,47.919925,Эмийн сан,Аньс-16 ХХК,BZD-16
2779,,,Point,106.974197,47.917023,Эмийн сан,Хүрмэн-3 ХХК,BZD-16
2780,,,Point,106.974182,47.916368,Эмийн сан,Монос УБ - Офицер,BZD-16
2781,,,Point,106.974349,47.916327,Эмийн сан,МЭИК Фарммаркет ХХК,BZD-16
2782,,,Point,106.973967,47.91838,Эмийн сан,МЭИК Фарммаркет ХХК,BZD-16
2783,,,Point,106.981964,47.920048,Эмийн сан,Төгсбуян цогцлохуй ХХК,BZD-16
2784,,,Point,106.979213,47.923573,Эмийн сан,Гамба трейд,BZD-16
2785,,,Point,106.979181,47.922784,Эмийн сан,Календула,BZD-16
2786,,,Point,106.982875,47.923475,Эмийн сан,Алтайн увдас ХХК,BZD-16
2787,,,Point,106.94078,47.911371,Эмийн сан,Эм Эй Кей Эйч ХХК,BZD-18
2788,,,Point,106.938857,47.981903,Эмийн сан,Хайрхан-Одхийморь ХХК,SBD-16
2789,,,Point,106.943527,47.914264,Эмийн сан,Гурван үр ХХК,BZD-18
2790,,,Point,106.943488,47.914153,Эмийн сан,Интерфарм ХХК,BZD-18
2791,,,Point,106.942098,47.914649,Эмийн сан,Монос Хавдар ХХК,BZD-18
2792,,,Point,106.940116,47.914376,Эмийн сан,“Еврофарм”  ХХК,BZD-18
2793,,,Point,106.941325,47.911576,Эмийн сан,Эйндромеда ХХК,BZD-18
2794,,,Point,107.139265,47.925038,Эмийн сан,Гэгээн увидас ХХК,BZD-20
2795,,,Point,106.932286,47.949867,Эмийн сан,Ач есөн энх ХХК,BZD-21
2796,,,Point,106.932198,47.949982,Эмийн сан,Тана-Үжин ХХК,BZD-21
2797,,,Point,106.934075,47.954917,Эмийн сан,,BZD-21
2798,,,Point,106.96964,47.92574,Эмийн сан,Цогт наран ХХК,BZD-22
2799,,,Point,106.964021,47.918919,Эмийн сан,Гүнтулга ХХК,BZD-22
2800,,,Point,106.965563,47.933411,Эмийн сан,Жинзай жапан ХХК,BZD-22
2801,,,Point,106.968084,47.924271,Эмийн сан,Азын найман зоос ХХК,BZD-22
2802,,,Point,107.032901,47.92108,Эмийн сан,Наранзул ХХК,BZD-23
2803,,,Point,107.034777,47.918363,Эмийн сан,Хүрэл сугар ХХК,BZD-23
2804,,,Point,107.033991,47.917218,Эмийн сан,Төгс идэр жавхлан ХХК,BZD-23
2805,,,Point,107.037392,47.91302,Эмийн сан,Нахиа импекс ХХК,BZD-23
2806,,,Point,106.987249,47.926433,Эмийн сан,Жэба ХХК Ану-2 2,BZD-24
2807,,,Point,106.933047,47.91065,Эмийн сан,Шүүдэр-Ач ХХК,BZD-25
2808,,,Point,106.9321,47.911959,Эмийн сан,Хүчитдөрвөн арслан ХХК,BZD-25
2809,,,Point,106.931816,47.911554,Эмийн сан,Лав ХХК,BZD-25
2810,,,Point,106.931862,47.911076,Эмийн сан,МХЦО ХХК,BZD-25
2811,,,Point,106.937552,47.909834,Эмийн сан,Астрафарм ХХК,BZD-25
2812,,,Point,106.937801,47.909758,Эмийн сан,ОБАЛ ХХК,BZD-25
2813,,,Point,106.933936,47.90521,Эмийн сан,Монос Ботаник ХХК,BZD-26
2814,,,Point,106.943099,47.90639,Эмийн сан,Бүжинлхам  ХХК,BZD-26
2815,,,Point,106.942506,47.906292,Эмийн сан,Навчит нахиа ХХК,BZD-26
2816,,,Point,106.946675,47.90639,Эмийн сан,Стар фарм ХХК,BZD-26
2817,,,Point,106.930114,47.904176,Эмийн сан,Супер тун ХХК,BZD-26
2818,,,Point,106.930266,47.901031,Эмийн сан,Монос-Улаанбаатар ХХК-ний Монос-Энканто,BZD-26
2819,,,Point,106.947105,47.911998,Эмийн сан,Үрэл Оюу фарм ХХК,BZD-14
2820,,,Point,106.940391,47.904522,Эмийн сан,Палома ХХК Зуун наст-3,BZD-26
2821,,,Point,106.941171,47.903145,Эмийн сан,Цахиур төмөр агар ХХК Агарфарм-Нарлаг,BZD-26
2822,,,Point,106.942109,47.903049,Эмийн сан,Од медикал ХХК,BZD-26
2823,,,Point,106.934736,47.904051,Эмийн сан,Орионфарм ХХК,BZD-26
2824,,,Point,106.935499,47.906188,Эмийн сан,Их шүүдэргэнэ фарма ХХК,BZD-26
2825,,,Point,106.930817,47.903913,Эмийн сан,Ирээдүй фарм ХХК,BZD-26
2826,,,Point,106.93053,47.90545,Эмийн сан,Хөх-Огтрого ХХК,BZD-26
2827,,,Point,106.93162,47.941416,Эмийн сан,ТБЖ,BZD-27
2828,,,Point,107.07883,47.915936,Эмийн сан,Төгс идэр жавхлан ХХК,BZD-28
2829,,,Point,107.054189,47.915391,Эмийн сан,Алтанмэлмий ХХК,BZD-28
2830,,,Point,106.911327,47.90545,Эмийн сан,Закира фарм ХХК,HUD-1
2831,,,Point,106.909124,47.903606,Эмийн сан,Мойлфарм ХХК,HUD-1
2832,,,Point,106.901367,47.899353,Эмийн сан,Тавин-Ус ХХК,HUD-2
2833,,,Point,106.901373,47.900575,Эмийн сан,Гэви ХХК,HUD-2
2834,,,Point,106.899898,47.899651,Эмийн сан,Лаббо ХХК,HUD-2
2835,,,Point,106.90239,47.902845,Эмийн сан,Агар фарм-120 ХХК,HUD-2
2836,,,Point,106.893116,47.898059,Эмийн сан,Хишигт шандас ХХК,HUD-3
2837,,,Point,106.881111,47.89454,Эмийн сан,Декстун ХХК,HUD-2
2838,,,Point,106.896441,47.891815,Эмийн сан,Хэрлэнфарм ХХК,HUD-2
2839,,,Point,106.898338,47.893655,Эмийн сан,Уламжлалт анагаахын ш/у корпораци ХХК,HUD-15
2840,,,Point,106.895525,47.898109,Эмийн сан,Инжирбумба ХХК Цахирам,HUD-3
2841,,,Point,106.891283,47.897172,Эмийн сан,Энэрлийн тэнгэр ХХК,HUD-3
2842,,,Point,106.897544,47.898621,Эмийн сан,Азифарма ХХК,HUD-3
2843,,,Point,106.888099,47.902638,Эмийн сан,ТҮАН ХХК,HUD-3
2844,,,Point,106.89798,47.898624,Эмийн сан,"Батрашфарм ХХК ""Батраш""",HUD-3
2845,,,Point,106.873554,47.895795,Эмийн сан,АйВиКо-Интернэшнл  ХХК,HUD-3
2846,,,Point,106.889891,47.897627,Эмийн сан,Сорогзай ХХК,HUD-3
2847,,,Point,106.85177,47.880826,Эмийн сан,Эрхэт бум ХХК,HUD-4
