id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Нэр,Хаяг
2233,,,Point,106.95808,47.983387,Эмийн сан,Түвшин фарм,SBD-16
2234,,,Point,106.932716,47.96825,Эмийн сан,АЮН,SBD-16
2235,,,Point,106.915945,47.927931,Эмийн сан,Арвижих халиун,SBD-6
2236,,,Point,106.909204,47.902124,Эмийн сан,Си энд Эл,HUD-2
2237,,,Point,106.909979,47.903845,Эмийн сан,Анар эсс,HUD-2
2238,,,Point,106.896005,47.896129,Эмийн сан,Гамба трейд-3,HUD-3
2239,,,Point,106.889279,47.900776,Эмийн сан,Уранханд,HUD-3
2240,,,Point,106.908142,47.895339,Эмийн сан,Талын их сондор,HUD-11
2241,,,Point,106.909366,47.903619,Эмийн сан,Мөнхийн хийморь Золбоо,HUD-1
2242,,,Point,106.918417,47.901346,Эмийн сан,Түвшин орд,HUD-1
2243,,,Point,106.933849,47.894725,Эмийн сан,Нахиа маршал,HUD-11
2244,,,Point,106.909192,47.894028,Эмийн сан,Чодбацо.ХХК,HUD-11
2245,,,Point,106.80851,47.86688,Эмийн сан,Ган аньст эс,HUD-6
2246,,,Point,106.81076,47.868464,Эмийн сан,Их халзан бүргэдэй,HUD-6
2247,,,Point,106.810951,47.869404,Эмийн сан,Буйлан нуур,HUD-6
2248,,,Point,106.810779,47.867065,Эмийн сан,Алтан шимт,HUD-6
2249,,,Point,106.819047,47.870616,Эмийн сан,Лимбийн эрээн,HUD-5
2250,,,Point,106.76359,47.866919,Эмийн сан,Ориг нуур,HUD-9
2251,,,Point,106.760658,47.86851,Эмийн сан,Нахиа нисэх,HUD-9
2252,,,Point,106.881319,47.902481,Эмийн сан,Тосон аньс,HUD-3
2253,,,Point,106.880551,47.901362,Эмийн сан,Бүтээгч плазма,HUD-3
2254,,,Point,106.86264,47.900127,Эмийн сан,Ди Юу Ди,HUD-3
2255,,,Point,106.708318,47.785515,Эмийн сан,Ариун чиг,HUD-14
2256,,,Point,106.707892,47.787805,Эмийн сан,Догдлол,HUD-14
2257,,,Point,106.896914,47.890017,Эмийн сан,Хулжийн бүрд,HUD-15
2258,,,Point,106.918599,47.900685,Эмийн сан,Доктор тун - Анар номин трейд,HUD-15
2259,,,Point,106.678488,47.845298,Эмийн сан,Баянсонгино,HUD-12
2260,,,Point,106.901579,47.919148,Эмийн сан,Богд ар оол,CHD-2
2261,,,Point,106.903021,47.921479,Эмийн сан,МЭИК фарммаркет,CHD-5
2262,,,Point,106.898759,47.915957,Эмийн сан,Евро фарм,CHD-2
2263,,,Point,106.899901,47.918748,Эмийн сан,Тунамал фарм,CHD-2
2264,,,Point,106.902917,47.919304,Эмийн сан,Толбот хайтан тун,CHD-2
2265,,,Point,106.896566,47.90077,Эмийн сан,Нахиа энх,HUD-3
2266,,,Point,106.890946,47.899052,Эмийн сан,Закира,HUD-3
2267,,,Point,106.889529,47.902006,Эмийн сан,Бадаан фарм,HUD-3
2268,,,Point,106.873401,47.896753,Эмийн сан,Монора,HUD-3
2269,,,Point,106.909929,47.925652,Эмийн сан,Шинэ даль,CHD-6
2270,,,Point,106.906706,47.925757,Эмийн сан,ЭНхнаран хулан,CHD-6
2271,,,Point,106.897159,47.962513,Эмийн сан,Нөмөрт,CHD-15
2272,,,Point,106.897272,47.962295,Эмийн сан,Тод билэг,CHD-15
2273,,,Point,106.907916,47.952412,Эмийн сан,Ворлд Куалити,CHD-13
2274,,,Point,106.90428,47.971493,Эмийн сан,Гладиалиус,CHD-18
2275,,,Point,106.888005,47.943324,Эмийн сан,Хажуу худаг,CHD-7
2276,,,Point,106.932552,47.94942,Эмийн сан,Хаш,BZD-21
2277,,,Point,106.906572,47.917601,Эмийн сан,МЭИК Фарммаркет-2 ХХК,CHD-3
2278,,,Point,106.835111,47.911916,Эмийн сан,Монос хархорин ХХК,SHD-17
2279,,,Point,106.886866,47.912389,Эмийн сан,Сэмбэрүү ХХК,BGD-1
2280,,,Point,106.886286,47.912636,Эмийн сан,Жикүжи ХХК,BGD-1
2281,,,Point,106.886614,47.903587,Эмийн сан,Хэрлэн фарм ХХК,BGD-1
2282,,,Point,106.882809,47.914262,Эмийн сан,Хэлси харт ХХК,BGD-1
2283,,,Point,106.88288,47.91269,Эмийн сан,Өлзий Дэн ХХК,BGD-1
2284,,,Point,106.889408,47.903484,Эмийн сан,Сүүнзам өргөө ХХК,BGD-1
2285,,,Point,106.885785,47.912895,Эмийн сан,“Мөнгөнүүрэгт” ХХК,BGD-1
2286,,,Point,106.885105,47.911926,Эмийн сан,Шүрэн завъяа ХХК,BGD-1
2287,,,Point,106.889258,47.903489,Эмийн сан,Франтра ХХК,BGD-1
2288,,,Point,106.887182,47.903592,Эмийн сан,"Ариун монгол ХХК ""Армон 2""",BGD-1
2289,,,Point,106.88431,47.912121,Эмийн сан,Тавин-Ус Богд-Ар ХХК,BGD-1
2290,,,Point,106.887559,47.915072,Эмийн сан,Жавхлант байгаль вуудс ХХК,BGD-2
2291,,,Point,106.883654,47.913223,Эмийн сан,Монос төмөрзам,BGD-1
2292,,,Point,106.889272,47.915182,Эмийн сан,Маналын рашаан ХХК,BGD-2
2293,,,Point,106.894459,47.911487,Эмийн сан,Төхөм ХХК,BGD-3
2294,,,Point,106.890234,47.912596,Эмийн сан,Монос Ган зам ХХК,BGD-3
2295,,,Point,106.890745,47.909752,Эмийн сан,Аллергосмелл ХХК,BGD-3
2296,,,Point,106.902096,47.906466,Эмийн сан,Эн Би энд Ди Би ХХК Оранже,BGD-3
2297,,,Point,106.900688,47.90647,Эмийн сан,Нинжнаваг  ХХК,BGD-3
2298,,,Point,106.903185,47.905771,Эмийн сан,"Амгай-Ойл ХХК ""Мөнгөн""",BGD-3
2299,,,Point,106.888199,47.913693,Эмийн сан,Зүртбаян ХХК,BGD-3
2300,,,Point,106.904627,47.905739,Эмийн сан,Баясах төрх ХХК,BGD-3
2301,,,Point,106.878023,47.920206,Эмийн сан,Тэнүүнгоо ХХК,BGD-19
2302,,,Point,106.879215,47.914258,Эмийн сан,Палома ХХК Зуун наст фармаци,BGD-4
2303,,,Point,106.876625,47.909887,Эмийн сан,Хелсивитамин ХХК,BGD-4
2304,,,Point,106.877777,47.912565,Эмийн сан,Энто ХХК,BGD-4
2305,,,Point,106.865142,47.912191,Эмийн сан,Лакилайн фарм ХХК,BGD-4
2306,,,Point,106.877268,47.910333,Эмийн сан,Буянт баялаг тэс ХХК,BGD-4
2307,,,Point,106.870663,47.911723,Эмийн сан,Эмт ус ХХК,BGD-4
2308,,,Point,106.862157,47.916084,Эмийн сан,Оор согой ХХК,BGD-5
2309,,,Point,106.857465,47.913587,Эмийн сан,,BGD-5
2310,,,Point,106.857699,47.913638,Эмийн сан,Долмалин ХХК,BGD-5
2311,,,Point,106.858608,47.913711,Эмийн сан,Белладонна ХХК,BGD-5
2312,,,Point,106.859935,47.912813,Эмийн сан,Ач-Үр ХХК,BGD-5
2313,,,Point,106.860235,47.915077,Эмийн сан,Мөнхийн тун ХХК,BGD-5
2314,,,Point,106.860199,47.915396,Эмийн сан,Монос,BGD-5
2315,,,Point,106.863572,47.913052,Эмийн сан,Агьфарм ХХК,BGD-5
2316,,,Point,106.855973,47.913526,Эмийн сан,Вестмед ХХК,BGD-5
2317,,,Point,106.859281,47.914898,Эмийн сан,Монфа трейд ХХК,BGD-5
2318,,,Point,106.866006,47.912433,Эмийн сан,Мөнххишиг фарм ХХК,BGD-5
2319,,,Point,106.860553,47.912415,Эмийн сан,Оргилфарм ХХК,BGD-5
2320,,,Point,106.862682,47.915305,Эмийн сан,“Монгол хьюнд фарм” ХХК,BGD-5
2321,,,Point,106.86028,47.914708,Эмийн сан,Бүтээгч плазма ХХК,BGD-5
2322,,,Point,106.863736,47.91413,Эмийн сан,Сузуфарм ХХК,BGD-5
2323,,,Point,106.860144,47.915928,Эмийн сан,МЭИК ХХК,BGD-5
2324,,,Point,106.867127,47.913154,Эмийн сан,Сэврэй фарм ХХК,BGD-5
2325,,,Point,106.855489,47.913962,Эмийн сан,Тавин Ус ХХК,BGD-5
2326,,,Point,106.861842,47.916079,Эмийн сан,Энх Өгөөж Арвижих ХХК,BGD-5
2327,,,Point,106.867927,47.913043,Эмийн сан,Хос цэцэгс ХХК Зүтгэл энх,BGD-5
2328,,,Point,106.867833,47.915411,Эмийн сан,Их шүүдэргэнэ БХХ,BGD-6
2329,,,Point,106.876208,47.91517,Эмийн сан,Их шүүдэргэнэ Ариунаа 2,BGD-6
2330,,,Point,106.869051,47.914587,Эмийн сан,,BGD-5
2331,,,Point,106.870047,47.914796,Эмийн сан,Хараадайн хүч ХХК,BGD-6
2332,,,Point,106.858693,47.915978,Эмийн сан,Ачтан элит ХХК,BGD-6
2333,,,Point,106.862878,47.915961,Эмийн сан,МЭИК ХХК,BGD-5
2334,,,Point,106.867412,47.916137,Эмийн сан,Монос-10,BGD-6
2335,,,Point,106.85963,47.920583,Эмийн сан,Цогсүм ХХК,BGD-7
2336,,,Point,106.86554,47.920669,Эмийн сан,Ёлын оргил ХХК Вансэмбэрүү,BGD-7
2337,,,Point,106.856869,47.919755,Эмийн сан,Мөнхийн тун ХХК,BGD-7
2338,,,Point,106.856057,47.920553,Эмийн сан,Монос Улаанбаатар ХХК,BGD-7
2339,,,Point,106.85694,47.919714,Эмийн сан,Эс Жи Ти ХХК,BGD-7
2340,,,Point,106.864428,47.918523,Эмийн сан,Интермакро ХХК,BGD-7
2341,,,Point,106.85668,47.918813,Эмийн сан,Би Ти Эс Энержи ХХК,BGD-7
2342,,,Point,106.855754,47.920109,Эмийн сан,Цаа-Од ХХК,BGD-7
2343,,,Point,106.856995,47.919675,Эмийн сан,МЭИК ХХК,BGD-7
2344,,,Point,106.856728,47.918818,Эмийн сан,ОТЭСО ХХК,BGD-7
2345,,,Point,106.874455,47.920088,Эмийн сан,Маралтуяа ХХК,BGD-8
2346,,,Point,106.867597,47.91867,Эмийн сан,"Астрафарм ХХК ""Наран""",BGD-8
2347,,,Point,106.87467,47.921974,Эмийн сан,Ууганзол ХХК,BGD-8
2348,,,Point,106.874651,47.922339,Эмийн сан,Тун-Эрдэнэ фарм ХХК,BGD-8
2349,,,Point,106.978071,47.91282,Эмийн сан,Аньсны-Амт ХХК,BZD-8
2350,,,Point,106.995563,47.919273,Эмийн сан,Еврофарм ХХК,BZD-8
2351,,,Point,106.974769,47.91509,Эмийн сан,Хөх цахилдаг ХХК,BZD-8
2352,,,Point,106.871524,47.921989,Эмийн сан,Око импекс ХХК,BGD-8
2353,,,Point,106.863554,47.924175,Эмийн сан,Тод Алтай ХХК,BGD-9
2354,,,Point,106.997185,47.919673,Эмийн сан,Монос УБ ХХК Монос-15,BZD-8
2355,,,Point,106.890639,47.92421,Эмийн сан,Монос эх нялхас,BGD-11
2356,,,Point,106.891381,47.924294,Эмийн сан,Өрнөх тэнгэр ХХК,BGD-11
2357,,,Point,106.88867,47.926578,Эмийн сан,Мөнхийн тун ХХК,BGD-11
2358,,,Point,106.886625,47.928029,Эмийн сан,“Асгатын өгөөж” ХХК Дархан хангай,BGD-11
2359,,,Point,106.876788,47.930419,Эмийн сан,Уст дулаан хайрхан ХХК,BGD-11
2360,,,Point,106.886379,47.927625,Эмийн сан,Сити Энержи ХХК,BGD-11
2361,,,Point,106.889139,47.925334,Эмийн сан,Мон-Интра ХХК,BGD-11
2362,,,Point,106.889968,47.92467,Эмийн сан,Хаанфарм ХХК,BGD-11
2363,,,Point,106.879182,47.925404,Эмийн сан,Ази фарм ХХК,BGD-12
2364,,,Point,106.881161,47.92768,Эмийн сан,Соён өргөө ХХК,BGD-12
2365,,,Point,106.881363,47.927286,Эмийн сан,“Солч” ХХК,BGD-12
2366,,,Point,106.880268,47.925946,Эмийн сан,Астелла ХХК Асгат-Уул,BGD-12
2367,,,Point,106.881151,47.928694,Эмийн сан,Гишүүнэ фарм ХХК,BGD-12
2368,,,Point,106.879049,47.925219,Эмийн сан,Буйгал ХХК,BGD-12
2369,,,Point,106.880529,47.925432,Эмийн сан,Монос Улаанбаатар ХХК Бичил,BGD-12
2370,,,Point,106.874489,47.924691,Эмийн сан,Хаадын тун ХХК,BGD-13
2371,,,Point,106.867276,47.922812,Эмийн сан,Хүрмэн ХХК,BGD-13
2372,,,Point,106.876176,47.923091,Эмийн сан,Зүтгэл фарм ХХК,BGD-14
2373,,,Point,106.867621,47.922772,Эмийн сан,Фирст ХХК,BGD-13
2374,,,Point,106.880576,47.924906,Эмийн сан,Уян мандал ХХК,BGD-14
2375,,,Point,106.878548,47.923043,Эмийн сан,Хүч фарм ХХК,BGD-14
2376,,,Point,106.88745,47.92581,Эмийн сан,Бэришфарм ХХК Даш-2,BGD-15
2377,,,Point,106.892121,47.923717,Эмийн сан,Асгаттрейд Мед ХХК,BGD-16
2378,,,Point,106.890132,47.922689,Эмийн сан,Лав ХХК,BGD-17
2379,,,Point,106.888523,47.91809,Эмийн сан,Ти Эй Эм Ай ХХК,BGD-17
2380,,,Point,106.890435,47.918964,Эмийн сан,Энто ХХК,BGD-17
2381,,,Point,106.888542,47.91801,Эмийн сан,Мөнхийн тун ХХК,BGD-17
2382,,,Point,106.889999,47.92288,Эмийн сан,Азифарма ХХК,BGD-17
2383,,,Point,106.888315,47.921901,Эмийн сан,Шидэт-Эрдэнэ ХХК,BGD-17
2384,,,Point,106.884588,47.918547,Эмийн сан,Эм Би Би Жэй ХХК,BGD-18
2385,,,Point,106.884996,47.919375,Эмийн сан,Хай грейд ХХК,BGD-18
2386,,,Point,106.883692,47.920283,Эмийн сан,Дорнод Монгол полимет ХХК,BGD-18
2387,,,Point,106.887362,47.922742,Эмийн сан,Нони ХХК,BGD-18
2388,,,Point,106.887341,47.921391,Эмийн сан,МЭИК ХХК,BGD-18
2389,,,Point,106.802681,47.910499,Эмийн сан,Азифарма ХХК,SHD-18
2390,,,Point,106.942491,47.916645,Эмийн сан,Тэрмэстийн өгөөж ХХК,BZD-15
2391,,,Point,106.881556,47.920949,Эмийн сан,Бэдэргарав ням ХХК,BGD-18
2392,,,Point,106.886859,47.922742,Эмийн сан,Урлан фарм ХХК,BGD-18
2393,,,Point,106.885488,47.922725,Эмийн сан,Умич пара ХХК,BGD-18
2394,,,Point,106.877893,47.922053,Эмийн сан,Ач фарм трейд ХХК,BGD-19
2395,,,Point,106.879552,47.919625,Эмийн сан,“Батзэгст” ХХК,BGD-19
2396,,,Point,106.853869,47.912402,Эмийн сан,Эс Би фарм ХХК,BGD-20
2397,,,Point,106.799501,47.908093,Эмийн сан,Өлзийдөл ХХК,BGD-20
2398,,,Point,106.844095,47.911363,Эмийн сан,Эс Эс Эс Ти ХХК,BGD-20
2399,,,Point,106.844616,47.911431,Эмийн сан,Хонхлой БГБХ,BGD-20
2400,,,Point,106.801034,47.907986,Эмийн сан,Нуган ХХК То доктор,BGD-20
2401,,,Point,106.836473,47.910384,Эмийн сан,Мөнх түшээ ХХК,BGD-20
2402,,,Point,106.83987,47.911321,Эмийн сан,Сайхан сүмбэр ХХК,BGD-20
2403,,,Point,107.160631,47.928794,Эмийн сан,Эрүүл хүн саруул ирээдүй ХХК,BZD-20
2404,,,Point,106.846349,47.911851,Эмийн сан,Монос Улаанбаатар ХХК Өнөр,BGD-20
2405,,,Point,106.857515,47.923529,Эмийн сан,Ундрах од фарм ХХК,BGD-21
2406,,,Point,106.874959,47.931504,Эмийн сан,Тулгатун фарм ХХК,BGD-22
2407,,,Point,107.033146,47.917837,Эмийн сан,Маралхангай ХХК,BZD-23
2408,,,Point,107.035547,47.907998,Эмийн сан,Хаппифарм ХХК,BZD-23
2409,,,Point,106.883175,47.937974,Эмийн сан,“Туушинсав” ХХК,BGD-23
2410,,,Point,106.937353,47.910311,Эмийн сан,Грийн мед ХХК,BZD-25
2411,,,Point,106.937299,47.910173,Эмийн сан,Сэрүүний-Эх ХХК,BZD-25
2412,,,Point,106.942342,47.909656,Эмийн сан,Цэнд манал ХХК,BZD-25
2413,,,Point,106.932641,47.904719,Эмийн сан,Солонго хараа ХХК,BZD-26
2414,,,Point,106.945854,47.904329,Эмийн сан,ЖЖМЖ фарм  ХХК,BZD-26
2415,,,Point,106.941268,47.90351,Эмийн сан,Цацраг фарм ХХК,BZD-26
2416,,,Point,106.771363,47.915374,Эмийн сан,Бишрэлт манал ХХК,SHD-1
2417,,,Point,106.72154,47.997332,Эмийн сан,Дансранжав ХХК,SHD-1
2418,,,Point,106.765671,47.920807,Эмийн сан,Толгойт,SHD-1
2419,,,Point,106.766063,47.934624,Эмийн сан,Аръяатхан ХХК,SHD-2
2420,,,Point,106.781717,47.919002,Эмийн сан,Аржү ХХК,SHD-2
2421,,,Point,106.780051,47.915948,Эмийн сан,Төглөөн ХХК,SHD-2
2422,,,Point,106.790453,47.920167,Эмийн сан,Батчингүрэн ХХК Увидаст,SHD-3
2423,,,Point,106.800495,47.920158,Эмийн сан,Монос  ХХК,SHD-4
2424,,,Point,106.818583,47.937713,Эмийн сан,БМИБТ ХХК Идэр,SHD-5
2425,,,Point,106.815234,47.937114,Эмийн сан,Манал гоо ХХК,SHD-5
2426,,,Point,106.815339,47.94021,Эмийн сан,Урансөд ХХК,SHD-5
2427,,,Point,106.811814,47.92221,Эмийн сан,Амгалан нуур ХХК,SHD-27
2428,,,Point,106.819713,47.932594,Эмийн сан,Долоон бурхан цог ХХК,SHD-6
2429,,,Point,106.818481,47.920363,Эмийн сан,Мөнх номин мед ХХК,SHD-6
2430,,,Point,106.818908,47.930767,Эмийн сан,Эзлэн баатар ХХК,SHD-6
2431,,,Point,106.818685,47.931121,Эмийн сан,Шарга ажнай ХХК,SHD-6
2432,,,Point,106.817356,47.923058,Эмийн сан,Телемедик ХХК,SHD-6
2433,,,Point,106.818261,47.928857,Эмийн сан,Энхжинфарм ХХК,SHD-6
2434,,,Point,106.81752,47.920171,Эмийн сан,Астелла ХХК,SHD-6
2435,,,Point,106.813223,47.942323,Эмийн сан,Эс Эс Эйч Өү ХХК,SHD-7
2436,,,Point,106.8244,47.946141,Эмийн сан,Амур,SHD-7
2437,,,Point,106.825841,47.954259,Эмийн сан,Эко оюу мед ХХК,SHD-7
2438,,,Point,106.818672,47.941974,Эмийн сан,Төгслобби ХХК,SHD-7
2439,,,Point,106.826464,47.955021,Эмийн сан,Мөнгөн тойроот ХХК,SHD-8
2440,,,Point,106.826806,47.956204,Эмийн сан,Наран өгөөж хайрхан ХХК Арвин тан,SHD-8
2441,,,Point,106.826248,47.953238,Эмийн сан,Монос-Улаанбаатар ХХК Баянхошуу,SHD-8
2442,,,Point,106.826505,47.954103,Эмийн сан,Ди Эс И Эй Би Ай ХХК Ирмүүн-Аз,SHD-8
2443,,,Point,106.827366,47.960302,Эмийн сан,Орхон сарнай фарм ХХК,SHD-9
2444,,,Point,106.825861,47.954069,Эмийн сан,,SHD-7
2445,,,Point,106.838179,47.959923,Эмийн сан,Түмэн тана эмийн сан,SHD-9
2446,,,Point,106.837939,47.958924,Эмийн сан,Дулаанхайрхан трейд ХХК,SHD-9
2447,,,Point,106.838955,47.960359,Эмийн сан,Хөх цахилдаг ХХК,SHD-10
2448,,,Point,106.859507,47.950592,Эмийн сан,Агьнан ХХК Цахирмаа 2,SHD-11
2449,,,Point,106.850938,47.95407,Эмийн сан,Тавин-Ус ХХК,SHD-11
2450,,,Point,106.860094,47.950345,Эмийн сан,Тодбилэг эрдэнэ ХХК,SHD-11
2451,,,Point,106.853907,47.915315,Эмийн сан,Бат ган эрдэнэ ХХК,SHD-12
2452,,,Point,106.851978,47.914116,Эмийн сан,Тэс хөхий ХХК,SHD-12
2453,,,Point,106.851417,47.913689,Эмийн сан,Маналцогт ХХК,SHD-12
2454,,,Point,106.853873,47.915935,Эмийн сан,Марс-2 ХХК,SHD-12
2455,,,Point,106.853739,47.9163,Эмийн сан,Тунамал ХХК,SHD-12
2456,,,Point,106.853998,47.913542,Эмийн сан,Таван шар од ХХК,SHD-12
2457,,,Point,106.852188,47.913459,Эмийн сан,Ихэр тана ХХК,SHD-12
2458,,,Point,106.846305,47.915266,Эмийн сан,Монос Мөнхжин ХХК,SHD-13
2459,,,Point,106.847429,47.914306,Эмийн сан,“Скайсийфарм” ХХК,SHD-13
2460,,,Point,106.847521,47.914313,Эмийн сан,Анужин-ач ХХК,SHD-13
2461,,,Point,106.848779,47.915902,Эмийн сан,Торгон туул ХХК Хунчир,SHD-13
2462,,,Point,106.846497,47.913154,Эмийн сан,Акай интернэйшнл ХХК,SHD-13
2463,,,Point,106.845149,47.915109,Эмийн сан,Хос мөнхгал ХХК,SHD-14
2464,,,Point,106.842859,47.912622,Эмийн сан,Хөгжил нуурын булаг ХХК,SHD-14
2465,,,Point,106.843169,47.914138,Эмийн сан,Тарваган шийр ХХК,SHD-14
2466,,,Point,106.843022,47.912418,Эмийн сан,Уан дирекшин ЗБН,SHD-14
2467,,,Point,106.839233,47.912176,Эмийн сан,Экситномин ХХК,SHD-15
2468,,,Point,106.840502,47.912258,Эмийн сан,Еврофарм ХХК  Хархорин салбар,SHD-15
2469,,,Point,106.838534,47.91371,Эмийн сан,Бишрэлт-Асгат ХХК,SHD-15
2470,,,Point,106.83684,47.91221,Эмийн сан,Мэйк ХХК Фарммаркет-4,SHD-16
2471,,,Point,106.83237,47.91169,Эмийн сан,Медвико Мегатус  ХХК,SHD-17
2472,,,Point,106.817328,47.920795,Эмийн сан,Монос Содон,SHD-6
2473,,,Point,106.847422,47.954458,Эмийн сан,Монос Жанцан,SHD-11
2474,,,Point,106.904605,47.905697,Эмийн сан,Монос Наран фарммаркет,BGD-3
2475,,,Point,106.813744,47.910439,Эмийн сан,Золбаян Арвижих ХХК,SHD-18
2476,,,Point,106.803457,47.90984,Эмийн сан,Цаа од 5 шар ХХК,SHD-18
2477,,,Point,106.812106,47.910239,Эмийн сан,МЭИК Фарммаркет-6,SHD-18
2478,,,Point,106.817656,47.919725,Эмийн сан,Азифарма ХХК,SHD-6
2479,,,Point,106.802703,47.911517,Эмийн сан,Өсөхшагай ХХК,SHD-18
2480,,,Point,106.809278,47.910278,Эмийн сан,Хүчит хувьсал ХХК,SHD-18
2481,,,Point,106.816385,47.9205,Эмийн сан,Оол энх фарм ХХК,SHD-19
2482,,,Point,106.812826,47.920939,Эмийн сан,Бэришзул ХХК,SHD-19
2483,,,Point,106.81207,47.920468,Эмийн сан,Цогт ээж ХХК,SHD-19
2484,,,Point,106.819418,47.917933,Эмийн сан,Оюутфарм ХХК,SHD-19
2485,,,Point,106.779793,47.910649,Эмийн сан,Мон-Адонис ХХК,SHD-20
2486,,,Point,106.792754,47.908217,Эмийн сан,Ариун тан ХХК,SHD-20
2487,,,Point,106.784512,47.906809,Эмийн сан,Монос Улаанбаатар ХХК,SHD-20
2488,,,Point,106.551895,48.068834,Эмийн сан,Цонхлонбүрэн фарм ХХК,SHD-21
2489,,,Point,106.698288,47.920112,Эмийн сан,Мөнхгүндэл ХХК Цэлмэг,SHD-22
2490,,,Point,106.750549,47.915455,Эмийн сан,Бадрангуй үйлс ХХК,SHD-22
2491,,,Point,106.696574,47.930447,Эмийн сан,“Шанхат” ХХК,SHD-22
2492,,,Point,106.74366,47.920993,Эмийн сан,Шилмэл мөнх фарм ХХК,SHD-22
2493,,,Point,106.750433,47.91564,Эмийн сан,,SHD-22
2494,,,Point,106.83063,47.918345,Эмийн сан,Мөнх орлого ХХК,SHD-23
2495,,,Point,106.80963,47.92446,Эмийн сан,Тод марал ХХК,SHD-27
2496,,,Point,106.818179,47.918618,Эмийн сан,Оюут фарм ХХК,SHD-19
2497,,,Point,106.828214,47.976998,Эмийн сан,Мөнх хориулт ХХК Тэмүүлэл,SHD-25
2498,,,Point,106.829047,47.970637,Эмийн сан,Бат-Ойгон ХХК Булган оюу,SHD-25
2499,,,Point,106.827693,47.987917,Эмийн сан,Рубин од ХХК,SHD-25
2500,,,Point,106.827689,47.987103,Эмийн сан,Төртзанги ХХК,SHD-25
2501,,,Point,106.793519,47.932026,Эмийн сан,Од Аюур фарм ХХК,SHD-26
2502,,,Point,106.793279,47.933191,Эмийн сан,Тэнүүнхүү  ХХК,SHD-26
2503,,,Point,106.811859,47.921632,Эмийн сан,Билэг дэлгэрэх далай 2 зэрэглэлийн эмийн сан,SHD-27
2504,,,Point,106.810965,47.925857,Эмийн сан,Барсукор ХХК,SHD-27
2505,,,Point,106.860699,47.95064,Эмийн сан,Аръяатхан ХХК,SHD-28
2506,,,Point,106.860618,47.95068,Эмийн сан,Астелла ХХК,SHD-28
2507,,,Point,106.853026,47.953798,Эмийн сан,Шилийн шонхор ХХК,SHD-28
2508,,,Point,106.851731,47.954097,Эмийн сан,Мон Ургамал эко ХХК,SHD-28
2509,,,Point,106.829255,47.912359,Эмийн сан,Нинжнаваг ХХК,SHD-29
2510,,,Point,106.821294,47.912921,Эмийн сан,Сэнгэцагаан хад ХХК,SHD-29
2511,,,Point,106.821031,47.91116,Эмийн сан,Торгонтуул ХХК  Гэгээ,SHD-29
2512,,,Point,106.821762,47.911204,Эмийн сан,Мөнхжин ундрах ХХК,SHD-29
2513,,,Point,106.827731,47.912093,Эмийн сан,Арцатфарм ХХК,SHD-29
2514,,,Point,106.846916,47.923118,Эмийн сан,Тод тун ХХК,SHD-31
2515,,,Point,106.632648,47.890349,Эмийн сан,Урлан фарм ХХК,SHD-32
2516,,,Point,106.794235,47.920954,Эмийн сан,Астрафарм,SHD-3
2517,,,Point,106.82062,47.911043,Эмийн сан,Их шүүдэргэнэ,SHD-29
2518,,,Point,106.829508,47.969081,Эмийн сан,Наран өгөөж хайрхан ХХК,SHD-25
2519,,,Point,106.806554,47.970581,Эмийн сан,"Наран өгөөж хайрхан ХХК ""Ачит",SHD-24
2520,,,Point,106.812528,47.921654,Эмийн сан,НОБО 2,SHD-27
2521,,,Point,106.817097,47.930061,Эмийн сан,"Торгонтуул ХХК ""Намуун""",SHD-5
2522,,,Point,106.832865,47.915925,Эмийн сан,Тунбилэг,SHD-30
2523,,,Point,106.851643,47.91409,Эмийн сан,Хос Хун Трейд,SHD-12
2524,,,Point,106.869739,47.923497,Эмийн сан,"Батбямба ХХК ""Даш""",BGD-13
2525,,,Point,106.889116,47.924823,Эмийн сан,"Баянгол мед ХХК ""Баянгол эм""",BGD-11
2526,,,Point,106.85905,47.920978,Эмийн сан,"Хангарьд фарм ХХК ""Хангарьд""",BGD-7
2527,,,Point,106.879578,47.912803,Эмийн сан,Хүрмэн ТЗ,BGD-4
2528,,,Point,106.92804,47.916467,Эмийн сан,Золофарм ххк,SBD-1
2529,,,Point,106.926988,47.916427,Эмийн сан,Төгстанфарм ХХК,SBD-1
2530,,,Point,106.904299,47.91172,Эмийн сан,Буман сан ХХК,SBD-3
2531,,,Point,106.905228,47.911813,Эмийн сан,,SBD-3
2532,,,Point,106.92874,47.91712,Эмийн сан,Царам тэнгэр,SBD-1
2533,,,Point,106.926717,47.91789,Эмийн сан,Ионсей найрамдал эмнэлэг ХХК,SBD-1
2534,,,Point,106.926516,47.914535,Эмийн сан,Медмонгол ХХК,SBD-1
2535,,,Point,106.928059,47.912473,Эмийн сан,Моносговь ХХК,SBD-1
2536,,,Point,106.925702,47.916402,Эмийн сан,Отгонбуянт хүрээ ХХК,SBD-1
2537,,,Point,106.922332,47.916292,Эмийн сан,Сөүлсэниорс товер ХХК,SBD-1
2538,,,Point,106.928137,47.916578,Эмийн сан,Эвт хүч ХХК,SBD-1
2539,,,Point,106.751406,47.915733,Эмийн сан,Чинсэргэг ХХК,SHD-1
2540,,,Point,106.737638,47.927388,Эмийн сан,Цогт-ээж ХХК,SHD-1
2541,,,Point,106.923614,47.917423,Эмийн сан,Өлзийдэн ХХК,SBD-1
