id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Автобусны дугаар,Нэр
13220,,,Point,106.778999,47.856382,Автобусны буудал,"М11, ХО1 Туул тосгон, ХО Өлзийт, ХО Био",ИНЕГ
13221,,,Point,106.777317,47.856208,Автобусны буудал,"М11, ХО1 Туул тосгон, ХО Өлзийт, ХО Био",Нисэхийн дэнж
13222,,,Point,106.776775,47.856327,Автобусны буудал,"М11, ХО1 Туул тосгон, ХО Өлзийт, ХО Био",Нисэхийн дэнж
13223,,,Point,106.785509,47.868305,Автобусны буудал,М22,Яармагийн дэнж
13224,,,Point,106.785701,47.868334,Автобусны буудал,М22,Яармагийн дэнж
13225,,,Point,106.806692,47.872926,Автобусны буудал,"М8, М49",ЯАРМАГИЙН ЭЦЭС
13226,,,Point,106.806503,47.86768,Автобусны буудал,"М8, М49",Яармагийн хуучин эцэс
13227,,,Point,106.806673,47.867572,Автобусны буудал,"М8, М49",Яармагийн хуучин эцэс
13228,,,Point,106.804831,47.863355,Автобусны буудал,"М11, ХО1 Туул тосгон, ХО Өлзийт, ХО Био",60-р сургууль
13229,,,Point,106.803782,47.863201,Автобусны буудал,"М11, ХО1 Туул тосгон, ХО Өлзийт, ХО Био",60-р сургууль
13230,,,Point,106.811869,47.865463,Автобусны буудал,"М8, М11, М49, ХО1 Туул тосгон, ХО Өлзийт, ХО Био",Эмнэлэгийн буудал
13231,,,Point,106.810673,47.865276,Автобусны буудал,"М8, М11, М49, ХО1 Туул тосгон, ХО Өлзийт, ХО Био",Эмнэлэгийн буудал
13232,,,Point,106.82028,47.868038,Автобусны буудал,"М8, М11, М49, ХО1 Туул тосгон, ХО Өлзийт, ХО Био",Яармагийн 3-р буудал
13233,,,Point,106.818864,47.867762,Автобусны буудал,"М8, М11, М49, ХО1 Туул тосгон, ХО Өлзийт, ХО Био",Яармагийн 3-р буудал
13234,,,Point,106.826544,47.869959,Автобусны буудал,"М8, М11, М49, ХО1 Туул тосгон, ХО Өлзийт, ХО Био",Яармагийн 2-р буудал
13235,,,Point,106.825779,47.86982,Автобусны буудал,"М8, М11, М49, ХО1 Туул тосгон, ХО Өлзийт, ХО Био",Яармагийн 2-р буудал
13236,,,Point,106.858924,47.881583,Автобусны буудал,"М8, М11, М49, ХО1 Туул тосгон, ХО Өлзийт, ХО Био",Хүүшийн зоорь
13237,,,Point,106.859164,47.881915,Автобусны буудал,"М8, М11, М49, ХО1 Туул тосгон, ХО Өлзийт, ХО Био",Хүүшийн зоорь
13238,,,Point,106.833915,47.872153,Автобусны буудал,"М8, М11, М49, ХО1 Туул тосгон, ХО Өлзийт, ХО Био",Яармагийн 1-р буудал
13239,,,Point,106.833411,47.872153,Автобусны буудал,"М8, М11, М49, ХО1 Туул тосгон, ХО Өлзийт, ХО Био",Яармагийн 1-р буудал
13240,,,Point,106.873341,47.89562,Автобусны буудал,"М3, М12, М12А, М29, М38, М49",Барилга угсралтын компани
13241,,,Point,106.872432,47.89601,Автобусны буудал,"М3, М12, М12А, М19Б, М29, М38, М49",Барилга угсралтын компани
13242,,,Point,106.867127,47.898973,Автобусны буудал,"М3, М29, М38",ТЭЦ3
13243,,,Point,106.880458,47.894591,Автобусны буудал,"М3, М8, М11, М12, М19Б, М29,  М38, ХО Өлзийт, ХО Био, ХО1 Туул тосгон",Эрэл компани
13244,,,Point,106.87952,47.894438,Автобусны буудал,"М3, М8, М11, М12, М19А, М19Б, М29,  М38, ХО Өлзийт, ХО Био, ХО1 Туул тосгон",Эрэл компани
13245,,,Point,106.883866,47.893945,Автобусны буудал,"М45, М51",Мишээл экспо
13246,,,Point,106.884261,47.896747,Автобусны буудал,Т6,БММЗ
13247,,,Point,106.890979,47.898127,Автобусны буудал,"М3, М8, М11, М12, М19Б, М29, М38, М45, М51, Т6, ХО Өлзийт, ХО Био, ХО1 Туул тосгон",Авто засварын төв
13248,,,Point,106.889654,47.897901,Автобусны буудал,"М3, М8, М11, М12, М19А, М29,  М38, М45, М51, Т6, ХО Өлзийт, ХО Био, ХО1 Туул тосгон",Таван богд компани
13249,,,Point,106.898148,47.898867,Автобусны буудал,"М3, М8, М11, М12, М19Б, М29, М38, М45, М51, Т6, ХО Өлзийт, ХО Био, ХО1 Туул тосгон",Ажилчдын соёлын төв
13250,,,Point,106.899654,47.89908,Автобусны буудал,"М3, М8, М11, М12, М19А, М29, М38, М45, М51, Т6, ХО Өлзийт, ХО Био, ХО1 Туул тосгон",Ажилчдын соёлын төв
13251,,,Point,106.910418,47.901688,Автобусны буудал,"М3, М7, М8, М11, М19Б, М29, М33, М38, М43, М45, М51, Т6, ХО Өлзийт, ХО Био, ХО1 Туул тосгон",Төв цэнгэлдэх хүрээлэн
13252,,,Point,106.909958,47.901365,Автобусны буудал,"М3, М7, М8, М11, М12, М19А, М29, М33, М38, М43, М45, М51, Т6, ХО Өлзийт, ХО Био, ХО1 Туул тосгон",120 мянгат
13253,,,Point,106.917736,47.904131,Автобусны буудал,М45,Төв цэнгэлдэх хүрээлэн
13254,,,Point,106.915388,47.904261,Автобусны буудал,М45,Төв цэнгэлдэх хүрээлэн
13255,,,Point,106.924098,47.904571,Автобусны буудал,М45,Жаргалан хотхон
13256,,,Point,106.923183,47.904318,Автобусны буудал,М45,Худалдаа аж үйлдвэрийн тэнхим
13257,,,Point,106.908429,47.894945,Автобусны буудал,"М7, М12, М33, М43",MCS-ын буудал
13258,,,Point,106.908507,47.895635,Автобусны буудал,"М7, М12, М33, М43",Оргил рашаан сувилал
13259,,,Point,106.910776,47.88648,Автобусны буудал,"М7, М12, М43",Хөдөө аж ахуйн их сургууль
13260,,,Point,106.910941,47.886706,Автобусны буудал,"М7, М12, М33, М43",Хөдөө аж ахуйн их сургууль
13261,,,Point,106.911001,47.88348,Автобусны буудал,"М7, М12, М43",32-р сургууль
13262,,,Point,106.912616,47.881643,Автобусны буудал,"М7, М12, М33, М43",Зөвлөлтийн дайчдын хөшөөний буудал
13263,,,Point,106.911601,47.87705,Автобусны буудал,"М7, М12, М33, М43",ЗАЙСАН
13264,,,Point,106.857556,47.900645,Автобусны буудал,"М12, М19Б, М49",Мотобуудлага спортын төв
13265,,,Point,106.857794,47.900525,Автобусны буудал,"М12, М19Б, М49",Мотобуудлага спортын төв
13266,,,Point,106.787119,47.857135,Автобусны буудал,ХО Өлзийт,Сонсголонгийн уулзвар
13267,,,Point,106.787207,47.857337,Автобусны буудал,ХО Өлзийт,Сонсголонгийн уулзвар
13268,,,Point,106.783508,47.828678,Автобусны буудал,ХО Өлзийт,Яармагийн шалган бүртгэх товчоо
13269,,,Point,106.784228,47.828918,Автобусны буудал,ХО Өлзийт,Яармагийн шалган бүртгэх товчоо
13270,,,Point,106.746654,47.788703,Автобусны буудал,ХО Өлзийт,Айдсын даваа
13271,,,Point,106.746839,47.788799,Автобусны буудал,ХО Өлзийт,Айдсын даваа
13272,,,Point,106.717312,47.782009,Автобусны буудал,ХО Өлзийт,Өлзийтийн 2-р буудал
13273,,,Point,106.716902,47.782072,Автобусны буудал,ХО Өлзийт,Өлзийтийн 2-р буудал
13274,,,Point,106.710018,47.784629,Автобусны буудал,ХО Өлзийт,Өлзийтийн 1-р буудал
13275,,,Point,106.709656,47.784658,Автобусны буудал,ХО Өлзийт,Өлзийтийн 1-р буудал
13276,,,Point,106.915733,47.886946,Автобусны буудал,М33,Танктай хөшөө
13277,,,Point,106.916656,47.882195,Автобусны буудал,М33,Америк сургууль
13278,,,Point,106.925796,47.918098,Автобусны буудал,"M1, M4, М14, М20, M21, M23,M27, M38,M13,M32,М35, ХО Налайх, ХО Ургах наран, ХО Хужирбулан, ХО Городок, ХО Шарга морьт, Т2, Т4, Т5, Т6",МУБИС
13279,,,Point,106.922568,47.92938,Автобусны буудал,"М7, М34, М40, М42, М46, М50, М51, ХО Шарга морьт",Үндэсний шуудан
13280,,,Point,106.804765,47.920902,Автобусны буудал,,
13281,,,Point,106.806676,47.920866,Автобусны буудал,,
13282,,,Point,106.815558,47.941939,Автобусны буудал,,
13283,,,Point,106.816134,47.942451,Автобусны буудал,,
13284,,,Point,106.833988,47.955572,Автобусны буудал,,
13285,,,Point,106.834987,47.955277,Автобусны буудал,,
13286,,,Point,106.853127,47.953324,Автобусны буудал,,
13287,,,Point,106.851355,47.954204,Автобусны буудал,,
13288,,,Point,106.859678,47.95075,Автобусны буудал,,
13289,,,Point,106.858959,47.951275,Автобусны буудал,,
13290,,,Point,106.869015,47.946148,Автобусны буудал,,
13291,,,Point,106.869774,47.945605,Автобусны буудал,,
13292,,,Point,106.91405,47.948165,Автобусны буудал,,
13293,,,Point,106.917113,47.961657,Автобусны буудал,,
13294,,,Point,106.916744,47.961277,Автобусны буудал,,
13295,,,Point,106.911634,47.969573,Автобусны буудал,,
13296,,,Point,106.910661,47.969973,Автобусны буудал,,
13297,,,Point,106.881262,47.990262,Автобусны буудал,,
13298,,,Point,106.92047,47.98003,Автобусны буудал,,
13299,,,Point,106.921244,47.980555,Автобусны буудал,,
13300,,,Point,106.923585,47.983454,Автобусны буудал,,
13301,,,Point,106.924203,47.983991,Автобусны буудал,,
13302,,,Point,106.925099,47.988657,Автобусны буудал,,
13303,,,Point,106.925419,47.989387,Автобусны буудал,,
13304,,,Point,106.937216,47.980253,Автобусны буудал,,
13305,,,Point,106.939118,47.982146,Автобусны буудал,,
13306,,,Point,106.939953,47.982566,Автобусны буудал,,
13307,,,Point,106.930916,47.972036,Автобусны буудал,,
13308,,,Point,106.930533,47.971284,Автобусны буудал,,
13309,,,Point,106.930795,47.965474,Автобусны буудал,,
13310,,,Point,106.93094,47.965,Автобусны буудал,,
13311,,,Point,106.933451,47.960392,Автобусны буудал,,
13312,,,Point,106.933473,47.959739,Автобусны буудал,,
13313,,,Point,106.878897,47.962202,Автобусны буудал,,
13314,,,Point,106.878279,47.962769,Автобусны буудал,,
13315,,,Point,106.828372,47.963502,Автобусны буудал,,
13316,,,Point,106.828723,47.964094,Автобусны буудал,,
13317,,,Point,106.82767,47.989903,Автобусны буудал,,
13318,,,Point,106.825838,47.994777,Автобусны буудал,,
13319,,,Point,106.825977,47.995563,Автобусны буудал,,
13320,,,Point,106.825501,47.998663,Автобусны буудал,,
13321,,,Point,106.816854,47.962766,Автобусны буудал,,
13322,,,Point,106.816656,47.9635,Автобусны буудал,,
13323,,,Point,106.81166,47.967396,Автобусны буудал,,
13324,,,Point,106.811011,47.968002,Автобусны буудал,,
13325,,,Point,106.803263,47.980597,Автобусны буудал,,
13326,,,Point,106.801848,47.987893,Автобусны буудал,,
13327,,,Point,106.811412,47.935844,Автобусны буудал,,
13328,,,Point,106.811281,47.934865,Автобусны буудал,,
13329,,,Point,106.811495,47.93254,Автобусны буудал,,
13330,,,Point,106.811336,47.93162,Автобусны буудал,,
13331,,,Point,106.809878,47.927987,Автобусны буудал,,
13332,,,Point,106.8104,47.928419,Автобусны буудал,,
13333,,,Point,106.739817,47.911796,Автобусны буудал,,
13334,,,Point,106.735297,47.910449,Автобусны буудал,,
13335,,,Point,106.734772,47.910051,Автобусны буудал,,
13336,,,Point,106.731831,47.907268,Автобусны буудал,,
13337,,,Point,106.731007,47.907128,Автобусны буудал,,
13338,,,Point,106.725104,47.905825,Автобусны буудал,,
13339,,,Point,106.724123,47.906134,Автобусны буудал,,
13340,,,Point,106.719684,47.906814,Автобусны буудал,,
13341,,,Point,106.718713,47.907144,Автобусны буудал,,
13342,,,Point,106.713385,47.908663,Автобусны буудал,,
13343,,,Point,106.712848,47.909287,Автобусны буудал,,
13344,,,Point,106.709699,47.911516,Автобусны буудал,,
13345,,,Point,106.709285,47.912093,Автобусны буудал,,
13346,,,Point,106.706017,47.914372,Автобусны буудал,,
13347,,,Point,106.705425,47.914993,Автобусны буудал,,
13348,,,Point,106.700224,47.918215,Автобусны буудал,,
13349,,,Point,106.699638,47.918849,Автобусны буудал,,
13350,,,Point,106.695974,47.921084,Автобусны буудал,,
13351,,,Point,106.695397,47.921726,Автобусны буудал,,
13352,,,Point,106.691588,47.925065,Автобусны буудал,,
13353,,,Point,106.691274,47.925751,Автобусны буудал,,
13354,,,Point,106.686953,47.930528,Автобусны буудал,,
13355,,,Point,106.686631,47.931232,Автобусны буудал,,
13356,,,Point,106.682556,47.93597,Автобусны буудал,,
13357,,,Point,106.912077,47.949855,Автобусны буудал,,
13358,,,Point,106.889656,47.965083,Автобусны буудал,,
13359,,,Point,106.888962,47.965502,Автобусны буудал,,
13360,,,Point,106.886534,47.966811,Автобусны буудал,,
13361,,,Point,106.880229,47.969414,Автобусны буудал,,
13362,,,Point,106.879643,47.96985,Автобусны буудал,,
13363,,,Point,106.87265,47.972734,Автобусны буудал,,
13364,,,Point,106.965472,47.933262,Автобусны буудал,,
13365,,,Point,106.96798,47.938402,Автобусны буудал,,
13366,,,Point,106.967303,47.937585,Автобусны буудал,,
13367,,,Point,106.969385,47.943,Автобусны буудал,,
13368,,,Point,106.969727,47.943514,Автобусны буудал,,
13369,,,Point,106.968596,47.949253,Автобусны буудал,,
13370,,,Point,106.968442,47.949817,Автобусны буудал,,
13371,,,Point,106.963063,47.953465,Автобусны буудал,,
13372,,,Point,106.962806,47.953997,Автобусны буудал,,
13373,,,Point,106.9505,47.954049,Автобусны буудал,,
13374,,,Point,106.951109,47.954475,Автобусны буудал,,
