id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Нэр
1854,,,Point,106.889829,47.925584,Эмнэлэг,Эх хүүхдийн эрүүл мэндийн үндэсний төв
1855,,,Point,106.928136,47.93116,Эмнэлэг,СБД-ийн ЭМТ
1856,,,Point,106.929251,47.930357,Эмнэлэг,СБД-ийн нэгдсэн эмнэлэг ААТҮГ
1857,,,Point,106.901596,47.913593,Эмнэлэг,"Нийслэлийн ""Хүрээ"" амаржих газар ТБАГУТҮГ"
1858,,,Point,106.928014,47.917344,Эмнэлэг,"Нийслэлийн ""Өргөө"" амаржих газар ТБАГУТҮГ"
1859,,,Point,106.926999,47.915491,Эмнэлэг,Нийслэлийн тvргэн тусламжийн тeв
1860,,,Point,106.892871,47.89782,Эмнэлэг,ХУД-ийн ЭМТ
1861,,,Point,106.967157,47.916779,Эмнэлэг,Цэргийн төв эмнэлэг
1862,,,Point,106.963977,47.918808,Эмнэлэг,БЗД-ийн нэгдсэн эмнэлэг
1863,,,Point,106.968182,47.914748,Эмнэлэг,Нийслэлийн Амгалан амаржих газар ТБАГУТҮГ
1864,,,Point,106.914413,47.923366,Эмнэлэг,ЧД-ийн ЭМТ
1865,,,Point,106.913964,47.925553,Эмнэлэг,ЧД-ийн нэгдсэн эмнэлэг
1866,,,Point,106.884327,47.920013,Эмнэлэг,БГД-ийн ЭМТ
1867,,,Point,106.857042,47.914647,Эмнэлэг,Улсын гуравдугаар төв эмнэлэг
1868,,,Point,106.964779,47.917674,Эмнэлэг,Энэрэл эмнэлэг
1869,,,Point,106.857245,47.919527,Эмнэлэг,Гэмтэл согог сэргээн засах клиникийн эмнэлэг
1870,,,Point,106.846504,47.915245,Эмнэлэг,СХД-ийн ЭМТ
1871,,,Point,106.812487,47.920441,Эмнэлэг,СХД-ийн Нэгдсэн эмнэлэг
1872,,,Point,106.795017,47.907624,Эмнэлэг,Наркологийн эмнэлэг
1873,,,Point,106.838529,47.914305,Эмнэлэг,Уламжлалт Анагаах Ухааны Элэг судлалын клиник тeв
1874,,,Point,106.914519,47.921551,Эмнэлэг,Тeрийн тусгай албан хаагчдын нэгдсэн эмнэлэг
1875,,,Point,106.941457,47.914406,Эмнэлэг,Хавдар судлалын тeв
1876,,,Point,106.945254,47.914759,Эмнэлэг,Халдварт eвчин судлалын vндэсний тeв
1877,,,Point,106.876963,47.913487,Эмнэлэг,Улаанбаатар тeмeр замын төв эмнэлэг
1878,,,Point,106.923774,47.916263,Эмнэлэг,Улсын нэгдүгээр төв эмнэлэг
1879,,,Point,106.914006,47.893834,Эмнэлэг,Сэргээн засах клиникийн эмнэлэг
1880,,,Point,106.924254,47.917101,Эмнэлэг,Шүүхийн шинжилгээний үндэсний хүрээлэн
1881,,,Point,106.878646,47.917761,Эмнэлэг,Хүүхдийн төв сувилал
1882,,,Point,106.93767,47.91964,Эмнэлэг,Улсын хоёрдугаар төв эмнэлэг
1883,,,Point,106.832795,47.868211,Эмнэлэг,ХУД-ийн нэгдсэн эмнэлэг
1884,,,Point,106.925468,47.925907,Эмнэлэг,Сэргээн засах үндэсний төв
1885,,,Point,106.927231,47.936093,Эмнэлэг,Арьсны өвчин судлалын үндэсний төв
1886,,,Point,107.009709,47.933668,Эмнэлэг,Сэтгэцийн эрүүл мэндийн үндэсний төв
1887,,,Point,107.24541,47.769868,Эмнэлэг,НД нэгдсэн эмнэлэг
1888,,,Point,106.945223,47.922703,Эмнэлэг,БЗД-ийн ЭМТ
1889,,,Point,106.94113,47.921573,Эмнэлэг,Нийслэлийн Шүд Эрүү Нүүрний Төв
1890,,,Point,107.435569,47.351049,Эмнэлэг,БХД-ийн ЭМТ
1891,,,Point,108.372372,47.784864,Эмнэлэг,БНД-ийн ЭМТ
1892,,,Point,106.894473,47.899255,Эмнэлэг,Хүүхдийн клиник сувилал дөрөв ТБАГУТҮГ
1893,,,Point,106.97763,47.918579,Эмнэлэг,Хүүхдийн клиник сувилал дөч ТБАГУТҮГ
1894,,,Point,106.813548,47.911589,Эмнэлэг,Хүүхдийн клиник сувилал дөчин нэг ТБАГУТҮГ
1895,,,Point,107.162557,47.811653,Эмнэлэг,Хонхор тосгоны эрүүл мэндийн төв ТБАГУТҮГ
1896,,,Point,106.562153,47.753475,Эмнэлэг,Туул тосгоны эрүүл мэндийн төв
1897,,,Point,107.25351,47.769266,Эмнэлэг,НД ЭМТ
1898,,,Point,107.15647,47.927277,Эмнэлэг,Гачуурт тосгоны эрүүл мэндийн төв
1899,,,Point,106.648281,48.124378,Эмнэлэг,Жаргалант тосгоны эрүүл мэндийн төв
