id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Эхлэл,Төгсгөл,Замын ангилал,Нэр
88183,,,Polygon,106.878668,47.901677,Авто зам,,,Явган зам,188
88184,,,Polygon,106.886672,47.89782,Авто зам,,,Туслах зам,
88185,,,Polygon,106.878865,47.927803,Авто зам,,,Хороолол доторх зам,
88186,,,Polygon,106.882535,47.927415,Авто зам,,,Хороолол доторх зам,
88187,,,Polygon,106.881115,47.927599,Авто зам,,,Хороолол доторх зам,
88188,,,Polygon,106.884286,47.918073,Авто зам,,,Хороолол доторх зам,
88189,,,Polygon,106.882283,47.917971,Авто зам,,,Хороолол доторх зам,
88190,,,Polygon,106.86968,47.922978,Авто зам,,,Хороолол доторх зам,
88191,,,Polygon,106.885507,47.893267,Авто зам,,,Хороолол доторх зам,188
88192,,,Polygon,106.886619,47.918121,Авто зам,,,,
88193,,,Polygon,106.886977,47.925875,Авто зам,,,Хороолол доторх зам,
88194,,,Polygon,106.881385,47.913244,Авто зам,,,Хороолол доторх зам,
88195,,,Polygon,106.883759,47.915174,Авто зам,Тээврийн сургуулийн урд талбай,,,
88196,,,Polygon,106.887725,47.915352,Авто зам,,,Хороолол доторх зам,
88197,,,Polygon,106.886261,47.917546,Авто зам,,,Хороолол доторх зам,
88198,,,MultiPolygon,106.879523,47.926139,Авто зам,,,Хороолол доторх зам,
88199,,,Polygon,106.897141,47.901804,Авто зам,,,Хороолол доторх зам,
88200,,,Polygon,106.882333,47.924808,Авто зам,,,Хороолол доторх зам,
88201,,,Polygon,106.871003,47.919035,Авто зам,,,Хороолол доторх зам,
88202,,,Polygon,106.886168,47.923421,Авто зам,,,Хороолол доторх зам,
88203,,,Polygon,106.870277,47.9244,Авто зам,,,Хороолол доторх зам,188
88204,,,Polygon,106.868995,47.924562,Авто зам,,,Хороолол доторх зам,
88205,,,Polygon,106.904662,47.901553,Авто зам,,,Хороолол доторх зам,188
88206,,,Polygon,106.91644,47.924665,Авто зам,"5-р сургуулийн урд талын уулзвараас БНАСАУ, Германы элчин сайдын яамдын урдуур зүүн тийш Бага тойруу хүртэл",,,Нэгдсэн Үндэсний гудамж
88207,,,Polygon,106.870278,47.923644,Авто зам,,,Хороолол доторх зам,188
88208,,,Polygon,106.872653,47.923487,Авто зам,,,Хороолол доторх зам,
88209,,,Polygon,106.867513,47.925789,Авто зам,,,Хороолол доторх зам,188
88210,,,Polygon,106.865685,47.925665,Авто зам,,,Туслах зам,188
88211,,,Polygon,106.879673,47.920329,Авто зам,,,Хороолол доторх зам,
88212,,,Polygon,106.889663,47.922501,Авто зам,,,Хороолол доторх зам,
88213,,,Polygon,106.889745,47.922084,Авто зам,,,Хороолол доторх зам,
88214,,,Polygon,106.88627,47.922561,Авто зам,,,Туслах зам,
88215,,,Polygon,106.865782,47.918476,Авто зам,Чингүнжавын гудамжнаас баруун тийш,Ард Аюушийн өргөн чөлөө хүртэл,Туслах зам,Дилав хутагт Жамсранжавын гудамж
88216,,,Polygon,106.888109,47.921488,Авто зам,,,Хороолол доторх зам,
88217,,,Polygon,106.889406,47.921252,Авто зам,,,Хороолол доторх зам,
88218,,,Polygon,106.882458,47.921374,Авто зам,,,Хороолол доторх зам,
88219,,,Polygon,106.881364,47.921451,Авто зам,,,Хороолол доторх зам,
88220,,,Polygon,106.887169,47.921867,Авто зам,,,Хороолол доторх зам,
88221,,,Polygon,106.86199,47.91948,Авто зам,,,,
88222,,,Polygon,106.888272,47.922522,Авто зам,,,Хороолол доторх зам,
88223,,,Polygon,106.874066,47.920307,Авто зам,Ард Аюушийн өргөн чөлөө,Жамсранжавын гудамж,Туслах зам,188
88224,,,Polygon,106.870179,47.922074,Авто зам,,,Хороолол доторх зам,
88225,,,Polygon,106.869715,47.920796,Авто зам,,,Хороолол доторх зам,
88226,,,Polygon,106.867152,47.921086,Авто зам,,,Хороолол доторх зам,
88227,,,Polygon,106.86744,47.920226,Авто зам,,,Хороолол доторх зам,
88228,,,Polygon,106.871482,47.921,Авто зам,,,Хороолол доторх зам,
88229,,,Polygon,106.872685,47.921849,Авто зам,,,Хороолол доторх зам,
88230,,,Polygon,106.865496,47.921063,Авто зам,,,Хороолол доторх зам,
88231,,,Polygon,106.86741,47.921411,Авто зам,,,Хороолол доторх зам,
88232,,,Polygon,106.863805,47.920388,Авто зам,,,Хороолол доторх зам,
88233,,,Polygon,106.861889,47.920235,Авто зам,,,Хороолол доторх зам,
88234,,,Polygon,106.858972,47.915843,Авто зам,,,Хороолол доторх зам,
88235,,,Polygon,106.858114,47.915351,Авто зам,,,Хороолол доторх зам,
88236,,,Polygon,106.860864,47.915491,Авто зам,,,Туслах зам,
88237,,,MultiPolygon,106.865841,47.915635,Авто зам,,,,
88238,,,Polygon,106.885081,47.925411,Авто зам,,,Хороолол доторх зам,
88239,,,Polygon,106.879682,47.923871,Авто зам,"БГД 14 хороо, орон сууцны хороолол дотор",,Хороолол доторх зам,188
88240,,,Polygon,106.884211,47.923891,Авто зам,,,Хороолол доторх зам,
88241,,,Polygon,106.887847,47.924395,Авто зам,,,,
88242,,,Polygon,106.886451,47.924638,Авто зам,,,Хороолол доторх зам,
88243,,,Polygon,106.886712,47.924086,Авто зам,,,Хороолол доторх зам,
88244,,,Polygon,106.887609,47.924926,Авто зам,,,Хороолол доторх зам,
88245,,,Polygon,106.887761,47.910511,Авто зам,,,Хороолол доторх зам,
88246,,,Polygon,106.889005,47.910346,Авто зам,,,Хороолол доторх зам,
88247,,,Polygon,106.891509,47.909986,Авто зам,Орон сууцны 65-р байр,Орон  сууцны 66-р байр,Хороолол доторх зам,188
88248,,,MultiPolygon,106.878584,47.921272,Авто зам,,,Хороолол доторх зам,
88249,,,Polygon,106.880946,47.922302,Авто зам,,,Хороолол доторх зам,
88250,,,MultiPolygon,106.886692,47.92236,Авто зам,,,Хороолол доторх зам,
88251,,,Polygon,106.887053,47.926229,Авто зам,,,Хороолол доторх зам,
88252,,,Polygon,106.894847,47.919823,Авто зам,Их тойруугаас төв Гандан хүртэл,,Туслах зам,Өндөр гэгээн Занабазарын гудамж
88253,,,Polygon,106.861951,47.920381,Авто зам,,,,
88254,,,Polygon,106.902844,47.920352,Авто зам,Ж.Самбуугийн гудамжаас,Жуулчны гудамж хүртэл,,Төмөрчний гудамж
88255,,,Polygon,106.889262,47.910627,Авто зам,Үндсэн хуулийн гудамжнаас,П.Жасрайн гудамж хүртэл,Хороолол доторх зам,188 | Замчдын гудамж
88256,,,Polygon,106.885977,47.926096,Авто зам,,,Хороолол доторх зам,
88257,,,Polygon,106.888192,47.925291,Авто зам,Л.Энэбишийн өргөн чөлөөнөөс Хасбаатарын гудамж юхүртэл,,Туслах зам,188 | Эх нялхасын төв гудамж
88258,,,Polygon,106.876084,47.918675,Авто зам,25-р эмийн сангийн уулзвараас хойш Ард Аюушийн өргөн чөлөө хүртэл,,,Чингүнжавын гудамж
88259,,,Polygon,106.883518,47.918294,Авто зам,Амарсанаагийн гудамжнаас баруун тийш хороолол дундуур Чингүнжавын гудамж хүртэл,,,Жалханж хутагт Дамдинбазарын гудамж
88260,,,Polygon,106.89074,47.91912,Авто зам,Барилгын коллежийн баруун талын замын уулзвараас хойш Л.Энэбишийн өргөн чөлөө хүртэл,,Туслах зам,Амарсанаагийн гудамж
88261,,,Polygon,106.882651,47.910989,Авто зам,,,Хороолол доторх зам,
88262,,,Polygon,106.880708,47.911702,Авто зам,,,Хороолол доторх зам,188
88263,,,Polygon,106.905072,47.90069,Авто зам,,,Хороолол доторх зам,188
88264,,,Polygon,106.909959,47.921942,Авто зам,Гэсэр сүмийн урд талын замын уулзвараас зүүн тийш Байгалийн түүхийн музейн урд талын замын уулзвар хүртэл,,,Самбуугийн гудамж
88265,,,Polygon,106.876553,47.925995,Авто зам,,,Туслах зам,
88266,,,Polygon,106.836869,47.901769,Авто зам,"БГД-ийн 20-р хороо, Тэгш ХХК-ийн арын тойруу зам",,Туслах зам,Үйлдвэрийн тойруу
88267,,,Polygon,106.868464,47.903395,Авто зам,,,,
88268,,,Polygon,106.875105,47.898795,Авто зам,,,Хороолол доторх зам,188
88269,,,Polygon,106.866203,47.893565,Авто зам,,,Хороолол доторх зам,
88270,,,Polygon,106.868794,47.895003,Авто зам,,,Хороолол доторх зам,
88271,,,Polygon,106.865745,47.896624,Авто зам,,,,
88272,,,Polygon,106.859281,47.902117,Авто зам,,,Хороолол доторх зам,
88273,,,Polygon,106.857873,47.901673,Авто зам,,,Хороолол доторх зам,
88274,,,Polygon,106.88403,47.89686,Авто зам,,,Туслах зам,
88275,,,Polygon,106.871815,47.895401,Авто зам,,,Туслах зам,
88276,,,Polygon,106.876868,47.892453,Авто зам,,,,
88277,,,Polygon,106.897358,47.898562,Авто зам,,,Хороолол доторх зам,188
88278,,,Polygon,106.885717,47.900711,Авто зам,,,Туслах зам,188 | Ноолуурын гудамж
88279,,,Polygon,106.898902,47.896258,Авто зам,,,Хороолол доторх зам,188
88280,,,Polygon,106.899567,47.898139,Авто зам,,,Хороолол доторх зам,190
88281,,,Polygon,106.896827,47.899463,Авто зам,,,Хороолол доторх зам,
88282,,,Polygon,106.909652,47.893432,Авто зам,,,Хороолол доторх зам,
88283,,,Polygon,106.916275,47.902165,Авто зам,,,Хороолол доторх зам,
88284,,,Polygon,106.905949,47.90324,Авто зам,,,Хороолол доторх зам,188
88285,,,Polygon,106.906882,47.903981,Авто зам,,,Хороолол доторх зам,188
88286,,,Polygon,106.911151,47.91995,Авто зам,Баруун Сэлбийн гудамжнаас Сүхбаатарын талбай хүртэл,,Туслах зам,188 | Жуулчны гудамж
88287,,,Polygon,106.878208,47.892469,Авто зам,,,Туслах зам,
88288,,,Polygon,106.910135,47.881395,Авто зам,,,,
88289,,,Polygon,106.909612,47.880797,Авто зам,,,,
88290,,,Polygon,106.91028,47.882394,Авто зам,,,,
88291,,,Polygon,106.935873,47.907599,Авто зам,Нарны зам,Баянмонгол хороолол,Хороолол доторх зам,188 | Нүхэн гарц
88292,,,Polygon,106.910426,47.883743,Авто зам,,,,
88293,,,Polygon,106.910617,47.885099,Авто зам,,,,
88294,,,Polygon,106.908515,47.885396,Авто зам,,,,
88295,,,Polygon,106.906067,47.90037,Авто зам,,,Хороолол доторх зам,188
88296,,,Polygon,106.904474,47.90067,Авто зам,,,Хороолол доторх зам,188
88297,,,Polygon,106.910677,47.904033,Авто зам,,,Туслах зам,
88298,,,Polygon,106.90364,47.89785,Авто зам,,,Явган зам,188
88299,,,Polygon,106.915007,47.895183,Авто зам,Зайсангийн гудамжнаас,Удирдлагын академийн зүүн урд тал хүртэл,,Богд Жавзандамбын гудамж
88300,,,Polygon,106.891106,47.890028,Авто зам,,,Туслах зам,
88301,,,Polygon,106.914772,47.885383,Авто зам,Дүнжингаравын гудамж,Зайсан толгой,Хороолол доторх зам,188
88302,,,Polygon,106.894381,47.897897,Авто зам,,,Хороолол доторх зам,
88303,,,Polygon,106.874778,47.897502,Авто зам,Ажилчны гудамжнаас баруун тийш,,Хороолол доторх зам,189 | Эв нэгдлийн гудамж
88304,,,Polygon,106.860143,47.899628,Авто зам,,,,
88305,,,Polygon,106.870238,47.899763,Авто зам,,,Хороолол доторх зам,188
88306,,,Polygon,106.879182,47.902089,Авто зам,Энгельсийн гудамжнаас,Ажилчны гудамж хүртэл,Туслах зам,188 | Үйлдвэрийн гудамж
88308,,,Polygon,106.92242,47.934817,Авто зам,Их тойруугаас,32-ын тойрог хүртэл,Гол зам,188 | Цагдаагийн гудамж
88309,,,Polygon,106.999267,47.913274,Авто зам,,,Явган зам,189
88310,,,Polygon,106.625166,47.802293,Авто зам,,,Туслах зам,
88311,,,Polygon,106.80665,47.868723,Авто зам,Наадамчдын замаас Яармагийн эцэс хүртэл,,,
88312,,,Polygon,106.842018,47.846533,Авто зам,Наадамчдын зам,Нүхтийн амралт хүртэл,Туслах зам,188 | Нүхтийн зам
88313,,,Polygon,106.767533,47.842562,Авто зам,Буянт-Ухаа ОУНОБ-ын дотор,,Хороолол доторх зам,188
88314,,,Polygon,106.762679,47.860875,Авто зам,Морингийн замаас,Нисэхийн эцсийн буудал хүртэл,,Баруун Сонсголонгийн гудамж
88315,,,Polygon,106.809096,47.862657,Авто зам,,,Туслах зам,
88316,,,Polygon,106.913473,47.887674,Авто зам,,,Хороолол доторх зам,
88317,,,Polygon,107.015625,47.916376,Авто зам,,,Туслах зам,
88318,,,Polygon,106.760538,47.855839,Авто зам,,,,Морингийн зам
88319,,,Polygon,106.758164,47.856076,Авто зам,,,,Морингийн зам
88320,,,Polygon,106.803344,47.893501,Авто зам,,,Хороолол доторх зам,
88321,,,Polygon,106.801291,47.895894,Авто зам,,,Хороолол доторх зам,
88322,,,Polygon,106.806705,47.901313,Авто зам,,,Туслах зам,
88323,,,Polygon,106.800228,47.897034,Авто зам,,,Хороолол доторх зам,
88324,,,Polygon,106.804268,47.894747,Авто зам,,,Хороолол доторх зам,
88325,,,Polygon,106.871273,47.996262,Авто зам,,,Хороолол доторх зам,
88326,,,Polygon,106.877364,47.912018,Авто зам,Энхтайваны өргөн чөлөөнөөс,Нарны зам хүртэл,Туслах зам,188 | П.Жасрайн гудамж
88327,,,Polygon,106.886268,47.92741,Авто зам,,,Туслах зам,
88328,,,Polygon,106.882466,47.926184,Авто зам,,,Туслах зам,
88329,,,Polygon,106.857627,47.922954,Авто зам,,,,
88330,,,Polygon,106.936503,47.92595,Авто зам,Их тойруу,Чингис зочид буудлын зүүн талаар Залуучуудын гудамж хүртэл,Туслах зам,188 | Токиогийн гудамж
88331,,,Polygon,106.87582,47.923937,Авто зам,Өргөө кинотеатрын зүүн талаар,Хасбаатарын гудамж хүртэл,Туслах зам,Өргөө гудамж
88332,,,Polygon,106.878244,47.925357,Авто зам,Хувьсгалын замаас 6-р бичил хорооллын урд талаар,Ард Аюушийн өргөн чөлөө хүртэл,Туслах зам,188 | Хасбаатарын гудамж
88333,,,Polygon,106.910985,47.8846,Авто зам,ХААИСургуулиас зүүн хойд талын уулзвараас,Ар Зайсангийн гудамжны уулзвар хүртэл,Гол зам,188 | Зайсангийн гудамж
88334,,,Polygon,106.912185,47.879139,Авто зам,Зайсангийн тойруу,Хүүхдийн хорих анги хүртэл,Туслах зам,188 | Тэнгэр рашааны гудамж
88335,,,Polygon,106.916037,47.883969,Авто зам,Зайсан толгойн баруун уулзвараас тойрон Зайсангийн гудамжны уулзвар хүртэл,,Туслах зам,188 | Зайсангийн тойруу
88336,,,Polygon,106.90027,47.957917,Авто зам,"Чингэлтэйн өргөн чөлөө, МТ ШТС-ээс",Хайлаастын эцэс хүртэл,Туслах зам,188 | Хайлаастын гудамж
88337,,,Polygon,106.991702,48.032339,Авто зам,Сэлхийн уулзвар,Бэлхийн эцсийн буудал хүртэл,Туслах зам,188
88338,,,Polygon,106.971289,48.024315,Авто зам,Дамадаржаагийн гудамжнаас Сэлхийн эцэс хүртэл,Сэлхийн зуслан хүртэл,Туслах зам,188 | Сэлхийн гудамж
88339,,,Polygon,106.917791,47.972238,Авто зам,7 буудлаас Дамбадаржаагийн цагдаагийн пост хүртэл,,Гол зам,Санзайн зам
88340,,,Polygon,106.731589,47.965098,Авто зам,"Хилчин, Холбоочны гудамжнаас",Найрамдал зуслан хүртэл,,Найрамдлын зам
88341,,,Polygon,106.781313,47.909663,Авто зам,5 шараас Найрамдлын замын уулзвар хүртэл,,Туслах зам,188 | Найрамдалын зам
88342,,,Polygon,106.756867,47.911703,Авто зам,Хүнсчдийн гудамжны уулзвараас,"Хилчин, Холбоочны гудамж",,Найрамдлын зам
88343,,,Polygon,107.00351,47.930815,Авто зам,Дa хүрээ гудамжаас Шар хадны автобусны эцсийн буудал хүртэл,,Гол зам,188 | Шархадны гудамж
88344,,,Polygon,106.821217,47.934695,Авто зам,Баянхошууны тоосгоны үйлдвэрлүү явсан зам,,,
88345,,,Polygon,106.957981,47.925305,Авто зам,КТМС-ийн баруун урд ьалын авто замын уулзвараас,Цайз захын авто замын уулзвар хүртэл,Гол зам,188 | Б.Доржийн гудамж
88346,,,Polygon,106.866193,47.914166,Авто зам,X хорооллын туслах зам,,Туслах зам,
88347,,,Polygon,106.873398,47.998192,Авто зам,7-н буудлын эцсийн буудлаас Чингэлтэйн эцэс хүртэл,,Туслах зам,188 | Чингэлтэйн гудамж
88348,,,Polygon,106.925248,47.922787,Авто зам,БНХАУ-ын Элчин сайдын яамны баруун урд уулзвараас зүүн тийш Денверийн гудамжны төгсгөл хүртэл,,Гол зам,188 | Бээжингийн гудамж
88349,,,Polygon,106.874316,47.92456,Авто зам,,,Хороолол доторх зам,
88350,,,Polygon,107.163332,47.947875,Авто зам,,,Туслах зам,
88351,,,Polygon,106.709574,47.844736,Авто зам,Буянт-Ухаа хорооллын зүүн урд талын авто замын уулзвараас,Шувуун Фабрикийн зам хүртэл,Гол зам,188 | Морингийн зам
88352,,,Polygon,106.617757,47.796482,Авто зам,Морингийн замын төгсгөлөөс Шувуун фабрикийн төв хүртэл,,Гол зам,188 | Шувуун фабрикийн зам
88353,,,Polygon,106.924211,47.926478,Авто зам,Н.Содномын гудамжнаас зүүн тийш Эрхүүгийн гудамж хүртэл,,Туслах зам,Ж.Батмөнхийн гудамж
88354,,,Polygon,106.948639,47.980613,Авто зам,Дамбадаржаагаас Тоосгоны үйлдвэр хүртэл,,Туслах зам,
88355,,,Polygon,106.934373,47.95496,Авто зам,Их тойруугаас,Дамбадаржаагийн гудамж хүртэл,Гол зам,188 | Дарь-Эхийн гудамж
88356,,,Polygon,106.905338,47.923555,Авто зам,,,,
88357,,,Polygon,106.90487,47.925488,Авто зам,,,,
88358,,,Polygon,106.906131,47.92772,Авто зам,,,Хороолол доторх зам,
88359,,,Polygon,106.906308,47.925517,Авто зам,Чандмань төвийн зүүн талаар хойш явж,Баянбүрдийн тойрог хүртэл,,Л.Лааганы гудамж
88360,,,Polygon,106.88448,47.924562,Авто зам,,,Хороолол доторх зам,
88361,,,Polygon,106.885571,47.924107,Авто зам,,,Хороолол доторх зам,
88362,,,Polygon,106.887523,47.925836,Авто зам,,,Хороолол доторх зам,
88363,,,Polygon,106.868293,47.92171,Авто зам,,,Хороолол доторх зам,
88364,,,Polygon,106.86417,47.905201,Авто зам,Ажилчны гудамжнаас Тээвэрчдийн гудамж хүртэл,,,Баруун үйлдвэрийн гудамж
88365,,,Polygon,106.871873,47.924421,Авто зам,,,Хороолол доторх зам,188
88366,,,Polygon,106.872957,47.924781,Авто зам,,,Хороолол доторх зам,188
88367,,,MultiPolygon,106.89655,47.900446,Авто зам,,,Хороолол доторх зам,
88368,,,Polygon,106.935139,47.921011,Авто зам,Залуучуудын гудамж,Энхтайваны өргөн чөлөө,,Токиогийн гудамж
88369,,,Polygon,106.932652,47.919043,Авто зам,,,Хороолол доторх зам,
88370,,,Polygon,106.870786,47.901547,Авто зам,,,Хороолол доторх зам,
88371,,,MultiPolygon,106.903805,47.924664,Авто зам,,,Хороолол доторх зам,
88372,,,Polygon,106.907735,47.927654,Авто зам,,,Хороолол доторх зам,
88373,,,Polygon,106.832093,47.868801,Авто зам,,,,
88374,,,Polygon,106.832166,47.870096,Авто зам,Наадамчдын замаас эмнэлэг хүртэл,,Туслах зам,
88375,,,Polygon,106.914899,47.942599,Авто зам,,,Туслах зам,
88376,,,MultiPolygon,106.885683,47.91237,Авто зам,,,Хороолол доторх зам,
88377,,,MultiPolygon,106.870824,47.922618,Авто зам,Өргөө кино театрын уулзвараас,ГССҮТ-ийн баруун тал хүртэл,Гол зам,188 | Ард Аюушийн өргөн чөлөө
88378,,,Polygon,106.815275,47.917456,Авто зам,,,Туслах зам,188
88379,,,MultiPolygon,106.90561,47.872828,Авто зам,Зайсангийн гудамжны төгсгөл,Чингисийн хүрээ амралтын газар,Гол зам,188 | Ар Зайсангийн гудамж
88380,,,Polygon,106.960227,47.915715,Авто зам,Зүүн 4 замаас,Чулуун овооны тойрог хүртэл,Гол зам,188 | Энхтайваны өргөн чөлөө
88381,,,Polygon,106.905503,47.907661,Авто зам,Төв шуудангийн урд талын замын уулзвараас,Энгельсийн гудамж хүртэл,Гол зам,188 | Чингисийн өргөн чөлөө
88382,,,Polygon,106.912735,47.915983,Авто зам,,,Хороолол доторх зам,
88383,,,Polygon,106.919507,47.922152,Авто зам,СУИС-ийн баруун урд талын уулзвараас,Энхтайваны өргөн чөлөө хүртэл,Гол зам,188 | Бага тойруу
88384,,,Polygon,106.908991,47.915293,Авто зам,Энхтайваны өргөн чөлөөнөөс Оросын Элчин сайдын яамны баруун талаар,Сөүлийн гудамж хүртэл,Туслах зам,Чин ван Ханддоржийн гудамж
88385,,,Polygon,106.906582,47.91913,Авто зам,Ж.Самбуугийн гудамжаас,УИД-ын зүүн талаар Энхтайваны өргөн чөлөө хүртэл,Туслах зам,Баруун Сэлбийн гудамж
88386,,,Polygon,106.906672,47.914962,Авто зам,УИД-ийн урд талаас,Сөүлийн гудамж хүртэл,Туслах зам,Хичээнгүй сайд Цэрэндоржийн гудамж
88387,,,Polygon,106.906156,47.916975,Авто зам,,,Туслах зам,188
88388,,,Polygon,106.918171,47.909236,Авто зам,Вокзалын тойргоом,Нарантуул худалдааны төвийн урд тал хүртэл,,Нарны зам
88389,,,Polygon,106.765747,47.912958,Авто зам,,,Туслах зам,
88390,,,MultiPolygon,106.902307,47.914404,Авто зам,Улаанбаатар их дэлгүүрийн зүүн хойд талын авто замын уулзвараас,Сөүлийн гудамж хүртэл,Туслах зам,Сайн ноён хан Намнансүрэнгийн гудамж
88391,,,Polygon,106.902115,47.916517,Авто зам,,,Хороолол доторх зам,
88392,,,Polygon,106.899938,47.915166,Авто зам,,,Хороолол доторх зам,188
88393,,,Polygon,106.898451,47.917038,Авто зам,Энхтайваны өргөн чөлөөнөөс,Жуулчны гудамж хүртэл,Туслах зам,С.Чоймболын гудамж
88394,,,Polygon,106.89879,47.914238,Авто зам,"Энхтайваны өргөн чөлөө, 11-р сургуулийн зүүн талаар",Сөүлийн гудамж хүртэл,Туслах зам,Партизаны гудамж
88395,,,Polygon,106.896847,47.914918,Авто зам,,,Хороолол доторх зам,189
88396,,,Polygon,106.894809,47.9132,Авто зам,Өгөөж чихэр боов ХХК-ийн баруун уулзвар,,Гол зам,Үндсэн хуулийн гудамж | 188
88397,,,Polygon,106.933201,47.896533,Авто зам,Нарны замаас,Их тэнгэрийн авто замын уулзвар хүртэл,Гол зам,188 | Их Монгол улсын гудамж
88398,,,Polygon,106.772984,47.923831,Авто зам,Толгойтын гудамжнаас,Бага нарангийн цэнхэр дэлгүүр хүртэл,Туслах зам,188 | Нарангийн гудамж
88399,,,Polygon,106.99298,47.908798,Авто зам,,,Явган зам,
88400,,,Polygon,106.873193,47.909529,Авто зам,"Материал импекс хангамжийн нэгдлийн хойд замын уулзвар, Энхтайваны өргөн чөлөөнөөс зүүн урагш орон сууцны II, V, XIII, XIV хорооллын урдуур, а",,Гол зам,Нарны зам
88401,,,Polygon,106.885264,47.909506,Авто зам,"Материал импекс хангамжийн нэгдлийн хойд замын уулзвар, Энхтайваны өргөн чөлөөнөөс зүүн урагш орон сууцны II, V, XIII, XIV хорооллын урдуур, а",,Гол зам,
88402,,,Polygon,106.813736,47.907612,Авто зам,Товчооны зам,,Туслах зам,Нөхөрлөлийн гудамж | 188
88403,,,Polygon,106.914117,47.948022,Авто зам,,,Туслах зам,
88404,,,Polygon,106.91403,47.948742,Авто зам,,,Явган зам,189
88405,,,Polygon,106.913733,47.948465,Авто зам,,,Туслах зам,
88406,,,Polygon,106.913857,47.947582,Авто зам,,,Туслах зам,
88407,,,Polygon,106.914211,47.947305,Авто зам,,,Туслах зам,
88408,,,Polygon,106.914641,47.941844,Авто зам,,,Туслах зам,
88409,,,Polygon,106.914377,47.943859,Авто зам,,,Туслах зам,
88410,,,Polygon,106.91415,47.945628,Авто зам,,,Туслах зам,
88411,,,Polygon,106.913988,47.946677,Авто зам,,,Туслах зам,
88412,,,Polygon,106.914302,47.94672,Авто зам,,,Туслах зам,
88413,,,Polygon,106.914552,47.945006,Авто зам,,,Туслах зам,
88414,,,Polygon,106.915258,47.938153,Авто зам,,,Явган зам,189 | Ногоон нуурын гудамж
88415,,,Polygon,106.914902,47.930884,Авто зам,Их тойруугаас Ногоон нуурын гудамж хүртэл,,,Алтайн гудамж
88416,,,Polygon,106.915391,47.922762,Авто зам,Төв шуудангийн уулзвараас,Их тойруу хүртэл,Гол зам,188 | Сүхбаатарын гудамж
88417,,,Polygon,106.915252,47.934683,Авто зам,Их сургуулийн гудамжнаас хойш 32-н тойрог хүртэл,,Гол зам,188 | Ногоон нуурын гудамж
88418,,,MultiPolygon,106.917833,47.925607,Авто зам,Ногоон нуурын гудамжны уулзвараас,Ж.Самбуугийн гудамж хүртэл,Гол зам,Их сургуулийн гудамж
88419,,,Polygon,106.913555,47.928731,Авто зам,Д?лг??н нуурын уулзвараас 100 айл х?ртэл,,Гол зам,188 | Их тойруу
88420,,,Polygon,106.92761,47.903504,Авто зам,,,Туслах зам,Махатма Гандигийн гудамж
88421,,,Polygon,106.927212,47.916236,Авто зам,Энхтайваны өргөн чөлөөнөөс,Авто замчдын гудамж хүртэл,Туслах зам,188 | Г.Чагдаржавын гудамж
88422,,,Polygon,106.929016,47.914376,Авто зам,,,Явган зам,Авто замчдын гудамж
88423,,,Polygon,106.929007,47.914811,Авто зам,,,Явган зам,Авто замчдын гудамж
88424,,,Polygon,106.928571,47.91484,Авто зам,,,Явган зам,
88425,,,Polygon,106.728139,48.017522,Авто зам,Найрамдал ОУХЗ дотор,,,
88426,,,Polygon,106.927296,47.914867,Авто зам,,,Явган зам,Г.Чагдаржавын гудамж | 189
88427,,,Polygon,106.926933,47.91515,Авто зам,,,Явган зам,Г.Чагдаржавын гудамж | 189
88428,,,Polygon,106.926729,47.915506,Авто зам,,,Явган зам,Г.Чагдаржавын гудамж | 189
88429,,,Polygon,106.929683,47.913916,Авто зам,,,Явган зам,Авто замчдын гудамж
88430,,,Polygon,106.929623,47.913444,Авто зам,,,Явган зам,Авто замчдын гудамж
88431,,,Polygon,106.930143,47.911047,Авто зам,,,Явган зам,Авто замчдын гудамж
88432,,,Polygon,106.992292,47.911974,Авто зам,,,Явган зам,
88433,,,Polygon,106.930255,47.9106,Авто зам,,,Явган зам,Авто замчдын гудамж
88434,,,Polygon,106.930368,47.910093,Авто зам,,,Явган зам,Авто замчдын гудамж
88435,,,MultiPolygon,106.930651,47.909053,Авто зам,,,Явган зам,Авто замчдын гудамж
88436,,,Polygon,106.930945,47.908457,Авто зам,,,Явган зам,Авто замчдын гудамж
88437,,,Polygon,106.930801,47.908476,Авто зам,,,Явган зам,Авто замчдын гудамж
88438,,,Polygon,106.992402,47.910938,Авто зам,,,Явган зам,
88439,,,Polygon,106.858609,47.928949,Авто зам,БГД 9-р хороо гэр хороолол дунд,,Явган зам,
88440,,,Polygon,106.930353,47.910812,Авто зам,,,Явган зам,Авто замчдын гудамж
88441,,,Polygon,106.929895,47.911972,Авто зам,,,Явган зам,Авто замчдын гудамж
88442,,,Polygon,106.925707,47.916905,Авто зам,,,Явган зам,189 | Г.Чагдаржавын гудамж
88443,,,Polygon,106.925975,47.916843,Авто зам,,,Явган зам,Г.Чагдаржавын гудамж | 189
88444,,,Polygon,106.925772,47.917213,Авто зам,,,Явган зам,Г.Чагдаржавын гудамж | 189
88445,,,Polygon,106.926364,47.916117,Авто зам,,,Явган зам,Г.Чагдаржавын гудамж | 189
88446,,,Polygon,106.926136,47.916527,Авто зам,,,Явган зам,Г.Чагдаржавын гудамж | 189
