id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Эхлэл,Төгсгөл,Замын ангилал,Нэр
87681,,,Polygon,106.919053,47.919711,Авто зам,Эрүүл мэндийн яамны уулзвараас,Ж.Самбуугийн гудамж хүртэл,Гол зам,Их эзэн Чингис хааны нэрэмжит талбай
87682,,,Polygon,106.921799,47.916316,Авто зам,Олимпийн гудамжнаас зүүн тийш Гадаад харилцааны яамны урд талаар 1-р нэгдсэн эмнэлэг хүртэлх зам,,Туслах зам,188 | Д.Чойдогийн гудамж
87683,,,Polygon,106.907941,47.911137,Авто зам,Хүнсний барааны 50-р дэлгүүрийн урд талын замын уулзвараас урагш,Циркийн зүүн талаар Нарны зам хүртэл,Туслах зам,188 | Усны гудамж
87684,,,Polygon,106.918153,47.915826,Авто зам,Улсын номын сангийн хойт талын уулзвараас,Олимпийн гудамж хүртэл,Туслах зам,188 | Жамъян гүний гудамж
87685,,,Polygon,106.918481,47.913636,Авто зам,Олимпийн гудамжнаас,Чингисийн өргөн чөлөө хүртэл,Туслах зам,188 | П.Гэндэнгийн гудамж
87686,,,Polygon,106.922893,47.912685,Авто зам,Энхтайваны өргөн чөлөө,Нарны зам,Гол зам,Олимпийн гудамж | 188
87687,,,Polygon,106.924519,47.914354,Авто зам,Олимпийн гудамж,Г.Чагдаржавын гудамж,Туслах зам,188 | Элчингийн гудамж
87688,,,Polygon,106.921369,47.918308,Авто зам,Д.Сүхбаатарын талбай,Бага тойруу,Туслах зам,195 | Б.Алтангэрэлийн гудамж
87689,,,Polygon,106.898495,47.913561,Авто зам,,,Хороолол доторх зам,
87690,,,Polygon,106.89837,47.914521,Авто зам,,,Туслах зам,
87691,,,Polygon,106.911656,47.915362,Авто зам,,,Хороолол доторх зам,
87692,,,Polygon,106.820429,47.917773,Авто зам,,,Хороолол доторх зам,
87693,,,Polygon,106.950969,47.898851,Авто зам,Үндэсний цэцэрлэгт хүрээн доторхи зам,,Хороолол доторх зам,189
87694,,,Polygon,106.8966,47.913626,Авто зам,,,Хороолол доторх зам,188
87695,,,Polygon,106.899532,47.913503,Авто зам,,,Хороолол доторх зам,
87696,,,Polygon,106.905131,47.914001,Авто зам,,,Хороолол доторх зам,188
87697,,,Polygon,106.904316,47.914856,Авто зам,,,Хороолол доторх зам,188
87698,,,Polygon,106.928655,47.89099,Авто зам,Их монгол улсын гудамж,Хан хиллс хотхон,Туслах зам,188
87699,,,Polygon,106.904964,47.912636,Авто зам,,,Хороолол доторх зам,
87700,,,Polygon,106.907773,47.908664,Авто зам,,,Хороолол доторх зам,
87701,,,Polygon,106.913729,47.915914,Авто зам,,,Хороолол доторх зам,
87702,,,Polygon,106.911292,47.908588,Авто зам,,,Хороолол доторх зам,
87703,,,Polygon,106.91193,47.90961,Авто зам,,,Хороолол доторх зам,
87704,,,Polygon,106.91144,47.910809,Авто зам,,,Хороолол доторх зам,
87705,,,Polygon,106.909239,47.911586,Авто зам,,,Хороолол доторх зам,188
87706,,,Polygon,106.912311,47.912038,Авто зам,,,Хороолол доторх зам,
87707,,,Polygon,106.912783,47.911966,Авто зам,,,Хороолол доторх зам,188
87708,,,Polygon,106.914774,47.915125,Авто зам,,,Хороолол доторх зам,Ю.Цэдэнбалын талбай
87709,,,Polygon,106.990363,47.902001,Авто зам,Дүнжингарав худалдааны төв,Баянзүрхийн товчоо хүртэл,Туслах зам,188
87710,,,Polygon,106.918045,47.916018,Авто зам,,,Хороолол доторх зам,188
87711,,,Polygon,106.920125,47.914822,Авто зам,,,Хороолол доторх зам,188
87712,,,Polygon,106.928261,47.908892,Авто зам,,,,
87713,,,Polygon,106.92669,47.90941,Авто зам,,,,
87714,,,Polygon,106.923942,47.912789,Авто зам,,,Хороолол доторх зам,188
87715,,,Polygon,106.895843,47.912925,Авто зам,,,Хороолол доторх зам,
87716,,,Polygon,106.911217,47.880497,Авто зам,Royal Green Village хотхон,,,
87717,,,Polygon,106.928651,47.915273,Авто зам,,,Хороолол доторх зам,
87718,,,Polygon,106.922782,47.915289,Авто зам,,,Хороолол доторх зам,
87719,,,MultiPolygon,106.898813,47.911884,Авто зам,,,Хороолол доторх зам,
87720,,,Polygon,106.897593,47.911765,Авто зам,,,Хороолол доторх зам,
87721,,,Polygon,106.903567,47.911251,Авто зам,,,Хороолол доторх зам,
87722,,,Polygon,106.899745,47.910762,Авто зам,,,Хороолол доторх зам,
87723,,,Polygon,106.897209,47.912794,Авто зам,,,Хороолол доторх зам,
87724,,,Polygon,106.944411,47.926702,Авто зам,,,Явган зам,189
87725,,,Polygon,106.912584,47.911582,Авто зам,,,Хороолол доторх зам,189
87726,,,Polygon,106.9015,47.909752,Авто зам,,,Хороолол доторх зам,188
87727,,,Polygon,106.906515,47.9132,Авто зам,,,Хороолол доторх зам,
87728,,,Polygon,106.929765,47.910001,Авто зам,,,Хороолол доторх зам,
87729,,,Polygon,106.9078,47.915132,Авто зам,,,Хороолол доторх зам,
87730,,,Polygon,106.896741,47.909845,Авто зам,,,Хороолол доторх зам,
87731,,,Polygon,106.897716,47.909449,Авто зам,,,Туслах зам,
87732,,,Polygon,106.927338,47.914647,Авто зам,,,Явган зам,Авто замчдын гудамж
87733,,,Polygon,106.928585,47.933054,Авто зам,,,Хороолол доторх зам,188
87734,,,Polygon,106.92766,47.93053,Авто зам,,,Хороолол доторх зам,
87735,,,Polygon,106.928533,47.931803,Авто зам,,,,
87736,,,Polygon,106.92596,47.932208,Авто зам,,,Хороолол доторх зам,
87737,,,Polygon,106.924707,47.930334,Авто зам,,,Туслах зам,
87738,,,Polygon,106.918056,47.930701,Авто зам,,,Хороолол доторх зам,
87739,,,Polygon,106.921416,47.930445,Авто зам,,,,Худгийн гудамж
87740,,,Polygon,106.920261,47.93105,Авто зам,,,Хороолол доторх зам,
87741,,,MultiPolygon,106.960553,47.922079,Авто зам,,,Явган зам,
87742,,,Polygon,106.960036,47.920628,Авто зам,,,Явган зам,
87743,,,Polygon,106.922196,47.930195,Авто зам,,,Хороолол доторх зам,
87744,,,Polygon,106.91765,47.929909,Авто зам,,,Хороолол доторх зам,
87745,,,Polygon,106.913319,47.929826,Авто зам,,,Хороолол доторх зам,
87746,,,Polygon,106.927509,47.922555,Авто зам,,,Хороолол доторх зам,
87747,,,Polygon,106.92524,47.920125,Авто зам,СБД 8 хороо,,Хороолол доторх зам,188 | Оюутны гудамж
87748,,,Polygon,106.922439,47.921023,Авто зам,,,Хороолол доторх зам,
87749,,,Polygon,106.922838,47.919544,Авто зам,,,Хороолол доторх зам,
87750,,,Polygon,106.921305,47.919294,Авто зам,,,,
87751,,,Polygon,106.944363,47.926502,Авто зам,,,Явган зам,189
87752,,,Polygon,106.920346,47.922108,Авто зам,,,Хороолол доторх зам,
87753,,,Polygon,106.917176,47.924668,Авто зам,,,Хороолол доторх зам,
87754,,,Polygon,106.916615,47.928247,Авто зам,,,Хороолол доторх зам,
87755,,,Polygon,106.915246,47.92797,Авто зам,,,Хороолол доторх зам,
87756,,,Polygon,106.921834,47.927565,Авто зам,,,Хороолол доторх зам,
87757,,,Polygon,106.916696,47.925598,Авто зам,,,Хороолол доторх зам,
87758,,,Polygon,106.920701,47.92813,Авто зам,,,Хороолол доторх зам,
87759,,,Polygon,106.919667,47.926594,Авто зам,Мамбадацан хийд орчим,,Хороолол доторх зам,188
87760,,,Polygon,106.919412,47.928683,Авто зам,,,Хороолол доторх зам,
87761,,,Polygon,106.918367,47.927905,Авто зам,,,Хороолол доторх зам,
87762,,,Polygon,106.920747,47.926961,Авто зам,,,Хороолол доторх зам,188
87763,,,Polygon,106.923385,47.926633,Авто зам,,,Хороолол доторх зам,
87764,,,Polygon,106.926466,47.924607,Авто зам,,,Хороолол доторх зам,
87765,,,Polygon,106.929182,47.927159,Авто зам,,,Хороолол доторх зам,
87766,,,Polygon,106.815506,47.936507,Авто зам,Ханын материалын уулвар,Баянхошууны тойрог,Явган зам,Баянхошууны гудамж | 189
87767,,,Polygon,106.926148,47.927378,Авто зам,,,Хороолол доторх зам,
87768,,,Polygon,106.928614,47.925636,Авто зам,,,Хороолол доторх зам,
87769,,,Polygon,106.927743,47.924693,Авто зам,,,,
87770,,,Polygon,106.928202,47.923256,Авто зам,,,Хороолол доторх зам,
87771,,,Polygon,106.920532,47.92472,Авто зам,,,Хороолол доторх зам,
87772,,,Polygon,106.918964,47.925392,Авто зам,,,Хороолол доторх зам,
87773,,,Polygon,106.916039,47.924603,Авто зам,,,Хороолол доторх зам,
87774,,,Polygon,106.798313,47.916305,Авто зам,,,Хороолол доторх зам,
87775,,,Polygon,106.915486,47.925374,Авто зам,,,Хороолол доторх зам,
87776,,,Polygon,106.928071,47.919647,Авто зам,,,,
87777,,,Polygon,106.929119,47.922053,Авто зам,,,Хороолол доторх зам,
87778,,,Polygon,106.922564,47.92846,Авто зам,,,Хороолол доторх зам,
87779,,,Polygon,106.924294,47.928629,Авто зам,,,Хороолол доторх зам,
87780,,,Polygon,106.923816,47.92907,Авто зам,,,Хороолол доторх зам,
87781,,,Polygon,106.928539,47.925932,Авто зам,,,,
87782,,,Polygon,106.920885,47.927184,Авто зам,"МУИС-ийн ЭЗДС, Дашчойлон хийдийн хооронд байрлах Их тойруу, Бага тойрууг холбосон зам",,,Н.Содномын гудамж
87783,,,Polygon,106.919867,47.920444,Авто зам,,,Хороолол доторх зам,
87784,,,Polygon,106.921068,47.92016,Авто зам,Бага тойруугаас,Их эзэн Чингис хааны нэрэмжит талбай хүртэл,Туслах зам,Ерөнхий сайд Амарын гудамж
87785,,,Polygon,106.741215,47.903126,Авто зам,,,Туслах зам,
87786,,,Polygon,106.733988,47.899819,Авто зам,,,Туслах зам,
87787,,,Polygon,106.733737,47.896997,Авто зам,,,,
87788,,,Polygon,106.778847,47.887851,Авто зам,,,Туслах зам,
87789,,,Polygon,106.817694,47.912019,Авто зам,,,Хороолол доторх зам,
87790,,,Polygon,106.950375,47.917487,Авто зам,,,Явган зам,Энхтайваны өргөн чөлөө | 189
87791,,,Polygon,106.870828,47.923345,Авто зам,,,Явган зам,189
87792,,,Polygon,106.765504,47.903017,Авто зам,,,Туслах зам,
87793,,,Polygon,106.807762,47.909801,Авто зам,,,Хороолол доторх зам,
87794,,,Polygon,106.819062,47.941682,Авто зам,,,Хороолол доторх зам,
87795,,,Polygon,106.767948,47.891271,Авто зам,,,Хороолол доторх зам,
87796,,,Polygon,106.775894,47.904158,Авто зам,,,Хороолол доторх зам,
87797,,,Polygon,106.843235,47.91287,Авто зам,,,Хороолол доторх зам,
87798,,,Polygon,106.927568,47.895645,Авто зам,Их Монгол Улсын гудамж,Хүннү хотхон хүртэл,Туслах зам,188
87799,,,Polygon,106.998752,47.913279,Авто зам,,,Явган зам,189
87800,,,Polygon,106.782375,47.905966,Авто зам,,,,
87801,,,Polygon,106.784063,47.904524,Авто зам,,,Хороолол доторх зам,
87802,,,Polygon,106.784973,47.905185,Авто зам,,,Хороолол доторх зам,
87803,,,Polygon,106.785219,47.905975,Авто зам,,,Хороолол доторх зам,
87804,,,Polygon,106.816898,47.917667,Авто зам,,,Хороолол доторх зам,
87805,,,Polygon,106.815977,47.919021,Авто зам,,,Хороолол доторх зам,188
87806,,,Polygon,106.815249,47.922476,Авто зам,,,Туслах зам,
87807,,,Polygon,106.813199,47.924398,Авто зам,,,Хороолол доторх зам,
87808,,,Polygon,106.803769,47.917189,Авто зам,,,Хороолол доторх зам,
87809,,,Polygon,106.799507,47.917155,Авто зам,,,Хороолол доторх зам,
87810,,,Polygon,106.751405,47.90905,Авто зам,,,Туслах зам,
87811,,,Polygon,106.791882,47.911286,Авто зам,,,Хороолол доторх зам,
87812,,,Polygon,106.787327,47.91104,Авто зам,,,Хороолол доторх зам,189
87813,,,Polygon,106.785559,47.911141,Авто зам,,,,
87814,,,Polygon,106.798818,47.915815,Авто зам,,,Хороолол доторх зам,
87815,,,Polygon,106.85884,47.947208,Авто зам,,,Явган зам,189
87816,,,Polygon,106.81759,47.914513,Авто зам,,,Туслах зам,
87817,,,Polygon,106.821056,47.914243,Авто зам,,,Хороолол доторх зам,
87818,,,Polygon,106.826101,47.914514,Авто зам,,,Хороолол доторх зам,
87819,,,Polygon,106.822137,47.912755,Авто зам,,,Хороолол доторх зам,
87820,,,Polygon,106.832759,47.913092,Авто зам,,,Хороолол доторх зам,
87821,,,Polygon,106.835882,47.914146,Авто зам,,,Хороолол доторх зам,
87822,,,Polygon,106.834809,47.915787,Авто зам,,,Хороолол доторх зам,
87823,,,Polygon,106.842002,47.914887,Авто зам,,,Хороолол доторх зам,
87824,,,Polygon,106.845665,47.913515,Авто зам,,,Хороолол доторх зам,
87825,,,Polygon,106.838122,47.914567,Авто зам,,,Хороолол доторх зам,
87826,,,Polygon,106.840484,47.916257,Авто зам,,,Хороолол доторх зам,
87827,,,Polygon,106.844098,47.91382,Авто зам,,,Хороолол доторх зам,
87828,,,Polygon,106.845316,47.915113,Авто зам,,,Хороолол доторх зам,
87829,,,Polygon,106.846248,47.915261,Авто зам,,,Хороолол доторх зам,189
87830,,,Polygon,106.81381,47.915567,Авто зам,,,Хороолол доторх зам,
87831,,,Polygon,106.850003,47.915093,Авто зам,,,Хороолол доторх зам,
87832,,,Polygon,106.849886,47.916024,Авто зам,,,Хороолол доторх зам,
87833,,,Polygon,106.851732,47.915808,Авто зам,,,Хороолол доторх зам,
87834,,,Polygon,106.853,47.913733,Авто зам,,,Хороолол доторх зам,
87835,,,Polygon,106.853803,47.916356,Авто зам,,,Хороолол доторх зам,
87836,,,Polygon,106.853265,47.914894,Авто зам,,,Хороолол доторх зам,
87837,,,Polygon,106.815902,47.919595,Авто зам,,,Хороолол доторх зам,
87838,,,Polygon,106.820646,47.916199,Авто зам,,,,
87839,,,Polygon,106.805575,47.915649,Авто зам,,,Туслах зам,Хүнсчдийн гудамж
87840,,,Polygon,106.807314,47.916196,Авто зам,,,Хороолол доторх зам,
87841,,,Polygon,106.809984,47.915847,Авто зам,,,Хороолол доторх зам,
87842,,,Polygon,106.826355,47.912014,Авто зам,,,,
87843,,,Polygon,106.82449,47.913827,Авто зам,,,Хороолол доторх зам,
87844,,,Polygon,106.815484,47.917007,Авто зам,,,Явган зам,189
87845,,,Polygon,106.815065,47.917003,Авто зам,,,Явган зам,189
87846,,,Polygon,106.814675,47.917006,Авто зам,,,Явган зам,189
87847,,,Polygon,106.941876,47.919229,Авто зам,,,Туслах зам,
87848,,,Polygon,106.82439,47.911075,Авто зам,,,,
87849,,,Polygon,106.821002,47.911079,Авто зам,,,,
87850,,,Polygon,106.817133,47.913762,Авто зам,,,Туслах зам,
87851,,,Polygon,106.809197,47.913662,Авто зам,,,Хороолол доторх зам,
87852,,,Polygon,106.810278,47.91235,Авто зам,,,Туслах зам,188 | Хүнсчдийн гудамж
87853,,,Polygon,106.769742,47.909824,Авто зам,,,Хороолол доторх зам,
87854,,,Polygon,106.765176,47.908569,Авто зам,,,Хороолол доторх зам,
87855,,,Polygon,106.902595,47.923191,Авто зам,,,Хороолол доторх зам,
87856,,,Polygon,106.800634,47.909914,Авто зам,,,Хороолол доторх зам,
87857,,,Polygon,106.784165,47.899843,Авто зам,,,Хороолол доторх зам,
87858,,,Polygon,106.784004,47.895934,Авто зам,,,Хороолол доторх зам,
87859,,,Polygon,106.78465,47.895794,Авто зам,,,Туслах зам,
87860,,,Polygon,106.774163,47.891613,Авто зам,,,Туслах зам,
87861,,,Polygon,106.767282,47.894479,Авто зам,,,Туслах зам,
87862,,,MultiPolygon,106.78012,47.900971,Авто зам,,,Хороолол доторх зам,
87863,,,Polygon,106.845902,47.914739,Авто зам,1-р хорооллын 8-р байрны баруун урд талын замын уулзвараас хойш Өнөр хорооллын гудамж хүртэл,,Туслах зам,188 | Залуусын гудамж
87864,,,Polygon,106.837855,47.914362,Авто зам,Москвагийн гудамж,Өнөр хорооллын гудамж,Туслах зам,188 | Барилгачны гудамж
87865,,,Polygon,106.848504,47.913637,Авто зам,,,Хороолол доторх зам,
87866,,,Polygon,106.84792,47.91416,Авто зам,,,Хороолол доторх зам,
87867,,,Polygon,106.84674,47.915422,Авто зам,,,Хороолол доторх зам,
87868,,,Polygon,106.942737,47.924375,Авто зам,,,Хороолол доторх зам,
87869,,,Polygon,106.848628,47.915963,Авто зам,,,Хороолол доторх зам,
87870,,,Polygon,106.84728,47.916527,Авто зам,,,Хороолол доторх зам,
87871,,,Polygon,106.841622,47.916099,Авто зам,,,Хороолол доторх зам,
87872,,,Polygon,106.843009,47.915894,Авто зам,,,Хороолол доторх зам,
87873,,,Polygon,106.783312,47.935827,Авто зам,,,Явган зам,189
87874,,,Polygon,106.843918,47.916695,Авто зам,,,Хороолол доторх зам,
87875,,,Polygon,106.839579,47.914659,Авто зам,,,Хороолол доторх зам,188
87876,,,Polygon,106.841565,47.913823,Авто зам,,,Хороолол доторх зам,
87877,,,Polygon,106.840213,47.91305,Авто зам,,,Хороолол доторх зам,
87878,,,Polygon,106.842416,47.913081,Авто зам,,,Хороолол доторх зам,
87879,,,Polygon,106.844976,47.913266,Авто зам,,,Хороолол доторх зам,
87880,,,Polygon,106.835829,47.91214,Авто зам,,,Хороолол доторх зам,
87881,,,Polygon,106.836004,47.916281,Авто зам,,,Хороолол доторх зам,
87882,,,Polygon,106.836773,47.914623,Авто зам,,,Хороолол доторх зам,
87883,,,Polygon,106.836017,47.912471,Авто зам,,,Хороолол доторх зам,
87884,,,Polygon,106.83705,47.912772,Авто зам,,,Хороолол доторх зам,
87885,,,Polygon,106.831904,47.91412,Авто зам,,,Хороолол доторх зам,
87886,,,Polygon,106.833221,47.912116,Авто зам,,,Хороолол доторх зам,
87887,,,Polygon,106.783578,47.935263,Авто зам,,,Явган зам,189
87888,,,Polygon,106.832559,47.915152,Авто зам,,,Хороолол доторх зам,
87889,,,Polygon,106.834465,47.915048,Авто зам,,,Хороолол доторх зам,
87890,,,Polygon,106.905525,47.940833,Авто зам,39-р сургуулийн зүүн хойд уулзвараас,Дэнжийн 1000 гудамж хүртэл,Туслах зам,188
87891,,,Polygon,106.908515,47.933479,Авто зам,Баянбүрдийн тойрог,32-ын уулзвар хүртэл,Туслах зам,Э.Галданбошготын гудамж | 188
87892,,,Polygon,106.898582,47.918111,Авто зам,,,Хороолол доторх зам,
87893,,,Polygon,106.784098,47.933964,Авто зам,,,Явган зам,189
87894,,,Polygon,106.784225,47.9342,Авто зам,,,Явган зам,189
87895,,,Polygon,106.784048,47.934744,Авто зам,,,Явган зам,189
87896,,,Polygon,106.783926,47.934771,Авто зам,,,Явган зам,189
87897,,,Polygon,106.78373,47.935037,Авто зам,,,Явган зам,189
87898,,,Polygon,106.783472,47.935464,Авто зам,,,Явган зам,189
87899,,,Polygon,106.783065,47.936069,Авто зам,,,Явган зам,189
87900,,,Polygon,106.926681,47.929765,Авто зам,,,Гол зам,188 | 100 айлын уулзвар
87901,,,Polygon,106.912245,47.915877,Авто зам,,,Туслах зам,
87902,,,Polygon,106.899272,47.922722,Авто зам,,,Явган зам,189
87903,,,Polygon,106.90311,47.925949,Авто зам,,,Хороолол доторх зам,
87904,,,Polygon,106.906956,47.920394,Авто зам,,,Хороолол доторх зам,
87905,,,Polygon,106.910734,47.92151,Авто зам,,,Хороолол доторх зам,
87906,,,Polygon,106.857255,47.92642,Авто зам,БГД 9-р хороо гэр хороолол дунд,,Явган зам,
87907,,,Polygon,106.904122,47.926687,Авто зам,,,Хороолол доторх зам,
87908,,,Polygon,106.904937,47.926858,Авто зам,,,Хороолол доторх зам,
87909,,,Polygon,106.912245,47.925826,Авто зам,,,Хороолол доторх зам,188
87910,,,Polygon,106.908378,47.925945,Авто зам,,,,
87911,,,Polygon,106.910289,47.922549,Авто зам,,,Хороолол доторх зам,
87912,,,Polygon,106.910256,47.922724,Авто зам,,,Хороолол доторх зам,
87913,,,Polygon,106.910222,47.922903,Авто зам,,,Хороолол доторх зам,
87914,,,Polygon,106.910187,47.923087,Авто зам,,,Хороолол доторх зам,
87915,,,Polygon,106.910152,47.923272,Авто зам,,,Хороолол доторх зам,
87916,,,Polygon,106.94229,47.919661,Авто зам,,,Туслах зам,
87917,,,Polygon,106.908036,47.92166,Авто зам,,,Хороолол доторх зам,
87918,,,Polygon,106.904163,47.923853,Авто зам,,,Хороолол доторх зам,
87919,,,Polygon,106.905286,47.916501,Авто зам,,,Хороолол доторх зам,
87920,,,Polygon,106.905243,47.916729,Авто зам,,,Хороолол доторх зам,
87921,,,Polygon,106.902797,47.919969,Авто зам,,,Хороолол доторх зам,
87922,,,Polygon,106.902689,47.920482,Авто зам,,,Хороолол доторх зам,
87923,,,Polygon,106.902818,47.9213,Авто зам,,,,
87924,,,Polygon,106.908578,47.920412,Авто зам,Төрийн өмчийн 5-р байрны урд талбай,,Туслах зам,Барилгачдын талбай
87925,,,Polygon,106.857489,47.926942,Авто зам,БГД 9-р хороо гэр хороолол дунд,,Явган зам,
87926,,,Polygon,106.911488,47.92559,Авто зам,5-р сургуулийн зүүн талаар явсан зам,,,
87927,,,Polygon,106.902351,47.922929,Авто зам,,,Хороолол доторх зам,
87928,,,Polygon,106.903026,47.923078,Авто зам,,,Хороолол доторх зам,
87929,,,Polygon,106.90375,47.922714,Авто зам,,,,
87930,,,Polygon,106.902642,47.923678,Авто зам,,,,
87931,,,Polygon,106.93546,47.921066,Авто зам,,,,
87932,,,Polygon,106.857776,47.927188,Авто зам,БГД 9-р хороо гэр хороолол дунд,,Явган зам,
87933,,,Polygon,106.904816,47.921675,Авто зам,,,Туслах зам,
87934,,,Polygon,106.901176,47.920801,Авто зам,Ж.Самбуугийн гудамжны уулзвар,Бэтүб хийд,Хороолол доторх зам,191
87935,,,Polygon,106.901897,47.921173,Авто зам,,,,
87936,,,Polygon,106.907379,47.927712,Авто зам,,,Хороолол доторх зам,
87937,,,Polygon,106.907848,47.927604,Авто зам,,,Хороолол доторх зам,
87938,,,Polygon,106.949651,47.917553,Авто зам,,,Явган зам,Энхтайваны өргөн чөлөө | 189
87939,,,Polygon,106.909303,47.926016,Авто зам,,,Хороолол доторх зам,
87940,,,Polygon,106.909702,47.925674,Авто зам,,,,
87941,,,Polygon,106.909726,47.926085,Авто зам,,,Хороолол доторх зам,
87942,,,Polygon,106.910214,47.926317,Авто зам,,,Хороолол доторх зам,
87943,,,Polygon,106.908737,47.924976,Авто зам,Л.Лааганы гудамж,Анкарагийн гудамж,Туслах зам,Д.Дамбын гудамж
87944,,,Polygon,106.912658,47.924228,Авто зам,Хүнсний 1-р дэлгүүрийн зүүн урд талын уулзвараас,СУИС-ын уулзвар хүртэл,Гол зам,188 | Анкарагийн гудамж
87945,,,Polygon,106.858068,47.927403,Авто зам,БГД 9-р хороо гэр хороолол дунд,,Явган зам,
87946,,,Polygon,106.909556,47.922921,Авто зам,,,Хороолол доторх зам,
87947,,,Polygon,106.910057,47.923642,Авто зам,,,,
87948,,,Polygon,106.909058,47.924437,Авто зам,,,Хороолол доторх зам,
87949,,,Polygon,106.909899,47.921196,Авто зам,,,Хороолол доторх зам,
87950,,,Polygon,106.912243,47.919205,Авто зам,,,Хороолол доторх зам,
87951,,,Polygon,106.914181,47.919455,Авто зам,,,Хороолол доторх зам,
87952,,,Polygon,106.913814,47.919087,Авто зам,,,Туслах зам,
87953,,,Polygon,106.91553,47.918865,Авто зам,Жуулчны гудамжаас,Б.Ширэндэвийн гудамж хүртэл,Хороолол доторх зам,188 | Ц.Жигжиджавын гудамж
87954,,,Polygon,106.939883,47.926248,Авто зам,,,Хороолол доторх зам,188
87955,,,Polygon,106.903333,47.916514,Авто зам,,,Хороолол доторх зам,
87956,,,Polygon,106.906048,47.918056,Авто зам,,,Хороолол доторх зам,188
87957,,,Polygon,106.900835,47.918978,Авто зам,Төмөрчний гудамжнаас,Их тойруу хүртэл,Туслах зам,Жуулчны гудамж
87958,,,Polygon,106.91314,47.924625,Авто зам,,,Хороолол доторх зам,
87959,,,Polygon,106.93996,47.925215,Авто зам,,,Хороолол доторх зам,188
87960,,,Polygon,106.939723,47.927043,Авто зам,,,Хороолол доторх зам,188
87961,,,Polygon,106.938496,47.926852,Авто зам,,,Хороолол доторх зам,188
87962,,,Polygon,106.93742,47.927127,Авто зам,,,Хороолол доторх зам,188
87963,,,Polygon,106.937477,47.924673,Авто зам,,,Хороолол доторх зам,188
87964,,,Polygon,106.936473,47.924142,Авто зам,,,Туслах зам,
87965,,,Polygon,106.934597,47.920563,Авто зам,,,Хороолол доторх зам,
87966,,,Polygon,106.933943,47.921698,Авто зам,,,,
87967,,,Polygon,106.934604,47.919387,Авто зам,,,Хороолол доторх зам,
87968,,,Polygon,106.858403,47.92802,Авто зам,БГД 9-р хороо гэр хороолол дунд,,Явган зам,
87969,,,Polygon,106.931481,47.918831,Авто зам,,,Хороолол доторх зам,
87970,,,Polygon,106.939868,47.926159,Авто зам,"БЗД, 12-р хорооллын туслах авто зам",,Хороолол доторх зам,Их тойруу
87971,,,Polygon,106.935136,47.927039,Авто зам,,,Хороолол доторх зам,
87972,,,Polygon,106.935858,47.926913,Авто зам,,,Хороолол доторх зам,
87973,,,Polygon,106.935967,47.924481,Авто зам,,,Хороолол доторх зам,
87974,,,Polygon,106.858582,47.92866,Авто зам,БГД 9-р хороо гэр хороолол дунд,,Явган зам,
87975,,,Polygon,106.936474,47.924453,Авто зам,,,Хороолол доторх зам,
87976,,,Polygon,106.936928,47.924618,Авто зам,,,Туслах зам,188
87977,,,Polygon,106.943522,47.9161,Авто зам,Зүүн 4-н замаас урагш Нарантуул захын баруун талын замын уулзвар хүртэлх гудамж,,Гол зам,Намъяанжугийн гудамж | 188
87978,,,Polygon,106.936658,47.923726,Авто зам,Деневерийн гудамжнаас Их тойруу хүртэл,,Гол зам,Залуучуудын гудамж
87979,,,Polygon,106.942254,47.92186,Авто зам,"БЗД, 12-р хорооллын туслах авто зам",,Хороолол доторх зам,Их тойруу
87980,,,Polygon,106.8586,47.928812,Авто зам,БГД 9-р хороо гэр хороолол дунд,,Явган зам,
87981,,,Polygon,106.94204,47.921112,Авто зам,,,,
87982,,,Polygon,106.941843,47.920889,Авто зам,,,Хороолол доторх зам,
87983,,,Polygon,106.941486,47.922534,Авто зам,,,,
87984,,,Polygon,106.939778,47.923477,Авто зам,,,Авто зогсоол,188 | Сансрын нисэгчдийн талбай
87985,,,Polygon,106.941455,47.923459,Авто зам,,,Хороолол доторх зам,
87986,,,Polygon,106.937195,47.920117,Авто зам,"БЗД, 2-р эмнэлэгийн ужд талын авто зам",,Хороолол доторх зам,188
87987,,,Polygon,106.865134,47.915213,Авто зам,,,Хороолол доторх зам,
87988,,,Polygon,106.941227,47.923218,Авто зам,,,Хороолол доторх зам,
87989,,,Polygon,106.940939,47.923504,Авто зам,,,Хороолол доторх зам,
87990,,,Polygon,106.935825,47.922392,Авто зам,,,Хороолол доторх зам,
87991,,,Polygon,106.936471,47.922283,Авто зам,,,Хороолол доторх зам,
87992,,,Polygon,106.937352,47.922461,Авто зам,,,Хороолол доторх зам,
87993,,,Polygon,106.938032,47.922649,Авто зам,,,Хороолол доторх зам,
87994,,,Polygon,106.936962,47.922294,Авто зам,Токиогийн гудамж,Сансрын нисэгчдийн талбай,Хороолол доторх зам,188 | Цэнд гүний гудамж
87995,,,Polygon,106.944364,47.925296,Авто зам,,,Хороолол доторх зам,
87996,,,Polygon,106.948385,47.917716,Авто зам,,,Явган зам,189 | Энхтайваны өргөн чөлөө
87997,,,Polygon,106.943967,47.918613,Авто зам,,,Явган зам,Энхтайваны өргөн чөлөө | 189
87998,,,Polygon,106.968696,47.91609,Авто зам,,,Явган зам,Энхтайваны өргөн чөлөө | 189
87999,,,Polygon,106.970721,47.916157,Авто зам,,,Явган зам,Энхтайваны өргөн чөлөө | 189
