id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Хэсэгчилсэн ерөнхий төлөвлөгөөний нэр,Батлагдсан дугаар,Бүсчлэл,Дүүрэг,Хороо,Хаягийн бүс
3243963,,Ажил хэргийн бүс,Polygon,106.585644,47.847441,Олон нийт ажил хэргийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Ажил хэргийн бүс,Хан-Уул,13-р хороо,Улаан овоот /17175/
3243964,,Ажил хэргийн бүс,Polygon,106.58736,47.848782,Олон нийт ажил хэргийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Ажил хэргийн бүс,Хан-Уул,13-р хороо,Улаан овоот /17175/
3243965,,"Ажил хэрэг, олон нийтийн бүс",Polygon,106.587756,47.847447,Олон нийт ажил хэргийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Ажил хэргийн бүс,Хан-Уул,13-р хороо,Улаан овоот /17175/
3243966,,"Ажил хэрэг, олон нийтийн бүс",Polygon,106.58454,47.840467,Олон нийт ажил хэргийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,"Ажил хэрэг, олон нийтийн бүс",Хан-Уул,13-р хороо,Улаан овоот /17175/
3243967,,"Ажил хэрэг, олон нийтийн бүс",Polygon,106.582526,47.840914,Олон нийт ажил хэргийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,"Ажил хэрэг, олон нийтийн бүс",Хан-Уул,13-р хороо,Улаан овоот /17175/
3243968,,"Ажил хэрэг, олон нийтийн бүс",Polygon,106.557907,47.844993,Олон нийт ажил хэргийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,"Ажил хэрэг, олон нийтийн бүс",Хан-Уул,13-р хороо,Улаан овоот /17175/
3243973,,Үйлдвэрийн нөөц талбай,Polygon,106.57903,47.827491,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Үйлдвэрийн нөөц талбай,Хан-Уул,13-р хороо,"Улаан овоот /17175/, Аж үйлдвэрийн парк хэсэг /17174/"
3243974,,Үйлдвэрийн нөөц талбай,Polygon,106.563917,47.837217,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Үйлдвэрийн нөөц талбай,Хан-Уул,13-р хороо,Улаан овоот /17175/
3243975,,Мах боловсруулах үйлдвэр,Polygon,106.556866,47.839298,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Мах боловсруулах үйлдвэр,Хан-Уул,13-р хороо,Улаан овоот /17175/
3243976,,Үйлдвэрийн нөөц талбай,Polygon,106.578451,47.836878,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Үйлдвэрийн нөөц талбай,Хан-Уул,13-р хороо,Улаан овоот /17175/
