id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Хэсэгчилсэн ерөнхий төлөвлөгөөний нэр,Батлагдсан дугаар,Бүсчлэл,Дүүрэг,Хороо,Хаягийн бүс
3243977,,Төмөр замын ачиж буулгах талбай,Polygon,106.578109,47.831392,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Төмөр замын ачиж буулгах талбай,Хан-Уул,13-р хороо,Улаан овоот /17175/
3243978,,Үйлдвэрийн нөөц талбай,Polygon,106.577118,47.83432,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Үйлдвэрийн нөөц талбай,Хан-Уул,13-р хороо,Улаан овоот /17175/
3243979,,Үйлдвэрийн нөөц талбай,Polygon,106.579241,47.838407,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Үйлдвэрийн нөөц талбай,Хан-Уул,13-р хороо,Улаан овоот /17175/
3243980,,Үйлдвэрийн нөөц талбай,Polygon,106.577753,47.835525,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Үйлдвэрийн нөөц талбай,Хан-Уул,13-р хороо,Улаан овоот /17175/
3243981,,Үйлдвэрийн нөөц талбай,Polygon,106.580756,47.841341,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Үйлдвэрийн нөөц талбай,Хан-Уул,13-р хороо,Улаан овоот /17175/
3243982,,Үйлдвэрийн нөөц талбай,Polygon,106.580031,47.839937,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Үйлдвэрийн нөөц талбай,Хан-Уул,13-р хороо,Улаан овоот /17175/
3243983,,Үйлдвэрийн нөөц талбай,Polygon,106.58392,47.847467,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Үйлдвэрийн нөөц талбай,Хан-Уул,13-р хороо,Улаан овоот /17175/
3243984,,Үйлдвэрийн нөөц талбай,Polygon,106.582764,47.845387,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Үйлдвэрийн нөөц талбай,Хан-Уул,13-р хороо,Улаан овоот /17175/
3243985,,Үйлдвэрийн нөөц талбай,Polygon,106.565653,47.834906,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Үйлдвэрийн нөөц талбай,Хан-Уул,13-р хороо,Улаан овоот /17175/
3243986,,Үйлдвэрийн нөөц талбай,Polygon,106.567219,47.832688,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Үйлдвэрийн нөөц талбай,Хан-Уул,13-р хороо,Улаан овоот /17175/
3243987,,Ноос боловсруулах үйлдвэр,Polygon,106.586524,47.844948,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Ноос боловсруулах үйлдвэр,Хан-Уул,13-р хороо,Улаан овоот /17175/
3243988,,Ноос боловсруулах үйлдвэр,Polygon,106.584422,47.84515,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Ноос боловсруулах үйлдвэр,Хан-Уул,13-р хороо,Улаан овоот /17175/
3243989,,Ноос боловсруулах үйлдвэр,Polygon,106.585467,47.842266,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Ноос боловсруулах үйлдвэр,Хан-Уул,13-р хороо,Улаан овоот /17175/
3243990,,Ноос боловсруулах үйлдвэр,Polygon,106.583294,47.842521,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Ноос боловсруулах үйлдвэр,Хан-Уул,13-р хороо,Улаан овоот /17175/
3243991,,Ноос боловсруулах үйлдвэр,Polygon,106.581561,47.842741,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Ноос боловсруулах үйлдвэр,Хан-Уул,13-р хороо,Улаан овоот /17175/
3243992,,"Арьс, шир боловсруулах үйлдвэр",Polygon,106.583896,47.839047,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,"Арьс, шир боловсруулах үйлдвэр",Хан-Уул,13-р хороо,Улаан овоот /17175/
3243993,,"Арьс, шир боловсруулах үйлдвэр",Polygon,106.581866,47.839491,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,"Арьс, шир боловсруулах үйлдвэр",Хан-Уул,13-р хороо,Улаан овоот /17175/
3243994,,"Арьс, шир боловсруулах үйлдвэр",Polygon,106.583188,47.837499,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,"Арьс, шир боловсруулах үйлдвэр",Хан-Уул,13-р хороо,Улаан овоот /17175/
3243995,,"Арьс, шир боловсруулах үйлдвэр",Polygon,106.581156,47.837943,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,"Арьс, шир боловсруулах үйлдвэр",Хан-Уул,13-р хороо,Улаан овоот /17175/
3243996,,"Арьс, шир боловсруулах үйлдвэр",Polygon,106.580454,47.836395,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,"Арьс, шир боловсруулах үйлдвэр",Хан-Уул,13-р хороо,Улаан овоот /17175/
3243997,,"Арьс, шир боловсруулах үйлдвэр",Polygon,106.582481,47.83595,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,"Арьс, шир боловсруулах үйлдвэр",Хан-Уул,13-р хороо,Улаан овоот /17175/
3243998,,"Арьс, шир боловсруулах үйлдвэр",Polygon,106.581846,47.834578,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,"Арьс, шир боловсруулах үйлдвэр",Хан-Уул,13-р хороо,Улаан овоот /17175/
3243999,,"Арьс, шир боловсруулах үйлдвэр",Polygon,106.579831,47.835028,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,"Арьс, шир боловсруулах үйлдвэр",Хан-Уул,13-р хороо,Улаан овоот /17175/
3244000,,"Арьс, шир боловсруулах үйлдвэр",Polygon,106.581357,47.833331,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,"Арьс, шир боловсруулах үйлдвэр",Хан-Уул,13-р хороо,"Улаан овоот /17175/, Аж үйлдвэрийн парк хэсэг /17174/"
3244001,,"Арьс, шир боловсруулах үйлдвэр",Polygon,106.579282,47.833827,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,"Арьс, шир боловсруулах үйлдвэр",Хан-Уул,13-р хороо,Улаан овоот /17175/
3244002,,Дайвар бүтээгдэхүүн боловсруулах үйлдвэр,Polygon,106.560375,47.838908,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Дайвар бүтээгдэхүүн боловсруулах үйлдвэр,Хан-Уул,13-р хороо,Улаан овоот /17175/
3244003,,Дайвар бүтээгдэхүүн боловсруулах үйлдвэр,Polygon,106.56379,47.839055,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Дайвар бүтээгдэхүүн боловсруулах үйлдвэр,Хан-Уул,13-р хороо,Улаан овоот /17175/
3244004,,Гүн хөлдөөх агуулах,Polygon,106.560972,47.840233,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Гүн хөлдөөх агуулах,Хан-Уул,13-р хороо,Улаан овоот /17175/
3244005,,Хөргөлттэй агуулах,Polygon,106.560303,47.841603,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Хөргөлттэй агуулах,Хан-Уул,13-р хороо,Улаан овоот /17175/
3244006,,Үйлдвэр,Polygon,106.556749,47.841727,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Үйлдвэр,Хан-Уул,13-р хороо,Улаан овоот /17175/
3244007,,"Үйлдвэр, агуулах",Polygon,106.55963,47.842877,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,"Үйлдвэр, агуулах",Хан-Уул,13-р хороо,Улаан овоот /17175/
3244008,,"Үйлдвэр, агуулах",Polygon,106.556164,47.843175,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,"Үйлдвэр, агуулах",Хан-Уул,13-р хороо,Улаан овоот /17175/
3244009,,Агуулах,Polygon,106.559112,47.843904,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Агуулах,Хан-Уул,13-р хороо,Улаан овоот /17175/
3244010,,Агуулах,Polygon,106.556666,47.844213,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Агуулах,Хан-Уул,13-р хороо,Улаан овоот /17175/
3244011,,Химийн материалын агуулах,Polygon,106.580644,47.831647,Үйлдвэрийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Химийн материалын агуулах,Хан-Уул,13-р хороо,"Улаан овоот /17175/, Аж үйлдвэрийн парк хэсэг /17174/"
3244020,,Цахилгааны дэд станц,Polygon,106.584772,47.848837,Инженерийн дэд бүтцийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Цахилгааны дэд станц,Хан-Уул,13-р хороо,Улаан овоот /17175/
3244021,,Дулааны цахилгаан станц,Polygon,106.576535,47.827485,Инженерийн дэд бүтцийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Дулааны цахилгаан станц,Хан-Уул,13-р хороо,Улаан овоот /17175/
3244022,,Цэвэрлэх байгууламж,Polygon,106.571572,47.827639,Инженерийн дэд бүтцийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Цэвэрлэх байгууламж,Хан-Уул,13-р хороо,Улаан овоот /17175/
3244023,,Дулааны цахилгаан станц,Polygon,106.564901,47.835242,Инженерийн дэд бүтцийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Дулааны цахилгаан станц,Хан-Уул,13-р хороо,Улаан овоот /17175/
3244024,,"Насос станц, технологийн усны усан сан",Polygon,106.576218,47.825984,Инженерийн дэд бүтцийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,"Насос станц, технологийн усны усан сан",Хан-Уул,13-р хороо,Улаан овоот /17175/
3244026,,Нөөц талбай,Polygon,106.567349,47.830011,Инженерийн дэд бүтцийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 дугаар сарын 24-ний өдрийн 94 дүгээр тогтоол,Нөөц талбай,Хан-Уул,13-р хороо,Улаан овоот /17175/
3244032,,Орон сууцны бүс,Polygon,106.589868,47.845608,Орон сууцны бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Орон сууцны бүс,Хан-Уул,13-р хороо,Аж үйлдвэрийн парк хэсэг /17174/
3244033,,Орон сууцны бүс,Polygon,106.588283,47.842755,Орон сууцны бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Орон сууцны бүс,Хан-Уул,13-р хороо,Аж үйлдвэрийн парк хэсэг /17174/
3244034,,Орон сууцны бүс,Polygon,106.590459,47.84757,Орон сууцны бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Орон сууцны бүс,Хан-Уул,13-р хороо,Аж үйлдвэрийн парк хэсэг /17174/
3244035,,Орон сууцны бүс,Polygon,106.59168,47.849374,Орон сууцны бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Орон сууцны бүс,Хан-Уул,13-р хороо,"Хурганы аж ахуй /18420/, Аж үйлдвэрийн парк хэсэг /17174/"
3244040,,Ногоон байгууламжийн бүс,Polygon,106.5685,47.834053,Ногоон байгууламжийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Ногоон байгууламжийн бүс,Хан-Уул,13-р хороо,Улаан овоот /17175/
3244041,,Ногоон байгууламжийн бүс,Polygon,106.588388,47.846029,Ногоон байгууламжийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Ногоон байгууламжийн бүс,Хан-Уул,13-р хороо,"Улаан овоот /17175/, Аж үйлдвэрийн парк хэсэг /17174/"
3244042,,Ногоон байгууламжийн бүс,Polygon,106.586488,47.842198,Ногоон байгууламжийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Ногоон байгууламжийн бүс,Хан-Уул,13-р хороо,"Улаан овоот /17175/, Аж үйлдвэрийн парк хэсэг /17174/"
3244043,,Ногоон байгууламжийн бүс,Polygon,106.590351,47.85024,Ногоон байгууламжийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Ногоон байгууламжийн бүс,"Хан-Уул, Сонгинохайрхан","32-р хороо, 13-р хороо","Хурганы аж ахуй /18420/, Улаан овоот /17175/, Аж үйлдвэрийн парк хэсэг /17174/"
3244044,,Ногоон байгууламжийн бүс,Polygon,106.588639,47.846023,Ногоон байгууламжийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Ногоон байгууламжийн бүс,Хан-Уул,13-р хороо,Аж үйлдвэрийн парк хэсэг /17174/
3244045,,Ногоон байгууламжийн бүс,Polygon,106.577215,47.82902,Ногоон байгууламжийн бүс,“Эмээлт Эко Аж Үйлдвэрийн Парк”-ийн хэсэгчилсэн ерөнхий төлөвлөгөө,Нийслэлийн Иргэдийн Төлөөлөгчдийн Хурлын 2024 оны 07 сарын 24-ний өдрийн 94 дүгээр тогтоол,Ногоон байгууламжийн бүс,Хан-Уул,13-р хороо,Улаан овоот /17175/
