id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Нэр
9165,,,Polygon,106.88487,47.94784,Оршуулгын газрын хамгаалалтын бүс,Самбалхүндэвийн оршуулгын газар
9166,,,Polygon,106.759268,47.872292,Оршуулгын газрын хамгаалалтын бүс,Буянт-Ухаа оршуулгын газар
9167,,,Polygon,106.971923,47.931087,Оршуулгын газрын хамгаалалтын бүс,Алтан-Өлгийн оршуулгын газар
9168,,,Polygon,107.106689,47.921201,Оршуулгын газрын хамгаалалтын бүс,Мянган лантын оршуулгын газар
9169,,,Polygon,106.962919,47.922891,Оршуулгын газрын хамгаалалтын бүс,Оросын оршуулгын газар
9170,,,Polygon,107.107306,47.918353,Оршуулгын газрын хамгаалалтын бүс,Буяны төв цогцолбор-2
9171,,,Polygon,106.622353,47.916322,Оршуулгын газрын хамгаалалтын бүс,Буяны төв цогцолбор-1
9172,,,Polygon,106.97319,47.951219,Оршуулгын газрын хамгаалалтын бүс,Цагаан давааны оршуулгын газар
9173,,,Polygon,106.766955,47.956368,Оршуулгын газрын хамгаалалтын бүс,Исламын шашинтны оршуулгын газар
9174,,,Polygon,106.942913,47.995891,Оршуулгын газрын хамгаалалтын бүс,Японы оршуулгын газар
9175,,,Polygon,106.755349,47.965684,Оршуулгын газрын хамгаалалтын бүс,Нарангийн энгэрийн оршуулгын газар
9176,,,Polygon,106.494856,48.040704,Оршуулгын газрын хамгаалалтын бүс,Дурсгалын цэцэрлэгт хүрээлэн-2
9177,,,Polygon,106.672485,47.798095,Оршуулгын газрын хамгаалалтын бүс,Мааньтын оршуулгын газар
