Насны бүлэг,Бүс,Хүйс,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992
45-49,Сэлэнгэ,Эрэгтэй,2508,3567,2202,2213,2724,3263,3166,3767,2480,3039,2616,3249,2851,2891,3042,3443,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Сэлэнгэ,Эмэгтэй,3294,2810,1348,2793,2188,2703,4117,4663,2964,2636,2630,2727,3024,3008,3176,4010,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Төв,Нийт,5861,5549,5416,5666,4739,6850,7809,6022,6198,7151,5737,5023,5218,6298,5537,6906,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Төв,Эрэгтэй,3310,2121,2625,3420,2147,3778,3263,3121,2768,3512,2339,2283,2546,3097,2721,2969,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Төв,Эмэгтэй,2552,3428,2791,2245,2593,3072,4546,2901,3430,3639,3398,2740,2672,3201,2816,3937,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Зүүн бүс,Нийт,13978,14451,11029,12381,13394,12625,11441,12009,12636,10869,11960,10091,8980,10465,9574,9384,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Зүүн бүс,Эрэгтэй,6846,7318,5189,5925,6277,5858,6063,5111,6268,5163,6042,4685,4204,4467,4418,4639,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Зүүн бүс,Эмэгтэй,7132,7133,5839,6456,7117,6767,5378,6898,6368,5706,5918,5406,4776,5998,5156,4745,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Дорнод,Нийт,4744,4258,3390,4637,4703,3990,3630,4505,4295,3121,3626,2666,2629,3575,3678,2934,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Дорнод,Эрэгтэй,2084,2092,1581,1655,1940,1642,1872,1673,2067,1320,1861,986,1212,1685,1702,1575,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Дорнод,Эмэгтэй,2660,2166,1809,2982,2762,2348,1758,2832,2228,1801,1765,1680,1417,1890,1976,1359,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Сүхбаатар,Нийт,4839,4477,2845,3985,4566,3856,3560,3615,3736,2852,3254,2757,3174,3677,3410,3063,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Сүхбаатар,Эрэгтэй,2341,2299,1379,2037,2321,1977,2125,1697,1826,1590,1623,1340,1540,1448,1844,1338,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Сүхбаатар,Эмэгтэй,2498,2179,1466,1949,2245,1880,1435,1918,1910,1262,1631,1417,1634,2229,1566,1725,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Хэнтий,Нийт,4395,5716,4793,3759,4126,4778,4251,3889,4605,4896,5080,4668,3177,3213,2486,3387,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Хэнтий,Эрэгтэй,2421,2928,2229,2234,2016,2239,2066,1741,2375,2253,2558,2359,1452,1334,872,1726,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Хэнтий,Эмэгтэй,1974,2788,2564,1525,2110,2539,2185,2148,2230,2643,2522,2309,1725,1879,1614,1661,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Улаанбаатар,Нийт,79914,71807,68807,60005,62933,63527,67223,69268,64643,61091,55406,56987,48412,51047,49148,55092,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Улаанбаатар,Эрэгтэй,41169,35869,35005,31445,31383,32609,33702,33745,31033,27810,26712,27816,22647,24132,24660,25326,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Улаанбаатар,Эмэгтэй,38744,35938,33801,28560,31549,30918,33521,35523,33610,33281,28694,29171,25765,26915,24488,29766,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Хан-Уул,Нийт,11275,9475,8935,14652,4716,8875,7878,7933,9059,7196,6527,5067,5203,4712,5210,4802,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Хан-Уул,Эрэгтэй,6784,3366,3451,8560,3192,5751,3721,3600,4186,3183,3437,2452,2261,2059,2502,2763,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Хан-Уул,Эмэгтэй,4491,6109,5484,6092,1524,3124,4157,4333,4873,4013,3090,2615,2942,2653,2708,2039,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Багануур Багахангай,Нийт,1278,1533,1548,785,2006,0,1647,1530,1397,1803,1613,1530,1877,1902,1250,1011,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Багануур Багахангай,Эрэгтэй,477,500,990,308,943,0,738,743,680,756,729,746,919,899,817,600,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Багануур Багахангай,Эмэгтэй,802,1033,558,477,1063,0,909,787,717,1047,884,784,958,1003,433,411,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Баянзүрх,Нийт,24215,23381,14285,15997,12984,11407,16025,21062,16017,12226,14285,15049,11929,11607,11515,11749,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Баянзүрх,Эрэгтэй,12427,12190,8493,9142,6705,5616,7418,12013,6910,5646,7352,7637,5693,5034,5881,5196,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Баянзүрх,Эмэгтэй,11788,11191,5792,6854,6279,5791,8607,9049,9107,6580,6933,7412,6236,6573,5634,6553,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Налайх,Нийт,3166,2320,975,1817,684,2326,1666,2093,2099,2021,1625,1260,623,1362,1349,1129,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Налайх,Эрэгтэй,1741,1367,542,580,164,992,834,1041,1106,895,817,500,267,778,616,808,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Налайх,Эмэгтэй,1424,953,433,1237,520,1334,832,1052,993,1126,808,760,356,584,733,321,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Баянгол,Нийт,9280,10090,11620,6569,14832,6621,11170,9929,9560,9304,9654,10884,7446,8707,6811,7820,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Баянгол,Эрэгтэй,5757,5673,5783,2947,6687,3310,5550,4143,4481,4225,4405,5148,3604,4229,3401,3769,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Баянгол,Эмэгтэй,3523,4417,5836,3622,8145,3311,5620,5786,5079,5079,5249,5736,3842,4478,3410,4051,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49, Сүхбаатар,Нийт,7279,6335,8908,6044,7897,8194,7178,7505,6491,6745,5736,6023,6462,7084,6966,7122,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49, Сүхбаатар,Эрэгтэй,4238,3705,4861,3513,3374,3897,3494,3676,3754,3261,2232,3052,2971,2855,3452,2409,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49, Сүхбаатар,Эмэгтэй,3041,2630,4047,2531,4523,4297,3684,3829,2737,3484,3504,2971,3491,4229,3514,4713,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Чингэлтэй,Нийт,6855,5750,7737,4752,6912,7197,7085,6197,5310,7405,5639,6944,7215,5439,5481,6592,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Чингэлтэй,Эрэгтэй,2347,2835,3549,2149,3213,2844,3855,2779,2348,3331,2836,2977,3267,3237,2699,2855,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Чингэлтэй,Эмэгтэй,4508,2915,4188,2603,3699,4354,3230,3418,2962,4074,2803,3967,3948,2202,2782,3737,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Сонгинохайрхан,Нийт,16566,12924,14799,9389,12902,18907,14574,13019,14710,14391,10327,10230,7657,10234,10566,14867,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Сонгинохайрхан,Эрэгтэй,7398,6234,7336,4245,7106,10200,8092,5750,7568,6513,4904,5304,3665,5041,5292,6926,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
45-49,Сонгинохайрхан,Эмэгтэй,9168,6690,7463,5144,5796,8707,6482,7269,7142,7878,5423,4926,3992,5193,5274,7941,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Улсын дүн,Нийт,146652,133064,132820,124278,123345,120630,142451,143158,125552,119655,112300,106859,97414,94247,94940,84517,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Улсын дүн,Эрэгтэй,70710,63693,64021,59131,60373,60178,71098,71689,64852,61766,58120,51303,48263,51211,50587,44709,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Улсын дүн,Эмэгтэй,75941,69371,68799,65147,62972,60452,71353,71469,60700,57889,54180,55556,49151,43036,44353,39808,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Баруун бүс,Нийт,22188,18172,16110,17428,14980,15607,20669,17409,17541,18601,17740,14583,16466,14634,14487,14736,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Баруун бүс,Эрэгтэй,11528,7975,7755,9180,7936,7688,10423,8939,9578,9832,9457,7456,8256,8309,6869,7822,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Баруун бүс,Эмэгтэй,10660,10197,8355,8248,7043,7919,10246,8470,7963,8769,8283,7127,8210,6325,7618,6914,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Баян-Өлгий,Нийт,3373,3285,3042,1676,2243,2068,5033,3942,4005,4248,3474,3177,3404,3794,2665,2664,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Баян-Өлгий,Эрэгтэй,1964,1470,1691,923,1654,764,2408,1972,2043,2419,1834,1688,1723,2104,1318,1426,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Баян-Өлгий,Эмэгтэй,1409,1816,1351,753,589,1304,2625,1970,1962,1829,1640,1489,1681,1690,1347,1238,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Говь-Алтай,Нийт,3557,2464,2454,3349,2388,2937,3152,2751,2593,2800,2634,2225,2439,1940,2538,3026,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Говь-Алтай,Эрэгтэй,1912,986,1217,1574,1212,1646,1564,1324,1339,1260,1268,976,1023,908,983,1868,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Говь-Алтай,Эмэгтэй,1645,1478,1237,1775,1176,1291,1588,1427,1254,1540,1366,1249,1416,1032,1555,1158,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Завхан,Нийт,6472,4578,5093,4012,4527,3070,3648,3599,3394,3226,4668,3177,4005,2955,3382,1910,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Завхан,Эрэгтэй,3442,1848,2249,2273,2430,1758,1764,1902,1849,1495,2557,1569,1866,1827,2003,1124,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Завхан,Эмэгтэй,3030,2729,2844,1739,2097,1312,1884,1697,1545,1731,2111,1608,2139,1128,1379,786,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Увс,Нийт,3419,4386,3035,3177,3617,3568,4713,3943,2830,4437,4231,3341,3602,3112,3082,3229,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Увс,Эрэгтэй,1490,1913,1509,1935,1600,1820,2750,2241,1664,2503,2330,1847,2092,1820,1355,1460,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Увс,Эмэгтэй,1929,2473,1527,1242,2016,1748,1963,1702,1166,1934,1901,1494,1510,1292,1727,1769,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Ховд,Нийт,5366,3459,2486,5214,2205,3963,4123,3174,4719,3890,2733,2663,3016,2833,2820,3907,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Ховд,Эрэгтэй,2719,1758,1090,2476,1039,1700,1937,1500,2683,2155,1468,1376,1552,1650,1210,1944,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Ховд,Эмэгтэй,2648,1701,1396,2738,1166,2264,2186,1674,2036,1735,1265,1287,1464,1183,1610,1963,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Хангайн бүс,Нийт,31738,32204,26835,31413,29113,32446,30013,31706,25854,25504,21530,24363,20586,22645,21745,18953,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Хангайн бүс,Эрэгтэй,16332,15893,12734,14508,14234,15885,15381,15792,13395,13051,11631,12132,9741,12440,12103,9965,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Хангайн бүс,Эмэгтэй,15406,16312,14101,16906,14879,16561,14632,15914,12459,12453,9899,12231,10845,10205,9642,8988,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Архангай,Нийт,4723,5460,4951,4623,5865,4824,5266,5855,4485,4645,4043,4196,4121,4814,3553,3548,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Архангай,Эрэгтэй,2447,2319,1899,1912,3020,2968,2720,2778,2470,2750,2268,2177,1857,2337,2018,1989,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Архангай,Эмэгтэй,2276,3141,3052,2712,2846,1856,2546,3077,2015,1895,1775,2019,2264,2477,1535,1559,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Баянхонгор,Нийт,4858,3193,5165,3506,3049,2776,3947,3553,2988,2776,2433,2748,2473,2897,3030,3471,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Баянхонгор,Эрэгтэй,2056,1630,2726,1700,1414,1292,2284,1926,1837,1594,1265,1480,1352,1355,1444,1656,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Баянхонгор,Эмэгтэй,2802,1564,2439,1806,1634,1484,1663,1627,1151,1182,1168,1268,1121,1542,1586,1815,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Булган,Нийт,4198,5585,2689,2422,4660,5201,4031,4175,3288,2588,3431,3560,1967,2503,3105,2772,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Булган,Эрэгтэй,2259,2734,1520,1128,2252,3135,2304,1956,1387,1231,1913,1910,714,1512,1604,1559,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Булган,Эмэгтэй,1939,2851,1170,1294,2408,2066,1727,2219,1901,1357,1518,1650,1253,991,1501,1213,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Орхон,Нийт,3012,2694,3247,5366,4231,5580,4958,6005,4973,3997,3850,3633,3832,3141,3126,2295,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Орхон,Эрэгтэй,1953,1431,1500,2878,2254,2720,2541,2838,2225,1809,2084,1831,1853,1977,1486,1425,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Орхон,Эмэгтэй,1058,1263,1746,2488,1976,2860,2417,3167,2748,2188,1766,1802,1979,1164,1640,870,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Өвөрхангай,Нийт,7441,7051,4113,5575,3519,5336,6372,6898,5462,5577,4345,4942,3300,4172,3768,3609,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Өвөрхангай,Эрэгтэй,3583,3152,2547,1869,1843,2482,2868,3947,3060,2697,2401,2180,1532,2510,2497,1720,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Өвөрхангай,Эмэгтэй,3858,3899,1566,3706,1677,2854,3504,2951,2402,2880,1944,2762,1768,1662,1271,1889,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Хөвсгөл,Нийт,7506,8220,6671,9921,7790,8729,5439,5220,4658,5921,3428,5284,4893,5118,5163,3258,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Хөвсгөл,Эрэгтэй,4034,4627,2542,5021,3451,3287,2664,2347,2416,2970,1700,2554,2433,2749,3054,1616,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Хөвсгөл,Эмэгтэй,3472,3593,4129,4900,4339,5442,2775,2873,2242,2951,1728,2730,2460,2369,2109,1642,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Төвийн бүс,Нийт,23953,20412,25529,19877,25445,26620,27698,27440,22104,22562,20759,20649,19649,19868,19593,14541,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Төвийн бүс,Эрэгтэй,11200,10371,12358,9746,12195,14320,14007,14033,10769,11636,11271,9695,9488,10176,10458,7730,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Төвийн бүс,Эмэгтэй,12753,10041,13170,10130,13250,12300,13691,13407,11335,10926,9488,10954,10161,9692,9135,6811,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Говьсүмбэр,Нийт,445,878,552,810,619,735,965,907,687,629,389,338,81,409,500,335,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Говьсүмбэр,Эрэгтэй,229,509,340,498,322,374,348,500,408,254,199,181,0,316,370,167,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Говьсүмбэр,Эмэгтэй,216,369,212,312,297,361,617,407,279,375,190,157,81,93,130,168,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Дархан-Уул,Нийт,3608,4647,6256,4624,4377,3932,4052,4497,3848,3934,4143,3613,3996,3680,3807,1760,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Дархан-Уул,Эрэгтэй,1768,2358,2461,2304,1892,1873,2176,2150,1798,2043,1720,1329,2131,1921,2222,952,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Дархан-Уул,Эмэгтэй,1839,2290,3796,2320,2484,2060,1876,2347,2050,1891,2423,2284,1865,1759,1585,808,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Дорноговь,Нийт,2774,1928,4330,1687,3013,3175,2540,3137,3281,2746,2559,2846,2841,1798,2415,1927,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Дорноговь,Эрэгтэй,1525,1036,2704,907,1231,1784,1195,1608,1356,1449,1387,1414,1457,890,1544,1217,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Дорноговь,Эмэгтэй,1249,891,1626,781,1782,1391,1345,1529,1925,1297,1172,1432,1384,908,871,710,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Дундговь,Нийт,2230,1986,2476,2406,2859,3458,2882,2467,2277,2134,2477,2438,2380,2553,1845,2008,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Дундговь,Эрэгтэй,1140,809,1568,1554,1556,1494,1433,1278,1304,1232,1401,1203,1220,1248,916,738,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Дундговь,Эмэгтэй,1090,1176,908,853,1302,1964,1449,1189,973,902,1076,1235,1160,1305,929,1270,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Өмнөговь,Нийт,3904,2402,3416,2915,4531,5247,3759,2831,2108,2251,3388,1999,1175,1732,2379,1522,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Өмнөговь,Эрэгтэй,1673,1056,2010,1414,1795,2345,1842,1270,1312,1120,1820,891,524,945,1209,764,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Өмнөговь,Эмэгтэй,2231,1346,1406,1501,2736,2902,1917,1561,796,1131,1568,1108,651,787,1170,758,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Сэлэнгэ,Нийт,5673,4083,4317,2596,4852,4240,6895,6234,4500,5184,3518,4323,4929,3468,4476,3533,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Сэлэнгэ,Эрэгтэй,2479,2141,2133,988,2353,2671,3421,3419,2102,2718,2255,2229,2411,1563,2217,1786,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Сэлэнгэ,Эмэгтэй,3194,1942,2184,1608,2499,1569,3474,2815,2398,2466,1263,2094,2518,1905,2259,1747,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Төв,Нийт,5321,4489,4181,4838,5195,5832,6605,7367,5403,5684,4285,5092,4247,6228,4171,3456,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Төв,Эрэгтэй,2386,2462,1144,2082,3046,3779,3592,3808,2489,2820,2489,2448,1745,3293,1980,2106,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Төв,Эмэгтэй,2934,2027,3038,2756,2149,2053,3013,3559,2914,2864,1796,2644,2502,2935,2191,1350,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Зүүн бүс,Нийт,11515,8058,8004,10084,10618,7998,9313,9206,9514,9071,8410,7238,7403,7055,7487,7741,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Зүүн бүс,Эрэгтэй,5669,4060,4010,5647,5571,4341,4596,4670,5368,4424,4436,3793,4192,4098,4273,3573,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Зүүн бүс,Эмэгтэй,5846,3998,3994,4436,5046,3657,4717,4536,4146,4647,3974,3445,3211,2957,3214,4168,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Дорнод,Нийт,4776,2208,3322,4126,4484,2342,3944,3240,3193,3420,2524,2568,2516,2369,2992,1993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Дорнод,Эрэгтэй,2300,1041,1907,2074,2176,1331,2063,1700,2044,1750,1313,1304,1288,1488,1793,929,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Дорнод,Эмэгтэй,2476,1167,1415,2052,2309,1011,1881,1540,1149,1670,1211,1264,1228,881,1199,1064,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Сүхбаатар,Нийт,3332,2470,2010,3031,3110,2813,1975,2928,2884,2714,2234,2016,2105,2378,2065,2592,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Сүхбаатар,Эрэгтэй,1843,1161,833,1746,1309,1623,888,1248,1149,1455,1195,1059,1127,1386,1166,1038,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Сүхбаатар,Эмэгтэй,1489,1309,1177,1285,1801,1190,1087,1680,1735,1259,1039,957,978,992,899,1554,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Хэнтий,Нийт,3407,3380,2672,2927,3024,2843,3394,3038,3437,2937,3652,2654,2782,2308,2430,3156,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Хэнтий,Эрэгтэй,1526,1858,1270,1827,2086,1387,1645,1722,2175,1219,1928,1430,1777,1224,1314,1606,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Хэнтий,Эмэгтэй,1881,1523,1403,1099,937,1456,1749,1316,1262,1718,1724,1224,1005,1084,1116,1550,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Улаанбаатар,Нийт,57257,54217,56341,45476,43189,37960,54758,57397,50539,43917,43861,40026,33310,30045,31628,28546,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Улаанбаатар,Эрэгтэй,25981,25394,27164,20050,20436,17945,26691,28255,25742,22823,21325,18227,16586,16188,16884,15619,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Улаанбаатар,Эмэгтэй,31276,28823,29177,25427,22752,20015,28067,29142,24797,21094,22536,21799,16724,13857,14744,12927,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Хан-Уул,Нийт,7324,8704,8570,6839,3876,4576,6419,8526,5845,5864,6208,4561,2676,2157,3235,2863,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Хан-Уул,Эрэгтэй,3163,4791,4190,3384,1432,2438,3466,3492,3396,2984,2994,1659,1414,1304,1853,1400,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Хан-Уул,Эмэгтэй,4161,3913,4380,3455,2444,2138,2953,5034,2449,2880,3214,2902,1262,853,1382,1463,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
50-54,Багануур Багахангай,Нийт,975,1157,817,273,3942,1058,1254,1305,1074,972,733,1112,848,995,652,693,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
