Үзүүлэлт,"Аймаг, нийслэл",Он,value
"Мах, тонн",    Говь-Алтай,2014,9041.5
"Мах, тонн",    Говь-Алтай,2013,7240.8
"Мах, тонн",    Говь-Алтай,2012,5715.9
"Мах, тонн",    Говь-Алтай,2011,4555.0
"Мах, тонн",    Говь-Алтай,2010,5468.5
"Мах, тонн",    Завхан,2025,26995.608
"Мах, тонн",    Завхан,2024,16524.3
"Мах, тонн",    Завхан,2023,27893.1
"Мах, тонн",    Завхан,2022,36543.0
"Мах, тонн",    Завхан,2021,24124.4
"Мах, тонн",    Завхан,2020,39744.1
"Мах, тонн",    Завхан,2019,26582.6
"Мах, тонн",    Завхан,2018,22188.9
"Мах, тонн",    Завхан,2017,18435.9
"Мах, тонн",    Завхан,2016,17226.3
"Мах, тонн",    Завхан,2015,19582.8
"Мах, тонн",    Завхан,2014,14678.1
"Мах, тонн",    Завхан,2013,13267.9
"Мах, тонн",    Завхан,2012,11490.9
"Мах, тонн",    Завхан,2011,8273.6
"Мах, тонн",    Завхан,2010,10254.0
"Мах, тонн",    Увс,2025,41114.878
"Мах, тонн",    Увс,2024,18540.6
"Мах, тонн",    Увс,2023,25551.3
"Мах, тонн",    Увс,2022,39292.4
"Мах, тонн",    Увс,2021,25672.0
"Мах, тонн",    Увс,2020,29697.3
"Мах, тонн",    Увс,2019,21678.7
"Мах, тонн",    Увс,2018,22275.3
"Мах, тонн",    Увс,2017,15999.4
"Мах, тонн",    Увс,2016,15080.5
"Мах, тонн",    Увс,2015,20342.4
"Мах, тонн",    Увс,2014,12395.6
"Мах, тонн",    Увс,2013,13154.0
"Мах, тонн",    Увс,2012,10242.7
"Мах, тонн",    Увс,2011,9975.3
"Мах, тонн",    Увс,2010,8897.5
"Мах, тонн",    Ховд,2025,43175.287
"Мах, тонн",    Ховд,2024,14775.2
"Мах, тонн",    Ховд,2023,16608.4
"Мах, тонн",    Ховд,2022,36881.5
"Мах, тонн",    Ховд,2021,18901.0
"Мах, тонн",    Ховд,2020,28137.5
"Мах, тонн",    Ховд,2019,20583.8
"Мах, тонн",    Ховд,2018,27609.0
"Мах, тонн",    Ховд,2017,20105.3
"Мах, тонн",    Ховд,2016,15542.0
"Мах, тонн",    Ховд,2015,18222.3
"Мах, тонн",    Ховд,2014,11308.3
"Мах, тонн",    Ховд,2013,13802.9
"Мах, тонн",    Ховд,2012,9336.0
"Мах, тонн",    Ховд,2011,10345.4
"Мах, тонн",    Ховд,2010,13161.6
"Мах, тонн",Хангайн бүс,2025,265663.375
"Мах, тонн",Хангайн бүс,2024,176245.5
"Мах, тонн",Хангайн бүс,2023,230885.7
"Мах, тонн",Хангайн бүс,2022,207700.1
"Мах, тонн",Хангайн бүс,2021,174511.1
"Мах, тонн",Хангайн бүс,2020,320043.4
"Мах, тонн",Хангайн бүс,2019,205933.2
"Мах, тонн",Хангайн бүс,2018,184093.6
"Мах, тонн",Хангайн бүс,2017,175058.9
"Мах, тонн",Хангайн бүс,2016,137929.3
"Мах, тонн",Хангайн бүс,2015,168339.1
"Мах, тонн",Хангайн бүс,2014,107655.9
"Мах, тонн",Хангайн бүс,2013,111459.4
"Мах, тонн",Хангайн бүс,2012,95589.1
"Мах, тонн",Хангайн бүс,2011,90042.9
"Мах, тонн",Хангайн бүс,2010,82585.7
"Мах, тонн",    Архангай,2025,52249.522
"Мах, тонн",    Архангай,2024,34092.4
"Мах, тонн",    Архангай,2023,62335.0
"Мах, тонн",    Архангай,2022,54978.9
"Мах, тонн",    Архангай,2021,51629.4
"Мах, тонн",    Архангай,2020,80043.3
"Мах, тонн",    Архангай,2019,42824.4
"Мах, тонн",    Архангай,2018,41459.5
"Мах, тонн",    Архангай,2017,46063.7
"Мах, тонн",    Архангай,2016,33819.7
"Мах, тонн",    Архангай,2015,47526.9
"Мах, тонн",    Архангай,2014,23294.2
"Мах, тонн",    Архангай,2013,23748.1
"Мах, тонн",    Архангай,2012,24982.2
"Мах, тонн",    Архангай,2011,19958.9
"Мах, тонн",    Архангай,2010,11495.8
"Мах, тонн",    Баянхонгор,2025,34254.227
"Мах, тонн",    Баянхонгор,2024,20096.5
"Мах, тонн",    Баянхонгор,2023,26593.1
"Мах, тонн",    Баянхонгор,2022,26678.8
"Мах, тонн",    Баянхонгор,2021,5987.7
"Мах, тонн",    Баянхонгор,2020,63558.4
"Мах, тонн",    Баянхонгор,2019,30401.6
"Мах, тонн",    Баянхонгор,2018,18755.2
"Мах, тонн",    Баянхонгор,2017,23502.2
"Мах, тонн",    Баянхонгор,2016,13599.2
"Мах, тонн",    Баянхонгор,2015,20658.7
"Мах, тонн",    Баянхонгор,2014,12442.5
"Мах, тонн",    Баянхонгор,2013,13051.2
"Мах, тонн",    Баянхонгор,2012,9445.7
"Мах, тонн",    Баянхонгор,2011,9501.0
"Мах, тонн",    Баянхонгор,2010,7696.9
"Мах, тонн",    Булган,2025,47424.32
"Мах, тонн",    Булган,2024,30536.9
"Мах, тонн",    Булган,2023,40133.6
"Мах, тонн",    Булган,2022,35748.7
"Мах, тонн",    Булган,2021,35948.5
"Мах, тонн",    Булган,2020,44332.9
"Мах, тонн",    Булган,2019,32068.5
"Мах, тонн",    Булган,2018,36956.7
"Мах, тонн",    Булган,2017,38859.3
"Мах, тонн",    Булган,2016,32453.8
"Мах, тонн",    Булган,2015,34333.7
"Мах, тонн",    Булган,2014,24736.1
"Мах, тонн",    Булган,2013,24326.0
"Мах, тонн",    Булган,2012,22561.5
"Мах, тонн",    Булган,2011,25307.6
"Мах, тонн",    Булган,2010,25478.0
"Мах, тонн",    Өвөрхангай,2025,68316.16
"Мах, тонн",    Өвөрхангай,2024,38818.2
"Мах, тонн",    Өвөрхангай,2023,37589.8
"Мах, тонн",    Өвөрхангай,2022,38960.8
"Мах, тонн",    Өвөрхангай,2021,36212.6
"Мах, тонн",    Өвөрхангай,2020,72765.3
"Мах, тонн",    Өвөрхангай,2019,50765.8
"Мах, тонн",    Өвөрхангай,2018,43119.9
"Мах, тонн",    Өвөрхангай,2017,34922.2
"Мах, тонн",    Өвөрхангай,2016,27141.0
"Мах, тонн",    Өвөрхангай,2015,28086.1
"Мах, тонн",    Өвөрхангай,2014,17520.6
"Мах, тонн",    Өвөрхангай,2013,14931.7
"Мах, тонн",    Өвөрхангай,2012,8066.7
"Мах, тонн",    Өвөрхангай,2011,8688.8
"Мах, тонн",    Өвөрхангай,2010,5341.7
"Мах, тонн",    Хөвсгөл,2025,61561.853
"Мах, тонн",    Хөвсгөл,2024,50466.5
"Мах, тонн",    Хөвсгөл,2023,61896.7
"Мах, тонн",    Хөвсгөл,2022,48957.6
"Мах, тонн",    Хөвсгөл,2021,43198.2
"Мах, тонн",    Хөвсгөл,2020,57353.9
"Мах, тонн",    Хөвсгөл,2019,47756.7
"Мах, тонн",    Хөвсгөл,2018,41674.6
"Мах, тонн",    Хөвсгөл,2017,29930.1
"Мах, тонн",    Хөвсгөл,2016,29680.0
"Мах, тонн",    Хөвсгөл,2015,35808.9
"Мах, тонн",    Хөвсгөл,2014,25662.3
"Мах, тонн",    Хөвсгөл,2013,32470.8
"Мах, тонн",    Хөвсгөл,2012,28547.9
"Мах, тонн",    Хөвсгөл,2011,24962.7
"Мах, тонн",    Хөвсгөл,2010,28933.9
"Мах, тонн",    Орхон,2025,1857.293
"Мах, тонн",    Орхон,2024,2235.0
"Мах, тонн",    Орхон,2023,2337.5
"Мах, тонн",    Орхон,2022,2375.2
"Мах, тонн",    Орхон,2021,1534.7
"Мах, тонн",    Орхон,2020,1989.7
"Мах, тонн",    Орхон,2019,2116.3
"Мах, тонн",    Орхон,2018,2127.7
"Мах, тонн",    Орхон,2017,1781.4
"Мах, тонн",    Орхон,2016,1235.6
"Мах, тонн",    Орхон,2015,1924.8
"Мах, тонн",    Орхон,2014,4000.0
"Мах, тонн",    Орхон,2013,2931.5
"Мах, тонн",    Орхон,2012,1985.2
"Мах, тонн",    Орхон,2011,1623.8
"Мах, тонн",    Орхон,2010,3639.4
"Мах, тонн",Төвийн бүс,2025,167509.088
"Мах, тонн",Төвийн бүс,2024,116421.5
"Мах, тонн",Төвийн бүс,2023,187717.5
"Мах, тонн",Төвийн бүс,2022,158188.1
"Мах, тонн",Төвийн бүс,2021,135806.0
"Мах, тонн",Төвийн бүс,2020,152123.5
"Мах, тонн",Төвийн бүс,2019,120970.8
"Мах, тонн",Төвийн бүс,2018,121236.9
"Мах, тонн",Төвийн бүс,2017,107362.9
"Мах, тонн",Төвийн бүс,2016,108614.3
"Мах, тонн",Төвийн бүс,2015,118371.9
"Мах, тонн",Төвийн бүс,2014,74263.6
"Мах, тонн",Төвийн бүс,2013,76901.9
"Мах, тонн",Төвийн бүс,2012,68650.0
"Мах, тонн",Төвийн бүс,2011,66195.5
"Мах, тонн",Төвийн бүс,2010,74919.5
"Мах, тонн",    Дорноговь,2025,15891.137
"Мах, тонн",    Дорноговь,2024,17478.3
"Мах, тонн",    Дорноговь,2023,31411.4
"Мах, тонн",    Дорноговь,2022,22717.5
"Мах, тонн",    Дорноговь,2021,18626.4
"Мах, тонн",    Дорноговь,2020,20539.2
"Мах, тонн",    Дорноговь,2019,16725.5
"Мах, тонн",    Дорноговь,2018,16153.4
"Мах, тонн",    Дорноговь,2017,10001.2
"Мах, тонн",    Дорноговь,2016,15185.7
"Мах, тонн",    Дорноговь,2015,14333.2
"Мах, тонн",    Дорноговь,2014,11251.6
"Мах, тонн",    Дорноговь,2013,9852.6
"Мах, тонн",    Дорноговь,2012,8911.3
"Мах, тонн",    Дорноговь,2011,7923.4
"Мах, тонн",    Дорноговь,2010,7911.6
"Мах, тонн",    Дундговь,2025,38170.471
"Мах, тонн",    Дундговь,2024,20533.0
"Мах, тонн",    Дундговь,2023,28577.9
"Мах, тонн",    Дундговь,2022,27260.6
"Мах, тонн",    Дундговь,2021,20919.2
"Мах, тонн",    Дундговь,2020,39409.7
"Мах, тонн",    Дундговь,2019,30579.6
"Мах, тонн",    Дундговь,2018,23691.9
"Мах, тонн",    Дундговь,2017,15477.6
"Мах, тонн",    Дундговь,2016,15992.6
"Мах, тонн",    Дундговь,2015,16262.0
"Мах, тонн",    Дундговь,2014,9217.7
"Мах, тонн",    Дундговь,2013,8573.0
"Мах, тонн",    Дундговь,2012,5872.7
"Мах, тонн",    Дундговь,2011,6442.3
"Мах, тонн",    Дундговь,2010,10410.6
"Мах, тонн",    Өмнөговь,2025,15300.724
"Мах, тонн",    Өмнөговь,2024,13500.9
"Мах, тонн",    Өмнөговь,2023,22752.3
"Мах, тонн",    Өмнөговь,2022,21288.8
"Мах, тонн",    Өмнөговь,2021,15834.5
"Мах, тонн",    Өмнөговь,2020,20872.3
"Мах, тонн",    Өмнөговь,2019,12154.1
"Мах, тонн",    Өмнөговь,2018,12217.1
"Мах, тонн",    Өмнөговь,2017,9776.0
"Мах, тонн",    Өмнөговь,2016,7861.5
"Мах, тонн",    Өмнөговь,2015,8982.1
"Мах, тонн",    Өмнөговь,2014,7292.8
"Мах, тонн",    Өмнөговь,2013,6928.4
"Мах, тонн",    Өмнөговь,2012,5908.0
"Мах, тонн",    Өмнөговь,2011,5890.1
"Мах, тонн",    Өмнөговь,2010,5990.2
"Мах, тонн",    Сэлэнгэ,2025,39154.18
"Мах, тонн",    Сэлэнгэ,2024,25154.1
"Мах, тонн",    Сэлэнгэ,2023,30063.0
"Мах, тонн",    Сэлэнгэ,2022,25883.6
"Мах, тонн",    Сэлэнгэ,2021,21434.2
"Мах, тонн",    Сэлэнгэ,2020,17608.7
"Мах, тонн",    Сэлэнгэ,2019,17366.5
"Мах, тонн",    Сэлэнгэ,2018,23564.2
"Мах, тонн",    Сэлэнгэ,2017,19615.6
"Мах, тонн",    Сэлэнгэ,2016,18704.2
"Мах, тонн",    Сэлэнгэ,2015,22736.3
"Мах, тонн",    Сэлэнгэ,2014,14339.2
"Мах, тонн",    Сэлэнгэ,2013,18199.2
"Мах, тонн",    Сэлэнгэ,2012,16733.3
"Мах, тонн",    Сэлэнгэ,2011,17404.6
"Мах, тонн",    Сэлэнгэ,2010,17439.3
"Мах, тонн",    Төв,2025,48886.014
"Мах, тонн",    Төв,2024,34014.9
"Мах, тонн",    Төв,2023,64185.8
"Мах, тонн",    Төв,2022,49524.3
"Мах, тонн",    Төв,2021,50342.2
"Мах, тонн",    Төв,2020,44075.9
"Мах, тонн",    Төв,2019,36037.9
"Мах, тонн",    Төв,2018,36254.7
"Мах, тонн",    Төв,2017,46348.8
"Мах, тонн",    Төв,2016,43938.3
"Мах, тонн",    Төв,2015,46964.7
"Мах, тонн",    Төв,2014,27693.2
"Мах, тонн",    Төв,2013,28319.9
"Мах, тонн",    Төв,2012,25830.6
"Мах, тонн",    Төв,2011,23601.6
"Мах, тонн",    Төв,2010,26792.9
"Мах, тонн",    Дархан-Уул,2025,6516.456
"Мах, тонн",    Дархан-Уул,2024,4638.0
"Мах, тонн",    Дархан-Уул,2023,5156.2
"Мах, тонн",    Дархан-Уул,2022,7615.7
"Мах, тонн",    Дархан-Уул,2021,5344.1
"Мах, тонн",    Дархан-Уул,2020,5403.2
"Мах, тонн",    Дархан-Уул,2019,4306.6
"Мах, тонн",    Дархан-Уул,2018,6174.9
"Мах, тонн",    Дархан-Уул,2017,3478.2
"Мах, тонн",    Дархан-Уул,2016,3740.4
"Мах, тонн",    Дархан-Уул,2015,6585.9
"Мах, тонн",    Дархан-Уул,2014,1208.0
"Мах, тонн",    Дархан-Уул,2013,3917.2
"Мах, тонн",    Дархан-Уул,2012,4359.8
"Мах, тонн",    Дархан-Уул,2011,4147.1
"Мах, тонн",    Дархан-Уул,2010,5284.6
"Мах, тонн",    Говьсүмбэр,2025,3590.106
"Мах, тонн",    Говьсүмбэр,2024,1102.3
"Мах, тонн",    Говьсүмбэр,2023,5570.9
"Мах, тонн",    Говьсүмбэр,2022,3897.5
"Мах, тонн",    Говьсүмбэр,2021,3305.4
"Мах, тонн",    Говьсүмбэр,2020,4214.5
"Мах, тонн",    Говьсүмбэр,2019,3800.5
"Мах, тонн",    Говьсүмбэр,2018,3180.7
"Мах, тонн",    Говьсүмбэр,2017,2665.5
"Мах, тонн",    Говьсүмбэр,2016,3191.6
"Мах, тонн",    Говьсүмбэр,2015,2507.7
"Мах, тонн",    Говьсүмбэр,2014,3261.3
"Мах, тонн",    Говьсүмбэр,2013,1111.6
"Мах, тонн",    Говьсүмбэр,2012,1034.3
"Мах, тонн",    Говьсүмбэр,2011,786.4
"Мах, тонн",    Говьсүмбэр,2010,1090.2
"Мах, тонн",Зүүн бүс,2025,94900.167
"Мах, тонн",Зүүн бүс,2024,66796.7
"Мах, тонн",Зүүн бүс,2023,128377.4
"Мах, тонн",Зүүн бүс,2022,106085.2
"Мах, тонн",Зүүн бүс,2021,84609.7
"Мах, тонн",Зүүн бүс,2020,106995.0
"Мах, тонн",Зүүн бүс,2019,95405.7
"Мах, тонн",Зүүн бүс,2018,82776.4
"Мах, тонн",Зүүн бүс,2017,43860.2
"Мах, тонн",Зүүн бүс,2016,71545.2
"Мах, тонн",Зүүн бүс,2015,64695.4
"Мах, тонн",Зүүн бүс,2014,47545.1
"Мах, тонн",Зүүн бүс,2013,48400.8
"Мах, тонн",Зүүн бүс,2012,48601.6
"Мах, тонн",Зүүн бүс,2011,48816.7
"Мах, тонн",Зүүн бүс,2010,30486.0
"Мах, тонн",    Дорнод,2025,34719.533
"Мах, тонн",    Дорнод,2024,31742.7
"Мах, тонн",    Дорнод,2023,49146.5
"Мах, тонн",    Дорнод,2022,30962.5
"Мах, тонн",    Дорнод,2021,20734.1
"Мах, тонн",    Дорнод,2020,29975.1
"Мах, тонн",    Дорнод,2019,23577.0
"Мах, тонн",    Дорнод,2018,19048.5
"Мах, тонн",    Дорнод,2017,9526.6
"Мах, тонн",    Дорнод,2016,14464.7
"Мах, тонн",    Дорнод,2015,13087.6
"Мах, тонн",    Дорнод,2014,9662.7
"Мах, тонн",    Дорнод,2013,10852.4
"Мах, тонн",    Дорнод,2012,11263.9
"Мах, тонн",    Дорнод,2011,13306.4
"Мах, тонн",    Дорнод,2010,9858.6
"Мах, тонн",    Сүхбаатар,2025,14447.528
"Мах, тонн",    Сүхбаатар,2024,18213.7
"Мах, тонн",    Сүхбаатар,2023,41796.3
"Мах, тонн",    Сүхбаатар,2022,33563.3
"Мах, тонн",    Сүхбаатар,2021,27905.2
"Мах, тонн",    Сүхбаатар,2020,32509.4
"Мах, тонн",    Сүхбаатар,2019,33991.6
"Мах, тонн",    Сүхбаатар,2018,30469.9
"Мах, тонн",    Сүхбаатар,2017,14202.6
"Мах, тонн",    Сүхбаатар,2016,27223.8
"Мах, тонн",    Сүхбаатар,2015,23767.2
"Мах, тонн",    Сүхбаатар,2014,17106.8
"Мах, тонн",    Сүхбаатар,2013,16966.9
"Мах, тонн",    Сүхбаатар,2012,17304.0
"Мах, тонн",    Сүхбаатар,2011,15599.0
"Мах, тонн",    Сүхбаатар,2010,9222.0
"Мах, тонн",    Хэнтий,2025,45733.106
"Мах, тонн",    Хэнтий,2024,16840.2
"Мах, тонн",    Хэнтий,2023,37434.6
"Мах, тонн",    Хэнтий,2022,41559.4
"Мах, тонн",    Хэнтий,2021,35970.4
"Мах, тонн",    Хэнтий,2020,44510.5
"Мах, тонн",    Хэнтий,2019,37837.0
"Мах, тонн",    Хэнтий,2018,33258.0
"Мах, тонн",    Хэнтий,2017,20131.0
"Мах, тонн",    Хэнтий,2016,29856.7
"Мах, тонн",    Хэнтий,2015,27840.6
"Мах, тонн",    Хэнтий,2014,20775.6
"Мах, тонн",    Хэнтий,2013,20581.6
"Мах, тонн",    Хэнтий,2012,20033.7
"Мах, тонн",    Хэнтий,2011,19911.3
"Мах, тонн",    Хэнтий,2010,11405.4
"Мах, тонн",Улаанбаатар,2025,2588.572
"Мах, тонн",Улаанбаатар,2024,6410.1
"Мах, тонн",Улаанбаатар,2023,6719.1
"Мах, тонн",Улаанбаатар,2022,9161.2
"Мах, тонн",Улаанбаатар,2021,9341.3
"Мах, тонн",Улаанбаатар,2020,7410.6
"Мах, тонн",Улаанбаатар,2019,8094.4
"Мах, тонн",Улаанбаатар,2018,9532.7
"Мах, тонн",Улаанбаатар,2017,8626.4
"Мах, тонн",Улаанбаатар,2016,7647.1
"Мах, тонн",Улаанбаатар,2015,8709.6
"Мах, тонн",Улаанбаатар,2014,4854.5
"Мах, тонн",Улаанбаатар,2013,5692.3
"Мах, тонн",Улаанбаатар,2012,5198.9
"Мах, тонн",Улаанбаатар,2011,5652.8
"Мах, тонн",Улаанбаатар,2010,5960.3
"Мах, тонн",    Улаанбаатар,2025,2588.572
"Мах, тонн",    Улаанбаатар,2024,6410.1
"Мах, тонн",    Улаанбаатар,2023,6719.1
"Мах, тонн",    Улаанбаатар,2022,9161.2
"Мах, тонн",    Улаанбаатар,2021,9341.3
"Мах, тонн",    Улаанбаатар,2020,7410.6
"Мах, тонн",    Улаанбаатар,2019,8094.4
"Мах, тонн",    Улаанбаатар,2018,9532.7
"Мах, тонн",    Улаанбаатар,2017,8626.4
"Мах, тонн",    Улаанбаатар,2016,7647.1
"Мах, тонн",    Улаанбаатар,2015,8709.6
"Мах, тонн",    Улаанбаатар,2014,4854.5
"Мах, тонн",    Улаанбаатар,2013,5692.3
"Мах, тонн",    Улаанбаатар,2012,5198.9
"Мах, тонн",    Улаанбаатар,2011,5652.8
"Мах, тонн",    Улаанбаатар,2010,5960.3
"Ноолуур, тонн",Улсын дүн,2025,8836.263
"Ноолуур, тонн",Улсын дүн,2024,8688.2
"Ноолуур, тонн",Улсын дүн,2023,10608.6
"Ноолуур, тонн",Улсын дүн,2022,10370.8
"Ноолуур, тонн",Улсын дүн,2021,10720.9
"Ноолуур, тонн",Улсын дүн,2020,11519.8
"Ноолуур, тонн",Улсын дүн,2019,10688.9
"Ноолуур, тонн",Улсын дүн,2018,9966.6
"Ноолуур, тонн",Улсын дүн,2017,9330.2
"Ноолуур, тонн",Улсын дүн,2016,8591.3
"Ноолуур, тонн",Улсын дүн,2015,8052.5
"Ноолуур, тонн",Улсын дүн,2014,7726.9
"Ноолуур, тонн",Улсын дүн,2013,7009.9
"Ноолуур, тонн",Улсын дүн,2012,6325.9
"Ноолуур, тонн",Улсын дүн,2011,5471.7
"Ноолуур, тонн",Улсын дүн,2010,6515.8
"Ноолуур, тонн",Баруун бүс,2025,2696.246
"Ноолуур, тонн",Баруун бүс,2024,2516.3
"Ноолуур, тонн",Баруун бүс,2023,2836.4
"Ноолуур, тонн",Баруун бүс,2022,3030.4
"Ноолуур, тонн",Баруун бүс,2021,3004.6
"Ноолуур, тонн",Баруун бүс,2020,2968.1
"Ноолуур, тонн",Баруун бүс,2019,2836.7
"Ноолуур, тонн",Баруун бүс,2018,2975.4
"Ноолуур, тонн",Баруун бүс,2017,2832.3
"Ноолуур, тонн",Баруун бүс,2016,2588.5
"Ноолуур, тонн",Баруун бүс,2015,2386.6
"Ноолуур, тонн",Баруун бүс,2014,2264.5
"Ноолуур, тонн",Баруун бүс,2013,2044.8
"Ноолуур, тонн",Баруун бүс,2012,1861.6
"Ноолуур, тонн",Баруун бүс,2011,1561.5
"Ноолуур, тонн",Баруун бүс,2010,1819.0
"Ноолуур, тонн",    Баян-Өлгий,2025,412.967
"Ноолуур, тонн",    Баян-Өлгий,2024,390.9
"Ноолуур, тонн",    Баян-Өлгий,2023,426.1
"Ноолуур, тонн",    Баян-Өлгий,2022,432.0
"Ноолуур, тонн",    Баян-Өлгий,2021,415.7
"Ноолуур, тонн",    Баян-Өлгий,2020,379.4
"Ноолуур, тонн",    Баян-Өлгий,2019,372.8
"Ноолуур, тонн",    Баян-Өлгий,2018,340.6
"Ноолуур, тонн",    Баян-Өлгий,2017,345.7
"Ноолуур, тонн",    Баян-Өлгий,2016,331.7
"Ноолуур, тонн",    Баян-Өлгий,2015,311.5
"Ноолуур, тонн",    Баян-Өлгий,2014,304.2
"Ноолуур, тонн",    Баян-Өлгий,2013,273.1
"Ноолуур, тонн",    Баян-Өлгий,2012,261.0
"Ноолуур, тонн",    Баян-Өлгий,2011,218.2
"Ноолуур, тонн",    Баян-Өлгий,2010,233.1
"Ноолуур, тонн",    Говь-Алтай,2025,728.604
"Ноолуур, тонн",    Говь-Алтай,2024,692.6
"Ноолуур, тонн",    Говь-Алтай,2023,797.7
"Ноолуур, тонн",    Говь-Алтай,2022,749.8
"Ноолуур, тонн",    Говь-Алтай,2021,824.6
"Ноолуур, тонн",    Говь-Алтай,2020,906.5
"Ноолуур, тонн",    Говь-Алтай,2019,872.0
"Ноолуур, тонн",    Говь-Алтай,2018,965.0
"Ноолуур, тонн",    Говь-Алтай,2017,905.2
"Ноолуур, тонн",    Говь-Алтай,2016,762.0
"Ноолуур, тонн",    Говь-Алтай,2015,677.1
"Ноолуур, тонн",    Говь-Алтай,2014,590.3
"Ноолуур, тонн",    Говь-Алтай,2013,512.5
"Ноолуур, тонн",    Говь-Алтай,2012,444.3
"Ноолуур, тонн",    Говь-Алтай,2011,351.9
"Ноолуур, тонн",    Говь-Алтай,2010,432.8
"Ноолуур, тонн",    Завхан,2025,423.667
"Ноолуур, тонн",    Завхан,2024,386.1
"Ноолуур, тонн",    Завхан,2023,429.4
"Ноолуур, тонн",    Завхан,2022,486.6
"Ноолуур, тонн",    Завхан,2021,486.5
"Ноолуур, тонн",    Завхан,2020,513.3
"Ноолуур, тонн",    Завхан,2019,471.6
"Ноолуур, тонн",    Завхан,2018,499.7
"Ноолуур, тонн",    Завхан,2017,489.8
"Ноолуур, тонн",    Завхан,2016,463.5
"Ноолуур, тонн",    Завхан,2015,434.0
"Ноолуур, тонн",    Завхан,2014,472.1
"Ноолуур, тонн",    Завхан,2013,428.0
"Ноолуур, тонн",    Завхан,2012,390.9
"Ноолуур, тонн",    Завхан,2011,322.3
"Ноолуур, тонн",    Завхан,2010,364.3
"Ноолуур, тонн",    Увс,2025,501.8
"Ноолуур, тонн",    Увс,2024,469.1
"Ноолуур, тонн",    Увс,2023,578.7
"Ноолуур, тонн",    Увс,2022,628.0
"Ноолуур, тонн",    Увс,2021,591.4
"Ноолуур, тонн",    Увс,2020,554.0
"Ноолуур, тонн",    Увс,2019,522.7
"Ноолуур, тонн",    Увс,2018,558.0
"Ноолуур, тонн",    Увс,2017,488.7
"Ноолуур, тонн",    Увс,2016,487.7
"Ноолуур, тонн",    Увс,2015,470.0
"Ноолуур, тонн",    Увс,2014,423.0
"Ноолуур, тонн",    Увс,2013,392.7
"Ноолуур, тонн",    Увс,2012,368.0
"Ноолуур, тонн",    Увс,2011,312.5
"Ноолуур, тонн",    Увс,2010,374.9
"Ноолуур, тонн",    Ховд,2025,629.208
"Ноолуур, тонн",    Ховд,2024,577.6
"Ноолуур, тонн",    Ховд,2023,604.4
"Ноолуур, тонн",    Ховд,2022,734.0
"Ноолуур, тонн",    Ховд,2021,686.4
"Ноолуур, тонн",    Ховд,2020,614.9
"Ноолуур, тонн",    Ховд,2019,597.5
"Ноолуур, тонн",    Ховд,2018,612.1
"Ноолуур, тонн",    Ховд,2017,602.9
"Ноолуур, тонн",    Ховд,2016,543.6
"Ноолуур, тонн",    Ховд,2015,494.0
"Ноолуур, тонн",    Ховд,2014,475.0
"Ноолуур, тонн",    Ховд,2013,438.5
"Ноолуур, тонн",    Ховд,2012,397.4
"Ноолуур, тонн",    Ховд,2011,356.7
"Ноолуур, тонн",    Ховд,2010,414.0
"Ноолуур, тонн",Хангайн бүс,2025,2991.797
"Ноолуур, тонн",Хангайн бүс,2024,2893.4
"Ноолуур, тонн",Хангайн бүс,2023,3343.5
"Ноолуур, тонн",Хангайн бүс,2022,3082.9
"Ноолуур, тонн",Хангайн бүс,2021,3218.5
"Ноолуур, тонн",Хангайн бүс,2020,3907.6
"Ноолуур, тонн",Хангайн бүс,2019,3649.1
"Ноолуур, тонн",Хангайн бүс,2018,3298.6
"Ноолуур, тонн",Хангайн бүс,2017,3200.1
"Ноолуур, тонн",Хангайн бүс,2016,2857.7
"Ноолуур, тонн",Хангайн бүс,2015,2727.8
"Ноолуур, тонн",Хангайн бүс,2014,2625.7
"Ноолуур, тонн",Хангайн бүс,2013,2401.4
"Ноолуур, тонн",Хангайн бүс,2012,2151.8
"Ноолуур, тонн",Хангайн бүс,2011,1894.3
"Ноолуур, тонн",Хангайн бүс,2010,2269.9
"Ноолуур, тонн",    Архангай,2025,373.017
"Ноолуур, тонн",    Архангай,2024,354.5
"Ноолуур, тонн",    Архангай,2023,507.2
"Ноолуур, тонн",    Архангай,2022,516.0
"Ноолуур, тонн",    Архангай,2021,512.4
"Ноолуур, тонн",    Архангай,2020,572.5
"Ноолуур, тонн",    Архангай,2019,520.1
"Ноолуур, тонн",    Архангай,2018,414.5
"Ноолуур, тонн",    Архангай,2017,408.8
"Ноолуур, тонн",    Архангай,2016,370.1
"Ноолуур, тонн",    Архангай,2015,368.4
"Ноолуур, тонн",    Архангай,2014,368.7
"Ноолуур, тонн",    Архангай,2013,340.9
"Ноолуур, тонн",    Архангай,2012,314.3
"Ноолуур, тонн",    Архангай,2011,278.0
"Ноолуур, тонн",    Архангай,2010,310.3
"Ноолуур, тонн",    Баянхонгор,2025,995.725
"Ноолуур, тонн",    Баянхонгор,2024,948.1
"Ноолуур, тонн",    Баянхонгор,2023,986.3
"Ноолуур, тонн",    Баянхонгор,2022,742.3
"Ноолуур, тонн",    Баянхонгор,2021,809.9
"Ноолуур, тонн",    Баянхонгор,2020,1129.0
"Ноолуур, тонн",    Баянхонгор,2019,1022.7
"Ноолуур, тонн",    Баянхонгор,2018,944.5
"Ноолуур, тонн",    Баянхонгор,2017,911.9
"Ноолуур, тонн",    Баянхонгор,2016,820.6
