Үзүүлэлт,"Аймаг, нийслэл",Он,value
"Ноолуур, тонн",    Баянхонгор,2015,766.1
"Ноолуур, тонн",    Баянхонгор,2014,829.2
"Ноолуур, тонн",    Баянхонгор,2013,711.9
"Ноолуур, тонн",    Баянхонгор,2012,623.0
"Ноолуур, тонн",    Баянхонгор,2011,541.1
"Ноолуур, тонн",    Баянхонгор,2010,694.5
"Ноолуур, тонн",    Булган,2025,282.51
"Ноолуур, тонн",    Булган,2024,303.7
"Ноолуур, тонн",    Булган,2023,382.0
"Ноолуур, тонн",    Булган,2022,396.1
"Ноолуур, тонн",    Булган,2021,389.0
"Ноолуур, тонн",    Булган,2020,406.4
"Ноолуур, тонн",    Булган,2019,361.4
"Ноолуур, тонн",    Булган,2018,297.0
"Ноолуур, тонн",    Булган,2017,307.9
"Ноолуур, тонн",    Булган,2016,285.6
"Ноолуур, тонн",    Булган,2015,284.2
"Ноолуур, тонн",    Булган,2014,276.7
"Ноолуур, тонн",    Булган,2013,271.2
"Ноолуур, тонн",    Булган,2012,252.8
"Ноолуур, тонн",    Булган,2011,242.7
"Ноолуур, тонн",    Булган,2010,283.3
"Ноолуур, тонн",    Өвөрхангай,2025,705.912
"Ноолуур, тонн",    Өвөрхангай,2024,645.4
"Ноолуур, тонн",    Өвөрхангай,2023,688.0
"Ноолуур, тонн",    Өвөрхангай,2022,644.3
"Ноолуур, тонн",    Өвөрхангай,2021,757.3
"Ноолуур, тонн",    Өвөрхангай,2020,984.5
"Ноолуур, тонн",    Өвөрхангай,2019,968.2
"Ноолуур, тонн",    Өвөрхангай,2018,952.9
"Ноолуур, тонн",    Өвөрхангай,2017,898.9
"Ноолуур, тонн",    Өвөрхангай,2016,796.6
"Ноолуур, тонн",    Өвөрхангай,2015,745.3
"Ноолуур, тонн",    Өвөрхангай,2014,651.6
"Ноолуур, тонн",    Өвөрхангай,2013,561.9
"Ноолуур, тонн",    Өвөрхангай,2012,466.3
"Ноолуур, тонн",    Өвөрхангай,2011,376.4
"Ноолуур, тонн",    Өвөрхангай,2010,438.0
"Ноолуур, тонн",    Хөвсгөл,2025,613.577
"Ноолуур, тонн",    Хөвсгөл,2024,620.3
"Ноолуур, тонн",    Хөвсгөл,2023,760.6
"Ноолуур, тонн",    Хөвсгөл,2022,765.0
"Ноолуур, тонн",    Хөвсгөл,2021,731.5
"Ноолуур, тонн",    Хөвсгөл,2020,799.4
"Ноолуур, тонн",    Хөвсгөл,2019,763.3
"Ноолуур, тонн",    Хөвсгөл,2018,679.4
"Ноолуур, тонн",    Хөвсгөл,2017,660.0
"Ноолуур, тонн",    Хөвсгөл,2016,573.6
"Ноолуур, тонн",    Хөвсгөл,2015,552.2
"Ноолуур, тонн",    Хөвсгөл,2014,482.1
"Ноолуур, тонн",    Хөвсгөл,2013,496.4
"Ноолуур, тонн",    Хөвсгөл,2012,477.0
"Ноолуур, тонн",    Хөвсгөл,2011,438.3
"Ноолуур, тонн",    Хөвсгөл,2010,516.7
"Ноолуур, тонн",    Орхон,2025,21.055
"Ноолуур, тонн",    Орхон,2024,21.4
"Ноолуур, тонн",    Орхон,2023,19.3
"Ноолуур, тонн",    Орхон,2022,19.3
"Ноолуур, тонн",    Орхон,2021,18.5
"Ноолуур, тонн",    Орхон,2020,15.9
"Ноолуур, тонн",    Орхон,2019,13.4
"Ноолуур, тонн",    Орхон,2018,10.3
"Ноолуур, тонн",    Орхон,2017,12.6
"Ноолуур, тонн",    Орхон,2016,11.2
"Ноолуур, тонн",    Орхон,2015,11.6
"Ноолуур, тонн",    Орхон,2014,17.4
"Ноолуур, тонн",    Орхон,2013,19.0
"Ноолуур, тонн",    Орхон,2012,18.3
"Ноолуур, тонн",    Орхон,2011,17.9
"Ноолуур, тонн",    Орхон,2010,27.0
"Ноолуур, тонн",Төвийн бүс,2025,2304.542
"Ноолуур, тонн",Төвийн бүс,2024,2411.6
"Ноолуур, тонн",Төвийн бүс,2023,3054.1
"Ноолуур, тонн",Төвийн бүс,2022,2860.7
"Ноолуур, тонн",Төвийн бүс,2021,3145.7
"Ноолуур, тонн",Төвийн бүс,2020,3291.5
"Ноолуур, тонн",Төвийн бүс,2019,2921.7
"Ноолуур, тонн",Төвийн бүс,2018,2603.2
"Ноолуур, тонн",Төвийн бүс,2017,2352.8
"Ноолуур, тонн",Төвийн бүс,2016,2217.0
"Ноолуур, тонн",Төвийн бүс,2015,2063.5
"Ноолуур, тонн",Төвийн бүс,2014,2011.5
"Ноолуур, тонн",Төвийн бүс,2013,1779.2
"Ноолуур, тонн",Төвийн бүс,2012,1580.5
"Ноолуур, тонн",Төвийн бүс,2011,1342.9
"Ноолуур, тонн",Төвийн бүс,2010,1724.5
"Ноолуур, тонн",    Дорноговь,2025,309.419
"Ноолуур, тонн",    Дорноговь,2024,369.0
"Ноолуур, тонн",    Дорноговь,2023,569.5
"Ноолуур, тонн",    Дорноговь,2022,515.8
"Ноолуур, тонн",    Дорноговь,2021,497.8
"Ноолуур, тонн",    Дорноговь,2020,471.2
"Ноолуур, тонн",    Дорноговь,2019,412.7
"Ноолуур, тонн",    Дорноговь,2018,351.3
"Ноолуур, тонн",    Дорноговь,2017,300.8
"Ноолуур, тонн",    Дорноговь,2016,315.4
"Ноолуур, тонн",    Дорноговь,2015,304.7
"Ноолуур, тонн",    Дорноговь,2014,332.1
"Ноолуур, тонн",    Дорноговь,2013,291.6
"Ноолуур, тонн",    Дорноговь,2012,267.5
"Ноолуур, тонн",    Дорноговь,2011,230.6
"Ноолуур, тонн",    Дорноговь,2010,248.3
"Ноолуур, тонн",    Дундговь,2025,729.542
"Ноолуур, тонн",    Дундговь,2024,724.6
"Ноолуур, тонн",    Дундговь,2023,769.8
"Ноолуур, тонн",    Дундговь,2022,674.9
"Ноолуур, тонн",    Дундговь,2021,782.3
"Ноолуур, тонн",    Дундговь,2020,910.6
"Ноолуур, тонн",    Дундговь,2019,843.4
"Ноолуур, тонн",    Дундговь,2018,706.6
"Ноолуур, тонн",    Дундговь,2017,594.9
"Ноолуур, тонн",    Дундговь,2016,551.5
"Ноолуур, тонн",    Дундговь,2015,494.1
"Ноолуур, тонн",    Дундговь,2014,471.6
"Ноолуур, тонн",    Дундговь,2013,393.0
"Ноолуур, тонн",    Дундговь,2012,317.4
"Ноолуур, тонн",    Дундговь,2011,250.5
"Ноолуур, тонн",    Дундговь,2010,333.0
"Ноолуур, тонн",    Өмнөговь,2025,611.303
"Ноолуур, тонн",    Өмнөговь,2024,625.7
"Ноолуур, тонн",    Өмнөговь,2023,780.8
"Ноолуур, тонн",    Өмнөговь,2022,791.6
"Ноолуур, тонн",    Өмнөговь,2021,924.0
"Ноолуур, тонн",    Өмнөговь,2020,985.4
"Ноолуур, тонн",    Өмнөговь,2019,840.4
"Ноолуур, тонн",    Өмнөговь,2018,855.0
"Ноолуур, тонн",    Өмнөговь,2017,752.8
"Ноолуур, тонн",    Өмнөговь,2016,676.4
"Ноолуур, тонн",    Өмнөговь,2015,608.6
"Ноолуур, тонн",    Өмнөговь,2014,594.2
"Ноолуур, тонн",    Өмнөговь,2013,506.6
"Ноолуур, тонн",    Өмнөговь,2012,435.3
"Ноолуур, тонн",    Өмнөговь,2011,352.3
"Ноолуур, тонн",    Өмнөговь,2010,512.0
"Ноолуур, тонн",    Сэлэнгэ,2025,152.942
"Ноолуур, тонн",    Сэлэнгэ,2024,175.4
"Ноолуур, тонн",    Сэлэнгэ,2023,199.8
"Ноолуур, тонн",    Сэлэнгэ,2022,219.0
"Ноолуур, тонн",    Сэлэнгэ,2021,230.6
"Ноолуур, тонн",    Сэлэнгэ,2020,207.2
"Ноолуур, тонн",    Сэлэнгэ,2019,179.2
"Ноолуур, тонн",    Сэлэнгэ,2018,133.8
"Ноолуур, тонн",    Сэлэнгэ,2017,143.6
"Ноолуур, тонн",    Сэлэнгэ,2016,129.9
"Ноолуур, тонн",    Сэлэнгэ,2015,133.9
"Ноолуур, тонн",    Сэлэнгэ,2014,138.8
"Ноолуур, тонн",    Сэлэнгэ,2013,144.7
"Ноолуур, тонн",    Сэлэнгэ,2012,143.5
"Ноолуур, тонн",    Сэлэнгэ,2011,139.1
"Ноолуур, тонн",    Сэлэнгэ,2010,189.5
"Ноолуур, тонн",    Төв,2025,428.241
"Ноолуур, тонн",    Төв,2024,440.4
"Ноолуур, тонн",    Төв,2023,632.6
"Ноолуур, тонн",    Төв,2022,536.2
"Ноолуур, тонн",    Төв,2021,575.9
"Ноолуур, тонн",    Төв,2020,585.6
"Ноолуур, тонн",    Төв,2019,527.5
"Ноолуур, тонн",    Төв,2018,454.0
"Ноолуур, тонн",    Төв,2017,462.9
"Ноолуур, тонн",    Төв,2016,449.7
"Ноолуур, тонн",    Төв,2015,430.0
"Ноолуур, тонн",    Төв,2014,393.7
"Ноолуур, тонн",    Төв,2013,369.7
"Ноолуур, тонн",    Төв,2012,348.4
"Ноолуур, тонн",    Төв,2011,312.9
"Ноолуур, тонн",    Төв,2010,368.2
"Ноолуур, тонн",    Дархан-Уул,2025,33.728
"Ноолуур, тонн",    Дархан-Уул,2024,33.9
"Ноолуур, тонн",    Дархан-Уул,2023,40.4
"Ноолуур, тонн",    Дархан-Уул,2022,56.4
"Ноолуур, тонн",    Дархан-Уул,2021,61.9
"Ноолуур, тонн",    Дархан-Уул,2020,56.2
"Ноолуур, тонн",    Дархан-Уул,2019,46.2
"Ноолуур, тонн",    Дархан-Уул,2018,31.0
"Ноолуур, тонн",    Дархан-Уул,2017,32.1
"Ноолуур, тонн",    Дархан-Уул,2016,27.8
"Ноолуур, тонн",    Дархан-Уул,2015,32.1
"Ноолуур, тонн",    Дархан-Уул,2014,26.5
"Ноолуур, тонн",    Дархан-Уул,2013,27.6
"Ноолуур, тонн",    Дархан-Уул,2012,28.0
"Ноолуур, тонн",    Дархан-Уул,2011,25.5
"Ноолуур, тонн",    Дархан-Уул,2010,39.1
"Ноолуур, тонн",    Говьсүмбэр,2025,39.368
"Ноолуур, тонн",    Говьсүмбэр,2024,42.6
"Ноолуур, тонн",    Говьсүмбэр,2023,61.2
"Ноолуур, тонн",    Говьсүмбэр,2022,66.8
"Ноолуур, тонн",    Говьсүмбэр,2021,73.2
"Ноолуур, тонн",    Говьсүмбэр,2020,75.3
"Ноолуур, тонн",    Говьсүмбэр,2019,72.4
"Ноолуур, тонн",    Говьсүмбэр,2018,71.5
"Ноолуур, тонн",    Говьсүмбэр,2017,65.7
"Ноолуур, тонн",    Говьсүмбэр,2016,66.3
"Ноолуур, тонн",    Говьсүмбэр,2015,60.1
"Ноолуур, тонн",    Говьсүмбэр,2014,54.4
"Ноолуур, тонн",    Говьсүмбэр,2013,46.0
"Ноолуур, тонн",    Говьсүмбэр,2012,40.3
"Ноолуур, тонн",    Говьсүмбэр,2011,31.9
"Ноолуур, тонн",    Говьсүмбэр,2010,34.3
"Ноолуур, тонн",Зүүн бүс,2025,806.967
"Ноолуур, тонн",Зүүн бүс,2024,829.1
"Ноолуур, тонн",Зүүн бүс,2023,1337.0
"Ноолуур, тонн",Зүүн бүс,2022,1336.4
"Ноолуур, тонн",Зүүн бүс,2021,1283.6
"Ноолуур, тонн",Зүүн бүс,2020,1289.2
"Ноолуур, тонн",Зүүн бүс,2019,1224.0
"Ноолуур, тонн",Зүүн бүс,2018,1051.4
"Ноолуур, тонн",Зүүн бүс,2017,904.9
"Ноолуур, тонн",Зүүн бүс,2016,890.5
"Ноолуур, тонн",Зүүн бүс,2015,837.8
"Ноолуур, тонн",Зүүн бүс,2014,791.8
"Ноолуур, тонн",Зүүн бүс,2013,751.8
"Ноолуур, тонн",Зүүн бүс,2012,700.5
"Ноолуур, тонн",Зүүн бүс,2011,644.3
"Ноолуур, тонн",Зүүн бүс,2010,657.2
"Ноолуур, тонн",    Дорнод,2025,192.543
"Ноолуур, тонн",    Дорнод,2024,206.1
"Ноолуур, тонн",    Дорнод,2023,268.4
"Ноолуур, тонн",    Дорнод,2022,283.2
"Ноолуур, тонн",    Дорнод,2021,269.1
"Ноолуур, тонн",    Дорнод,2020,261.2
"Ноолуур, тонн",    Дорнод,2019,233.2
"Ноолуур, тонн",    Дорнод,2018,207.7
"Ноолуур, тонн",    Дорнод,2017,170.0
"Ноолуур, тонн",    Дорнод,2016,155.7
"Ноолуур, тонн",    Дорнод,2015,139.0
"Ноолуур, тонн",    Дорнод,2014,119.0
"Ноолуур, тонн",    Дорнод,2013,122.8
"Ноолуур, тонн",    Дорнод,2012,118.6
"Ноолуур, тонн",    Дорнод,2011,110.6
"Ноолуур, тонн",    Дорнод,2010,143.0
"Ноолуур, тонн",    Сүхбаатар,2025,257.714
"Ноолуур, тонн",    Сүхбаатар,2024,256.6
"Ноолуур, тонн",    Сүхбаатар,2023,513.3
"Ноолуур, тонн",    Сүхбаатар,2022,495.0
"Ноолуур, тонн",    Сүхбаатар,2021,467.8
"Ноолуур, тонн",    Сүхбаатар,2020,457.7
"Ноолуур, тонн",    Сүхбаатар,2019,445.0
"Ноолуур, тонн",    Сүхбаатар,2018,395.5
"Ноолуур, тонн",    Сүхбаатар,2017,330.9
"Ноолуур, тонн",    Сүхбаатар,2016,358.4
"Ноолуур, тонн",    Сүхбаатар,2015,346.1
"Ноолуур, тонн",    Сүхбаатар,2014,350.7
"Ноолуур, тонн",    Сүхбаатар,2013,333.0
"Ноолуур, тонн",    Сүхбаатар,2012,306.2
"Ноолуур, тонн",    Сүхбаатар,2011,288.3
"Ноолуур, тонн",    Сүхбаатар,2010,267.4
"Ноолуур, тонн",    Хэнтий,2025,356.711
"Ноолуур, тонн",    Хэнтий,2024,366.4
"Ноолуур, тонн",    Хэнтий,2023,555.3
"Ноолуур, тонн",    Хэнтий,2022,558.2
"Ноолуур, тонн",    Хэнтий,2021,546.7
"Ноолуур, тонн",    Хэнтий,2020,570.3
"Ноолуур, тонн",    Хэнтий,2019,545.8
"Ноолуур, тонн",    Хэнтий,2018,448.2
"Ноолуур, тонн",    Хэнтий,2017,404.0
"Ноолуур, тонн",    Хэнтий,2016,376.4
"Ноолуур, тонн",    Хэнтий,2015,352.7
"Ноолуур, тонн",    Хэнтий,2014,322.1
"Ноолуур, тонн",    Хэнтий,2013,296.0
"Ноолуур, тонн",    Хэнтий,2012,275.6
"Ноолуур, тонн",    Хэнтий,2011,245.4
"Ноолуур, тонн",    Хэнтий,2010,246.7
"Ноолуур, тонн",Улаанбаатар,2025,36.71
"Ноолуур, тонн",Улаанбаатар,2024,37.8
"Ноолуур, тонн",Улаанбаатар,2023,37.7
"Ноолуур, тонн",Улаанбаатар,2022,60.3
"Ноолуур, тонн",Улаанбаатар,2021,68.6
"Ноолуур, тонн",Улаанбаатар,2020,63.4
"Ноолуур, тонн",Улаанбаатар,2019,57.4
"Ноолуур, тонн",Улаанбаатар,2018,37.9
"Ноолуур, тонн",Улаанбаатар,2017,39.9
"Ноолуур, тонн",Улаанбаатар,2016,37.4
"Ноолуур, тонн",Улаанбаатар,2015,36.7
"Ноолуур, тонн",Улаанбаатар,2014,33.4
"Ноолуур, тонн",Улаанбаатар,2013,32.6
"Ноолуур, тонн",Улаанбаатар,2012,31.5
"Ноолуур, тонн",Улаанбаатар,2011,28.7
"Ноолуур, тонн",Улаанбаатар,2010,45.2
"Ноолуур, тонн",    Улаанбаатар,2025,36.71
"Ноолуур, тонн",    Улаанбаатар,2024,37.8
"Ноолуур, тонн",    Улаанбаатар,2023,37.7
"Ноолуур, тонн",    Улаанбаатар,2022,60.3
"Ноолуур, тонн",    Улаанбаатар,2021,68.6
"Ноолуур, тонн",    Улаанбаатар,2020,63.4
"Ноолуур, тонн",    Улаанбаатар,2019,57.4
"Ноолуур, тонн",    Улаанбаатар,2018,37.9
"Ноолуур, тонн",    Улаанбаатар,2017,39.9
"Ноолуур, тонн",    Улаанбаатар,2016,37.4
"Ноолуур, тонн",    Улаанбаатар,2015,36.7
"Ноолуур, тонн",    Улаанбаатар,2014,33.4
"Ноолуур, тонн",    Улаанбаатар,2013,32.6
"Ноолуур, тонн",    Улаанбаатар,2012,31.5
"Ноолуур, тонн",    Улаанбаатар,2011,28.7
"Ноолуур, тонн",    Улаанбаатар,2010,45.2
"Ноос, тонн",Улсын дүн,2025,23742.267
"Ноос, тонн",Улсын дүн,2024,24249.9
"Ноос, тонн",Улсын дүн,2023,29864.3
"Ноос, тонн",Улсын дүн,2022,35153.4
"Ноос, тонн",Улсын дүн,2021,33175.9
"Ноос, тонн",Улсын дүн,2020,35918.6
"Ноос, тонн",Улсын дүн,2019,34341.8
"Ноос, тонн",Улсын дүн,2018,33269.3
"Ноос, тонн",Улсын дүн,2017,30765.9
"Ноос, тонн",Улсын дүн,2016,27502.5
"Ноос, тонн",Улсын дүн,2015,25874.4
"Ноос, тонн",Улсын дүн,2014,22318.7
"Ноос, тонн",Улсын дүн,2013,20229.2
"Ноос, тонн",Улсын дүн,2012,17486.9
"Ноос, тонн",Улсын дүн,2011,16166.2
"Ноос, тонн",Улсын дүн,2010,17117.7
"Ноос, тонн",Баруун бүс,2025,6346.788
"Ноос, тонн",Баруун бүс,2024,6008.4
"Ноос, тонн",Баруун бүс,2023,6656.2
"Ноос, тонн",Баруун бүс,2022,8887.5
"Ноос, тонн",Баруун бүс,2021,8211.5
"Ноос, тонн",Баруун бүс,2020,8677.5
"Ноос, тонн",Баруун бүс,2019,8422.2
"Ноос, тонн",Баруун бүс,2018,8713.1
"Ноос, тонн",Баруун бүс,2017,8101.8
"Ноос, тонн",Баруун бүс,2016,7261.7
"Ноос, тонн",Баруун бүс,2015,6832.9
"Ноос, тонн",Баруун бүс,2014,5951.7
"Ноос, тонн",Баруун бүс,2013,5286.9
"Ноос, тонн",Баруун бүс,2012,4477.6
"Ноос, тонн",Баруун бүс,2011,4030.7
"Ноос, тонн",Баруун бүс,2010,4436.4
"Ноос, тонн",    Баян-Өлгий,2025,848.812
"Ноос, тонн",    Баян-Өлгий,2024,804.2
"Ноос, тонн",    Баян-Өлгий,2023,972.7
"Ноос, тонн",    Баян-Өлгий,2022,1216.2
"Ноос, тонн",    Баян-Өлгий,2021,1124.7
"Ноос, тонн",    Баян-Өлгий,2020,1195.6
"Ноос, тонн",    Баян-Өлгий,2019,1159.4
"Ноос, тонн",    Баян-Өлгий,2018,1209.6
"Ноос, тонн",    Баян-Өлгий,2017,1141.0
"Ноос, тонн",    Баян-Өлгий,2016,1034.5
"Ноос, тонн",    Баян-Өлгий,2015,977.3
"Ноос, тонн",    Баян-Өлгий,2014,862.4
"Ноос, тонн",    Баян-Өлгий,2013,748.4
"Ноос, тонн",    Баян-Өлгий,2012,660.5
"Ноос, тонн",    Баян-Өлгий,2011,599.2
"Ноос, тонн",    Баян-Өлгий,2010,622.0
"Ноос, тонн",    Говь-Алтай,2025,1553.807
"Ноос, тонн",    Говь-Алтай,2024,1454.3
"Ноос, тонн",    Говь-Алтай,2023,1232.4
"Ноос, тонн",    Говь-Алтай,2022,1364.8
"Ноос, тонн",    Говь-Алтай,2021,1354.2
"Ноос, тонн",    Говь-Алтай,2020,1640.7
"Ноос, тонн",    Говь-Алтай,2019,1614.4
"Ноос, тонн",    Говь-Алтай,2018,1612.8
"Ноос, тонн",    Говь-Алтай,2017,1520.4
"Ноос, тонн",    Говь-Алтай,2016,1247.8
"Ноос, тонн",    Говь-Алтай,2015,1099.1
"Ноос, тонн",    Говь-Алтай,2014,1024.6
"Ноос, тонн",    Говь-Алтай,2013,874.6
"Ноос, тонн",    Говь-Алтай,2012,698.5
"Ноос, тонн",    Говь-Алтай,2011,599.5
"Ноос, тонн",    Говь-Алтай,2010,687.8
"Ноос, тонн",    Завхан,2025,1478.99
"Ноос, тонн",    Завхан,2024,1446.1
"Ноос, тонн",    Завхан,2023,1769.3
"Ноос, тонн",    Завхан,2022,2354.1
"Ноос, тонн",    Завхан,2021,2189.5
"Ноос, тонн",    Завхан,2020,2339.6
"Ноос, тонн",    Завхан,2019,2237.5
"Ноос, тонн",    Завхан,2018,2290.0
"Ноос, тонн",    Завхан,2017,2168.9
"Ноос, тонн",    Завхан,2016,1954.3
"Ноос, тонн",    Завхан,2015,1874.7
"Ноос, тонн",    Завхан,2014,1745.2
"Ноос, тонн",    Завхан,2013,1572.6
"Ноос, тонн",    Завхан,2012,1342.1
"Ноос, тонн",    Завхан,2011,1176.9
"Ноос, тонн",    Завхан,2010,1335.1
"Ноос, тонн",    Увс,2025,1143.214
"Ноос, тонн",    Увс,2024,1119.9
"Ноос, тонн",    Увс,2023,1382.8
"Ноос, тонн",    Увс,2022,2360.0
"Ноос, тонн",    Увс,2021,2134.7
"Ноос, тонн",    Увс,2020,2106.2
"Ноос, тонн",    Увс,2019,1984.5
"Ноос, тонн",    Увс,2018,2117.4
"Ноос, тонн",    Увс,2017,1827.7
"Ноос, тонн",    Увс,2016,1773.1
"Ноос, тонн",    Увс,2015,1741.8
"Ноос, тонн",    Увс,2014,1448.5
"Ноос, тонн",    Увс,2013,1308.8
"Ноос, тонн",    Увс,2012,1141.8
"Ноос, тонн",    Увс,2011,1041.9
"Ноос, тонн",    Увс,2010,1112.6
"Ноос, тонн",    Ховд,2025,1321.965
"Ноос, тонн",    Ховд,2024,1183.9
"Ноос, тонн",    Ховд,2023,1299.1
"Ноос, тонн",    Ховд,2022,1592.5
"Ноос, тонн",    Ховд,2021,1408.3
"Ноос, тонн",    Ховд,2020,1395.4
"Ноос, тонн",    Ховд,2019,1426.3
"Ноос, тонн",    Ховд,2018,1483.3
"Ноос, тонн",    Ховд,2017,1443.8
"Ноос, тонн",    Ховд,2016,1252.0
"Ноос, тонн",    Ховд,2015,1140.0
"Ноос, тонн",    Ховд,2014,871.0
"Ноос, тонн",    Ховд,2013,782.5
"Ноос, тонн",    Ховд,2012,634.7
"Ноос, тонн",    Ховд,2011,613.3
"Ноос, тонн",    Ховд,2010,678.9
"Ноос, тонн",Хангайн бүс,2025,8245.841
"Ноос, тонн",Хангайн бүс,2024,8280.0
"Ноос, тонн",Хангайн бүс,2023,10104.7
"Ноос, тонн",Хангайн бүс,2022,11375.3
"Ноос, тонн",Хангайн бүс,2021,10792.0
"Ноос, тонн",Хангайн бүс,2020,12559.3
"Ноос, тонн",Хангайн бүс,2019,12125.5
"Ноос, тонн",Хангайн бүс,2018,11921.3
"Ноос, тонн",Хангайн бүс,2017,11298.4
"Ноос, тонн",Хангайн бүс,2016,9802.0
"Ноос, тонн",Хангайн бүс,2015,9285.1
"Ноос, тонн",Хангайн бүс,2014,7856.4
"Ноос, тонн",Хангайн бүс,2013,7250.4
"Ноос, тонн",Хангайн бүс,2012,6130.7
"Ноос, тонн",Хангайн бүс,2011,5674.0
"Ноос, тонн",Хангайн бүс,2010,5884.2
"Ноос, тонн",    Архангай,2025,1412.02
"Ноос, тонн",    Архангай,2024,1443.5
"Ноос, тонн",    Архангай,2023,2202.4
"Ноос, тонн",    Архангай,2022,3003.4
"Ноос, тонн",    Архангай,2021,2860.2
"Ноос, тонн",    Архангай,2020,3229.2
"Ноос, тонн",    Архангай,2019,3045.8
"Ноос, тонн",    Архангай,2018,3158.9
"Ноос, тонн",    Архангай,2017,2972.4
"Ноос, тонн",    Архангай,2016,2577.1
"Ноос, тонн",    Архангай,2015,2505.4
"Ноос, тонн",    Архангай,2014,1947.0
"Ноос, тонн",    Архангай,2013,1753.8
"Ноос, тонн",    Архангай,2012,1470.4
"Ноос, тонн",    Архангай,2011,1332.8
"Ноос, тонн",    Архангай,2010,1296.0
"Ноос, тонн",    Баянхонгор,2025,1336.308
"Ноос, тонн",    Баянхонгор,2024,1283.3
"Ноос, тонн",    Баянхонгор,2023,1128.7
"Ноос, тонн",    Баянхонгор,2022,1218.0
"Ноос, тонн",    Баянхонгор,2021,1231.0
"Ноос, тонн",    Баянхонгор,2020,1783.5
"Ноос, тонн",    Баянхонгор,2019,1651.2
"Ноос, тонн",    Баянхонгор,2018,1616.4
"Ноос, тонн",    Баянхонгор,2017,1470.7
"Ноос, тонн",    Баянхонгор,2016,1275.9
"Ноос, тонн",    Баянхонгор,2015,1187.5
"Ноос, тонн",    Баянхонгор,2014,910.0
"Ноос, тонн",    Баянхонгор,2013,860.4
"Ноос, тонн",    Баянхонгор,2012,673.8
"Ноос, тонн",    Баянхонгор,2011,593.3
"Ноос, тонн",    Баянхонгор,2010,643.6
"Ноос, тонн",    Булган,2025,1102.344
"Ноос, тонн",    Булган,2024,1167.7
"Ноос, тонн",    Булган,2023,1914.7
"Ноос, тонн",    Булган,2022,1948.1
"Ноос, тонн",    Булган,2021,1786.4
"Ноос, тонн",    Булган,2020,1877.2
"Ноос, тонн",    Булган,2019,1799.1
"Ноос, тонн",    Булган,2018,1752.0
"Ноос, тонн",    Булган,2017,1822.9
"Ноос, тонн",    Булган,2016,1661.6
"Ноос, тонн",    Булган,2015,1625.5
"Ноос, тонн",    Булган,2014,1632.0
"Ноос, тонн",    Булган,2013,1511.1
"Ноос, тонн",    Булган,2012,1338.8
"Ноос, тонн",    Булган,2011,1329.6
"Ноос, тонн",    Булган,2010,1387.8
"Ноос, тонн",    Өвөрхангай,2025,2374.067
"Ноос, тонн",    Өвөрхангай,2024,2187.2
"Ноос, тонн",    Өвөрхангай,2023,2315.2
"Ноос, тонн",    Өвөрхангай,2022,2043.3
"Ноос, тонн",    Өвөрхангай,2021,2051.0
"Ноос, тонн",    Өвөрхангай,2020,2610.3
"Ноос, тонн",    Өвөрхангай,2019,2619.3
"Ноос, тонн",    Өвөрхангай,2018,2771.8
"Ноос, тонн",    Өвөрхангай,2017,2507.9
"Ноос, тонн",    Өвөрхангай,2016,2130.4
"Ноос, тонн",    Өвөрхангай,2015,1925.7
"Ноос, тонн",    Өвөрхангай,2014,1249.6
"Ноос, тонн",    Өвөрхангай,2013,1063.1
"Ноос, тонн",    Өвөрхангай,2012,853.0
"Ноос, тонн",    Өвөрхангай,2011,727.2
"Ноос, тонн",    Өвөрхангай,2010,754.5
"Ноос, тонн",    Хөвсгөл,2025,1972.584
"Ноос, тонн",    Хөвсгөл,2024,2148.8
"Ноос, тонн",    Хөвсгөл,2023,2489.0
"Ноос, тонн",    Хөвсгөл,2022,3075.1
"Ноос, тонн",    Хөвсгөл,2021,2788.4
"Ноос, тонн",    Хөвсгөл,2020,2985.5
"Ноос, тонн",    Хөвсгөл,2019,2940.7
"Ноос, тонн",    Хөвсгөл,2018,2560.3
"Ноос, тонн",    Хөвсгөл,2017,2455.1
"Ноос, тонн",    Хөвсгөл,2016,2093.6
"Ноос, тонн",    Хөвсгөл,2015,1973.4
"Ноос, тонн",    Хөвсгөл,2014,2012.1
"Ноос, тонн",    Хөвсгөл,2013,1955.8
"Ноос, тонн",    Хөвсгөл,2012,1703.8
"Ноос, тонн",    Хөвсгөл,2011,1594.4
"Ноос, тонн",    Хөвсгөл,2010,1668.8
"Ноос, тонн",    Орхон,2025,48.519
"Ноос, тонн",    Орхон,2024,49.5
"Ноос, тонн",    Орхон,2023,54.8
"Ноос, тонн",    Орхон,2022,87.3
"Ноос, тонн",    Орхон,2021,75.0
"Ноос, тонн",    Орхон,2020,73.7
"Ноос, тонн",    Орхон,2019,69.5
"Ноос, тонн",    Орхон,2018,61.9
"Ноос, тонн",    Орхон,2017,69.4
"Ноос, тонн",    Орхон,2016,63.4
"Ноос, тонн",    Орхон,2015,67.6
"Ноос, тонн",    Орхон,2014,105.7
"Ноос, тонн",    Орхон,2013,106.2
"Ноос, тонн",    Орхон,2012,90.9
"Ноос, тонн",    Орхон,2011,96.8
"Ноос, тонн",    Орхон,2010,133.4
"Ноос, тонн",Төвийн бүс,2025,5958.312
"Ноос, тонн",Төвийн бүс,2024,6373.3
"Ноос, тонн",Төвийн бүс,2023,7851.2
"Ноос, тонн",Төвийн бүс,2022,8384.0
