Үзүүлэлт,Бүс,Он,value
Нийт,            Завхан,2017,70.0
Нийт,            Завхан,2016,73.0
Нийт,            Завхан,2015,68.0
Нийт,            Увс,2024,123.0
Нийт,            Увс,2023,118.0
Нийт,            Увс,2022,103.0
Нийт,            Увс,2021,91.0
Нийт,            Увс,2020,84.0
Нийт,            Увс,2019,71.0
Нийт,            Увс,2018,68.0
Нийт,            Увс,2017,67.0
Нийт,            Увс,2016,66.0
Нийт,            Увс,2015,63.0
Нийт,            Ховд,2024,114.0
Нийт,            Ховд,2023,107.0
Нийт,            Ховд,2022,104.0
Нийт,            Ховд,2021,90.0
Нийт,            Ховд,2020,90.0
Нийт,            Ховд,2019,87.0
Нийт,            Ховд,2018,75.0
Нийт,            Ховд,2017,73.0
Нийт,            Ховд,2016,61.0
Нийт,            Ховд,2015,61.0
Нийт,    Хангайн бүс,2024,759.0
Нийт,    Хангайн бүс,2023,759.0
Нийт,    Хангайн бүс,2022,761.0
Нийт,    Хангайн бүс,2021,723.0
Нийт,    Хангайн бүс,2020,643.0
Нийт,    Хангайн бүс,2019,660.0
Нийт,    Хангайн бүс,2018,645.0
Нийт,    Хангайн бүс,2017,620.0
Нийт,    Хангайн бүс,2016,596.0
Нийт,    Хангайн бүс,2015,563.0
Нийт,            Архангай,2024,106.0
Нийт,            Архангай,2023,106.0
Нийт,            Архангай,2022,107.0
Нийт,            Архангай,2021,106.0
Нийт,            Архангай,2020,105.0
Нийт,            Архангай,2019,100.0
Нийт,            Архангай,2018,97.0
Нийт,            Архангай,2017,89.0
Нийт,            Архангай,2016,85.0
Нийт,            Архангай,2015,85.0
Нийт,            Баянхонгор,2024,126.0
Нийт,            Баянхонгор,2023,126.0
Нийт,            Баянхонгор,2022,126.0
Нийт,            Баянхонгор,2021,120.0
Нийт,            Баянхонгор,2020,112.0
Нийт,            Баянхонгор,2019,94.0
Нийт,            Баянхонгор,2018,96.0
Нийт,            Баянхонгор,2017,97.0
Нийт,            Баянхонгор,2016,96.0
Нийт,            Баянхонгор,2015,76.0
Нийт,            Булган,2024,67.0
Нийт,            Булган,2023,70.0
Нийт,            Булган,2022,73.0
Нийт,            Булган,2021,76.0
Нийт,            Булган,2020,77.0
Нийт,            Булган,2019,75.0
Нийт,            Булган,2018,67.0
Нийт,            Булган,2017,55.0
Нийт,            Булган,2016,54.0
Нийт,            Булган,2015,52.0
Нийт,            Орхон,2024,161.0
Нийт,            Орхон,2023,166.0
Нийт,            Орхон,2022,178.0
Нийт,            Орхон,2021,166.0
Нийт,            Орхон,2020,160.0
Нийт,            Орхон,2019,151.0
Нийт,            Орхон,2018,145.0
Нийт,            Орхон,2017,139.0
Нийт,            Орхон,2016,135.0
Нийт,            Орхон,2015,129.0
Нийт,            Өвөрхангай,2024,150.0
Нийт,            Өвөрхангай,2023,154.0
Нийт,            Өвөрхангай,2022,127.0
Нийт,            Өвөрхангай,2021,109.0
Нийт,            Өвөрхангай,2020,69.0
Нийт,            Өвөрхангай,2019,121.0
Нийт,            Өвөрхангай,2018,113.0
Нийт,            Өвөрхангай,2017,111.0
Нийт,            Өвөрхангай,2016,102.0
Нийт,            Өвөрхангай,2015,97.0
Нийт,            Хөвсгөл,2024,152.0
Нийт,            Хөвсгөл,2023,137.0
Нийт,            Хөвсгөл,2022,150.0
Нийт,            Хөвсгөл,2021,146.0
Нийт,            Хөвсгөл,2020,120.0
Нийт,            Хөвсгөл,2019,119.0
Нийт,            Хөвсгөл,2018,127.0
Нийт,            Хөвсгөл,2017,129.0
Нийт,            Хөвсгөл,2016,124.0
Нийт,            Хөвсгөл,2015,124.0
Нийт,    Төвийн бүс,2024,679.0
Нийт,    Төвийн бүс,2023,669.0
Нийт,    Төвийн бүс,2022,623.0
Нийт,    Төвийн бүс,2021,577.0
Нийт,    Төвийн бүс,2020,550.0
Нийт,    Төвийн бүс,2019,547.0
Нийт,    Төвийн бүс,2018,534.0
Нийт,    Төвийн бүс,2017,529.0
Нийт,    Төвийн бүс,2016,506.0
Нийт,    Төвийн бүс,2015,501.0
Нийт,            Говьсүмбэр,2024,26.0
Нийт,            Говьсүмбэр,2023,26.0
Нийт,            Говьсүмбэр,2022,23.0
Нийт,            Говьсүмбэр,2021,20.0
Нийт,            Говьсүмбэр,2020,25.0
Нийт,            Говьсүмбэр,2019,22.0
Нийт,            Говьсүмбэр,2018,21.0
Нийт,            Говьсүмбэр,2017,22.0
Нийт,            Говьсүмбэр,2016,21.0
Нийт,            Говьсүмбэр,2015,19.0
Нийт,            Дархан-Уул,2024,162.0
Нийт,            Дархан-Уул,2023,147.0
Нийт,            Дархан-Уул,2022,146.0
Нийт,            Дархан-Уул,2021,145.0
Нийт,            Дархан-Уул,2020,123.0
Нийт,            Дархан-Уул,2019,120.0
Нийт,            Дархан-Уул,2018,117.0
Нийт,            Дархан-Уул,2017,124.0
Нийт,            Дархан-Уул,2016,124.0
Нийт,            Дархан-Уул,2015,130.0
Нийт,            Дорноговь,2024,114.0
Нийт,            Дорноговь,2023,116.0
Нийт,            Дорноговь,2022,93.0
Нийт,            Дорноговь,2021,76.0
Нийт,            Дорноговь,2020,87.0
Нийт,            Дорноговь,2019,89.0
Нийт,            Дорноговь,2018,84.0
Нийт,            Дорноговь,2017,76.0
Нийт,            Дорноговь,2016,73.0
Нийт,            Дорноговь,2015,68.0
Нийт,            Дундговь,2024,78.0
Нийт,            Дундговь,2023,72.0
Нийт,            Дундговь,2022,65.0
Нийт,            Дундговь,2021,56.0
Нийт,            Дундговь,2020,53.0
Нийт,            Дундговь,2019,52.0
Нийт,            Дундговь,2018,53.0
Нийт,            Дундговь,2017,46.0
Нийт,            Дундговь,2016,46.0
Нийт,            Дундговь,2015,45.0
Нийт,            Өмнөговь,2024,121.0
Нийт,            Өмнөговь,2023,132.0
Нийт,            Өмнөговь,2022,128.0
Нийт,            Өмнөговь,2021,118.0
Нийт,            Өмнөговь,2020,113.0
Нийт,            Өмнөговь,2019,108.0
Нийт,            Өмнөговь,2018,94.0
Нийт,            Өмнөговь,2017,90.0
Нийт,            Өмнөговь,2016,85.0
Нийт,            Өмнөговь,2015,86.0
Нийт,            Сэлэнгэ,2024,98.0
Нийт,            Сэлэнгэ,2023,101.0
Нийт,            Сэлэнгэ,2022,98.0
Нийт,            Сэлэнгэ,2021,89.0
Нийт,            Сэлэнгэ,2020,90.0
Нийт,            Сэлэнгэ,2019,86.0
Нийт,            Сэлэнгэ,2018,94.0
Нийт,            Сэлэнгэ,2017,95.0
Нийт,            Сэлэнгэ,2016,84.0
Нийт,            Сэлэнгэ,2015,84.0
Нийт,            Төв,2024,80.0
Нийт,            Төв,2023,75.0
Нийт,            Төв,2022,70.0
Нийт,            Төв,2021,73.0
Нийт,            Төв,2020,59.0
Нийт,            Төв,2019,70.0
Нийт,            Төв,2018,71.0
Нийт,            Төв,2017,76.0
Нийт,            Төв,2016,73.0
Нийт,            Төв,2015,69.0
Нийт,    Зүүн бүс,2024,226.0
Нийт,    Зүүн бүс,2023,226.0
Нийт,    Зүүн бүс,2022,220.0
Нийт,    Зүүн бүс,2021,232.0
Нийт,    Зүүн бүс,2020,170.0
Нийт,    Зүүн бүс,2019,175.0
Нийт,    Зүүн бүс,2018,190.0
Нийт,    Зүүн бүс,2017,187.0
Нийт,    Зүүн бүс,2016,178.0
Нийт,    Зүүн бүс,2015,169.0
Нийт,            Дорнод,2024,96.0
Нийт,            Дорнод,2023,93.0
Нийт,            Дорнод,2022,89.0
Нийт,            Дорнод,2021,76.0
Нийт,            Дорнод,2020,64.0
Нийт,            Дорнод,2019,61.0
Нийт,            Дорнод,2018,59.0
Нийт,            Дорнод,2017,56.0
Нийт,            Дорнод,2016,47.0
Нийт,            Дорнод,2015,48.0
Нийт,            Сүхбаатар,2024,29.0
Нийт,            Сүхбаатар,2023,31.0
Нийт,            Сүхбаатар,2022,31.0
Нийт,            Сүхбаатар,2021,49.0
Нийт,            Сүхбаатар,2020,20.0
Нийт,            Сүхбаатар,2019,32.0
Нийт,            Сүхбаатар,2018,49.0
Нийт,            Сүхбаатар,2017,48.0
Нийт,            Сүхбаатар,2016,52.0
Нийт,            Сүхбаатар,2015,46.0
Нийт,            Хэнтий,2024,101.0
Нийт,            Хэнтий,2023,102.0
Нийт,            Хэнтий,2022,100.0
Нийт,            Хэнтий,2021,107.0
Нийт,            Хэнтий,2020,86.0
Нийт,            Хэнтий,2019,82.0
Нийт,            Хэнтий,2018,82.0
Нийт,            Хэнтий,2017,83.0
Нийт,            Хэнтий,2016,79.0
Нийт,            Хэнтий,2015,75.0
Нийт,    Улаанбаатар,2024,2683.0
Нийт,    Улаанбаатар,2023,2540.0
Нийт,    Улаанбаатар,2022,2534.0
Нийт,    Улаанбаатар,2021,2358.0
Нийт,    Улаанбаатар,2020,2385.0
Нийт,    Улаанбаатар,2019,2689.0
Нийт,    Улаанбаатар,2018,2617.0
Нийт,    Улаанбаатар,2017,2338.0
Нийт,    Улаанбаатар,2016,1898.0
Нийт,    Улаанбаатар,2015,1703.0
Нийт,            Улаанбаатар,2024,
Нийт,            Улаанбаатар,2023,
Нийт,            Улаанбаатар,2022,
Нийт,            Улаанбаатар,2021,
Нийт,            Улаанбаатар,2020,
Нийт,            Улаанбаатар,2019,
Нийт,            Улаанбаатар,2018,
Нийт,            Улаанбаатар,2017,
Нийт,            Улаанбаатар,2016,
Нийт,            Улаанбаатар,2015,
Өрхийн эрүүл мэндийн төв,Улсын дүн,2024,227.0
Өрхийн эрүүл мэндийн төв,Улсын дүн,2023,224.0
Өрхийн эрүүл мэндийн төв,Улсын дүн,2022,207.0
Өрхийн эрүүл мэндийн төв,Улсын дүн,2021,208.0
Өрхийн эрүүл мэндийн төв,Улсын дүн,2020,209.0
Өрхийн эрүүл мэндийн төв,Улсын дүн,2019,209.0
Өрхийн эрүүл мэндийн төв,Улсын дүн,2018,219.0
Өрхийн эрүүл мэндийн төв,Улсын дүн,2017,218.0
Өрхийн эрүүл мэндийн төв,Улсын дүн,2016,220.0
Өрхийн эрүүл мэндийн төв,Улсын дүн,2015,218.0
Өрхийн эрүүл мэндийн төв,    Баруун бүс,2024,20.0
Өрхийн эрүүл мэндийн төв,    Баруун бүс,2023,20.0
Өрхийн эрүүл мэндийн төв,    Баруун бүс,2022,20.0
Өрхийн эрүүл мэндийн төв,    Баруун бүс,2021,20.0
Өрхийн эрүүл мэндийн төв,    Баруун бүс,2020,20.0
Өрхийн эрүүл мэндийн төв,    Баруун бүс,2019,20.0
Өрхийн эрүүл мэндийн төв,    Баруун бүс,2018,20.0
Өрхийн эрүүл мэндийн төв,    Баруун бүс,2017,21.0
Өрхийн эрүүл мэндийн төв,    Баруун бүс,2016,21.0
Өрхийн эрүүл мэндийн төв,    Баруун бүс,2015,21.0
Өрхийн эрүүл мэндийн төв,            Баян-Өлгий,2024,4.0
Өрхийн эрүүл мэндийн төв,            Баян-Өлгий,2023,4.0
Өрхийн эрүүл мэндийн төв,            Баян-Өлгий,2022,4.0
Өрхийн эрүүл мэндийн төв,            Баян-Өлгий,2021,4.0
Өрхийн эрүүл мэндийн төв,            Баян-Өлгий,2020,4.0
Өрхийн эрүүл мэндийн төв,            Баян-Өлгий,2019,4.0
Өрхийн эрүүл мэндийн төв,            Баян-Өлгий,2018,4.0
Өрхийн эрүүл мэндийн төв,            Баян-Өлгий,2017,4.0
Өрхийн эрүүл мэндийн төв,            Баян-Өлгий,2016,4.0
Өрхийн эрүүл мэндийн төв,            Баян-Өлгий,2015,4.0
Өрхийн эрүүл мэндийн төв,            Говь-Алтай,2024,3.0
Өрхийн эрүүл мэндийн төв,            Говь-Алтай,2023,3.0
Өрхийн эрүүл мэндийн төв,            Говь-Алтай,2022,3.0
Өрхийн эрүүл мэндийн төв,            Говь-Алтай,2021,3.0
Өрхийн эрүүл мэндийн төв,            Говь-Алтай,2020,3.0
Өрхийн эрүүл мэндийн төв,            Говь-Алтай,2019,3.0
Өрхийн эрүүл мэндийн төв,            Говь-Алтай,2018,3.0
Өрхийн эрүүл мэндийн төв,            Говь-Алтай,2017,3.0
Өрхийн эрүүл мэндийн төв,            Говь-Алтай,2016,3.0
Өрхийн эрүүл мэндийн төв,            Говь-Алтай,2015,3.0
Өрхийн эрүүл мэндийн төв,            Завхан,2024,3.0
Өрхийн эрүүл мэндийн төв,            Завхан,2023,3.0
Өрхийн эрүүл мэндийн төв,            Завхан,2022,3.0
Өрхийн эрүүл мэндийн төв,            Завхан,2021,3.0
Өрхийн эрүүл мэндийн төв,            Завхан,2020,3.0
Өрхийн эрүүл мэндийн төв,            Завхан,2019,3.0
Өрхийн эрүүл мэндийн төв,            Завхан,2018,3.0
Өрхийн эрүүл мэндийн төв,            Завхан,2017,4.0
Өрхийн эрүүл мэндийн төв,            Завхан,2016,4.0
Өрхийн эрүүл мэндийн төв,            Завхан,2015,4.0
Өрхийн эрүүл мэндийн төв,            Увс,2024,4.0
Өрхийн эрүүл мэндийн төв,            Увс,2023,4.0
Өрхийн эрүүл мэндийн төв,            Увс,2022,4.0
Өрхийн эрүүл мэндийн төв,            Увс,2021,4.0
Өрхийн эрүүл мэндийн төв,            Увс,2020,4.0
Өрхийн эрүүл мэндийн төв,            Увс,2019,4.0
Өрхийн эрүүл мэндийн төв,            Увс,2018,4.0
Өрхийн эрүүл мэндийн төв,            Увс,2017,4.0
Өрхийн эрүүл мэндийн төв,            Увс,2016,4.0
Өрхийн эрүүл мэндийн төв,            Увс,2015,4.0
Өрхийн эрүүл мэндийн төв,            Ховд,2024,6.0
Өрхийн эрүүл мэндийн төв,            Ховд,2023,6.0
Өрхийн эрүүл мэндийн төв,            Ховд,2022,6.0
Өрхийн эрүүл мэндийн төв,            Ховд,2021,6.0
Өрхийн эрүүл мэндийн төв,            Ховд,2020,6.0
Өрхийн эрүүл мэндийн төв,            Ховд,2019,6.0
Өрхийн эрүүл мэндийн төв,            Ховд,2018,6.0
Өрхийн эрүүл мэндийн төв,            Ховд,2017,6.0
Өрхийн эрүүл мэндийн төв,            Ховд,2016,6.0
Өрхийн эрүүл мэндийн төв,            Ховд,2015,6.0
Өрхийн эрүүл мэндийн төв,    Хангайн бүс,2024,26.0
Өрхийн эрүүл мэндийн төв,    Хангайн бүс,2023,26.0
Өрхийн эрүүл мэндийн төв,    Хангайн бүс,2022,26.0
Өрхийн эрүүл мэндийн төв,    Хангайн бүс,2021,26.0
Өрхийн эрүүл мэндийн төв,    Хангайн бүс,2020,26.0
Өрхийн эрүүл мэндийн төв,    Хангайн бүс,2019,26.0
Өрхийн эрүүл мэндийн төв,    Хангайн бүс,2018,29.0
Өрхийн эрүүл мэндийн төв,    Хангайн бүс,2017,29.0
Өрхийн эрүүл мэндийн төв,    Хангайн бүс,2016,31.0
Өрхийн эрүүл мэндийн төв,    Хангайн бүс,2015,33.0
Өрхийн эрүүл мэндийн төв,            Архангай,2024,3.0
Өрхийн эрүүл мэндийн төв,            Архангай,2023,3.0
Өрхийн эрүүл мэндийн төв,            Архангай,2022,3.0
Өрхийн эрүүл мэндийн төв,            Архангай,2021,3.0
Өрхийн эрүүл мэндийн төв,            Архангай,2020,3.0
Өрхийн эрүүл мэндийн төв,            Архангай,2019,3.0
Өрхийн эрүүл мэндийн төв,            Архангай,2018,5.0
Өрхийн эрүүл мэндийн төв,            Архангай,2017,5.0
Өрхийн эрүүл мэндийн төв,            Архангай,2016,5.0
Өрхийн эрүүл мэндийн төв,            Архангай,2015,5.0
Өрхийн эрүүл мэндийн төв,            Баянхонгор,2024,4.0
Өрхийн эрүүл мэндийн төв,            Баянхонгор,2023,4.0
Өрхийн эрүүл мэндийн төв,            Баянхонгор,2022,4.0
Өрхийн эрүүл мэндийн төв,            Баянхонгор,2021,4.0
Өрхийн эрүүл мэндийн төв,            Баянхонгор,2020,4.0
Өрхийн эрүүл мэндийн төв,            Баянхонгор,2019,4.0
Өрхийн эрүүл мэндийн төв,            Баянхонгор,2018,5.0
Өрхийн эрүүл мэндийн төв,            Баянхонгор,2017,5.0
Өрхийн эрүүл мэндийн төв,            Баянхонгор,2016,5.0
Өрхийн эрүүл мэндийн төв,            Баянхонгор,2015,5.0
Өрхийн эрүүл мэндийн төв,            Булган,2024,2.0
Өрхийн эрүүл мэндийн төв,            Булган,2023,2.0
Өрхийн эрүүл мэндийн төв,            Булган,2022,2.0
Өрхийн эрүүл мэндийн төв,            Булган,2021,2.0
Өрхийн эрүүл мэндийн төв,            Булган,2020,2.0
Өрхийн эрүүл мэндийн төв,            Булган,2019,2.0
Өрхийн эрүүл мэндийн төв,            Булган,2018,2.0
Өрхийн эрүүл мэндийн төв,            Булган,2017,2.0
Өрхийн эрүүл мэндийн төв,            Булган,2016,2.0
Өрхийн эрүүл мэндийн төв,            Булган,2015,2.0
Өрхийн эрүүл мэндийн төв,            Орхон,2024,8.0
Өрхийн эрүүл мэндийн төв,            Орхон,2023,8.0
Өрхийн эрүүл мэндийн төв,            Орхон,2022,8.0
Өрхийн эрүүл мэндийн төв,            Орхон,2021,8.0
Өрхийн эрүүл мэндийн төв,            Орхон,2020,8.0
Өрхийн эрүүл мэндийн төв,            Орхон,2019,8.0
Өрхийн эрүүл мэндийн төв,            Орхон,2018,8.0
Өрхийн эрүүл мэндийн төв,            Орхон,2017,8.0
Өрхийн эрүүл мэндийн төв,            Орхон,2016,9.0
Өрхийн эрүүл мэндийн төв,            Орхон,2015,11.0
Өрхийн эрүүл мэндийн төв,            Өвөрхангай,2024,4.0
Өрхийн эрүүл мэндийн төв,            Өвөрхангай,2023,4.0
Өрхийн эрүүл мэндийн төв,            Өвөрхангай,2022,4.0
Өрхийн эрүүл мэндийн төв,            Өвөрхангай,2021,4.0
Өрхийн эрүүл мэндийн төв,            Өвөрхангай,2020,4.0
Өрхийн эрүүл мэндийн төв,            Өвөрхангай,2019,4.0
Өрхийн эрүүл мэндийн төв,            Өвөрхангай,2018,4.0
Өрхийн эрүүл мэндийн төв,            Өвөрхангай,2017,4.0
Өрхийн эрүүл мэндийн төв,            Өвөрхангай,2016,5.0
Өрхийн эрүүл мэндийн төв,            Өвөрхангай,2015,5.0
Өрхийн эрүүл мэндийн төв,            Хөвсгөл,2024,5.0
Өрхийн эрүүл мэндийн төв,            Хөвсгөл,2023,5.0
Өрхийн эрүүл мэндийн төв,            Хөвсгөл,2022,5.0
Өрхийн эрүүл мэндийн төв,            Хөвсгөл,2021,5.0
Өрхийн эрүүл мэндийн төв,            Хөвсгөл,2020,5.0
Өрхийн эрүүл мэндийн төв,            Хөвсгөл,2019,5.0
Өрхийн эрүүл мэндийн төв,            Хөвсгөл,2018,5.0
Өрхийн эрүүл мэндийн төв,            Хөвсгөл,2017,5.0
Өрхийн эрүүл мэндийн төв,            Хөвсгөл,2016,5.0
Өрхийн эрүүл мэндийн төв,            Хөвсгөл,2015,5.0
Өрхийн эрүүл мэндийн төв,    Төвийн бүс,2024,21.0
Өрхийн эрүүл мэндийн төв,    Төвийн бүс,2023,21.0
Өрхийн эрүүл мэндийн төв,    Төвийн бүс,2022,21.0
Өрхийн эрүүл мэндийн төв,    Төвийн бүс,2021,21.0
Өрхийн эрүүл мэндийн төв,    Төвийн бүс,2020,22.0
Өрхийн эрүүл мэндийн төв,    Төвийн бүс,2019,22.0
Өрхийн эрүүл мэндийн төв,    Төвийн бүс,2018,25.0
Өрхийн эрүүл мэндийн төв,    Төвийн бүс,2017,25.0
Өрхийн эрүүл мэндийн төв,    Төвийн бүс,2016,25.0
Өрхийн эрүүл мэндийн төв,    Төвийн бүс,2015,25.0
Өрхийн эрүүл мэндийн төв,            Говьсүмбэр,2024,1.0
Өрхийн эрүүл мэндийн төв,            Говьсүмбэр,2023,1.0
Өрхийн эрүүл мэндийн төв,            Говьсүмбэр,2022,1.0
Өрхийн эрүүл мэндийн төв,            Говьсүмбэр,2021,1.0
Өрхийн эрүүл мэндийн төв,            Говьсүмбэр,2020,1.0
Өрхийн эрүүл мэндийн төв,            Говьсүмбэр,2019,1.0
Өрхийн эрүүл мэндийн төв,            Говьсүмбэр,2018,1.0
Өрхийн эрүүл мэндийн төв,            Говьсүмбэр,2017,1.0
Өрхийн эрүүл мэндийн төв,            Говьсүмбэр,2016,1.0
Өрхийн эрүүл мэндийн төв,            Говьсүмбэр,2015,1.0
Өрхийн эрүүл мэндийн төв,            Дархан-Уул,2024,5.0
Өрхийн эрүүл мэндийн төв,            Дархан-Уул,2023,5.0
Өрхийн эрүүл мэндийн төв,            Дархан-Уул,2022,5.0
Өрхийн эрүүл мэндийн төв,            Дархан-Уул,2021,5.0
Өрхийн эрүүл мэндийн төв,            Дархан-Уул,2020,5.0
Өрхийн эрүүл мэндийн төв,            Дархан-Уул,2019,5.0
Өрхийн эрүүл мэндийн төв,            Дархан-Уул,2018,5.0
Өрхийн эрүүл мэндийн төв,            Дархан-Уул,2017,5.0
Өрхийн эрүүл мэндийн төв,            Дархан-Уул,2016,5.0
Өрхийн эрүүл мэндийн төв,            Дархан-Уул,2015,5.0
Өрхийн эрүүл мэндийн төв,            Дорноговь,2024,4.0
Өрхийн эрүүл мэндийн төв,            Дорноговь,2023,4.0
Өрхийн эрүүл мэндийн төв,            Дорноговь,2022,4.0
Өрхийн эрүүл мэндийн төв,            Дорноговь,2021,4.0
Өрхийн эрүүл мэндийн төв,            Дорноговь,2020,4.0
Өрхийн эрүүл мэндийн төв,            Дорноговь,2019,4.0
Өрхийн эрүүл мэндийн төв,            Дорноговь,2018,5.0
Өрхийн эрүүл мэндийн төв,            Дорноговь,2017,5.0
Өрхийн эрүүл мэндийн төв,            Дорноговь,2016,5.0
Өрхийн эрүүл мэндийн төв,            Дорноговь,2015,5.0
Өрхийн эрүүл мэндийн төв,            Дундговь,2024,2.0
Өрхийн эрүүл мэндийн төв,            Дундговь,2023,2.0
Өрхийн эрүүл мэндийн төв,            Дундговь,2022,2.0
Өрхийн эрүүл мэндийн төв,            Дундговь,2021,2.0
Өрхийн эрүүл мэндийн төв,            Дундговь,2020,2.0
Өрхийн эрүүл мэндийн төв,            Дундговь,2019,2.0
Өрхийн эрүүл мэндийн төв,            Дундговь,2018,2.0
Өрхийн эрүүл мэндийн төв,            Дундговь,2017,2.0
Өрхийн эрүүл мэндийн төв,            Дундговь,2016,2.0
Өрхийн эрүүл мэндийн төв,            Дундговь,2015,2.0
Өрхийн эрүүл мэндийн төв,            Өмнөговь,2024,3.0
Өрхийн эрүүл мэндийн төв,            Өмнөговь,2023,3.0
Өрхийн эрүүл мэндийн төв,            Өмнөговь,2022,3.0
Өрхийн эрүүл мэндийн төв,            Өмнөговь,2021,3.0
Өрхийн эрүүл мэндийн төв,            Өмнөговь,2020,4.0
Өрхийн эрүүл мэндийн төв,            Өмнөговь,2019,4.0
Өрхийн эрүүл мэндийн төв,            Өмнөговь,2018,4.0
Өрхийн эрүүл мэндийн төв,            Өмнөговь,2017,4.0
Өрхийн эрүүл мэндийн төв,            Өмнөговь,2016,4.0
Өрхийн эрүүл мэндийн төв,            Өмнөговь,2015,4.0
Өрхийн эрүүл мэндийн төв,            Сэлэнгэ,2024,5.0
Өрхийн эрүүл мэндийн төв,            Сэлэнгэ,2023,5.0
Өрхийн эрүүл мэндийн төв,            Сэлэнгэ,2022,5.0
Өрхийн эрүүл мэндийн төв,            Сэлэнгэ,2021,5.0
Өрхийн эрүүл мэндийн төв,            Сэлэнгэ,2020,5.0
Өрхийн эрүүл мэндийн төв,            Сэлэнгэ,2019,5.0
Өрхийн эрүүл мэндийн төв,            Сэлэнгэ,2018,7.0
Өрхийн эрүүл мэндийн төв,            Сэлэнгэ,2017,7.0
Өрхийн эрүүл мэндийн төв,            Сэлэнгэ,2016,7.0
Өрхийн эрүүл мэндийн төв,            Сэлэнгэ,2015,7.0
Өрхийн эрүүл мэндийн төв,            Төв,2024,1.0
Өрхийн эрүүл мэндийн төв,            Төв,2023,1.0
Өрхийн эрүүл мэндийн төв,            Төв,2022,1.0
Өрхийн эрүүл мэндийн төв,            Төв,2021,1.0
Өрхийн эрүүл мэндийн төв,            Төв,2020,1.0
Өрхийн эрүүл мэндийн төв,            Төв,2019,1.0
Өрхийн эрүүл мэндийн төв,            Төв,2018,1.0
Өрхийн эрүүл мэндийн төв,            Төв,2017,1.0
Өрхийн эрүүл мэндийн төв,            Төв,2016,1.0
Өрхийн эрүүл мэндийн төв,            Төв,2015,1.0
Өрхийн эрүүл мэндийн төв,    Зүүн бүс,2024,9.0
Өрхийн эрүүл мэндийн төв,    Зүүн бүс,2023,9.0
Өрхийн эрүүл мэндийн төв,    Зүүн бүс,2022,9.0
Өрхийн эрүүл мэндийн төв,    Зүүн бүс,2021,10.0
Өрхийн эрүүл мэндийн төв,    Зүүн бүс,2020,10.0
Өрхийн эрүүл мэндийн төв,    Зүүн бүс,2019,10.0
Өрхийн эрүүл мэндийн төв,    Зүүн бүс,2018,10.0
Өрхийн эрүүл мэндийн төв,    Зүүн бүс,2017,10.0
Өрхийн эрүүл мэндийн төв,    Зүүн бүс,2016,10.0
Өрхийн эрүүл мэндийн төв,    Зүүн бүс,2015,10.0
Өрхийн эрүүл мэндийн төв,            Дорнод,2024,3.0
Өрхийн эрүүл мэндийн төв,            Дорнод,2023,3.0
Өрхийн эрүүл мэндийн төв,            Дорнод,2022,3.0
Өрхийн эрүүл мэндийн төв,            Дорнод,2021,3.0
Өрхийн эрүүл мэндийн төв,            Дорнод,2020,3.0
Өрхийн эрүүл мэндийн төв,            Дорнод,2019,3.0
Өрхийн эрүүл мэндийн төв,            Дорнод,2018,3.0
Өрхийн эрүүл мэндийн төв,            Дорнод,2017,3.0
Өрхийн эрүүл мэндийн төв,            Дорнод,2016,3.0
Өрхийн эрүүл мэндийн төв,            Дорнод,2015,3.0
