Байршил,Зарлагын төрөл,Он,value
Хот,2. Бусдаас үнэгүй авсан,2014,38284.0
Хот,2. Бусдаас үнэгүй авсан,2013,34403.0
Хот,2. Бусдаас үнэгүй авсан,2012,29727.0
Хот,2. Бусдаас үнэгүй авсан,2011,21144.0
Хот,2. Бусдаас үнэгүй авсан,2010,16032.0
Хот,2. Бусдаас үнэгүй авсан,2009,11258.0
Хот,2. Бусдаас үнэгүй авсан,2008,9931.0
Хот,2. Бусдаас үнэгүй авсан,2007,7808.0
Хот,2. Бусдаас үнэгүй авсан,2006,4623.0
Хот,2. Бусдаас үнэгүй авсан,2005,7863.0
Хот,2. Бусдаас үнэгүй авсан,2004,7864.0
Хот,2. Бусдаас үнэгүй авсан,2003,10052.0
Хот,2. Бусдаас үнэгүй авсан,2002,7999.0
Хот,2. Бусдаас үнэгүй авсан,2001,2617.0
Хот,2. Бусдаас үнэгүй авсан,2000,1379.0
Хот,2. Бусдаас үнэгүй авсан,1999,
Хот,2. Бусдаас үнэгүй авсан,1998,
Хот,2. Бусдаас үнэгүй авсан,1997,
Хот,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2025,15181.0
Хот,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2024,10470.0
Хот,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2023,12882.0
Хот,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2022,12637.0
Хот,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2021,9813.0
Хот,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2020,8272.0
Хот,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2019,8232.0
Хот,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2018,5802.0
Хот,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2017,5847.0
Хот,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2016,4762.0
Хот,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2015,5849.0
Хот,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2014,7386.0
Хот,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2013,8469.0
Хот,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2012,8357.0
Хот,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2011,4835.0
Хот,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2010,5450.0
Хот,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2009,1725.0
Хот,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2008,1859.0
Хот,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2007,2310.0
Хот,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2006,4097.0
Хот,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2005,2716.0
Хот,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2004,5579.0
Хот,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2003,4463.0
Хот,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2002,4995.0
Хот,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2001,560.0
Хот,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2000,478.0
Хот,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,1999,
Хот,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,1998,
Хот,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,1997,
Хөдөө,Нийт зарлага,2025,2737181.0
Хөдөө,Нийт зарлага,2024,2245940.0
Хөдөө,Нийт зарлага,2023,1933596.0
Хөдөө,Нийт зарлага,2022,1687923.0
Хөдөө,Нийт зарлага,2021,1410755.0
Хөдөө,Нийт зарлага,2020,1344028.0
Хөдөө,Нийт зарлага,2019,1299329.0
Хөдөө,Нийт зарлага,2018,1096030.0
Хөдөө,Нийт зарлага,2017,986406.0
Хөдөө,Нийт зарлага,2016,889681.0
Хөдөө,Нийт зарлага,2015,999615.0
Хөдөө,Нийт зарлага,2014,955939.0
Хөдөө,Нийт зарлага,2013,833997.0
Хөдөө,Нийт зарлага,2012,657836.0
Хөдөө,Нийт зарлага,2011,497633.0
Хөдөө,Нийт зарлага,2010,387937.0
Хөдөө,Нийт зарлага,2009,391883.0
Хөдөө,Нийт зарлага,2008,293653.0
Хөдөө,Нийт зарлага,2007,266768.0
Хөдөө,Нийт зарлага,2006,211644.0
Хөдөө,Нийт зарлага,2005,162479.0
Хөдөө,Нийт зарлага,2004,186250.0
Хөдөө,Нийт зарлага,2003,158021.0
Хөдөө,Нийт зарлага,2002,151101.0
Хөдөө,Нийт зарлага,2001,85994.0
Хөдөө,Нийт зарлага,2000,102666.0
Хөдөө,Нийт зарлага,1999,59439.0
Хөдөө,Нийт зарлага,1998,57083.0
Хөдөө,Нийт зарлага,1997,50401.0
Хөдөө,1. Мөнгөн зарлага,2025,2369341.0
Хөдөө,1. Мөнгөн зарлага,2024,1900504.0
Хөдөө,1. Мөнгөн зарлага,2023,1628447.0
Хөдөө,1. Мөнгөн зарлага,2022,1438679.0
Хөдөө,1. Мөнгөн зарлага,2021,1156477.0
Хөдөө,1. Мөнгөн зарлага,2020,1127793.0
Хөдөө,1. Мөнгөн зарлага,2019,1101965.0
Хөдөө,1. Мөнгөн зарлага,2018,926169.0
Хөдөө,1. Мөнгөн зарлага,2017,807860.0
Хөдөө,1. Мөнгөн зарлага,2016,729213.0
Хөдөө,1. Мөнгөн зарлага,2015,803154.0
Хөдөө,1. Мөнгөн зарлага,2014,744861.0
Хөдөө,1. Мөнгөн зарлага,2013,645727.0
Хөдөө,1. Мөнгөн зарлага,2012,503335.0
Хөдөө,1. Мөнгөн зарлага,2011,379304.0
Хөдөө,1. Мөнгөн зарлага,2010,278686.0
Хөдөө,1. Мөнгөн зарлага,2009,297463.0
Хөдөө,1. Мөнгөн зарлага,2008,219361.0
Хөдөө,1. Мөнгөн зарлага,2007,218436.0
Хөдөө,1. Мөнгөн зарлага,2006,178458.0
Хөдөө,1. Мөнгөн зарлага,2005,130691.0
Хөдөө,1. Мөнгөн зарлага,2004,112061.0
Хөдөө,1. Мөнгөн зарлага,2003,102662.0
Хөдөө,1. Мөнгөн зарлага,2002,97378.0
Хөдөө,1. Мөнгөн зарлага,2001,70511.0
Хөдөө,1. Мөнгөн зарлага,2000,90118.0
Хөдөө,1. Мөнгөн зарлага,1999,59439.0
Хөдөө,1. Мөнгөн зарлага,1998,57083.0
Хөдөө,1. Мөнгөн зарлага,1997,50401.0
Хөдөө,    Хүнсний зүйлийн зарлага,2025,354858.0
Хөдөө,    Хүнсний зүйлийн зарлага,2024,293379.0
Хөдөө,    Хүнсний зүйлийн зарлага,2023,251290.0
Хөдөө,    Хүнсний зүйлийн зарлага,2022,237216.0
Хөдөө,    Хүнсний зүйлийн зарлага,2021,188163.0
Хөдөө,    Хүнсний зүйлийн зарлага,2020,192532.0
Хөдөө,    Хүнсний зүйлийн зарлага,2019,176859.0
Хөдөө,    Хүнсний зүйлийн зарлага,2018,163839.0
Хөдөө,    Хүнсний зүйлийн зарлага,2017,150910.0
Хөдөө,    Хүнсний зүйлийн зарлага,2016,143063.0
Хөдөө,    Хүнсний зүйлийн зарлага,2015,154673.0
Хөдөө,    Хүнсний зүйлийн зарлага,2014,150190.0
Хөдөө,    Хүнсний зүйлийн зарлага,2013,129113.0
Хөдөө,    Хүнсний зүйлийн зарлага,2012,125468.0
Хөдөө,    Хүнсний зүйлийн зарлага,2011,96952.0
Хөдөө,    Хүнсний зүйлийн зарлага,2010,89466.0
Хөдөө,    Хүнсний зүйлийн зарлага,2009,133934.0
Хөдөө,    Хүнсний зүйлийн зарлага,2008,75724.0
Хөдөө,    Хүнсний зүйлийн зарлага,2007,69884.0
Хөдөө,    Хүнсний зүйлийн зарлага,2006,49836.0
Хөдөө,    Хүнсний зүйлийн зарлага,2005,36876.0
Хөдөө,    Хүнсний зүйлийн зарлага,2004,36307.0
Хөдөө,    Хүнсний зүйлийн зарлага,2003,36523.0
Хөдөө,    Хүнсний зүйлийн зарлага,2002,34465.0
Хөдөө,    Хүнсний зүйлийн зарлага,2001,28047.0
Хөдөө,    Хүнсний зүйлийн зарлага,2000,32191.0
Хөдөө,    Хүнсний зүйлийн зарлага,1999,21854.0
Хөдөө,    Хүнсний зүйлийн зарлага,1998,22246.0
Хөдөө,    Хүнсний зүйлийн зарлага,1997,21779.0
Хөдөө,"    Хүнсний бус бараа, үйлчилгээний зарлага",2025,1948223.0
Хөдөө,"    Хүнсний бус бараа, үйлчилгээний зарлага",2024,1551464.0
Хөдөө,"    Хүнсний бус бараа, үйлчилгээний зарлага",2023,1320655.0
Хөдөө,"    Хүнсний бус бараа, үйлчилгээний зарлага",2022,1157086.0
Хөдөө,"    Хүнсний бус бараа, үйлчилгээний зарлага",2021,922972.0
Хөдөө,"    Хүнсний бус бараа, үйлчилгээний зарлага",2020,901604.0
Хөдөө,"    Хүнсний бус бараа, үйлчилгээний зарлага",2019,887119.0
Хөдөө,"    Хүнсний бус бараа, үйлчилгээний зарлага",2018,731345.0
Хөдөө,"    Хүнсний бус бараа, үйлчилгээний зарлага",2017,632689.0
Хөдөө,"    Хүнсний бус бараа, үйлчилгээний зарлага",2016,562654.0
Хөдөө,"    Хүнсний бус бараа, үйлчилгээний зарлага",2015,616920.0
Хөдөө,"    Хүнсний бус бараа, үйлчилгээний зарлага",2014,562206.0
Хөдөө,"    Хүнсний бус бараа, үйлчилгээний зарлага",2013,494762.0
Хөдөө,"    Хүнсний бус бараа, үйлчилгээний зарлага",2012,360644.0
Хөдөө,"    Хүнсний бус бараа, үйлчилгээний зарлага",2011,266813.0
Хөдөө,"    Хүнсний бус бараа, үйлчилгээний зарлага",2010,174206.0
Хөдөө,"    Хүнсний бус бараа, үйлчилгээний зарлага",2009,148915.0
Хөдөө,"    Хүнсний бус бараа, үйлчилгээний зарлага",2008,131204.0
Хөдөө,"    Хүнсний бус бараа, үйлчилгээний зарлага",2007,144925.0
Хөдөө,"    Хүнсний бус бараа, үйлчилгээний зарлага",2006,122017.0
Хөдөө,"    Хүнсний бус бараа, үйлчилгээний зарлага",2005,89795.0
Хөдөө,"    Хүнсний бус бараа, үйлчилгээний зарлага",2004,71874.0
Хөдөө,"    Хүнсний бус бараа, үйлчилгээний зарлага",2003,62618.0
Хөдөө,"    Хүнсний бус бараа, үйлчилгээний зарлага",2002,60598.0
Хөдөө,"    Хүнсний бус бараа, үйлчилгээний зарлага",2001,42429.0
Хөдөө,"    Хүнсний бус бараа, үйлчилгээний зарлага",2000,57874.0
Хөдөө,"    Хүнсний бус бараа, үйлчилгээний зарлага",1999,37551.0
Хөдөө,"    Хүнсний бус бараа, үйлчилгээний зарлага",1998,34518.0
Хөдөө,"    Хүнсний бус бараа, үйлчилгээний зарлага",1997,28563.0
Хөдөө,    Хадгаламжид,2025,
Хөдөө,    Хадгаламжид,2024,
Хөдөө,    Хадгаламжид,2023,
Хөдөө,    Хадгаламжид,2022,
Хөдөө,    Хадгаламжид,2021,
Хөдөө,    Хадгаламжид,2020,
Хөдөө,    Хадгаламжид,2019,
Хөдөө,    Хадгаламжид,2018,
Хөдөө,    Хадгаламжид,2017,
Хөдөө,    Хадгаламжид,2016,
Хөдөө,    Хадгаламжид,2015,
Хөдөө,    Хадгаламжид,2014,
Хөдөө,    Хадгаламжид,2013,
Хөдөө,    Хадгаламжид,2012,
Хөдөө,    Хадгаламжид,2011,
Хөдөө,    Хадгаламжид,2010,
Хөдөө,    Хадгаламжид,2009,
Хөдөө,    Хадгаламжид,2008,
Хөдөө,    Хадгаламжид,2007,
Хөдөө,    Хадгаламжид,2006,1521.0
Хөдөө,    Хадгаламжид,2005,1115.0
Хөдөө,    Хадгаламжид,2004,1612.0
Хөдөө,    Хадгаламжид,2003,1450.0
Хөдөө,    Хадгаламжид,2002,335.0
Хөдөө,    Хадгаламжид,2001,35.0
Хөдөө,    Хадгаламжид,2000,53.0
Хөдөө,    Хадгаламжид,1999,34.0
Хөдөө,    Хадгаламжид,1998,319.0
Хөдөө,    Хадгаламжид,1997,58.0
Хөдөө,"    Бусдад өгсөн бэлэг, тусламж",2025,66260.0
Хөдөө,"    Бусдад өгсөн бэлэг, тусламж",2024,55661.0
Хөдөө,"    Бусдад өгсөн бэлэг, тусламж",2023,56502.0
Хөдөө,"    Бусдад өгсөн бэлэг, тусламж",2022,44377.0
Хөдөө,"    Бусдад өгсөн бэлэг, тусламж",2021,45342.0
Хөдөө,"    Бусдад өгсөн бэлэг, тусламж",2020,33657.0
Хөдөө,"    Бусдад өгсөн бэлэг, тусламж",2019,37987.0
Хөдөө,"    Бусдад өгсөн бэлэг, тусламж",2018,30985.0
Хөдөө,"    Бусдад өгсөн бэлэг, тусламж",2017,24261.0
Хөдөө,"    Бусдад өгсөн бэлэг, тусламж",2016,23496.0
Хөдөө,"    Бусдад өгсөн бэлэг, тусламж",2015,31561.0
Хөдөө,"    Бусдад өгсөн бэлэг, тусламж",2014,32465.0
Хөдөө,"    Бусдад өгсөн бэлэг, тусламж",2013,21852.0
Хөдөө,"    Бусдад өгсөн бэлэг, тусламж",2012,17223.0
Хөдөө,"    Бусдад өгсөн бэлэг, тусламж",2011,15539.0
Хөдөө,"    Бусдад өгсөн бэлэг, тусламж",2010,15014.0
Хөдөө,"    Бусдад өгсөн бэлэг, тусламж",2009,14614.0
Хөдөө,"    Бусдад өгсөн бэлэг, тусламж",2008,12433.0
Хөдөө,"    Бусдад өгсөн бэлэг, тусламж",2007,3627.0
Хөдөө,"    Бусдад өгсөн бэлэг, тусламж",2006,5084.0
Хөдөө,"    Бусдад өгсөн бэлэг, тусламж",2005,2905.0
Хөдөө,"    Бусдад өгсөн бэлэг, тусламж",2004,2268.0
Хөдөө,"    Бусдад өгсөн бэлэг, тусламж",2003,2071.0
Хөдөө,"    Бусдад өгсөн бэлэг, тусламж",2002,1980.0
Хөдөө,"    Бусдад өгсөн бэлэг, тусламж",2001,
Хөдөө,"    Бусдад өгсөн бэлэг, тусламж",2000,
Хөдөө,"    Бусдад өгсөн бэлэг, тусламж",1999,
Хөдөө,"    Бусдад өгсөн бэлэг, тусламж",1998,
Хөдөө,"    Бусдад өгсөн бэлэг, тусламж",1997,
Хөдөө,2. Бусдаас үнэгүй авсан,2025,70325.0
Хөдөө,2. Бусдаас үнэгүй авсан,2024,61033.0
Хөдөө,2. Бусдаас үнэгүй авсан,2023,51033.0
Хөдөө,2. Бусдаас үнэгүй авсан,2022,58882.0
Хөдөө,2. Бусдаас үнэгүй авсан,2021,44555.0
Хөдөө,2. Бусдаас үнэгүй авсан,2020,48954.0
Хөдөө,2. Бусдаас үнэгүй авсан,2019,60701.0
Хөдөө,2. Бусдаас үнэгүй авсан,2018,59994.0
Хөдөө,2. Бусдаас үнэгүй авсан,2017,63610.0
Хөдөө,2. Бусдаас үнэгүй авсан,2016,55391.0
Хөдөө,2. Бусдаас үнэгүй авсан,2015,60165.0
Хөдөө,2. Бусдаас үнэгүй авсан,2014,59753.0
Хөдөө,2. Бусдаас үнэгүй авсан,2013,42181.0
Хөдөө,2. Бусдаас үнэгүй авсан,2012,36249.0
Хөдөө,2. Бусдаас үнэгүй авсан,2011,24281.0
Хөдөө,2. Бусдаас үнэгүй авсан,2010,23429.0
Хөдөө,2. Бусдаас үнэгүй авсан,2009,19467.0
Хөдөө,2. Бусдаас үнэгүй авсан,2008,11159.0
Хөдөө,2. Бусдаас үнэгүй авсан,2007,8676.0
Хөдөө,2. Бусдаас үнэгүй авсан,2006,3958.0
Хөдөө,2. Бусдаас үнэгүй авсан,2005,4744.0
Хөдөө,2. Бусдаас үнэгүй авсан,2004,6551.0
Хөдөө,2. Бусдаас үнэгүй авсан,2003,5462.0
Хөдөө,2. Бусдаас үнэгүй авсан,2002,4629.0
Хөдөө,2. Бусдаас үнэгүй авсан,2001,1281.0
Хөдөө,2. Бусдаас үнэгүй авсан,2000,799.0
Хөдөө,2. Бусдаас үнэгүй авсан,1999,
Хөдөө,2. Бусдаас үнэгүй авсан,1998,
Хөдөө,2. Бусдаас үнэгүй авсан,1997,
Хөдөө,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2025,297515.0
Хөдөө,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2024,284403.0
Хөдөө,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2023,254116.0
Хөдөө,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2022,190362.0
Хөдөө,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2021,209723.0
Хөдөө,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2020,167281.0
Хөдөө,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2019,136663.0
Хөдөө,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2018,109867.0
Хөдөө,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2017,114936.0
Хөдөө,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2016,105077.0
Хөдөө,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2015,136296.0
Хөдөө,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2014,151325.0
Хөдөө,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2013,146089.0
Хөдөө,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2012,118252.0
Хөдөө,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2011,94048.0
Хөдөө,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2010,85822.0
Хөдөө,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2009,74953.0
Хөдөө,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2008,63133.0
Хөдөө,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2007,39656.0
Хөдөө,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2006,29228.0
Хөдөө,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2005,27044.0
Хөдөө,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2004,67638.0
Хөдөө,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2003,49897.0
Хөдөө,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2002,49094.0
Хөдөө,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2001,14202.0
Хөдөө,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,2000,11749.0
Хөдөө,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,1999,
Хөдөө,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,1998,
Хөдөө,3. Өөрийн аж ахуйгаас хэрэглэсэн хүнсний бүтээгдэхүүн,1997,
