publication_date,title_mn,article_url,archive_page
2019-11-17,Байнгын хорооны хуралдаанд оролцсон УИХ-ын гишүүдийн ирцийн мэдээ (2019.10 сар),https://www.parliament.mn/nn/9803/,21
2019-12-18,УИХ-ын гишүүдийн Байнгын хорооны хуралдаанд оролцсон ирцийн мэдээ (2019.11 сар),https://www.parliament.mn/nn/9797/,21
2020-01-07,Байнгын хорооны хуралдаанд оролцсон УИХ-ын гишүүдийн ирцийн мэдээ (2019.12 сар),https://www.parliament.mn/nn/10412/,21
2020-07-17,УЛСЫН ИХ ХУРЛЫН АНХДУГААР ЧУУЛГАНЫ НЭГДСЭН ХУРАЛДААНЫ ИРЦИЙН МЭДЭЭ,https://www.parliament.mn/nn/62600/,21
2020-09-17,Улсын Их Хурлын 2020 оны ээлжит бус чуулганы нэгдсэн хуралдааны ирцийн мэдээ,https://www.parliament.mn/nn/62603/,20
2021-02-08,Улсын Их Хурлын 2020 оны намрын ээлжит чуулганы нэгдсэн хуралдааны ирцийн мэдээ,https://www.parliament.mn/nn/62601/,20
2021-08-03,2021 оны Хаврын ээлжит чуулганы ирцийн мэдээ,https://www.parliament.mn/nn/14784/,20
2021-11-16,УИХ-ын 2021 оны намрын ээлжит чуулганы нэгдсэн хуралдааны ирцийн мэдээ (2021.10.01-2021.10.29),https://www.parliament.mn/nn/15295/,20
2022-01-10,Улсын Их Хурлын гишүүдийн 2021 оны намрын ээлжит чуулганы 12-р сарын ирцийн мэдээ,https://www.parliament.mn/nn/15710/,20
2022-01-10,Улсын Их Хурлын гишүүдийн 2021 оны намрын ээлжит чуулганы 11-р сарын ирцийн мэдээ,https://www.parliament.mn/nn/15719/,20
2022-05-27,Улсын Их Хурлын гишүүдийн 2022 оны хаврын ээлжит чуулганы 04 дүгээр сарын ирцийн мэдээ,https://www.parliament.mn/nn/17751/,20
2022-05-27,Улсын Их Хурлын гишүүдийн 2022 оны хаврын ээлжит чуулганы 03 дугаар сарын ирцийн мэдээ,https://www.parliament.mn/nn/17804/,20
2022-07-08,Улсын Их Хурлын гишүүдийн 2022 оны хаврын ээлжит чуулганы 05 дугаар сарын ирцийн мэдээ,https://www.parliament.mn/nn/18185/,20
2022-07-08,Улсын Их Хурлын гишүүдийн 2022 оны хаврын ээлжит чуулганы 06 дугаар сарын ирцийн мэдээ,https://www.parliament.mn/nn/18186/,20
2022-07-08,Улсын Их Хурлын гишүүдийн 2022 оны хаврын ээлжит чуулганы 07 дугаар сарын ирцийн мэдээ,https://www.parliament.mn/nn/18203/,20
2022-11-01,Монгол Улсын Их Хурлын 2022 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 10 дугаар сарын ирцийн мэдээ,https://www.parliament.mn/nn/18839/,20
2023-02-03,Улсын Их Хурлын 2022 оны намрын ээлжит чуулганы нэгдсэн хуралдааны ирцийн мэдээ,https://www.parliament.mn/nn/62602/,19
2023-04-06,Монгол Улсын Их Хурлын 2023 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 3 дугаар сарын ирцийн мэдээ,https://www.parliament.mn/nn/30196/,19
2023-05-05,Монгол Улсын Их Хурлын 2023 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 4 дүгээр сарын ирцийн мэдээ,https://www.parliament.mn/nn/30197/,19
2023-07-07,Улсын Их Хурлын 2023 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны ирцийн мэдээ,https://www.parliament.mn/nn/62606/,19
2023-11-27,Монгол Улсын Их Хурлын 2023 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 10 дугаар сарын ирцийн мэдээ,https://www.parliament.mn/nn/41428/,19
2023-12-04,Монгол Улсын Их Хурлын 2023 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 11 дүгээр сарын ирцийн мэдээ,https://www.parliament.mn/nn/41429/,19
2024-01-24,Монгол Улсын Их Хурлын 2023 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 12 дугаар сарын ирцийн мэдээ,https://www.parliament.mn/nn/51814/,19
2024-01-24,Монгол Улсын Их Хурлын 2023 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 01 дүгээр сарын ирцийн мэдээ,https://www.parliament.mn/nn/51815/,19
2024-04-12,Монгол Улсын Их Хурлын 2024 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 03 дугаар сарын ирцийн мэдээ,https://www.parliament.mn/nn/62265/,19
2024-05-14,Монгол Улсын Их Хурлын 2024 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 04 дүгээр сарын ирцийн мэдээ,https://www.parliament.mn/nn/62435/,19
2024-06-12,Монгол Улсын Их Хурлын 2024 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 05 дугаар сарын ирцийн мэдээ,https://www.parliament.mn/nn/62599/,19
2024-07-19,Монгол Улсын Их Хурлын ес дэх удаагийн бүрэн эрхийн анхдугаар чуулганы нэгдсэн хуралдааны ирцийн мэдээ,https://www.parliament.mn/nn/62702/,19
2024-09-06,Монгол Улсын Их Хурлын 2024 оны ээлжит бус чуулганы ирцийн мэдээ,https://www.parliament.mn/nn/62894/,18
2024-10-17,Монгол Улсын Их Хурлын 2024 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 10 дугаар сарын 17-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/63100/,18
2024-10-18,Монгол Улсын Их Хурлын 2024 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 10 дугаар сарын 18-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/63122/,18
2024-10-25,Монгол Улсын Их Хурлын 2024 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 10 дугаар сарын 25-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/63169/,18
2024-10-31,Монгол Улсын Их Хурлын 2024 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 10 дугаар сарын 31-ний өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/63246/,18
2024-11-01,Монгол Улсын Их Хурлын 2024 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 11 дүгээр сарын 1-ний өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/63256/,18
2024-11-08,Монгол Улсын Их Хурлын 2024 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 11 дүгээр сарын 08-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/63306/,18
2024-11-14,Монгол Улсын Их Хурлын 2024 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 11 дүгээр сарын 14-ний өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/63344/,18
2024-11-15,Монгол Улсын Их Хурлын 2024 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 11 дүгээр сарын 15-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/63350/,18
2024-11-21,Монгол Улсын Их Хурлын 2024 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 11 дүгээр сарын 21-ний өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/63402/,18
2024-11-22,Монгол Улсын Их Хурлын 2024 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 11 дүгээр сарын 22-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/63410/,18
2024-11-28,Монгол Улсын Их Хурлын 2024 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 11 дүгээр сарын 28-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/63471/,18
2024-11-29,Монгол Улсын Их Хурлын 2024 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 11 дүгээр сарын 29-ний өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/63485/,17
2024-11-29,Монгол Улсын Их Хурлын 2024 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 10 дугаар сарын ирцийн мэдээ,https://www.parliament.mn/nn/63486/,17
2024-12-02,Монгол Улсын Их Хурлын 2024 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 12 дугаар сарын 02-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/63509/,17
2024-12-03,Монгол Улсын Их Хурлын 2024 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 12 дугаар сарын 03-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/63519/,17
2024-12-04,Монгол Улсын Их Хурлын 2024 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 12 дугаар сарын 04-ний өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/63536/,17
2024-12-04,2025.12.04,https://www.parliament.mn/nn/76221/,17
2024-12-05,Монгол Улсын Их Хурлын 2024 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 12 дугаар сарын 05-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/63551/,17
2024-12-05,2025.12.05,https://www.parliament.mn/nn/76230/,17
2024-12-06,Монгол Улсын Их Хурлын 2024 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 12 дугаар сарын 06-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/63569/,17
2024-12-11,Монгол Улсын Их Хурлын 2024 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 12 дугаар сарын 11-ний өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/63609/,17
2024-12-11,2025.12.11,https://www.parliament.mn/nn/76277/,17
2024-12-12,Монгол Улсын Их Хурлын 2024 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 12 дугаар сарын 12-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/63621/,16
2024-12-12,2025.12.12,https://www.parliament.mn/nn/76282/,17
2024-12-13,Монгол Улсын Их Хурлын 2024 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 12 дугаар сарын 13-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/63631/,16
2024-12-13,Монгол Улсын Их Хурлын 2024 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 11 дүгээр сарын ирцийн мэдээ,https://www.parliament.mn/nn/63643/,16
2024-12-18,2025.12.18,https://www.parliament.mn/nn/76331/,16
2024-12-19,2025.12.19,https://www.parliament.mn/nn/76343/,16
2024-12-20,Монгол Улсын Их Хурлын 2024 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 12 дугаар сарын 20-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/63680/,16
2024-12-23,2025.12.23,https://www.parliament.mn/nn/76352/,16
2024-12-25,2025.12.25,https://www.parliament.mn/nn/76404/,16
2024-12-26,Монгол Улсын Их Хурлын 2024 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 12 дугаар сарын 26-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/63738/,16
2024-12-26,2025.12.26,https://www.parliament.mn/nn/76411/,16
2024-12-27,Монгол Улсын Их Хурлын 2024 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 12 дугаар сарын 27-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/63748/,16
2024-12-30,2025.12.30,https://www.parliament.mn/nn/76427/,16
2024-12-31,2025.12.31,https://www.parliament.mn/nn/76439/,15
2025-01-02,ирцийн файл,https://www.parliament.mn/nn/76207/,15
2025-01-09,Монгол Улсын Их Хурлын 2024 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 01 дүгээр сарын 09-ний өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/73832/,15
2025-01-10,Монгол Улсын Их Хурлын 2024 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 01 дүгээр сарын 10-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/73851/,15
2025-01-16,Монгол Улсын Их Хурлын 2024 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 01 дүгээр сарын 16-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/73907/,15
2025-01-16,Монгол Улсын Их Хурлын 2024 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 12 дугаар сарын ирцийн мэдээ,https://www.parliament.mn/nn/73909/,15
2025-01-17,Монгол Улсын Их Хурлын 2024 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 01 дүгээр сарын 17-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/73918/,15
2025-01-23,Монгол Улсын Их Хурлын 2024 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 01 дүгээр сарын 23-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/73954/,15
2025-01-24,Монгол Улсын Их Хурлын 2024 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 01 дүгээр сарын 24-ний өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/73962/,15
2025-02-06,Монгол Улсын Их Хурлын 2024 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 1 дүгээр сарын ирцийн мэдээ,https://www.parliament.mn/nn/74073/,15
2025-02-06,Монгол Улсын Их Хурлын 2024 оны намрын ээлжит чуулганы ирцийн мэдээ,https://www.parliament.mn/nn/74074/,15
2025-03-16,2026.03.16,https://www.parliament.mn/nn/76797/,15
2025-03-17,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 03 дугаар сарын 17-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/74246/,14
2025-03-27,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 03 дугаар сарын 27-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/74354/,14
2025-03-27,2026.03.27,https://www.parliament.mn/nn/76885/,14
2025-03-28,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 03 дугаар сарын 28-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/74360/,14
2025-03-30,2026.03.30,https://www.parliament.mn/nn/76897/,14
2025-03-31,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 03 дугаар сарын 31-ний өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/74372/,14
2025-03-31,2026.03.31,https://www.parliament.mn/nn/76913/,14
2025-04-02,2026.04.02,https://www.parliament.mn/nn/76936/,14
2025-04-03,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 04 дүгээр сарын 03-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/74405/,14
2025-04-03,2026.04.03,https://www.parliament.mn/nn/76943/,14
2025-04-04,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 04 дүгээр сарын 04-ний өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/74414/,14
2025-04-09,2026.04.09,https://www.parliament.mn/nn/76982/,14
2025-04-10,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 04 дүгээр сарын 10-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/74468/,13
2025-04-10,2026.04.10,https://www.parliament.mn/nn/76989/,13
2025-04-11,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 04 дүгээр сарын 11-ний өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/74479/,13
2025-04-16,2026.04.16,https://www.parliament.mn/nn/77028/,13
2025-04-17,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 04 дүгээр сарын 17-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/74521/,13
2025-04-17,2026.04.17,https://www.parliament.mn/nn/77038/,13
2025-04-18,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 04 дүгээр сарын 18-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/74529/,13
2025-04-23,2026.04.23,https://www.parliament.mn/nn/77071/,13
2025-04-24,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 04 дүгээр сарын 24-ний өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/74573/,13
2025-04-24,2026.04.24,https://www.parliament.mn/nn/77088/,13
2025-04-25,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 3 дугаар сарын ирцийн мэдээ,https://www.parliament.mn/nn/74577/,13
2025-04-25,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 04 дүгээр сарын 25-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/74606/,13
2025-04-30,2026.04.30,https://www.parliament.mn/nn/77128/,12
2025-05-01,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 05 дугаар сарын 01-ний өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/74668/,12
2025-05-01,2025.05.01,https://www.parliament.mn/nn/77139/,12
2025-05-02,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 05 дугаар сарын 02-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/74688/,12
2025-05-06,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 4 дүгээр сарын ирцийн мэдээ,https://www.parliament.mn/nn/74771/,12
2025-05-07,2026.05.07,https://www.parliament.mn/nn/77200/,12
2025-05-08,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 05 дугаар сарын 08-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/74750/,12
2025-05-08,2026.05.08,https://www.parliament.mn/nn/77214/,12
2025-05-09,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 05 дугаар сарын 09-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/74754/,12
2025-05-14,2026.05.14,https://www.parliament.mn/nn/77272/,12
2025-05-15,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 05 дугаар сарын 15-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/74797/,12
2025-05-15,2026.05.15,https://www.parliament.mn/nn/77288/,12
2025-05-16,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 05 дугаар сарын 16-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/74804/,11
2025-05-21,2026.05.21,https://www.parliament.mn/nn/77331/,11
2025-05-22,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 05 дугаар сарын 22-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/74848/,11
2025-05-22,2026.05.22,https://www.parliament.mn/nn/77353/,11
2025-05-23,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 05 дугаар сарын 23-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/74860/,11
2025-05-26,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 05 дугаар сарын 26-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/74871/,11
2025-05-28,2026.05.28,https://www.parliament.mn/nn/77410/,11
2025-05-29,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 05 дугаар сарын 29-ний өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/74921/,11
2025-05-29,2026.05.29,https://www.parliament.mn/nn/77420/,11
2025-05-30,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 05 дугаар сарын 30-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/74936/,11
2025-06-02,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 06 дугаар сарын 02-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/74954/,11
2025-06-02,2026.06.02,https://www.parliament.mn/nn/77439/,11
2025-06-04,2026.06.04,https://www.parliament.mn/nn/77477/,10
2025-06-05,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 06 дугаар сарын 05-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/74977/,10
2025-06-05,2026.06.05,https://www.parliament.mn/nn/77502/,10
2025-06-11,2026.06.11,https://www.parliament.mn/nn/77557/,10
2025-06-12,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 06 дугаар сарын 12-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/75018/,10
2025-06-12,2026.06.12,https://www.parliament.mn/nn/77568/,10
2025-06-13,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 06 дугаар сарын 13-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/75031/,10
2025-06-17,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 06 дугаар сарын 17-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/75066/,10
2025-06-18,2026.06.18,https://www.parliament.mn/nn/77617/,10
2025-06-19,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 06 дугаар сарын 19-ний өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/75083/,10
2025-06-19,2026.06.19,https://www.parliament.mn/nn/77635/,10
2025-06-20,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 06 дугаар сарын 20-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/75102/,10
2025-06-23,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 06 дугаар сарын 23-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/75127/,9
2025-06-24,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 06 дугаар сарын 24-ний өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/75134/,9
2025-06-25,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 5 дугаар сарын ирцийн мэдээ,https://www.parliament.mn/nn/75152/,9
2025-06-25,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 06 дугаар сарын 25-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/75163/,9
2025-06-25,2026.06.25,https://www.parliament.mn/nn/77686/,9
2025-06-26,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 06 дугаар сарын 26-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/75182/,9
2025-06-26,2026.06.26,https://www.parliament.mn/nn/77701/,9
2025-06-27,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 06 дугаар сарын 27-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/75204/,9
2025-06-30,2026.06.30,https://www.parliament.mn/nn/77750/,9
2025-07-01,2026.07.01,https://www.parliament.mn/nn/77761/,9
2025-07-02,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 07 дугаар сарын 02-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/75248/,9
2025-07-02,2026.07.02,https://www.parliament.mn/nn/77775/,9
2025-07-03,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 07 дугаар сарын 03-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/75255/,8
2025-07-03,2026.07.03,https://www.parliament.mn/nn/77793/,8
2025-07-04,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 07 дугаар сарын 04-ний өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/75289/,8
2025-07-08,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 07 дугаар сарын 08-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/75355/,8
2025-07-09,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 07 дугаар сарын 09-ний өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/75375/,8
2025-07-09,Монгол Улсын Их Хурлын 2025 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 6 дугаар сарын ирцийн мэдээ,https://www.parliament.mn/nn/75425/,8
2025-09-07,2026.09.07,https://www.parliament.mn/nn/78010/,8
2025-09-14,2026.09.14,https://www.parliament.mn/nn/78056/,8
2025-09-15,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 09 дүгээр сарын 15-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/75669/,8
2025-09-17,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 09 дүгээр сарын 17-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/75690/,8
2025-09-18,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 09 дүгээр сарын 18-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/75694/,8
2025-09-19,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 09 дүгээр сарын 19-ний өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/75698/,8
2025-09-23,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 09 дүгээр сарын 23-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/75711/,7
2025-09-24,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 09 дүгээр сарын 24-ний өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/75722/,7
2025-09-26,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 09 дүгээр сарын 26-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/75743/,7
2025-10-02,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 10 дугаар сарын 02-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/75791/,7
2025-10-09,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 10 дугаар сарын 09-ний өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/75823/,7
2025-10-16,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 10 дугаар сарын 16-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/75895/,7
2025-10-24,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 10 дугаар сарын 24-ний өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/75965/,7
2025-10-30,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 10 дугаар сарын 30-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/75995/,7
2025-10-31,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 10 дугаар сарын 31-ний өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/76000/,7
2025-10-31,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 9 дүгээр сарын ирцийн мэдээ,https://www.parliament.mn/nn/76001/,7
2025-11-05,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 11 дүгээр сарын 05-ны өдрийн ирцийн мэдээ,https://www.parliament.mn/nn/76027/,7
