session_id,session_number,date,parliamentary_year,session_kind,scheduled_start_time,actual_start_time,start_delay_minutes,title_mn,agenda_count,on_time,late,excused_general,excused_medical,mission_local,mission_foreign,absent_unexplained,total_members,data_provisional,dashboard_url,source_article_url,source_attachment_url
s139,80,2025-10-24,2025,AUTUMN,10:00,10:32,32,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 10 дугаар сарын 24-ний өдрийн ирцийн мэдээ,3,91,11,1,9,0,4,10,126,False,https://att.parliament.mn/sessions/2025-10-24,https://www.parliament.mn/nn/75965/,
s138,81,2025-10-30,2025,AUTUMN,10:00,10:04,4,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 10 дугаар сарын 30-ны өдрийн ирцийн мэдээ,3,69,12,6,7,2,3,27,126,False,https://att.parliament.mn/sessions/2025-10-30,https://www.parliament.mn/nn/75995/,
s137,82,2025-10-31,2025,AUTUMN,,14:00,,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 10 дугаар сарын 31-ний өдрийн ирцийн мэдээ,1,67,34,7,9,1,1,7,126,False,https://att.parliament.mn/sessions/2025-10-31,https://www.parliament.mn/nn/76000/,
s136,83,2025-11-05,2025,AUTUMN,14:00,14:03,3,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 11 дүгээр сарын 05-ны өдрийн ирцийн мэдээ,4,77,24,6,3,0,8,8,126,False,https://att.parliament.mn/sessions/2025-11-05,https://www.parliament.mn/nn/76027/,
s135,84,2025-11-06,2025,AUTUMN,10:00,10:04,4,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 11 дүгээр сарын 06-ны өдрийн ирцийн мэдээ,2,72,33,7,4,0,8,2,126,False,https://att.parliament.mn/sessions/2025-11-06,https://www.parliament.mn/nn/76033/,
s134,85,2025-11-07,2025,AUTUMN,10:00,10:33,33,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 11 дүгээр сарын 07-ны өдрийн ирцийн мэдээ,2,66,34,5,10,1,7,3,126,False,https://att.parliament.mn/sessions/2025-11-07,https://www.parliament.mn/nn/76037/,
s133,86,2025-11-10,2025,AUTUMN,16:00,16:19,19,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 11 дүгээр сарын 10-ны өдрийн ирцийн мэдээ,2,81,18,8,7,0,4,8,126,False,https://att.parliament.mn/sessions/2025-11-10,https://www.parliament.mn/nn/76054/,
s132,87,2025-11-11,2025,AUTUMN,14:00,14:08,8,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 11 дүгээр сарын 11-ний өдрийн ирцийн мэдээ,1,68,25,7,10,1,4,11,126,False,https://att.parliament.mn/sessions/2025-11-11,https://www.parliament.mn/nn/76071/,
s131,88,2025-11-12,2025,AUTUMN,14:00,14:06,6,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 11 дүгээр сарын 12-ны өдрийн ирцийн мэдээ,5,74,27,8,7,0,4,6,126,False,https://att.parliament.mn/sessions/2025-11-12,https://www.parliament.mn/nn/76082/,
s130,89,2025-11-13,2025,AUTUMN,10:00,10:10,10,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 11 дүгээр сарын 13-ны өдрийн ирцийн мэдээ,3,69,28,7,10,0,4,8,126,False,https://att.parliament.mn/sessions/2025-11-13,https://www.parliament.mn/nn/76098/,
s129,90,2025-11-14,2025,AUTUMN,10:00,10:10,10,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 11 дүгээр сарын 14-ний өдрийн ирцийн мэдээ,3,64,27,8,8,0,5,14,126,False,https://att.parliament.mn/sessions/2025-11-14,https://www.parliament.mn/nn/76106/,
s128,91,2025-11-20,2025,AUTUMN,10:00,10:32,32,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 11 дүгээр сарын 20-ны өдрийн ирцийн мэдээ,4,84,13,5,7,1,8,8,126,False,https://att.parliament.mn/sessions/2025-11-20,https://www.parliament.mn/nn/76131/,
s127,92,2025-11-25,2025,AUTUMN,15:00,15:51,51,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 11 дүгээр сарын 25-ны өдрийн ирцийн мэдээ,0,65,16,6,9,5,12,13,126,False,https://att.parliament.mn/sessions/2025-11-25,https://www.parliament.mn/nn/76154/,
s125,93,2025-11-27,2025,AUTUMN,10:00,10:12,12,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 11 дүгээр сарын 27-ны өдрийн ирцийн мэдээ,2,69,21,4,7,4,17,4,126,False,https://att.parliament.mn/sessions/2025-11-27,https://www.parliament.mn/nn/76173/,
s124,94,2025-11-28,2025,AUTUMN,10:00,10:34,34,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 11 дүгээр сарын 28-ны өдрийн ирцийн мэдээ,2,75,13,4,6,4,21,3,126,False,https://att.parliament.mn/sessions/2025-11-28,https://www.parliament.mn/nn/76181/,https://www.parliament.mn/files/1080a43f637a4ffd82a5929f5514790f/?d=1
s123,95,2025-12-04,2025,AUTUMN,10:00,10:40,40,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 2025 оны 12 дугаар сарын 04-ний өдрийн ирцийн мэдээ,4,65,13,6,6,3,29,4,126,False,https://att.parliament.mn/sessions/2025-12-04,https://www.parliament.mn/nn/76218/,https://www.parliament.mn/files/7fa4b663ea9648259d561f1873b85a9d/?d=1
s122,96,2025-12-05,2025,AUTUMN,10:00,10:29,29,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 2025 оны 12 дугаар сарын 05-ны өдрийн ирцийн мэдээ,3,64,8,8,8,2,27,9,126,False,https://att.parliament.mn/sessions/2025-12-05,https://www.parliament.mn/nn/76229/,https://www.parliament.mn/files/7e459aa4c1e1436491c13bdde7de7519/?d=1
s121,97,2025-12-11,2025,AUTUMN,10:00,10:20,20,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 2025 оны 12 дугаар сарын 11-ний өдрийн ирцийн мэдээ,6,65,34,8,7,3,7,2,126,False,https://att.parliament.mn/sessions/2025-12-11,https://www.parliament.mn/nn/76275/,https://www.parliament.mn/files/29059fc30d2d4be2bc6198a782e43397/?d=1
s120,98,2025-12-12,2025,AUTUMN,10:00,10:06,6,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 2025 оны 12 дугаар сарын 12-ны өдрийн ирцийн мэдээ,4,70,27,9,9,2,4,5,126,False,https://att.parliament.mn/sessions/2025-12-12,https://www.parliament.mn/nn/76281/,https://www.parliament.mn/files/9500570bceec4059ad8f59890eb345ba/?d=1
s119,99,2025-12-18,2025,AUTUMN,10:00,10:03,3,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 2025 оны 12 дугаар сарын 18-ны өдрийн ирцийн мэдээ,9,71,34,5,5,3,5,3,126,False,https://att.parliament.mn/sessions/2025-12-18,https://www.parliament.mn/nn/76329/,https://www.parliament.mn/files/66ec14b278904c48afed0d1c627fbaae/?d=1
s118,100,2025-12-19,2025,AUTUMN,10:00,10:20,20,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 2025 оны 12 дугаар сарын 19-ний өдрийн ирцийн мэдээ,3,64,30,5,9,3,5,10,126,False,https://att.parliament.mn/sessions/2025-12-19,https://www.parliament.mn/nn/76342/,https://www.parliament.mn/files/182361ef95ab4c929ae9b50298e73d4d/?d=1
s117,101,2025-12-23,2025,AUTUMN,14:00,14:27,27,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 2025 оны 12 дугаар сарын 23-ны өдрийн ирцийн мэдээ,1,69,10,5,5,2,2,33,126,False,https://att.parliament.mn/sessions/2025-12-23,https://www.parliament.mn/nn/76351/,https://www.parliament.mn/files/42224df5a1da4738bc03b84717eebe95/?d=1
s116,102,2025-12-25,2025,AUTUMN,10:00,10:11,11,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 2025 оны 12 дугаар сарын 25-ны өдрийн ирцийн мэдээ,7,73,22,13,9,5,2,2,126,False,https://att.parliament.mn/sessions/2025-12-25,https://www.parliament.mn/nn/76405/,https://www.parliament.mn/files/dd87b80e2d6e4ad09cc0427c9602c9e1/?d=1
s115,103,2025-12-26,2025,AUTUMN,10:00,10:25,25,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 2025 оны 12 дугаар сарын 26-ны өдрийн ирцийн мэдээ,7,76,16,13,11,3,4,3,126,False,https://att.parliament.mn/sessions/2025-12-26,https://www.parliament.mn/nn/76412/,https://www.parliament.mn/files/453bd2d3b45e4774880ee92c08e7f04f/?d=1
s114,104,2025-12-30,2025,AUTUMN,14:00,14:49,49,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 12 дугаар сарын 30-ны өдрийн ирцийн мэдээ,7,76,5,16,13,3,4,9,126,False,https://att.parliament.mn/sessions/2025-12-30,https://www.parliament.mn/nn/76426/,https://www.parliament.mn/files/616eea751a124921ad620ed467e89090/?d=1
s113,105,2025-12-31,2025,AUTUMN,10:00,10:34,34,Монгол Улсын Их Хурлын 2025 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 12 дугаар сарын 31-ний өдрийн ирцийн мэдээ,3,64,10,15,14,4,4,15,126,False,https://att.parliament.mn/sessions/2025-12-31,https://www.parliament.mn/nn/76436/,https://www.parliament.mn/files/560a024db477476ebf5c1be1bfa7d4a8/?d=1
s112,106,2026-03-16,2026,SPRING,10:00,10:03,3,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 03 дугаар сарын 16-ны өдрийн ирцийн мэдээ,1,101,19,2,2,0,2,0,126,False,https://att.parliament.mn/sessions/2026-03-16,https://www.parliament.mn/nn/76796/,https://www.parliament.mn/files/19e5f0f78d15483f901a6dd48118a929/?d=1
s111,107,2026-03-27,2026,SPRING,18:00,20:28,148,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 03 дугаар сарын 27-ны өдрийн ирцийн мэдээ,4,68,5,6,5,7,3,32,126,False,https://att.parliament.mn/sessions/2026-03-27,https://www.parliament.mn/nn/76884/,https://www.parliament.mn/files/833888078ff6452081e7f5194f74e3d5/?d=1
s110,108,2026-03-30,2026,SPRING,10:00,10:11,11,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 03 дугаар сарын 30-ны өдрийн ирцийн мэдээ,3,88,25,4,2,0,6,1,126,False,https://att.parliament.mn/sessions/2026-03-30,https://www.parliament.mn/nn/76893/,https://www.parliament.mn/files/ae4d4c9f23bb49ada42ea52cf532246e/?d=1
s109,109,2026-03-31,2026,SPRING,14:00,14:02,2,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 03 дугаар сарын 31-ний өдрийн ирцийн мэдээ,4,73,37,5,6,0,2,3,126,False,https://att.parliament.mn/sessions/2026-03-31,https://www.parliament.mn/nn/76910/,https://www.parliament.mn/files/2219e6cd765a428ead7621ab85b1a670/?d=1
s108,110,2026-04-02,2026,SPRING,10:00,10:32,32,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 04 дүгээр сарын 02-ны өдрийн ирцийн мэдээ,6,83,32,3,5,0,1,2,126,False,https://att.parliament.mn/sessions/2026-04-02,https://www.parliament.mn/nn/76935/,https://www.parliament.mn/files/7dc34504270b4219b22b45239d313bd7/?d=1
s107,111,2026-04-03,2026,SPRING,10:00,10:24,24,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 04 дүгээр сарын 03-ны өдрийн ирцийн мэдээ,6,90,27,2,5,0,0,2,126,False,https://att.parliament.mn/sessions/2026-04-03,https://www.parliament.mn/nn/76942/,https://www.parliament.mn/files/db46faa2d2d3441c8287165c18629a7e/?d=1
s106,112,2026-04-09,2026,SPRING,10:00,10:02,2,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 04 дүгээр сарын 09-ний өдрийн ирцийн мэдээ,6,69,43,6,5,0,0,3,126,False,https://att.parliament.mn/sessions/2026-04-09,https://www.parliament.mn/nn/76981/,https://www.parliament.mn/files/ee3f4cc0dc2c4f6b937bdac336a3a659/?d=1
s105,113,2026-04-10,2026,SPRING,10:00,10:01,1,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 04 дүгээр сарын 10-ны өдрийн ирцийн мэдээ,6,74,41,3,6,0,0,2,126,False,https://att.parliament.mn/sessions/2026-04-10,https://www.parliament.mn/nn/76988/,https://www.parliament.mn/files/695683b3f6e2482aaa497aa096f6ef46/?d=1
s104,114,2026-04-16,2026,SPRING,10:00,10:01,1,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 04 дүгээр сарын 16-ны өдрийн ирцийн мэдээ,4,85,22,2,3,0,11,3,126,False,https://att.parliament.mn/sessions/2026-04-16,https://www.parliament.mn/nn/77025/,https://www.parliament.mn/files/af402e46099648a0970dc83e2a374717/?d=1
s103,115,2026-04-17,2026,SPRING,,10:00,,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 04 дүгээр сарын 17-ны өдрийн ирцийн мэдээ,3,78,18,5,6,0,12,7,126,False,https://att.parliament.mn/sessions/2026-04-17,https://www.parliament.mn/nn/77036/,https://www.parliament.mn/files/155f962454444628ae603b5aedb5d362/?d=1
s102,116,2026-04-23,2026,SPRING,,10:00,,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 04 дүгээр сарын 23-ны өдрийн ирцийн мэдээ,5,65,29,6,7,0,18,1,126,False,https://att.parliament.mn/sessions/2026-04-23,https://www.parliament.mn/nn/77070/,https://www.parliament.mn/files/306391f5935a49a892a44f570593e6fe/?d=1
s101,117,2026-04-24,2026,SPRING,,10:00,,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 04 дүгээр сарын 24-ний өдрийн ирцийн мэдээ,4,75,31,4,6,1,5,4,126,False,https://att.parliament.mn/sessions/2026-04-24,https://www.parliament.mn/nn/77087/,https://www.parliament.mn/files/159db9a30cd94d829d626a0ea91a0928/?d=1
s100,118,2026-04-30,2026,SPRING,,10:00,,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 04 дүгээр сарын 30-ны өдрийн ирцийн мэдээ,9,76,33,4,2,3,4,4,126,False,https://att.parliament.mn/sessions/2026-04-30,https://www.parliament.mn/nn/77124/,https://www.parliament.mn/files/b5a6e66074dd4c72b4f7693fd1872584/?d=1
s99,119,2026-05-01,2026,SPRING,,10:00,,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 05 дугаар сарын 01-ний өдрийн ирцийн мэдээ,4,73,35,5,3,4,5,1,126,False,https://att.parliament.mn/sessions/2026-05-01,https://www.parliament.mn/nn/77138/,https://www.parliament.mn/files/173dad3e03164d2e81230d3930268d59/?d=1
s98,120,2026-05-07,2026,SPRING,,10:00,,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 05 дугаар сарын 07-ны өдрийн ирцийн мэдээ,8,70,32,4,4,2,13,1,126,False,https://att.parliament.mn/sessions/2026-05-07,https://www.parliament.mn/nn/77198/,https://www.parliament.mn/files/99df0cadf6bc4fb8860ac4e386a64204/?d=1
s97,121,2026-05-08,2026,SPRING,,10:00,,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 05 дугаар сарын 08-ны өдрийн ирцийн мэдээ,2,79,23,5,4,1,13,1,126,False,https://att.parliament.mn/sessions/2026-05-08,https://www.parliament.mn/nn/77213/,https://www.parliament.mn/files/92d36383dc7e4860a87bf9cebc56e16f/?d=1
s96,122,2026-05-14,2026,SPRING,,10:00,,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 05 дугаар сарын 14-ний өдрийн ирцийн мэдээ,11,74,27,8,5,5,4,3,126,False,https://att.parliament.mn/sessions/2026-05-14,https://www.parliament.mn/nn/77271/,https://www.parliament.mn/files/bad8e8a932aa491c8090712502d206ba/?d=1
s95,123,2026-05-15,2026,SPRING,10:00,10:03,3,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 05 дугаар сарын 15-ны өдрийн ирцийн мэдээ,7,66,27,12,6,6,4,5,126,False,https://att.parliament.mn/sessions/2026-05-15,https://www.parliament.mn/nn/77286/,https://www.parliament.mn/files/a04be5a6d4d84dbfa4b14a1456eeeb2f/?d=1
s149,124,2026-05-21,2026,SPRING,,10:00,,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 05 дугаар сарын 21-ний өдрийн ирцийн мэдээ,9,66,38,6,4,2,9,1,126,False,https://att.parliament.mn/sessions/2026-05-21,https://www.parliament.mn/nn/77330/,https://www.parliament.mn/files/56dfac8df47647ac82331ef8161421d7/?d=1
s150,125,2026-05-22,2026,SPRING,,10:00,,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 05 дугаар сарын 22-ны өдрийн ирцийн мэдээ,11,71,30,8,3,3,9,2,126,False,https://att.parliament.mn/sessions/2026-05-22,https://www.parliament.mn/nn/77352/,https://www.parliament.mn/files/0dc853a31ef44ce081aaca02e0f727db/?d=1
s151,126,2026-05-28,2026,SPRING,,10:00,,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 05 дугаар сарын 28-ны өдрийн ирцийн мэдээ,16,71,39,4,4,1,6,1,126,False,https://att.parliament.mn/sessions/2026-05-28,https://www.parliament.mn/nn/77409/,https://www.parliament.mn/files/2629282ee1654000add97caeec275f75/?d=1
s152,127,2026-05-29,2026,SPRING,,10:00,,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 05 дугаар сарын 29-ний өдрийн ирцийн мэдээ,6,66,40,2,4,3,10,1,126,False,https://att.parliament.mn/sessions/2026-05-29,https://www.parliament.mn/nn/77419/,https://www.parliament.mn/files/1d92dc5701ec476da11b90cbacfca962/?d=1
s153,128,2026-06-02,2026,SPRING,14:00,14:07,7,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 06 дугаар сарын 02-ны өдрийн ирцийн мэдээ,5,69,22,5,3,8,19,0,126,False,https://att.parliament.mn/sessions/2026-06-02,https://www.parliament.mn/nn/77438/,https://www.parliament.mn/files/b37f8600903840ac96bf5ad7aee0c8f0/?d=1
s223,129,2026-06-04,2026,SPRING,,10:00,,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 06 дугаар сарын 04-ний өдрийн ирцийн мэдээ,10,67,30,6,2,5,14,2,126,False,https://att.parliament.mn/sessions/2026-06-04,https://www.parliament.mn/nn/77476/,https://www.parliament.mn/files/d97d23f6bf46469aa334ffea620ea155/?d=1
s224,130,2026-06-05,2026,SPRING,10:00,10:06,6,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 06 дугаар сарын 05-ны өдрийн ирцийн мэдээ,7,67,27,6,4,5,15,2,126,False,https://att.parliament.mn/sessions/2026-06-05,https://www.parliament.mn/nn/77501/,https://www.parliament.mn/files/2ce39196e1dd4c1f9c4c5d19c893a1d5/?d=1
s225,131,2026-06-11,2026,SPRING,,10:00,,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 06 дугаар сарын 11-ний өдрийн ирцийн мэдээ,15,72,37,8,5,1,3,0,126,False,https://att.parliament.mn/sessions/2026-06-11,https://www.parliament.mn/nn/77556/,https://www.parliament.mn/files/aa5e7d12a54547a29d7e17c4e795b3ec/?d=1
s226,132,2026-06-12,2026,SPRING,10:00,10:01,1,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 06 дугаар сарын 12-ны өдрийн ирцийн мэдээ,13,68,32,8,7,8,2,1,126,False,https://att.parliament.mn/sessions/2026-06-12,https://www.parliament.mn/nn/77567/,https://www.parliament.mn/files/74de880b5cae44318771804b19fd9fe8/?d=1
s227,133,2026-06-18,2026,SPRING,10:00,10:02,2,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 06 дугаар сарын 18-ны өдрийн ирцийн мэдээ,17,66,27,17,5,5,3,3,126,False,https://att.parliament.mn/sessions/2026-06-18,https://www.parliament.mn/nn/77616/,https://www.parliament.mn/files/0fef31c2a0124ee8b79c1a3d83416edf/?d=1
s228,134,2026-06-19,2026,SPRING,10:00,10:03,3,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 06 дугаар сарын 19-ний өдрийн ирцийн мэдээ,9,64,33,15,6,1,3,4,126,False,https://att.parliament.mn/sessions/2026-06-19,https://www.parliament.mn/nn/77634/,https://www.parliament.mn/files/746252df68bf4a4683745303f97dcb79/?d=1
s229,135,2026-06-25,2026,SPRING,,10:00,,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 06 дугаар сарын 25-ны өдрийн ирцийн мэдээ,27,69,31,9,5,4,6,2,126,False,https://att.parliament.mn/sessions/2026-06-25,https://www.parliament.mn/nn/77685/,https://www.parliament.mn/files/40e39f55dd4c4e04afe021b94da45d77/?d=1
s230,136,2026-06-26,2026,SPRING,10:00,10:10,10,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 06 дугаар сарын 26-ны өдрийн ирцийн мэдээ,18,75,26,9,4,4,3,5,126,False,https://att.parliament.mn/sessions/2026-06-26,https://www.parliament.mn/nn/77695/,https://www.parliament.mn/files/c81172b7532b45c980a96a80030e42d3/?d=1
s231,137,2026-06-30,2026,SPRING,14:00,14:01,1,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 06 дугаар сарын 30-ны өдрийн ирцийн мэдээ,5,86,23,6,3,0,1,7,126,False,https://att.parliament.mn/sessions/2026-06-30,https://www.parliament.mn/nn/77739/,https://www.parliament.mn/files/621067d388094bb2ac9812b77612e759/?d=1
s232,138,2026-07-01,2026,SPRING,14:00,14:21,21,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 07 дугаар сарын 01-ний өдрийн ирцийн мэдээ,5,100,10,9,5,0,1,1,126,False,https://att.parliament.mn/sessions/2026-07-01,https://www.parliament.mn/nn/77760/,https://www.parliament.mn/files/cf1610c6aede4445a71e12f60c104eb7/?d=1
s233,139,2026-07-02,2026,SPRING,,10:00,,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 07 дугаар сарын 02-ны өдрийн ирцийн мэдээ,15,71,35,7,10,0,2,1,126,False,https://att.parliament.mn/sessions/2026-07-02,https://www.parliament.mn/nn/77774/,https://www.parliament.mn/files/34843398f7c14e10aed012fbbd8ab005/?d=1
s234,140,2026-07-03,2026,SPRING,10:00,10:02,2,Монгол Улсын Их Хурлын 2026 оны хаврын ээлжит чуулганы нэгдсэн хуралдааны 07 дугаар сарын 03-ны өдрийн ирцийн мэдээ,8,74,31,7,10,0,3,1,126,False,https://att.parliament.mn/sessions/2026-07-03,https://www.parliament.mn/nn/77792/,https://www.parliament.mn/files/b713ed23d7cb4d70b44f1b8089b6cc40/?d=1
s235,141,2026-09-07,2026,EXTRAORDINARY,10:00,10:01,1,Монгол Улсын Их Хурлын 2026 оны ээлжит бус чуулганы 09 дүгээр сарын 07-ны өдрийн нэгдсэн хуралдааны ирцийн мэдээ,3,81,6,7,4,10,18,0,126,False,https://att.parliament.mn/sessions/2026-09-07,https://www.parliament.mn/nn/78009/,https://www.parliament.mn/files/47f4fd9ee8ca424894b35bf5807c3feb/?d=1
s236,142,2026-09-14,2026,EXTRAORDINARY,16:00,,,Монгол Улсын Их Хурлын 2026 оны ээлжит бус чуулганы 09 дүгээр сарын 14-ний өдрийн нэгдсэн хуралдааны ирцийн мэдээ,2,57,11,5,6,6,3,38,126,False,https://att.parliament.mn/sessions/2026-09-14,https://www.parliament.mn/nn/78055/,https://www.parliament.mn/files/ad2499cb6acc4c30b22847563a27ef8a/?d=1
s237,143,2026-09-15,2026,AUTUMN,14:00,,,Монгол Улсын Их Хурлын 2026 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 09 дугаар сарын 15-ны өдрийн ирцийн мэдээ,3,111,0,2,4,2,3,4,126,False,https://att.parliament.mn/sessions/2026-09-15,https://www.parliament.mn/nn/78062/,
s238,144,2026-09-17,2026,AUTUMN,14:00,,,Монгол Улсын Их Хурлын 2026 оны намрын ээлжит чуулганы нэгдсэн хуралдааны 09 дугаар сарын 17-ны өдрийн ирцийн мэдээ,5,52,0,7,8,4,8,47,126,True,https://att.parliament.mn/sessions/2026-09-17,https://www.parliament.mn/nn/78080/,
s239,145,2026-09-21,2026,AUTUMN,14:00,,,Нэгдсэн хуралдаан 2026-09-21,6,63,0,2,6,3,5,47,126,True,https://att.parliament.mn/sessions/2026-09-21,https://www.parliament.mn/nn/78100/,
s240,146,2026-09-22,2026,AUTUMN,14:00,14:01,1,Нэгдсэн хуралдаан 2026-09-22,2,75,20,1,6,5,5,14,126,False,https://att.parliament.mn/sessions/2026-09-22,,
