member_id,ordinal,name_mn,surname_initial_mn,given_name_mn,party_code,party_name_mn,party_name_en,district,district_label_mn,mandate_label_mn,committee_code,committee_name_mn,profile_url,photo_url,is_flagged
m99,99,Г.Лувсанжамц,Г,Лувсанжамц,MAN,Монгол Ардын Нам,Mongolian People’s Party,0,Жагсаалт,Жагсаалт №1,real,Өргөдлийн байнгын хороо,https://www.parliament.mn/cv/348/,/api/mp-photo/ganzorigiin-luvsanjamts.jpg,False
m100,100,М.Мандхай,М,Мандхай,MAN,Монгол Ардын Нам,Mongolian People’s Party,0,Жагсаалт,Жагсаалт №8,bay,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",https://www.parliament.mn/cv/350/,/api/mp-photo/mendbayaryn-mandkhai.jpg,False
m101,101,Б.Мөнхсоёл,Б,Мөнхсоёл,HUN,ХҮН Нам,HUN Party,0,Жагсаалт,Жагсаалт №6,real,Төсвийн байнгын хороо,https://www.parliament.mn/cv/354/,/api/mp-photo/baatarjavyn-munkhsoyol.jpg,False
m102,102,Ц.Мөнхтуяа,Ц,Мөнхтуяа,AN,Ардчилсан Нам,Democratic Party,0,Жагсаалт,Жагсаалт №16,real,Өргөдлийн байнгын хороо,https://www.parliament.mn/cv/356/,/api/mp-photo/tsendsurengiin-munkhtuyaa.jpg,False
m103,103,Б.Найдалаа,Б,Найдалаа,HUN,ХҮН Нам,HUN Party,0,Жагсаалт,Жагсаалт №5,tor,Төрийн байгуулалтын байнгын хороо,https://www.parliament.mn/cv/358/,/api/mp-photo/badrakhyn-naidalaa.jpg,False
m104,104,М.Нарантуяа-Нара,М,Нарантуяа-Нара,IZ,Иргэний Зориг Ногоон Нам,Civil Will–Green Party,0,Жагсаалт,Жагсаалт №2,hzu,Хууль зүйн байнгын хороо,https://www.parliament.mn/cv/360/,/api/mp-photo/munkhturiin-narantuyaa-nara.jpg,False
m105,105,О.Номинчимэг,О,Номинчимэг,MAN,Монгол Ардын Нам,Mongolian People’s Party,0,Жагсаалт,Жагсаалт №16,real,Өргөдлийн байнгын хороо,https://www.parliament.mn/cv/362/,/api/mp-photo/odsurengiin-nominchimeg.jpg,False
m106,106,Н.Номтойбаяр,Н,Номтойбаяр,UE,Үндэсний эвсэл,National Coalition,0,Жагсаалт,Жагсаалт №1,tor,Төрийн байгуулалтын байнгын хороо,https://www.parliament.mn/cv/363/,/api/mp-photo/nyamtaishiryn-nomtoibayar.jpg,False
m107,107,Э.Одбаяр,Э,Одбаяр,AN,Ардчилсан Нам,Democratic Party,0,Жагсаалт,Жагсаалт №11,tor,Төрийн байгуулалтын байнгын хороо,https://www.parliament.mn/cv/364/,/api/mp-photo/erdenebilegiin-odbayar.jpg,False
m108,108,С.Одонтуяа,С,Одонтуяа,AN,Ардчилсан Нам,Democratic Party,0,Жагсаалт,Жагсаалт №2,bay,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",https://www.parliament.mn/cv/94/,/api/mp-photo/saldangiin-odontuyaa.jpg,False
m109,109,Г.Очирбат,Г,Очирбат,AN,Ардчилсан Нам,Democratic Party,0,Жагсаалт,Жагсаалт №13,real,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",https://www.parliament.mn/cv/366/,/api/mp-photo/ganbatyn-ochirbat.jpg,False
m110,110,Б.Пунсалмаа,Б,Пунсалмаа,AN,Ардчилсан Нам,Democratic Party,0,Жагсаалт,Жагсаалт №10,real,Өргөдлийн байнгын хороо,https://www.parliament.mn/cv/367/,/api/mp-photo/badamdorjiin-punsalmaa.jpg,False
m111,111,Д.Пүрэвдаваа,Д,Пүрэвдаваа,UE,Үндэсний эвсэл,National Coalition,0,Жагсаалт,Жагсаалт №3,real,Төсвийн байнгын хороо,https://www.parliament.mn/cv/368/,/api/mp-photo/davaakhuugiin-purevdavaa.jpg,False
m112,112,Д.Рэгдэл,Д,Рэгдэл,MAN,Монгол Ардын Нам,Mongolian People’s Party,0,Жагсаалт,Жагсаалт №5,real,Өргөдлийн байнгын хороо,https://www.parliament.mn/cv/369/,/api/mp-photo/dugeriin-regdel.jpg,False
m113,113,О.Саранчулуун,О,Саранчулуун,MAN,Монгол Ардын Нам,Mongolian People’s Party,0,Жагсаалт,Жагсаалт №4,real,Өргөдлийн байнгын хороо,https://www.parliament.mn/cv/371/,/api/mp-photo/otgony-saranchuluun.jpg,False
m114,114,М.Сарнай,М,Сарнай,UE,Үндэсний эвсэл,National Coalition,0,Жагсаалт,Жагсаалт №4,real,Өргөдлийн байнгын хороо,https://www.parliament.mn/cv/372/,/api/mp-photo/myagmardashiin-sarnai.jpg,False
m115,115,Х.Тэмүүжин,Х,Тэмүүжин,AN,Ардчилсан Нам,Democratic Party,0,Жагсаалт,Жагсаалт №9,real,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",https://www.parliament.mn/cv/377/,/api/mp-photo/khishigdembereliin-temuujin.jpg,False
m116,116,А.Ундраа,А,Ундраа,UE,Үндэсний эвсэл,National Coalition,0,Жагсаалт,Жагсаалт №2,bay,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",https://www.parliament.mn/cv/378/,/api/mp-photo/agvaanluvsangiin-undraa.jpg,False
m117,117,Б.Уянга,Б,Уянга,MAN,Монгол Ардын Нам,Mongolian People’s Party,0,Жагсаалт,Жагсаалт №10,bay,"Байгаль орчин, хүнс, хөдөө аж ахуйн байнгын хороо",https://www.parliament.mn/cv/379/,/api/mp-photo/boldyn-uyanga.jpg,False
m118,118,Г.Уянгахишиг,Г,Уянгахишиг,HUN,ХҮН Нам,HUN Party,0,Жагсаалт,Жагсаалт №4,hzu,Хууль зүйн байнгын хороо,https://www.parliament.mn/cv/380/,/api/mp-photo/gonchigdorjiin-uyangakhishig.jpg,False
m119,119,Б.Хэрлэн,Б,Хэрлэн,MAN,Монгол Ардын Нам,Mongolian People’s Party,0,Жагсаалт,Жагсаалт №14,tor,Төрийн байгуулалтын байнгын хороо,https://www.parliament.mn/cv/383/,/api/mp-photo/badarchiin-kherlen.jpg,False
m120,120,С.Цэнгүүн,С,Цэнгүүн,AN,Ардчилсан Нам,Democratic Party,0,Жагсаалт,Жагсаалт №4,real,Эдийн засгийн байнгын хороо,https://www.parliament.mn/cv/385/,/api/mp-photo/saruulsaikhany-tsenguun.jpg,False
m121,121,Ө.Шижир,Ө,Шижир,AN,Ардчилсан Нам,Democratic Party,0,Жагсаалт,Жагсаалт №5,real,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",https://www.parliament.mn/cv/386/,/api/mp-photo/ulziikhuugiin-shijir.jpg,False
m122,122,Л.Энхнасан,Л,Энхнасан,HUN,ХҮН Нам,HUN Party,0,Жагсаалт,Жагсаалт №2,real,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",https://www.parliament.mn/cv/388/,/api/mp-photo/lutaagiin-enkhnasan.jpg,False
m123,123,Д.Энхтүвшин,Д,Энхтүвшин,MAN,Монгол Ардын Нам,Mongolian People’s Party,0,Жагсаалт,Жагсаалт №9,real,"Аюулгүй байдал, гадаад бодлогын байнгын хороо",https://www.parliament.mn/cv/390/,/api/mp-photo/dashtserengiin-enkhtuvshin.jpg,False
m124,124,Д.Энхтуяа,Д,Энхтуяа,AN,Ардчилсан Нам,Democratic Party,0,Жагсаалт,Жагсаалт №8,tor,Төрийн байгуулалтын байнгын хороо,https://www.parliament.mn/cv/389/,/api/mp-photo/dorjzovdyn-enkhtuyaa.jpg,False
m125,125,М.Энхцэцэг,М,Энхцэцэг,MAN,Монгол Ардын Нам,Mongolian People’s Party,0,Жагсаалт,Жагсаалт №2,real,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",https://www.parliament.mn/cv/391/,/api/mp-photo/munkhchuluuny-enkhtsetseg.jpg,False
m126,126,С.Эрдэнэбат,С,Эрдэнэбат,MAN,Монгол Ардын Нам,Mongolian People’s Party,0,Жагсаалт,Жагсаалт №7,real,"Хүний хөгжил, нийгмийн бодлогын байнгын хороо",https://www.parliament.mn/cv/392/,/api/mp-photo/sukhbaataryn-erdenebat.jpg,False
