Төрөл,Бүс,Он,value
Тусгай зориулалтын автомашин,Хангайн бүс,2012,2271.0
Тусгай зориулалтын автомашин,Хангайн бүс,1957,
Тусгай зориулалтын автомашин,Хангайн бүс,1956,
Тусгай зориулалтын автомашин,Хангайн бүс,1955,
Тусгай зориулалтын автомашин,Хангайн бүс,1954,
Тусгай зориулалтын автомашин,Хангайн бүс,1953,
Тусгай зориулалтын автомашин,Хангайн бүс,1952,
Тусгай зориулалтын автомашин,Хангайн бүс,1951,
Тусгай зориулалтын автомашин,Хангайн бүс,1950,
Тусгай зориулалтын автомашин,Хангайн бүс,1949,
Тусгай зориулалтын автомашин,Хангайн бүс,1948,
Тусгай зориулалтын автомашин,Хангайн бүс,1947,
Тусгай зориулалтын автомашин,Хангайн бүс,1946,
Тусгай зориулалтын автомашин,Хангайн бүс,1945,
Тусгай зориулалтын автомашин,Хангайн бүс,1944,
Тусгай зориулалтын автомашин,Хангайн бүс,1943,
Тусгай зориулалтын автомашин,Хангайн бүс,1942,
Тусгай зориулалтын автомашин,Хангайн бүс,1941,
Тусгай зориулалтын автомашин,Хангайн бүс,1940,
Тусгай зориулалтын автомашин,    Архангай,2025,137.0
Тусгай зориулалтын автомашин,    Архангай,2024,121.0
Тусгай зориулалтын автомашин,    Архангай,2023,120.0
Тусгай зориулалтын автомашин,    Архангай,2022,141.0
Тусгай зориулалтын автомашин,    Архангай,2021,353.0
Тусгай зориулалтын автомашин,    Архангай,2020,365.0
Тусгай зориулалтын автомашин,    Архангай,2019,313.0
Тусгай зориулалтын автомашин,    Архангай,2018,389.0
Тусгай зориулалтын автомашин,    Архангай,2017,398.0
Тусгай зориулалтын автомашин,    Архангай,2016,385.0
Тусгай зориулалтын автомашин,    Архангай,2015,382.0
Тусгай зориулалтын автомашин,    Архангай,2014,382.0
Тусгай зориулалтын автомашин,    Архангай,2013,218.0
Тусгай зориулалтын автомашин,    Архангай,2012,248.0
Тусгай зориулалтын автомашин,    Архангай,1957,
Тусгай зориулалтын автомашин,    Архангай,1956,
Тусгай зориулалтын автомашин,    Архангай,1955,
Тусгай зориулалтын автомашин,    Архангай,1954,
Тусгай зориулалтын автомашин,    Архангай,1953,
Тусгай зориулалтын автомашин,    Архангай,1952,
Тусгай зориулалтын автомашин,    Архангай,1951,
Тусгай зориулалтын автомашин,    Архангай,1950,
Тусгай зориулалтын автомашин,    Архангай,1949,
Тусгай зориулалтын автомашин,    Архангай,1948,
Тусгай зориулалтын автомашин,    Архангай,1947,
Тусгай зориулалтын автомашин,    Архангай,1946,
Тусгай зориулалтын автомашин,    Архангай,1945,
Тусгай зориулалтын автомашин,    Архангай,1944,
Тусгай зориулалтын автомашин,    Архангай,1943,
Тусгай зориулалтын автомашин,    Архангай,1942,
Тусгай зориулалтын автомашин,    Архангай,1941,
Тусгай зориулалтын автомашин,    Архангай,1940,
Тусгай зориулалтын автомашин,    Баянхонгор,2025,308.0
Тусгай зориулалтын автомашин,    Баянхонгор,2024,278.0
Тусгай зориулалтын автомашин,    Баянхонгор,2023,251.0
Тусгай зориулалтын автомашин,    Баянхонгор,2022,331.0
Тусгай зориулалтын автомашин,    Баянхонгор,2021,544.0
Тусгай зориулалтын автомашин,    Баянхонгор,2020,535.0
Тусгай зориулалтын автомашин,    Баянхонгор,2019,466.0
Тусгай зориулалтын автомашин,    Баянхонгор,2018,585.0
Тусгай зориулалтын автомашин,    Баянхонгор,2017,594.0
Тусгай зориулалтын автомашин,    Баянхонгор,2016,606.0
Тусгай зориулалтын автомашин,    Баянхонгор,2015,607.0
Тусгай зориулалтын автомашин,    Баянхонгор,2014,601.0
Тусгай зориулалтын автомашин,    Баянхонгор,2013,322.0
Тусгай зориулалтын автомашин,    Баянхонгор,2012,371.0
Тусгай зориулалтын автомашин,    Баянхонгор,1957,
Тусгай зориулалтын автомашин,    Баянхонгор,1956,
Тусгай зориулалтын автомашин,    Баянхонгор,1955,
Тусгай зориулалтын автомашин,    Баянхонгор,1954,
Тусгай зориулалтын автомашин,    Баянхонгор,1953,
Тусгай зориулалтын автомашин,    Баянхонгор,1952,
Тусгай зориулалтын автомашин,    Баянхонгор,1951,
Тусгай зориулалтын автомашин,    Баянхонгор,1950,
Тусгай зориулалтын автомашин,    Баянхонгор,1949,
Тусгай зориулалтын автомашин,    Баянхонгор,1948,
Тусгай зориулалтын автомашин,    Баянхонгор,1947,
Тусгай зориулалтын автомашин,    Баянхонгор,1946,
Тусгай зориулалтын автомашин,    Баянхонгор,1945,
Тусгай зориулалтын автомашин,    Баянхонгор,1944,
Тусгай зориулалтын автомашин,    Баянхонгор,1943,
Тусгай зориулалтын автомашин,    Баянхонгор,1942,
Тусгай зориулалтын автомашин,    Баянхонгор,1941,
Тусгай зориулалтын автомашин,    Баянхонгор,1940,
Тусгай зориулалтын автомашин,    Булган,2025,141.0
Тусгай зориулалтын автомашин,    Булган,2024,126.0
Тусгай зориулалтын автомашин,    Булган,2023,111.0
Тусгай зориулалтын автомашин,    Булган,2022,270.0
Тусгай зориулалтын автомашин,    Булган,2021,341.0
Тусгай зориулалтын автомашин,    Булган,2020,369.0
Тусгай зориулалтын автомашин,    Булган,2019,293.0
Тусгай зориулалтын автомашин,    Булган,2018,347.0
Тусгай зориулалтын автомашин,    Булган,2017,344.0
Тусгай зориулалтын автомашин,    Булган,2016,344.0
Тусгай зориулалтын автомашин,    Булган,2015,337.0
Тусгай зориулалтын автомашин,    Булган,2014,360.0
Тусгай зориулалтын автомашин,    Булган,2013,299.0
Тусгай зориулалтын автомашин,    Булган,2012,314.0
Тусгай зориулалтын автомашин,    Булган,1957,
Тусгай зориулалтын автомашин,    Булган,1956,
Тусгай зориулалтын автомашин,    Булган,1955,
Тусгай зориулалтын автомашин,    Булган,1954,
Тусгай зориулалтын автомашин,    Булган,1953,
Тусгай зориулалтын автомашин,    Булган,1952,
Тусгай зориулалтын автомашин,    Булган,1951,
Тусгай зориулалтын автомашин,    Булган,1950,
Тусгай зориулалтын автомашин,    Булган,1949,
Тусгай зориулалтын автомашин,    Булган,1948,
Тусгай зориулалтын автомашин,    Булган,1947,
Тусгай зориулалтын автомашин,    Булган,1946,
Тусгай зориулалтын автомашин,    Булган,1945,
Тусгай зориулалтын автомашин,    Булган,1944,
Тусгай зориулалтын автомашин,    Булган,1943,
Тусгай зориулалтын автомашин,    Булган,1942,
Тусгай зориулалтын автомашин,    Булган,1941,
Тусгай зориулалтын автомашин,    Булган,1940,
Тусгай зориулалтын автомашин,    Орхон,2025,459.0
Тусгай зориулалтын автомашин,    Орхон,2024,396.0
Тусгай зориулалтын автомашин,    Орхон,2023,339.0
Тусгай зориулалтын автомашин,    Орхон,2022,504.0
Тусгай зориулалтын автомашин,    Орхон,2021,537.0
Тусгай зориулалтын автомашин,    Орхон,2020,598.0
Тусгай зориулалтын автомашин,    Орхон,2019,513.0
Тусгай зориулалтын автомашин,    Орхон,2018,519.0
Тусгай зориулалтын автомашин,    Орхон,2017,534.0
Тусгай зориулалтын автомашин,    Орхон,2016,552.0
Тусгай зориулалтын автомашин,    Орхон,2015,552.0
Тусгай зориулалтын автомашин,    Орхон,2014,558.0
Тусгай зориулалтын автомашин,    Орхон,2013,515.0
Тусгай зориулалтын автомашин,    Орхон,2012,488.0
Тусгай зориулалтын автомашин,    Орхон,1957,
Тусгай зориулалтын автомашин,    Орхон,1956,
Тусгай зориулалтын автомашин,    Орхон,1955,
Тусгай зориулалтын автомашин,    Орхон,1954,
Тусгай зориулалтын автомашин,    Орхон,1953,
Тусгай зориулалтын автомашин,    Орхон,1952,
Тусгай зориулалтын автомашин,    Орхон,1951,
Тусгай зориулалтын автомашин,    Орхон,1950,
Тусгай зориулалтын автомашин,    Орхон,1949,
Тусгай зориулалтын автомашин,    Орхон,1948,
Тусгай зориулалтын автомашин,    Орхон,1947,
Тусгай зориулалтын автомашин,    Орхон,1946,
Тусгай зориулалтын автомашин,    Орхон,1945,
Тусгай зориулалтын автомашин,    Орхон,1944,
Тусгай зориулалтын автомашин,    Орхон,1943,
Тусгай зориулалтын автомашин,    Орхон,1942,
Тусгай зориулалтын автомашин,    Орхон,1941,
Тусгай зориулалтын автомашин,    Орхон,1940,
Тусгай зориулалтын автомашин,    Өвөрхангай,2025,246.0
Тусгай зориулалтын автомашин,    Өвөрхангай,2024,189.0
Тусгай зориулалтын автомашин,    Өвөрхангай,2023,174.0
Тусгай зориулалтын автомашин,    Өвөрхангай,2022,531.0
Тусгай зориулалтын автомашин,    Өвөрхангай,2021,574.0
Тусгай зориулалтын автомашин,    Өвөрхангай,2020,634.0
Тусгай зориулалтын автомашин,    Өвөрхангай,2019,539.0
Тусгай зориулалтын автомашин,    Өвөрхангай,2018,579.0
Тусгай зориулалтын автомашин,    Өвөрхангай,2017,584.0
Тусгай зориулалтын автомашин,    Өвөрхангай,2016,571.0
Тусгай зориулалтын автомашин,    Өвөрхангай,2015,566.0
Тусгай зориулалтын автомашин,    Өвөрхангай,2014,564.0
Тусгай зориулалтын автомашин,    Өвөрхангай,2013,437.0
Тусгай зориулалтын автомашин,    Өвөрхангай,2012,472.0
Тусгай зориулалтын автомашин,    Өвөрхангай,1957,
Тусгай зориулалтын автомашин,    Өвөрхангай,1956,
Тусгай зориулалтын автомашин,    Өвөрхангай,1955,
Тусгай зориулалтын автомашин,    Өвөрхангай,1954,
Тусгай зориулалтын автомашин,    Өвөрхангай,1953,
Тусгай зориулалтын автомашин,    Өвөрхангай,1952,
Тусгай зориулалтын автомашин,    Өвөрхангай,1951,
Тусгай зориулалтын автомашин,    Өвөрхангай,1950,
Тусгай зориулалтын автомашин,    Өвөрхангай,1949,
Тусгай зориулалтын автомашин,    Өвөрхангай,1948,
Тусгай зориулалтын автомашин,    Өвөрхангай,1947,
Тусгай зориулалтын автомашин,    Өвөрхангай,1946,
Тусгай зориулалтын автомашин,    Өвөрхангай,1945,
Тусгай зориулалтын автомашин,    Өвөрхангай,1944,
Тусгай зориулалтын автомашин,    Өвөрхангай,1943,
Тусгай зориулалтын автомашин,    Өвөрхангай,1942,
Тусгай зориулалтын автомашин,    Өвөрхангай,1941,
Тусгай зориулалтын автомашин,    Өвөрхангай,1940,
Тусгай зориулалтын автомашин,    Хөвсгөл,2025,396.0
Тусгай зориулалтын автомашин,    Хөвсгөл,2024,370.0
Тусгай зориулалтын автомашин,    Хөвсгөл,2023,330.0
Тусгай зориулалтын автомашин,    Хөвсгөл,2022,606.0
Тусгай зориулалтын автомашин,    Хөвсгөл,2021,876.0
Тусгай зориулалтын автомашин,    Хөвсгөл,2020,880.0
Тусгай зориулалтын автомашин,    Хөвсгөл,2019,777.0
Тусгай зориулалтын автомашин,    Хөвсгөл,2018,815.0
Тусгай зориулалтын автомашин,    Хөвсгөл,2017,815.0
Тусгай зориулалтын автомашин,    Хөвсгөл,2016,801.0
Тусгай зориулалтын автомашин,    Хөвсгөл,2015,785.0
Тусгай зориулалтын автомашин,    Хөвсгөл,2014,763.0
Тусгай зориулалтын автомашин,    Хөвсгөл,2013,386.0
Тусгай зориулалтын автомашин,    Хөвсгөл,2012,378.0
Тусгай зориулалтын автомашин,    Хөвсгөл,1957,
Тусгай зориулалтын автомашин,    Хөвсгөл,1956,
Тусгай зориулалтын автомашин,    Хөвсгөл,1955,
Тусгай зориулалтын автомашин,    Хөвсгөл,1954,
Тусгай зориулалтын автомашин,    Хөвсгөл,1953,
Тусгай зориулалтын автомашин,    Хөвсгөл,1952,
Тусгай зориулалтын автомашин,    Хөвсгөл,1951,
Тусгай зориулалтын автомашин,    Хөвсгөл,1950,
Тусгай зориулалтын автомашин,    Хөвсгөл,1949,
Тусгай зориулалтын автомашин,    Хөвсгөл,1948,
Тусгай зориулалтын автомашин,    Хөвсгөл,1947,
Тусгай зориулалтын автомашин,    Хөвсгөл,1946,
Тусгай зориулалтын автомашин,    Хөвсгөл,1945,
Тусгай зориулалтын автомашин,    Хөвсгөл,1944,
Тусгай зориулалтын автомашин,    Хөвсгөл,1943,
Тусгай зориулалтын автомашин,    Хөвсгөл,1942,
Тусгай зориулалтын автомашин,    Хөвсгөл,1941,
Тусгай зориулалтын автомашин,    Хөвсгөл,1940,
Тусгай зориулалтын автомашин,Төвийн бүс,2025,2748.0
Тусгай зориулалтын автомашин,Төвийн бүс,2024,2386.0
Тусгай зориулалтын автомашин,Төвийн бүс,2023,2101.0
Тусгай зориулалтын автомашин,Төвийн бүс,2022,3163.0
Тусгай зориулалтын автомашин,Төвийн бүс,2021,3686.0
Тусгай зориулалтын автомашин,Төвийн бүс,2020,3802.0
Тусгай зориулалтын автомашин,Төвийн бүс,2019,4144.0
Тусгай зориулалтын автомашин,Төвийн бүс,2018,4342.0
Тусгай зориулалтын автомашин,Төвийн бүс,2017,4267.0
Тусгай зориулалтын автомашин,Төвийн бүс,2016,4549.0
Тусгай зориулалтын автомашин,Төвийн бүс,2015,4572.0
Тусгай зориулалтын автомашин,Төвийн бүс,2014,4666.0
Тусгай зориулалтын автомашин,Төвийн бүс,2013,5647.0
Тусгай зориулалтын автомашин,Төвийн бүс,2012,5885.0
Тусгай зориулалтын автомашин,Төвийн бүс,1957,
Тусгай зориулалтын автомашин,Төвийн бүс,1956,
Тусгай зориулалтын автомашин,Төвийн бүс,1955,
Тусгай зориулалтын автомашин,Төвийн бүс,1954,
Тусгай зориулалтын автомашин,Төвийн бүс,1953,
Тусгай зориулалтын автомашин,Төвийн бүс,1952,
Тусгай зориулалтын автомашин,Төвийн бүс,1951,
Тусгай зориулалтын автомашин,Төвийн бүс,1950,
Тусгай зориулалтын автомашин,Төвийн бүс,1949,
Тусгай зориулалтын автомашин,Төвийн бүс,1948,
Тусгай зориулалтын автомашин,Төвийн бүс,1947,
Тусгай зориулалтын автомашин,Төвийн бүс,1946,
Тусгай зориулалтын автомашин,Төвийн бүс,1945,
Тусгай зориулалтын автомашин,Төвийн бүс,1944,
Тусгай зориулалтын автомашин,Төвийн бүс,1943,
Тусгай зориулалтын автомашин,Төвийн бүс,1942,
Тусгай зориулалтын автомашин,Төвийн бүс,1941,
Тусгай зориулалтын автомашин,Төвийн бүс,1940,
Тусгай зориулалтын автомашин,    Говьсүмбэр,2025,127.0
Тусгай зориулалтын автомашин,    Говьсүмбэр,2024,114.0
Тусгай зориулалтын автомашин,    Говьсүмбэр,2023,102.0
Тусгай зориулалтын автомашин,    Говьсүмбэр,2022,110.0
Тусгай зориулалтын автомашин,    Говьсүмбэр,2021,126.0
Тусгай зориулалтын автомашин,    Говьсүмбэр,2020,113.0
Тусгай зориулалтын автомашин,    Говьсүмбэр,2019,113.0
Тусгай зориулалтын автомашин,    Говьсүмбэр,2018,120.0
Тусгай зориулалтын автомашин,    Говьсүмбэр,2017,131.0
Тусгай зориулалтын автомашин,    Говьсүмбэр,2016,137.0
Тусгай зориулалтын автомашин,    Говьсүмбэр,2015,138.0
Тусгай зориулалтын автомашин,    Говьсүмбэр,2014,137.0
Тусгай зориулалтын автомашин,    Говьсүмбэр,2013,132.0
Тусгай зориулалтын автомашин,    Говьсүмбэр,2012,126.0
Тусгай зориулалтын автомашин,    Говьсүмбэр,1957,
Тусгай зориулалтын автомашин,    Говьсүмбэр,1956,
Тусгай зориулалтын автомашин,    Говьсүмбэр,1955,
Тусгай зориулалтын автомашин,    Говьсүмбэр,1954,
Тусгай зориулалтын автомашин,    Говьсүмбэр,1953,
Тусгай зориулалтын автомашин,    Говьсүмбэр,1952,
Тусгай зориулалтын автомашин,    Говьсүмбэр,1951,
Тусгай зориулалтын автомашин,    Говьсүмбэр,1950,
Тусгай зориулалтын автомашин,    Говьсүмбэр,1949,
Тусгай зориулалтын автомашин,    Говьсүмбэр,1948,
Тусгай зориулалтын автомашин,    Говьсүмбэр,1947,
Тусгай зориулалтын автомашин,    Говьсүмбэр,1946,
Тусгай зориулалтын автомашин,    Говьсүмбэр,1945,
Тусгай зориулалтын автомашин,    Говьсүмбэр,1944,
Тусгай зориулалтын автомашин,    Говьсүмбэр,1943,
Тусгай зориулалтын автомашин,    Говьсүмбэр,1942,
Тусгай зориулалтын автомашин,    Говьсүмбэр,1941,
Тусгай зориулалтын автомашин,    Говьсүмбэр,1940,
Тусгай зориулалтын автомашин,    Дархан-Уул,2025,466.0
Тусгай зориулалтын автомашин,    Дархан-Уул,2024,374.0
Тусгай зориулалтын автомашин,    Дархан-Уул,2023,310.0
Тусгай зориулалтын автомашин,    Дархан-Уул,2022,514.0
Тусгай зориулалтын автомашин,    Дархан-Уул,2021,541.0
Тусгай зориулалтын автомашин,    Дархан-Уул,2020,581.0
Тусгай зориулалтын автомашин,    Дархан-Уул,2019,479.0
Тусгай зориулалтын автомашин,    Дархан-Уул,2018,488.0
Тусгай зориулалтын автомашин,    Дархан-Уул,2017,506.0
Тусгай зориулалтын автомашин,    Дархан-Уул,2016,501.0
Тусгай зориулалтын автомашин,    Дархан-Уул,2015,473.0
Тусгай зориулалтын автомашин,    Дархан-Уул,2014,483.0
Тусгай зориулалтын автомашин,    Дархан-Уул,2013,375.0
Тусгай зориулалтын автомашин,    Дархан-Уул,2012,405.0
Тусгай зориулалтын автомашин,    Дархан-Уул,1957,
Тусгай зориулалтын автомашин,    Дархан-Уул,1956,
Тусгай зориулалтын автомашин,    Дархан-Уул,1955,
Тусгай зориулалтын автомашин,    Дархан-Уул,1954,
Тусгай зориулалтын автомашин,    Дархан-Уул,1953,
Тусгай зориулалтын автомашин,    Дархан-Уул,1952,
Тусгай зориулалтын автомашин,    Дархан-Уул,1951,
Тусгай зориулалтын автомашин,    Дархан-Уул,1950,
Тусгай зориулалтын автомашин,    Дархан-Уул,1949,
Тусгай зориулалтын автомашин,    Дархан-Уул,1948,
Тусгай зориулалтын автомашин,    Дархан-Уул,1947,
Тусгай зориулалтын автомашин,    Дархан-Уул,1946,
Тусгай зориулалтын автомашин,    Дархан-Уул,1945,
Тусгай зориулалтын автомашин,    Дархан-Уул,1944,
Тусгай зориулалтын автомашин,    Дархан-Уул,1943,
Тусгай зориулалтын автомашин,    Дархан-Уул,1942,
Тусгай зориулалтын автомашин,    Дархан-Уул,1941,
Тусгай зориулалтын автомашин,    Дархан-Уул,1940,
Тусгай зориулалтын автомашин,    Дорноговь,2025,412.0
Тусгай зориулалтын автомашин,    Дорноговь,2024,379.0
Тусгай зориулалтын автомашин,    Дорноговь,2023,335.0
Тусгай зориулалтын автомашин,    Дорноговь,2022,427.0
Тусгай зориулалтын автомашин,    Дорноговь,2021,668.0
Тусгай зориулалтын автомашин,    Дорноговь,2020,687.0
Тусгай зориулалтын автомашин,    Дорноговь,2019,627.0
Тусгай зориулалтын автомашин,    Дорноговь,2018,616.0
Тусгай зориулалтын автомашин,    Дорноговь,2017,617.0
Тусгай зориулалтын автомашин,    Дорноговь,2016,683.0
Тусгай зориулалтын автомашин,    Дорноговь,2015,714.0
Тусгай зориулалтын автомашин,    Дорноговь,2014,793.0
Тусгай зориулалтын автомашин,    Дорноговь,2013,1340.0
Тусгай зориулалтын автомашин,    Дорноговь,2012,1444.0
Тусгай зориулалтын автомашин,    Дорноговь,1957,
Тусгай зориулалтын автомашин,    Дорноговь,1956,
Тусгай зориулалтын автомашин,    Дорноговь,1955,
Тусгай зориулалтын автомашин,    Дорноговь,1954,
Тусгай зориулалтын автомашин,    Дорноговь,1953,
Тусгай зориулалтын автомашин,    Дорноговь,1952,
Тусгай зориулалтын автомашин,    Дорноговь,1951,
Тусгай зориулалтын автомашин,    Дорноговь,1950,
Тусгай зориулалтын автомашин,    Дорноговь,1949,
Тусгай зориулалтын автомашин,    Дорноговь,1948,
Тусгай зориулалтын автомашин,    Дорноговь,1947,
Тусгай зориулалтын автомашин,    Дорноговь,1946,
Тусгай зориулалтын автомашин,    Дорноговь,1945,
Тусгай зориулалтын автомашин,    Дорноговь,1944,
Тусгай зориулалтын автомашин,    Дорноговь,1943,
Тусгай зориулалтын автомашин,    Дорноговь,1942,
Тусгай зориулалтын автомашин,    Дорноговь,1941,
Тусгай зориулалтын автомашин,    Дорноговь,1940,
Тусгай зориулалтын автомашин,    Дундговь,2025,172.0
Тусгай зориулалтын автомашин,    Дундговь,2024,173.0
Тусгай зориулалтын автомашин,    Дундговь,2023,151.0
Тусгай зориулалтын автомашин,    Дундговь,2022,207.0
Тусгай зориулалтын автомашин,    Дундговь,2021,388.0
Тусгай зориулалтын автомашин,    Дундговь,2020,395.0
Тусгай зориулалтын автомашин,    Дундговь,2019,361.0
Тусгай зориулалтын автомашин,    Дундговь,2018,382.0
Тусгай зориулалтын автомашин,    Дундговь,2017,381.0
Тусгай зориулалтын автомашин,    Дундговь,2016,384.0
Тусгай зориулалтын автомашин,    Дундговь,2015,372.0
Тусгай зориулалтын автомашин,    Дундговь,2014,374.0
Тусгай зориулалтын автомашин,    Дундговь,2013,207.0
Тусгай зориулалтын автомашин,    Дундговь,2012,209.0
Тусгай зориулалтын автомашин,    Дундговь,1957,
Тусгай зориулалтын автомашин,    Дундговь,1956,
Тусгай зориулалтын автомашин,    Дундговь,1955,
Тусгай зориулалтын автомашин,    Дундговь,1954,
Тусгай зориулалтын автомашин,    Дундговь,1953,
Тусгай зориулалтын автомашин,    Дундговь,1952,
Тусгай зориулалтын автомашин,    Дундговь,1951,
Тусгай зориулалтын автомашин,    Дундговь,1950,
Тусгай зориулалтын автомашин,    Дундговь,1949,
Тусгай зориулалтын автомашин,    Дундговь,1948,
Тусгай зориулалтын автомашин,    Дундговь,1947,
Тусгай зориулалтын автомашин,    Дундговь,1946,
Тусгай зориулалтын автомашин,    Дундговь,1945,
Тусгай зориулалтын автомашин,    Дундговь,1944,
Тусгай зориулалтын автомашин,    Дундговь,1943,
Тусгай зориулалтын автомашин,    Дундговь,1942,
Тусгай зориулалтын автомашин,    Дундговь,1941,
Тусгай зориулалтын автомашин,    Дундговь,1940,
Тусгай зориулалтын автомашин,    Өмнөговь,2025,1005.0
Тусгай зориулалтын автомашин,    Өмнөговь,2024,858.0
Тусгай зориулалтын автомашин,    Өмнөговь,2023,775.0
Тусгай зориулалтын автомашин,    Өмнөговь,2022,1033.0
Тусгай зориулалтын автомашин,    Өмнөговь,2021,1015.0
Тусгай зориулалтын автомашин,    Өмнөговь,2020,993.0
Тусгай зориулалтын автомашин,    Өмнөговь,2019,1716.0
Тусгай зориулалтын автомашин,    Өмнөговь,2018,1692.0
Тусгай зориулалтын автомашин,    Өмнөговь,2017,1572.0
Тусгай зориулалтын автомашин,    Өмнөговь,2016,1769.0
Тусгай зориулалтын автомашин,    Өмнөговь,2015,1808.0
Тусгай зориулалтын автомашин,    Өмнөговь,2014,1789.0
Тусгай зориулалтын автомашин,    Өмнөговь,2013,2674.0
Тусгай зориулалтын автомашин,    Өмнөговь,2012,2773.0
Тусгай зориулалтын автомашин,    Өмнөговь,1957,
Тусгай зориулалтын автомашин,    Өмнөговь,1956,
Тусгай зориулалтын автомашин,    Өмнөговь,1955,
Тусгай зориулалтын автомашин,    Өмнөговь,1954,
Тусгай зориулалтын автомашин,    Өмнөговь,1953,
Тусгай зориулалтын автомашин,    Өмнөговь,1952,
Тусгай зориулалтын автомашин,    Өмнөговь,1951,
Тусгай зориулалтын автомашин,    Өмнөговь,1950,
Тусгай зориулалтын автомашин,    Өмнөговь,1949,
Тусгай зориулалтын автомашин,    Өмнөговь,1948,
Тусгай зориулалтын автомашин,    Өмнөговь,1947,
Тусгай зориулалтын автомашин,    Өмнөговь,1946,
Тусгай зориулалтын автомашин,    Өмнөговь,1945,
Тусгай зориулалтын автомашин,    Өмнөговь,1944,
Тусгай зориулалтын автомашин,    Өмнөговь,1943,
Тусгай зориулалтын автомашин,    Өмнөговь,1942,
Тусгай зориулалтын автомашин,    Өмнөговь,1941,
Тусгай зориулалтын автомашин,    Өмнөговь,1940,
Тусгай зориулалтын автомашин,    Сэлэнгэ,2025,304.0
Тусгай зориулалтын автомашин,    Сэлэнгэ,2024,273.0
Тусгай зориулалтын автомашин,    Сэлэнгэ,2023,249.0
Тусгай зориулалтын автомашин,    Сэлэнгэ,2022,504.0
Тусгай зориулалтын автомашин,    Сэлэнгэ,2021,546.0
Тусгай зориулалтын автомашин,    Сэлэнгэ,2020,610.0
Тусгай зориулалтын автомашин,    Сэлэнгэ,2019,494.0
Тусгай зориулалтын автомашин,    Сэлэнгэ,2018,593.0
Тусгай зориулалтын автомашин,    Сэлэнгэ,2017,607.0
Тусгай зориулалтын автомашин,    Сэлэнгэ,2016,613.0
Тусгай зориулалтын автомашин,    Сэлэнгэ,2015,608.0
Тусгай зориулалтын автомашин,    Сэлэнгэ,2014,639.0
Тусгай зориулалтын автомашин,    Сэлэнгэ,2013,621.0
Тусгай зориулалтын автомашин,    Сэлэнгэ,2012,639.0
Тусгай зориулалтын автомашин,    Сэлэнгэ,1957,
Тусгай зориулалтын автомашин,    Сэлэнгэ,1956,
Тусгай зориулалтын автомашин,    Сэлэнгэ,1955,
Тусгай зориулалтын автомашин,    Сэлэнгэ,1954,
Тусгай зориулалтын автомашин,    Сэлэнгэ,1953,
Тусгай зориулалтын автомашин,    Сэлэнгэ,1952,
Тусгай зориулалтын автомашин,    Сэлэнгэ,1951,
Тусгай зориулалтын автомашин,    Сэлэнгэ,1950,
Тусгай зориулалтын автомашин,    Сэлэнгэ,1949,
Тусгай зориулалтын автомашин,    Сэлэнгэ,1948,
Тусгай зориулалтын автомашин,    Сэлэнгэ,1947,
Тусгай зориулалтын автомашин,    Сэлэнгэ,1946,
Тусгай зориулалтын автомашин,    Сэлэнгэ,1945,
Тусгай зориулалтын автомашин,    Сэлэнгэ,1944,
Тусгай зориулалтын автомашин,    Сэлэнгэ,1943,
Тусгай зориулалтын автомашин,    Сэлэнгэ,1942,
Тусгай зориулалтын автомашин,    Сэлэнгэ,1941,
Тусгай зориулалтын автомашин,    Сэлэнгэ,1940,
Тусгай зориулалтын автомашин,    Төв,2025,262.0
Тусгай зориулалтын автомашин,    Төв,2024,215.0
Тусгай зориулалтын автомашин,    Төв,2023,179.0
Тусгай зориулалтын автомашин,    Төв,2022,368.0
Тусгай зориулалтын автомашин,    Төв,2021,402.0
Тусгай зориулалтын автомашин,    Төв,2020,423.0
Тусгай зориулалтын автомашин,    Төв,2019,354.0
Тусгай зориулалтын автомашин,    Төв,2018,451.0
Тусгай зориулалтын автомашин,    Төв,2017,453.0
Тусгай зориулалтын автомашин,    Төв,2016,462.0
Тусгай зориулалтын автомашин,    Төв,2015,459.0
Тусгай зориулалтын автомашин,    Төв,2014,451.0
Тусгай зориулалтын автомашин,    Төв,2013,298.0
Тусгай зориулалтын автомашин,    Төв,2012,289.0
Тусгай зориулалтын автомашин,    Төв,1957,
Тусгай зориулалтын автомашин,    Төв,1956,
Тусгай зориулалтын автомашин,    Төв,1955,
Тусгай зориулалтын автомашин,    Төв,1954,
Тусгай зориулалтын автомашин,    Төв,1953,
Тусгай зориулалтын автомашин,    Төв,1952,
Тусгай зориулалтын автомашин,    Төв,1951,
Тусгай зориулалтын автомашин,    Төв,1950,
Тусгай зориулалтын автомашин,    Төв,1949,
Тусгай зориулалтын автомашин,    Төв,1948,
Тусгай зориулалтын автомашин,    Төв,1947,
Тусгай зориулалтын автомашин,    Төв,1946,
Тусгай зориулалтын автомашин,    Төв,1945,
Тусгай зориулалтын автомашин,    Төв,1944,
Тусгай зориулалтын автомашин,    Төв,1943,
Тусгай зориулалтын автомашин,    Төв,1942,
Тусгай зориулалтын автомашин,    Төв,1941,
Тусгай зориулалтын автомашин,    Төв,1940,
Тусгай зориулалтын автомашин,Зүүн бүс,2025,604.0
Тусгай зориулалтын автомашин,Зүүн бүс,2024,554.0
Тусгай зориулалтын автомашин,Зүүн бүс,2023,491.0
Тусгай зориулалтын автомашин,Зүүн бүс,2022,711.0
