Төрөл,Бүс,Он,value
Автобус,    Дорноговь,1940,
Автобус,    Дундговь,2025,342.0
Автобус,    Дундговь,2024,326.0
Автобус,    Дундговь,2023,331.0
Автобус,    Дундговь,2022,404.0
Автобус,    Дундговь,2021,586.0
Автобус,    Дундговь,2020,677.0
Автобус,    Дундговь,2019,191.0
Автобус,    Дундговь,2018,40.0
Автобус,    Дундговь,2017,38.0
Автобус,    Дундговь,2016,36.0
Автобус,    Дундговь,2015,37.0
Автобус,    Дундговь,2014,34.0
Автобус,    Дундговь,2013,39.0
Автобус,    Дундговь,2012,31.0
Автобус,    Дундговь,1957,
Автобус,    Дундговь,1956,
Автобус,    Дундговь,1955,
Автобус,    Дундговь,1954,
Автобус,    Дундговь,1953,
Автобус,    Дундговь,1952,
Автобус,    Дундговь,1951,
Автобус,    Дундговь,1950,
Автобус,    Дундговь,1949,
Автобус,    Дундговь,1948,
Автобус,    Дундговь,1947,
Автобус,    Дундговь,1946,
Автобус,    Дундговь,1945,
Автобус,    Дундговь,1944,
Автобус,    Дундговь,1943,
Автобус,    Дундговь,1942,
Автобус,    Дундговь,1941,
Автобус,    Дундговь,1940,
Автобус,    Өмнөговь,2025,1132.0
Автобус,    Өмнөговь,2024,1061.0
Автобус,    Өмнөговь,2023,1095.0
Автобус,    Өмнөговь,2022,1461.0
Автобус,    Өмнөговь,2021,1447.0
Автобус,    Өмнөговь,2020,1690.0
Автобус,    Өмнөговь,2019,561.0
Автобус,    Өмнөговь,2018,175.0
Автобус,    Өмнөговь,2017,170.0
Автобус,    Өмнөговь,2016,140.0
Автобус,    Өмнөговь,2015,122.0
Автобус,    Өмнөговь,2014,115.0
Автобус,    Өмнөговь,2013,99.0
Автобус,    Өмнөговь,2012,84.0
Автобус,    Өмнөговь,1957,
Автобус,    Өмнөговь,1956,
Автобус,    Өмнөговь,1955,
Автобус,    Өмнөговь,1954,
Автобус,    Өмнөговь,1953,
Автобус,    Өмнөговь,1952,
Автобус,    Өмнөговь,1951,
Автобус,    Өмнөговь,1950,
Автобус,    Өмнөговь,1949,
Автобус,    Өмнөговь,1948,
Автобус,    Өмнөговь,1947,
Автобус,    Өмнөговь,1946,
Автобус,    Өмнөговь,1945,
Автобус,    Өмнөговь,1944,
Автобус,    Өмнөговь,1943,
Автобус,    Өмнөговь,1942,
Автобус,    Өмнөговь,1941,
Автобус,    Өмнөговь,1940,
Автобус,    Сэлэнгэ,2025,388.0
Автобус,    Сэлэнгэ,2024,343.0
Автобус,    Сэлэнгэ,2023,351.0
Автобус,    Сэлэнгэ,2022,715.0
Автобус,    Сэлэнгэ,2021,773.0
Автобус,    Сэлэнгэ,2020,738.0
Автобус,    Сэлэнгэ,2019,383.0
Автобус,    Сэлэнгэ,2018,99.0
Автобус,    Сэлэнгэ,2017,100.0
Автобус,    Сэлэнгэ,2016,98.0
Автобус,    Сэлэнгэ,2015,94.0
Автобус,    Сэлэнгэ,2014,84.0
Автобус,    Сэлэнгэ,2013,94.0
Автобус,    Сэлэнгэ,2012,88.0
Автобус,    Сэлэнгэ,1957,
Автобус,    Сэлэнгэ,1956,
Автобус,    Сэлэнгэ,1955,
Автобус,    Сэлэнгэ,1954,
Автобус,    Сэлэнгэ,1953,
Автобус,    Сэлэнгэ,1952,
Автобус,    Сэлэнгэ,1951,
Автобус,    Сэлэнгэ,1950,
Автобус,    Сэлэнгэ,1949,
Автобус,    Сэлэнгэ,1948,
Автобус,    Сэлэнгэ,1947,
Автобус,    Сэлэнгэ,1946,
Автобус,    Сэлэнгэ,1945,
Автобус,    Сэлэнгэ,1944,
Автобус,    Сэлэнгэ,1943,
Автобус,    Сэлэнгэ,1942,
Автобус,    Сэлэнгэ,1941,
Автобус,    Сэлэнгэ,1940,
Автобус,    Төв,2025,348.0
Автобус,    Төв,2024,298.0
Автобус,    Төв,2023,289.0
Автобус,    Төв,2022,539.0
Автобус,    Төв,2021,578.0
Автобус,    Төв,2020,600.0
Автобус,    Төв,2019,289.0
Автобус,    Төв,2018,58.0
Автобус,    Төв,2017,55.0
Автобус,    Төв,2016,47.0
Автобус,    Төв,2015,39.0
Автобус,    Төв,2014,38.0
Автобус,    Төв,2013,35.0
Автобус,    Төв,2012,36.0
Автобус,    Төв,1957,
Автобус,    Төв,1956,
Автобус,    Төв,1955,
Автобус,    Төв,1954,
Автобус,    Төв,1953,
Автобус,    Төв,1952,
Автобус,    Төв,1951,
Автобус,    Төв,1950,
Автобус,    Төв,1949,
Автобус,    Төв,1948,
Автобус,    Төв,1947,
Автобус,    Төв,1946,
Автобус,    Төв,1945,
Автобус,    Төв,1944,
Автобус,    Төв,1943,
Автобус,    Төв,1942,
Автобус,    Төв,1941,
Автобус,    Төв,1940,
Автобус,Зүүн бүс,2025,1234.0
Автобус,Зүүн бүс,2024,1233.0
Автобус,Зүүн бүс,2023,1179.0
Автобус,Зүүн бүс,2022,1572.0
Автобус,Зүүн бүс,2021,1868.0
Автобус,Зүүн бүс,2020,1941.0
Автобус,Зүүн бүс,2019,938.0
Автобус,Зүүн бүс,2018,170.0
Автобус,Зүүн бүс,2017,166.0
Автобус,Зүүн бүс,2016,145.0
Автобус,Зүүн бүс,2015,131.0
Автобус,Зүүн бүс,2014,124.0
Автобус,Зүүн бүс,2013,135.0
Автобус,Зүүн бүс,2012,119.0
Автобус,Зүүн бүс,1957,
Автобус,Зүүн бүс,1956,
Автобус,Зүүн бүс,1955,
Автобус,Зүүн бүс,1954,
Автобус,Зүүн бүс,1953,
Автобус,Зүүн бүс,1952,
Автобус,Зүүн бүс,1951,
Автобус,Зүүн бүс,1950,
Автобус,Зүүн бүс,1949,
Автобус,Зүүн бүс,1948,
Автобус,Зүүн бүс,1947,
Автобус,Зүүн бүс,1946,
Автобус,Зүүн бүс,1945,
Автобус,Зүүн бүс,1944,
Автобус,Зүүн бүс,1943,
Автобус,Зүүн бүс,1942,
Автобус,Зүүн бүс,1941,
Автобус,Зүүн бүс,1940,
Автобус,    Дорнод,2025,559.0
Автобус,    Дорнод,2024,542.0
Автобус,    Дорнод,2023,473.0
Автобус,    Дорнод,2022,524.0
Автобус,    Дорнод,2021,720.0
Автобус,    Дорнод,2020,798.0
Автобус,    Дорнод,2019,385.0
Автобус,    Дорнод,2018,89.0
Автобус,    Дорнод,2017,89.0
Автобус,    Дорнод,2016,76.0
Автобус,    Дорнод,2015,66.0
Автобус,    Дорнод,2014,65.0
Автобус,    Дорнод,2013,74.0
Автобус,    Дорнод,2012,64.0
Автобус,    Дорнод,1957,
Автобус,    Дорнод,1956,
Автобус,    Дорнод,1955,
Автобус,    Дорнод,1954,
Автобус,    Дорнод,1953,
Автобус,    Дорнод,1952,
Автобус,    Дорнод,1951,
Автобус,    Дорнод,1950,
Автобус,    Дорнод,1949,
Автобус,    Дорнод,1948,
Автобус,    Дорнод,1947,
Автобус,    Дорнод,1946,
Автобус,    Дорнод,1945,
Автобус,    Дорнод,1944,
Автобус,    Дорнод,1943,
Автобус,    Дорнод,1942,
Автобус,    Дорнод,1941,
Автобус,    Дорнод,1940,
Автобус,    Сүхбаатар,2025,279.0
Автобус,    Сүхбаатар,2024,280.0
Автобус,    Сүхбаатар,2023,282.0
Автобус,    Сүхбаатар,2022,457.0
Автобус,    Сүхбаатар,2021,496.0
Автобус,    Сүхбаатар,2020,513.0
Автобус,    Сүхбаатар,2019,233.0
Автобус,    Сүхбаатар,2018,43.0
Автобус,    Сүхбаатар,2017,44.0
Автобус,    Сүхбаатар,2016,41.0
Автобус,    Сүхбаатар,2015,39.0
Автобус,    Сүхбаатар,2014,40.0
Автобус,    Сүхбаатар,2013,43.0
Автобус,    Сүхбаатар,2012,40.0
Автобус,    Сүхбаатар,1957,
Автобус,    Сүхбаатар,1956,
Автобус,    Сүхбаатар,1955,
Автобус,    Сүхбаатар,1954,
Автобус,    Сүхбаатар,1953,
Автобус,    Сүхбаатар,1952,
Автобус,    Сүхбаатар,1951,
Автобус,    Сүхбаатар,1950,
Автобус,    Сүхбаатар,1949,
Автобус,    Сүхбаатар,1948,
Автобус,    Сүхбаатар,1947,
Автобус,    Сүхбаатар,1946,
Автобус,    Сүхбаатар,1945,
Автобус,    Сүхбаатар,1944,
Автобус,    Сүхбаатар,1943,
Автобус,    Сүхбаатар,1942,
Автобус,    Сүхбаатар,1941,
Автобус,    Сүхбаатар,1940,
Автобус,    Хэнтий,2025,396.0
Автобус,    Хэнтий,2024,411.0
Автобус,    Хэнтий,2023,424.0
Автобус,    Хэнтий,2022,591.0
Автобус,    Хэнтий,2021,652.0
Автобус,    Хэнтий,2020,630.0
Автобус,    Хэнтий,2019,320.0
Автобус,    Хэнтий,2018,38.0
Автобус,    Хэнтий,2017,33.0
Автобус,    Хэнтий,2016,28.0
Автобус,    Хэнтий,2015,26.0
Автобус,    Хэнтий,2014,19.0
Автобус,    Хэнтий,2013,18.0
Автобус,    Хэнтий,2012,15.0
Автобус,    Хэнтий,1957,
Автобус,    Хэнтий,1956,
Автобус,    Хэнтий,1955,
Автобус,    Хэнтий,1954,
Автобус,    Хэнтий,1953,
Автобус,    Хэнтий,1952,
Автобус,    Хэнтий,1951,
Автобус,    Хэнтий,1950,
Автобус,    Хэнтий,1949,
Автобус,    Хэнтий,1948,
Автобус,    Хэнтий,1947,
Автобус,    Хэнтий,1946,
Автобус,    Хэнтий,1945,
Автобус,    Хэнтий,1944,
Автобус,    Хэнтий,1943,
Автобус,    Хэнтий,1942,
Автобус,    Хэнтий,1941,
Автобус,    Хэнтий,1940,
Автобус,Улаанбаатар,2025,12463.0
Автобус,Улаанбаатар,2024,13145.0
Автобус,Улаанбаатар,2023,12464.0
Автобус,Улаанбаатар,2022,16192.0
Автобус,Улаанбаатар,2021,16573.0
Автобус,Улаанбаатар,2020,16834.0
Автобус,Улаанбаатар,2019,11021.0
Автобус,Улаанбаатар,2018,4482.0
Автобус,Улаанбаатар,2017,4942.0
Автобус,Улаанбаатар,2016,5055.0
Автобус,Улаанбаатар,2015,4928.0
Автобус,Улаанбаатар,2014,4784.0
Автобус,Улаанбаатар,2013,4570.0
Автобус,Улаанбаатар,2012,4297.0
Автобус,Улаанбаатар,1957,
Автобус,Улаанбаатар,1956,
Автобус,Улаанбаатар,1955,
Автобус,Улаанбаатар,1954,
Автобус,Улаанбаатар,1953,
Автобус,Улаанбаатар,1952,
Автобус,Улаанбаатар,1951,
Автобус,Улаанбаатар,1950,
Автобус,Улаанбаатар,1949,
Автобус,Улаанбаатар,1948,
Автобус,Улаанбаатар,1947,
Автобус,Улаанбаатар,1946,
Автобус,Улаанбаатар,1945,
Автобус,Улаанбаатар,1944,
Автобус,Улаанбаатар,1943,
Автобус,Улаанбаатар,1942,
Автобус,Улаанбаатар,1941,
Автобус,Улаанбаатар,1940,
Автобус,    Улаанбаатар,2025,12463.0
Автобус,    Улаанбаатар,2024,13145.0
Автобус,    Улаанбаатар,2023,12464.0
Автобус,    Улаанбаатар,2022,16192.0
Автобус,    Улаанбаатар,2021,16573.0
Автобус,    Улаанбаатар,2020,16834.0
Автобус,    Улаанбаатар,2019,11021.0
Автобус,    Улаанбаатар,2018,4482.0
Автобус,    Улаанбаатар,2017,4942.0
Автобус,    Улаанбаатар,2016,5055.0
Автобус,    Улаанбаатар,2015,4928.0
Автобус,    Улаанбаатар,2014,4784.0
Автобус,    Улаанбаатар,2013,4570.0
Автобус,    Улаанбаатар,2012,4297.0
Автобус,    Улаанбаатар,1957,
Автобус,    Улаанбаатар,1956,
Автобус,    Улаанбаатар,1955,
Автобус,    Улаанбаатар,1954,
Автобус,    Улаанбаатар,1953,
Автобус,    Улаанбаатар,1952,
Автобус,    Улаанбаатар,1951,
Автобус,    Улаанбаатар,1950,
Автобус,    Улаанбаатар,1949,
Автобус,    Улаанбаатар,1948,
Автобус,    Улаанбаатар,1947,
Автобус,    Улаанбаатар,1946,
Автобус,    Улаанбаатар,1945,
Автобус,    Улаанбаатар,1944,
Автобус,    Улаанбаатар,1943,
Автобус,    Улаанбаатар,1942,
Автобус,    Улаанбаатар,1941,
Автобус,    Улаанбаатар,1940,
Ачааны автомашин,Улсын дүн,2025,271534.0
Ачааны автомашин,Улсын дүн,2024,264217.0
Ачааны автомашин,Улсын дүн,2023,244867.0
Ачааны автомашин,Улсын дүн,2022,265661.0
Ачааны автомашин,Улсын дүн,2021,263852.0
Ачааны автомашин,Улсын дүн,2020,241268.0
Ачааны автомашин,Улсын дүн,2019,227525.0
Ачааны автомашин,Улсын дүн,2018,211945.0
Ачааны автомашин,Улсын дүн,2017,198668.0
Ачааны автомашин,Улсын дүн,2016,188884.0
Ачааны автомашин,Улсын дүн,2015,181665.0
Ачааны автомашин,Улсын дүн,2014,174011.0
Ачааны автомашин,Улсын дүн,2013,155976.0
Ачааны автомашин,Улсын дүн,2012,136913.0
Ачааны автомашин,Улсын дүн,1957,
Ачааны автомашин,Улсын дүн,1956,
Ачааны автомашин,Улсын дүн,1955,
Ачааны автомашин,Улсын дүн,1954,
Ачааны автомашин,Улсын дүн,1953,
Ачааны автомашин,Улсын дүн,1952,
Ачааны автомашин,Улсын дүн,1951,
Ачааны автомашин,Улсын дүн,1950,
Ачааны автомашин,Улсын дүн,1949,
Ачааны автомашин,Улсын дүн,1948,
Ачааны автомашин,Улсын дүн,1947,
Ачааны автомашин,Улсын дүн,1946,
Ачааны автомашин,Улсын дүн,1945,
Ачааны автомашин,Улсын дүн,1944,
Ачааны автомашин,Улсын дүн,1943,
Ачааны автомашин,Улсын дүн,1942,
Ачааны автомашин,Улсын дүн,1941,
Ачааны автомашин,Улсын дүн,1940,
Ачааны автомашин,Баруун бүс,2025,30261.0
Ачааны автомашин,Баруун бүс,2024,27943.0
Ачааны автомашин,Баруун бүс,2023,25209.0
Ачааны автомашин,Баруун бүс,2022,29071.0
Ачааны автомашин,Баруун бүс,2021,29532.0
Ачааны автомашин,Баруун бүс,2020,26917.0
Ачааны автомашин,Баруун бүс,2019,26535.0
Ачааны автомашин,Баруун бүс,2018,24112.0
Ачааны автомашин,Баруун бүс,2017,21490.0
Ачааны автомашин,Баруун бүс,2016,20020.0
Ачааны автомашин,Баруун бүс,2015,18593.0
Ачааны автомашин,Баруун бүс,2014,17249.0
Ачааны автомашин,Баруун бүс,2013,15670.0
Ачааны автомашин,Баруун бүс,2012,13887.0
Ачааны автомашин,Баруун бүс,1957,
Ачааны автомашин,Баруун бүс,1956,
Ачааны автомашин,Баруун бүс,1955,
Ачааны автомашин,Баруун бүс,1954,
Ачааны автомашин,Баруун бүс,1953,
Ачааны автомашин,Баруун бүс,1952,
Ачааны автомашин,Баруун бүс,1951,
Ачааны автомашин,Баруун бүс,1950,
Ачааны автомашин,Баруун бүс,1949,
Ачааны автомашин,Баруун бүс,1948,
Ачааны автомашин,Баруун бүс,1947,
Ачааны автомашин,Баруун бүс,1946,
Ачааны автомашин,Баруун бүс,1945,
Ачааны автомашин,Баруун бүс,1944,
Ачааны автомашин,Баруун бүс,1943,
Ачааны автомашин,Баруун бүс,1942,
Ачааны автомашин,Баруун бүс,1941,
Ачааны автомашин,Баруун бүс,1940,
Ачааны автомашин,    Баян-Өлгий,2025,5816.0
Ачааны автомашин,    Баян-Өлгий,2024,5198.0
Ачааны автомашин,    Баян-Өлгий,2023,4691.0
Ачааны автомашин,    Баян-Өлгий,2022,5914.0
Ачааны автомашин,    Баян-Өлгий,2021,6008.0
Ачааны автомашин,    Баян-Өлгий,2020,5271.0
Ачааны автомашин,    Баян-Өлгий,2019,5322.0
Ачааны автомашин,    Баян-Өлгий,2018,5032.0
Ачааны автомашин,    Баян-Өлгий,2017,4473.0
Ачааны автомашин,    Баян-Өлгий,2016,4149.0
Ачааны автомашин,    Баян-Өлгий,2015,3901.0
Ачааны автомашин,    Баян-Өлгий,2014,3685.0
Ачааны автомашин,    Баян-Өлгий,2013,3381.0
Ачааны автомашин,    Баян-Өлгий,2012,2954.0
Ачааны автомашин,    Баян-Өлгий,1957,
Ачааны автомашин,    Баян-Өлгий,1956,
Ачааны автомашин,    Баян-Өлгий,1955,
Ачааны автомашин,    Баян-Өлгий,1954,
Ачааны автомашин,    Баян-Өлгий,1953,
Ачааны автомашин,    Баян-Өлгий,1952,
Ачааны автомашин,    Баян-Өлгий,1951,
Ачааны автомашин,    Баян-Өлгий,1950,
Ачааны автомашин,    Баян-Өлгий,1949,
Ачааны автомашин,    Баян-Өлгий,1948,
Ачааны автомашин,    Баян-Өлгий,1947,
Ачааны автомашин,    Баян-Өлгий,1946,
Ачааны автомашин,    Баян-Өлгий,1945,
Ачааны автомашин,    Баян-Өлгий,1944,
Ачааны автомашин,    Баян-Өлгий,1943,
Ачааны автомашин,    Баян-Өлгий,1942,
Ачааны автомашин,    Баян-Өлгий,1941,
Ачааны автомашин,    Баян-Өлгий,1940,
Ачааны автомашин,    Говь-Алтай,2025,3609.0
Ачааны автомашин,    Говь-Алтай,2024,3436.0
Ачааны автомашин,    Говь-Алтай,2023,3203.0
Ачааны автомашин,    Говь-Алтай,2022,4013.0
Ачааны автомашин,    Говь-Алтай,2021,4313.0
Ачааны автомашин,    Говь-Алтай,2020,4091.0
Ачааны автомашин,    Говь-Алтай,2019,4041.0
Ачааны автомашин,    Говь-Алтай,2018,3612.0
Ачааны автомашин,    Говь-Алтай,2017,3153.0
Ачааны автомашин,    Говь-Алтай,2016,2931.0
Ачааны автомашин,    Говь-Алтай,2015,2633.0
Ачааны автомашин,    Говь-Алтай,2014,2442.0
Ачааны автомашин,    Говь-Алтай,2013,2217.0
Ачааны автомашин,    Говь-Алтай,2012,1960.0
Ачааны автомашин,    Говь-Алтай,1957,
Ачааны автомашин,    Говь-Алтай,1956,
Ачааны автомашин,    Говь-Алтай,1955,
Ачааны автомашин,    Говь-Алтай,1954,
Ачааны автомашин,    Говь-Алтай,1953,
Ачааны автомашин,    Говь-Алтай,1952,
Ачааны автомашин,    Говь-Алтай,1951,
Ачааны автомашин,    Говь-Алтай,1950,
Ачааны автомашин,    Говь-Алтай,1949,
Ачааны автомашин,    Говь-Алтай,1948,
Ачааны автомашин,    Говь-Алтай,1947,
Ачааны автомашин,    Говь-Алтай,1946,
Ачааны автомашин,    Говь-Алтай,1945,
Ачааны автомашин,    Говь-Алтай,1944,
Ачааны автомашин,    Говь-Алтай,1943,
Ачааны автомашин,    Говь-Алтай,1942,
Ачааны автомашин,    Говь-Алтай,1941,
Ачааны автомашин,    Говь-Алтай,1940,
Ачааны автомашин,    Завхан,2025,6677.0
Ачааны автомашин,    Завхан,2024,6207.0
Ачааны автомашин,    Завхан,2023,5880.0
Ачааны автомашин,    Завхан,2022,6782.0
Ачааны автомашин,    Завхан,2021,6962.0
Ачааны автомашин,    Завхан,2020,6484.0
Ачааны автомашин,    Завхан,2019,6409.0
Ачааны автомашин,    Завхан,2018,5769.0
Ачааны автомашин,    Завхан,2017,5286.0
Ачааны автомашин,    Завхан,2016,4980.0
Ачааны автомашин,    Завхан,2015,4557.0
Ачааны автомашин,    Завхан,2014,4189.0
Ачааны автомашин,    Завхан,2013,3845.0
Ачааны автомашин,    Завхан,2012,3402.0
Ачааны автомашин,    Завхан,1957,
Ачааны автомашин,    Завхан,1956,
Ачааны автомашин,    Завхан,1955,
Ачааны автомашин,    Завхан,1954,
Ачааны автомашин,    Завхан,1953,
Ачааны автомашин,    Завхан,1952,
Ачааны автомашин,    Завхан,1951,
Ачааны автомашин,    Завхан,1950,
Ачааны автомашин,    Завхан,1949,
Ачааны автомашин,    Завхан,1948,
Ачааны автомашин,    Завхан,1947,
Ачааны автомашин,    Завхан,1946,
Ачааны автомашин,    Завхан,1945,
Ачааны автомашин,    Завхан,1944,
Ачааны автомашин,    Завхан,1943,
Ачааны автомашин,    Завхан,1942,
Ачааны автомашин,    Завхан,1941,
Ачааны автомашин,    Завхан,1940,
Ачааны автомашин,    Увс,2025,5706.0
Ачааны автомашин,    Увс,2024,5412.0
Ачааны автомашин,    Увс,2023,4996.0
Ачааны автомашин,    Увс,2022,5184.0
Ачааны автомашин,    Увс,2021,5504.0
Ачааны автомашин,    Увс,2020,4943.0
Ачааны автомашин,    Увс,2019,4785.0
Ачааны автомашин,    Увс,2018,4277.0
Ачааны автомашин,    Увс,2017,3864.0
Ачааны автомашин,    Увс,2016,3694.0
Ачааны автомашин,    Увс,2015,3485.0
Ачааны автомашин,    Увс,2014,3255.0
Ачааны автомашин,    Увс,2013,2816.0
Ачааны автомашин,    Увс,2012,2523.0
Ачааны автомашин,    Увс,1957,
Ачааны автомашин,    Увс,1956,
Ачааны автомашин,    Увс,1955,
Ачааны автомашин,    Увс,1954,
Ачааны автомашин,    Увс,1953,
Ачааны автомашин,    Увс,1952,
Ачааны автомашин,    Увс,1951,
Ачааны автомашин,    Увс,1950,
Ачааны автомашин,    Увс,1949,
Ачааны автомашин,    Увс,1948,
Ачааны автомашин,    Увс,1947,
Ачааны автомашин,    Увс,1946,
Ачааны автомашин,    Увс,1945,
Ачааны автомашин,    Увс,1944,
Ачааны автомашин,    Увс,1943,
Ачааны автомашин,    Увс,1942,
Ачааны автомашин,    Увс,1941,
Ачааны автомашин,    Увс,1940,
Ачааны автомашин,    Ховд,2025,8453.0
Ачааны автомашин,    Ховд,2024,7690.0
Ачааны автомашин,    Ховд,2023,6439.0
Ачааны автомашин,    Ховд,2022,7178.0
Ачааны автомашин,    Ховд,2021,6745.0
Ачааны автомашин,    Ховд,2020,6128.0
Ачааны автомашин,    Ховд,2019,5978.0
Ачааны автомашин,    Ховд,2018,5422.0
Ачааны автомашин,    Ховд,2017,4714.0
Ачааны автомашин,    Ховд,2016,4266.0
Ачааны автомашин,    Ховд,2015,4017.0
Ачааны автомашин,    Ховд,2014,3678.0
Ачааны автомашин,    Ховд,2013,3411.0
Ачааны автомашин,    Ховд,2012,3048.0
Ачааны автомашин,    Ховд,1957,
Ачааны автомашин,    Ховд,1956,
Ачааны автомашин,    Ховд,1955,
Ачааны автомашин,    Ховд,1954,
Ачааны автомашин,    Ховд,1953,
Ачааны автомашин,    Ховд,1952,
Ачааны автомашин,    Ховд,1951,
Ачааны автомашин,    Ховд,1950,
Ачааны автомашин,    Ховд,1949,
Ачааны автомашин,    Ховд,1948,
Ачааны автомашин,    Ховд,1947,
Ачааны автомашин,    Ховд,1946,
Ачааны автомашин,    Ховд,1945,
Ачааны автомашин,    Ховд,1944,
Ачааны автомашин,    Ховд,1943,
Ачааны автомашин,    Ховд,1942,
Ачааны автомашин,    Ховд,1941,
Ачааны автомашин,    Ховд,1940,
Ачааны автомашин,Хангайн бүс,2025,43756.0
Ачааны автомашин,Хангайн бүс,2024,40664.0
Ачааны автомашин,Хангайн бүс,2023,38583.0
Ачааны автомашин,Хангайн бүс,2022,44237.0
Ачааны автомашин,Хангайн бүс,2021,48014.0
Ачааны автомашин,Хангайн бүс,2020,45549.0
Ачааны автомашин,Хангайн бүс,2019,43548.0
Ачааны автомашин,Хангайн бүс,2018,39153.0
Ачааны автомашин,Хангайн бүс,2017,35923.0
Ачааны автомашин,Хангайн бүс,2016,33623.0
Ачааны автомашин,Хангайн бүс,2015,31252.0
Ачааны автомашин,Хангайн бүс,2014,28790.0
Ачааны автомашин,Хангайн бүс,2013,26537.0
Ачааны автомашин,Хангайн бүс,2012,23662.0
Ачааны автомашин,Хангайн бүс,1957,
Ачааны автомашин,Хангайн бүс,1956,
Ачааны автомашин,Хангайн бүс,1955,
Ачааны автомашин,Хангайн бүс,1954,
Ачааны автомашин,Хангайн бүс,1953,
Ачааны автомашин,Хангайн бүс,1952,
Ачааны автомашин,Хангайн бүс,1951,
Ачааны автомашин,Хангайн бүс,1950,
Ачааны автомашин,Хангайн бүс,1949,
Ачааны автомашин,Хангайн бүс,1948,
Ачааны автомашин,Хангайн бүс,1947,
Ачааны автомашин,Хангайн бүс,1946,
Ачааны автомашин,Хангайн бүс,1945,
Ачааны автомашин,Хангайн бүс,1944,
Ачааны автомашин,Хангайн бүс,1943,
Ачааны автомашин,Хангайн бүс,1942,
Ачааны автомашин,Хангайн бүс,1941,
Ачааны автомашин,Хангайн бүс,1940,
Ачааны автомашин,    Архангай,2025,8399.0
Ачааны автомашин,    Архангай,2024,7957.0
Ачааны автомашин,    Архангай,2023,7713.0
Ачааны автомашин,    Архангай,2022,7997.0
Ачааны автомашин,    Архангай,2021,8994.0
Ачааны автомашин,    Архангай,2020,8554.0
Ачааны автомашин,    Архангай,2019,8097.0
Ачааны автомашин,    Архангай,2018,7180.0
Ачааны автомашин,    Архангай,2017,6417.0
Ачааны автомашин,    Архангай,2016,5767.0
Ачааны автомашин,    Архангай,2015,5219.0
Ачааны автомашин,    Архангай,2014,4815.0
Ачааны автомашин,    Архангай,2013,4444.0
Ачааны автомашин,    Архангай,2012,3774.0
Ачааны автомашин,    Архангай,1957,
Ачааны автомашин,    Архангай,1956,
Ачааны автомашин,    Архангай,1955,
Ачааны автомашин,    Архангай,1954,
Ачааны автомашин,    Архангай,1953,
Ачааны автомашин,    Архангай,1952,
Ачааны автомашин,    Архангай,1951,
Ачааны автомашин,    Архангай,1950,
Ачааны автомашин,    Архангай,1949,
Ачааны автомашин,    Архангай,1948,
Ачааны автомашин,    Архангай,1947,
Ачааны автомашин,    Архангай,1946,
Ачааны автомашин,    Архангай,1945,
Ачааны автомашин,    Архангай,1944,
Ачааны автомашин,    Архангай,1943,
Ачааны автомашин,    Архангай,1942,
Ачааны автомашин,    Архангай,1941,
Ачааны автомашин,    Архангай,1940,
Ачааны автомашин,    Баянхонгор,2025,4984.0
Ачааны автомашин,    Баянхонгор,2024,4604.0
Ачааны автомашин,    Баянхонгор,2023,4283.0
Ачааны автомашин,    Баянхонгор,2022,5275.0
Ачааны автомашин,    Баянхонгор,2021,6033.0
Ачааны автомашин,    Баянхонгор,2020,5756.0
Ачааны автомашин,    Баянхонгор,2019,5644.0
Ачааны автомашин,    Баянхонгор,2018,4969.0
Ачааны автомашин,    Баянхонгор,2017,4661.0
Ачааны автомашин,    Баянхонгор,2016,4601.0
Ачааны автомашин,    Баянхонгор,2015,4387.0
Ачааны автомашин,    Баянхонгор,2014,4151.0
Ачааны автомашин,    Баянхонгор,2013,4103.0
Ачааны автомашин,    Баянхонгор,2012,3839.0
Ачааны автомашин,    Баянхонгор,1957,
Ачааны автомашин,    Баянхонгор,1956,
Ачааны автомашин,    Баянхонгор,1955,
Ачааны автомашин,    Баянхонгор,1954,
Ачааны автомашин,    Баянхонгор,1953,
Ачааны автомашин,    Баянхонгор,1952,
Ачааны автомашин,    Баянхонгор,1951,
Ачааны автомашин,    Баянхонгор,1950,
Ачааны автомашин,    Баянхонгор,1949,
Ачааны автомашин,    Баянхонгор,1948,
Ачааны автомашин,    Баянхонгор,1947,
Ачааны автомашин,    Баянхонгор,1946,
Ачааны автомашин,    Баянхонгор,1945,
Ачааны автомашин,    Баянхонгор,1944,
Ачааны автомашин,    Баянхонгор,1943,
Ачааны автомашин,    Баянхонгор,1942,
Ачааны автомашин,    Баянхонгор,1941,
Ачааны автомашин,    Баянхонгор,1940,
Ачааны автомашин,    Булган,2025,6220.0
Ачааны автомашин,    Булган,2024,5708.0
Ачааны автомашин,    Булган,2023,5429.0
Ачааны автомашин,    Булган,2022,6117.0
Ачааны автомашин,    Булган,2021,6556.0
Ачааны автомашин,    Булган,2020,6212.0
Ачааны автомашин,    Булган,2019,6037.0
Ачааны автомашин,    Булган,2018,5589.0
Ачааны автомашин,    Булган,2017,5243.0
Ачааны автомашин,    Булган,2016,4982.0
Ачааны автомашин,    Булган,2015,4606.0
Ачааны автомашин,    Булган,2014,4204.0
Ачааны автомашин,    Булган,2013,3757.0
Ачааны автомашин,    Булган,2012,3330.0
Ачааны автомашин,    Булган,1957,
Ачааны автомашин,    Булган,1956,
