product,date,price
"Bread, piece",2026-08-31,2926.0
"Bread, rye, piece",2026-08-31,2786.0
"Flour, grade 1, prepacked, kg",2026-08-31,2529.0
"Rice, prepacked, kg",2026-08-31,5000.0
"Sliced bread, 600 gr, piece",2026-08-31,3926.0
"Bread, piece",2026-08-24,2926.0
"Bread, rye, piece",2026-08-24,2779.0
"Flour, grade 1, prepacked, kg",2026-08-24,2521.0
"Rice, prepacked, kg",2026-08-24,5000.0
"Sliced bread, 600 gr, piece",2026-08-24,3926.0
"Bread, piece",2026-08-17,2926.0
"Bread, rye, piece",2026-08-17,2779.0
"Flour, grade 1, prepacked, kg",2026-08-17,2521.0
"Rice, prepacked, kg",2026-08-17,5000.0
"Sliced bread, 600 gr, piece",2026-08-17,3926.0
"Bread, piece",2026-08-10,2926.0
"Bread, rye, piece",2026-08-10,2770.0
"Flour, grade 1, prepacked, kg",2026-08-10,2521.0
"Rice, prepacked, kg",2026-08-10,5000.0
"Sliced bread, 600 gr, piece",2026-08-10,3926.0
"Bread, piece",2026-08-03,2926.0
"Bread, rye, piece",2026-08-03,2770.0
"Flour, grade 1, prepacked, kg",2026-08-03,2521.0
"Rice, prepacked, kg",2026-08-03,5000.0
"Sliced bread, 600 gr, piece",2026-08-03,3926.0
"Bread, piece",2026-07-27,2926.0
"Bread, rye, piece",2026-07-27,2769.0
"Flour, grade 1, prepacked, kg",2026-07-27,2521.0
"Rice, prepacked, kg",2026-07-27,5000.0
"Sliced bread, 600 gr, piece",2026-07-27,3899.0
"Bread, piece",2026-07-20,2925.0
"Bread, rye, piece",2026-07-20,2769.0
"Flour, grade 1, prepacked, kg",2026-07-20,2521.0
"Rice, prepacked, kg",2026-07-20,5000.0
"Sliced bread, 600 gr, piece",2026-07-20,3897.0
"Bread, piece",2026-07-06,2925.0
"Bread, rye, piece",2026-07-06,2769.0
"Flour, grade 1, prepacked, kg",2026-07-06,2521.0
"Rice, prepacked, kg",2026-07-06,5000.0
"Sliced bread, 600 gr, piece",2026-07-06,3897.0
"Bread, piece",2026-06-29,2925.0
"Bread, rye, piece",2026-06-29,2769.0
"Flour, grade 1, prepacked, kg",2026-06-29,2521.0
"Rice, prepacked, kg",2026-06-29,5000.0
"Sliced bread, 600 gr, piece",2026-06-29,3897.0
"Bread, piece",2026-06-22,2925.0
"Bread, rye, piece",2026-06-22,2769.0
"Flour, grade 1, prepacked, kg",2026-06-22,2521.0
"Rice, prepacked, kg",2026-06-22,5000.0
"Sliced bread, 600 gr, piece",2026-06-22,3889.0
"Bread, piece",2026-06-15,2916.0
"Bread, rye, piece",2026-06-15,2769.0
"Flour, grade 1, prepacked, kg",2026-06-15,2506.0
"Rice, prepacked, kg",2026-06-15,5000.0
"Sliced bread, 600 gr, piece",2026-06-15,3880.0
"Bread, piece",2026-06-08,2916.0
"Bread, rye, piece",2026-06-08,2769.0
"Flour, grade 1, prepacked, kg",2026-06-08,2506.0
"Rice, prepacked, kg",2026-06-08,4959.0
"Sliced bread, 600 gr, piece",2026-06-08,3880.0
"Bread, piece",2026-06-02,2916.0
"Bread, rye, piece",2026-06-02,2769.0
"Flour, grade 1, prepacked, kg",2026-06-02,2506.0
"Rice, prepacked, kg",2026-06-02,4959.0
"Sliced bread, 600 gr, piece",2026-06-02,3880.0
"Bread, piece",2026-05-25,2945.0
"Bread, rye, piece",2026-05-25,2698.0
"Flour, grade 1, prepacked, kg",2026-05-25,2507.0
"Rice, prepacked, kg",2026-05-25,4966.0
"Sliced bread, 600 gr, piece",2026-05-25,3904.0
"Bread, piece",2026-05-18,2945.0
"Bread, rye, piece",2026-05-18,2698.0
"Flour, grade 1, prepacked, kg",2026-05-18,2507.0
"Rice, prepacked, kg",2026-05-18,4966.0
"Sliced bread, 600 gr, piece",2026-05-18,3904.0
"Bread, piece",2026-05-11,2937.0
"Bread, rye, piece",2026-05-11,2698.0
"Flour, grade 1, prepacked, kg",2026-05-11,2507.0
"Rice, prepacked, kg",2026-05-11,4966.0
"Sliced bread, 600 gr, piece",2026-05-11,3904.0
"Bread, piece",2026-05-04,2937.0
"Bread, rye, piece",2026-05-04,2698.0
"Flour, grade 1, prepacked, kg",2026-05-04,2507.0
"Rice, prepacked, kg",2026-05-04,4966.0
"Sliced bread, 600 gr, piece",2026-05-04,3892.0
"Bread, piece",2026-04-27,2937.0
"Bread, rye, piece",2026-04-27,2698.0
"Flour, grade 1, prepacked, kg",2026-04-27,2507.0
"Rice, prepacked, kg",2026-04-27,4966.0
"Sliced bread, 600 gr, piece",2026-04-27,3642.0
"Bread, piece",2026-04-20,2940.0
"Bread, rye, piece",2026-04-20,2615.0
"Flour, grade 1, prepacked, kg",2026-04-20,2507.0
"Rice, prepacked, kg",2026-04-20,4966.0
"Sliced bread, 600 gr, piece",2026-04-20,3642.0
"Bread, piece",2026-04-13,2695.0
"Bread, rye, piece",2026-04-13,2552.0
"Flour, grade 1, prepacked, kg",2026-04-13,2507.0
"Rice, prepacked, kg",2026-04-13,4966.0
"Sliced bread, 600 gr, piece",2026-04-13,3308.0
"Bread, piece",2026-04-06,2695.0
"Bread, rye, piece",2026-04-06,2552.0
"Flour, grade 1, prepacked, kg",2026-04-06,2507.0
"Rice, prepacked, kg",2026-04-06,4966.0
"Sliced bread, 600 gr, piece",2026-04-06,3308.0
"Bread, piece",2026-03-30,2695.0
"Bread, rye, piece",2026-03-30,2552.0
"Flour, grade 1, prepacked, kg",2026-03-30,2507.0
"Rice, prepacked, kg",2026-03-30,4966.0
"Sliced bread, 600 gr, piece",2026-03-30,3308.0
"Bread, piece",2026-03-23,2695.0
"Bread, rye, piece",2026-03-23,2552.0
"Flour, grade 1, prepacked, kg",2026-03-23,2507.0
"Rice, prepacked, kg",2026-03-23,4966.0
"Sliced bread, 600 gr, piece",2026-03-23,3308.0
"Bread, piece",2026-03-16,2695.0
"Bread, rye, piece",2026-03-16,2552.0
"Flour, grade 1, prepacked, kg",2026-03-16,2507.0
"Rice, prepacked, kg",2026-03-16,4966.0
"Sliced bread, 600 gr, piece",2026-03-16,3308.0
